Orthogroup	Pram	Syao
OG0001188	Pram.g_01857	Syao.g_02169
OG0001189	Pram.g_01874	Syao.g_02215
OG0001190	Pram.g_01879	Syao.g_02436
OG0001191	Pram.g_01889	Syao.g_02449
OG0001192	Pram.g_01894	Syao.g_02367
OG0001193	Pram.g_01907	Syao.g_02284
OG0001194	Pram.g_01908	Syao.g_02285
OG0001195	Pram.g_01909	Syao.g_02286
OG0001196	Pram.g_01926	Syao.g_02341
OG0001197	Pram.g_01928	Syao.g_02343
OG0001198	Pram.g_01935	Syao.g_02158
OG0001199	Pram.g_00059	Syao.g_02623
OG0001200	Pram.g_00061	Syao.g_02625
OG0001201	Pram.g_00092	Syao.g_02601
OG0001202	Pram.g_00184	Syao.g_02461
OG0001203	Pram.g_00225	Syao.g_00296, Syao.g_01705
OG0001204	Pram.g_00231	Syao.g_02117
OG0001205	Pram.g_00380	Syao.g_01620
OG0001206	Pram.g_00401	Syao.g_02701, Syao.g_02702
OG0001207	Pram.g_00413	Syao.g_00035
OG0001208	Pram.g_00418	Syao.g_00026
OG0001209	Pram.g_00473	Syao.g_01415
OG0001210	Pram.g_00477	Syao.g_00882
OG0001211	Pram.g_00487	Syao.g_00861
OG0001212	Pram.g_00533	Syao.g_01001
OG0001213	Pram.g_00569	Syao.g_01322
OG0001215	Pram.g_00781	Syao.g_00700
OG0001216	Pram.g_00803	Syao.g_00492
OG0001218	Pram.g_01196	Syao.g_00092
OG0001219	Pram.g_00911	Syao.g_00651
OG0001220	Pram.g_00865	Syao.g_00393
OG0001221	Pram.g_00745	Syao.g_01657
OG0001222	Pram.g_00988	Syao.g_00687
OG0001223	Pram.g_00960	Syao.g_00820
OG0001224	Pram.g_00892	Syao.g_00427
OG0001226	Pram.g_00577	Syao.g_02633
OG0001227	Pram.g_01188	Syao.g_01047
OG0001228	Pram.g_01089	Syao.g_02256
OG0001229	Pram.g_01542	Syao.g_00220
OG0001230	Pram.g_01388	Syao.g_01503
OG0001231	Pram.g_00357	Syao.g_02254
OG0001232	Pram.g_01655	Syao.g_01664
OG0001233	Pram.g_01676	Syao.g_01643
OG0001234	Pram.g_01712	Syao.g_02035
OG0001235	Pram.g_01716	Syao.g_01863
OG0001236	Pram.g_01809	Syao.g_02261
OG0001237	Pram.g_01813	Syao.g_02265
OG0001238	Pram.g_01890	Syao.g_02451
OG0001239	Pram.g_00056	Syao.g_02620
OG0001240	Pram.g_00077	Syao.g_02669
OG0001242	Pram.g_00105	Syao.g_02576
OG0001243	Pram.g_00112	Syao.g_02584
OG0001244	Pram.g_00127	Syao.g_02477
OG0001245	Pram.g_01177	Syao.g_00362
OG0001247	Pram.g_00774	Syao.g_00390
OG0001249	Pram.g_00325	Syao.g_01882
OG0001250	Pram.g_00851	Syao.g_00556
OG0001251	Pram.g_00714	Syao.g_00641
OG0001252	Pram.g_00897	Syao.g_00507
OG0001253	Pram.g_00579	Syao.g_01220
OG0001254	Pram.g_01548	Syao.g_01426
OG0001255	Pram.g_01157	Syao.g_00920
OG0001256	Pram.g_01289	Syao.g_01572
OG0001258	Pram.g_01628	Syao.g_01561
OG0001259	Pram.g_01674	Syao.g_01645
OG0001261	Pram.g_01761	Syao.g_01814
OG0001262	Pram.g_01872	Syao.g_02213
OG0001263	Pram.g_00114	Syao.g_02541
OG0001265	Pram.g_00104	Syao.g_02574
OG0001266	Pram.g_00188	Syao.g_02465
OG0001267	Pram.g_00268	Syao.g_02063
OG0001268	Pram.g_00334	Syao.g_01871
OG0001270	Pram.g_00369	Syao.g_01733
OG0001271	Pram.g_00408	Syao.g_02685
OG0001272	Pram.g_00422	Syao.g_00120
OG0001274	Pram.g_00211	Syao.g_02401
OG0001275	Pram.g_00969	Syao.g_00806
OG0001276	Pram.g_00980	Syao.g_00450
OG0001278	Pram.g_01085	Syao.g_00265
OG0001279	Pram.g_01253	Syao.g_01528
OG0001281	Pram.g_01235	Syao.g_01454
OG0001282	Pram.g_01467	Syao.g_00037
OG0001283	Pram.g_01922	Syao.g_02335
OG0001284	Pram.g_01302	Syao.g_01587
OG0001285	Pram.g_01658	Syao.g_01010
OG0001286	Pram.g_01774	Syao.g_01835
OG0001288	Pram.g_01845	Syao.g_02187
OG0001289	Pram.g_00071	Syao.g_02649
OG0001291	Pram.g_00122	Syao.g_02551
OG0001292	Pram.g_00236	Syao.g_02111
OG0001293	Pram.g_00249	Syao.g_02091
OG0001296	Pram.g_00446	Syao.g_00163
OG0001297	Pram.g_00451	Syao.g_00159
OG0001298	Pram.g_00515	Syao.g_01043
OG0001299	Pram.g_01043	Syao.g_00942
OG0001302	Pram.g_00908	Syao.g_02711
OG0001304	Pram.g_00993	Syao.g_00466
OG0001305	Pram.g_00884	Syao.g_00382
OG0001306	Pram.g_01155	Syao.g_00141
OG0001308	Pram.g_01368	Syao.g_01500
OG0001310	Pram.g_01645	Syao.g_01681
OG0001311	Pram.g_00982	Syao.g_00452
OG0001312	Pram.g_00920	Syao.g_00635
OG0001314	Pram.g_00622, Pram.g_00647	Syao.g_01276
OG0001315	Pram.g_01553	Syao.g_01853
OG0001317	Pram.g_00221	Syao.g_01701
OG0001318	Pram.g_00245	Syao.g_02099
OG0001319	Pram.g_00261	Syao.g_02075
OG0001323	Pram.g_00457	Syao.g_01392
OG0001325	Pram.g_01025	Syao.g_00487
OG0001327	Pram.g_00723	Syao.g_00953
OG0001328	Pram.g_01214	Syao.g_00198
OG0001329	Pram.g_01598	Syao.g_00876
OG0001330	Pram.g_01276	Syao.g_01444
OG0001331	Pram.g_01462	Syao.g_00042
OG0001332	Pram.g_01331	Syao.g_01244
OG0001333	Pram.g_01670	Syao.g_01649
OG0001335	Pram.g_01798	Syao.g_01913
OG0001336	Pram.g_01923	Syao.g_02336
OG0001337	Pram.g_00320	Syao.g_01893
OG0001338	Pram.g_00323	Syao.g_01890
OG0001340	Pram.g_00321	Syao.g_01892
OG0001341	Pram.g_01533	Syao.g_00602
OG0001343	Pram.g_00711	Syao.g_01235
OG0001349	Pram.g_01401	Syao.g_01074
OG0001351	Pram.g_00394	Syao.g_00060
OG0001353	Pram.g_00841	Syao.g_00439
OG0001354	Pram.g_00953	Syao.g_00833
OG0001358	Pram.g_00558	Syao.g_01343
OG0001359	Pram.g_00712	Syao.g_01234
OG0001361	Pram.g_01121	Syao.g_00182
OG0001364	Pram.g_01800	Syao.g_01969
OG0001365	Pram.g_01883	Syao.g_02441
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syao.g_02118
OG0001369	Pram.g_00076	Syao.g_02668
OG0001371	Pram.g_00769	Syao.g_02638
OG0001372	Pram.g_01517	Syao.g_00368
OG0001375	Pram.g_00710	Syao.g_01236
OG0001379	Pram.g_01224	Syao.g_01441
OG0001380	Pram.g_01198	Syao.g_00360
OG0001382	Pram.g_01200	Syao.g_00766
OG0001394	Pram.g_00749	Syao.g_00983
OG0001398	Pram.g_01256	Syao.g_02641
OG0001401	Pram.g_00846	Syao.g_00434
OG0001402	Pram.g_00563	Syao.g_01338
OG0001403	Pram.g_00017	Syao.g_02235
OG0001405	Pram.g_00314	Syao.g_01911
OG0001407	Pram.g_01202	Syao.g_00519
OG0001411	Pram.g_01422, Pram.g_00046	Syao.g_01079, Syao.g_02007
OG0001415	Pram.g_00218	Syao.g_00999
OG0001418	Pram.g_00775	Syao.g_00212
OG0001423	Pram.g_00613	Syao.g_00722
OG0001425	Pram.g_01893	Syao.g_02366
OG0001429	Pram.g_00912	Syao.g_00648
OG0001435	Pram.g_00730	Syao.g_00961
OG0001437	Pram.g_00217	Syao.g_00998
OG0001441	Pram.g_00459	Syao.g_01394
OG0001443	Pram.g_01543	Syao.g_02369
OG0001453	Pram.g_01487	Syao.g_00814
OG0001460	Pram.g_01623	Syao.g_00299
OG0001461	Pram.g_01575	Syao.g_00788
OG0001467	Pram.g_01470	Syao.g_01225
OG0001468	Pram.g_00702	Syao.g_00604
OG0001476	Pram.g_01132	Syao.g_00324
OG0001477	Pram.g_01521	Syao.g_00408
OG0001486	Pram.g_01142	Syao.g_00125
OG0001487	Pram.g_01338	Syao.g_00091
OG0001488	Pram.g_01126	Syao.g_00190
OG0001489	Pram.g_01785	Syao.g_01823
OG0001495	Pram.g_01721	Syao.g_01803
OG0001496	Pram.g_01519	Syao.g_00410
OG0001497	Pram.g_01520	Syao.g_00409
OG0001498	Pram.g_00353	Syao.g_01717
OG0001505	Pram.g_01414	Syao.g_01138
OG0001510	Pram.g_01839	Syao.g_01944
OG0001511	Pram.g_00096	Syao.g_02593
OG0001512	Pram.g_01192	Syao.g_01707
OG0001514	Pram.g_01518	Syao.g_00411
OG0001515	Pram.g_00783	Syao.g_00626
OG0001517	Pram.g_00329	Syao.g_01876
OG0001518	Pram.g_01892	Syao.g_02365
OG0001519	Pram.g_01897	Syao.g_02371
OG0001522	Pram.g_00842	Syao.g_00568
OG0001526	Pram.g_00041	Syao.g_02559
OG0001527	Pram.g_00501	Syao.g_00846
OG0001529	Pram.g_00025	Syao.g_02222
OG0001530	Pram.g_00095	Syao.g_02591
OG0001532	Pram.g_01108	Syao.g_00226
OG0001534	Pram.g_00994	Syao.g_00467
OG0001535	Pram.g_00979	Syao.g_00448
OG0001536	Pram.g_00939	Syao.g_00679
OG0001537	Pram.g_00746	Syao.g_00977
OG0001538	Pram.g_00814	Syao.g_00761
OG0001539	Pram.g_00725	Syao.g_00956
OG0001540	Pram.g_00116	Syao.g_02543
OG0001541	Pram.g_00164	Syao.g_02518
OG0001542	Pram.g_00170	Syao.g_02527
OG0001543	Pram.g_01538	Syao.g_02382
OG0001544	Pram.g_01896	Syao.g_02370
OG0001545	Pram.g_01912	Syao.g_02312
OG0001557	Pram.g_00750	Syao.g_00984
OG0001559	Pram.g_00094	Syao.g_02590
OG0001560	Pram.g_00084	Syao.g_02595
OG0001561	Pram.g_00984	Syao.g_00454
OG0001563	Pram.g_01769	Syao.g_01841
OG0001566	Pram.g_00766	Syao.g_01198
OG0001574	Pram.g_00499	Syao.g_00848
OG0001575	Pram.g_00504	Syao.g_00843
OG0001576	Pram.g_01243	Syao.g_01474
OG0001579	Pram.g_00318	Syao.g_01907
OG0001580	Pram.g_00032	Syao.g_02425
OG0001584	Pram.g_01032	Syao.g_00746
OG0001587	Pram.g_01692	Syao.g_01693
OG0001589	Pram.g_01678	Syao.g_01639, Syao.g_01640
OG0001591	Pram.g_00762	Syao.g_00950
OG0001592	Pram.g_00031	Syao.g_02426
OG0001613	Pram.g_01792	Syao.g_01854
OG0001614	Pram.g_01827	Syao.g_02144
OG0001616	Pram.g_01116	Syao.g_00174
OG0001617	Pram.g_00787	Syao.g_01201
OG0001619	Pram.g_00929	Syao.g_00690
OG0001620	Pram.g_00338	Syao.g_01864
OG0001621	Pram.g_00241	Syao.g_02103
OG0001622	Pram.g_01921	Syao.g_02334
OG0001634	Pram.g_01040	Syao.g_00945
OG0001636	Pram.g_00020	Syao.g_02229
OG0001638	Pram.g_01643	Syao.g_01684
OG0001640	Pram.g_00900	Syao.g_00502
OG0001641	Pram.g_00962	Syao.g_00816
OG0001642	Pram.g_00863	Syao.g_00233
OG0001643	Pram.g_01071	Syao.g_00899
OG0001644	Pram.g_01015	Syao.g_00474
OG0001656	Pram.g_00317	Syao.g_01908
OG0001658	Pram.g_00027	Syao.g_02435
OG0001659	Pram.g_01264	Syao.g_00020
OG0001676	Pram.g_00319	Syao.g_01895
OG0001678	Pram.g_01699	Syao.g_01938
OG0001679	Pram.g_00324	Syao.g_02566, Syao.g_02565
OG0001691	Pram.g_00902	Syao.g_00729
OG0001693	Pram.g_00661	Syao.g_00389
OG0001701	Pram.g_00042	Syao.g_02561
OG0001717	Pram.g_00678	Syao.g_02505
OG0001731	Pram.g_01316	Syao.g_01603
OG0001762	Pram.g_00967	Syao.g_00809
OG0001764	Pram.g_01009	Syao.g_00565
OG0001771	Pram.g_01571	Syao.g_01406
OG0001782	Pram.g_01497	Syao.g_01965
OG0001955	Pram.g_01541	Syao.g_00609
OG0001956	Pram.g_00871	Syao.g_01376
OG0001974	Pram.g_00360	Syao.g_00320
OG0002003	Pram.g_00688	Syao.g_01337
OG0002019	Pram.g_01951	Syao.g_02146
OG0002122	Pram.g_00687	Syao.g_01336
OG0002246	Pram.g_01583	Syao.g_01724
OG0002347	Pram.g_01661	Syao.g_01659
OG0002348	Pram.g_01527	Syao.g_01224
OG0002389	Pram.g_01789	Syao.g_01819
OG0002397	Pram.g_00668	Syao.g_01162
OG0002486	Pram.g_01498	Syao.g_01966
OG0002559	Pram.g_00592	Syao.g_01196
OG0002582	Pram.g_01492	Syao.g_02270
OG0002664	Pram.g_00617	Syao.g_01307
OG0002729	Pram.g_01279	Syao.g_01467
OG0002778	Pram.g_01499	Syao.g_01967
OG0002821	Pram.g_00043	Syao.g_02562
OG0002822	Pram.g_00044	Syao.g_02560
OG0003027	Pram.g_01495	Syao.g_01992
OG0003808	Pram.g_01416	Syao.g_01128, Syao.g_01988
OG0004649	Pram.g_00632	Syao.g_01985
