Orthogroup	Prba	Prat
OG0001173	Prba.g_01074	Prat.g_01764
OG0001174	Prba.g_01076	Prat.g_01766
OG0001175	Prba.g_01078	Prat.g_01768
OG0001176	Prba.g_01079	Prat.g_01770
OG0001177	Prba.g_00753	Prat.g_01772
OG0001178	Prba.g_00754	Prat.g_01773
OG0001179	Prba.g_00755	Prat.g_01775
OG0001180	Prba.g_00756	Prat.g_01776
OG0001181	Prba.g_00757	Prat.g_01777
OG0001182	Prba.g_00758	Prat.g_01778
OG0001183	Prba.g_00759	Prat.g_01779
OG0001184	Prba.g_00760	Prat.g_01780
OG0001185	Prba.g_00761	Prat.g_01781
OG0001186	Prba.g_00762	Prat.g_01783
OG0001187	Prba.g_00763	Prat.g_01784
OG0001188	Prba.g_00764	Prat.g_01785
OG0001189	Prba.g_00766	Prat.g_01786
OG0001190	Prba.g_00767	Prat.g_01787
OG0001191	Prba.g_00769	Prat.g_01789
OG0001192	Prba.g_00771	Prat.g_01791
OG0001193	Prba.g_00772	Prat.g_01792
OG0001194	Prba.g_00773	Prat.g_01793
OG0001195	Prba.g_00774	Prat.g_01795
OG0001196	Prba.g_00776	Prat.g_01797
OG0001197	Prba.g_00779	Prat.g_01800
OG0001198	Prba.g_00780	Prat.g_01801
OG0001199	Prba.g_00781	Prat.g_01802
OG0001200	Prba.g_00782	Prat.g_01803
OG0001201	Prba.g_00783	Prat.g_01804
OG0001202	Prba.g_00784	Prat.g_01805
OG0001203	Prba.g_00786	Prat.g_01807
OG0001204	Prba.g_00789	Prat.g_01809
OG0001205	Prba.g_00790	Prat.g_01810
OG0001206	Prba.g_00792	Prat.g_01811
OG0001207	Prba.g_00793	Prat.g_01812
OG0001208	Prba.g_00794	Prat.g_01813
OG0001209	Prba.g_00795	Prat.g_01814
OG0001210	Prba.g_00796	Prat.g_01815
OG0001211	Prba.g_00797	Prat.g_01816
OG0001212	Prba.g_00798	Prat.g_01817
OG0001213	Prba.g_00799	Prat.g_01818
OG0001214	Prba.g_00800	Prat.g_01819
OG0001215	Prba.g_00801	Prat.g_01820
OG0001216	Prba.g_00802	Prat.g_01821
OG0001217	Prba.g_00803	Prat.g_01822
OG0001218	Prba.g_00804	Prat.g_01823
OG0001219	Prba.g_00805	Prat.g_01824
OG0001220	Prba.g_00806	Prat.g_01825
OG0001221	Prba.g_00807	Prat.g_01826
OG0001222	Prba.g_00809	Prat.g_01828
OG0001223	Prba.g_00811	Prat.g_01830
OG0001224	Prba.g_00812	Prat.g_01832
OG0001225	Prba.g_00814	Prat.g_01834
OG0001226	Prba.g_00815	Prat.g_01835
OG0001227	Prba.g_00816	Prat.g_01836
OG0001228	Prba.g_00817	Prat.g_01837
OG0001229	Prba.g_00818	Prat.g_01838
OG0001230	Prba.g_00819	Prat.g_01839
OG0001231	Prba.g_00820	Prat.g_01840
OG0001232	Prba.g_00822	Prat.g_01842
OG0001233	Prba.g_00823	Prat.g_01843
OG0001234	Prba.g_00824	Prat.g_01844
OG0001235	Prba.g_00825	Prat.g_01845
OG0001236	Prba.g_00826	Prat.g_01846
OG0001237	Prba.g_00829	Prat.g_01849
OG0001238	Prba.g_00830	Prat.g_01850
OG0001239	Prba.g_00833	Prat.g_01856
OG0001240	Prba.g_00834	Prat.g_01857
OG0001241	Prba.g_00835	Prat.g_01858
OG0001242	Prba.g_00836	Prat.g_01860
OG0001243	Prba.g_00837	Prat.g_01861
OG0001244	Prba.g_00838	Prat.g_01862
OG0001245	Prba.g_00839	Prat.g_01863
OG0001246	Prba.g_00840	Prat.g_01864
OG0001247	Prba.g_00841	Prat.g_01865
OG0001248	Prba.g_00842	Prat.g_01866
OG0001249	Prba.g_00843	Prat.g_01867
OG0001250	Prba.g_00844	Prat.g_01869
OG0001251	Prba.g_00845	Prat.g_01870
OG0001252	Prba.g_00846	Prat.g_01871
OG0001253	Prba.g_00847	Prat.g_01872
OG0001254	Prba.g_01777	Prat.g_01874
OG0001255	Prba.g_01778	Prat.g_01875
OG0001256	Prba.g_01780	Prat.g_01879
OG0001257	Prba.g_01781	Prat.g_01880
OG0001258	Prba.g_01782	Prat.g_01881
OG0001259	Prba.g_01784	Prat.g_01884
OG0001260	Prba.g_01785	Prat.g_01885
OG0001261	Prba.g_01786	Prat.g_01886
OG0001262	Prba.g_01787	Prat.g_01887
OG0001263	Prba.g_01788	Prat.g_01888
OG0001264	Prba.g_01789	Prat.g_01889
OG0001265	Prba.g_01790	Prat.g_01890
OG0001266	Prba.g_01791	Prat.g_01891
OG0001267	Prba.g_01792	Prat.g_01892
OG0001268	Prba.g_01793	Prat.g_01893
OG0001269	Prba.g_01880	Prat.g_01269
OG0001270	Prba.g_01926	Prat.g_00137
OG0001271	Prba.g_01938	Prat.g_00149
OG0001272	Prba.g_00498	Prat.g_00288
OG0001273	Prba.g_00549	Prat.g_00347
OG0001274	Prba.g_00979	Prat.g_00442
OG0001275	Prba.g_00963	Prat.g_00459
OG0001276	Prba.g_01727	Prat.g_00552
OG0001277	Prba.g_01555	Prat.g_00831
OG0001278	Prba.g_01448	Prat.g_00987
OG0001279	Prba.g_01396	Prat.g_00715
OG0001280	Prba.g_01288	Prat.g_00937
OG0001281	Prba.g_01240	Prat.g_00078
OG0001283	Prba.g_01218	Prat.g_01207
OG0001284	Prba.g_00747	Prat.g_00642
OG0001285	Prba.g_00080	Prat.g_01172
OG0001286	Prba.g_00067	Prat.g_01158
OG0001288	Prba.g_00348	Prat.g_01398
OG0001289	Prba.g_00337	Prat.g_01413
OG0001291	Prba.g_00294	Prat.g_00481
OG0001292	Prba.g_00289	Prat.g_01500
OG0001293	Prba.g_00272	Prat.g_00660
OG0001295	Prba.g_00251	Prat.g_01542, Prat.g_01578
OG0001296	Prba.g_00234	Prat.g_01583
OG0001297	Prba.g_00230	Prat.g_01587
OG0001298	Prba.g_00227	Prat.g_01590
OG0001299	Prba.g_00360	Prat.g_01660
OG0001300	Prba.g_00385	Prat.g_01597
OG0001301	Prba.g_01077	Prat.g_01767
OG0001302	Prba.g_00778	Prat.g_01799
OG0001303	Prba.g_00810	Prat.g_01829
OG0001304	Prba.g_01783	Prat.g_01883
OG0001306	Prba.g_01024	Prat.g_00397
OG0001307	Prba.g_01823	Prat.g_00032
OG0001308	Prba.g_01859	Prat.g_00068
OG0001310	Prba.g_01864	Prat.g_00073
OG0001311	Prba.g_01881	Prat.g_00090
OG0001313	Prba.g_01913	Prat.g_00125
OG0001314	Prba.g_00655	Prat.g_00201
OG0001316	Prba.g_00471	Prat.g_00258
OG0001317	Prba.g_00867	Prat.g_00375
OG0001318	Prba.g_01680	Prat.g_01088
OG0001319	Prba.g_01547	Prat.g_01217
OG0001321	Prba.g_01268	Prat.g_00961
OG0001322	Prba.g_01232	Prat.g_00817
OG0001323	Prba.g_00735	Prat.g_01831
OG0001324	Prba.g_00731	Prat.g_01234, Prat.g_01492
OG0001327	Prba.g_00212	Prat.g_01284
OG0001329	Prba.g_00597	Prat.g_01614
OG0001330	Prba.g_00563	Prat.g_01651
OG0001331	Prba.g_01073	Prat.g_01763
OG0001332	Prba.g_01929	Prat.g_00140
OG0001333	Prba.g_00457	Prat.g_00243
OG0001334	Prba.g_00994	Prat.g_01215
OG0001335	Prba.g_01248	Prat.g_00704
OG0001336	Prba.g_01229	Prat.g_00685
OG0001338	Prba.g_01166	Prat.g_01468
OG0001339	Prba.g_01197	Prat.g_01254
OG0001340	Prba.g_00176	Prat.g_01877
OG0001341	Prba.g_00298	Prat.g_01446
OG0001343	Prba.g_00229	Prat.g_01588
OG0001345	Prba.g_00433	Prat.g_01730
OG0001346	Prba.g_00770	Prat.g_01790
OG0001347	Prba.g_00808	Prat.g_01827
OG0001348	Prba.g_01916	Prat.g_00127
OG0001349	Prba.g_01906	Prat.g_00117
OG0001350	Prba.g_01932	Prat.g_00385, Prat.g_00379
OG0001351	Prba.g_00659	Prat.g_00205
OG0001352	Prba.g_00467	Prat.g_00254
OG0001353	Prba.g_00479	Prat.g_00268
OG0001354	Prba.g_00497	Prat.g_00287
OG0001355	Prba.g_00555	Prat.g_00353
OG0001356	Prba.g_00872	Prat.g_01546
OG0001357	Prba.g_01027	Prat.g_00394
OG0001358	Prba.g_00989	Prat.g_00431
OG0001359	Prba.g_00975	Prat.g_00446
OG0001360	Prba.g_00952	Prat.g_00472
OG0001361	Prba.g_00947	Prat.g_00477
OG0001362	Prba.g_01739	Prat.g_00541
OG0001363	Prba.g_01614	Prat.g_00228
OG0001364	Prba.g_01515	Prat.g_00855
OG0001365	Prba.g_01458	Prat.g_00997
OG0001366	Prba.g_01413	Prat.g_00692
OG0001367	Prba.g_01309	Prat.g_00922
OG0001368	Prba.g_01289	Prat.g_00936
OG0001369	Prba.g_00093	Prat.g_01555
OG0001370	Prba.g_00092	Prat.g_01554
OG0001371	Prba.g_00013	Prat.g_01102
OG0001372	Prba.g_01136	Prat.g_00828
OG0001373	Prba.g_00318	Prat.g_01433
OG0001374	Prba.g_00355	Prat.g_01460
OG0001375	Prba.g_00583	Prat.g_01629
OG0001377	Prba.g_00777	Prat.g_01798
OG0001378	Prba.g_01287	Prat.g_00938
OG0001379	Prba.g_01855	Prat.g_00063
OG0001380	Prba.g_01856	Prat.g_00065
OG0001381	Prba.g_01875	Prat.g_00085
OG0001382	Prba.g_01923	Prat.g_00135
OG0001383	Prba.g_00453	Prat.g_00239
OG0001384	Prba.g_00475	Prat.g_00263
OG0001385	Prba.g_00490	Prat.g_00280
OG0001386	Prba.g_00855	Prat.g_01396
OG0001389	Prba.g_01007	Prat.g_00416
OG0001390	Prba.g_01001	Prat.g_00423
OG0001391	Prba.g_00957	Prat.g_01485, Prat.g_00467
OG0001392	Prba.g_00950	Prat.g_00474
OG0001394	Prba.g_01651	Prat.g_01057
OG0001395	Prba.g_01643	Prat.g_00748
OG0001396	Prba.g_01641	Prat.g_00750
OG0001397	Prba.g_01635	Prat.g_00755
OG0001398	Prba.g_01589	Prat.g_00793
OG0001399	Prba.g_01513	Prat.g_00858
OG0001400	Prba.g_01414	Prat.g_00691
OG0001401	Prba.g_01412	Prat.g_00693
OG0001402	Prba.g_01390	Prat.g_00721
OG0001403	Prba.g_01387	Prat.g_00724
OG0001404	Prba.g_01305	Prat.g_01550
OG0001405	Prba.g_01279	Prat.g_00949
OG0001406	Prba.g_01260	Prat.g_00969
OG0001407	Prba.g_01250	Prat.g_00679
OG0001408	Prba.g_01242	Prat.g_01521
OG0001409	Prba.g_01235	Prat.g_00655
OG0001410	Prba.g_00078	Prat.g_01170
OG0001411	Prba.g_01169	Prat.g_01224
OG0001412	Prba.g_01193	Prat.g_01250
OG0001413	Prba.g_00205	Prat.g_00825
OG0001414	Prba.g_00195	Prat.g_01292
OG0001415	Prba.g_00349	Prat.g_01397
OG0001416	Prba.g_00346	Prat.g_01402
OG0001417	Prba.g_00297	Prat.g_01447
OG0001418	Prba.g_00283	Prat.g_00646
OG0001421	Prba.g_01356	Prat.g_00872
OG0001422	Prba.g_00002	Prat.g_00619
OG0001425	Prba.g_00542	Prat.g_00333
OG0001427	Prba.g_00940	Prat.g_00484
OG0001429	Prba.g_01544	Prat.g_01524
OG0001430	Prba.g_01509	Prat.g_00864
OG0001431	Prba.g_01410	Prat.g_00695
OG0001432	Prba.g_01406	Prat.g_00700
OG0001433	Prba.g_01245	Prat.g_01226
OG0001434	Prba.g_00091	Prat.g_00624
OG0001435	Prba.g_01082	Prat.g_01449
OG0001438	Prba.g_01779	Prat.g_01878
OG0001441	Prba.g_01327	Prat.g_00906
OG0001444	Prba.g_01241	Prat.g_01522
OG0001445	Prba.g_00285	Prat.g_00649
OG0001449	Prba.g_00744	Prat.g_01523
OG0001451	Prba.g_00081	Prat.g_01173
OG0001453	Prba.g_01124	Prat.g_00381
OG0001454	Prba.g_01126	Prat.g_00380
OG0001455	Prba.g_01127	Prat.g_01195
OG0001456	Prba.g_00265	Prat.g_00810
OG0001458	Prba.g_00828	Prat.g_01848
OG0001460	Prba.g_00860	Prat.g_00658
OG0001461	Prba.g_00870	Prat.g_00620
OG0001463	Prba.g_01046, Prba.g_00921	Prat.g_01505
OG0001464	Prba.g_01756	Prat.g_00521
OG0001466	Prba.g_01615	Prat.g_00779
OG0001467	Prba.g_01520	Prat.g_01290
OG0001468	Prba.g_01467	Prat.g_01005
OG0001469	Prba.g_01436	Prat.g_00833
OG0001470	Prba.g_01297	Prat.g_01194
OG0001471	Prba.g_01251	Prat.g_00420
OG0001472	Prba.g_01246	Prat.g_00654
OG0001473	Prba.g_01243	Prat.g_00661
OG0001474	Prba.g_01161	Prat.g_01216
OG0001476	Prba.g_00716	Prat.g_01349
OG0001478	Prba.g_01066	Prat.g_01755
OG0001480	Prba.g_01609, Prba.g_01083	Prat.g_01458
OG0001482	Prba.g_00536	Prat.g_00327
OG0001485	Prba.g_01437	Prat.g_00972
OG0001486	Prba.g_01428	Prat.g_00857
OG0001494	Prba.g_00047	Prat.g_01138
OG0001495	Prba.g_00241	Prat.g_01237
OG0001496	Prba.g_01186	Prat.g_01243
OG0001500	Prba.g_01376	Prat.g_00737
OG0001501	Prba.g_01540	Prat.g_00588
OG0001503	Prba.g_00628	Prat.g_00173
OG0001507	Prba.g_01523	Prat.g_00643
OG0001525	Prba.g_01228	Prat.g_01198
OG0001526	Prba.g_00082	Prat.g_01174
OG0001529	Prba.g_01058	Prat.g_01747
OG0001539	Prba.g_01849	Prat.g_00667
OG0001540	Prba.g_01002	Prat.g_00421
OG0001550	Prba.g_01440	Prat.g_00975
OG0001551	Prba.g_00748	Prat.g_00631
OG0001608	Prba.g_01553	Prat.g_00652
OG0001610	Prba.g_01408	Prat.g_00697
OG0001623	Prba.g_01616	Prat.g_00778
OG0001636	Prba.g_01642	Prat.g_00749
OG0001644	Prba.g_00005	Prat.g_00596
OG0001711	Prba.g_01257	Prat.g_00683
OG0001734	Prba.g_00147	Prat.g_01276
OG0001858	Prba.g_01034	Prat.g_00387
OG0001876	Prba.g_01091	Prat.g_01205
OG0001956	Prba.g_01057	Prat.g_01275
OG0002028	Prba.g_01604	Prat.g_01534
OG0002317	Prba.g_00575	Prat.g_01637
