Orthogroup	Prav	Prbj
OG0001132	Prav.g_00640	Prbj.g_00405
OG0001133	Prav.g_00641	Prbj.g_00404
OG0001134	Prav.g_00642	Prbj.g_00403
OG0001135	Prav.g_00643	Prbj.g_00402
OG0001136	Prav.g_00644	Prbj.g_00401
OG0001137	Prav.g_00645	Prbj.g_00400
OG0001138	Prav.g_00646	Prbj.g_00399
OG0001139	Prav.g_00647	Prbj.g_00397
OG0001140	Prav.g_00648	Prbj.g_00395
OG0001141	Prav.g_00649	Prbj.g_00394
OG0001142	Prav.g_00653	Prbj.g_00368
OG0001143	Prav.g_00654	Prbj.g_00367
OG0001144	Prav.g_00655	Prbj.g_00365
OG0001145	Prav.g_00656	Prbj.g_00364
OG0001146	Prav.g_00657	Prbj.g_00363
OG0001147	Prav.g_00658	Prbj.g_00362
OG0001148	Prav.g_00659	Prbj.g_00361
OG0001149	Prav.g_00661	Prbj.g_01494
OG0001150	Prav.g_00662	Prbj.g_01498
OG0001151	Prav.g_00664	Prbj.g_01501
OG0001152	Prav.g_00665	Prbj.g_01502
OG0001153	Prav.g_00666	Prbj.g_01504
OG0001154	Prav.g_00668	Prbj.g_01506
OG0001155	Prav.g_00670	Prbj.g_01509
OG0001156	Prav.g_00672	Prbj.g_01513
OG0001157	Prav.g_00673	Prbj.g_01515
OG0001158	Prav.g_00675	Prbj.g_01517
OG0001159	Prav.g_00676	Prbj.g_01518
OG0001160	Prav.g_00677	Prbj.g_01519
OG0001161	Prav.g_00678	Prbj.g_01576
OG0001162	Prav.g_00679	Prbj.g_01577
OG0001163	Prav.g_00680	Prbj.g_01578
OG0001164	Prav.g_00681	Prbj.g_01579
OG0001165	Prav.g_00682	Prbj.g_01580
OG0001166	Prav.g_00683	Prbj.g_01581
OG0001167	Prav.g_00684	Prbj.g_01592
OG0001168	Prav.g_00685	Prbj.g_01593
OG0001169	Prav.g_00686	Prbj.g_01594
OG0001170	Prav.g_00687	Prbj.g_01596
OG0001171	Prav.g_00688	Prbj.g_01597
OG0001172	Prav.g_00690	Prbj.g_01599
OG0001173	Prav.g_00692	Prbj.g_01821
OG0001174	Prav.g_00693	Prbj.g_01820
OG0001175	Prav.g_00694	Prbj.g_01819
OG0001176	Prav.g_00695	Prbj.g_01809
OG0001177	Prav.g_00697	Prbj.g_01290
OG0001178	Prav.g_00700	Prbj.g_01286
OG0001179	Prav.g_00701	Prbj.g_01285
OG0001180	Prav.g_00702	Prbj.g_01284
OG0001181	Prav.g_00703	Prbj.g_01283
OG0001182	Prav.g_00704	Prbj.g_01282
OG0001183	Prav.g_00705	Prbj.g_01281
OG0001184	Prav.g_00707	Prbj.g_01253
OG0001185	Prav.g_00710	Prbj.g_01250
OG0001186	Prav.g_00711	Prbj.g_01249
OG0001187	Prav.g_00712	Prbj.g_01248
OG0001188	Prav.g_00713	Prbj.g_01245
OG0001189	Prav.g_00714	Prbj.g_01244
OG0001190	Prav.g_00715	Prbj.g_01243
OG0001191	Prav.g_00716	Prbj.g_01241
OG0001192	Prav.g_00717	Prbj.g_01239
OG0001193	Prav.g_00718	Prbj.g_01238
OG0001194	Prav.g_00719	Prbj.g_01236
OG0001195	Prav.g_00720	Prbj.g_01235
OG0001196	Prav.g_00721	Prbj.g_01234
OG0001197	Prav.g_00722	Prbj.g_01233
OG0001198	Prav.g_00723	Prbj.g_01232
OG0001199	Prav.g_00724	Prbj.g_01231
OG0001200	Prav.g_00725	Prbj.g_01229
OG0001201	Prav.g_00726	Prbj.g_01228
OG0001202	Prav.g_00727	Prbj.g_01227
OG0001203	Prav.g_00729	Prbj.g_01225
OG0001204	Prav.g_00731	Prbj.g_01221
OG0001205	Prav.g_00732	Prbj.g_01219
OG0001206	Prav.g_00733	Prbj.g_01218
OG0001207	Prav.g_00734	Prbj.g_01955
OG0001208	Prav.g_00735	Prbj.g_01956
OG0001209	Prav.g_00736	Prbj.g_01957
OG0001210	Prav.g_00737	Prbj.g_01958
OG0001211	Prav.g_00738	Prbj.g_01960
OG0001212	Prav.g_00739	Prbj.g_01961
OG0001213	Prav.g_00740	Prbj.g_01962
OG0001214	Prav.g_00742	Prbj.g_01964
OG0001215	Prav.g_00743	Prbj.g_01966
OG0001216	Prav.g_00744	Prbj.g_01968
OG0001217	Prav.g_00745	Prbj.g_01969
OG0001218	Prav.g_00746	Prbj.g_01970
OG0001219	Prav.g_00749	Prbj.g_01975
OG0001220	Prav.g_00750	Prbj.g_01980
OG0001221	Prav.g_00753	Prbj.g_02002
OG0001222	Prav.g_00754	Prbj.g_02005
OG0001223	Prav.g_00755	Prbj.g_02006
OG0001224	Prav.g_00756	Prbj.g_02008
OG0001225	Prav.g_00757	Prbj.g_02009
OG0001226	Prav.g_00758	Prbj.g_02012
OG0001227	Prav.g_00759	Prbj.g_02013
OG0001228	Prav.g_00760	Prbj.g_02019
OG0001229	Prav.g_00761	Prbj.g_02020
OG0001230	Prav.g_00762	Prbj.g_02021
OG0001231	Prav.g_00763	Prbj.g_02034
OG0001232	Prav.g_00764	Prbj.g_02043
OG0001233	Prav.g_00765	Prbj.g_02044
OG0001234	Prav.g_00766	Prbj.g_02045
OG0001235	Prav.g_00767	Prbj.g_02046
OG0001236	Prav.g_00769	Prbj.g_02048
OG0001237	Prav.g_00770	Prbj.g_02049
OG0001238	Prav.g_00772	Prbj.g_02053
OG0001239	Prav.g_00773	Prbj.g_02055
OG0001240	Prav.g_00774	Prbj.g_02056
OG0001241	Prav.g_00776	Prbj.g_02060
OG0001242	Prav.g_00778	Prbj.g_02062
OG0001243	Prav.g_00779	Prbj.g_02063
OG0001244	Prav.g_00780	Prbj.g_02065
OG0001245	Prav.g_00781	Prbj.g_02067
OG0001246	Prav.g_00782	Prbj.g_02069
OG0001247	Prav.g_00783	Prbj.g_02070
OG0001248	Prav.g_00784	Prbj.g_02071
OG0001249	Prav.g_00785	Prbj.g_02072
OG0001250	Prav.g_00786	Prbj.g_02073
OG0001252	Prav.g_00203	Prbj.g_01545
OG0001254	Prav.g_01927	Prbj.g_01406
OG0001255	Prav.g_01979	Prbj.g_00342
OG0001257	Prav.g_01080	Prbj.g_01628
OG0001258	Prav.g_01096	Prbj.g_01609
OG0001259	Prav.g_01186	Prbj.g_01782
OG0001261	Prav.g_00431	Prbj.g_02475
OG0001262	Prav.g_00447	Prbj.g_02498
OG0001264	Prav.g_00498	Prbj.g_02339
OG0001265	Prav.g_00909	Prbj.g_02209
OG0001266	Prav.g_00236	Prbj.g_00678
OG0001267	Prav.g_00049	Prbj.g_00769
OG0001268	Prav.g_00062	Prbj.g_00969
OG0001269	Prav.g_01456	Prbj.g_00670
OG0001270	Prav.g_01618	Prbj.g_02627
OG0001271	Prav.g_01629	Prbj.g_01691
OG0001272	Prav.g_01669	Prbj.g_00907
OG0001273	Prav.g_01670	Prbj.g_02106
OG0001274	Prav.g_01675	Prbj.g_00780
OG0001275	Prav.g_01691	Prbj.g_00158
OG0001276	Prav.g_01704, Prav.g_00969	Prbj.g_02368
OG0001278	Prav.g_01753	Prbj.g_00870
OG0001279	Prav.g_01757	Prbj.g_00865
OG0001280	Prav.g_01760	Prbj.g_00862
OG0001281	Prav.g_00271	Prbj.g_02653
OG0001282	Prav.g_00296	Prbj.g_00851
OG0001283	Prav.g_00671	Prbj.g_01512
OG0001284	Prav.g_00699	Prbj.g_01287
OG0001285	Prav.g_00730	Prbj.g_01223
OG0001286	Prav.g_00775	Prbj.g_02058
OG0001287	Prav.g_01386	Prbj.g_00214, Prbj.g_02701
OG0001288	Prav.g_01036	Prbj.g_00101
OG0001290	Prav.g_00098	Prbj.g_01203
OG0001291	Prav.g_00136	Prbj.g_00567
OG0001292	Prav.g_00139	Prbj.g_00570
OG0001293	Prav.g_00141	Prbj.g_00572
OG0001294	Prav.g_00158	Prbj.g_00604
OG0001295	Prav.g_00184	Prbj.g_01560
OG0001296	Prav.g_00190	Prbj.g_01529
OG0001297	Prav.g_00839	Prbj.g_01164
OG0001298	Prav.g_01890	Prbj.g_01340
OG0001299	Prav.g_01899	Prbj.g_01353
OG0001300	Prav.g_00992	Prbj.g_01896
OG0001301	Prav.g_01235	Prbj.g_02575
OG0001303	Prav.g_00355	Prbj.g_00663
OG0001304	Prav.g_00924	Prbj.g_01847
OG0001305	Prav.g_00929	Prbj.g_01842
OG0001306	Prav.g_00244	Prbj.g_02042
OG0001307	Prav.g_00254	Prbj.g_02357
OG0001308	Prav.g_00014	Prbj.g_00046
OG0001309	Prav.g_00016	Prbj.g_01220
OG0001310	Prav.g_00024	Prbj.g_00688
OG0001311	Prav.g_01853	Prbj.g_00007
OG0001312	Prav.g_01457	Prbj.g_00671
OG0001313	Prav.g_01673	Prbj.g_01184
OG0001314	Prav.g_01784	Prbj.g_00477
OG0001315	Prav.g_01819	Prbj.g_00426
OG0001316	Prav.g_00667	Prbj.g_01505
OG0001319	Prav.g_00800	Prbj.g_02610
OG0001320	Prav.g_01065	Prbj.g_02145
OG0001324	Prav.g_00262	Prbj.g_02632
OG0001326	Prav.g_01406	Prbj.g_00731
OG0001327	Prav.g_01408	Prbj.g_01718
OG0001328	Prav.g_01443	Prbj.g_01734
OG0001329	Prav.g_01493	Prbj.g_02051
OG0001331	Prav.g_01758	Prbj.g_00864
OG0001332	Prav.g_01808	Prbj.g_00450
OG0001333	Prav.g_00636	Prbj.g_00409
OG0001335	Prav.g_00728	Prbj.g_01226
OG0001336	Prav.g_00193	Prbj.g_01531
OG0001337	Prav.g_00183	Prbj.g_01558
OG0001339	Prav.g_00835	Prbj.g_01168
OG0001340	Prav.g_01895	Prbj.g_01346
OG0001341	Prav.g_01908	Prbj.g_01369
OG0001342	Prav.g_01926	Prbj.g_01405
OG0001343	Prav.g_01985	Prbj.g_00335
OG0001344	Prav.g_00995	Prbj.g_00826
OG0001345	Prav.g_01033	Prbj.g_00098
OG0001346	Prav.g_01070	Prbj.g_00131
OG0001347	Prav.g_01084	Prbj.g_01624
OG0001348	Prav.g_01102	Prbj.g_02091
OG0001350	Prav.g_01112	Prbj.g_02100
OG0001351	Prav.g_01174	Prbj.g_01797
OG0001353	Prav.g_01308, Prav.g_01311	Prbj.g_00269
OG0001355	Prav.g_00437	Prbj.g_02482
OG0001357	Prav.g_00584	Prbj.g_02227
OG0001358	Prav.g_00908	Prbj.g_02210
OG0001361	Prav.g_01831	Prbj.g_02165
OG0001362	Prav.g_01392	Prbj.g_01299
OG0001366	Prav.g_01798	Prbj.g_00460
OG0001367	Prav.g_00285	Prbj.g_00377, Prbj.g_00390
OG0001368	Prav.g_00698	Prbj.g_01288
OG0001369	Prav.g_00910	Prbj.g_02208
OG0001375	Prav.g_00200	Prbj.g_01541
OG0001378	Prav.g_01919	Prbj.g_01395
OG0001380	Prav.g_01383, Prav.g_01879	Prbj.g_00951
OG0001384	Prav.g_01117	Prbj.g_02109
OG0001396	Prav.g_00946	Prbj.g_02309
OG0001410	Prav.g_01693	Prbj.g_00249
OG0001415	Prav.g_01972	Prbj.g_00360
OG0001416	Prav.g_01119	Prbj.g_02111
OG0001425	Prav.g_01686	Prbj.g_02174
OG0001426	Prav.g_00771	Prbj.g_02052
OG0001429	Prav.g_00566	Prbj.g_02252
OG0001430	Prav.g_00901	Prbj.g_00038
OG0001436	Prav.g_00957	Prbj.g_01986
OG0001437	Prav.g_01872, Prav.g_01453, Prav.g_01873, Prav.g_01373, Prav.g_01362, Prav.g_00970, Prav.g_01871, Prav.g_00971	Prbj.g_00142, Prbj.g_00143
OG0001438	Prav.g_01218	Prbj.g_02549
OG0001439	Prav.g_00429	Prbj.g_02473
OG0001442	Prav.g_00026	Prbj.g_00043
OG0001448	Prav.g_01700	Prbj.g_00690
OG0001452	Prav.g_00748	Prbj.g_01972
OG0001453	Prav.g_01710	Prbj.g_00736
OG0001467	Prav.g_01575	Prbj.g_01053
OG0001470	Prav.g_01966	Prbj.g_01457
OG0001471	Prav.g_01021	Prbj.g_02457
OG0001472	Prav.g_00458	Prbj.g_00920
OG0001474	Prav.g_00468	Prbj.g_02022
OG0001475	Prav.g_00219	Prbj.g_01979
OG0001476	Prav.g_00220	Prbj.g_01978
OG0001477	Prav.g_00221	Prbj.g_01977
OG0001478	Prav.g_00228	Prbj.g_00764
OG0001479	Prav.g_00257	Prbj.g_00018
OG0001480	Prav.g_00003	Prbj.g_00091
OG0001481	Prav.g_01865	Prbj.g_00309
OG0001483	Prav.g_01432	Prbj.g_01720
OG0001486	Prav.g_00518	Prbj.g_02385
OG0001487	Prav.g_01328	Prbj.g_02554
OG0001493	Prav.g_00469	Prbj.g_02023
OG0001494	Prav.g_00470	Prbj.g_02024
OG0001495	Prav.g_00471	Prbj.g_02025
OG0001496	Prav.g_00472	Prbj.g_02026
OG0001497	Prav.g_00473	Prbj.g_02027
OG0001498	Prav.g_00474	Prbj.g_02028
OG0001499	Prav.g_00475	Prbj.g_02029
OG0001500	Prav.g_00476	Prbj.g_02030
OG0001501	Prav.g_00477	Prbj.g_02031
OG0001502	Prav.g_00478	Prbj.g_02032
OG0001503	Prav.g_00479	Prbj.g_02033
OG0001508	Prav.g_01678	Prbj.g_02626
OG0001513	Prav.g_00170	Prbj.g_00618, Prbj.g_01300
OG0001525	Prav.g_01057	Prbj.g_01731
OG0001532	Prav.g_00102	Prbj.g_01210
OG0001542	Prav.g_01683	Prbj.g_01316
OG0001545	Prav.g_00495	Prbj.g_02336
OG0001546	Prav.g_01365	Prbj.g_02477
OG0001588	Prav.g_01744	Prbj.g_00872
OG0001590	Prav.g_01939	Prbj.g_01420
OG0001592	Prav.g_01010	Prbj.g_01327
OG0001596	Prav.g_00351	Prbj.g_01682
OG0001605	Prav.g_00290	Prbj.g_01031
OG0001606	Prav.g_01986	Prbj.g_00334
OG0001608	Prav.g_01742	Prbj.g_00374
OG0001620	Prav.g_01553	Prbj.g_01124
OG0001621	Prav.g_00361	Prbj.g_00379
OG0001623	Prav.g_01983	Prbj.g_00337
OG0001632	Prav.g_01724	Prbj.g_00859
OG0001683	Prav.g_00299	Prbj.g_00979
OG0001695	Prav.g_01511	Prbj.g_01257
OG0001709	Prav.g_00964	Prbj.g_01633, Prbj.g_01132
OG0001713	Prav.g_01508	Prbj.g_01254
OG0001730	Prav.g_01509	Prbj.g_01255
OG0001792	Prav.g_00298	Prbj.g_01279, Prbj.g_01247
OG0001830	Prav.g_01547	Prbj.g_01251
OG0001851	Prav.g_01353	Prbj.g_01187
OG0001872	Prav.g_01697	Prbj.g_01154
OG0001916	Prav.g_01351	Prbj.g_01185
OG0001917	Prav.g_01352	Prbj.g_01186
OG0001918	Prav.g_01358	Prbj.g_00254
OG0001997	Prav.g_00966	Prbj.g_01812
OG0001998	Prav.g_00967	Prbj.g_01813
OG0001999	Prav.g_00968	Prbj.g_01814
OG0002078	Prav.g_01391	Prbj.g_01140
OG0002115	Prav.g_01888, Prav.g_01870	Prbj.g_00791, Prbj.g_00420
OG0002143	Prav.g_01554	Prbj.g_01475
OG0002206	Prav.g_01364	Prbj.g_01425
OG0002304	Prav.g_01525	Prbj.g_01478
OG0002394	Prav.g_01497	Prbj.g_01804
OG0003041	Prav.g_00301	Prbj.g_00975, Prbj.g_01824
