Orthogroup	Prav	Prat
OG0001164	Prav.g_00681	Prat.g_01779
OG0001165	Prav.g_00682	Prat.g_01780
OG0001166	Prav.g_00683	Prat.g_01781
OG0001167	Prav.g_00684	Prat.g_01783
OG0001168	Prav.g_00685	Prat.g_01784
OG0001169	Prav.g_00686	Prat.g_01785
OG0001170	Prav.g_00687	Prat.g_01786
OG0001171	Prav.g_00688	Prat.g_01787
OG0001172	Prav.g_00690	Prat.g_01789
OG0001173	Prav.g_00692	Prat.g_01791
OG0001174	Prav.g_00693	Prat.g_01792
OG0001175	Prav.g_00694	Prat.g_01793
OG0001176	Prav.g_00695	Prat.g_01795
OG0001177	Prav.g_00697	Prat.g_01797
OG0001178	Prav.g_00700	Prat.g_01800
OG0001179	Prav.g_00701	Prat.g_01801
OG0001180	Prav.g_00702	Prat.g_01802
OG0001181	Prav.g_00703	Prat.g_01803
OG0001182	Prav.g_00704	Prat.g_01804
OG0001183	Prav.g_00705	Prat.g_01805
OG0001184	Prav.g_00707	Prat.g_01807
OG0001185	Prav.g_00710	Prat.g_01809
OG0001186	Prav.g_00711	Prat.g_01810
OG0001187	Prav.g_00712	Prat.g_01811
OG0001188	Prav.g_00713	Prat.g_01812
OG0001189	Prav.g_00714	Prat.g_01813
OG0001190	Prav.g_00715	Prat.g_01814
OG0001191	Prav.g_00716	Prat.g_01815
OG0001192	Prav.g_00717	Prat.g_01816
OG0001193	Prav.g_00718	Prat.g_01817
OG0001194	Prav.g_00719	Prat.g_01818
OG0001195	Prav.g_00720	Prat.g_01819
OG0001196	Prav.g_00721	Prat.g_01820
OG0001197	Prav.g_00722	Prat.g_01821
OG0001198	Prav.g_00723	Prat.g_01822
OG0001199	Prav.g_00724	Prat.g_01823
OG0001200	Prav.g_00725	Prat.g_01824
OG0001201	Prav.g_00726	Prat.g_01825
OG0001202	Prav.g_00727	Prat.g_01826
OG0001203	Prav.g_00729	Prat.g_01828
OG0001204	Prav.g_00731	Prat.g_01830
OG0001205	Prav.g_00732	Prat.g_01832
OG0001206	Prav.g_00733	Prat.g_01833
OG0001207	Prav.g_00734	Prat.g_01834
OG0001208	Prav.g_00735	Prat.g_01835
OG0001209	Prav.g_00736	Prat.g_01836
OG0001210	Prav.g_00737	Prat.g_01837
OG0001211	Prav.g_00738	Prat.g_01838
OG0001212	Prav.g_00739	Prat.g_01839
OG0001213	Prav.g_00740	Prat.g_01840
OG0001214	Prav.g_00742	Prat.g_01842
OG0001215	Prav.g_00743	Prat.g_01843
OG0001216	Prav.g_00744	Prat.g_01844
OG0001217	Prav.g_00745	Prat.g_01845
OG0001218	Prav.g_00746	Prat.g_01846
OG0001219	Prav.g_00749	Prat.g_01849
OG0001220	Prav.g_00750	Prat.g_01850
OG0001221	Prav.g_00753	Prat.g_01856
OG0001222	Prav.g_00754	Prat.g_01857
OG0001223	Prav.g_00755	Prat.g_01858
OG0001224	Prav.g_00756	Prat.g_01860
OG0001225	Prav.g_00757	Prat.g_01861
OG0001226	Prav.g_00758	Prat.g_01862
OG0001227	Prav.g_00759	Prat.g_01863
OG0001228	Prav.g_00760	Prat.g_01864
OG0001229	Prav.g_00761	Prat.g_01865
OG0001230	Prav.g_00762	Prat.g_01866
OG0001231	Prav.g_00763	Prat.g_01867
OG0001232	Prav.g_00764	Prat.g_01869
OG0001233	Prav.g_00765	Prat.g_01870
OG0001234	Prav.g_00766	Prat.g_01871
OG0001235	Prav.g_00767	Prat.g_01872
OG0001236	Prav.g_00769	Prat.g_01874
OG0001237	Prav.g_00770	Prat.g_01875
OG0001238	Prav.g_00772	Prat.g_01879
OG0001239	Prav.g_00773	Prat.g_01880
OG0001240	Prav.g_00774	Prat.g_01881
OG0001241	Prav.g_00776	Prat.g_01884
OG0001242	Prav.g_00778	Prat.g_01885
OG0001243	Prav.g_00779	Prat.g_01886
OG0001244	Prav.g_00780	Prat.g_01887
OG0001245	Prav.g_00781	Prat.g_01888
OG0001246	Prav.g_00782	Prat.g_01889
OG0001247	Prav.g_00783	Prat.g_01890
OG0001248	Prav.g_00784	Prat.g_01891
OG0001249	Prav.g_00785	Prat.g_01892
OG0001250	Prav.g_00786	Prat.g_01893
OG0001252	Prav.g_00203	Prat.g_00137
OG0001254	Prav.g_01927	Prat.g_00288
OG0001255	Prav.g_01979	Prat.g_00347
OG0001257	Prav.g_01080	Prat.g_00442
OG0001258	Prav.g_01096	Prat.g_00459
OG0001259	Prav.g_01186	Prat.g_00552
OG0001260	Prav.g_00345	Prat.g_00831
OG0001261	Prav.g_00431	Prat.g_01003
OG0001262	Prav.g_00447	Prat.g_00987
OG0001263	Prav.g_00467	Prat.g_01176
OG0001264	Prav.g_00498	Prat.g_00715
OG0001265	Prav.g_00909	Prat.g_00937
OG0001266	Prav.g_00236	Prat.g_00078
OG0001267	Prav.g_00049	Prat.g_01172
OG0001268	Prav.g_00062	Prat.g_01158
OG0001269	Prav.g_01456	Prat.g_01283
OG0001270	Prav.g_01618	Prat.g_01398
OG0001271	Prav.g_01629	Prat.g_01413
OG0001273	Prav.g_01670	Prat.g_00481
OG0001274	Prav.g_01675	Prat.g_01500
OG0001275	Prav.g_01691	Prat.g_00659
OG0001277	Prav.g_01720	Prat.g_01578, Prat.g_01542
OG0001278	Prav.g_01753	Prat.g_01583
OG0001279	Prav.g_01757	Prat.g_01587
OG0001280	Prav.g_01760	Prat.g_01590
OG0001281	Prav.g_00271	Prat.g_01660
OG0001282	Prav.g_00296	Prat.g_01597
OG0001283	Prav.g_00671	Prat.g_01767
OG0001284	Prav.g_00699	Prat.g_01799
OG0001285	Prav.g_00730	Prat.g_01829
OG0001286	Prav.g_00775	Prat.g_01883
OG0001287	Prav.g_01386	Prat.g_00648
OG0001288	Prav.g_01036	Prat.g_00397
OG0001290	Prav.g_00098	Prat.g_00032
OG0001291	Prav.g_00136	Prat.g_00068
OG0001293	Prav.g_00141	Prat.g_00073
OG0001294	Prav.g_00158	Prat.g_00090
OG0001296	Prav.g_00190	Prat.g_00125
OG0001297	Prav.g_00839	Prat.g_00201
OG0001299	Prav.g_01899	Prat.g_00258
OG0001300	Prav.g_00992	Prat.g_00375
OG0001301	Prav.g_01235	Prat.g_01088
OG0001303	Prav.g_00355	Prat.g_01217
OG0001305	Prav.g_00929	Prat.g_00961
OG0001306	Prav.g_00244	Prat.g_00817
OG0001308	Prav.g_00014	Prat.g_01470
OG0001309	Prav.g_00016	Prat.g_01831
OG0001312	Prav.g_01457	Prat.g_01284
OG0001314	Prav.g_01784	Prat.g_01614
OG0001315	Prav.g_01819	Prat.g_01651
OG0001316	Prav.g_00667	Prat.g_01763
OG0001318	Prav.g_00206	Prat.g_00140
OG0001319	Prav.g_00800	Prat.g_00243
OG0001320	Prav.g_01065	Prat.g_01215
OG0001321	Prav.g_01015, Prav.g_00357	Prat.g_00600
OG0001322	Prav.g_00376	Prat.g_00852
OG0001323	Prav.g_00227	Prat.g_00704
OG0001325	Prav.g_00017	Prat.g_01234, Prat.g_01492
OG0001326	Prav.g_01406	Prat.g_01489
OG0001327	Prav.g_01408	Prat.g_01468
OG0001328	Prav.g_01443	Prat.g_01254
OG0001329	Prav.g_01493	Prat.g_01877
OG0001330	Prav.g_01666	Prat.g_01446
OG0001331	Prav.g_01758	Prat.g_01588
OG0001332	Prav.g_01808	Prat.g_01640
OG0001333	Prav.g_00636	Prat.g_01730
OG0001334	Prav.g_00691	Prat.g_01790
OG0001335	Prav.g_00728	Prat.g_01827
OG0001336	Prav.g_00193	Prat.g_00127
OG0001337	Prav.g_00183	Prat.g_00117
OG0001338	Prav.g_00211	Prat.g_00379, Prat.g_00385
OG0001339	Prav.g_00835	Prat.g_00205
OG0001340	Prav.g_01895	Prat.g_00254
OG0001341	Prav.g_01908	Prat.g_00268
OG0001342	Prav.g_01926	Prat.g_00287
OG0001343	Prav.g_01985	Prat.g_00353
OG0001344	Prav.g_00995	Prat.g_01546
OG0001345	Prav.g_01033	Prat.g_00394
OG0001346	Prav.g_01070	Prat.g_00431
OG0001347	Prav.g_01084	Prat.g_00446
OG0001348	Prav.g_01102	Prat.g_00467, Prat.g_01485
OG0001349	Prav.g_01107	Prat.g_00472
OG0001350	Prav.g_01112	Prat.g_00477
OG0001351	Prav.g_01174	Prat.g_00541
OG0001352	Prav.g_01280	Prat.g_01577, Prat.g_00755
OG0001353	Prav.g_01308, Prav.g_01311	Prat.g_00228
OG0001354	Prav.g_00380	Prat.g_00855
OG0001355	Prav.g_00437	Prat.g_00997
OG0001356	Prav.g_00481	Prat.g_00692
OG0001357	Prav.g_00584	Prat.g_00922
OG0001358	Prav.g_00908	Prat.g_00936
OG0001359	Prav.g_00037	Prat.g_01555
OG0001360	Prav.g_00038	Prat.g_01554
OG0001361	Prav.g_01831	Prat.g_01102
OG0001362	Prav.g_01392	Prat.g_00828
OG0001364	Prav.g_01648	Prat.g_01433
OG0001365	Prav.g_01504	Prat.g_01460
OG0001366	Prav.g_01798	Prat.g_01629
OG0001368	Prav.g_00698	Prat.g_01798
OG0001369	Prav.g_00910	Prat.g_00938
OG0001371	Prav.g_00132	Prat.g_00063
OG0001372	Prav.g_00133	Prat.g_00065
OG0001373	Prav.g_00140	Prat.g_00072
OG0001374	Prav.g_00152	Prat.g_00085
OG0001375	Prav.g_00200	Prat.g_00135
OG0001376	Prav.g_00804	Prat.g_00239
OG0001377	Prav.g_01903	Prat.g_00263
OG0001378	Prav.g_01919	Prat.g_00280
OG0001379	Prav.g_00981	Prat.g_01396
OG0001380	Prav.g_01383, Prav.g_01879	Prat.g_00771
OG0001382	Prav.g_01058	Prat.g_00423
OG0001383	Prav.g_01109	Prat.g_00474
OG0001385	Prav.g_01264	Prat.g_01057
OG0001386	Prav.g_01272	Prat.g_00748
OG0001387	Prav.g_01274	Prat.g_00750
OG0001388	Prav.g_01284	Prat.g_00760
OG0001389	Prav.g_00311	Prat.g_00793
OG0001390	Prav.g_00344	Prat.g_01225
OG0001391	Prav.g_00382	Prat.g_00858
OG0001392	Prav.g_00480	Prat.g_00691
OG0001393	Prav.g_00482	Prat.g_00693
OG0001394	Prav.g_00504	Prat.g_00721
OG0001395	Prav.g_00507	Prat.g_00724
OG0001396	Prav.g_00946	Prat.g_01550
OG0001397	Prav.g_00918	Prat.g_00949
OG0001398	Prav.g_00937	Prat.g_00969
OG0001399	Prav.g_00225	Prat.g_00679
OG0001400	Prav.g_00234	Prat.g_01521
OG0001401	Prav.g_00241	Prat.g_00655
OG0001402	Prav.g_00051	Prat.g_01170
OG0001403	Prav.g_01439	Prat.g_01250
OG0001404	Prav.g_01464	Prat.g_00825
OG0001405	Prav.g_01474	Prat.g_01292
OG0001406	Prav.g_01617	Prat.g_01397
OG0001407	Prav.g_01620	Prat.g_01402
OG0001408	Prav.g_01667	Prat.g_01447
OG0001409	Prav.g_01680	Prat.g_00646
OG0001410	Prav.g_01693	Prat.g_00827
OG0001411	Prav.g_01321	Prat.g_01533
OG0001415	Prav.g_01972	Prat.g_00333
OG0001416	Prav.g_01119	Prat.g_00484
OG0001417	Prav.g_01273	Prat.g_00749
OG0001418	Prav.g_00358	Prat.g_01524
OG0001419	Prav.g_00386	Prat.g_00864
OG0001420	Prav.g_00484	Prat.g_00695
OG0001421	Prav.g_00488	Prat.g_00700
OG0001422	Prav.g_00231	Prat.g_01226
OG0001424	Prav.g_02005	Prat.g_01449
OG0001426	Prav.g_00771	Prat.g_01878
OG0001429	Prav.g_00566	Prat.g_00906
OG0001432	Prav.g_00235	Prat.g_01522
OG0001433	Prav.g_01394, Prav.g_00943, Prav.g_00948, Prav.g_00588	Prat.g_00668
OG0001434	Prav.g_01717	Prat.g_01579
OG0001435	Prav.g_01679	Prat.g_00649
OG0001437	Prav.g_01872, Prav.g_01453, Prav.g_01873, Prav.g_01373, Prav.g_01362, Prav.g_00970, Prav.g_01871, Prav.g_00971	Prat.g_00849
OG0001439	Prav.g_00429	Prat.g_01005
OG0001440	Prav.g_00912	Prat.g_00941
OG0001441	Prav.g_00009	Prat.g_01523
OG0001443	Prav.g_00048	Prat.g_01173
OG0001445	Prav.g_01882	Prat.g_00381
OG0001446	Prav.g_01885	Prat.g_00380
OG0001447	Prav.g_01886	Prat.g_01195
OG0001448	Prav.g_01700	Prat.g_00810
OG0001452	Prav.g_00748	Prat.g_01848
OG0001454	Prav.g_00986	Prat.g_00658
OG0001457	Prav.g_01300	Prat.g_00779
OG0001459	Prav.g_00374	Prat.g_01290
OG0001460	Prav.g_00459	Prat.g_00833
OG0001462	Prav.g_00900	Prat.g_01194
OG0001463	Prav.g_00223	Prat.g_00420
OG0001464	Prav.g_00230	Prat.g_00654
OG0001465	Prav.g_01403	Prat.g_01216
OG0001467	Prav.g_01575	Prat.g_01349
OG0001468	Prav.g_00660	Prat.g_01755
OG0001470	Prav.g_01966	Prat.g_00327
OG0001472	Prav.g_00458	Prat.g_00972
OG0001481	Prav.g_01865	Prat.g_01138
OG0001483	Prav.g_01432	Prat.g_01243
OG0001486	Prav.g_00518	Prat.g_00737
OG0001487	Prav.g_01328	Prat.g_00588
OG0001488	Prav.g_00866	Prat.g_00173
OG0001491	Prav.g_00371	Prat.g_00643
OG0001505	Prav.g_00891	Prat.g_00460
OG0001506	Prav.g_00249	Prat.g_01198
OG0001507	Prav.g_00047	Prat.g_01174
OG0001510	Prav.g_00652	Prat.g_01747
OG0001515	Prav.g_00348	Prat.g_00652
OG0001523	Prav.g_00125	Prat.g_00667
OG0001524	Prav.g_00994	Prat.g_00620
OG0001525	Prav.g_01057	Prat.g_00421
OG0001526	Prav.g_00486	Prat.g_00698
OG0001535	Prav.g_00455	Prat.g_00975
OG0001536	Prav.g_00005	Prat.g_00631
OG0001545	Prav.g_00495	Prat.g_00711
OG0001546	Prav.g_01365	Prat.g_00850
OG0001588	Prav.g_01744	Prat.g_01227
OG0001589	Prav.g_02004, Prav.g_01315	Prat.g_01458
OG0001590	Prav.g_01939	Prat.g_00301
OG0001598	Prav.g_00485	Prat.g_00697
OG0001605	Prav.g_00290	Prat.g_01681
OG0001608	Prav.g_01742	Prat.g_01466
OG0001610	Prav.g_01299	Prat.g_00778
OG0001613	Prav.g_00466	Prat.g_01454
OG0001614	Prav.g_00582	Prat.g_00920
OG0001620	Prav.g_01553	Prat.g_01271
OG0001630	Prav.g_01425	Prat.g_01498
OG0001631	Prav.g_01823	Prat.g_00596
OG0001632	Prav.g_01724	Prat.g_01467
OG0001798	Prav.g_01743	Prat.g_00608
OG0001834	Prav.g_01368	Prat.g_00780
OG0001836	Prav.g_01887	Prat.g_01196
OG0001847	Prav.g_01687	Prat.g_00077
OG0001859	Prav.g_01905	Prat.g_00265
OG0001860	Prav.g_01027	Prat.g_00387
OG0001874	Prav.g_01728	Prat.g_00669
OG0001881	Prav.g_01723	Prat.g_01205
OG0001916	Prav.g_01351	Prat.g_00844
OG0001917	Prav.g_01352	Prat.g_00845
OG0001918	Prav.g_01358	Prat.g_00837
OG0001924	Prav.g_01725	Prat.g_00650
OG0001951	Prav.g_01519	Prat.g_00782
OG0001960	Prav.g_01735	Prat.g_01275
OG0001962	Prav.g_01540	Prat.g_00786
OG0001963	Prav.g_01539	Prat.g_00785
OG0001964	Prav.g_01538	Prat.g_00784
OG0001981	Prav.g_01543	Prat.g_01276
OG0002045	Prav.g_01739, Prav.g_01875	Prat.g_01475
OG0002143	Prav.g_01554	Prat.g_01325
OG0002206	Prav.g_01364	Prat.g_00836
OG0002380	Prav.g_01338	Prat.g_01317
OG0002557	Prav.g_01521	Prat.g_01313
OG0003109	Prav.g_01555	Prat.g_01316, Prat.g_01326
