Orthogroup	Prav	Pram
OG0001164	Prav.g_00681	Pram.g_01824
OG0001165	Prav.g_00682	Pram.g_01825
OG0001166	Prav.g_00683	Pram.g_01826
OG0001167	Prav.g_00684	Pram.g_01828
OG0001168	Prav.g_00685	Pram.g_01829
OG0001169	Prav.g_00686	Pram.g_01830
OG0001170	Prav.g_00687	Pram.g_01831
OG0001171	Prav.g_00688	Pram.g_01832
OG0001172	Prav.g_00690	Pram.g_01834
OG0001173	Prav.g_00692	Pram.g_01836
OG0001174	Prav.g_00693	Pram.g_01837
OG0001175	Prav.g_00694	Pram.g_01838
OG0001176	Prav.g_00695	Pram.g_01840
OG0001177	Prav.g_00697	Pram.g_01842
OG0001178	Prav.g_00700	Pram.g_01845
OG0001179	Prav.g_00701	Pram.g_01846
OG0001180	Prav.g_00702	Pram.g_01847
OG0001181	Prav.g_00703	Pram.g_01848
OG0001182	Prav.g_00704	Pram.g_01849
OG0001183	Prav.g_00705	Pram.g_01850
OG0001184	Prav.g_00707	Pram.g_01852
OG0001185	Prav.g_00710	Pram.g_01854
OG0001186	Prav.g_00711	Pram.g_01855
OG0001187	Prav.g_00712	Pram.g_01856
OG0001188	Prav.g_00713	Pram.g_01857
OG0001189	Prav.g_00714	Pram.g_01858
OG0001190	Prav.g_00715	Pram.g_01859
OG0001191	Prav.g_00716	Pram.g_01860
OG0001192	Prav.g_00717	Pram.g_01861
OG0001193	Prav.g_00718	Pram.g_01862
OG0001194	Prav.g_00719	Pram.g_01863
OG0001195	Prav.g_00720	Pram.g_01864
OG0001196	Prav.g_00721	Pram.g_01865
OG0001197	Prav.g_00722	Pram.g_01866
OG0001198	Prav.g_00723	Pram.g_01867
OG0001199	Prav.g_00724	Pram.g_01868
OG0001200	Prav.g_00725	Pram.g_01869
OG0001201	Prav.g_00726	Pram.g_01870
OG0001202	Prav.g_00727	Pram.g_01871
OG0001203	Prav.g_00729	Pram.g_01873
OG0001204	Prav.g_00731	Pram.g_01875
OG0001205	Prav.g_00732	Pram.g_01877
OG0001206	Prav.g_00733	Pram.g_01878
OG0001207	Prav.g_00734	Pram.g_01879
OG0001208	Prav.g_00735	Pram.g_01880
OG0001209	Prav.g_00736	Pram.g_01881
OG0001210	Prav.g_00737	Pram.g_01882
OG0001211	Prav.g_00738	Pram.g_01883
OG0001212	Prav.g_00739	Pram.g_01884
OG0001213	Prav.g_00740	Pram.g_01885
OG0001214	Prav.g_00742	Pram.g_01887
OG0001215	Prav.g_00743	Pram.g_01888
OG0001216	Prav.g_00744	Pram.g_01889
OG0001217	Prav.g_00745	Pram.g_01890
OG0001218	Prav.g_00746	Pram.g_01891
OG0001219	Prav.g_00749	Pram.g_01894
OG0001220	Prav.g_00750	Pram.g_01895
OG0001221	Prav.g_00753	Pram.g_01900
OG0001222	Prav.g_00754	Pram.g_01901
OG0001223	Prav.g_00755	Pram.g_01902
OG0001224	Prav.g_00756	Pram.g_01904
OG0001225	Prav.g_00757	Pram.g_01905
OG0001226	Prav.g_00758	Pram.g_01906
OG0001227	Prav.g_00759	Pram.g_01907
OG0001228	Prav.g_00760	Pram.g_01908
OG0001229	Prav.g_00761	Pram.g_01909
OG0001230	Prav.g_00762	Pram.g_01910
OG0001231	Prav.g_00763	Pram.g_01911
OG0001232	Prav.g_00764	Pram.g_01913
OG0001233	Prav.g_00765	Pram.g_01914
OG0001234	Prav.g_00766	Pram.g_01915
OG0001235	Prav.g_00767	Pram.g_01916
OG0001236	Prav.g_00769	Pram.g_01918
OG0001237	Prav.g_00770	Pram.g_01919
OG0001238	Prav.g_00772	Pram.g_01924
OG0001239	Prav.g_00773	Pram.g_01925
OG0001240	Prav.g_00774	Pram.g_01926
OG0001241	Prav.g_00776	Pram.g_01929
OG0001242	Prav.g_00778	Pram.g_01930
OG0001243	Prav.g_00779	Pram.g_01931
OG0001244	Prav.g_00780	Pram.g_01932
OG0001245	Prav.g_00781	Pram.g_01933
OG0001246	Prav.g_00782	Pram.g_01934
OG0001247	Prav.g_00783	Pram.g_01935
OG0001248	Prav.g_00784	Pram.g_01936
OG0001249	Prav.g_00785	Pram.g_01937
OG0001250	Prav.g_00786	Pram.g_01938
OG0001252	Prav.g_00203	Pram.g_00124
OG0001254	Prav.g_01927	Pram.g_00269
OG0001255	Prav.g_01979	Pram.g_00327
OG0001257	Prav.g_01080	Pram.g_00418
OG0001258	Prav.g_01096	Pram.g_00434
OG0001259	Prav.g_01186	Pram.g_00527
OG0001260	Prav.g_00345	Pram.g_00903
OG0001261	Prav.g_00431	Pram.g_00844
OG0001262	Prav.g_00447	Pram.g_00862
OG0001263	Prav.g_00467	Pram.g_01161
OG0001264	Prav.g_00498	Pram.g_00733
OG0001265	Prav.g_00909	Pram.g_00981
OG0001266	Prav.g_00236	Pram.g_00577
OG0001267	Prav.g_00049	Pram.g_01157
OG0001268	Prav.g_00062	Pram.g_01143
OG0001269	Prav.g_01456	Pram.g_01477
OG0001270	Prav.g_01618	Pram.g_01334
OG0001271	Prav.g_01629	Pram.g_01322
OG0001272	Prav.g_01669	Pram.g_00658
OG0001273	Prav.g_01670	Pram.g_01272
OG0001274	Prav.g_01675	Pram.g_01590
OG0001276	Prav.g_01704, Prav.g_00969	Pram.g_01003
OG0001277	Prav.g_01720	Pram.g_01599
OG0001278	Prav.g_01753	Pram.g_01624
OG0001279	Prav.g_01757	Pram.g_01627
OG0001280	Prav.g_01760	Pram.g_01630
OG0001281	Prav.g_00271	Pram.g_01700
OG0001282	Prav.g_00296	Pram.g_01637
OG0001283	Prav.g_00671	Pram.g_01813
OG0001284	Prav.g_00699	Pram.g_01844
OG0001285	Prav.g_00730	Pram.g_01874
OG0001286	Prav.g_00775	Pram.g_01928
OG0001287	Prav.g_01386	Pram.g_01516
OG0001288	Prav.g_01036	Pram.g_00372
OG0001290	Prav.g_00098	Pram.g_00017
OG0001291	Prav.g_00136	Pram.g_00056
OG0001292	Prav.g_00139	Pram.g_00059
OG0001293	Prav.g_00141	Pram.g_00061
OG0001294	Prav.g_00158	Pram.g_00077
OG0001295	Prav.g_00184	Pram.g_00105
OG0001296	Prav.g_00190	Pram.g_00112
OG0001297	Prav.g_00839	Pram.g_00184
OG0001298	Prav.g_01890	Pram.g_00231
OG0001299	Prav.g_01899	Pram.g_00240
OG0001300	Prav.g_00992	Pram.g_01213
OG0001302	Prav.g_00350	Pram.g_01529
OG0001303	Prav.g_00355	Pram.g_01196
OG0001304	Prav.g_00924	Pram.g_00897
OG0001305	Prav.g_00929	Pram.g_00892
OG0001307	Prav.g_00254	Pram.g_01214
OG0001308	Prav.g_00014	Pram.g_01275
OG0001311	Prav.g_01853	Pram.g_01106
OG0001312	Prav.g_01457	Pram.g_01476
OG0001313	Prav.g_01673	Pram.g_00357
OG0001314	Prav.g_01784	Pram.g_01655
OG0001316	Prav.g_00667	Pram.g_01809
OG0001318	Prav.g_00206	Pram.g_00127
OG0001319	Prav.g_00800	Pram.g_00225
OG0001321	Prav.g_01015, Prav.g_00357	Pram.g_00576
OG0001322	Prav.g_00376	Pram.g_01189
OG0001323	Prav.g_00227	Pram.g_00723
OG0001324	Prav.g_00262	Pram.g_00625
OG0001325	Prav.g_00017	Pram.g_00648
OG0001326	Prav.g_01406	Pram.g_00629
OG0001327	Prav.g_01408	Pram.g_01276
OG0001328	Prav.g_01443	Pram.g_01235
OG0001329	Prav.g_01493	Pram.g_01922
OG0001330	Prav.g_01666	Pram.g_01289
OG0001331	Prav.g_01758	Pram.g_01628
OG0001332	Prav.g_01808	Pram.g_01680
OG0001333	Prav.g_00636	Pram.g_01774
OG0001334	Prav.g_00691	Pram.g_01835
OG0001335	Prav.g_00728	Pram.g_01872
OG0001336	Prav.g_00193	Pram.g_00114
OG0001337	Prav.g_00183	Pram.g_00104
OG0001338	Prav.g_00211	Pram.g_01246
OG0001339	Prav.g_00835	Pram.g_00188
OG0001340	Prav.g_01895	Pram.g_00236
OG0001341	Prav.g_01908	Pram.g_00249
OG0001342	Prav.g_01926	Pram.g_00268
OG0001343	Prav.g_01985	Pram.g_00334
OG0001345	Prav.g_01033	Pram.g_00369
OG0001346	Prav.g_01070	Pram.g_00408
OG0001347	Prav.g_01084	Pram.g_00422
OG0001348	Prav.g_01102	Pram.g_00680
OG0001349	Prav.g_01107	Pram.g_00446
OG0001350	Prav.g_01112	Pram.g_00451
OG0001351	Prav.g_01174	Pram.g_00515
OG0001352	Prav.g_01280	Pram.g_00772
OG0001353	Prav.g_01308, Prav.g_01311	Pram.g_00211
OG0001354	Prav.g_00380	Pram.g_00904
OG0001355	Prav.g_00437	Pram.g_00851
OG0001356	Prav.g_00481	Pram.g_00711
OG0001357	Prav.g_00584	Pram.g_00969
OG0001358	Prav.g_00908	Pram.g_00980
OG0001359	Prav.g_00037	Pram.g_01551
OG0001360	Prav.g_00038	Pram.g_01552
OG0001361	Prav.g_01831	Pram.g_01085
OG0001362	Prav.g_01392	Pram.g_01253
OG0001364	Prav.g_01648	Pram.g_01302
OG0001365	Prav.g_01504	Pram.g_00041
OG0001366	Prav.g_01798	Pram.g_01670
OG0001368	Prav.g_00698	Pram.g_01843
OG0001369	Prav.g_00910	Pram.g_00982
OG0001371	Prav.g_00132	Pram.g_00051
OG0001372	Prav.g_00133	Pram.g_00053
OG0001373	Prav.g_00140	Pram.g_00060
OG0001374	Prav.g_00152	Pram.g_00071
OG0001375	Prav.g_00200	Pram.g_00122
OG0001376	Prav.g_00804	Pram.g_00221
OG0001377	Prav.g_01903	Pram.g_00245
OG0001378	Prav.g_01919	Pram.g_00261
OG0001379	Prav.g_00981	Pram.g_01337
OG0001380	Prav.g_01383, Prav.g_01879	Pram.g_00788
OG0001382	Prav.g_01058	Pram.g_00399
OG0001383	Prav.g_01109	Pram.g_00448
OG0001384	Prav.g_01117	Pram.g_00457
OG0001385	Prav.g_01264	Pram.g_01043
OG0001386	Prav.g_01272	Pram.g_00764
OG0001387	Prav.g_01274	Pram.g_00766
OG0001388	Prav.g_01284	Pram.g_00777
OG0001389	Prav.g_00311	Pram.g_01025
OG0001390	Prav.g_00344	Pram.g_01533
OG0001391	Prav.g_00382	Pram.g_00907
OG0001392	Prav.g_00480	Pram.g_00710
OG0001393	Prav.g_00482	Pram.g_00712
OG0001394	Prav.g_00504	Pram.g_00739
OG0001395	Prav.g_00507	Pram.g_00742
OG0001397	Prav.g_00918	Pram.g_00993
OG0001398	Prav.g_00937	Pram.g_00884
OG0001399	Prav.g_00225	Pram.g_00702
OG0001400	Prav.g_00234	Pram.g_01202
OG0001401	Prav.g_00241	Pram.g_00698
OG0001402	Prav.g_00051	Pram.g_01155
OG0001403	Prav.g_01439	Pram.g_01231
OG0001404	Prav.g_01464	Pram.g_00996
OG0001405	Prav.g_01474	Pram.g_01467
OG0001406	Prav.g_01617	Pram.g_01335
OG0001407	Prav.g_01620	Pram.g_01332
OG0001408	Prav.g_01667	Pram.g_01288
OG0001409	Prav.g_01680	Pram.g_01563
OG0001410	Prav.g_01693	Pram.g_01526
OG0001411	Prav.g_01321	Pram.g_01594
OG0001414	Prav.g_00126	Pram.g_01553
OG0001415	Prav.g_01972	Pram.g_00314
OG0001416	Prav.g_01119	Pram.g_00459
OG0001417	Prav.g_01273	Pram.g_00765
OG0001418	Prav.g_00358	Pram.g_00660
OG0001419	Prav.g_00386	Pram.g_00912
OG0001420	Prav.g_00484	Pram.g_00714
OG0001421	Prav.g_00488	Pram.g_00718
OG0001422	Prav.g_00231	Pram.g_00650
OG0001424	Prav.g_02005	Pram.g_01286
OG0001425	Prav.g_01686	Pram.g_01200
OG0001426	Prav.g_00771	Pram.g_01923
OG0001429	Prav.g_00566	Pram.g_00953
OG0001431	Prav.g_00232	Pram.g_00695
OG0001438	Prav.g_01218	Pram.g_00558
OG0001439	Prav.g_00429	Pram.g_00841
OG0001440	Prav.g_00912	Pram.g_00985
OG0001441	Prav.g_00009	Pram.g_01508
OG0001442	Prav.g_00026	Pram.g_01598
OG0001443	Prav.g_00048	Pram.g_01158
OG0001445	Prav.g_01882	Pram.g_01210
OG0001446	Prav.g_01885	Pram.g_00363
OG0001447	Prav.g_01886	Pram.g_01166
OG0001448	Prav.g_01700	Pram.g_01256
OG0001449	Prav.g_01558	Pram.g_01401
OG0001452	Prav.g_00748	Pram.g_01893
OG0001454	Prav.g_00986	Pram.g_00392
OG0001457	Prav.g_01300	Pram.g_00797
OG0001459	Prav.g_00374	Pram.g_01470
OG0001460	Prav.g_00459	Pram.g_00581
OG0001462	Prav.g_00900	Pram.g_01179
OG0001463	Prav.g_00223	Pram.g_00398
OG0001465	Prav.g_01403	Pram.g_01197
OG0001468	Prav.g_00660	Pram.g_01800
OG0001469	Prav.g_00063	Pram.g_01142
OG0001470	Prav.g_01966	Pram.g_00308
OG0001471	Prav.g_01021	Pram.g_01576
OG0001472	Prav.g_00458	Pram.g_00878
OG0001481	Prav.g_01865	Pram.g_01121
OG0001483	Prav.g_01432	Pram.g_01224
OG0001484	Prav.g_01507	Pram.g_00046
OG0001485	Prav.g_00265	Pram.g_01692
OG0001487	Prav.g_01328	Pram.g_00563
OG0001490	Prav.g_01011	Pram.g_01694
OG0001505	Prav.g_00891	Pram.g_00641
OG0001506	Prav.g_00249	Pram.g_01187
OG0001507	Prav.g_00047	Pram.g_01159
OG0001510	Prav.g_00652	Pram.g_01792
OG0001512	Prav.g_00965	Pram.g_00611
OG0001516	Prav.g_00578	Pram.g_01487
OG0001521	Prav.g_00267	Pram.g_00042
OG0001526	Prav.g_00486	Pram.g_00716
OG0001527	Prav.g_00007	Pram.g_01515
OG0001530	Prav.g_00959	Pram.g_01623
OG0001535	Prav.g_00455	Pram.g_00875
OG0001538	Prav.g_01405	Pram.g_00666
OG0001541	Prav.g_01503, Prav.g_01548	Pram.g_01414
OG0001545	Prav.g_00495	Pram.g_00730
OG0001546	Prav.g_01365	Pram.g_00846
OG0001579	Prav.g_01559	Pram.g_01400
OG0001580	Prav.g_01517	Pram.g_01442
OG0001581	Prav.g_01515	Pram.g_01421
OG0001588	Prav.g_01744	Pram.g_01543
OG0001605	Prav.g_00290	Pram.g_01721
OG0001608	Prav.g_01742	Pram.g_01273
OG0001616	Prav.g_01332, Prav.g_01751	Pram.g_01593
OG0001619	Prav.g_01462	Pram.g_01205
OG0001620	Prav.g_01553	Pram.g_01502, Pram.g_01409
OG0001621	Prav.g_00361	Pram.g_01251
OG0001627	Prav.g_00941	Pram.g_01532
OG0001630	Prav.g_01425	Pram.g_01497
OG0001631	Prav.g_01823	Pram.g_00572
OG0001632	Prav.g_01724	Pram.g_01280
OG0001821	Prav.g_01727	Pram.g_01609
OG0001827	Prav.g_01726	Pram.g_00626
OG0001834	Prav.g_01368	Pram.g_00639
OG0001836	Prav.g_01887	Pram.g_01167
OG0001843	Prav.g_01556	Pram.g_01415
OG0001872	Prav.g_01697	Pram.g_01566
OG0001924	Prav.g_01725	Pram.g_01269
OG0002045	Prav.g_01739, Prav.g_01875	Pram.g_01570
OG0002189	Prav.g_01516	Pram.g_01437
OG0002282	Prav.g_01501	Pram.g_01441
OG0002283	Prav.g_01500	Pram.g_01440
OG0003349	Prav.g_01345	Pram.g_00617
OG0003543	Prav.g_01370	Pram.g_00614
