Orthogroup	Prbe	Syar
OG0001096	Prbe.g_01249	Syar.g_02476
OG0001097	Prbe.g_01269	Syar.g_01823
OG0001098	Prbe.g_01288	Syar.g_01672
OG0001099	Prbe.g_00110	Syar.g_00035
OG0001100	Prbe.g_00408	Syar.g_01625
OG0001101	Prbe.g_00411	Syar.g_01623
OG0001102	Prbe.g_00414	Syar.g_01620
OG0001103	Prbe.g_00416	Syar.g_01618
OG0001104	Prbe.g_00439	Syar.g_02616
OG0001105	Prbe.g_00443	Syar.g_02620
OG0001106	Prbe.g_01341	Syar.g_02553
OG0001107	Prbe.g_01348	Syar.g_02541
OG0001109	Prbe.g_01353	Syar.g_02529
OG0001110	Prbe.g_01355	Syar.g_02527
OG0001111	Prbe.g_01356	Syar.g_02525
OG0001112	Prbe.g_01357	Syar.g_02523
OG0001113	Prbe.g_01358	Syar.g_02522
OG0001114	Prbe.g_01359	Syar.g_02521
OG0001115	Prbe.g_01361	Syar.g_02519
OG0001116	Prbe.g_01362	Syar.g_02517
OG0001117	Prbe.g_01363	Syar.g_02516
OG0001118	Prbe.g_01364	Syar.g_02515
OG0001119	Prbe.g_01365	Syar.g_02513
OG0001120	Prbe.g_01367	Syar.g_02507
OG0001122	Prbe.g_01387	Syar.g_01803
OG0001123	Prbe.g_01393	Syar.g_01796
OG0001124	Prbe.g_01395	Syar.g_01793
OG0001125	Prbe.g_01397	Syar.g_01791
OG0001126	Prbe.g_01308	Syar.g_01375
OG0001127	Prbe.g_01307	Syar.g_01374
OG0001128	Prbe.g_01305	Syar.g_01371
OG0001129	Prbe.g_01304	Syar.g_01369
OG0001130	Prbe.g_01303	Syar.g_01368
OG0001131	Prbe.g_01919	Syar.g_02448
OG0001132	Prbe.g_00071	Syar.g_00684
OG0001133	Prbe.g_00374	Syar.g_02249
OG0001134	Prbe.g_00041	Syar.g_02235
OG0001135	Prbe.g_00044	Syar.g_02232
OG0001136	Prbe.g_01552	Syar.g_01536
OG0001137	Prbe.g_01540	Syar.g_01944
OG0001138	Prbe.g_01519	Syar.g_01977
OG0001139	Prbe.g_01517	Syar.g_01980
OG0001140	Prbe.g_01516	Syar.g_01981
OG0001141	Prbe.g_01515	Syar.g_01982
OG0001142	Prbe.g_01514	Syar.g_01983
OG0001143	Prbe.g_01507	Syar.g_01698
OG0001144	Prbe.g_01502	Syar.g_01707
OG0001145	Prbe.g_00901	Syar.g_02769
OG0001146	Prbe.g_00889	Syar.g_02782
OG0001147	Prbe.g_00869	Syar.g_01276
OG0001148	Prbe.g_00371	Syar.g_01459
OG0001149	Prbe.g_00370	Syar.g_01458
OG0001150	Prbe.g_00369	Syar.g_01457
OG0001151	Prbe.g_00358	Syar.g_01238
OG0001152	Prbe.g_00357	Syar.g_01237
OG0001153	Prbe.g_00279	Syar.g_01398
OG0001154	Prbe.g_00278	Syar.g_01397
OG0001155	Prbe.g_00261	Syar.g_01211
OG0001156	Prbe.g_00258	Syar.g_01185
OG0001157	Prbe.g_00257	Syar.g_01184
OG0001158	Prbe.g_00256	Syar.g_01183
OG0001159	Prbe.g_00255	Syar.g_01182
OG0001160	Prbe.g_00229	Syar.g_02908
OG0001161	Prbe.g_01042	Syar.g_00382
OG0001162	Prbe.g_00017	Syar.g_03081
OG0001163	Prbe.g_00994	Syar.g_02917
OG0001164	Prbe.g_00990	Syar.g_02922
OG0001165	Prbe.g_00987	Syar.g_02927
OG0001166	Prbe.g_00966	Syar.g_02959
OG0001167	Prbe.g_00949	Syar.g_02982
OG0001168	Prbe.g_00947	Syar.g_02983
OG0001169	Prbe.g_00945	Syar.g_02985
OG0001170	Prbe.g_00943	Syar.g_02987
OG0001171	Prbe.g_00933	Syar.g_02999
OG0001172	Prbe.g_01113	Syar.g_00143
OG0001173	Prbe.g_01112	Syar.g_00142
OG0001174	Prbe.g_01104	Syar.g_00134
OG0001175	Prbe.g_01103	Syar.g_00133
OG0001176	Prbe.g_01095	Syar.g_01025
OG0001177	Prbe.g_01093	Syar.g_01023
OG0001178	Prbe.g_00980	Syar.g_02943
OG0001179	Prbe.g_00853	Syar.g_01055
OG0001181	Prbe.g_00826	Syar.g_01082
OG0001182	Prbe.g_00818	Syar.g_01090
OG0001183	Prbe.g_00813	Syar.g_01096
OG0001184	Prbe.g_00795	Syar.g_00653
OG0001185	Prbe.g_00779	Syar.g_00614
OG0001186	Prbe.g_00747	Syar.g_00562
OG0001187	Prbe.g_00750	Syar.g_00548
OG0001188	Prbe.g_00752	Syar.g_00546
OG0001189	Prbe.g_01146	Syar.g_00525
OG0001190	Prbe.g_01151	Syar.g_00330
OG0001191	Prbe.g_01161	Syar.g_00349
OG0001192	Prbe.g_01166	Syar.g_00356
OG0001193	Prbe.g_01178	Syar.g_00711
OG0001194	Prbe.g_01179	Syar.g_00622
OG0001195	Prbe.g_01180	Syar.g_00623
OG0001196	Prbe.g_01196	Syar.g_00453
OG0001197	Prbe.g_01198	Syar.g_00455
OG0001198	Prbe.g_01062	Syar.g_00467
OG0001199	Prbe.g_00179	Syar.g_03045
OG0001200	Prbe.g_00181	Syar.g_03047
OG0001201	Prbe.g_01650	Syar.g_03120
OG0001202	Prbe.g_01748	Syar.g_00991
OG0001203	Prbe.g_01790	Syar.g_03021
OG0001204	Prbe.g_01796	Syar.g_00154
OG0001205	Prbe.g_01943	Syar.g_02869
OG0001207	Prbe.g_00656	Syar.g_01462
OG0001208	Prbe.g_00651	Syar.g_01471
OG0001211	Prbe.g_00585	Syar.g_02323
OG0001212	Prbe.g_00538	Syar.g_02027
OG0001213	Prbe.g_00503	Syar.g_02239
OG0001214	Prbe.g_01483	Syar.g_02420
OG0001215	Prbe.g_00465	Syar.g_00965
OG0001216	Prbe.g_01216	Syar.g_01909
OG0001217	Prbe.g_00055	Syar.g_02852
OG0001218	Prbe.g_01612	Syar.g_01388
OG0001219	Prbe.g_01321	Syar.g_02585
OG0001222	Prbe.g_01400	Syar.g_02552
OG0001223	Prbe.g_01368	Syar.g_02505
OG0001224	Prbe.g_01301	Syar.g_01361
OG0001225	Prbe.g_01299	Syar.g_01929
OG0001226	Prbe.g_00495	Syar.g_03054
OG0001227	Prbe.g_01597	Syar.g_02213
OG0001230	Prbe.g_00318	Syar.g_02816
OG0001231	Prbe.g_01920	Syar.g_00485
OG0001232	Prbe.g_00962	Syar.g_02968
OG0001233	Prbe.g_00942	Syar.g_02988
OG0001235	Prbe.g_01097	Syar.g_01019
OG0001236	Prbe.g_00798	Syar.g_00657
OG0001237	Prbe.g_00794	Syar.g_00652
OG0001238	Prbe.g_01162	Syar.g_00351
OG0001239	Prbe.g_00176	Syar.g_03043
OG0001240	Prbe.g_01633	Syar.g_03101
OG0001241	Prbe.g_01643	Syar.g_03149, Syar.g_03112
OG0001242	Prbe.g_01663	Syar.g_00043
OG0001243	Prbe.g_01670	Syar.g_00051
OG0001244	Prbe.g_01685	Syar.g_00075
OG0001245	Prbe.g_01588	Syar.g_00999
OG0001247	Prbe.g_00458	Syar.g_02024
OG0001248	Prbe.g_00460	Syar.g_02059
OG0001249	Prbe.g_01889	Syar.g_01113
OG0001250	Prbe.g_01265	Syar.g_01819, Syar.g_03240
OG0001251	Prbe.g_00106	Syar.g_02575
OG0001252	Prbe.g_01306	Syar.g_01372
OG0001253	Prbe.g_00492	Syar.g_02015
OG0001254	Prbe.g_00043	Syar.g_02233
OG0001255	Prbe.g_01567	Syar.g_01746
OG0001256	Prbe.g_00222	Syar.g_02915
OG0001258	Prbe.g_00989	Syar.g_02925
OG0001259	Prbe.g_00944	Syar.g_02986
OG0001260	Prbe.g_00927	Syar.g_03007
OG0001262	Prbe.g_01144	Syar.g_00527
OG0001263	Prbe.g_01672	Syar.g_00054
OG0001265	Prbe.g_01662	Syar.g_00041
OG0001266	Prbe.g_01752	Syar.g_00987
OG0001267	Prbe.g_01834	Syar.g_00225
OG0001268	Prbe.g_01897	Syar.g_01124
OG0001269	Prbe.g_01277	Syar.g_00688
OG0001270	Prbe.g_01932	Syar.g_01175
OG0001271	Prbe.g_00661	Syar.g_01270
OG0001272	Prbe.g_00647	Syar.g_01475
OG0001273	Prbe.g_01489	Syar.g_02413
OG0001274	Prbe.g_01776	Syar.g_00929
OG0001275	Prbe.g_01378	Syar.g_02490
OG0001276	Prbe.g_01392	Syar.g_01797
OG0001277	Prbe.g_01184	Syar.g_02250
OG0001278	Prbe.g_01495	Syar.g_01720
OG0001279	Prbe.g_00721	Syar.g_02841
OG0001280	Prbe.g_00894	Syar.g_03317
OG0001281	Prbe.g_00888	Syar.g_02783
OG0001282	Prbe.g_00372	Syar.g_01460, Syar.g_01351
OG0001283	Prbe.g_01193	Syar.g_00447
OG0001284	Prbe.g_00236	Syar.g_02900
OG0001285	Prbe.g_00959	Syar.g_02972
OG0001286	Prbe.g_00832	Syar.g_01077
OG0001287	Prbe.g_00772	Syar.g_00606
OG0001288	Prbe.g_00762	Syar.g_00591
OG0001289	Prbe.g_00191	Syar.g_03080
OG0001290	Prbe.g_01642	Syar.g_03111
OG0001291	Prbe.g_01680	Syar.g_00064
OG0001292	Prbe.g_01801	Syar.g_00160
OG0001293	Prbe.g_01814	Syar.g_00198
OG0001295	Prbe.g_00005	Syar.g_00693
OG0001296	Prbe.g_00624	Syar.g_01506
OG0001297	Prbe.g_00619	Syar.g_01510
OG0001298	Prbe.g_00558	Syar.g_02210
OG0001299	Prbe.g_01452	Syar.g_01915
OG0001303	Prbe.g_01023	Syar.g_02583
OG0001304	Prbe.g_01405	Syar.g_01557
OG0001305	Prbe.g_01293	Syar.g_01937
OG0001306	Prbe.g_01564	Syar.g_01521
OG0001307	Prbe.g_00398	Syar.g_02591
OG0001308	Prbe.g_00301	Syar.g_02798
OG0001309	Prbe.g_00194	Syar.g_00360
OG0001310	Prbe.g_00972	Syar.g_02951
OG0001311	Prbe.g_01394	Syar.g_01795
OG0001312	Prbe.g_01330	Syar.g_02569
OG0001315	Prbe.g_01602	Syar.g_01094
OG0001317	Prbe.g_01786	Syar.g_03025
OG0001318	Prbe.g_01810	Syar.g_00186
OG0001319	Prbe.g_01827	Syar.g_00215
OG0001325	Prbe.g_01435	Syar.g_01577
OG0001327	Prbe.g_00405	Syar.g_01674
OG0001329	Prbe.g_01026	Syar.g_02337
OG0001331	Prbe.g_00367	Syar.g_01455
OG0001334	Prbe.g_00810	Syar.g_03166
OG0001337	Prbe.g_01884	Syar.g_01112
OG0001338	Prbe.g_01887	Syar.g_03232
OG0001339	Prbe.g_01645	Syar.g_03114
OG0001343	Prbe.g_00103	Syar.g_03210
OG0001345	Prbe.g_01529	Syar.g_01958
OG0001346	Prbe.g_00892	Syar.g_02778
OG0001348	Prbe.g_00003	Syar.g_02259
OG0001351	Prbe.g_00675	Syar.g_01420
OG0001353	Prbe.g_01255	Syar.g_01809
OG0001354	Prbe.g_01360	Syar.g_02520
OG0001355	Prbe.g_01414	Syar.g_01912
OG0001356	Prbe.g_00997	Syar.g_00176
OG0001359	Prbe.g_00104	Syar.g_03211
OG0001364	Prbe.g_00807	Syar.g_00284
OG0001365	Prbe.g_01155	Syar.g_00335
OG0001370	Prbe.g_00670	Syar.g_00013
OG0001371	Prbe.g_00453	Syar.g_03059
OG0001379	Prbe.g_00899	Syar.g_02772
OG0001382	Prbe.g_01617	Syar.g_02834, Syar.g_03204
OG0001394	Prbe.g_00432	Syar.g_02608
OG0001401	Prbe.g_01260	Syar.g_01813
OG0001402	Prbe.g_00509	Syar.g_02252
OG0001403	Prbe.g_00131	Syar.g_00504
OG0001411	Prbe.g_00166	Syar.g_02761, Syar.g_02360
OG0001415	Prbe.g_01783	Syar.g_01553
OG0001418	Prbe.g_00459	Syar.g_01546
OG0001428	Prbe.g_01720	Syar.g_00108
OG0001429	Prbe.g_01322	Syar.g_02582
OG0001430	Prbe.g_01613	Syar.g_03306
OG0001433	Prbe.g_00998	Syar.g_00173
OG0001434	Prbe.g_00437	Syar.g_02613
OG0001435	Prbe.g_00413	Syar.g_01621
OG0001437	Prbe.g_01782	Syar.g_01554
OG0001443	Prbe.g_01610	Syar.g_00378
OG0001450	Prbe.g_00462	Syar.g_00880
OG0001460	Prbe.g_00999	Syar.g_00172
OG0001461	Prbe.g_00157	Syar.g_02478
OG0001467	Prbe.g_00378	Syar.g_01745
OG0001476	Prbe.g_01542	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbe.g_00744	Syar.g_02277
OG0001486	Prbe.g_01551	Syar.g_01537
OG0001487	Prbe.g_00271	Syar.g_01389
OG0001488	Prbe.g_01536	Syar.g_03222, Syar.g_01948
OG0001489	Prbe.g_00821	Syar.g_01087
OG0001496	Prbe.g_00742	Syar.g_02279
OG0001497	Prbe.g_00743	Syar.g_02278
OG0001498	Prbe.g_01916	Syar.g_03286, Syar.g_01163
OG0001505	Prbe.g_00088	Syar.g_02696
OG0001510	Prbe.g_00768	Syar.g_00601
OG0001511	Prbe.g_01654	Syar.g_03129
OG0001512	Prbe.g_01606	Syar.g_03020
OG0001514	Prbe.g_00741	Syar.g_02280
OG0001515	Prbe.g_00467	Syar.g_03266, Syar.g_02594
OG0001516	Prbe.g_01455	Syar.g_01918
OG0001517	Prbe.g_01893	Syar.g_01119
OG0001518	Prbe.g_01164	Syar.g_00353
OG0001519	Prbe.g_01169	Syar.g_00380, Syar.g_00002
OG0001525	Prbe.g_01020	Syar.g_01315
OG0001527	Prbe.g_00572	Syar.g_02309
OG0001529	Prbe.g_00141	Syar.g_00518
OG0001530	Prbe.g_01653	Syar.g_03127
OG0001531	Prbe.g_01791	Syar.g_03019
OG0001532	Prbe.g_01518	Syar.g_01978
OG0001534	Prbe.g_01406	Syar.g_01558
OG0001535	Prbe.g_01390	Syar.g_01799
OG0001536	Prbe.g_01346	Syar.g_02544
OG0001537	Prbe.g_00429	Syar.g_02602
OG0001538	Prbe.g_01227	Syar.g_02644
OG0001539	Prbe.g_00407	Syar.g_01626
OG0001540	Prbe.g_01674	Syar.g_00056
OG0001541	Prbe.g_01728	Syar.g_00117
OG0001542	Prbe.g_01734	Syar.g_00128
OG0001543	Prbe.g_00907	Syar.g_00949
OG0001544	Prbe.g_01168	Syar.g_00379, Syar.g_00001
OG0001545	Prbe.g_01183	Syar.g_00865
OG0001549	Prbe.g_01287	Syar.g_02838
OG0001557	Prbe.g_00433	Syar.g_02609
OG0001559	Prbe.g_01652	Syar.g_03126
OG0001560	Prbe.g_01641	Syar.g_03110
OG0001561	Prbe.g_01396	Syar.g_01792
OG0001562	Prbe.g_01383	Syar.g_02484
OG0001563	Prbe.g_00837	Syar.g_01072
OG0001565	Prbe.g_00695	Syar.g_03069
OG0001574	Prbe.g_00574	Syar.g_02311
OG0001575	Prbe.g_00569	Syar.g_02306
OG0001576	Prbe.g_00879	Syar.g_02794
OG0001577	Prbe.g_01554	Syar.g_01534
OG0001580	Prbe.g_00148	Syar.g_00895
OG0001587	Prbe.g_00925	Syar.g_03010
OG0001591	Prbe.g_00446	Syar.g_01685
OG0001592	Prbe.g_00147	Syar.g_03309, Syar.g_00310
OG0001614	Prbe.g_00780	Syar.g_00617
OG0001616	Prbe.g_01526	Syar.g_01964
OG0001617	Prbe.g_01201	Syar.g_01972
OG0001619	Prbe.g_01339	Syar.g_02556
OG0001620	Prbe.g_01901	Syar.g_01131
OG0001621	Prbe.g_01806	Syar.g_00169
OG0001622	Prbe.g_01192	Syar.g_00446
OG0001636	Prbe.g_00135	Syar.g_00510
OG0001638	Prbe.g_00974	Syar.g_03132, Syar.g_02949
OG0001639	Prbe.g_00262	Syar.g_01212
OG0001640	Prbe.g_01309	Syar.g_01377
OG0001641	Prbe.g_01371	Syar.g_02500
OG0001642	Prbe.g_01276	Syar.g_01387
OG0001643	Prbe.g_01480	Syar.g_02423
OG0001644	Prbe.g_01425	Syar.g_01876
OG0001654	Prbe.g_00264	Syar.g_01214
OG0001657	Prbe.g_01703	Syar.g_00089
OG0001658	Prbe.g_00143	Syar.g_00329
OG0001659	Prbe.g_00008	Syar.g_01973
OG0001661	Prbe.g_00703	Syar.g_00911
OG0001678	Prbe.g_00918	Syar.g_00144
OG0001679	Prbe.g_01888	Syar.g_00032
OG0001717	Prbe.g_00737	Syar.g_00103
OG0001733	Prbe.g_01001	Syar.g_00179
OG0001769	Prbe.g_01601	Syar.g_02437
OG0001771	Prbe.g_01129	Syar.g_02677
OG0001842	Prbe.g_00069	Syar.g_02270
OG0001917	Prbe.g_01391	Syar.g_01798
OG0001923	Prbe.g_00336	Syar.g_00582, Syar.g_00583, Syar.g_00267
OG0001930	Prbe.g_00068	Syar.g_02271
OG0001931	Prbe.g_00067	Syar.g_02272
OG0001955	Prbe.g_00016	Syar.g_00733
OG0001977	Prbe.g_01174	Syar.g_00703
OG0001996	Prbe.g_00129	Syar.g_00502
OG0002003	Prbe.g_00063	Syar.g_02127
OG0002019	Prbe.g_00011	Syar.g_00615
OG0002109	Prbe.g_00058	Syar.g_00759, Syar.g_01997
OG0002270	Prbe.g_00340	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002340	Prbe.g_01758	Syar.g_00960
OG0002344	Prbe.g_01911	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002348	Prbe.g_00002	Syar.g_00309
OG0002384	Prbe.g_01014	Syar.g_00354
