Orthogroup	Pras	Prbk
OG0001131	Pras.g_00694	Prbk.g_00805
OG0001132	Pras.g_00695	Prbk.g_00806
OG0001133	Pras.g_00696	Prbk.g_00807
OG0001134	Pras.g_00697	Prbk.g_00808
OG0001135	Pras.g_00698	Prbk.g_00809
OG0001136	Pras.g_00699	Prbk.g_00810
OG0001137	Pras.g_00700	Prbk.g_00811
OG0001138	Pras.g_00701	Prbk.g_00812
OG0001139	Pras.g_00702	Prbk.g_00814
OG0001140	Pras.g_00703	Prbk.g_00816
OG0001141	Pras.g_00704	Prbk.g_00817
OG0001142	Pras.g_00707	Prbk.g_00844
OG0001143	Pras.g_00708	Prbk.g_00845
OG0001144	Pras.g_00709	Prbk.g_00847
OG0001145	Pras.g_00710	Prbk.g_00848
OG0001146	Pras.g_00711	Prbk.g_00849
OG0001147	Pras.g_00712	Prbk.g_00850
OG0001148	Pras.g_00713	Prbk.g_00851
OG0001149	Pras.g_00715	Prbk.g_00506
OG0001150	Pras.g_00716	Prbk.g_00510
OG0001151	Pras.g_00718	Prbk.g_00513
OG0001152	Pras.g_00719	Prbk.g_00514
OG0001153	Pras.g_00720	Prbk.g_00516
OG0001154	Pras.g_00722	Prbk.g_00518
OG0001155	Pras.g_00724	Prbk.g_00521
OG0001156	Pras.g_00726	Prbk.g_00525
OG0001157	Pras.g_00727	Prbk.g_00527
OG0001158	Pras.g_00729	Prbk.g_00529
OG0001159	Pras.g_00730	Prbk.g_00530
OG0001160	Pras.g_00731	Prbk.g_00531
OG0001161	Pras.g_00732	Prbk.g_00215
OG0001162	Pras.g_00733	Prbk.g_00216
OG0001163	Pras.g_00734	Prbk.g_00217
OG0001164	Pras.g_00735	Prbk.g_00218
OG0001165	Pras.g_00736	Prbk.g_00219
OG0001166	Pras.g_00737	Prbk.g_00220
OG0001167	Pras.g_00738	Prbk.g_00231
OG0001168	Pras.g_00739	Prbk.g_00232
OG0001169	Pras.g_00740	Prbk.g_00233
OG0001170	Pras.g_00741	Prbk.g_00235
OG0001171	Pras.g_00742	Prbk.g_00236
OG0001172	Pras.g_00744	Prbk.g_00238
OG0001173	Pras.g_00746	Prbk.g_01482
OG0001174	Pras.g_00747	Prbk.g_01483
OG0001175	Pras.g_00748	Prbk.g_01484
OG0001176	Pras.g_00749	Prbk.g_01494
OG0001177	Pras.g_00751	Prbk.g_01530
OG0001178	Pras.g_00754	Prbk.g_01534
OG0001179	Pras.g_00755	Prbk.g_01535
OG0001180	Pras.g_00756	Prbk.g_01536
OG0001181	Pras.g_00757	Prbk.g_01537
OG0001182	Pras.g_00758	Prbk.g_01538
OG0001183	Pras.g_00759	Prbk.g_01539
OG0001184	Pras.g_00762	Prbk.g_01568
OG0001185	Pras.g_00765	Prbk.g_01571
OG0001186	Pras.g_00766	Prbk.g_01572
OG0001187	Pras.g_00768	Prbk.g_01573
OG0001188	Pras.g_00769	Prbk.g_01576
OG0001189	Pras.g_00770	Prbk.g_01577
OG0001190	Pras.g_00771	Prbk.g_01578
OG0001191	Pras.g_00772	Prbk.g_01580
OG0001192	Pras.g_00773	Prbk.g_01582
OG0001193	Pras.g_00774	Prbk.g_01583
OG0001194	Pras.g_00775	Prbk.g_01585
OG0001195	Pras.g_00776	Prbk.g_01586
OG0001196	Pras.g_00777	Prbk.g_01587
OG0001197	Pras.g_00778	Prbk.g_01588
OG0001198	Pras.g_00779	Prbk.g_01589
OG0001199	Pras.g_00780	Prbk.g_01590
OG0001200	Pras.g_00781	Prbk.g_01592
OG0001201	Pras.g_00782	Prbk.g_01593
OG0001202	Pras.g_00783	Prbk.g_01594
OG0001203	Pras.g_00785	Prbk.g_01596
OG0001204	Pras.g_00787	Prbk.g_01600
OG0001205	Pras.g_00788	Prbk.g_01602
OG0001206	Pras.g_00789	Prbk.g_01603
OG0001207	Pras.g_00790	Prbk.g_02160
OG0001208	Pras.g_00791	Prbk.g_02161
OG0001209	Pras.g_00792	Prbk.g_02162
OG0001210	Pras.g_00793	Prbk.g_02163
OG0001211	Pras.g_00794	Prbk.g_02165
OG0001212	Pras.g_00795	Prbk.g_02166
OG0001213	Pras.g_00796	Prbk.g_02167
OG0001214	Pras.g_00798	Prbk.g_02169
OG0001215	Pras.g_00799	Prbk.g_02171
OG0001216	Pras.g_00800	Prbk.g_02173
OG0001217	Pras.g_00801	Prbk.g_02174
OG0001218	Pras.g_00802	Prbk.g_02175
OG0001219	Pras.g_00804	Prbk.g_02180
OG0001220	Pras.g_00805	Prbk.g_02185
OG0001221	Pras.g_00808	Prbk.g_02207
OG0001222	Pras.g_00809	Prbk.g_02210
OG0001223	Pras.g_00810	Prbk.g_02211
OG0001224	Pras.g_00812	Prbk.g_02213
OG0001225	Pras.g_00813	Prbk.g_02214
OG0001226	Pras.g_00814	Prbk.g_02217
OG0001227	Pras.g_00815	Prbk.g_02218
OG0001228	Pras.g_00816	Prbk.g_02224
OG0001229	Pras.g_00817	Prbk.g_02225
OG0001230	Pras.g_00818	Prbk.g_02226
OG0001231	Pras.g_00819	Prbk.g_02239
OG0001232	Pras.g_00820	Prbk.g_02248
OG0001233	Pras.g_00821	Prbk.g_02249
OG0001234	Pras.g_00822	Prbk.g_02250
OG0001235	Pras.g_00823	Prbk.g_02251
OG0001236	Pras.g_00825	Prbk.g_02253
OG0001237	Pras.g_00826	Prbk.g_02254
OG0001238	Pras.g_00828	Prbk.g_02258
OG0001239	Pras.g_00829	Prbk.g_02260
OG0001240	Pras.g_00830	Prbk.g_02261
OG0001241	Pras.g_00832	Prbk.g_02265
OG0001242	Pras.g_00834	Prbk.g_02267
OG0001243	Pras.g_00835	Prbk.g_02268
OG0001244	Pras.g_00836	Prbk.g_02270
OG0001245	Pras.g_00837	Prbk.g_02272
OG0001246	Pras.g_00838	Prbk.g_02274
OG0001247	Pras.g_00839	Prbk.g_02275
OG0001248	Pras.g_00840	Prbk.g_02276
OG0001249	Pras.g_00841	Prbk.g_02277
OG0001250	Pras.g_00842	Prbk.g_02278
OG0001252	Pras.g_00989	Prbk.g_00557
OG0001253	Pras.g_01001	Prbk.g_00756
OG0001254	Pras.g_01133	Prbk.g_00418
OG0001255	Pras.g_01186	Prbk.g_00870
OG0001256	Pras.g_00176	Prbk.g_01851
OG0001257	Pras.g_01360	Prbk.g_02063
OG0001258	Pras.g_01376	Prbk.g_01861
OG0001259	Pras.g_01466	Prbk.g_01129
OG0001261	Pras.g_01735	Prbk.g_02531
OG0001262	Pras.g_01751	Prbk.g_02554
OG0001264	Pras.g_01800	Prbk.g_02395
OG0001265	Pras.g_01910	Prbk.g_00588
OG0001266	Pras.g_01958	Prbk.g_01682
OG0001267	Pras.g_00040	Prbk.g_01776
OG0001268	Pras.g_00053	Prbk.g_01021
OG0001269	Pras.g_00233	Prbk.g_01198
OG0001270	Pras.g_00391	Prbk.g_02664
OG0001272	Pras.g_00446	Prbk.g_01841
OG0001273	Pras.g_00447	Prbk.g_01059
OG0001274	Pras.g_00452	Prbk.g_01788
OG0001275	Pras.g_00467	Prbk.g_02082
OG0001276	Pras.g_00144	Prbk.g_02424
OG0001278	Pras.g_00542	Prbk.g_00920
OG0001279	Pras.g_00546	Prbk.g_00915
OG0001280	Pras.g_00549	Prbk.g_00912
OG0001281	Pras.g_00616	Prbk.g_01908
OG0001282	Pras.g_00641	Prbk.g_00901
OG0001283	Pras.g_00725	Prbk.g_00524
OG0001284	Pras.g_00753	Prbk.g_01533
OG0001285	Pras.g_00786	Prbk.g_01598
OG0001286	Pras.g_00831	Prbk.g_02263
OG0001287	Pras.g_00530	Prbk.g_01331, Prbk.g_02697
OG0001288	Pras.g_01315	Prbk.g_00327
OG0001290	Pras.g_00872	Prbk.g_01618
OG0001292	Pras.g_00925	Prbk.g_01314
OG0001293	Pras.g_00927	Prbk.g_01312
OG0001294	Pras.g_00944	Prbk.g_00027
OG0001295	Pras.g_00970	Prbk.g_00200
OG0001296	Pras.g_00976	Prbk.g_00541
OG0001297	Pras.g_01050	Prbk.g_01254
OG0001298	Pras.g_01095	Prbk.g_01013
OG0001299	Pras.g_01104	Prbk.g_01000
OG0001300	Pras.g_01226	Prbk.g_00303
OG0001301	Pras.g_01513	Prbk.g_02633
OG0001303	Pras.g_01657	Prbk.g_01205
OG0001304	Pras.g_01925	Prbk.g_00065
OG0001305	Pras.g_01930	Prbk.g_00060
OG0001306	Pras.g_01966	Prbk.g_02247
OG0001307	Pras.g_01975	Prbk.g_02413
OG0001308	Pras.g_00001	Prbk.g_01664
OG0001309	Pras.g_00003	Prbk.g_01601
OG0001310	Pras.g_00014	Prbk.g_01692
OG0001311	Pras.g_00084	Prbk.g_00134
OG0001312	Pras.g_00234	Prbk.g_01197
OG0001313	Pras.g_00450	Prbk.g_01637
OG0001314	Pras.g_00573	Prbk.g_01433
OG0001315	Pras.g_00608	Prbk.g_01382
OG0001316	Pras.g_00721	Prbk.g_00517
OG0001319	Pras.g_01090	Prbk.g_01519
OG0001320	Pras.g_01345	Prbk.g_01098
OG0001324	Pras.g_01983	Prbk.g_02659
OG0001326	Pras.g_00175	Prbk.g_01737
OG0001327	Pras.g_00177	Prbk.g_01193
OG0001329	Pras.g_00270	Prbk.g_02256
OG0001331	Pras.g_00547	Prbk.g_00914
OG0001332	Pras.g_00597	Prbk.g_01406
OG0001333	Pras.g_00691	Prbk.g_00802
OG0001335	Pras.g_00784	Prbk.g_01595
OG0001336	Pras.g_00979	Prbk.g_00543
OG0001337	Pras.g_00969	Prbk.g_00198
OG0001339	Pras.g_01054	Prbk.g_01250
OG0001340	Pras.g_01100	Prbk.g_01007
OG0001341	Pras.g_01113	Prbk.g_00381
OG0001342	Pras.g_01132	Prbk.g_00417
OG0001343	Pras.g_01192	Prbk.g_00877
OG0001344	Pras.g_01231	Prbk.g_00707
OG0001345	Pras.g_01312	Prbk.g_00330
OG0001346	Pras.g_01350	Prbk.g_02110
OG0001347	Pras.g_01364	Prbk.g_02067
OG0001348	Pras.g_01382	Prbk.g_01044
OG0001350	Pras.g_01392	Prbk.g_01053
OG0001351	Pras.g_01453	Prbk.g_01114
OG0001353	Pras.g_01579	Prbk.g_00651
OG0001355	Pras.g_01741	Prbk.g_02538
OG0001357	Pras.g_01888	Prbk.g_00570
OG0001358	Pras.g_01909	Prbk.g_00587
OG0001361	Pras.g_00107	Prbk.g_00176
OG0001362	Pras.g_00152	Prbk.g_01933
OG0001366	Pras.g_00587	Prbk.g_01416
OG0001367	Pras.g_00630	Prbk.g_00834, Prbk.g_00821
OG0001368	Pras.g_00752	Prbk.g_01532
OG0001369	Pras.g_01911	Prbk.g_00589
OG0001375	Pras.g_00986	Prbk.g_00553
OG0001378	Pras.g_01124	Prbk.g_00407
OG0001384	Pras.g_01397	Prbk.g_01062
OG0001396	Pras.g_01892	Prbk.g_02365
OG0001415	Pras.g_01178	Prbk.g_00852
OG0001416	Pras.g_01399	Prbk.g_01064
OG0001425	Pras.g_00462	Prbk.g_00623
OG0001426	Pras.g_00827	Prbk.g_02257
OG0001430	Pras.g_01902	Prbk.g_01656
OG0001438	Pras.g_01496	Prbk.g_02607
OG0001442	Pras.g_00017	Prbk.g_01661
OG0001451	Pras.g_01276, Pras.g_01277	Prbk.g_01945, Prbk.g_02679
OG0001455	Pras.g_00133	Prbk.g_01663, Prbk.g_01668
OG0001466	Pras.g_00535	Prbk.g_00625
OG0001467	Pras.g_00347	Prbk.g_00256
OG0001470	Pras.g_01172	Prbk.g_00469
OG0001471	Pras.g_01295	Prbk.g_02513
OG0001472	Pras.g_01762	Prbk.g_01828
OG0001474	Pras.g_01773, Pras.g_00311	Prbk.g_02227
OG0001475	Pras.g_01943	Prbk.g_02184
OG0001476	Pras.g_01944	Prbk.g_02183
OG0001477	Pras.g_01945	Prbk.g_02182
OG0001478	Pras.g_01951	Prbk.g_01771
OG0001479	Pras.g_01978	Prbk.g_00123
OG0001480	Pras.g_01987	Prbk.g_00337
OG0001481	Pras.g_00072	Prbk.g_00102
OG0001489	Pras.g_01228	Prbk.g_00833
OG0001493	Pras.g_01774	Prbk.g_02228
OG0001494	Pras.g_01775	Prbk.g_02229
OG0001495	Pras.g_01776	Prbk.g_02230
OG0001496	Pras.g_01777	Prbk.g_02231
OG0001497	Pras.g_01778	Prbk.g_02232
OG0001498	Pras.g_01779	Prbk.g_02233
OG0001499	Pras.g_01780	Prbk.g_02234
OG0001500	Pras.g_01781	Prbk.g_02235
OG0001501	Pras.g_01782	Prbk.g_02236
OG0001502	Pras.g_01783	Prbk.g_02237
OG0001503	Pras.g_01784	Prbk.g_02238
OG0001504	Pras.g_01816	Prbk.g_02437
OG0001508	Pras.g_00455	Prbk.g_02665
OG0001513	Pras.g_00956	Prbk.g_00013, Prbk.g_01932
OG0001525	Pras.g_01336	Prbk.g_01180
OG0001532	Pras.g_00876	Prbk.g_01611
OG0001542	Pras.g_00459	Prbk.g_01476
OG0001544	Pras.g_00130	Prbk.g_00357
OG0001545	Pras.g_01797	Prbk.g_02392
OG0001574	Pras.g_00143	Prbk.g_01332
OG0001592	Pras.g_01254, Pras.g_01253	Prbk.g_01465
OG0001593	Pras.g_01337	Prbk.g_02516
OG0001596	Pras.g_01654	Prbk.g_02008
OG0001605	Pras.g_00635	Prbk.g_00994
OG0001606	Pras.g_01193	Prbk.g_00878
OG0001621	Pras.g_01663	Prbk.g_00832
OG0001623	Pras.g_01190	Prbk.g_00875
OG0001695	Pras.g_00306	Prbk.g_01564
OG0001822	Pras.g_00286	Prbk.g_00414
OG0001875	Pras.g_01267	Prbk.g_02521
OG0001876	Pras.g_01264	Prbk.g_02377
OG0002287	Pras.g_00305	Prbk.g_01058
OG0002304	Pras.g_00315	Prbk.g_00490
OG0003040	Pras.g_01293	Prbk.g_02673
