Orthogroup	Pras	Praf
OG0001164	Pras.g_00735	Praf.g_00193
OG0001165	Pras.g_00736	Praf.g_00192
OG0001166	Pras.g_00737	Praf.g_00191
OG0001167	Pras.g_00738	Praf.g_00184
OG0001168	Pras.g_00739	Praf.g_00183
OG0001169	Pras.g_00740	Praf.g_00182
OG0001170	Pras.g_00741	Praf.g_00180
OG0001171	Pras.g_00742	Praf.g_00179
OG0001172	Pras.g_00744	Praf.g_00177
OG0001173	Pras.g_00746	Praf.g_00175
OG0001174	Pras.g_00747	Praf.g_00174
OG0001175	Pras.g_00748	Praf.g_00173
OG0001176	Pras.g_00749	Praf.g_00165
OG0001177	Pras.g_00751	Praf.g_00163
OG0001178	Pras.g_00754	Praf.g_00158
OG0001179	Pras.g_00755	Praf.g_00157
OG0001180	Pras.g_00756	Praf.g_00156
OG0001181	Pras.g_00757	Praf.g_00155
OG0001182	Pras.g_00758	Praf.g_00154
OG0001183	Pras.g_00759	Praf.g_00153
OG0001184	Pras.g_00762	Praf.g_00091
OG0001185	Pras.g_00765	Praf.g_00089
OG0001186	Pras.g_00766	Praf.g_00088
OG0001187	Pras.g_00768	Praf.g_00087
OG0001188	Pras.g_00769	Praf.g_00083
OG0001189	Pras.g_00770	Praf.g_00082
OG0001190	Pras.g_00771	Praf.g_00081
OG0001191	Pras.g_00772	Praf.g_00077
OG0001192	Pras.g_00773	Praf.g_00075
OG0001193	Pras.g_00774	Praf.g_00074
OG0001194	Pras.g_00775	Praf.g_00072
OG0001195	Pras.g_00776	Praf.g_00071
OG0001196	Pras.g_00777	Praf.g_00070
OG0001197	Pras.g_00778	Praf.g_00069
OG0001198	Pras.g_00779	Praf.g_00068
OG0001199	Pras.g_00780	Praf.g_00067
OG0001200	Pras.g_00781	Praf.g_00064
OG0001201	Pras.g_00782	Praf.g_00063
OG0001202	Pras.g_00783	Praf.g_00062
OG0001203	Pras.g_00785	Praf.g_00060
OG0001204	Pras.g_00787	Praf.g_00056
OG0001205	Pras.g_00788	Praf.g_00054
OG0001206	Pras.g_00789	Praf.g_00053
OG0001207	Pras.g_00790	Praf.g_02656
OG0001208	Pras.g_00791	Praf.g_02657
OG0001209	Pras.g_00792	Praf.g_02658
OG0001210	Pras.g_00793	Praf.g_02659
OG0001211	Pras.g_00794	Praf.g_02661
OG0001212	Pras.g_00795	Praf.g_02662
OG0001213	Pras.g_00796	Praf.g_02663
OG0001214	Pras.g_00798	Praf.g_02665
OG0001215	Pras.g_00799	Praf.g_02667
OG0001216	Pras.g_00800	Praf.g_02669
OG0001217	Pras.g_00801	Praf.g_02670
OG0001218	Pras.g_00802	Praf.g_02671
OG0001219	Pras.g_00804	Praf.g_02674
OG0001220	Pras.g_00805	Praf.g_02680
OG0001221	Pras.g_00808	Praf.g_02702
OG0001222	Pras.g_00809	Praf.g_02716
OG0001223	Pras.g_00810	Praf.g_02717
OG0001224	Pras.g_00812	Praf.g_02719
OG0001225	Pras.g_00813	Praf.g_02720
OG0001226	Pras.g_00814	Praf.g_02723
OG0001227	Pras.g_00815	Praf.g_02724
OG0001228	Pras.g_00816	Praf.g_02728
OG0001229	Pras.g_00817	Praf.g_02729
OG0001230	Pras.g_00818	Praf.g_02730
OG0001231	Pras.g_00819	Praf.g_02743
OG0001232	Pras.g_00820	Praf.g_02753
OG0001233	Pras.g_00821	Praf.g_02754
OG0001234	Pras.g_00822	Praf.g_02755
OG0001235	Pras.g_00823	Praf.g_02756
OG0001236	Pras.g_00825	Praf.g_02758
OG0001237	Pras.g_00826	Praf.g_02759
OG0001238	Pras.g_00828	Praf.g_02764
OG0001239	Pras.g_00829	Praf.g_02765
OG0001240	Pras.g_00830	Praf.g_02766
OG0001241	Pras.g_00832	Praf.g_02770
OG0001242	Pras.g_00834	Praf.g_02772
OG0001243	Pras.g_00835	Praf.g_02773
OG0001244	Pras.g_00836	Praf.g_02775
OG0001245	Pras.g_00837	Praf.g_02777
OG0001246	Pras.g_00838	Praf.g_02779
OG0001247	Pras.g_00839	Praf.g_02780
OG0001248	Pras.g_00840	Praf.g_02781
OG0001249	Pras.g_00841	Praf.g_02782
OG0001250	Pras.g_00842	Praf.g_02783
OG0001252	Pras.g_00989	Praf.g_02418
OG0001253	Pras.g_01001	Praf.g_02437
OG0001254	Pras.g_01133	Praf.g_02280
OG0001255	Pras.g_01186	Praf.g_02055
OG0001256	Pras.g_00176	Praf.g_01188, Praf.g_01190
OG0001257	Pras.g_01360	Praf.g_00597
OG0001258	Pras.g_01376	Praf.g_00615
OG0001259	Pras.g_01466	Praf.g_00738
OG0001261	Pras.g_01735	Praf.g_01591
OG0001262	Pras.g_01751	Praf.g_01614
OG0001264	Pras.g_01800	Praf.g_01460
OG0001265	Pras.g_01910	Praf.g_01333
OG0001266	Pras.g_01958	Praf.g_00991
OG0001267	Pras.g_00040	Praf.g_01134
OG0001268	Pras.g_00053	Praf.g_00852
OG0001269	Pras.g_00233	Praf.g_01893
OG0001270	Pras.g_00391	Praf.g_00976
OG0001272	Pras.g_00446	Praf.g_01248
OG0001273	Pras.g_00447	Praf.g_00639
OG0001274	Pras.g_00452	Praf.g_01145
OG0001275	Pras.g_00467	Praf.g_01950
OG0001276	Pras.g_00144	Praf.g_01484
OG0001278	Pras.g_00542	Praf.g_00492
OG0001279	Pras.g_00546	Praf.g_00487
OG0001280	Pras.g_00549	Praf.g_00484
OG0001281	Pras.g_00616	Praf.g_02197
OG0001282	Pras.g_00641	Praf.g_00474
OG0001283	Pras.g_00725	Praf.g_02392
OG0001284	Pras.g_00753	Praf.g_00159
OG0001285	Pras.g_00786	Praf.g_00058
OG0001286	Pras.g_00831	Praf.g_02768
OG0001287	Pras.g_00530	Praf.g_01095
OG0001288	Pras.g_01315	Praf.g_01988
OG0001290	Pras.g_00872	Praf.g_00036
OG0001292	Pras.g_00925	Praf.g_00315
OG0001293	Pras.g_00927	Praf.g_00313
OG0001294	Pras.g_00944	Praf.g_00260
OG0001296	Pras.g_00976	Praf.g_02402
OG0001298	Pras.g_01095	Praf.g_02206
OG0001299	Pras.g_01104	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001301	Pras.g_01513	Praf.g_01694
OG0001303	Pras.g_01657	Praf.g_01853
OG0001304	Pras.g_01925	Praf.g_01284
OG0001305	Pras.g_01930	Praf.g_01278
OG0001306	Pras.g_01966	Praf.g_02752
OG0001307	Pras.g_01975	Praf.g_01473
OG0001309	Pras.g_00003	Praf.g_00055
OG0001310	Pras.g_00014	Praf.g_01002, Praf.g_02648
OG0001311	Pras.g_00084	Praf.g_00926
OG0001312	Pras.g_00234	Praf.g_01894
OG0001313	Pras.g_00450	Praf.g_00017
OG0001314	Pras.g_00573	Praf.g_00454
OG0001315	Pras.g_00608	Praf.g_00403
OG0001316	Pras.g_00721	Praf.g_02387
OG0001318	Pras.g_00992	Praf.g_02429
OG0001319	Pras.g_01090	Praf.g_00387
OG0001320	Pras.g_01345	Praf.g_00676
OG0001322	Pras.g_01682	Praf.g_01257
OG0001323	Pras.g_01950	Praf.g_01640
OG0001324	Pras.g_01983	Praf.g_00969
OG0001326	Pras.g_00175	Praf.g_01082
OG0001327	Pras.g_00177	Praf.g_00805
OG0001329	Pras.g_00270	Praf.g_02762
OG0001330	Pras.g_00443	Praf.g_00497
OG0001331	Pras.g_00547	Praf.g_00486
OG0001332	Pras.g_00597	Praf.g_00426
OG0001333	Pras.g_00691	Praf.g_02111
OG0001334	Pras.g_00745	Praf.g_00176
OG0001335	Pras.g_00784	Praf.g_00061
OG0001336	Pras.g_00979	Praf.g_02404
OG0001337	Pras.g_00969	Praf.g_00217
OG0001339	Pras.g_01054	Praf.g_02522
OG0001340	Pras.g_01100	Praf.g_02211
OG0001341	Pras.g_01113	Praf.g_02252
OG0001342	Pras.g_01132	Praf.g_02279
OG0001343	Pras.g_01192	Praf.g_02048
OG0001344	Pras.g_01231	Praf.g_01750
OG0001345	Pras.g_01312	Praf.g_01991
OG0001346	Pras.g_01350	Praf.g_01910
OG0001347	Pras.g_01364	Praf.g_00601
OG0001348	Pras.g_01382	Praf.g_00624
OG0001351	Pras.g_01453	Praf.g_00722
OG0001353	Pras.g_01579	Praf.g_02550
OG0001355	Pras.g_01741	Praf.g_01598
OG0001357	Pras.g_01888	Praf.g_01351
OG0001358	Pras.g_01909	Praf.g_01334
OG0001359	Pras.g_00027	Praf.g_01037
OG0001360	Pras.g_00028	Praf.g_01038
OG0001361	Pras.g_00107	Praf.g_00893
OG0001362	Pras.g_00152	Praf.g_01769
OG0001366	Pras.g_00587	Praf.g_00436
OG0001367	Pras.g_00630	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001368	Pras.g_00752	Praf.g_00160
OG0001369	Pras.g_01911	Praf.g_01332
OG0001375	Pras.g_00986	Praf.g_02414
OG0001378	Pras.g_01124	Praf.g_02269
OG0001384	Pras.g_01397	Praf.g_00642
OG0001396	Pras.g_01892	Praf.g_01431
OG0001415	Pras.g_01178	Praf.g_02074
OG0001416	Pras.g_01399	Praf.g_00644
OG0001425	Pras.g_00462	Praf.g_01298
OG0001426	Pras.g_00827	Praf.g_02763
OG0001438	Pras.g_01496	Praf.g_01665
OG0001442	Pras.g_00017	Praf.g_00960
OG0001451	Pras.g_01276, Pras.g_01277	Praf.g_00331
OG0001455	Pras.g_00133	Praf.g_00966
OG0001466	Pras.g_00535	Praf.g_01297
OG0001467	Pras.g_00347	Praf.g_01791
OG0001470	Pras.g_01172	Praf.g_02333
OG0001471	Pras.g_01295	Praf.g_01576
OG0001472	Pras.g_01762	Praf.g_01231
OG0001474	Pras.g_01773, Pras.g_00311	Praf.g_02731
OG0001475	Pras.g_01943	Praf.g_02678
OG0001476	Pras.g_01944	Praf.g_02677
OG0001477	Pras.g_01945	Praf.g_02676
OG0001478	Pras.g_01951	Praf.g_01130
OG0001479	Pras.g_01978	Praf.g_00936
OG0001480	Pras.g_01987	Praf.g_01997
OG0001481	Pras.g_00072	Praf.g_00883
OG0001489	Pras.g_01228	Praf.g_02647, Praf.g_02091
OG0001492	Pras.g_01733	Praf.g_02169
OG0001493	Pras.g_01774	Praf.g_02732
OG0001494	Pras.g_01775	Praf.g_02733
OG0001495	Pras.g_01776	Praf.g_02734
OG0001496	Pras.g_01777	Praf.g_02735
OG0001497	Pras.g_01778	Praf.g_02736
OG0001498	Pras.g_01779	Praf.g_02737
OG0001499	Pras.g_01780	Praf.g_02738
OG0001500	Pras.g_01781	Praf.g_02739
OG0001501	Pras.g_01782	Praf.g_02740
OG0001502	Pras.g_01783	Praf.g_02741
OG0001503	Pras.g_01784	Praf.g_02742
OG0001504	Pras.g_01816	Praf.g_01496
OG0001508	Pras.g_00455	Praf.g_00977
OG0001513	Pras.g_00956	Praf.g_00246, Praf.g_01768
OG0001525	Pras.g_01336	Praf.g_00792
OG0001529	Pras.g_00155	Praf.g_01193
OG0001532	Pras.g_00876	Praf.g_00043
OG0001542	Pras.g_00459	Praf.g_00345
OG0001544	Pras.g_00130	Praf.g_02007
OG0001545	Pras.g_01797	Praf.g_01457
OG0001574	Pras.g_00143	Praf.g_01094
OG0001592	Pras.g_01254, Pras.g_01253	Praf.g_00353
OG0001593	Pras.g_01337	Praf.g_01578
OG0001596	Pras.g_01654	Praf.g_00545
OG0001605	Pras.g_00635	Praf.g_02174
OG0001621	Pras.g_01663	Praf.g_02092
OG0001623	Pras.g_01190	Praf.g_02050
OG0001630	Pras.g_00323	Praf.g_01861, Praf.g_01470
OG0001695	Pras.g_00306	Praf.g_00118
OG0001797	Pras.g_00880	Praf.g_01076
OG0001822	Pras.g_00286	Praf.g_02276
OG0001855	Pras.g_00228	Praf.g_01873
OG0001875	Pras.g_01267	Praf.g_01581
OG0001876	Pras.g_01264	Praf.g_01442
OG0002058	Pras.g_00296	Praf.g_00279
OG0002287	Pras.g_00305	Praf.g_00638
OG0002304	Pras.g_00315	Praf.g_02355
OG0003472	Pras.g_00317	Praf.g_01754
