Orthogroup	Syan	Prbm
OG0001131	Syan.g_00079	Prbm.g_00894
OG0001132	Syan.g_00100	Prbm.g_01103
OG0001133	Syan.g_00006	Prbm.g_01079
OG0001134	Syan.g_01146	Prbm.g_01910
OG0001135	Syan.g_01150	Prbm.g_01913
OG0001136	Syan.g_02699	Prbm.g_01552
OG0001137	Syan.g_02670	Prbm.g_01539
OG0001138	Syan.g_02638	Prbm.g_01518
OG0001139	Syan.g_02636	Prbm.g_01516
OG0001140	Syan.g_02635	Prbm.g_01515
OG0001141	Syan.g_02625	Prbm.g_01514
OG0001142	Syan.g_02624	Prbm.g_01513
OG0001143	Syan.g_02616	Prbm.g_01506
OG0001144	Syan.g_02596	Prbm.g_01501
OG0001145	Syan.g_01200	Prbm.g_01603
OG0001146	Syan.g_01219	Prbm.g_01615
OG0001147	Syan.g_02842	Prbm.g_01634
OG0001148	Syan.g_02775	Prbm.g_01662
OG0001149	Syan.g_02776	Prbm.g_01663
OG0001150	Syan.g_02777	Prbm.g_01664
OG0001151	Syan.g_02884	Prbm.g_01675
OG0001152	Syan.g_02885	Prbm.g_01676
OG0001153	Syan.g_02828	Prbm.g_01740
OG0001154	Syan.g_02829	Prbm.g_01741
OG0001156	Syan.g_02404	Prbm.g_01760
OG0001157	Syan.g_02403	Prbm.g_01761
OG0001158	Syan.g_02402	Prbm.g_01762
OG0001159	Syan.g_02401	Prbm.g_01763
OG0001160	Syan.g_01377	Prbm.g_01789
OG0001161	Syan.g_01594	Prbm.g_01586
OG0001162	Syan.g_02943	Prbm.g_01801
OG0001163	Syan.g_01385	Prbm.g_01833
OG0001164	Syan.g_01392	Prbm.g_01837
OG0001165	Syan.g_01397	Prbm.g_01840
OG0001166	Syan.g_01430	Prbm.g_01858
OG0001167	Syan.g_00992	Prbm.g_01876
OG0001168	Syan.g_01456	Prbm.g_01877
OG0001169	Syan.g_01458	Prbm.g_01879
OG0001170	Syan.g_01460	Prbm.g_01881
OG0001171	Syan.g_01470	Prbm.g_01891
OG0001172	Syan.g_02110	Prbm.g_01952
OG0001173	Syan.g_02111	Prbm.g_01953
OG0001174	Syan.g_02119	Prbm.g_01961
OG0001175	Syan.g_02120	Prbm.g_01962
OG0001176	Syan.g_02253	Prbm.g_01974
OG0001177	Syan.g_02256	Prbm.g_01972
OG0001179	Syan.g_02218	Prbm.g_02016
OG0001180	Syan.g_02191	Prbm.g_02039
OG0001181	Syan.g_02187	Prbm.g_02043
OG0001182	Syan.g_02179	Prbm.g_02052
OG0001183	Syan.g_02166	Prbm.g_02058
OG0001184	Syan.g_01929	Prbm.g_02074
OG0001185	Syan.g_01902	Prbm.g_02089
OG0001186	Syan.g_01864	Prbm.g_02140
OG0001187	Syan.g_01811	Prbm.g_02145
OG0001188	Syan.g_01806	Prbm.g_02147
OG0001189	Syan.g_01723	Prbm.g_02164
OG0001190	Syan.g_01565	Prbm.g_02169
OG0001191	Syan.g_01578	Prbm.g_02179
OG0001192	Syan.g_01585	Prbm.g_02184
OG0001193	Syan.g_01626	Prbm.g_02197
OG0001194	Syan.g_01627	Prbm.g_02198
OG0001195	Syan.g_01628	Prbm.g_02199
OG0001196	Syan.g_01693	Prbm.g_02219
OG0001197	Syan.g_01695	Prbm.g_02221
OG0001198	Syan.g_01793	Prbm.g_02230
OG0001199	Syan.g_02913	Prbm.g_00131
OG0001200	Syan.g_02915	Prbm.g_00133
OG0001201	Syan.g_02975	Prbm.g_00165
OG0001202	Syan.g_03084	Prbm.g_00259
OG0001203	Syan.g_02426	Prbm.g_00298
OG0001204	Syan.g_02097	Prbm.g_00304
OG0001205	Syan.g_01337	Prbm.g_00455
OG0001206	Syan.g_02880	Prbm.g_00491
OG0001207	Syan.g_02772	Prbm.g_00502
OG0001208	Syan.g_02762	Prbm.g_00508
OG0001209	Syan.g_01163	Prbm.g_00568
OG0001210	Syan.g_00830	Prbm.g_00573
OG0001211	Syan.g_00852	Prbm.g_00583
OG0001212	Syan.g_01002	Prbm.g_00626
OG0001213	Syan.g_01141	Prbm.g_00660
OG0001214	Syan.g_00814	Prbm.g_00668
OG0001215	Syan.g_00539	Prbm.g_00727
OG0001216	Syan.g_00319	Prbm.g_00744
OG0001217	Syan.g_00617	Prbm.g_00111
OG0001218	Syan.g_02837	Prbm.g_00785
OG0001219	Syan.g_00477	Prbm.g_00957
OG0001220	Syan.g_00203	Prbm.g_00867
OG0001221	Syan.g_01446	Prbm.g_00941
OG0001222	Syan.g_00552	Prbm.g_00889
OG0001223	Syan.g_00599	Prbm.g_01005
OG0001224	Syan.g_00294	Prbm.g_01060
OG0001225	Syan.g_00292	Prbm.g_01062
OG0001226	Syan.g_02922	Prbm.g_01945
OG0001227	Syan.g_00940	Prbm.g_01085
OG0001228	Syan.g_01938	Prbm.g_01498
OG0001229	Syan.g_02631	Prbm.g_01176
OG0001230	Syan.g_01288	Prbm.g_01701
OG0001231	Syan.g_01764	Prbm.g_00789
OG0001232	Syan.g_01439	Prbm.g_01862
OG0001233	Syan.g_01461	Prbm.g_01882
OG0001234	Syan.g_01995	Prbm.g_01964
OG0001235	Syan.g_02130	Prbm.g_01968
OG0001236	Syan.g_01933	Prbm.g_02071
OG0001237	Syan.g_01928	Prbm.g_02075
OG0001239	Syan.g_02910	Prbm.g_00128
OG0001240	Syan.g_02963	Prbm.g_00150
OG0001242	Syan.g_02297	Prbm.g_00178
OG0001243	Syan.g_02289	Prbm.g_00185
OG0001244	Syan.g_03004	Prbm.g_00201
OG0001245	Syan.g_00179	Prbm.g_01353
OG0001246	Syan.g_02734	Prbm.g_00538
OG0001247	Syan.g_00199	Prbm.g_00719
OG0001249	Syan.g_02150	Prbm.g_00395
OG0001251	Syan.g_00490	Prbm.g_01937
OG0001252	Syan.g_00304	Prbm.g_01055
OG0001253	Syan.g_00099	Prbm.g_01806
OG0001254	Syan.g_01148	Prbm.g_01912
OG0001256	Syan.g_01384	Prbm.g_01797
OG0001258	Syan.g_01395	Prbm.g_01838
OG0001259	Syan.g_01459	Prbm.g_01880
OG0001260	Syan.g_01478	Prbm.g_01897
OG0001261	Syan.g_02209	Prbm.g_02024
OG0001262	Syan.g_01721	Prbm.g_02162
OG0001263	Syan.g_02286	Prbm.g_00188
OG0001264	Syan.g_02949	Prbm.g_00528, Prbm.g_00529, Prbm.g_00530, Prbm.g_00036, Prbm.g_01982, Prbm.g_01828, Prbm.g_01595, Prbm.g_01985, Prbm.g_00532, Prbm.g_01289, Prbm.g_01287
OG0001277	Syan.g_00007	Prbm.g_02207
OG0001279	Syan.g_01306	Prbm.g_01171
OG0001282	Syan.g_02774	Prbm.g_01661
OG0001283	Syan.g_01687	Prbm.g_02215
OG0001284	Syan.g_01369	Prbm.g_01783
OG0001285	Syan.g_00977	Prbm.g_01865
OG0001286	Syan.g_02193	Prbm.g_02037
OG0001287	Syan.g_01894	Prbm.g_02096
OG0001289	Syan.g_02942	Prbm.g_00144
OG0001294	Syan.g_00758	Prbm.g_01649, Prbm.g_01584
OG0001295	Syan.g_00836	Prbm.g_01574
OG0001296	Syan.g_02728	Prbm.g_00543
OG0001297	Syan.g_02724	Prbm.g_00548
OG0001299	Syan.g_00764	Prbm.g_00698
OG0001303	Syan.g_00479	Prbm.g_01273
OG0001304	Syan.g_00345	Prbm.g_01046
OG0001305	Syan.g_00191	Prbm.g_00884
OG0001306	Syan.g_02714	Prbm.g_01564
OG0001308	Syan.g_01248	Prbm.g_01720
OG0001309	Syan.g_01196	Prbm.g_00552
OG0001310	Syan.g_01422	Prbm.g_01852
OG0001311	Syan.g_00358	Prbm.g_01038
OG0001312	Syan.g_00496	Prbm.g_00966
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbm.g_01169
OG0001315	Syan.g_02168	Prbm.g_02056
OG0001317	Syan.g_02422	Prbm.g_00294
OG0001318	Syan.g_02060	Prbm.g_00316
OG0001325	Syan.g_00323	Prbm.g_00747
OG0001326	Syan.g_01636	Prbm.g_01929
OG0001327	Syan.g_00753	Prbm.g_00918
OG0001328	Syan.g_02675	Prbm.g_00937
OG0001329	Syan.g_00838	Prbm.g_01805
OG0001330	Syan.g_01202	Prbm.g_01604
OG0001331	Syan.g_02779	Prbm.g_01666
OG0001332	Syan.g_00412	Prbm.g_01755
OG0001336	Syan.g_01688	Prbm.g_02216
OG0001337	Syan.g_02151	Prbm.g_00387
OG0001341	Syan.g_00524	Prbm.g_00091
OG0001345	Syan.g_02655	Prbm.g_01528
OG0001346	Syan.g_01214	Prbm.g_01612
OG0001347	Syan.g_01852	Prbm.g_02118
OG0001351	Syan.g_02804	Prbm.g_00481
OG0001354	Syan.g_00585	Prbm.g_00998
OG0001356	Syan.g_00067	Prbm.g_01145, Prbm.g_01433
OG0001357	Syan.g_01250	Prbm.g_00463
OG0001360	Syan.g_02653	Prbm.g_01526
OG0001365	Syan.g_01570	Prbm.g_02173
OG0001366	Syan.g_00616	Prbm.g_01650, Prbm.g_00039, Prbm.g_01684
OG0001368	Syan.g_02098	Prbm.g_01187, Prbm.g_01168
OG0001369	Syan.g_02962	Prbm.g_00149
OG0001371	Syan.g_02927, Syan.g_02928	Prbm.g_00713
OG0001373	Syan.g_01635	Prbm.g_01928
OG0001374	Syan.g_01644	Prbm.g_01936
OG0001376	Syan.g_00511	Prbm.g_00896
OG0001377	Syan.g_00510	Prbm.g_00897
OG0001378	Syan.g_02392	Prbm.g_00443
OG0001380	Syan.g_00442	Prbm.g_01573
OG0001385	Syan.g_01632	Prbm.g_01925
OG0001386	Syan.g_01633	Prbm.g_01926
OG0001387	Syan.g_01634	Prbm.g_01927
OG0001388	Syan.g_01637	Prbm.g_01930
OG0001389	Syan.g_01639	Prbm.g_01931
OG0001390	Syan.g_01640	Prbm.g_01932
OG0001391	Syan.g_01641	Prbm.g_01933
OG0001392	Syan.g_01642	Prbm.g_01934
OG0001393	Syan.g_01643	Prbm.g_01935
OG0001394	Syan.g_00722	Prbm.g_00945
OG0001395	Syan.g_00340	Prbm.g_01049
OG0001396	Syan.g_01851	Prbm.g_02119
OG0001398	Syan.g_02932	Prbm.g_00761
OG0001399	Syan.g_02175	Prbm.g_00080
OG0001401	Syan.g_00376	Prbm.g_01225, Prbm.g_00851
OG0001402	Syan.g_00011	Prbm.g_00655
OG0001403	Syan.g_01744	Prbm.g_00030
OG0001404	Syan.g_00343	Prbm.g_00125
OG0001406	Syan.g_00512	Prbm.g_00895
OG0001407	Syan.g_00455	Prbm.g_00900
OG0001408	Syan.g_00073	Prbm.g_00104
OG0001409	Syan.g_00284	Prbm.g_01540
OG0001415	Syan.g_01004	Prbm.g_00290
OG0001417	Syan.g_00583	Prbm.g_01583
OG0001418	Syan.g_02689	Prbm.g_00720
OG0001419	Syan.g_00454	Prbm.g_00781
OG0001420	Syan.g_01180	Prbm.g_01159
OG0001422	Syan.g_00645	Prbm.g_01080
OG0001425	Syan.g_01584	Prbm.g_02183
OG0001428	Syan.g_03039	Prbm.g_00231
OG0001429	Syan.g_00480	Prbm.g_00958
OG0001432	Syan.g_00092	Prbm.g_01027
OG0001433	Syan.g_00245	Prbm.g_01146, Prbm.g_01432
OG0001434	Syan.g_00717	Prbm.g_00949
OG0001435	Syan.g_00745	Prbm.g_00925
OG0001437	Syan.g_01005	Prbm.g_00289
OG0001439	Syan.g_01986	Prbm.g_00363
OG0001441	Syan.g_01191	Prbm.g_00555
OG0001442	Syan.g_00709	Prbm.g_01690
OG0001443	Syan.g_01590	Prbm.g_01919
OG0001447	Syan.g_02288	Prbm.g_00186
OG0001453	Syan.g_00608	Prbm.g_01008
OG0001454	Syan.g_00418	Prbm.g_01346
OG0001456	Syan.g_01646	Prbm.g_01592
OG0001457	Syan.g_01647	Prbm.g_01591
OG0001458	Syan.g_01648	Prbm.g_01590
OG0001459	Syan.g_02343	Prbm.g_01438
OG0001460	Syan.g_00244	Prbm.g_01431, Prbm.g_01147
OG0001461	Syan.g_00657	Prbm.g_00071
OG0001467	Syan.g_00107	Prbm.g_00117
OG0001471	Syan.g_01991	Prbm.g_01585
OG0001473	Syan.g_00133	Prbm.g_01645
OG0001474	Syan.g_02137	Prbm.g_00405
OG0001475	Syan.g_01833	Prbm.g_02136
OG0001476	Syan.g_00283	Prbm.g_01541
OG0001480	Syan.g_00072	Prbm.g_01189
OG0001486	Syan.g_02698	Prbm.g_01551
OG0001487	Syan.g_02836	Prbm.g_01748
OG0001488	Syan.g_02666	Prbm.g_01535
OG0001489	Syan.g_02182	Prbm.g_02049
OG0001495	Syan.g_02257	Prbm.g_01971
OG0001496	Syan.g_01154	Prbm.g_01831
OG0001497	Syan.g_01155	Prbm.g_01830
OG0001498	Syan.g_02317	Prbm.g_00424
OG0001504	Syan.g_02344	Prbm.g_01439
OG0001507	Syan.g_02695	Prbm.g_01157
OG0001508	Syan.g_01814	Prbm.g_02139
OG0001509	Syan.g_01832	Prbm.g_02121
OG0001510	Syan.g_01890	Prbm.g_02100
OG0001511	Syan.g_02983	Prbm.g_00169
OG0001512	Syan.g_02428	Prbm.g_01824
OG0001513	Syan.g_03078	Prbm.g_00046
OG0001515	Syan.g_00505	Prbm.g_00729
OG0001516	Syan.g_00172	Prbm.g_00695
OG0001517	Syan.g_02143	Prbm.g_00401
OG0001518	Syan.g_01582	Prbm.g_02182
OG0001519	Syan.g_01592	Prbm.g_02187
OG0001520	Syan.g_00943	Prbm.g_00467
OG0001522	Syan.g_00464	Prbm.g_00847
OG0001525	Syan.g_00831	Prbm.g_00086
OG0001528	Syan.g_01818	Prbm.g_02137
OG0001529	Syan.g_01730	Prbm.g_00050
OG0001530	Syan.g_02981	Prbm.g_00168
OG0001531	Syan.g_01511, Syan.g_02436	Prbm.g_00299
OG0001532	Syan.g_02637	Prbm.g_01517
OG0001534	Syan.g_00344	Prbm.g_01047
OG0001535	Syan.g_00362	Prbm.g_01036
OG0001536	Syan.g_00560	Prbm.g_00984
OG0001537	Syan.g_00729	Prbm.g_00942
OG0001538	Syan.g_00685	Prbm.g_00819
OG0001539	Syan.g_00750	Prbm.g_00920
OG0001540	Syan.g_02284	Prbm.g_00190
OG0001541	Syan.g_03048	Prbm.g_00239
OG0001542	Syan.g_03059	Prbm.g_00245
OG0001543	Syan.g_03110	Prbm.g_00892
OG0001544	Syan.g_01591	Prbm.g_02186
OG0001545	Syan.g_01661	Prbm.g_02206
OG0001549	Syan.g_00077	Prbm.g_00876
OG0001553	Syan.g_01282	Prbm.g_01707
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Prbm.g_01423
OG0001558	Syan.g_01760	Prbm.g_01221, Prbm.g_01282
OG0001559	Syan.g_02980	Prbm.g_00167
OG0001560	Syan.g_02969	Prbm.g_00157
OG0001561	Syan.g_00356	Prbm.g_01040
OG0001562	Syan.g_00650	Prbm.g_01030
OG0001563	Syan.g_02200	Prbm.g_02032
OG0001564	Syan.g_00082	Prbm.g_02124
OG0001566	Syan.g_01072	Prbm.g_00710
OG0001570	Syan.g_00636	Prbm.g_01241, Prbm.g_01240
OG0001575	Syan.g_00870	Prbm.g_00598
OG0001576	Syan.g_01242	Prbm.g_01623
OG0001577	Syan.g_02701	Prbm.g_01554
OG0001578	Syan.g_01652	Prbm.g_01294
OG0001584	Syan.g_00701	Prbm.g_00804
OG0001589	Syan.g_01463	Prbm.g_01884
OG0001591	Syan.g_00756	Prbm.g_00705
OG0001623	Syan.g_02154, Syan.g_00212, Syan.g_02158	Prbm.g_00389
OG0001634	Syan.g_00761	Prbm.g_00701
OG0001642	Syan.g_02603	Prbm.g_01643
OG0001644	Syan.g_00336	Prbm.g_00757
OG0001652	Syan.g_01762	Prbm.g_01219
OG0001659	Syan.g_02642	Prbm.g_01521
OG0001666	Syan.g_02339	Prbm.g_01437
OG0001671	Syan.g_03115, Syan.g_01514	Prbm.g_01212
OG0001673	Syan.g_02896	Prbm.g_00292
OG0001691	Syan.g_01609	Prbm.g_01050
OG0001692	Syan.g_01284	Prbm.g_01705
OG0001694	Syan.g_02021	Prbm.g_00338
OG0001695	Syan.g_01656	Prbm.g_02203
OG0001700	Syan.g_00938	Prbm.g_01430
OG0001703	Syan.g_02770	Prbm.g_00503
OG0001715	Syan.g_00415	Prbm.g_01192
OG0001733	Syan.g_00275	Prbm.g_01421
OG0001739	Syan.g_01654	Prbm.g_02202
OG0001740	Syan.g_01659	Prbm.g_02205
OG0001748	Syan.g_01516	Prbm.g_01213
OG0001769	Syan.g_00794	Prbm.g_01474
OG0001774	Syan.g_02509	Prbm.g_00711
OG0001782	Syan.g_01869	Prbm.g_00531, Prbm.g_01288
OG0001810	Syan.g_02265	Prbm.g_00738
OG0001816	Syan.g_00754	Prbm.g_00917
OG0001837	Syan.g_01515	Prbm.g_01214
OG0001907	Syan.g_00148	Prbm.g_00200
OG0001915	Syan.g_01702	Prbm.g_02223
OG0001954	Syan.g_00547	Prbm.g_01183
OG0001955	Syan.g_00517	Prbm.g_00098
OG0001962	Syan.g_02328	Prbm.g_00084, Prbm.g_00083, Prbm.g_00085
OG0001977	Syan.g_01621	Prbm.g_02193
OG0001978	Syan.g_01808	Prbm.g_01337, Prbm.g_01979
OG0001990	Syan.g_01660	Prbm.g_00069
OG0002018	Syan.g_01658	Prbm.g_02204
OG0002052	Syan.g_00061	Prbm.g_00890
OG0002097	Syan.g_01105	Prbm.g_02130
OG0002227	Syan.g_00243	Prbm.g_01425
OG0002229	Syan.g_01871	Prbm.g_02113
OG0002274	Syan.g_01104	Prbm.g_02129
OG0002347	Syan.g_01444	Prbm.g_01868
OG0002399	Syan.g_01314	Prbm.g_01448
OG0002591	Syan.g_00132	Prbm.g_01920
OG0002700	Syan.g_02461	Prbm.g_00082
OG0003068	Syan.g_01809	Prbm.g_01336
