Orthogroup	Syan	Prbe
OG0001134	Syan.g_01146	Prbe.g_00041
OG0001135	Syan.g_01150	Prbe.g_00044
OG0001136	Syan.g_02699	Prbe.g_01552
OG0001137	Syan.g_02670	Prbe.g_01540
OG0001138	Syan.g_02638	Prbe.g_01519
OG0001139	Syan.g_02636	Prbe.g_01517
OG0001140	Syan.g_02635	Prbe.g_01516
OG0001141	Syan.g_02625	Prbe.g_01515
OG0001142	Syan.g_02624	Prbe.g_01514
OG0001143	Syan.g_02616	Prbe.g_01507
OG0001144	Syan.g_02596	Prbe.g_01502
OG0001145	Syan.g_01200	Prbe.g_00901
OG0001146	Syan.g_01219	Prbe.g_00889
OG0001147	Syan.g_02842	Prbe.g_00869
OG0001148	Syan.g_02775	Prbe.g_00371
OG0001149	Syan.g_02776	Prbe.g_00370
OG0001150	Syan.g_02777	Prbe.g_00369
OG0001151	Syan.g_02884	Prbe.g_00358
OG0001152	Syan.g_02885	Prbe.g_00357
OG0001153	Syan.g_02828	Prbe.g_00279
OG0001154	Syan.g_02829	Prbe.g_00278
OG0001156	Syan.g_02404	Prbe.g_00258
OG0001157	Syan.g_02403	Prbe.g_00257
OG0001158	Syan.g_02402	Prbe.g_00256
OG0001159	Syan.g_02401	Prbe.g_00255
OG0001160	Syan.g_01377	Prbe.g_00229
OG0001161	Syan.g_01594	Prbe.g_01042
OG0001162	Syan.g_02943	Prbe.g_00017
OG0001163	Syan.g_01385	Prbe.g_00994
OG0001164	Syan.g_01392	Prbe.g_00990
OG0001165	Syan.g_01397	Prbe.g_00987
OG0001166	Syan.g_01430	Prbe.g_00966
OG0001167	Syan.g_00992	Prbe.g_00949
OG0001168	Syan.g_01456	Prbe.g_00947
OG0001169	Syan.g_01458	Prbe.g_00945
OG0001170	Syan.g_01460	Prbe.g_00943
OG0001171	Syan.g_01470	Prbe.g_00933
OG0001172	Syan.g_02110	Prbe.g_01113
OG0001173	Syan.g_02111	Prbe.g_01112
OG0001174	Syan.g_02119	Prbe.g_01104
OG0001175	Syan.g_02120	Prbe.g_01103
OG0001176	Syan.g_02253	Prbe.g_01095
OG0001177	Syan.g_02256	Prbe.g_01093
OG0001179	Syan.g_02218	Prbe.g_00853
OG0001180	Syan.g_02191	Prbe.g_00830
OG0001181	Syan.g_02187	Prbe.g_00826
OG0001182	Syan.g_02179	Prbe.g_00818
OG0001183	Syan.g_02166	Prbe.g_00813
OG0001184	Syan.g_01929	Prbe.g_00795
OG0001185	Syan.g_01902	Prbe.g_00779
OG0001186	Syan.g_01864	Prbe.g_00747
OG0001187	Syan.g_01811	Prbe.g_00750
OG0001188	Syan.g_01806	Prbe.g_00752
OG0001189	Syan.g_01723	Prbe.g_01146
OG0001190	Syan.g_01565	Prbe.g_01151
OG0001191	Syan.g_01578	Prbe.g_01161
OG0001192	Syan.g_01585	Prbe.g_01166
OG0001193	Syan.g_01626	Prbe.g_01178
OG0001194	Syan.g_01627	Prbe.g_01179
OG0001195	Syan.g_01628	Prbe.g_01180
OG0001196	Syan.g_01693	Prbe.g_01196
OG0001197	Syan.g_01695	Prbe.g_01198
OG0001198	Syan.g_01793	Prbe.g_01062
OG0001199	Syan.g_02913	Prbe.g_00179
OG0001200	Syan.g_02915	Prbe.g_00181
OG0001201	Syan.g_02975	Prbe.g_01650
OG0001202	Syan.g_03084	Prbe.g_01748
OG0001203	Syan.g_02426	Prbe.g_01790
OG0001204	Syan.g_02097	Prbe.g_01796
OG0001205	Syan.g_01337	Prbe.g_01943
OG0001206	Syan.g_02880	Prbe.g_00667
OG0001207	Syan.g_02772	Prbe.g_00656
OG0001208	Syan.g_02762	Prbe.g_00651
OG0001209	Syan.g_01163	Prbe.g_00600
OG0001210	Syan.g_00830	Prbe.g_00595
OG0001211	Syan.g_00852	Prbe.g_00585
OG0001212	Syan.g_01002	Prbe.g_00538
OG0001213	Syan.g_01141	Prbe.g_00503
OG0001214	Syan.g_00814	Prbe.g_01483
OG0001215	Syan.g_00539	Prbe.g_00465
OG0001216	Syan.g_00319	Prbe.g_01216
OG0001217	Syan.g_00617	Prbe.g_00055
OG0001218	Syan.g_02837	Prbe.g_01612
OG0001219	Syan.g_00477	Prbe.g_01321
OG0001220	Syan.g_00203	Prbe.g_01278
OG0001221	Syan.g_01446	Prbe.g_00428
OG0001222	Syan.g_00552	Prbe.g_01400
OG0001223	Syan.g_00599	Prbe.g_01368
OG0001224	Syan.g_00294	Prbe.g_01301
OG0001225	Syan.g_00292	Prbe.g_01299
OG0001226	Syan.g_02922	Prbe.g_00495
OG0001227	Syan.g_00940	Prbe.g_01597
OG0001228	Syan.g_01938	Prbe.g_01499
OG0001229	Syan.g_02631	Prbe.g_01611
OG0001230	Syan.g_01288	Prbe.g_00318
OG0001231	Syan.g_01764	Prbe.g_01920
OG0001232	Syan.g_01439	Prbe.g_00962
OG0001233	Syan.g_01461	Prbe.g_00942
OG0001234	Syan.g_01995	Prbe.g_01101
OG0001235	Syan.g_02130	Prbe.g_01097
OG0001236	Syan.g_01933	Prbe.g_00798
OG0001237	Syan.g_01928	Prbe.g_00794
OG0001239	Syan.g_02910	Prbe.g_00176
OG0001240	Syan.g_02963	Prbe.g_01633
OG0001242	Syan.g_02297	Prbe.g_01663
OG0001243	Syan.g_02289	Prbe.g_01670
OG0001244	Syan.g_03004	Prbe.g_01685
OG0001245	Syan.g_00179	Prbe.g_01588
OG0001247	Syan.g_00199	Prbe.g_00458
OG0001249	Syan.g_02150	Prbe.g_01889
OG0001250	Syan.g_00382	Prbe.g_01265
OG0001251	Syan.g_00490	Prbe.g_00106
OG0001252	Syan.g_00304	Prbe.g_01306
OG0001253	Syan.g_00099	Prbe.g_00492
OG0001254	Syan.g_01148	Prbe.g_00043
OG0001256	Syan.g_01384	Prbe.g_00222
OG0001258	Syan.g_01395	Prbe.g_00989
OG0001259	Syan.g_01459	Prbe.g_00944
OG0001260	Syan.g_01478	Prbe.g_00927
OG0001261	Syan.g_02209	Prbe.g_00845
OG0001262	Syan.g_01721	Prbe.g_01144
OG0001263	Syan.g_02286	Prbe.g_01672
OG0001265	Syan.g_02299	Prbe.g_01662
OG0001266	Syan.g_03088	Prbe.g_01752
OG0001267	Syan.g_02023	Prbe.g_01834
OG0001268	Syan.g_02138	Prbe.g_01897
OG0001270	Syan.g_02393	Prbe.g_01932
OG0001271	Syan.g_02849	Prbe.g_00661
OG0001272	Syan.g_02758	Prbe.g_00647
OG0001274	Syan.g_01528	Prbe.g_01776
OG0001275	Syan.g_00628	Prbe.g_01378
OG0001276	Syan.g_00360	Prbe.g_01392
OG0001277	Syan.g_00007	Prbe.g_01184
OG0001278	Syan.g_02585	Prbe.g_01495
OG0001279	Syan.g_01306	Prbe.g_00721
OG0001281	Syan.g_01220	Prbe.g_00888
OG0001282	Syan.g_02774	Prbe.g_00372
OG0001283	Syan.g_01687	Prbe.g_01193
OG0001284	Syan.g_01369	Prbe.g_00236
OG0001285	Syan.g_00977	Prbe.g_00959
OG0001286	Syan.g_02193	Prbe.g_00832
OG0001287	Syan.g_01894	Prbe.g_00772
OG0001289	Syan.g_02942	Prbe.g_00191
OG0001291	Syan.g_02273	Prbe.g_01680
OG0001292	Syan.g_02091	Prbe.g_01801
OG0001293	Syan.g_02051	Prbe.g_01814
OG0001295	Syan.g_00836	Prbe.g_00005
OG0001296	Syan.g_02728	Prbe.g_00624
OG0001297	Syan.g_02724	Prbe.g_00619
OG0001298	Syan.g_00944	Prbe.g_00558
OG0001299	Syan.g_00764	Prbe.g_01452
OG0001303	Syan.g_00479	Prbe.g_01023
OG0001304	Syan.g_00345	Prbe.g_01405
OG0001305	Syan.g_00191	Prbe.g_01293
OG0001306	Syan.g_02714	Prbe.g_01564
OG0001308	Syan.g_01248	Prbe.g_00301
OG0001309	Syan.g_01196	Prbe.g_00194
OG0001310	Syan.g_01422	Prbe.g_00972
OG0001311	Syan.g_00358	Prbe.g_01394
OG0001312	Syan.g_00496	Prbe.g_01330
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbe.g_00688
OG0001315	Syan.g_02168	Prbe.g_01602
OG0001317	Syan.g_02422	Prbe.g_01786
OG0001318	Syan.g_02060	Prbe.g_01810
OG0001319	Syan.g_02034	Prbe.g_01827
OG0001323	Syan.g_01193	Prbe.g_00614
OG0001325	Syan.g_00323	Prbe.g_01435
OG0001327	Syan.g_00753	Prbe.g_00405
OG0001328	Syan.g_02675	Prbe.g_00912
OG0001329	Syan.g_00838	Prbe.g_01026
OG0001330	Syan.g_01202	Prbe.g_00205
OG0001331	Syan.g_02779	Prbe.g_00367
OG0001332	Syan.g_00412	Prbe.g_00265
OG0001333	Syan.g_01455	Prbe.g_00948
OG0001337	Syan.g_02151	Prbe.g_01884
OG0001341	Syan.g_00524	Prbe.g_01604
OG0001345	Syan.g_02655	Prbe.g_01529
OG0001346	Syan.g_01214	Prbe.g_00892
OG0001349	Syan.g_01131	Prbe.g_00349
OG0001351	Syan.g_02804	Prbe.g_00675
OG0001353	Syan.g_00372	Prbe.g_01255
OG0001354	Syan.g_00585	Prbe.g_01360
OG0001356	Syan.g_00067	Prbe.g_00997
OG0001357	Syan.g_01250	Prbe.g_01628
OG0001364	Syan.g_01950	Prbe.g_00807
OG0001365	Syan.g_01570	Prbe.g_01155
OG0001368	Syan.g_02098	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001369	Syan.g_02962	Prbe.g_01632
OG0001371	Syan.g_02927, Syan.g_02928	Prbe.g_00453
OG0001379	Syan.g_01206	Prbe.g_00899
OG0001380	Syan.g_00442	Prbe.g_01614
OG0001382	Syan.g_00680	Prbe.g_01617
OG0001394	Syan.g_00722	Prbe.g_00432
OG0001398	Syan.g_02932	Prbe.g_00028
OG0001401	Syan.g_00376	Prbe.g_01260
OG0001402	Syan.g_00011	Prbe.g_00509
OG0001403	Syan.g_01744	Prbe.g_00131
OG0001404	Syan.g_00343	Prbe.g_00173
OG0001407	Syan.g_00455	Prbe.g_01621
OG0001409	Syan.g_00284	Prbe.g_01541
OG0001411	Syan.g_01125	Prbe.g_00166
OG0001415	Syan.g_01004	Prbe.g_01783
OG0001418	Syan.g_02689	Prbe.g_00459
OG0001419	Syan.g_00454	Prbe.g_01620
OG0001422	Syan.g_00645	Prbe.g_01624
OG0001423	Syan.g_01318	Prbe.g_00698
OG0001425	Syan.g_01584	Prbe.g_01165
OG0001428	Syan.g_03039	Prbe.g_01720
OG0001429	Syan.g_00480	Prbe.g_01322
OG0001433	Syan.g_00245	Prbe.g_00998
OG0001434	Syan.g_00717	Prbe.g_00437
OG0001435	Syan.g_00745	Prbe.g_00413
OG0001437	Syan.g_01005	Prbe.g_01782
OG0001443	Syan.g_01590	Prbe.g_01610
OG0001460	Syan.g_00244	Prbe.g_00999
OG0001461	Syan.g_00657	Prbe.g_00157
OG0001467	Syan.g_00107	Prbe.g_00378
OG0001476	Syan.g_00283	Prbe.g_01542
OG0001486	Syan.g_02698	Prbe.g_01551
OG0001487	Syan.g_02836	Prbe.g_00271
OG0001488	Syan.g_02666	Prbe.g_01536
OG0001489	Syan.g_02182	Prbe.g_00821
OG0001496	Syan.g_01154	Prbe.g_00742
OG0001497	Syan.g_01155	Prbe.g_00743
OG0001498	Syan.g_02317	Prbe.g_01916
OG0001510	Syan.g_01890	Prbe.g_00768
OG0001511	Syan.g_02983	Prbe.g_01654
OG0001512	Syan.g_02428	Prbe.g_01606
OG0001513	Syan.g_03078	Prbe.g_01053
OG0001515	Syan.g_00505	Prbe.g_00467
OG0001516	Syan.g_00172	Prbe.g_01455
OG0001517	Syan.g_02143	Prbe.g_01893
OG0001518	Syan.g_01582	Prbe.g_01164
OG0001519	Syan.g_01592	Prbe.g_01169
OG0001522	Syan.g_00464	Prbe.g_01256
OG0001525	Syan.g_00831	Prbe.g_01020
OG0001527	Syan.g_00867	Prbe.g_00572
OG0001529	Syan.g_01730	Prbe.g_00141
OG0001530	Syan.g_02981	Prbe.g_01653
OG0001531	Syan.g_01511, Syan.g_02436	Prbe.g_01791
OG0001532	Syan.g_02637	Prbe.g_01518
OG0001534	Syan.g_00344	Prbe.g_01406
OG0001535	Syan.g_00362	Prbe.g_01390
OG0001536	Syan.g_00560	Prbe.g_01346
OG0001537	Syan.g_00729	Prbe.g_00429
OG0001538	Syan.g_00685	Prbe.g_01227
OG0001539	Syan.g_00750	Prbe.g_00407
OG0001540	Syan.g_02284	Prbe.g_01674
OG0001541	Syan.g_03048	Prbe.g_01728
OG0001542	Syan.g_03059	Prbe.g_01734
OG0001543	Syan.g_03110	Prbe.g_00907
OG0001544	Syan.g_01591	Prbe.g_01168
OG0001545	Syan.g_01661	Prbe.g_01183
OG0001549	Syan.g_00077	Prbe.g_01287
OG0001557	Syan.g_00721	Prbe.g_00433
OG0001559	Syan.g_02980	Prbe.g_01652
OG0001560	Syan.g_02969	Prbe.g_01641
OG0001561	Syan.g_00356	Prbe.g_01396
OG0001562	Syan.g_00650	Prbe.g_01383
OG0001563	Syan.g_02200	Prbe.g_00837
OG0001564	Syan.g_00082	Prbe.g_00160
OG0001566	Syan.g_01072	Prbe.g_00450
OG0001574	Syan.g_00865	Prbe.g_00574
OG0001575	Syan.g_00870	Prbe.g_00569
OG0001576	Syan.g_01242	Prbe.g_00879
OG0001577	Syan.g_02701	Prbe.g_01554
OG0001580	Syan.g_01551	Prbe.g_00148
OG0001584	Syan.g_00701	Prbe.g_01442
OG0001587	Syan.g_01482	Prbe.g_00925
OG0001588	Syan.g_02262	Prbe.g_01923
OG0001589	Syan.g_01463	Prbe.g_00940
OG0001591	Syan.g_00756	Prbe.g_00446
OG0001592	Syan.g_01552	Prbe.g_00147
OG0001614	Syan.g_01905	Prbe.g_00780
OG0001616	Syan.g_02649	Prbe.g_01526
OG0001617	Syan.g_01033	Prbe.g_01201
OG0001619	Syan.g_00549	Prbe.g_01339
OG0001620	Syan.g_02131	Prbe.g_01901
OG0001621	Syan.g_02064	Prbe.g_01806
OG0001622	Syan.g_01686	Prbe.g_01192
OG0001636	Syan.g_01738	Prbe.g_00135
OG0001638	Syan.g_01418	Prbe.g_00974
OG0001639	Syan.g_02407	Prbe.g_00262
OG0001640	Syan.g_00309	Prbe.g_01309
OG0001641	Syan.g_00606	Prbe.g_01371
OG0001642	Syan.g_02603	Prbe.g_01276
OG0001643	Syan.g_00811	Prbe.g_01480
OG0001644	Syan.g_00336	Prbe.g_01425
OG0001654	Syan.g_02409	Prbe.g_00264
OG0001657	Syan.g_03019	Prbe.g_01703
OG0001658	Syan.g_01564	Prbe.g_00143
OG0001659	Syan.g_02642	Prbe.g_00008
OG0001669	Syan.g_02176	Prbe.g_00875, Prbe.g_01043
OG0001678	Syan.g_02109	Prbe.g_00918
OG0001679	Syan.g_02307	Prbe.g_01888
OG0001691	Syan.g_01609	Prbe.g_01311
OG0001693	Syan.g_00196	Prbe.g_01041
OG0001717	Syan.g_03034	Prbe.g_00737
OG0001733	Syan.g_00275	Prbe.g_01001
OG0001747	Syan.g_01930, Syan.g_02260	Prbe.g_01924
OG0001769	Syan.g_00794	Prbe.g_01601
OG0001771	Syan.g_01176	Prbe.g_01129
OG0001807	Syan.g_01955	Prbe.g_00159
OG0001917	Syan.g_00361	Prbe.g_01391
OG0001955	Syan.g_00517	Prbe.g_00016
OG0001977	Syan.g_01621	Prbe.g_01174
OG0001996	Syan.g_01746	Prbe.g_00129
OG0002003	Syan.g_00010	Prbe.g_00063
OG0002019	Syan.g_01903	Prbe.g_00011
OG0002052	Syan.g_00061	Prbe.g_01401
OG0002122	Syan.g_00009	Prbe.g_00064
OG0002246	Syan.g_02323	Prbe.g_01037
OG0002379	Syan.g_00214	Prbe.g_01038
OG0002389	Syan.g_02178	Prbe.g_00817
OG0002703	Syan.g_01827	Prbe.g_00086
OG0002835	Syan.g_00515	Prbe.g_01034
OG0003084	Syan.g_01490	Prbe.g_00995
