Orthogroup	Syan	Praj
OG0001182	Syan.g_02179	Praj.g_01970
OG0001183	Syan.g_02166	Praj.g_01976
OG0001184	Syan.g_01929	Praj.g_01992
OG0001185	Syan.g_01902	Praj.g_02007
OG0001186	Syan.g_01864	Praj.g_02046
OG0001187	Syan.g_01811	Praj.g_02060
OG0001188	Syan.g_01806	Praj.g_02062
OG0001189	Syan.g_01723	Praj.g_02079
OG0001190	Syan.g_01565	Praj.g_02084
OG0001191	Syan.g_01578	Praj.g_02094
OG0001192	Syan.g_01585	Praj.g_02099
OG0001193	Syan.g_01626	Praj.g_02112
OG0001194	Syan.g_01627	Praj.g_02113
OG0001195	Syan.g_01628	Praj.g_02114
OG0001196	Syan.g_01693	Praj.g_02136
OG0001197	Syan.g_01695	Praj.g_02138
OG0001198	Syan.g_01793	Praj.g_02146
OG0001199	Syan.g_02913	Praj.g_00112
OG0001200	Syan.g_02915	Praj.g_00114
OG0001201	Syan.g_02975	Praj.g_00146
OG0001202	Syan.g_03084	Praj.g_00239
OG0001203	Syan.g_02426	Praj.g_00278
OG0001204	Syan.g_02097	Praj.g_00284
OG0001205	Syan.g_01337	Praj.g_00439
OG0001206	Syan.g_02880	Praj.g_00458
OG0001207	Syan.g_02772	Praj.g_00469
OG0001208	Syan.g_02762	Praj.g_00475
OG0001209	Syan.g_01163	Praj.g_00526
OG0001210	Syan.g_00830	Praj.g_00531
OG0001211	Syan.g_00852	Praj.g_00541
OG0001212	Syan.g_01002	Praj.g_00583
OG0001213	Syan.g_01141	Praj.g_00617
OG0001214	Syan.g_00814	Praj.g_00625
OG0001215	Syan.g_00539	Praj.g_00683
OG0001216	Syan.g_00319	Praj.g_00700
OG0001217	Syan.g_00617	Praj.g_00091
OG0001218	Syan.g_02837	Praj.g_00740
OG0001219	Syan.g_00477	Praj.g_00915
OG0001220	Syan.g_00203	Praj.g_00825
OG0001221	Syan.g_01446	Praj.g_00899
OG0001222	Syan.g_00552	Praj.g_00847
OG0001223	Syan.g_00599	Praj.g_00964
OG0001224	Syan.g_00294	Praj.g_01020
OG0001225	Syan.g_00292	Praj.g_01022
OG0001227	Syan.g_00940	Praj.g_01045
OG0001228	Syan.g_01938	Praj.g_01411
OG0001229	Syan.g_02631	Praj.g_01160
OG0001230	Syan.g_01288	Praj.g_01623
OG0001231	Syan.g_01764	Praj.g_00744
OG0001232	Syan.g_01439	Praj.g_01789
OG0001233	Syan.g_01461	Praj.g_01809
OG0001234	Syan.g_01995	Praj.g_01884
OG0001235	Syan.g_02130	Praj.g_01888
OG0001236	Syan.g_01933	Praj.g_01989
OG0001237	Syan.g_01928	Praj.g_01993
OG0001239	Syan.g_02910	Praj.g_00109
OG0001240	Syan.g_02963	Praj.g_00131
OG0001242	Syan.g_02297	Praj.g_00159
OG0001243	Syan.g_02289	Praj.g_00166
OG0001244	Syan.g_03004	Praj.g_00182
OG0001245	Syan.g_00179	Praj.g_01244
OG0001246	Syan.g_02734	Praj.g_00496
OG0001247	Syan.g_00199	Praj.g_00676
OG0001249	Syan.g_02150	Praj.g_00373
OG0001251	Syan.g_00490	Praj.g_01858
OG0001252	Syan.g_00304	Praj.g_01015
OG0001253	Syan.g_00099	Praj.g_01728
OG0001254	Syan.g_01148	Praj.g_01834
OG0001256	Syan.g_01384	Praj.g_01719
OG0001259	Syan.g_01459	Praj.g_01807
OG0001260	Syan.g_01478	Praj.g_01824
OG0001261	Syan.g_02209	Praj.g_01943
OG0001262	Syan.g_01721	Praj.g_02077
OG0001263	Syan.g_02286	Praj.g_00169
OG0001264	Syan.g_02949	Praj.g_01508, Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595
OG0001277	Syan.g_00007	Praj.g_02123
OG0001279	Syan.g_01306	Praj.g_01155
OG0001281	Syan.g_01220	Praj.g_01533
OG0001282	Syan.g_02774	Praj.g_01576
OG0001283	Syan.g_01687	Praj.g_02132
OG0001284	Syan.g_01369	Praj.g_01705
OG0001285	Syan.g_00977	Praj.g_01792
OG0001286	Syan.g_02193	Praj.g_01956
OG0001287	Syan.g_01894	Praj.g_02014
OG0001289	Syan.g_02942	Praj.g_00125
OG0001294	Syan.g_00758	Praj.g_01564, Praj.g_01497
OG0001295	Syan.g_00836	Praj.g_01485
OG0001296	Syan.g_02728	Praj.g_00501
OG0001297	Syan.g_02724	Praj.g_00506
OG0001299	Syan.g_00764	Praj.g_00655
OG0001303	Syan.g_00479	Praj.g_01344
OG0001304	Syan.g_00345	Praj.g_01006
OG0001305	Syan.g_00191	Praj.g_00842
OG0001306	Syan.g_02714	Praj.g_01475
OG0001308	Syan.g_01248	Praj.g_01642
OG0001309	Syan.g_01196	Praj.g_00510
OG0001310	Syan.g_01422	Praj.g_01779
OG0001311	Syan.g_00358	Praj.g_00998
OG0001312	Syan.g_00496	Praj.g_00924
OG0001315	Syan.g_02168	Praj.g_01974
OG0001317	Syan.g_02422	Praj.g_00274
OG0001318	Syan.g_02060	Praj.g_00295
OG0001325	Syan.g_00323	Praj.g_00703
OG0001326	Syan.g_01636	Praj.g_01850
OG0001327	Syan.g_00753	Praj.g_00876
OG0001328	Syan.g_02675	Praj.g_00895
OG0001329	Syan.g_00838	Praj.g_01727
OG0001330	Syan.g_01202	Praj.g_01521
OG0001331	Syan.g_02779	Praj.g_01581
OG0001332	Syan.g_00412	Praj.g_01677
OG0001336	Syan.g_01688	Praj.g_02133
OG0001337	Syan.g_02151	Praj.g_00367
OG0001341	Syan.g_00524	Praj.g_00069
OG0001345	Syan.g_02655	Praj.g_01441
OG0001346	Syan.g_01214	Praj.g_01529
OG0001347	Syan.g_01852	Praj.g_02039
OG0001351	Syan.g_02804	Praj.g_00448
OG0001354	Syan.g_00585	Praj.g_00956
OG0001356	Syan.g_00067	Praj.g_01119
OG0001357	Syan.g_01250	Praj.g_01222
OG0001358	Syan.g_00017	Praj.g_00608
OG0001360	Syan.g_02653	Praj.g_01439
OG0001365	Syan.g_01570	Praj.g_02088
OG0001366	Syan.g_00616	Praj.g_01565, Praj.g_00037, Praj.g_01597
OG0001368	Syan.g_02098	Praj.g_01171, Praj.g_01152
OG0001369	Syan.g_02962	Praj.g_00130
OG0001371	Syan.g_02927, Syan.g_02928	Praj.g_00671
OG0001373	Syan.g_01635	Praj.g_01849
OG0001374	Syan.g_01644	Praj.g_01857
OG0001376	Syan.g_00511	Praj.g_00854
OG0001377	Syan.g_00510	Praj.g_00855
OG0001378	Syan.g_02392	Praj.g_00428
OG0001380	Syan.g_00442	Praj.g_01484
OG0001385	Syan.g_01632	Praj.g_01846
OG0001386	Syan.g_01633	Praj.g_01847
OG0001387	Syan.g_01634	Praj.g_01848
OG0001388	Syan.g_01637	Praj.g_01851
OG0001389	Syan.g_01639	Praj.g_01852
OG0001390	Syan.g_01640	Praj.g_01853
OG0001391	Syan.g_01641	Praj.g_01854
OG0001392	Syan.g_01642	Praj.g_01855
OG0001393	Syan.g_01643	Praj.g_01856
OG0001394	Syan.g_00722	Praj.g_00903
OG0001395	Syan.g_00340	Praj.g_01009
OG0001396	Syan.g_01851	Praj.g_02040
OG0001398	Syan.g_02932	Praj.g_00717
OG0001401	Syan.g_00376	Praj.g_00807
OG0001402	Syan.g_00011	Praj.g_00612
OG0001403	Syan.g_01744	Praj.g_00030
OG0001404	Syan.g_00343	Praj.g_00106
OG0001406	Syan.g_00512	Praj.g_00853
OG0001407	Syan.g_00455	Praj.g_00858
OG0001408	Syan.g_00073	Praj.g_00082
OG0001409	Syan.g_00284	Praj.g_01453
OG0001415	Syan.g_01004	Praj.g_00270
OG0001417	Syan.g_00583	Praj.g_01496
OG0001418	Syan.g_02689	Praj.g_00677
OG0001419	Syan.g_00454	Praj.g_00736
OG0001420	Syan.g_01180	Praj.g_01142
OG0001422	Syan.g_00645	Praj.g_01041
OG0001423	Syan.g_01318	Praj.g_01598
OG0001425	Syan.g_01584	Praj.g_02098
OG0001429	Syan.g_00480	Praj.g_00916
OG0001432	Syan.g_00092	Praj.g_00988
OG0001433	Syan.g_00245	Praj.g_01118
OG0001434	Syan.g_00717	Praj.g_00908
OG0001435	Syan.g_00745	Praj.g_00883
OG0001437	Syan.g_01005	Praj.g_00269
OG0001439	Syan.g_01986	Praj.g_00342
OG0001441	Syan.g_01191	Praj.g_00513
OG0001442	Syan.g_00709	Praj.g_01612
OG0001443	Syan.g_01590	Praj.g_01841
OG0001447	Syan.g_02288	Praj.g_00167
OG0001453	Syan.g_00608	Praj.g_00967
OG0001454	Syan.g_00418	Praj.g_01237
OG0001456	Syan.g_01646	Praj.g_01503
OG0001457	Syan.g_01647	Praj.g_01502
OG0001458	Syan.g_01648	Praj.g_01501
OG0001459	Syan.g_02343	Praj.g_01123
OG0001460	Syan.g_00244	Praj.g_01117
OG0001461	Syan.g_00657	Praj.g_01381
OG0001467	Syan.g_00107	Praj.g_00098
OG0001471	Syan.g_01991	Praj.g_01498
OG0001473	Syan.g_00133	Praj.g_01560
OG0001474	Syan.g_02137	Praj.g_00385
OG0001475	Syan.g_01833	Praj.g_02052
OG0001476	Syan.g_00283	Praj.g_01454
OG0001480	Syan.g_00072	Praj.g_01173
OG0001487	Syan.g_02836	Praj.g_01670
OG0001488	Syan.g_02666	Praj.g_01448
OG0001489	Syan.g_02182	Praj.g_01967
OG0001495	Syan.g_02257	Praj.g_01890
OG0001496	Syan.g_01154	Praj.g_01368
OG0001497	Syan.g_01155	Praj.g_01369
OG0001498	Syan.g_02317	Praj.g_00404
OG0001504	Syan.g_02344	Praj.g_01124
OG0001507	Syan.g_02695	Praj.g_01140
OG0001508	Syan.g_01814	Praj.g_02053
OG0001510	Syan.g_01890	Praj.g_02018
OG0001511	Syan.g_02983	Praj.g_00150
OG0001512	Syan.g_02428	Praj.g_01746
OG0001513	Syan.g_03078	Praj.g_00041
OG0001515	Syan.g_00505	Praj.g_00685
OG0001516	Syan.g_00172	Praj.g_00652
OG0001517	Syan.g_02143	Praj.g_00381
OG0001518	Syan.g_01582	Praj.g_02097
OG0001519	Syan.g_01592	Praj.g_02102
OG0001522	Syan.g_00464	Praj.g_00803
OG0001525	Syan.g_00831	Praj.g_01760, Praj.g_00060
OG0001528	Syan.g_01818	Praj.g_02056
OG0001529	Syan.g_01730	Praj.g_00045
OG0001530	Syan.g_02981	Praj.g_00149
OG0001531	Syan.g_01511, Syan.g_02436	Praj.g_00279
OG0001532	Syan.g_02637	Praj.g_01431
OG0001534	Syan.g_00344	Praj.g_01007
OG0001535	Syan.g_00362	Praj.g_00996
OG0001536	Syan.g_00560	Praj.g_00942
OG0001537	Syan.g_00729	Praj.g_00900
OG0001538	Syan.g_00685	Praj.g_00774
OG0001539	Syan.g_00750	Praj.g_00878
OG0001540	Syan.g_02284	Praj.g_00171
OG0001541	Syan.g_03048	Praj.g_00219
OG0001542	Syan.g_03059	Praj.g_00225
OG0001543	Syan.g_03110	Praj.g_00850
OG0001544	Syan.g_01591	Praj.g_02101
OG0001545	Syan.g_01661	Praj.g_02122
OG0001549	Syan.g_00077	Praj.g_00834
OG0001553	Syan.g_01282	Praj.g_01629
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Praj.g_01109
OG0001557	Syan.g_00721	Praj.g_00904
OG0001559	Syan.g_02980	Praj.g_00148
OG0001560	Syan.g_02969	Praj.g_00138
OG0001561	Syan.g_00356	Praj.g_01000
OG0001562	Syan.g_00650	Praj.g_00990
OG0001563	Syan.g_02200	Praj.g_01951
OG0001566	Syan.g_01072	Praj.g_00667
OG0001570	Syan.g_00636	Praj.g_01284
OG0001575	Syan.g_00870	Praj.g_00556
OG0001576	Syan.g_01242	Praj.g_01541
OG0001577	Syan.g_02701	Praj.g_01465
OG0001578	Syan.g_01652	Praj.g_01362
OG0001584	Syan.g_00701	Praj.g_00759
OG0001589	Syan.g_01463	Praj.g_01811
OG0001591	Syan.g_00756	Praj.g_00662
OG0001623	Syan.g_02154, Syan.g_00212, Syan.g_02158	Praj.g_00369
OG0001634	Syan.g_00761	Praj.g_00658
OG0001642	Syan.g_02603	Praj.g_01558
OG0001644	Syan.g_00336	Praj.g_00713
OG0001659	Syan.g_02642	Praj.g_01435
OG0001666	Syan.g_02339	Praj.g_01122
OG0001673	Syan.g_02896	Praj.g_00272
OG0001691	Syan.g_01609	Praj.g_01010
OG0001692	Syan.g_01284	Praj.g_01627
OG0001694	Syan.g_02021	Praj.g_00317
OG0001695	Syan.g_01656	Praj.g_02118
OG0001700	Syan.g_00938	Praj.g_01116
OG0001703	Syan.g_02770	Praj.g_00470
OG0001715	Syan.g_00415	Praj.g_01177
OG0001733	Syan.g_00275	Praj.g_01107
OG0001738	Syan.g_01970	Praj.g_00355
OG0001739	Syan.g_01654	Praj.g_02117
OG0001740	Syan.g_01659	Praj.g_02121
OG0001769	Syan.g_00794	Praj.g_01387
OG0001774	Syan.g_02509	Praj.g_00668
OG0001810	Syan.g_02265	Praj.g_00694
OG0001816	Syan.g_00754	Praj.g_00875
OG0001907	Syan.g_00148	Praj.g_00181
OG0001915	Syan.g_01702	Praj.g_02140
OG0001954	Syan.g_00547	Praj.g_01167
OG0001955	Syan.g_00517	Praj.g_00077
OG0001977	Syan.g_01621	Praj.g_02108
OG0001978	Syan.g_01808	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421
OG0001990	Syan.g_01660	Praj.g_00066
OG0002018	Syan.g_01658	Praj.g_02120
OG0002052	Syan.g_00061	Praj.g_00848
OG0002227	Syan.g_00243	Praj.g_01111
OG0002229	Syan.g_01871	Praj.g_02033
OG0002347	Syan.g_01444	Praj.g_01795
OG0002449	Syan.g_01657	Praj.g_02119
OG0003068	Syan.g_01809	Praj.g_01752, Praj.g_00422
