Orthogroup	Syan	Pran
OG0001192	Syan.g_01585	Pran.g_01220
OG0001193	Syan.g_01626	Pran.g_01230
OG0001194	Syan.g_01627	Pran.g_01231
OG0001195	Syan.g_01628	Pran.g_01232
OG0001196	Syan.g_01693	Pran.g_01245
OG0001197	Syan.g_01695	Pran.g_01246
OG0001198	Syan.g_01793	Pran.g_01254
OG0001199	Syan.g_02913	Pran.g_00358
OG0001200	Syan.g_02915	Pran.g_00356
OG0001201	Syan.g_02975	Pran.g_00325
OG0001202	Syan.g_03084	Pran.g_00233
OG0001204	Syan.g_02097	Pran.g_01949
OG0001205	Syan.g_01337	Pran.g_01735
OG0001206	Syan.g_02880	Pran.g_01716
OG0001207	Syan.g_02772	Pran.g_01701
OG0001208	Syan.g_02762	Pran.g_01696
OG0001209	Syan.g_01163	Pran.g_01643
OG0001210	Syan.g_00830	Pran.g_01638
OG0001211	Syan.g_00852	Pran.g_01628
OG0001212	Syan.g_01002	Pran.g_01582
OG0001213	Syan.g_01141	Pran.g_01549
OG0001214	Syan.g_00814	Pran.g_01541
OG0001215	Syan.g_00539	Pran.g_01488
OG0001216	Syan.g_00319	Pran.g_01458
OG0001217	Syan.g_00617	Pran.g_01415
OG0001218	Syan.g_02837	Pran.g_01407
OG0001219	Syan.g_00477	Pran.g_01354
OG0001220	Syan.g_00203	Pran.g_01292
OG0001221	Syan.g_01446	Pran.g_00440
OG0001222	Syan.g_00552	Pran.g_00479
OG0001223	Syan.g_00599	Pran.g_00505
OG0001225	Syan.g_00292	Pran.g_00566
OG0001226	Syan.g_02922	Pran.g_00159
OG0001227	Syan.g_00940	Pran.g_00141
OG0001228	Syan.g_01938	Pran.g_00015
OG0001229	Syan.g_02631	Pran.g_00843
OG0001230	Syan.g_01288	Pran.g_00741
OG0001231	Syan.g_01764	Pran.g_00634
OG0001232	Syan.g_01439	Pran.g_00993
OG0001233	Syan.g_01461	Pran.g_01013
OG0001234	Syan.g_01995	Pran.g_01048
OG0001235	Syan.g_02130	Pran.g_01057
OG0001237	Syan.g_01928	Pran.g_01142
OG0001239	Syan.g_02910	Pran.g_00361
OG0001240	Syan.g_02963	Pran.g_00340
OG0001242	Syan.g_02297	Pran.g_00314
OG0001244	Syan.g_03004	Pran.g_00293
OG0001245	Syan.g_00179	Pran.g_01815
OG0001246	Syan.g_02734	Pran.g_01674
OG0001247	Syan.g_00199	Pran.g_01495
OG0001249	Syan.g_02150	Pran.g_01365
OG0001250	Syan.g_00382	Pran.g_01303
OG0001251	Syan.g_00490	Pran.g_00414
OG0001252	Syan.g_00304	Pran.g_00559
OG0001253	Syan.g_00099	Pran.g_00140
OG0001254	Syan.g_01148	Pran.g_00091
OG0001256	Syan.g_01384	Pran.g_00641
OG0001258	Syan.g_01395	Pran.g_00967
OG0001259	Syan.g_01459	Pran.g_01011
OG0001260	Syan.g_01478	Pran.g_01027
OG0001261	Syan.g_02209	Pran.g_01097
OG0001262	Syan.g_01721	Pran.g_01200
OG0001264	Syan.g_02949	Pran.g_01952
OG0001265	Syan.g_02299	Pran.g_00315
OG0001266	Syan.g_03088	Pran.g_00229
OG0001267	Syan.g_02023	Pran.g_01914
OG0001268	Syan.g_02138	Pran.g_01856
OG0001270	Syan.g_02393	Pran.g_01746
OG0001271	Syan.g_02849	Pran.g_01706
OG0001272	Syan.g_02758	Pran.g_01692
OG0001274	Syan.g_01528	Pran.g_01473
OG0001275	Syan.g_00628	Pran.g_00515
OG0001276	Syan.g_00360	Pran.g_00543
OG0001277	Syan.g_00007	Pran.g_00152
OG0001278	Syan.g_02585	Pran.g_00010
OG0001279	Syan.g_01306	Pran.g_00609
OG0001281	Syan.g_01220	Pran.g_00871
OG0001282	Syan.g_02774	Pran.g_00840
OG0001283	Syan.g_01687	Pran.g_00820
OG0001284	Syan.g_01369	Pran.g_00663
OG0001285	Syan.g_00977	Pran.g_00996
OG0001286	Syan.g_02193	Pran.g_01109
OG0001287	Syan.g_01894	Pran.g_01162
OG0001289	Syan.g_02942	Pran.g_00345
OG0001291	Syan.g_02273	Pran.g_00299
OG0001292	Syan.g_02091	Pran.g_01944
OG0001293	Syan.g_02051	Pran.g_01932
OG0001294	Syan.g_00758	Pran.g_01817
OG0001295	Syan.g_00836	Pran.g_01711
OG0001296	Syan.g_02728	Pran.g_01669
OG0001297	Syan.g_02724	Pran.g_01664
OG0001298	Syan.g_00944	Pran.g_01601
OG0001299	Syan.g_00764	Pran.g_01512
OG0001303	Syan.g_00479	Pran.g_01434
OG0001304	Syan.g_00345	Pran.g_00553
OG0001305	Syan.g_00191	Pran.g_00572
OG0001306	Syan.g_02714	Pran.g_00074
OG0001308	Syan.g_01248	Pran.g_00723
OG0001309	Syan.g_01196	Pran.g_00637
OG0001310	Syan.g_01422	Pran.g_00982
OG0001311	Syan.g_00358	Pran.g_00545
OG0001312	Syan.g_00496	Pran.g_00468
OG0001315	Syan.g_02168	Pran.g_00371
OG0001317	Syan.g_02422	Pran.g_00198
OG0001318	Syan.g_02060	Pran.g_01936
OG0001319	Syan.g_02034	Pran.g_01921
OG0001323	Syan.g_01193	Pran.g_01659
OG0001325	Syan.g_00323	Pran.g_01455
OG0001326	Syan.g_01636	Pran.g_00184
OG0001327	Syan.g_00753	Pran.g_00167
OG0001328	Syan.g_02675	Pran.g_00142
OG0001329	Syan.g_00838	Pran.g_00101
OG0001331	Syan.g_02779	Pran.g_00835
OG0001332	Syan.g_00412	Pran.g_00690
OG0001333	Syan.g_01455	Pran.g_01007
OG0001336	Syan.g_01688	Pran.g_01242
OG0001341	Syan.g_00524	Pran.g_01418
OG0001345	Syan.g_02655	Pran.g_00041
OG0001346	Syan.g_01214	Pran.g_00875
OG0001349	Syan.g_01131	Pran.g_00792, Pran.g_00805
OG0001353	Syan.g_00372	Pran.g_01311
OG0001354	Syan.g_00585	Pran.g_00497
OG0001356	Syan.g_00067	Pran.g_01390
OG0001358	Syan.g_00017	Pran.g_01558
OG0001360	Syan.g_02653	Pran.g_00139
OG0001361	Syan.g_02658	Pran.g_00044
OG0001364	Syan.g_01950	Pran.g_01132
OG0001365	Syan.g_01570	Pran.g_01209
OG0001371	Syan.g_02927, Syan.g_02928	Pran.g_01499
OG0001373	Syan.g_01635	Pran.g_00183
OG0001374	Syan.g_01644	Pran.g_00191
OG0001376	Syan.g_00511	Pran.g_00173
OG0001377	Syan.g_00510	Pran.g_00172
OG0001378	Syan.g_02392	Pran.g_00130
OG0001379	Syan.g_01206	Pran.g_00882
OG0001380	Syan.g_00442	Pran.g_00852
OG0001382	Syan.g_00680	Pran.g_00618
OG0001385	Syan.g_01632	Pran.g_00180
OG0001386	Syan.g_01633	Pran.g_00181
OG0001387	Syan.g_01634	Pran.g_00182
OG0001388	Syan.g_01637	Pran.g_00185
OG0001389	Syan.g_01639	Pran.g_00186
OG0001390	Syan.g_01640	Pran.g_00187
OG0001391	Syan.g_01641	Pran.g_00188
OG0001392	Syan.g_01642	Pran.g_00189
OG0001393	Syan.g_01643	Pran.g_00190
OG0001394	Syan.g_00722	Pran.g_00444
OG0001395	Syan.g_00340	Pran.g_00555
OG0001398	Syan.g_02932	Pran.g_00596
OG0001399	Syan.g_02175	Pran.g_01050
OG0001403	Syan.g_01744	Pran.g_00394
OG0001404	Syan.g_00343	Pran.g_00364
OG0001406	Syan.g_00512	Pran.g_00174
OG0001407	Syan.g_00455	Pran.g_00161
OG0001408	Syan.g_00073	Pran.g_00156
OG0001409	Syan.g_00284	Pran.g_00053
OG0001411	Syan.g_01125	Pran.g_00809
OG0001415	Syan.g_01004	Pran.g_00201
OG0001416	Syan.g_00103	Pran.g_01719
OG0001417	Syan.g_00583	Pran.g_01709
OG0001418	Syan.g_02689	Pran.g_01494
OG0001419	Syan.g_00454	Pran.g_00160
OG0001420	Syan.g_01180	Pran.g_00121
OG0001422	Syan.g_00645	Pran.g_00607
OG0001423	Syan.g_01318	Pran.g_01777
OG0001425	Syan.g_01584	Pran.g_01219
OG0001428	Syan.g_03039	Pran.g_00260
OG0001429	Syan.g_00480	Pran.g_01353
OG0001432	Syan.g_00092	Pran.g_00650
OG0001433	Syan.g_00245	Pran.g_01391
OG0001434	Syan.g_00717	Pran.g_00448
OG0001437	Syan.g_01005	Pran.g_00202
OG0001438	Syan.g_02009	Pran.g_01901
OG0001439	Syan.g_01986	Pran.g_01887
OG0001441	Syan.g_01191	Pran.g_01657
OG0001442	Syan.g_00709	Pran.g_01431
OG0001443	Syan.g_01590	Pran.g_00595
OG0001447	Syan.g_02288	Pran.g_00308
OG0001449	Syan.g_02058	Pran.g_01794
OG0001452	Syan.g_02066	Pran.g_00416
OG0001453	Syan.g_00608	Pran.g_00509
OG0001454	Syan.g_00418	Pran.g_00146
OG0001456	Syan.g_01646	Pran.g_00082
OG0001457	Syan.g_01647	Pran.g_00081
OG0001458	Syan.g_01648	Pran.g_00080
OG0001459	Syan.g_02343	Pran.g_00954, Pran.g_00642
OG0001460	Syan.g_00244	Pran.g_01392
OG0001461	Syan.g_00657	Pran.g_00916
OG0001462	Syan.g_01737	Pran.g_00390
OG0001471	Syan.g_01991	Pran.g_00647
OG0001473	Syan.g_00133	Pran.g_01180
OG0001474	Syan.g_02137	Pran.g_01855
OG0001480	Syan.g_00072	Pran.g_01826
OG0001486	Syan.g_02698	Pran.g_00062
OG0001492	Syan.g_02588	Pran.g_00013
OG0001493	Syan.g_02578	Pran.g_00005
OG0001502	Syan.g_00401	Pran.g_01373
OG0001504	Syan.g_02344	Pran.g_00953
OG0001507	Syan.g_02695	Pran.g_00613
OG0001525	Syan.g_00831	Pran.g_00629
OG0001527	Syan.g_00867	Pran.g_01615
OG0001546	Syan.g_01188	Pran.g_01654
OG0001547	Syan.g_00462	Pran.g_01371
OG0001553	Syan.g_01282	Pran.g_00736
OG0001554	Syan.g_00282	Pran.g_00639
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Pran.g_01398
OG0001566	Syan.g_01072	Pran.g_01502
OG0001567	Syan.g_00461	Pran.g_01372
OG0001568	Syan.g_00463	Pran.g_01370
OG0001570	Syan.g_00636	Pran.g_00118
OG0001584	Syan.g_00701	Pran.g_00460
OG0001587	Syan.g_01482	Pran.g_01029
OG0001588	Syan.g_02262	Pran.g_00817
OG0001634	Syan.g_00761	Pran.g_00610
OG0001666	Syan.g_02339	Pran.g_00955
OG0001669	Syan.g_02176	Pran.g_00910
OG0001700	Syan.g_00938	Pran.g_01393
OG0001774	Syan.g_02509	Pran.g_01501
OG0001782	Syan.g_01869	Pran.g_00763, Pran.g_00769
OG0001919	Syan.g_00078	Pran.g_01798
OG0001990	Syan.g_01660	Pran.g_01773
OG0002029	Syan.g_02340	Pran.g_00956
OG0002097	Syan.g_01105	Pran.g_00813
OG0002154	Syan.g_00846	Pran.g_00818
OG0002227	Syan.g_00243	Pran.g_01396
OG0002274	Syan.g_01104	Pran.g_00814
OG0002375	Syan.g_01122	Pran.g_00791
OG0002486	Syan.g_01870	Pran.g_00764
OG0002893	Syan.g_01113	Pran.g_00815
OG0003023	Syan.g_01229	Pran.g_00913
OG0004021	Syan.g_01849	Pran.g_00765
