Orthogroup	Syan	Prbi
OG0001138	Syan.g_02638	Prbi.g_01233
OG0001139	Syan.g_02636	Prbi.g_01234
OG0001140	Syan.g_02635	Prbi.g_01235
OG0001141	Syan.g_02625	Prbi.g_01236
OG0001142	Syan.g_02624	Prbi.g_01237
OG0001143	Syan.g_02616	Prbi.g_01244
OG0001144	Syan.g_02596	Prbi.g_01249
OG0001145	Syan.g_01200	Prbi.g_01383
OG0001146	Syan.g_01219	Prbi.g_01395
OG0001147	Syan.g_02842	Prbi.g_01425
OG0001148	Syan.g_02775	Prbi.g_01441
OG0001149	Syan.g_02776	Prbi.g_01442
OG0001150	Syan.g_02777	Prbi.g_01443
OG0001151	Syan.g_02884	Prbi.g_01454
OG0001152	Syan.g_02885	Prbi.g_01455
OG0001153	Syan.g_02828	Prbi.g_01622
OG0001154	Syan.g_02829	Prbi.g_01623
OG0001156	Syan.g_02404	Prbi.g_01638
OG0001157	Syan.g_02403	Prbi.g_01639
OG0001158	Syan.g_02402	Prbi.g_01640
OG0001159	Syan.g_02401	Prbi.g_01641
OG0001160	Syan.g_01377	Prbi.g_01665
OG0001161	Syan.g_01594	Prbi.g_01678
OG0001162	Syan.g_02943	Prbi.g_01689
OG0001163	Syan.g_01385	Prbi.g_01779
OG0001164	Syan.g_01392	Prbi.g_01783
OG0001166	Syan.g_01430	Prbi.g_01806
OG0001167	Syan.g_00992	Prbi.g_01823
OG0001168	Syan.g_01456	Prbi.g_01825
OG0001169	Syan.g_01458	Prbi.g_01827
OG0001170	Syan.g_01460	Prbi.g_01829
OG0001171	Syan.g_01470	Prbi.g_01838
OG0001172	Syan.g_02110	Prbi.g_01851
OG0001173	Syan.g_02111	Prbi.g_01852
OG0001174	Syan.g_02119	Prbi.g_01860
OG0001175	Syan.g_02120	Prbi.g_01861
OG0001176	Syan.g_02253	Prbi.g_01869
OG0001177	Syan.g_02256	Prbi.g_01872
OG0001179	Syan.g_02218	Prbi.g_01922
OG0001180	Syan.g_02191	Prbi.g_01944
OG0001181	Syan.g_02187	Prbi.g_01948
OG0001182	Syan.g_02179	Prbi.g_01955
OG0001183	Syan.g_02166	Prbi.g_01959
OG0001184	Syan.g_01929	Prbi.g_01975
OG0001185	Syan.g_01902	Prbi.g_01989
OG0001186	Syan.g_01864	Prbi.g_02012
OG0001187	Syan.g_01811	Prbi.g_02028
OG0001188	Syan.g_01806	Prbi.g_02031
OG0001189	Syan.g_01723	Prbi.g_02048
OG0001190	Syan.g_01565	Prbi.g_02052
OG0001191	Syan.g_01578	Prbi.g_02062
OG0001192	Syan.g_01585	Prbi.g_02067
OG0001193	Syan.g_01626	Prbi.g_02077
OG0001194	Syan.g_01627	Prbi.g_02078
OG0001195	Syan.g_01628	Prbi.g_02079
OG0001196	Syan.g_01693	Prbi.g_02092
OG0001197	Syan.g_01695	Prbi.g_02093
OG0001198	Syan.g_01793	Prbi.g_02100
OG0001199	Syan.g_02913	Prbi.g_00081
OG0001200	Syan.g_02915	Prbi.g_00083
OG0001201	Syan.g_02975	Prbi.g_00115
OG0001202	Syan.g_03084	Prbi.g_00223
OG0001203	Syan.g_02426	Prbi.g_00262
OG0001204	Syan.g_02097	Prbi.g_00267
OG0001205	Syan.g_01337	Prbi.g_00446
OG0001206	Syan.g_02880	Prbi.g_00464
OG0001207	Syan.g_02772	Prbi.g_00480
OG0001208	Syan.g_02762	Prbi.g_00485
OG0001209	Syan.g_01163	Prbi.g_00538
OG0001210	Syan.g_00830	Prbi.g_00543
OG0001211	Syan.g_00852	Prbi.g_00553
OG0001212	Syan.g_01002	Prbi.g_00598
OG0001213	Syan.g_01141	Prbi.g_00631
OG0001214	Syan.g_00814	Prbi.g_00640
OG0001215	Syan.g_00539	Prbi.g_00693
OG0001216	Syan.g_00319	Prbi.g_00747
OG0001217	Syan.g_00617	Prbi.g_00792
OG0001218	Syan.g_02837	Prbi.g_00800
OG0001219	Syan.g_00477	Prbi.g_00835
OG0001220	Syan.g_00203	Prbi.g_00899
OG0001221	Syan.g_01446	Prbi.g_00962
OG0001222	Syan.g_00552	Prbi.g_01001
OG0001223	Syan.g_00599	Prbi.g_01027
OG0001224	Syan.g_00294	Prbi.g_01082
OG0001225	Syan.g_00292	Prbi.g_01084
OG0001226	Syan.g_02922	Prbi.g_01111
OG0001227	Syan.g_00940	Prbi.g_01130
OG0001228	Syan.g_01938	Prbi.g_01252
OG0001229	Syan.g_02631	Prbi.g_01437
OG0001230	Syan.g_01288	Prbi.g_01581
OG0001231	Syan.g_01764	Prbi.g_01687
OG0001232	Syan.g_01439	Prbi.g_01810
OG0001233	Syan.g_01461	Prbi.g_01830
OG0001234	Syan.g_01995	Prbi.g_01864
OG0001235	Syan.g_02130	Prbi.g_01874
OG0001236	Syan.g_01933	Prbi.g_01972
OG0001237	Syan.g_01928	Prbi.g_01976
OG0001239	Syan.g_02910	Prbi.g_00078
OG0001240	Syan.g_02963	Prbi.g_00100
OG0001242	Syan.g_02297	Prbi.g_00127
OG0001243	Syan.g_02289	Prbi.g_00133
OG0001244	Syan.g_03004	Prbi.g_00149
OG0001245	Syan.g_00179	Prbi.g_00404
OG0001246	Syan.g_02734	Prbi.g_00507
OG0001247	Syan.g_00199	Prbi.g_00686
OG0001249	Syan.g_02150	Prbi.g_00825
OG0001250	Syan.g_00382	Prbi.g_00888
OG0001251	Syan.g_00490	Prbi.g_00935
OG0001252	Syan.g_00304	Prbi.g_01077
OG0001253	Syan.g_00099	Prbi.g_01131
OG0001254	Syan.g_01148	Prbi.g_01176
OG0001256	Syan.g_01384	Prbi.g_01680
OG0001258	Syan.g_01395	Prbi.g_01784
OG0001259	Syan.g_01459	Prbi.g_01828
OG0001260	Syan.g_01478	Prbi.g_01844
OG0001261	Syan.g_02209	Prbi.g_01930
OG0001262	Syan.g_01721	Prbi.g_02046
OG0001263	Syan.g_02286	Prbi.g_00136
OG0001264	Syan.g_02949	Prbi.g_00047, Prbi.g_01743
OG0001265	Syan.g_02299	Prbi.g_00126
OG0001266	Syan.g_03088	Prbi.g_00227
OG0001267	Syan.g_02023	Prbi.g_00304
OG0001268	Syan.g_02138	Prbi.g_00363
OG0001270	Syan.g_02393	Prbi.g_00435
OG0001271	Syan.g_02849	Prbi.g_00475
OG0001272	Syan.g_02758	Prbi.g_00489
OG0001274	Syan.g_01528	Prbi.g_00707
OG0001275	Syan.g_00628	Prbi.g_01037
OG0001276	Syan.g_00360	Prbi.g_01061
OG0001277	Syan.g_00007	Prbi.g_01119
OG0001278	Syan.g_02585	Prbi.g_01257
OG0001279	Syan.g_01306	Prbi.g_01332
OG0001281	Syan.g_01220	Prbi.g_01396
OG0001282	Syan.g_02774	Prbi.g_01440
OG0001283	Syan.g_01687	Prbi.g_01459
OG0001284	Syan.g_01369	Prbi.g_01660
OG0001285	Syan.g_00977	Prbi.g_01813
OG0001286	Syan.g_02193	Prbi.g_01942
OG0001287	Syan.g_01894	Prbi.g_01996
OG0001289	Syan.g_02942	Prbi.g_00094
OG0001291	Syan.g_02273	Prbi.g_00143
OG0001292	Syan.g_02091	Prbi.g_00272
OG0001293	Syan.g_02051	Prbi.g_00285
OG0001294	Syan.g_00758	Prbi.g_00402
OG0001295	Syan.g_00836	Prbi.g_00469
OG0001296	Syan.g_02728	Prbi.g_00512
OG0001297	Syan.g_02724	Prbi.g_00517
OG0001298	Syan.g_00944	Prbi.g_00579
OG0001299	Syan.g_00764	Prbi.g_00669
OG0001303	Syan.g_00479	Prbi.g_01041
OG0001304	Syan.g_00345	Prbi.g_01071
OG0001305	Syan.g_00191	Prbi.g_01090
OG0001306	Syan.g_02714	Prbi.g_01193
OG0001308	Syan.g_01248	Prbi.g_01601
OG0001309	Syan.g_01196	Prbi.g_01684
OG0001310	Syan.g_01422	Prbi.g_01799
OG0001311	Syan.g_00358	Prbi.g_01063
OG0001312	Syan.g_00496	Prbi.g_00990
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbi.g_00723, Prbi.g_00783
OG0001315	Syan.g_02168	Prbi.g_00068
OG0001317	Syan.g_02422	Prbi.g_00258
OG0001318	Syan.g_02060	Prbi.g_00280
OG0001319	Syan.g_02034	Prbi.g_00296
OG0001323	Syan.g_01193	Prbi.g_00522
OG0001325	Syan.g_00323	Prbi.g_00750
OG0001326	Syan.g_01636	Prbi.g_00923
OG0001327	Syan.g_00753	Prbi.g_01102
OG0001328	Syan.g_02675	Prbi.g_01129
OG0001329	Syan.g_00838	Prbi.g_01169
OG0001330	Syan.g_01202	Prbi.g_01362
OG0001331	Syan.g_02779	Prbi.g_01445
OG0001332	Syan.g_00412	Prbi.g_01633
OG0001333	Syan.g_01455	Prbi.g_01824
OG0001336	Syan.g_01688	Prbi.g_02089
OG0001341	Syan.g_00524	Prbi.g_00790
OG0001345	Syan.g_02655	Prbi.g_01226
OG0001346	Syan.g_01214	Prbi.g_01392
OG0001349	Syan.g_01131	Prbi.g_01590
OG0001351	Syan.g_02804	Prbi.g_00455
OG0001353	Syan.g_00372	Prbi.g_00879
OG0001354	Syan.g_00585	Prbi.g_01019
OG0001356	Syan.g_00067	Prbi.g_01301
OG0001358	Syan.g_00017	Prbi.g_00622
OG0001360	Syan.g_02653	Prbi.g_01132
OG0001361	Syan.g_02658	Prbi.g_01223
OG0001364	Syan.g_01950	Prbi.g_01965
OG0001365	Syan.g_01570	Prbi.g_02056
OG0001369	Syan.g_02962	Prbi.g_01522, Prbi.g_00099
OG0001371	Syan.g_02927, Syan.g_02928	Prbi.g_00682
OG0001373	Syan.g_01635	Prbi.g_00922
OG0001374	Syan.g_01644	Prbi.g_00930
OG0001376	Syan.g_00511	Prbi.g_01096
OG0001377	Syan.g_00510	Prbi.g_01097
OG0001378	Syan.g_02392	Prbi.g_01141
OG0001379	Syan.g_01206	Prbi.g_01385
OG0001380	Syan.g_00442	Prbi.g_01427
OG0001382	Syan.g_00680	Prbi.g_01699
OG0001385	Syan.g_01632	Prbi.g_00919
OG0001386	Syan.g_01633	Prbi.g_00920
OG0001387	Syan.g_01634	Prbi.g_00921
OG0001388	Syan.g_01637	Prbi.g_00924
OG0001389	Syan.g_01639	Prbi.g_00925
OG0001390	Syan.g_01640	Prbi.g_00926
OG0001391	Syan.g_01641	Prbi.g_00927
OG0001392	Syan.g_01642	Prbi.g_00928
OG0001393	Syan.g_01643	Prbi.g_00929
OG0001394	Syan.g_00722	Prbi.g_00966
OG0001395	Syan.g_00340	Prbi.g_01073
OG0001399	Syan.g_02175	Prbi.g_01866
OG0001402	Syan.g_00011	Prbi.g_00808
OG0001403	Syan.g_01744	Prbi.g_00030
OG0001404	Syan.g_00343	Prbi.g_00075
OG0001406	Syan.g_00512	Prbi.g_01095
OG0001407	Syan.g_00455	Prbi.g_01109
OG0001408	Syan.g_00073	Prbi.g_01114
OG0001409	Syan.g_00284	Prbi.g_01214
OG0001411	Syan.g_01125	Prbi.g_01491
OG0001415	Syan.g_01004	Prbi.g_00255
OG0001416	Syan.g_00103	Prbi.g_00460
OG0001417	Syan.g_00583	Prbi.g_00471
OG0001418	Syan.g_02689	Prbi.g_00687
OG0001419	Syan.g_00454	Prbi.g_01110
OG0001420	Syan.g_01180	Prbi.g_01150
OG0001422	Syan.g_00645	Prbi.g_01705
OG0001423	Syan.g_01318	Prbi.g_01567, Prbi.g_02024
OG0001425	Syan.g_01584	Prbi.g_02066
OG0001428	Syan.g_03039	Prbi.g_00196
OG0001429	Syan.g_00480	Prbi.g_00836
OG0001432	Syan.g_00092	Prbi.g_01673
OG0001433	Syan.g_00245	Prbi.g_01302
OG0001435	Syan.g_00745	Prbi.g_00947
OG0001437	Syan.g_01005	Prbi.g_00254
OG0001438	Syan.g_02009	Prbi.g_00317
OG0001439	Syan.g_01986	Prbi.g_00331
OG0001441	Syan.g_01191	Prbi.g_00524
OG0001442	Syan.g_00709	Prbi.g_00781
OG0001447	Syan.g_02288	Prbi.g_00134
OG0001449	Syan.g_02058	Prbi.g_00421
OG0001452	Syan.g_02066	Prbi.g_00937
OG0001453	Syan.g_00608	Prbi.g_01031
OG0001454	Syan.g_00418	Prbi.g_01125
OG0001456	Syan.g_01646	Prbi.g_01184
OG0001457	Syan.g_01647	Prbi.g_01185
OG0001458	Syan.g_01648	Prbi.g_01186
OG0001459	Syan.g_02343	Prbi.g_01344
OG0001460	Syan.g_00244	Prbi.g_01303
OG0001461	Syan.g_00657	Prbi.g_01545
OG0001462	Syan.g_01737	Prbi.g_00034
OG0001467	Syan.g_00107	Prbi.g_00826
OG0001471	Syan.g_01991	Prbi.g_01676
OG0001473	Syan.g_00133	Prbi.g_02013
OG0001474	Syan.g_02137	Prbi.g_00364
OG0001475	Syan.g_01833	Prbi.g_01472
OG0001479	Syan.g_02140	Prbi.g_00361
OG0001480	Syan.g_00072	Prbi.g_00393
OG0001486	Syan.g_02698	Prbi.g_01205
OG0001492	Syan.g_02588	Prbi.g_01254
OG0001493	Syan.g_02578	Prbi.g_01262
OG0001495	Syan.g_02257	Prbi.g_01871
OG0001502	Syan.g_00401	Prbi.g_00817
OG0001504	Syan.g_02344	Prbi.g_01345
OG0001507	Syan.g_02695	Prbi.g_01739
OG0001508	Syan.g_01814	Prbi.g_01473
OG0001513	Syan.g_03078	Prbi.g_01761
OG0001520	Syan.g_00943	Prbi.g_00416
OG0001522	Syan.g_00464	Prbi.g_00880
OG0001546	Syan.g_01188	Prbi.g_00527
OG0001547	Syan.g_00462	Prbi.g_00819
OG0001553	Syan.g_01282	Prbi.g_01586
OG0001554	Syan.g_00282	Prbi.g_01682
OG0001557	Syan.g_00721	Prbi.g_00967
OG0001564	Syan.g_00082	Prbi.g_01485
OG0001566	Syan.g_01072	Prbi.g_00679
OG0001567	Syan.g_00461	Prbi.g_00818
OG0001568	Syan.g_00463	Prbi.g_00820
OG0001570	Syan.g_00636	Prbi.g_01152
OG0001584	Syan.g_00701	Prbi.g_00982
OG0001587	Syan.g_01482	Prbi.g_01846
OG0001590	Syan.g_00821	Prbi.g_01538
OG0001625	Syan.g_02057	Prbi.g_00282
OG0001627	Syan.g_02410	Prbi.g_00797
OG0001647	Syan.g_02032	Prbi.g_00297
OG0001695	Syan.g_01656	Prbi.g_01299, Prbi.g_01550
OG0001740	Syan.g_01659	Prbi.g_01298, Prbi.g_01551
OG0001774	Syan.g_02509	Prbi.g_00680
OG0001782	Syan.g_01869	Prbi.g_00739
OG0001919	Syan.g_00078	Prbi.g_00418
OG0001995	Syan.g_02683	Prbi.g_01411
OG0002020	Syan.g_01671	Prbi.g_01297, Prbi.g_01552
OG0002021	Syan.g_01673	Prbi.g_01295, Prbi.g_01554
OG0002022	Syan.g_01674	Prbi.g_01294, Prbi.g_01555
OG0002023	Syan.g_01675	Prbi.g_01293, Prbi.g_01556
OG0002024	Syan.g_01667	Prbi.g_01289, Prbi.g_01560
OG0002054	Syan.g_01668	Prbi.g_01288, Prbi.g_01561
OG0002055	Syan.g_01664	Prbi.g_01291, Prbi.g_01558
OG0002131	Syan.g_01672	Prbi.g_01296, Prbi.g_01553
OG0002132	Syan.g_01663	Prbi.g_01292, Prbi.g_01557
OG0002133	Syan.g_01665	Prbi.g_01290, Prbi.g_01559
OG0002178	Syan.g_01662	Prbi.g_01286, Prbi.g_01563
OG0002364	Syan.g_00481	Prbi.g_00837
OG0002399	Syan.g_01314	Prbi.g_01531
OG0002416	Syan.g_00137	Prbi.g_01269
OG0002486	Syan.g_01870	Prbi.g_00738
OG0002562	Syan.g_01321	Prbi.g_01569
OG0002631	Syan.g_02081, Syan.g_02072	Prbi.g_01889
OG0002722	Syan.g_01097	Prbi.g_00742
OG0003086	Syan.g_01315	Prbi.g_00733, Prbi.g_01532
OG0003214	Syan.g_02073	Prbi.g_00720
OG0003491	Syan.g_01557	Prbi.g_01416
OG0004021	Syan.g_01849	Prbi.g_01527
OG0004716	Syan.g_00523	Prbi.g_00158
OG0004717	Syan.g_01040	Prbi.g_01283, Prbi.g_01566
OG0005704	Syan.g_01111	Prbi.g_01494
