Orthogroup	Syan	Prad
OG0001187	Syan.g_01811	Prad.g_01610
OG0001188	Syan.g_01806	Prad.g_01608
OG0001189	Syan.g_01723	Prad.g_01591
OG0001190	Syan.g_01565	Prad.g_01587
OG0001191	Syan.g_01578	Prad.g_01577
OG0001192	Syan.g_01585	Prad.g_01572
OG0001193	Syan.g_01626	Prad.g_01562
OG0001194	Syan.g_01627	Prad.g_01561
OG0001195	Syan.g_01628	Prad.g_01560
OG0001196	Syan.g_01693	Prad.g_01547
OG0001197	Syan.g_01695	Prad.g_01546
OG0001198	Syan.g_01793	Prad.g_01539
OG0001199	Syan.g_02913	Prad.g_01919
OG0001200	Syan.g_02915	Prad.g_01917
OG0001201	Syan.g_02975	Prad.g_01885
OG0001202	Syan.g_03084	Prad.g_01792
OG0001203	Syan.g_02426	Prad.g_01753
OG0001204	Syan.g_02097	Prad.g_01748
OG0001205	Syan.g_01337	Prad.g_00062
OG0001206	Syan.g_02880	Prad.g_00044
OG0001207	Syan.g_02772	Prad.g_00030
OG0001208	Syan.g_02762	Prad.g_00025
OG0001209	Syan.g_01163	Prad.g_00094
OG0001210	Syan.g_00830	Prad.g_01330
OG0001211	Syan.g_00852	Prad.g_01340
OG0001212	Syan.g_01002	Prad.g_01385
OG0001213	Syan.g_01141	Prad.g_01418
OG0001214	Syan.g_00814	Prad.g_01426
OG0001215	Syan.g_00539	Prad.g_01264
OG0001216	Syan.g_00319	Prad.g_01051
OG0001217	Syan.g_00617	Prad.g_01092
OG0001218	Syan.g_02837	Prad.g_01100
OG0001219	Syan.g_00477	Prad.g_01134
OG0001220	Syan.g_00203	Prad.g_00296
OG0001221	Syan.g_01446	Prad.g_00234
OG0001222	Syan.g_00552	Prad.g_00194
OG0001223	Syan.g_00599	Prad.g_00168
OG0001224	Syan.g_00294	Prad.g_01022
OG0001225	Syan.g_00292	Prad.g_01020
OG0001226	Syan.g_02922	Prad.g_00995
OG0001227	Syan.g_00940	Prad.g_00978
OG0001228	Syan.g_01938	Prad.g_01450
OG0001229	Syan.g_02631	Prad.g_00596
OG0001230	Syan.g_01288	Prad.g_00523
OG0001231	Syan.g_01764	Prad.g_00417
OG0001232	Syan.g_01439	Prad.g_00918
OG0001233	Syan.g_01461	Prad.g_00898
OG0001234	Syan.g_01995	Prad.g_00864
OG0001235	Syan.g_02130	Prad.g_00854
OG0001236	Syan.g_01933	Prad.g_00773
OG0001237	Syan.g_01928	Prad.g_00769
OG0001239	Syan.g_02910	Prad.g_01922
OG0001240	Syan.g_02963	Prad.g_01900
OG0001242	Syan.g_02297	Prad.g_01874
OG0001243	Syan.g_02289	Prad.g_01868
OG0001244	Syan.g_03004	Prad.g_01852
OG0001245	Syan.g_00179	Prad.g_00729
OG0001246	Syan.g_02734	Prad.g_00125
OG0001247	Syan.g_00199	Prad.g_01257
OG0001249	Syan.g_02150	Prad.g_01123
OG0001250	Syan.g_00382	Prad.g_00307
OG0001251	Syan.g_00490	Prad.g_00259
OG0001252	Syan.g_00304	Prad.g_01027
OG0001253	Syan.g_00099	Prad.g_00977
OG0001254	Syan.g_01148	Prad.g_01987
OG0001256	Syan.g_01384	Prad.g_00424
OG0001258	Syan.g_01395	Prad.g_00944
OG0001259	Syan.g_01459	Prad.g_00900
OG0001260	Syan.g_01478	Prad.g_00883
OG0001261	Syan.g_02209	Prad.g_00815
OG0001262	Syan.g_01721	Prad.g_01593
OG0001263	Syan.g_02286	Prad.g_01865
OG0001264	Syan.g_02949	Prad.g_01995, Prad.g_00073
OG0001265	Syan.g_02299	Prad.g_01875
OG0001266	Syan.g_03088	Prad.g_01788
OG0001267	Syan.g_02023	Prad.g_01711
OG0001268	Syan.g_02138	Prad.g_01652
OG0001270	Syan.g_02393	Prad.g_00668
OG0001271	Syan.g_02849	Prad.g_00035
OG0001272	Syan.g_02758	Prad.g_00021
OG0001274	Syan.g_01528	Prad.g_01277
OG0001275	Syan.g_00628	Prad.g_00158
OG0001276	Syan.g_00360	Prad.g_00138
OG0001277	Syan.g_00007	Prad.g_00988
OG0001278	Syan.g_02585	Prad.g_01445
OG0001279	Syan.g_01306	Prad.g_01216
OG0001281	Syan.g_01220	Prad.g_00623
OG0001282	Syan.g_02774	Prad.g_00593
OG0001283	Syan.g_01687	Prad.g_00574
OG0001284	Syan.g_01369	Prad.g_00444
OG0001285	Syan.g_00977	Prad.g_00915
OG0001286	Syan.g_02193	Prad.g_00803
OG0001287	Syan.g_01894	Prad.g_01629
OG0001289	Syan.g_02942	Prad.g_01906
OG0001291	Syan.g_02273	Prad.g_01858
OG0001292	Syan.g_02091	Prad.g_01743
OG0001293	Syan.g_02051	Prad.g_01730
OG0001294	Syan.g_00758	Prad.g_00731
OG0001295	Syan.g_00836	Prad.g_00039
OG0001296	Syan.g_02728	Prad.g_00120
OG0001297	Syan.g_02724	Prad.g_00115
OG0001298	Syan.g_00944	Prad.g_01366
OG0001299	Syan.g_00764	Prad.g_01240
OG0001303	Syan.g_00479	Prad.g_00154
OG0001304	Syan.g_00345	Prad.g_01034
OG0001305	Syan.g_00191	Prad.g_01014
OG0001306	Syan.g_02714	Prad.g_01510
OG0001308	Syan.g_01248	Prad.g_00505
OG0001309	Syan.g_01196	Prad.g_00420
OG0001310	Syan.g_01422	Prad.g_00929
OG0001312	Syan.g_00496	Prad.g_00205
OG0001313	Syan.g_02860	Prad.g_01045
OG0001315	Syan.g_02168	Prad.g_01932
OG0001317	Syan.g_02422	Prad.g_01757
OG0001318	Syan.g_02060	Prad.g_01735
OG0001319	Syan.g_02034	Prad.g_01719
OG0001323	Syan.g_01193	Prad.g_00110
OG0001325	Syan.g_00323	Prad.g_01054
OG0001326	Syan.g_01636	Prad.g_00271
OG0001327	Syan.g_00753	Prad.g_01003
OG0001328	Syan.g_02675	Prad.g_00979
OG0001329	Syan.g_00838	Prad.g_00663
OG0001330	Syan.g_01202	Prad.g_00340
OG0001331	Syan.g_02779	Prad.g_00588
OG0001332	Syan.g_00412	Prad.g_00471
OG0001333	Syan.g_01455	Prad.g_00904
OG0001336	Syan.g_01688	Prad.g_01550
OG0001341	Syan.g_00524	Prad.g_01090
OG0001345	Syan.g_02655	Prad.g_01477
OG0001346	Syan.g_01214	Prad.g_00627
OG0001349	Syan.g_01131	Prad.g_00536
OG0001351	Syan.g_02804	Prad.g_00053
OG0001353	Syan.g_00372	Prad.g_01178
OG0001358	Syan.g_00017	Prad.g_01409
OG0001360	Syan.g_02653	Prad.g_00976
OG0001361	Syan.g_02658	Prad.g_01480
OG0001364	Syan.g_01950	Prad.g_00780
OG0001365	Syan.g_01570	Prad.g_01583
OG0001369	Syan.g_02962	Prad.g_01901
OG0001371	Syan.g_02927, Syan.g_02928	Prad.g_01253
OG0001373	Syan.g_01635	Prad.g_00272
OG0001374	Syan.g_01644	Prad.g_00264
OG0001376	Syan.g_00511	Prad.g_01009
OG0001377	Syan.g_00510	Prad.g_01008
OG0001378	Syan.g_02392	Prad.g_00634
OG0001379	Syan.g_01206	Prad.g_00364
OG0001380	Syan.g_00442	Prad.g_00606
OG0001382	Syan.g_00680	Prad.g_00403
OG0001385	Syan.g_01632	Prad.g_00275
OG0001386	Syan.g_01633	Prad.g_00274
OG0001387	Syan.g_01634	Prad.g_00273
OG0001388	Syan.g_01637	Prad.g_00270
OG0001389	Syan.g_01639	Prad.g_00269
OG0001390	Syan.g_01640	Prad.g_00268
OG0001391	Syan.g_01641	Prad.g_00267
OG0001392	Syan.g_01642	Prad.g_00266
OG0001393	Syan.g_01643	Prad.g_00265
OG0001394	Syan.g_00722	Prad.g_00230
OG0001395	Syan.g_00340	Prad.g_01032
OG0001396	Syan.g_01851	Prad.g_01977
OG0001399	Syan.g_02175	Prad.g_00862
OG0001400	Syan.g_02263	Prad.g_00387, Prad.g_00077
OG0001401	Syan.g_00376	Prad.g_01046
OG0001403	Syan.g_01744	Prad.g_01956
OG0001404	Syan.g_00343	Prad.g_01925
OG0001406	Syan.g_00512	Prad.g_01010
OG0001407	Syan.g_00455	Prad.g_00997
OG0001408	Syan.g_00073	Prad.g_00992
OG0001409	Syan.g_00284	Prad.g_01489
OG0001411	Syan.g_01125	Prad.g_00562
OG0001412	Syan.g_01853	Prad.g_01979
OG0001415	Syan.g_01004	Prad.g_01760
OG0001416	Syan.g_00103	Prad.g_00048
OG0001417	Syan.g_00583	Prad.g_00037
OG0001418	Syan.g_02689	Prad.g_01258
OG0001419	Syan.g_00454	Prad.g_00996
OG0001420	Syan.g_01180	Prad.g_00643
OG0001422	Syan.g_00645	Prad.g_00397
OG0001423	Syan.g_01318	Prad.g_00546
OG0001425	Syan.g_01584	Prad.g_01573
OG0001428	Syan.g_03039	Prad.g_01819
OG0001429	Syan.g_00480	Prad.g_01135
OG0001432	Syan.g_00092	Prad.g_00431
OG0001434	Syan.g_00717	Prad.g_00225
OG0001437	Syan.g_01005	Prad.g_01761
OG0001438	Syan.g_02009	Prad.g_01698
OG0001439	Syan.g_01986	Prad.g_01684
OG0001441	Syan.g_01191	Prad.g_00108
OG0001442	Syan.g_00709	Prad.g_01081
OG0001447	Syan.g_02288	Prad.g_01867
OG0001449	Syan.g_02058	Prad.g_00702
OG0001452	Syan.g_02066	Prad.g_00257
OG0001453	Syan.g_00608	Prad.g_00164
OG0001454	Syan.g_00418	Prad.g_00983
OG0001456	Syan.g_01646	Prad.g_01519
OG0001457	Syan.g_01647	Prad.g_01518
OG0001458	Syan.g_01648	Prad.g_01517
OG0001459	Syan.g_02343	Prad.g_00323
OG0001462	Syan.g_01737	Prad.g_01952
OG0001467	Syan.g_00107	Prad.g_01124
OG0001471	Syan.g_01991	Prad.g_00428
OG0001473	Syan.g_00133	Prad.g_01613
OG0001474	Syan.g_02137	Prad.g_01651
OG0001479	Syan.g_02140	Prad.g_01654
OG0001480	Syan.g_00072	Prad.g_00741
OG0001486	Syan.g_02698	Prad.g_01498
OG0001487	Syan.g_02836	Prad.g_00573
OG0001492	Syan.g_02588	Prad.g_01448
OG0001493	Syan.g_02578	Prad.g_01440
OG0001495	Syan.g_02257	Prad.g_00857
OG0001502	Syan.g_00401	Prad.g_01115
OG0001504	Syan.g_02344	Prad.g_00324
OG0001507	Syan.g_02695	Prad.g_00368
OG0001520	Syan.g_00943	Prad.g_00710
OG0001522	Syan.g_00464	Prad.g_01179
OG0001525	Syan.g_00831	Prad.g_00412
OG0001546	Syan.g_01188	Prad.g_00105
OG0001547	Syan.g_00462	Prad.g_01117
OG0001553	Syan.g_01282	Prad.g_00518
OG0001554	Syan.g_00282	Prad.g_00422
OG0001557	Syan.g_00721	Prad.g_00229
OG0001558	Syan.g_01760	Prad.g_01042
OG0001566	Syan.g_01072	Prad.g_01250
OG0001567	Syan.g_00461	Prad.g_01116
OG0001568	Syan.g_00463	Prad.g_01118
OG0001570	Syan.g_00636	Prad.g_00646, Prad.g_01295
OG0001584	Syan.g_00701	Prad.g_00213
OG0001587	Syan.g_01482	Prad.g_00881
OG0001588	Syan.g_02262	Prad.g_01186
OG0001625	Syan.g_02057	Prad.g_01733
OG0001627	Syan.g_02410	Prad.g_01097
OG0001647	Syan.g_02032	Prad.g_01718
OG0001652	Syan.g_01762	Prad.g_01040
OG0001671	Syan.g_03115, Syan.g_01514	Prad.g_01322
OG0001712	Syan.g_00786	Prad.g_00679
OG0001726	Syan.g_00041	Prad.g_00682
OG0001747	Syan.g_01930, Syan.g_02260	Prad.g_00089
OG0001748	Syan.g_01516	Prad.g_01323
OG0001774	Syan.g_02509	Prad.g_01251
OG0001837	Syan.g_01515	Prad.g_01324
OG0001919	Syan.g_00078	Prad.g_00705
OG0001924	Syan.g_00021	Prad.g_01311
OG0001925	Syan.g_00022	Prad.g_01310
OG0001926	Syan.g_00023	Prad.g_01309
OG0001927	Syan.g_00024	Prad.g_01308
OG0001993	Syan.g_00019	Prad.g_01313
OG0001994	Syan.g_00020	Prad.g_01312
OG0002364	Syan.g_00481	Prad.g_01136
OG0002562	Syan.g_01321	Prad.g_00548
