Orthogroup	Syan	Praz
OG0001188	Syan.g_01806	Praz.g_00180
OG0001189	Syan.g_01723	Praz.g_00163
OG0001190	Syan.g_01565	Praz.g_00159
OG0001191	Syan.g_01578	Praz.g_00149
OG0001192	Syan.g_01585	Praz.g_00144
OG0001193	Syan.g_01626	Praz.g_00134
OG0001194	Syan.g_01627	Praz.g_00133
OG0001195	Syan.g_01628	Praz.g_00132
OG0001196	Syan.g_01693	Praz.g_00119
OG0001197	Syan.g_01695	Praz.g_00118
OG0001198	Syan.g_01793	Praz.g_00362
OG0001199	Syan.g_02913	Praz.g_00434
OG0001200	Syan.g_02915	Praz.g_00436
OG0001201	Syan.g_02975	Praz.g_00468
OG0001202	Syan.g_03084	Praz.g_00559
OG0001203	Syan.g_02426	Praz.g_00598
OG0001204	Syan.g_02097	Praz.g_00603
OG0001205	Syan.g_01337	Praz.g_01883
OG0001206	Syan.g_02880	Praz.g_01866
OG0001207	Syan.g_02772	Praz.g_01851
OG0001208	Syan.g_02762	Praz.g_01846
OG0001209	Syan.g_01163	Praz.g_01793
OG0001210	Syan.g_00830	Praz.g_01788
OG0001211	Syan.g_00852	Praz.g_01778
OG0001212	Syan.g_01002	Praz.g_01734
OG0001213	Syan.g_01141	Praz.g_01701
OG0001214	Syan.g_00814	Praz.g_01693
OG0001215	Syan.g_00539	Praz.g_01640
OG0001216	Syan.g_00319	Praz.g_01605
OG0001217	Syan.g_00617	Praz.g_01567
OG0001218	Syan.g_02837	Praz.g_01560
OG0001219	Syan.g_00477	Praz.g_01523
OG0001220	Syan.g_00203	Praz.g_01460
OG0001221	Syan.g_01446	Praz.g_01397
OG0001222	Syan.g_00552	Praz.g_01358
OG0001223	Syan.g_00599	Praz.g_01332
OG0001224	Syan.g_00294	Praz.g_01280
OG0001225	Syan.g_00292	Praz.g_00064
OG0001226	Syan.g_02922	Praz.g_00090
OG0001227	Syan.g_00940	Praz.g_00108
OG0001228	Syan.g_01938	Praz.g_00709
OG0001229	Syan.g_02631	Praz.g_01141
OG0001230	Syan.g_01288	Praz.g_01049
OG0001231	Syan.g_01764	Praz.g_00944
OG0001232	Syan.g_01439	Praz.g_00854
OG0001233	Syan.g_01461	Praz.g_00834
OG0001234	Syan.g_01995	Praz.g_00320
OG0001235	Syan.g_02130	Praz.g_00310
OG0001236	Syan.g_01933	Praz.g_00228
OG0001237	Syan.g_01928	Praz.g_00224
OG0001239	Syan.g_02910	Praz.g_00431
OG0001240	Syan.g_02963	Praz.g_00453
OG0001242	Syan.g_02297	Praz.g_00479
OG0001243	Syan.g_02289	Praz.g_00485
OG0001244	Syan.g_03004	Praz.g_00501
OG0001245	Syan.g_00179	Praz.g_00794
OG0001246	Syan.g_02734	Praz.g_01824
OG0001247	Syan.g_00199	Praz.g_01647
OG0001249	Syan.g_02150	Praz.g_01534
OG0001250	Syan.g_00382	Praz.g_01471
OG0001251	Syan.g_00490	Praz.g_01423
OG0001252	Syan.g_00304	Praz.g_01285
OG0001253	Syan.g_00099	Praz.g_00109
OG0001254	Syan.g_01148	Praz.g_00023
OG0001256	Syan.g_01384	Praz.g_00951
OG0001258	Syan.g_01395	Praz.g_00880
OG0001259	Syan.g_01459	Praz.g_00836
OG0001260	Syan.g_01478	Praz.g_00820
OG0001261	Syan.g_02209	Praz.g_00271
OG0001262	Syan.g_01721	Praz.g_00165
OG0001263	Syan.g_02286	Praz.g_00488
OG0001264	Syan.g_02949	Praz.g_00404
OG0001265	Syan.g_02299	Praz.g_00478
OG0001266	Syan.g_03088	Praz.g_00563
OG0001267	Syan.g_02023	Praz.g_00638
OG0001268	Syan.g_02138	Praz.g_00341
OG0001270	Syan.g_02393	Praz.g_01894
OG0001271	Syan.g_02849	Praz.g_01856
OG0001272	Syan.g_02758	Praz.g_01842
OG0001274	Syan.g_01528	Praz.g_01627
OG0001275	Syan.g_00628	Praz.g_01322
OG0001276	Syan.g_00360	Praz.g_01302
OG0001277	Syan.g_00007	Praz.g_00098
OG0001278	Syan.g_02585	Praz.g_00704
OG0001279	Syan.g_01306	Praz.g_01236
OG0001281	Syan.g_01220	Praz.g_01175
OG0001282	Syan.g_02774	Praz.g_01138
OG0001283	Syan.g_01687	Praz.g_01119
OG0001284	Syan.g_01369	Praz.g_00971
OG0001285	Syan.g_00977	Praz.g_00851
OG0001286	Syan.g_02193	Praz.g_00259
OG0001287	Syan.g_01894	Praz.g_00203
OG0001289	Syan.g_02942	Praz.g_00447
OG0001291	Syan.g_02273	Praz.g_00495
OG0001292	Syan.g_02091	Praz.g_00608
OG0001293	Syan.g_02051	Praz.g_00620
OG0001294	Syan.g_00758	Praz.g_00796
OG0001295	Syan.g_00836	Praz.g_01861
OG0001296	Syan.g_02728	Praz.g_01819
OG0001297	Syan.g_02724	Praz.g_01814
OG0001298	Syan.g_00944	Praz.g_01752
OG0001299	Syan.g_00764	Praz.g_01664
OG0001303	Syan.g_00479	Praz.g_01318
OG0001304	Syan.g_00345	Praz.g_01291
OG0001305	Syan.g_00191	Praz.g_00070
OG0001306	Syan.g_02714	Praz.g_00006
OG0001308	Syan.g_01248	Praz.g_01031
OG0001309	Syan.g_01196	Praz.g_00947
OG0001310	Syan.g_01422	Praz.g_00865
OG0001311	Syan.g_00358	Praz.g_01300
OG0001312	Syan.g_00496	Praz.g_01369
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Praz.g_01575
OG0001315	Syan.g_02168	Praz.g_00422
OG0001317	Syan.g_02422	Praz.g_00594
OG0001318	Syan.g_02060	Praz.g_00616
OG0001319	Syan.g_02034	Praz.g_00631
OG0001323	Syan.g_01193	Praz.g_01809
OG0001325	Syan.g_00323	Praz.g_01602
OG0001326	Syan.g_01636	Praz.g_01435
OG0001327	Syan.g_00753	Praz.g_00082
OG0001328	Syan.g_02675	Praz.g_00107
OG0001329	Syan.g_00838	Praz.g_00032
OG0001330	Syan.g_01202	Praz.g_01206
OG0001331	Syan.g_02779	Praz.g_01133
OG0001332	Syan.g_00412	Praz.g_00998
OG0001333	Syan.g_01455	Praz.g_00840
OG0001336	Syan.g_01688	Praz.g_00122
OG0001341	Syan.g_00524	Praz.g_01569
OG0001345	Syan.g_02655	Praz.g_00735
OG0001346	Syan.g_01214	Praz.g_01179
OG0001349	Syan.g_01131	Praz.g_01060
OG0001351	Syan.g_02804	Praz.g_01874
OG0001353	Syan.g_00372	Praz.g_01480
OG0001354	Syan.g_00585	Praz.g_01340
OG0001356	Syan.g_00067	Praz.g_01548
OG0001358	Syan.g_00017	Praz.g_01710
OG0001360	Syan.g_02653	Praz.g_00110
OG0001361	Syan.g_02658	Praz.g_00738
OG0001364	Syan.g_01950	Praz.g_00235
OG0001365	Syan.g_01570	Praz.g_00155
OG0001369	Syan.g_02962	Praz.g_00452
OG0001371	Syan.g_02927, Syan.g_02928	Praz.g_01651
OG0001373	Syan.g_01635	Praz.g_01436
OG0001374	Syan.g_01644	Praz.g_01428
OG0001376	Syan.g_00511	Praz.g_00076
OG0001377	Syan.g_00510	Praz.g_00077
OG0001378	Syan.g_02392	Praz.g_00061
OG0001379	Syan.g_01206	Praz.g_01186
OG0001380	Syan.g_00442	Praz.g_01151
OG0001382	Syan.g_00680	Praz.g_00930
OG0001385	Syan.g_01632	Praz.g_01439
OG0001386	Syan.g_01633	Praz.g_01438
OG0001387	Syan.g_01634	Praz.g_01437
OG0001388	Syan.g_01637	Praz.g_01434
OG0001389	Syan.g_01639	Praz.g_01433
OG0001390	Syan.g_01640	Praz.g_01432
OG0001391	Syan.g_01641	Praz.g_01431
OG0001392	Syan.g_01642	Praz.g_01430
OG0001393	Syan.g_01643	Praz.g_01429
OG0001395	Syan.g_00340	Praz.g_01289
OG0001398	Syan.g_02932	Praz.g_00917
OG0001399	Syan.g_02175	Praz.g_00318
OG0001400	Syan.g_02263	Praz.g_01622, Praz.g_01937
OG0001402	Syan.g_00011	Praz.g_01553
OG0001403	Syan.g_01744	Praz.g_00395
OG0001404	Syan.g_00343	Praz.g_00428
OG0001406	Syan.g_00512	Praz.g_00075
OG0001407	Syan.g_00455	Praz.g_00088
OG0001408	Syan.g_00073	Praz.g_00093
OG0001409	Syan.g_00284	Praz.g_00747
OG0001411	Syan.g_01125	Praz.g_01094
OG0001415	Syan.g_01004	Praz.g_00591
OG0001416	Syan.g_00103	Praz.g_01869
OG0001417	Syan.g_00583	Praz.g_01859
OG0001418	Syan.g_02689	Praz.g_01646
OG0001419	Syan.g_00454	Praz.g_00089
OG0001420	Syan.g_01180	Praz.g_00052
OG0001422	Syan.g_00645	Praz.g_00925, Praz.g_00924
OG0001425	Syan.g_01584	Praz.g_00145
OG0001428	Syan.g_03039	Praz.g_00532
OG0001429	Syan.g_00480	Praz.g_01522
OG0001432	Syan.g_00092	Praz.g_00958
OG0001433	Syan.g_00245	Praz.g_01549
OG0001434	Syan.g_00717	Praz.g_01389
OG0001437	Syan.g_01005	Praz.g_00590
OG0001439	Syan.g_01986	Praz.g_00664
OG0001441	Syan.g_01191	Praz.g_01807
OG0001442	Syan.g_00709	Praz.g_01577
OG0001447	Syan.g_02288	Praz.g_00486
OG0001449	Syan.g_02058	Praz.g_00772
OG0001452	Syan.g_02066	Praz.g_01421
OG0001453	Syan.g_00608	Praz.g_01328
OG0001454	Syan.g_00418	Praz.g_00103
OG0001456	Syan.g_01646	Praz.g_00015
OG0001457	Syan.g_01647	Praz.g_00014
OG0001458	Syan.g_01648	Praz.g_00013
OG0001459	Syan.g_02343	Praz.g_01222
OG0001460	Syan.g_00244	Praz.g_01550
OG0001462	Syan.g_01737	Praz.g_00399
OG0001467	Syan.g_00107	Praz.g_01533
OG0001471	Syan.g_01991	Praz.g_00955
OG0001473	Syan.g_00133	Praz.g_00186
OG0001474	Syan.g_02137	Praz.g_00342
OG0001475	Syan.g_01833	Praz.g_01105
OG0001479	Syan.g_02140	Praz.g_01934
OG0001480	Syan.g_00072	Praz.g_00806
OG0001486	Syan.g_02698	Praz.g_00757
OG0001492	Syan.g_02588	Praz.g_00707
OG0001493	Syan.g_02578	Praz.g_00699
OG0001502	Syan.g_00401	Praz.g_01542
OG0001504	Syan.g_02344	Praz.g_01221
OG0001507	Syan.g_02695	Praz.g_00902
OG0001508	Syan.g_01814	Praz.g_01117
OG0001520	Syan.g_00943	Praz.g_00780
OG0001522	Syan.g_00464	Praz.g_01479
OG0001525	Syan.g_00831	Praz.g_00939
OG0001546	Syan.g_01188	Praz.g_01804
OG0001547	Syan.g_00462	Praz.g_01540
OG0001549	Syan.g_00077	Praz.g_01453
OG0001553	Syan.g_01282	Praz.g_01044
OG0001554	Syan.g_00282	Praz.g_00949
OG0001564	Syan.g_00082	Praz.g_01077
OG0001566	Syan.g_01072	Praz.g_01654
OG0001567	Syan.g_00461	Praz.g_01541
OG0001568	Syan.g_00463	Praz.g_01539
OG0001570	Syan.g_00636	Praz.g_00049
OG0001584	Syan.g_00701	Praz.g_01377
OG0001587	Syan.g_01482	Praz.g_00339
OG0001627	Syan.g_02410	Praz.g_01563
OG0001635	Syan.g_01876	Praz.g_00895
OG0001666	Syan.g_02339	Praz.g_01223
OG0001712	Syan.g_00786	Praz.g_01917
OG0001726	Syan.g_00041	Praz.g_01920
OG0001774	Syan.g_02509	Praz.g_01653
OG0001919	Syan.g_00078	Praz.g_00775
OG0002029	Syan.g_02340	Praz.g_01224
OG0002495	Syan.g_00177	Praz.g_01160
OG0002562	Syan.g_01321	Praz.g_01259
OG0002666	Syan.g_02479, Syan.g_02473, Syan.g_02547, Syan.g_01485, Syan.g_02472, Syan.g_02478, Syan.g_02546	Praz.g_01265
OG0003809	Syan.g_01096	Praz.g_01091
