Orthogroup	Syan	Prba
OG0001187	Syan.g_01811	Prba.g_00790
OG0001188	Syan.g_01806	Prba.g_00793
OG0001189	Syan.g_01723	Prba.g_00810
OG0001190	Syan.g_01565	Prba.g_00814
OG0001191	Syan.g_01578	Prba.g_00824
OG0001192	Syan.g_01585	Prba.g_00829
OG0001193	Syan.g_01626	Prba.g_00839
OG0001194	Syan.g_01627	Prba.g_00840
OG0001195	Syan.g_01628	Prba.g_00841
OG0001196	Syan.g_01693	Prba.g_01782
OG0001197	Syan.g_01695	Prba.g_01783
OG0001198	Syan.g_01793	Prba.g_01790
OG0001199	Syan.g_02913	Prba.g_01862
OG0001200	Syan.g_02915	Prba.g_01864
OG0001201	Syan.g_02975	Prba.g_01896
OG0001202	Syan.g_03084	Prba.g_00655
OG0001203	Syan.g_02426	Prba.g_00457
OG0001204	Syan.g_02097	Prba.g_00462
OG0001205	Syan.g_01337	Prba.g_01016
OG0001206	Syan.g_02880	Prba.g_00999
OG0001207	Syan.g_02772	Prba.g_00984
OG0001208	Syan.g_02762	Prba.g_00979
OG0001209	Syan.g_01163	Prba.g_00926
OG0001210	Syan.g_00830	Prba.g_01775
OG0001211	Syan.g_00852	Prba.g_01765
OG0001212	Syan.g_01002	Prba.g_01721
OG0001213	Syan.g_01141	Prba.g_01688
OG0001214	Syan.g_00814	Prba.g_01680
OG0001215	Syan.g_00539	Prba.g_01627
OG0001216	Syan.g_00319	Prba.g_01592
OG0001217	Syan.g_00617	Prba.g_01554
OG0001218	Syan.g_02837	Prba.g_01547
OG0001219	Syan.g_00477	Prba.g_01510
OG0001220	Syan.g_00203	Prba.g_01447
OG0001221	Syan.g_01446	Prba.g_01384
OG0001222	Syan.g_00552	Prba.g_01345
OG0001223	Syan.g_00599	Prba.g_01319
OG0001224	Syan.g_00294	Prba.g_01268
OG0001225	Syan.g_00292	Prba.g_01266
OG0001226	Syan.g_02922	Prba.g_01240
OG0001227	Syan.g_00940	Prba.g_01222
OG0001228	Syan.g_01938	Prba.g_00018
OG0001229	Syan.g_02631	Prba.g_00198
OG0001230	Syan.g_01288	Prba.g_00105
OG0001231	Syan.g_01764	Prba.g_00291
OG0001232	Syan.g_01439	Prba.g_00597
OG0001233	Syan.g_01461	Prba.g_00577
OG0001234	Syan.g_01995	Prba.g_00372
OG0001235	Syan.g_02130	Prba.g_00382
OG0001236	Syan.g_01933	Prba.g_01073
OG0001237	Syan.g_01928	Prba.g_01077
OG0001239	Syan.g_02910	Prba.g_01859
OG0001240	Syan.g_02963	Prba.g_01881
OG0001242	Syan.g_02297	Prba.g_01907
OG0001243	Syan.g_02289	Prba.g_01913
OG0001244	Syan.g_03004	Prba.g_01929
OG0001245	Syan.g_00179	Prba.g_00874
OG0001246	Syan.g_02734	Prba.g_00957
OG0001247	Syan.g_00199	Prba.g_01634
OG0001249	Syan.g_02150	Prba.g_01521
OG0001250	Syan.g_00382	Prba.g_01458
OG0001251	Syan.g_00490	Prba.g_01410
OG0001252	Syan.g_00304	Prba.g_01273
OG0001253	Syan.g_00099	Prba.g_01221
OG0001254	Syan.g_01148	Prba.g_00095
OG0001256	Syan.g_01384	Prba.g_00298
OG0001258	Syan.g_01395	Prba.g_00229
OG0001259	Syan.g_01459	Prba.g_00579
OG0001260	Syan.g_01478	Prba.g_00563
OG0001261	Syan.g_02209	Prba.g_00421
OG0001262	Syan.g_01721	Prba.g_00808
OG0001263	Syan.g_02286	Prba.g_01916
OG0001264	Syan.g_02949	Prba.g_01832
OG0001265	Syan.g_02299	Prba.g_01906
OG0001266	Syan.g_03088	Prba.g_00659
OG0001267	Syan.g_02023	Prba.g_00497
OG0001268	Syan.g_02138	Prba.g_00555
OG0001270	Syan.g_02393	Prba.g_01027
OG0001271	Syan.g_02849	Prba.g_00989
OG0001272	Syan.g_02758	Prba.g_00975
OG0001274	Syan.g_01528	Prba.g_01614
OG0001275	Syan.g_00628	Prba.g_01309
OG0001276	Syan.g_00360	Prba.g_01289
OG0001277	Syan.g_00007	Prba.g_01232
OG0001278	Syan.g_02585	Prba.g_00013
OG0001279	Syan.g_01306	Prba.g_01136
OG0001281	Syan.g_01220	Prba.g_01197
OG0001282	Syan.g_02774	Prba.g_00195
OG0001283	Syan.g_01687	Prba.g_00176
OG0001284	Syan.g_01369	Prba.g_00318
OG0001285	Syan.g_00977	Prba.g_00594
OG0001286	Syan.g_02193	Prba.g_00433
OG0001287	Syan.g_01894	Prba.g_00770
OG0001289	Syan.g_02942	Prba.g_01875
OG0001291	Syan.g_02273	Prba.g_01923
OG0001292	Syan.g_02091	Prba.g_00467
OG0001293	Syan.g_02051	Prba.g_00479
OG0001294	Syan.g_00758	Prba.g_00872
OG0001295	Syan.g_00836	Prba.g_00994
OG0001296	Syan.g_02728	Prba.g_00952
OG0001297	Syan.g_02724	Prba.g_00947
OG0001298	Syan.g_00944	Prba.g_01739
OG0001299	Syan.g_00764	Prba.g_01651
OG0001303	Syan.g_00479	Prba.g_01305
OG0001304	Syan.g_00345	Prba.g_01279
OG0001305	Syan.g_00191	Prba.g_01260
OG0001306	Syan.g_02714	Prba.g_00078
OG0001308	Syan.g_01248	Prba.g_00703
OG0001309	Syan.g_01196	Prba.g_00294
OG0001310	Syan.g_01422	Prba.g_00608
OG0001311	Syan.g_00358	Prba.g_01287
OG0001312	Syan.g_00496	Prba.g_01356
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prba.g_01562
OG0001315	Syan.g_02168	Prba.g_01850
OG0001317	Syan.g_02422	Prba.g_00453
OG0001318	Syan.g_02060	Prba.g_00475
OG0001319	Syan.g_02034	Prba.g_00490
OG0001323	Syan.g_01193	Prba.g_00942
OG0001325	Syan.g_00323	Prba.g_01589
OG0001326	Syan.g_01636	Prba.g_01422
OG0001327	Syan.g_00753	Prba.g_01248
OG0001328	Syan.g_02675	Prba.g_01223
OG0001329	Syan.g_00838	Prba.g_00104, Prba.g_00721
OG0001330	Syan.g_01202	Prba.g_01166
OG0001331	Syan.g_02779	Prba.g_00190
OG0001332	Syan.g_00412	Prba.g_00345
OG0001333	Syan.g_01455	Prba.g_00583
OG0001336	Syan.g_01688	Prba.g_01779
OG0001341	Syan.g_00524	Prba.g_01556
OG0001345	Syan.g_02655	Prba.g_00044
OG0001346	Syan.g_01214	Prba.g_01193
OG0001349	Syan.g_01131	Prba.g_00116
OG0001351	Syan.g_02804	Prba.g_01007
OG0001353	Syan.g_00372	Prba.g_01467
OG0001354	Syan.g_00585	Prba.g_01327
OG0001356	Syan.g_00067	Prba.g_01535
OG0001358	Syan.g_00017	Prba.g_01697
OG0001360	Syan.g_02653	Prba.g_01220
OG0001361	Syan.g_02658	Prba.g_00047
OG0001364	Syan.g_01950	Prba.g_01066
OG0001365	Syan.g_01570	Prba.g_00818
OG0001369	Syan.g_02962	Prba.g_01880
OG0001371	Syan.g_02927, Syan.g_02928	Prba.g_01638
OG0001373	Syan.g_01635	Prba.g_01423
OG0001374	Syan.g_01644	Prba.g_01415
OG0001376	Syan.g_00511	Prba.g_01254
OG0001377	Syan.g_00510	Prba.g_01253
OG0001378	Syan.g_02392	Prba.g_00750
OG0001379	Syan.g_01206	Prba.g_01186
OG0001380	Syan.g_00442	Prba.g_00208
OG0001382	Syan.g_00680	Prba.g_00277
OG0001385	Syan.g_01632	Prba.g_01426
OG0001386	Syan.g_01633	Prba.g_01425
OG0001387	Syan.g_01634	Prba.g_01424
OG0001388	Syan.g_01637	Prba.g_01421
OG0001389	Syan.g_01639	Prba.g_01420
OG0001390	Syan.g_01640	Prba.g_01419
OG0001391	Syan.g_01641	Prba.g_01418
OG0001392	Syan.g_01642	Prba.g_01417
OG0001393	Syan.g_01643	Prba.g_01416
OG0001395	Syan.g_00340	Prba.g_01277
OG0001398	Syan.g_02932	Prba.g_00265
OG0001399	Syan.g_02175	Prba.g_00374
OG0001400	Syan.g_02263	Prba.g_01609, Prba.g_01083
OG0001402	Syan.g_00011	Prba.g_01540
OG0001403	Syan.g_01744	Prba.g_01823
OG0001404	Syan.g_00343	Prba.g_01856
OG0001406	Syan.g_00512	Prba.g_01255
OG0001407	Syan.g_00455	Prba.g_01242
OG0001408	Syan.g_00073	Prba.g_01237
OG0001409	Syan.g_00284	Prba.g_00056
OG0001411	Syan.g_01125	Prba.g_00151
OG0001415	Syan.g_01004	Prba.g_00450
OG0001416	Syan.g_00103	Prba.g_01002
OG0001417	Syan.g_00583	Prba.g_00992
OG0001418	Syan.g_02689	Prba.g_01633
OG0001419	Syan.g_00454	Prba.g_01241
OG0001420	Syan.g_01180	Prba.g_00741
OG0001422	Syan.g_00645	Prba.g_00272
OG0001425	Syan.g_01584	Prba.g_00828
OG0001428	Syan.g_03039	Prba.g_00628
OG0001429	Syan.g_00480	Prba.g_01509
OG0001432	Syan.g_00092	Prba.g_00305
OG0001433	Syan.g_00245	Prba.g_01536
OG0001434	Syan.g_00717	Prba.g_01376
OG0001437	Syan.g_01005	Prba.g_00449
OG0001439	Syan.g_01986	Prba.g_00523
OG0001441	Syan.g_01191	Prba.g_00940
OG0001442	Syan.g_00709	Prba.g_01564
OG0001447	Syan.g_02288	Prba.g_01914
OG0001449	Syan.g_02058	Prba.g_00896
OG0001452	Syan.g_02066	Prba.g_01408
OG0001453	Syan.g_00608	Prba.g_01315
OG0001454	Syan.g_00418	Prba.g_01227
OG0001456	Syan.g_01646	Prba.g_00087
OG0001457	Syan.g_01647	Prba.g_00086
OG0001458	Syan.g_01648	Prba.g_00085
OG0001459	Syan.g_02343	Prba.g_01150
OG0001460	Syan.g_00244	Prba.g_01537
OG0001462	Syan.g_01737	Prba.g_01827
OG0001467	Syan.g_00107	Prba.g_01520
OG0001471	Syan.g_01991	Prba.g_00302
OG0001473	Syan.g_00133	Prba.g_00787
OG0001474	Syan.g_02137	Prba.g_00556
OG0001475	Syan.g_01833	Prba.g_00162
OG0001479	Syan.g_02140	Prba.g_00553
OG0001480	Syan.g_00072	Prba.g_00862
OG0001486	Syan.g_02698	Prba.g_00066
OG0001492	Syan.g_02588	Prba.g_00016
OG0001493	Syan.g_02578	Prba.g_00008
OG0001502	Syan.g_00401	Prba.g_01529
OG0001504	Syan.g_02344	Prba.g_01151
OG0001507	Syan.g_02695	Prba.g_00250
OG0001508	Syan.g_01814	Prba.g_00174
OG0001520	Syan.g_00943	Prba.g_00888
OG0001522	Syan.g_00464	Prba.g_01466
OG0001525	Syan.g_00831	Prba.g_00286
OG0001546	Syan.g_01188	Prba.g_00937
OG0001547	Syan.g_00462	Prba.g_01527
OG0001549	Syan.g_00077	Prba.g_01440
OG0001553	Syan.g_01282	Prba.g_00716
OG0001554	Syan.g_00282	Prba.g_00296
OG0001564	Syan.g_00082	Prba.g_00133
OG0001566	Syan.g_01072	Prba.g_01641
OG0001567	Syan.g_00461	Prba.g_01528
OG0001568	Syan.g_00463	Prba.g_01526
OG0001570	Syan.g_00636	Prba.g_00738
OG0001584	Syan.g_00701	Prba.g_01364
OG0001587	Syan.g_01482	Prba.g_00353
OG0001627	Syan.g_02410	Prba.g_01550
OG0001635	Syan.g_01876	Prba.g_00244
OG0001666	Syan.g_02339	Prba.g_01149
OG0001712	Syan.g_00786	Prba.g_00917
OG0001726	Syan.g_00041	Prba.g_00914
OG0001774	Syan.g_02509	Prba.g_01640
OG0001919	Syan.g_00078	Prba.g_00893
OG0002029	Syan.g_02340	Prba.g_01148
OG0002495	Syan.g_00177	Prba.g_01212
OG0002562	Syan.g_01321	Prba.g_01114
OG0002666	Syan.g_02479, Syan.g_02473, Syan.g_02547, Syan.g_01485, Syan.g_02472, Syan.g_02478, Syan.g_02546	Prba.g_01108
OG0003809	Syan.g_01096	Prba.g_00148
