Orthogroup	Syan	Prai
OG0001190	Syan.g_01565	Prai.g_01885
OG0001191	Syan.g_01578	Prai.g_01895
OG0001192	Syan.g_01585	Prai.g_01899
OG0001193	Syan.g_01626	Prai.g_01909
OG0001194	Syan.g_01627	Prai.g_01910
OG0001195	Syan.g_01628	Prai.g_01911
OG0001196	Syan.g_01693	Prai.g_01924
OG0001197	Syan.g_01695	Prai.g_01925
OG0001198	Syan.g_01793	Prai.g_01933
OG0001199	Syan.g_02913	Prai.g_00074
OG0001200	Syan.g_02915	Prai.g_00076
OG0001201	Syan.g_02975	Prai.g_00108
OG0001202	Syan.g_03084	Prai.g_00210
OG0001203	Syan.g_02426	Prai.g_00249
OG0001204	Syan.g_02097	Prai.g_00256
OG0001205	Syan.g_01337	Prai.g_00476
OG0001206	Syan.g_02880	Prai.g_00493
OG0001207	Syan.g_02772	Prai.g_00507
OG0001208	Syan.g_02762	Prai.g_00512
OG0001209	Syan.g_01163	Prai.g_00563
OG0001210	Syan.g_00830	Prai.g_00568
OG0001211	Syan.g_00852	Prai.g_00578
OG0001212	Syan.g_01002	Prai.g_00624
OG0001213	Syan.g_01141	Prai.g_00658
OG0001214	Syan.g_00814	Prai.g_00666
OG0001215	Syan.g_00539	Prai.g_00719
OG0001216	Syan.g_00319	Prai.g_00750
OG0001217	Syan.g_00617	Prai.g_00894
OG0001218	Syan.g_02837	Prai.g_00887
OG0001219	Syan.g_00477	Prai.g_00858
OG0001220	Syan.g_00203	Prai.g_00795
OG0001221	Syan.g_01446	Prai.g_01035
OG0001222	Syan.g_00552	Prai.g_00997
OG0001223	Syan.g_00599	Prai.g_00971
OG0001224	Syan.g_00294	Prai.g_00922
OG0001225	Syan.g_00292	Prai.g_00920
OG0001226	Syan.g_02922	Prai.g_01083
OG0001227	Syan.g_00940	Prai.g_01101
OG0001228	Syan.g_01938	Prai.g_01218
OG0001229	Syan.g_02631	Prai.g_01368
OG0001230	Syan.g_01288	Prai.g_01455
OG0001231	Syan.g_01764	Prai.g_01560
OG0001232	Syan.g_01439	Prai.g_01661
OG0001233	Syan.g_01461	Prai.g_01681
OG0001234	Syan.g_01995	Prai.g_01716
OG0001235	Syan.g_02130	Prai.g_01726
OG0001236	Syan.g_01933	Prai.g_01816
OG0001237	Syan.g_01928	Prai.g_01820
OG0001239	Syan.g_02910	Prai.g_00071
OG0001240	Syan.g_02963	Prai.g_00093
OG0001242	Syan.g_02297	Prai.g_00119
OG0001243	Syan.g_02289	Prai.g_00125
OG0001244	Syan.g_03004	Prai.g_00141
OG0001245	Syan.g_00179	Prai.g_00392
OG0001246	Syan.g_02734	Prai.g_00534
OG0001247	Syan.g_00199	Prai.g_00712
OG0001249	Syan.g_02150	Prai.g_00869
OG0001250	Syan.g_00382	Prai.g_00806
OG0001252	Syan.g_00304	Prai.g_00927
OG0001253	Syan.g_00099	Prai.g_01102
OG0001254	Syan.g_01148	Prai.g_01145
OG0001256	Syan.g_01384	Prai.g_01553
OG0001258	Syan.g_01395	Prai.g_01635
OG0001259	Syan.g_01459	Prai.g_01679
OG0001260	Syan.g_01478	Prai.g_01695
OG0001261	Syan.g_02209	Prai.g_01769
OG0001262	Syan.g_01721	Prai.g_01879
OG0001263	Syan.g_02286	Prai.g_00128
OG0001265	Syan.g_02299	Prai.g_00118
OG0001266	Syan.g_03088	Prai.g_00214
OG0001267	Syan.g_02023	Prai.g_00293
OG0001268	Syan.g_02138	Prai.g_00352
OG0001270	Syan.g_02393	Prai.g_00465
OG0001271	Syan.g_02849	Prai.g_00502
OG0001272	Syan.g_02758	Prai.g_00516
OG0001275	Syan.g_00628	Prai.g_00961
OG0001276	Syan.g_00360	Prai.g_00942
OG0001277	Syan.g_00007	Prai.g_01090
OG0001278	Syan.g_02585	Prai.g_01223
OG0001279	Syan.g_01306	Prai.g_01583
OG0001281	Syan.g_01220	Prai.g_01340
OG0001282	Syan.g_02774	Prai.g_01371
OG0001284	Syan.g_01369	Prai.g_01532
OG0001285	Syan.g_00977	Prai.g_01664
OG0001286	Syan.g_02193	Prai.g_01786
OG0001287	Syan.g_01894	Prai.g_01840
OG0001289	Syan.g_02942	Prai.g_00087
OG0001291	Syan.g_02273	Prai.g_00135
OG0001292	Syan.g_02091	Prai.g_00261
OG0001293	Syan.g_02051	Prai.g_00274
OG0001294	Syan.g_00758	Prai.g_00389
OG0001295	Syan.g_00836	Prai.g_00498
OG0001296	Syan.g_02728	Prai.g_00539
OG0001298	Syan.g_00944	Prai.g_00605
OG0001299	Syan.g_00764	Prai.g_00695
OG0001304	Syan.g_00345	Prai.g_00933
OG0001305	Syan.g_00191	Prai.g_00914
OG0001306	Syan.g_02714	Prai.g_01158
OG0001308	Syan.g_01248	Prai.g_01473
OG0001309	Syan.g_01196	Prai.g_01557
OG0001310	Syan.g_01422	Prai.g_01650
OG0001312	Syan.g_00496	Prai.g_01008
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prai.g_00439
OG0001315	Syan.g_02168	Prai.g_00061
OG0001317	Syan.g_02422	Prai.g_00245
OG0001318	Syan.g_02060	Prai.g_00269
OG0001323	Syan.g_01193	Prai.g_00548
OG0001325	Syan.g_00323	Prai.g_00753
OG0001327	Syan.g_00753	Prai.g_01075
OG0001328	Syan.g_02675	Prai.g_01100
OG0001330	Syan.g_01202	Prai.g_01309
OG0001331	Syan.g_02779	Prai.g_01376
OG0001332	Syan.g_00412	Prai.g_01504
OG0001333	Syan.g_01455	Prai.g_01675
OG0001336	Syan.g_01688	Prai.g_01921
OG0001341	Syan.g_00524	Prai.g_00897
OG0001345	Syan.g_02655	Prai.g_01190
OG0001346	Syan.g_01214	Prai.g_01336
OG0001349	Syan.g_01131	Prai.g_01407
OG0001351	Syan.g_02804	Prai.g_00485
OG0001353	Syan.g_00372	Prai.g_00815
OG0001358	Syan.g_00017	Prai.g_00649
OG0001360	Syan.g_02653	Prai.g_01103
OG0001361	Syan.g_02658	Prai.g_01187
OG0001364	Syan.g_01950	Prai.g_01809
OG0001365	Syan.g_01570	Prai.g_01889
OG0001369	Syan.g_02962	Prai.g_00092
OG0001371	Syan.g_02927, Syan.g_02928	Prai.g_00708
OG0001376	Syan.g_00511	Prai.g_01069
OG0001377	Syan.g_00510	Prai.g_01070
OG0001378	Syan.g_02392	Prai.g_01112
OG0001382	Syan.g_00680	Prai.g_01575
OG0001394	Syan.g_00722	Prai.g_01031
OG0001395	Syan.g_00340	Prai.g_00931
OG0001398	Syan.g_02932	Prai.g_01601
OG0001399	Syan.g_02175	Prai.g_01718
OG0001403	Syan.g_01744	Prai.g_00030
OG0001404	Syan.g_00343	Prai.g_00068
OG0001406	Syan.g_00512	Prai.g_01068
OG0001407	Syan.g_00455	Prai.g_01081
OG0001408	Syan.g_00073	Prai.g_01086
OG0001409	Syan.g_00284	Prai.g_01178
OG0001411	Syan.g_01125	Prai.g_01422, Prai.g_01391
OG0001415	Syan.g_01004	Prai.g_00242
OG0001416	Syan.g_00103	Prai.g_00490
OG0001417	Syan.g_00583	Prai.g_00500
OG0001418	Syan.g_02689	Prai.g_00713
OG0001419	Syan.g_00454	Prai.g_01082
OG0001420	Syan.g_01180	Prai.g_01122
OG0001422	Syan.g_00645	Prai.g_01585
OG0001428	Syan.g_03039	Prai.g_00183
OG0001432	Syan.g_00092	Prai.g_01545
OG0001437	Syan.g_01005	Prai.g_00241
OG0001438	Syan.g_02009	Prai.g_00306
OG0001439	Syan.g_01986	Prai.g_00320
OG0001441	Syan.g_01191	Prai.g_00550
OG0001443	Syan.g_01590	Prai.g_01602
OG0001447	Syan.g_02288	Prai.g_00126
OG0001449	Syan.g_02058	Prai.g_00413
OG0001452	Syan.g_02066	Prai.g_01058
OG0001453	Syan.g_00608	Prai.g_00967
OG0001454	Syan.g_00418	Prai.g_01096
OG0001459	Syan.g_02343	Prai.g_01552
OG0001462	Syan.g_01737	Prai.g_00034
OG0001467	Syan.g_00107	Prai.g_00868
OG0001471	Syan.g_01991	Prai.g_01548
OG0001473	Syan.g_00133	Prai.g_01857
OG0001474	Syan.g_02137	Prai.g_00353
OG0001475	Syan.g_01833	Prai.g_00152
OG0001480	Syan.g_00072	Prai.g_00382
OG0001486	Syan.g_02698	Prai.g_01169
OG0001492	Syan.g_02588	Prai.g_01220
OG0001493	Syan.g_02578	Prai.g_01228
OG0001495	Syan.g_02257	Prai.g_01723
OG0001496	Syan.g_01154	Prai.g_01252
OG0001497	Syan.g_01155	Prai.g_01253
OG0001502	Syan.g_00401	Prai.g_00877
OG0001507	Syan.g_02695	Prai.g_01245
OG0001508	Syan.g_01814	Prai.g_01432
OG0001520	Syan.g_00943	Prai.g_00406
OG0001522	Syan.g_00464	Prai.g_00814
OG0001527	Syan.g_00867	Prai.g_00591
OG0001532	Syan.g_02637	Prai.g_01199
OG0001547	Syan.g_00462	Prai.g_00875
OG0001549	Syan.g_00077	Prai.g_00788
OG0001553	Syan.g_01282	Prai.g_01460
OG0001554	Syan.g_00282	Prai.g_01555
OG0001562	Syan.g_00650	Prai.g_00949
OG0001566	Syan.g_01072	Prai.g_00705
OG0001567	Syan.g_00461	Prai.g_00876
OG0001568	Syan.g_00463	Prai.g_00874
OG0001570	Syan.g_00636	Prai.g_01255
OG0001584	Syan.g_00701	Prai.g_01016
OG0001587	Syan.g_01482	Prai.g_01697
OG0001588	Syan.g_02262	Prai.g_00778
OG0001625	Syan.g_02057	Prai.g_00271
OG0001627	Syan.g_02410	Prai.g_00889
OG0001634	Syan.g_00761	Prai.g_01582
OG0001647	Syan.g_02032	Prai.g_00285
OG0001669	Syan.g_02176	Prai.g_00043
OG0001712	Syan.g_00786	Prai.g_00427
OG0001726	Syan.g_00041	Prai.g_00425
OG0001774	Syan.g_02509	Prai.g_00706
OG0001782	Syan.g_01869	Prai.g_01732
OG0001919	Syan.g_00078	Prai.g_00411
OG0001924	Syan.g_00021	Prai.g_01283
OG0001925	Syan.g_00022	Prai.g_01284
OG0001926	Syan.g_00023	Prai.g_01285
OG0001927	Syan.g_00024	Prai.g_01286
OG0001993	Syan.g_00019	Prai.g_01281
OG0001994	Syan.g_00020	Prai.g_01282
OG0002019	Syan.g_01903	Prai.g_01304
OG0002097	Syan.g_01105	Prai.g_00775
OG0002244	Syan.g_00387	Prai.g_01244
OG0002274	Syan.g_01104	Prai.g_00776
OG0002375	Syan.g_01122	Prai.g_01408
OG0002396	Syan.g_02234	Prai.g_01745
OG0002486	Syan.g_01870	Prai.g_01731
OG0002722	Syan.g_01097	Prai.g_01401
OG0002723	Syan.g_01129	Prai.g_01409
OG0002893	Syan.g_01113	Prai.g_00777
OG0003067	Syan.g_01399	Prai.g_00430
OG0003157	Syan.g_02084	Prai.g_00455
OG0003222	Syan.g_01114	Prai.g_01399, Prai.g_01410
OG0003224	Syan.g_01670	Prai.g_01625
