Orthogroup	Syan	Prae
OG0001190	Syan.g_01565	Prae.g_01860
OG0001191	Syan.g_01578	Prae.g_01870
OG0001192	Syan.g_01585	Prae.g_01875
OG0001193	Syan.g_01626	Prae.g_01885
OG0001194	Syan.g_01627	Prae.g_01886
OG0001195	Syan.g_01628	Prae.g_01887
OG0001196	Syan.g_01693	Prae.g_01900
OG0001197	Syan.g_01695	Prae.g_01901
OG0001198	Syan.g_01793	Prae.g_01908
OG0001199	Syan.g_02913	Prae.g_00074
OG0001200	Syan.g_02915	Prae.g_00076
OG0001201	Syan.g_02975	Prae.g_00107
OG0001202	Syan.g_03084	Prae.g_00202
OG0001203	Syan.g_02426	Prae.g_00241
OG0001204	Syan.g_02097	Prae.g_00246
OG0001205	Syan.g_01337	Prae.g_00419
OG0001206	Syan.g_02880	Prae.g_00436
OG0001207	Syan.g_02772	Prae.g_00451
OG0001208	Syan.g_02762	Prae.g_00456
OG0001209	Syan.g_01163	Prae.g_00510
OG0001210	Syan.g_00830	Prae.g_00515
OG0001211	Syan.g_00852	Prae.g_00525
OG0001212	Syan.g_01002	Prae.g_00570
OG0001213	Syan.g_01141	Prae.g_00603
OG0001214	Syan.g_00814	Prae.g_00611
OG0001215	Syan.g_00539	Prae.g_00664
OG0001216	Syan.g_00319	Prae.g_00713
OG0001217	Syan.g_00617	Prae.g_00752
OG0001218	Syan.g_02837	Prae.g_00759
OG0001219	Syan.g_00477	Prae.g_00794
OG0001220	Syan.g_00203	Prae.g_00857
OG0001221	Syan.g_01446	Prae.g_00919
OG0001222	Syan.g_00552	Prae.g_00956
OG0001223	Syan.g_00599	Prae.g_00982
OG0001224	Syan.g_00294	Prae.g_01036
OG0001225	Syan.g_00292	Prae.g_01038
OG0001226	Syan.g_02922	Prae.g_01066
OG0001227	Syan.g_00940	Prae.g_01084
OG0001228	Syan.g_01938	Prae.g_01208
OG0001229	Syan.g_02631	Prae.g_01366
OG0001230	Syan.g_01288	Prae.g_01451
OG0001231	Syan.g_01764	Prae.g_01556
OG0001232	Syan.g_01439	Prae.g_01646
OG0001233	Syan.g_01461	Prae.g_01666
OG0001234	Syan.g_01995	Prae.g_01701
OG0001235	Syan.g_02130	Prae.g_01711
OG0001236	Syan.g_01933	Prae.g_01793
OG0001237	Syan.g_01928	Prae.g_01797
OG0001239	Syan.g_02910	Prae.g_00071
OG0001240	Syan.g_02963	Prae.g_00093
OG0001242	Syan.g_02297	Prae.g_00119
OG0001243	Syan.g_02289	Prae.g_00125
OG0001244	Syan.g_03004	Prae.g_00141
OG0001245	Syan.g_00179	Prae.g_00380
OG0001246	Syan.g_02734	Prae.g_00478
OG0001247	Syan.g_00199	Prae.g_00657
OG0001249	Syan.g_02150	Prae.g_00784
OG0001250	Syan.g_00382	Prae.g_00846
OG0001251	Syan.g_00490	Prae.g_00893
OG0001252	Syan.g_00304	Prae.g_01031
OG0001253	Syan.g_00099	Prae.g_01085
OG0001254	Syan.g_01148	Prae.g_01132
OG0001256	Syan.g_01384	Prae.g_01549
OG0001258	Syan.g_01395	Prae.g_01620
OG0001259	Syan.g_01459	Prae.g_01664
OG0001260	Syan.g_01478	Prae.g_01680
OG0001261	Syan.g_02209	Prae.g_01750
OG0001262	Syan.g_01721	Prae.g_01854
OG0001263	Syan.g_02286	Prae.g_00128
OG0001264	Syan.g_02949	Prae.g_00039, Prae.g_00040
OG0001265	Syan.g_02299	Prae.g_00118
OG0001266	Syan.g_03088	Prae.g_00206
OG0001267	Syan.g_02023	Prae.g_00281
OG0001268	Syan.g_02138	Prae.g_00339
OG0001270	Syan.g_02393	Prae.g_00408
OG0001271	Syan.g_02849	Prae.g_00446
OG0001272	Syan.g_02758	Prae.g_00460
OG0001274	Syan.g_01528	Prae.g_00677
OG0001275	Syan.g_00628	Prae.g_00992
OG0001276	Syan.g_00360	Prae.g_01015
OG0001277	Syan.g_00007	Prae.g_01074
OG0001278	Syan.g_02585	Prae.g_01213
OG0001279	Syan.g_01306	Prae.g_01265
OG0001281	Syan.g_01220	Prae.g_01334
OG0001282	Syan.g_02774	Prae.g_01369
OG0001283	Syan.g_01687	Prae.g_01388
OG0001284	Syan.g_01369	Prae.g_01529
OG0001285	Syan.g_00977	Prae.g_01649
OG0001286	Syan.g_02193	Prae.g_01762
OG0001287	Syan.g_01894	Prae.g_01817
OG0001289	Syan.g_02942	Prae.g_00087
OG0001291	Syan.g_02273	Prae.g_00135
OG0001292	Syan.g_02091	Prae.g_00251
OG0001293	Syan.g_02051	Prae.g_00264
OG0001294	Syan.g_00758	Prae.g_00378
OG0001295	Syan.g_00836	Prae.g_00441
OG0001296	Syan.g_02728	Prae.g_00483
OG0001297	Syan.g_02724	Prae.g_00488
OG0001298	Syan.g_00944	Prae.g_00551
OG0001299	Syan.g_00764	Prae.g_00640
OG0001303	Syan.g_00479	Prae.g_00996
OG0001304	Syan.g_00345	Prae.g_01025
OG0001305	Syan.g_00191	Prae.g_01044
OG0001306	Syan.g_02714	Prae.g_01149
OG0001308	Syan.g_01248	Prae.g_01469
OG0001309	Syan.g_01196	Prae.g_01553
OG0001310	Syan.g_01422	Prae.g_01635
OG0001311	Syan.g_00358	Prae.g_01017
OG0001313	Syan.g_02860	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syan.g_02168	Prae.g_00061
OG0001317	Syan.g_02422	Prae.g_00237
OG0001318	Syan.g_02060	Prae.g_00259
OG0001319	Syan.g_02034	Prae.g_00275
OG0001323	Syan.g_01193	Prae.g_00493
OG0001325	Syan.g_00323	Prae.g_00716
OG0001326	Syan.g_01636	Prae.g_00881
OG0001327	Syan.g_00753	Prae.g_01057
OG0001328	Syan.g_02675	Prae.g_01083
OG0001329	Syan.g_00838	Prae.g_01122
OG0001330	Syan.g_01202	Prae.g_01292
OG0001331	Syan.g_02779	Prae.g_01374
OG0001332	Syan.g_00412	Prae.g_01502
OG0001333	Syan.g_01455	Prae.g_01660
OG0001336	Syan.g_01688	Prae.g_01897
OG0001341	Syan.g_00524	Prae.g_00750
OG0001345	Syan.g_02655	Prae.g_01182
OG0001346	Syan.g_01214	Prae.g_01330
OG0001351	Syan.g_02804	Prae.g_00428
OG0001353	Syan.g_00372	Prae.g_00838
OG0001354	Syan.g_00585	Prae.g_00974
OG0001356	Syan.g_00067	Prae.g_01231
OG0001358	Syan.g_00017	Prae.g_00594
OG0001360	Syan.g_02653	Prae.g_01086
OG0001361	Syan.g_02658	Prae.g_01179
OG0001364	Syan.g_01950	Prae.g_01786
OG0001365	Syan.g_01570	Prae.g_01864
OG0001369	Syan.g_02962	Prae.g_00092
OG0001371	Syan.g_02927, Syan.g_02928	Prae.g_00653
OG0001373	Syan.g_01635	Prae.g_00880
OG0001374	Syan.g_01644	Prae.g_00888
OG0001376	Syan.g_00511	Prae.g_01050
OG0001377	Syan.g_00510	Prae.g_01051
OG0001378	Syan.g_02392	Prae.g_01095
OG0001379	Syan.g_01206	Prae.g_01323
OG0001380	Syan.g_00442	Prae.g_01356
OG0001382	Syan.g_00680	Prae.g_01570
OG0001385	Syan.g_01632	Prae.g_00877
OG0001386	Syan.g_01633	Prae.g_00878
OG0001387	Syan.g_01634	Prae.g_00879
OG0001388	Syan.g_01637	Prae.g_00882
OG0001389	Syan.g_01639	Prae.g_00883
OG0001390	Syan.g_01640	Prae.g_00884
OG0001391	Syan.g_01641	Prae.g_00885
OG0001392	Syan.g_01642	Prae.g_00886
OG0001393	Syan.g_01643	Prae.g_00887
OG0001395	Syan.g_00340	Prae.g_01027
OG0001398	Syan.g_02932	Prae.g_01583
OG0001399	Syan.g_02175	Prae.g_01703
OG0001401	Syan.g_00376	Prae.g_00687
OG0001402	Syan.g_00011	Prae.g_00767
OG0001403	Syan.g_01744	Prae.g_00030
OG0001404	Syan.g_00343	Prae.g_00068
OG0001406	Syan.g_00512	Prae.g_01049
OG0001407	Syan.g_00455	Prae.g_01064
OG0001408	Syan.g_00073	Prae.g_01069
OG0001409	Syan.g_00284	Prae.g_01170
OG0001411	Syan.g_01125	Prae.g_01439
OG0001415	Syan.g_01004	Prae.g_00234
OG0001416	Syan.g_00103	Prae.g_00433
OG0001417	Syan.g_00583	Prae.g_00443
OG0001418	Syan.g_02689	Prae.g_00658
OG0001419	Syan.g_00454	Prae.g_01065
OG0001420	Syan.g_01180	Prae.g_01104
OG0001422	Syan.g_00645	Prae.g_01576
OG0001425	Syan.g_01584	Prae.g_01874
OG0001428	Syan.g_03039	Prae.g_00175
OG0001429	Syan.g_00480	Prae.g_00795
OG0001432	Syan.g_00092	Prae.g_01542
OG0001433	Syan.g_00245	Prae.g_01232
OG0001437	Syan.g_01005	Prae.g_00233
OG0001438	Syan.g_02009	Prae.g_00294
OG0001439	Syan.g_01986	Prae.g_00308
OG0001441	Syan.g_01191	Prae.g_00495
OG0001442	Syan.g_00709	Prae.g_00741
OG0001447	Syan.g_02288	Prae.g_00126
OG0001449	Syan.g_02058	Prae.g_00394
OG0001452	Syan.g_02066	Prae.g_00895
OG0001453	Syan.g_00608	Prae.g_00986
OG0001454	Syan.g_00418	Prae.g_01079
OG0001456	Syan.g_01646	Prae.g_01140
OG0001457	Syan.g_01647	Prae.g_01141
OG0001458	Syan.g_01648	Prae.g_01142
OG0001459	Syan.g_02343	Prae.g_01277
OG0001460	Syan.g_00244	Prae.g_01233
OG0001461	Syan.g_00657	Prae.g_01228
OG0001462	Syan.g_01737	Prae.g_00034
OG0001467	Syan.g_00107	Prae.g_00785
OG0001471	Syan.g_01991	Prae.g_01545
OG0001473	Syan.g_00133	Prae.g_01834
OG0001474	Syan.g_02137	Prae.g_00340
OG0001480	Syan.g_00072	Prae.g_00368
OG0001486	Syan.g_02698	Prae.g_01161
OG0001492	Syan.g_02588	Prae.g_01210
OG0001493	Syan.g_02578	Prae.g_01218
OG0001495	Syan.g_02257	Prae.g_01708
OG0001502	Syan.g_00401	Prae.g_00776
OG0001504	Syan.g_02344	Prae.g_01278
OG0001520	Syan.g_00943	Prae.g_00389
OG0001525	Syan.g_00831	Prae.g_01561
OG0001546	Syan.g_01188	Prae.g_00498
OG0001547	Syan.g_00462	Prae.g_00778
OG0001549	Syan.g_00077	Prae.g_00864
OG0001553	Syan.g_01282	Prae.g_01456
OG0001554	Syan.g_00282	Prae.g_01551
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Prae.g_01237
OG0001558	Syan.g_01760	Prae.g_00690
OG0001566	Syan.g_01072	Prae.g_00650
OG0001567	Syan.g_00461	Prae.g_00777
OG0001568	Syan.g_00463	Prae.g_00779
OG0001570	Syan.g_00636	Prae.g_01106
OG0001587	Syan.g_01482	Prae.g_01682
OG0001625	Syan.g_02057	Prae.g_00261
OG0001627	Syan.g_02410	Prae.g_00756
OG0001635	Syan.g_01876	Prae.g_01601
OG0001652	Syan.g_01762	Prae.g_00688
OG0001666	Syan.g_02339	Prae.g_01276
OG0001671	Syan.g_03115, Syan.g_01514	Prae.g_00695
OG0001700	Syan.g_00938	Prae.g_01234
OG0001774	Syan.g_02509	Prae.g_00651
OG0001919	Syan.g_00078	Prae.g_00391
OG0001995	Syan.g_02683	Prae.g_01259
OG0002029	Syan.g_02340	Prae.g_01275
OG0002364	Syan.g_00481	Prae.g_00796
OG0002700	Syan.g_02461	Prae.g_00707
OG0002703	Syan.g_01827	Prae.g_01419
