Orthogroup	Syan	Pral
OG0001183	Syan.g_02166	Pral.g_00267
OG0001184	Syan.g_01929	Pral.g_00284
OG0001185	Syan.g_01902	Pral.g_00300
OG0001186	Syan.g_01864	Pral.g_00324
OG0001187	Syan.g_01811	Pral.g_00327
OG0001188	Syan.g_01806	Pral.g_00329
OG0001189	Syan.g_01723	Pral.g_00346
OG0001190	Syan.g_01565	Pral.g_00351
OG0001191	Syan.g_01578	Pral.g_00361
OG0001192	Syan.g_01585	Pral.g_00366
OG0001193	Syan.g_01626	Pral.g_00380
OG0001194	Syan.g_01627	Pral.g_00381
OG0001195	Syan.g_01628	Pral.g_00382
OG0001196	Syan.g_01693	Pral.g_00398
OG0001197	Syan.g_01695	Pral.g_00400
OG0001198	Syan.g_01793	Pral.g_00407
OG0001200	Syan.g_02915	Pral.g_00971
OG0001201	Syan.g_02975	Pral.g_00939
OG0001203	Syan.g_02426	Pral.g_00802
OG0001205	Syan.g_01337	Pral.g_00648
OG0001206	Syan.g_02880	Pral.g_00626
OG0001207	Syan.g_02772	Pral.g_00615
OG0001208	Syan.g_02762	Pral.g_00609
OG0001209	Syan.g_01163	Pral.g_00555
OG0001210	Syan.g_00830	Pral.g_00550
OG0001211	Syan.g_00852	Pral.g_00540
OG0001212	Syan.g_01002	Pral.g_00493
OG0001213	Syan.g_01141	Pral.g_00458
OG0001214	Syan.g_00814	Pral.g_01438
OG0001215	Syan.g_00539	Pral.g_01751
OG0001216	Syan.g_00319	Pral.g_01727
OG0001217	Syan.g_00617	Pral.g_00023
OG0001218	Syan.g_02837	Pral.g_01308
OG0001219	Syan.g_00477	Pral.g_01660
OG0001220	Syan.g_00203	Pral.g_01542
OG0001221	Syan.g_01446	Pral.g_01788
OG0001222	Syan.g_00552	Pral.g_01605
OG0001223	Syan.g_00599	Pral.g_01610
OG0001224	Syan.g_00294	Pral.g_01565
OG0001225	Syan.g_00292	Pral.g_01563
OG0001226	Syan.g_02922	Pral.g_01320, Pral.g_00967
OG0001227	Syan.g_00940	Pral.g_01327
OG0001228	Syan.g_01938	Pral.g_01421
OG0001229	Syan.g_02631	Pral.g_01299
OG0001230	Syan.g_01288	Pral.g_01174
OG0001232	Syan.g_01439	Pral.g_00130
OG0001233	Syan.g_01461	Pral.g_00150
OG0001234	Syan.g_01995	Pral.g_00188
OG0001235	Syan.g_02130	Pral.g_00192
OG0001236	Syan.g_01933	Pral.g_00281
OG0001237	Syan.g_01928	Pral.g_00285
OG0001239	Syan.g_02910	Pral.g_00976
OG0001240	Syan.g_02963	Pral.g_00954
OG0001242	Syan.g_02297	Pral.g_00926
OG0001243	Syan.g_02289	Pral.g_00919
OG0001244	Syan.g_03004	Pral.g_00904
OG0001245	Syan.g_00179	Pral.g_01840
OG0001246	Syan.g_02734	Pral.g_00016, Pral.g_00586
OG0001247	Syan.g_00199	Pral.g_01758
OG0001249	Syan.g_02150	Pral.g_00701
OG0001250	Syan.g_00382	Pral.g_01529
OG0001251	Syan.g_00490	Pral.g_01819
OG0001253	Syan.g_00099	Pral.g_01032
OG0001254	Syan.g_01148	Pral.g_00076
OG0001256	Syan.g_01384	Pral.g_01069
OG0001258	Syan.g_01395	Pral.g_00103
OG0001259	Syan.g_01459	Pral.g_00148
OG0001260	Syan.g_01478	Pral.g_00166
OG0001261	Syan.g_02209	Pral.g_00234
OG0001262	Syan.g_01721	Pral.g_00344
OG0001263	Syan.g_02286	Pral.g_00917
OG0001264	Syan.g_02949	Pral.g_01006
OG0001265	Syan.g_02299	Pral.g_00927
OG0001266	Syan.g_03088	Pral.g_00841
OG0001267	Syan.g_02023	Pral.g_00759
OG0001268	Syan.g_02138	Pral.g_00693
OG0001270	Syan.g_02393	Pral.g_00660
OG0001271	Syan.g_02849	Pral.g_00620
OG0001272	Syan.g_02758	Pral.g_00605
OG0001274	Syan.g_01528	Pral.g_00818
OG0001275	Syan.g_00628	Pral.g_01585
OG0001276	Syan.g_00360	Pral.g_01597
OG0001277	Syan.g_00007	Pral.g_01703
OG0001278	Syan.g_02585	Pral.g_01425
OG0001279	Syan.g_01306	Pral.g_00024
OG0001281	Syan.g_01220	Pral.g_01276
OG0001282	Syan.g_02774	Pral.g_01221
OG0001283	Syan.g_01687	Pral.g_00394
OG0001284	Syan.g_01369	Pral.g_01082
OG0001285	Syan.g_00977	Pral.g_00133
OG0001286	Syan.g_02193	Pral.g_00247
OG0001287	Syan.g_01894	Pral.g_00307
OG0001289	Syan.g_02942	Pral.g_00960
OG0001291	Syan.g_02273	Pral.g_00909
OG0001292	Syan.g_02091	Pral.g_00791
OG0001293	Syan.g_02051	Pral.g_00778
OG0001294	Syan.g_00758	Pral.g_00025
OG0001296	Syan.g_02728	Pral.g_00581
OG0001297	Syan.g_02724	Pral.g_00576
OG0001298	Syan.g_00944	Pral.g_00511
OG0001299	Syan.g_00764	Pral.g_01468
OG0001304	Syan.g_00345	Pral.g_01577
OG0001305	Syan.g_00191	Pral.g_01557
OG0001306	Syan.g_02714	Pral.g_01352
OG0001308	Syan.g_01248	Pral.g_01151
OG0001309	Syan.g_01196	Pral.g_00572
OG0001310	Syan.g_01422	Pral.g_00120
OG0001311	Syan.g_00358	Pral.g_01599
OG0001312	Syan.g_00496	Pral.g_01651
OG0001313	Syan.g_02860	Pral.g_01673
OG0001315	Syan.g_02168	Pral.g_01326
OG0001317	Syan.g_02422	Pral.g_00806
OG0001318	Syan.g_02060	Pral.g_00782
OG0001319	Syan.g_02034	Pral.g_00766
OG0001323	Syan.g_01193	Pral.g_00570
OG0001325	Syan.g_00323	Pral.g_01724
OG0001327	Syan.g_00753	Pral.g_01810
OG0001330	Syan.g_01202	Pral.g_01047
OG0001331	Syan.g_02779	Pral.g_01216
OG0001332	Syan.g_00412	Pral.g_01112
OG0001333	Syan.g_01455	Pral.g_00144
OG0001336	Syan.g_01688	Pral.g_00395
OG0001337	Syan.g_02151	Pral.g_00707
OG0001341	Syan.g_00524	Pral.g_01304
OG0001345	Syan.g_02655	Pral.g_01389
OG0001346	Syan.g_01214	Pral.g_01280
OG0001351	Syan.g_02804	Pral.g_00634
OG0001353	Syan.g_00372	Pral.g_01520
OG0001354	Syan.g_00585	Pral.g_01617
OG0001358	Syan.g_00017	Pral.g_00467
OG0001361	Syan.g_02658	Pral.g_01386
OG0001364	Syan.g_01950	Pral.g_00273
OG0001365	Syan.g_01570	Pral.g_00355
OG0001368	Syan.g_02098	Pral.g_01899, Pral.g_01702
OG0001369	Syan.g_02962	Pral.g_00955
OG0001371	Syan.g_02927, Syan.g_02928	Pral.g_01763
OG0001379	Syan.g_01206	Pral.g_01287
OG0001380	Syan.g_00442	Pral.g_01345
OG0001394	Syan.g_00722	Pral.g_01784
OG0001398	Syan.g_02932	Pral.g_01710
OG0001400	Syan.g_02263	Pral.g_01057
OG0001401	Syan.g_00376	Pral.g_01672
OG0001402	Syan.g_00011	Pral.g_00463
OG0001403	Syan.g_01744	Pral.g_01013
OG0001404	Syan.g_00343	Pral.g_00979
OG0001407	Syan.g_00455	Pral.g_00051
OG0001409	Syan.g_00284	Pral.g_01376
OG0001411	Syan.g_01125	Pral.g_01264
OG0001415	Syan.g_01004	Pral.g_00810
OG0001418	Syan.g_02689	Pral.g_01757
OG0001419	Syan.g_00454	Pral.g_00052
OG0001425	Syan.g_01584	Pral.g_00365
OG0001429	Syan.g_00480	Pral.g_01659
OG0001434	Syan.g_00717	Pral.g_01779
OG0001435	Syan.g_00745	Pral.g_01803
OG0001437	Syan.g_01005	Pral.g_00811
OG0001438	Syan.g_02009	Pral.g_00745
OG0001441	Syan.g_01191	Pral.g_00568
OG0001443	Syan.g_01590	Pral.g_01300
OG0001452	Syan.g_02066	Pral.g_01817
OG0001453	Syan.g_00608	Pral.g_00989
OG0001461	Syan.g_00657	Pral.g_00457
OG0001467	Syan.g_00107	Pral.g_01223
OG0001476	Syan.g_00283	Pral.g_01374
OG0001486	Syan.g_02698	Pral.g_01365
OG0001487	Syan.g_02836	Pral.g_01120
OG0001488	Syan.g_02666	Pral.g_01381
OG0001489	Syan.g_02182	Pral.g_00258
OG0001495	Syan.g_02257	Pral.g_00197
OG0001498	Syan.g_02317	Pral.g_00675
OG0001510	Syan.g_01890	Pral.g_00311
OG0001511	Syan.g_02983	Pral.g_00935
OG0001512	Syan.g_02428	Pral.g_01297
OG0001515	Syan.g_00505	Pral.g_01749
OG0001516	Syan.g_00172	Pral.g_01465
OG0001517	Syan.g_02143	Pral.g_00697
OG0001518	Syan.g_01582	Pral.g_00364
OG0001519	Syan.g_01592	Pral.g_00369
OG0001522	Syan.g_00464	Pral.g_01521
OG0001527	Syan.g_00867	Pral.g_00526
OG0001529	Syan.g_01730	Pral.g_01004
OG0001530	Syan.g_02981	Pral.g_00936
OG0001531	Syan.g_01511, Syan.g_02436	Pral.g_00801
OG0001532	Syan.g_02637	Pral.g_01402
OG0001534	Syan.g_00344	Pral.g_01576
OG0001535	Syan.g_00362	Pral.g_01596
OG0001536	Syan.g_00560	Pral.g_01631
OG0001537	Syan.g_00729	Pral.g_01787
OG0001538	Syan.g_00685	Pral.g_01493
OG0001539	Syan.g_00750	Pral.g_01808
OG0001540	Syan.g_02284	Pral.g_00915
OG0001541	Syan.g_03048	Pral.g_00864
OG0001542	Syan.g_03059	Pral.g_00858
OG0001543	Syan.g_03110	Pral.g_01305
OG0001544	Syan.g_01591	Pral.g_00368
OG0001545	Syan.g_01661	Pral.g_00385
OG0001553	Syan.g_01282	Pral.g_01168
OG0001557	Syan.g_00721	Pral.g_01783
OG0001558	Syan.g_01760	Pral.g_00667, Pral.g_01676
OG0001559	Syan.g_02980	Pral.g_00937
OG0001560	Syan.g_02969	Pral.g_00947
OG0001561	Syan.g_00356	Pral.g_01601
OG0001562	Syan.g_00650	Pral.g_01589
OG0001563	Syan.g_02200	Pral.g_00242
OG0001566	Syan.g_01072	Pral.g_01767
OG0001574	Syan.g_00865	Pral.g_00528
OG0001575	Syan.g_00870	Pral.g_00523
OG0001576	Syan.g_01242	Pral.g_01268
OG0001577	Syan.g_02701	Pral.g_01362
OG0001580	Syan.g_01551	Pral.g_00997
OG0001584	Syan.g_00701	Pral.g_01478
OG0001587	Syan.g_01482	Pral.g_00168
OG0001588	Syan.g_02262	Pral.g_01229
OG0001589	Syan.g_01463	Pral.g_00153
OG0001591	Syan.g_00756	Pral.g_01770
OG0001592	Syan.g_01552	Pral.g_00998
OG0001614	Syan.g_01905	Pral.g_00299
OG0001616	Syan.g_02649	Pral.g_01392
OG0001617	Syan.g_01033	Pral.g_01745
OG0001619	Syan.g_00549	Pral.g_01641
OG0001620	Syan.g_02131	Pral.g_00689
OG0001621	Syan.g_02064	Pral.g_00786
OG0001622	Syan.g_01686	Pral.g_00393
OG0001636	Syan.g_01738	Pral.g_01010
OG0001638	Syan.g_01418	Pral.g_00118
OG0001639	Syan.g_02407	Pral.g_01109
OG0001640	Syan.g_00309	Pral.g_01572
OG0001642	Syan.g_02603	Pral.g_01540
OG0001644	Syan.g_00336	Pral.g_01714
OG0001652	Syan.g_01762	Pral.g_01678
OG0001654	Syan.g_02409	Pral.g_01111
OG0001655	Syan.g_00416	Pral.g_01302
OG0001657	Syan.g_03019	Pral.g_00889
OG0001658	Syan.g_01564	Pral.g_01002
OG0001659	Syan.g_02642	Pral.g_00433
OG0001671	Syan.g_03115, Syan.g_01514	Pral.g_01685
OG0001673	Syan.g_02896	Pral.g_00808
OG0001678	Syan.g_02109	Pral.g_00174
OG0001679	Syan.g_02307	Pral.g_00703
OG0001691	Syan.g_01609	Pral.g_01574
OG0001692	Syan.g_01284	Pral.g_01170
OG0001694	Syan.g_02021	Pral.g_00757
OG0001703	Syan.g_02770	Pral.g_00614
OG0001717	Syan.g_03034	Pral.g_00876
OG0001729	Syan.g_01506, Syan.g_02440	Pral.g_00798
OG0001731	Syan.g_01353	Pral.g_01096
OG0001737	Syan.g_02002	Pral.g_01686
OG0001748	Syan.g_01516	Pral.g_01684
OG0001761	Syan.g_00207	Pral.g_00473
OG0001774	Syan.g_02509	Pral.g_01766
OG0001782	Syan.g_01869	Pral.g_01045, Pral.g_01248
OG0001803	Syan.g_01341	Pral.g_00652
OG0001810	Syan.g_02265	Pral.g_01688
OG0001813	Syan.g_01613	Pral.g_00372
OG0001816	Syan.g_00754	Pral.g_01811
OG0001837	Syan.g_01515	Pral.g_01683
OG0001907	Syan.g_00148	Pral.g_01056
OG0001936	Syan.g_00425	Pral.g_00069
OG0001955	Syan.g_00517	Pral.g_01307
OG0001974	Syan.g_00279	Pral.g_00014
OG0001977	Syan.g_01621	Pral.g_00376
OG0002052	Syan.g_00061	Pral.g_01606
OG0002097	Syan.g_01105	Pral.g_01194
OG0002111	Syan.g_00413	Pral.g_01869
OG0002154	Syan.g_00846	Pral.g_01224
OG0002246	Syan.g_02323	Pral.g_00081
OG0002247	Syan.g_00877	Pral.g_00517
OG0002274	Syan.g_01104	Pral.g_01196
OG0002285	Syan.g_00499	Pral.g_01648
OG0002379	Syan.g_00214	Pral.g_00067
OG0002700	Syan.g_02461	Pral.g_01319
