Orthogroup	Syan	Pras
OG0001187	Syan.g_01811	Pras.g_00766
OG0001188	Syan.g_01806	Pras.g_00769
OG0001189	Syan.g_01723	Pras.g_00786
OG0001190	Syan.g_01565	Pras.g_00790
OG0001191	Syan.g_01578	Pras.g_00800
OG0001192	Syan.g_01585	Pras.g_00804
OG0001193	Syan.g_01626	Pras.g_00815
OG0001194	Syan.g_01627	Pras.g_00816
OG0001195	Syan.g_01628	Pras.g_00817
OG0001196	Syan.g_01693	Pras.g_00830
OG0001197	Syan.g_01695	Pras.g_00831
OG0001198	Syan.g_01793	Pras.g_00839
OG0001199	Syan.g_02913	Pras.g_00925
OG0001200	Syan.g_02915	Pras.g_00927
OG0001201	Syan.g_02975	Pras.g_00959
OG0001202	Syan.g_03084	Pras.g_01050
OG0001203	Syan.g_02426	Pras.g_01090
OG0001204	Syan.g_02097	Pras.g_01095
OG0001205	Syan.g_01337	Pras.g_01323
OG0001206	Syan.g_02880	Pras.g_01340
OG0001207	Syan.g_02772	Pras.g_01355
OG0001208	Syan.g_02762	Pras.g_01360
OG0001209	Syan.g_01163	Pras.g_01412
OG0001210	Syan.g_00830	Pras.g_01417
OG0001211	Syan.g_00852	Pras.g_01427
OG0001212	Syan.g_01002	Pras.g_01472
OG0001213	Syan.g_01141	Pras.g_01505
OG0001214	Syan.g_00814	Pras.g_01513
OG0001215	Syan.g_00539	Pras.g_01566
OG0001216	Syan.g_00319	Pras.g_01608
OG0001217	Syan.g_00617	Pras.g_01649
OG0001218	Syan.g_02837	Pras.g_01657
OG0001219	Syan.g_00477	Pras.g_01690
OG0001220	Syan.g_00203	Pras.g_01752
OG0001221	Syan.g_01446	Pras.g_01812
OG0001222	Syan.g_00552	Pras.g_01851
OG0001223	Syan.g_00599	Pras.g_01877
OG0001224	Syan.g_00294	Pras.g_01930
OG0001225	Syan.g_00292	Pras.g_01932
OG0001226	Syan.g_02922	Pras.g_01958
OG0001227	Syan.g_00940	Pras.g_01976
OG0001228	Syan.g_01938	Pras.g_00102
OG0001229	Syan.g_02631	Pras.g_00248
OG0001230	Syan.g_01288	Pras.g_00342
OG0001231	Syan.g_01764	Pras.g_00450
OG0001232	Syan.g_01439	Pras.g_00573
OG0001233	Syan.g_01461	Pras.g_00593
OG0001234	Syan.g_01995	Pras.g_00628
OG0001235	Syan.g_02130	Pras.g_00638
OG0001236	Syan.g_01933	Pras.g_00721
OG0001237	Syan.g_01928	Pras.g_00725
OG0001240	Syan.g_02963	Pras.g_00944
OG0001242	Syan.g_02297	Pras.g_00970
OG0001243	Syan.g_02289	Pras.g_00976
OG0001244	Syan.g_03004	Pras.g_00992
OG0001245	Syan.g_00179	Pras.g_01233
OG0001246	Syan.g_02734	Pras.g_01382
OG0001247	Syan.g_00199	Pras.g_01559
OG0001249	Syan.g_02150	Pras.g_01679
OG0001250	Syan.g_00382	Pras.g_01741
OG0001251	Syan.g_00490	Pras.g_01789
OG0001252	Syan.g_00304	Pras.g_01925
OG0001253	Syan.g_00099	Pras.g_01977
OG0001254	Syan.g_01148	Pras.g_00025
OG0001256	Syan.g_01384	Pras.g_00443
OG0001258	Syan.g_01395	Pras.g_00547
OG0001259	Syan.g_01459	Pras.g_00591
OG0001260	Syan.g_01478	Pras.g_00608
OG0001261	Syan.g_02209	Pras.g_00679
OG0001262	Syan.g_01721	Pras.g_00784
OG0001263	Syan.g_02286	Pras.g_00979
OG0001264	Syan.g_02949	Pras.g_00119
OG0001265	Syan.g_02299	Pras.g_00969
OG0001266	Syan.g_03088	Pras.g_01054
OG0001267	Syan.g_02023	Pras.g_01132
OG0001268	Syan.g_02138	Pras.g_01192
OG0001270	Syan.g_02393	Pras.g_01312
OG0001271	Syan.g_02849	Pras.g_01350
OG0001272	Syan.g_02758	Pras.g_01364
OG0001274	Syan.g_01528	Pras.g_01579
OG0001275	Syan.g_00628	Pras.g_01888
OG0001276	Syan.g_00360	Pras.g_01909
OG0001277	Syan.g_00007	Pras.g_01966
OG0001278	Syan.g_02585	Pras.g_00107
OG0001279	Syan.g_01306	Pras.g_00152
OG0001282	Syan.g_02774	Pras.g_00251
OG0001283	Syan.g_01687	Pras.g_00270
OG0001284	Syan.g_01369	Pras.g_00423
OG0001285	Syan.g_00977	Pras.g_00576
OG0001286	Syan.g_02193	Pras.g_00691
OG0001287	Syan.g_01894	Pras.g_00745
OG0001289	Syan.g_02942	Pras.g_00938
OG0001291	Syan.g_02273	Pras.g_00986
OG0001292	Syan.g_02091	Pras.g_01100
OG0001293	Syan.g_02051	Pras.g_01113
OG0001294	Syan.g_00758	Pras.g_01231
OG0001295	Syan.g_00836	Pras.g_01345
OG0001296	Syan.g_02728	Pras.g_01387
OG0001297	Syan.g_02724	Pras.g_01392
OG0001298	Syan.g_00944	Pras.g_01453
OG0001299	Syan.g_00764	Pras.g_01542
OG0001303	Syan.g_00479	Pras.g_01892
OG0001304	Syan.g_00345	Pras.g_01919
OG0001305	Syan.g_00191	Pras.g_01938
OG0001306	Syan.g_02714	Pras.g_00042
OG0001308	Syan.g_01248	Pras.g_00360
OG0001309	Syan.g_01196	Pras.g_00447
OG0001310	Syan.g_01422	Pras.g_00562
OG0001311	Syan.g_00358	Pras.g_01911
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Pras.g_01639
OG0001315	Syan.g_02168	Pras.g_00913
OG0001317	Syan.g_02422	Pras.g_01086
OG0001318	Syan.g_02060	Pras.g_01108
OG0001319	Syan.g_02034	Pras.g_01124
OG0001323	Syan.g_01193	Pras.g_01397
OG0001325	Syan.g_00323	Pras.g_01611
OG0001326	Syan.g_01636	Pras.g_01777
OG0001327	Syan.g_00753	Pras.g_01950
OG0001328	Syan.g_02675	Pras.g_01975
OG0001329	Syan.g_00838	Pras.g_00017
OG0001330	Syan.g_01202	Pras.g_00177
OG0001331	Syan.g_02779	Pras.g_00256
OG0001332	Syan.g_00412	Pras.g_00394
OG0001333	Syan.g_01455	Pras.g_00587
OG0001336	Syan.g_01688	Pras.g_00827
OG0001341	Syan.g_00524	Pras.g_01647
OG0001345	Syan.g_02655	Pras.g_00075
OG0001346	Syan.g_01214	Pras.g_00210
OG0001349	Syan.g_01131	Pras.g_00292
OG0001358	Syan.g_00017	Pras.g_01496
OG0001360	Syan.g_02653	Pras.g_01978
OG0001361	Syan.g_02658	Pras.g_00072
OG0001364	Syan.g_01950	Pras.g_00714
OG0001365	Syan.g_01570	Pras.g_00794
OG0001369	Syan.g_02962	Pras.g_00943
OG0001371	Syan.g_02927, Syan.g_02928	Pras.g_01555
OG0001373	Syan.g_01635	Pras.g_01776
OG0001374	Syan.g_01644	Pras.g_01784
OG0001376	Syan.g_00511	Pras.g_01944
OG0001377	Syan.g_00510	Pras.g_01945
OG0001378	Syan.g_02392	Pras.g_01987
OG0001380	Syan.g_00442	Pras.g_00238
OG0001382	Syan.g_00680	Pras.g_00462
OG0001385	Syan.g_01632	Pras.g_01773
OG0001386	Syan.g_01633	Pras.g_01774
OG0001387	Syan.g_01634	Pras.g_01775
OG0001388	Syan.g_01637	Pras.g_01778
OG0001389	Syan.g_01639	Pras.g_01779
OG0001390	Syan.g_01640	Pras.g_01780
OG0001391	Syan.g_01641	Pras.g_01781
OG0001392	Syan.g_01642	Pras.g_01782
OG0001393	Syan.g_01643	Pras.g_01783
OG0001394	Syan.g_00722	Pras.g_01816
OG0001395	Syan.g_00340	Pras.g_01921
OG0001399	Syan.g_02175	Pras.g_00630
OG0001403	Syan.g_01744	Pras.g_00872
OG0001404	Syan.g_00343	Pras.g_00920
OG0001406	Syan.g_00512	Pras.g_01943
OG0001407	Syan.g_00455	Pras.g_01956
OG0001408	Syan.g_00073	Pras.g_01961
OG0001409	Syan.g_00284	Pras.g_00063
OG0001415	Syan.g_01004	Pras.g_01083
OG0001416	Syan.g_00103	Pras.g_01336
OG0001417	Syan.g_00583	Pras.g_01347
OG0001418	Syan.g_02689	Pras.g_01560
OG0001419	Syan.g_00454	Pras.g_01957
OG0001420	Syan.g_01180	Pras.g_01996
OG0001422	Syan.g_00645	Pras.g_00467
OG0001423	Syan.g_01318	Pras.g_01277, Pras.g_01276
OG0001428	Syan.g_03039	Pras.g_01023
OG0001429	Syan.g_00480	Pras.g_01691
OG0001432	Syan.g_00092	Pras.g_00436
OG0001435	Syan.g_00745	Pras.g_01797
OG0001437	Syan.g_01005	Pras.g_01082
OG0001439	Syan.g_01986	Pras.g_01159
OG0001441	Syan.g_01191	Pras.g_01399
OG0001442	Syan.g_00709	Pras.g_01637
OG0001447	Syan.g_02288	Pras.g_00977
OG0001449	Syan.g_02058	Pras.g_01254, Pras.g_01253
OG0001453	Syan.g_00608	Pras.g_01882
OG0001454	Syan.g_00418	Pras.g_01971
OG0001456	Syan.g_01646	Pras.g_00033
OG0001457	Syan.g_01647	Pras.g_00034
OG0001458	Syan.g_01648	Pras.g_00035
OG0001462	Syan.g_01737	Pras.g_00876
OG0001471	Syan.g_01991	Pras.g_00439
OG0001473	Syan.g_00133	Pras.g_00763
OG0001474	Syan.g_02137	Pras.g_01193
OG0001475	Syan.g_01833	Pras.g_00306
OG0001479	Syan.g_02140	Pras.g_01190
OG0001480	Syan.g_00072	Pras.g_01222
OG0001486	Syan.g_02698	Pras.g_00054
OG0001492	Syan.g_02588	Pras.g_00104
OG0001493	Syan.g_02578	Pras.g_00112
OG0001495	Syan.g_02257	Pras.g_00635
OG0001502	Syan.g_00401	Pras.g_01671
OG0001507	Syan.g_02695	Pras.g_00491
OG0001520	Syan.g_00943	Pras.g_01246
OG0001522	Syan.g_00464	Pras.g_01733
OG0001525	Syan.g_00831	Pras.g_00455
OG0001547	Syan.g_00462	Pras.g_01673
OG0001549	Syan.g_00077	Pras.g_01759
OG0001553	Syan.g_01282	Pras.g_00347
OG0001554	Syan.g_00282	Pras.g_00445
OG0001557	Syan.g_00721	Pras.g_01817
OG0001564	Syan.g_00082	Pras.g_00320, Pras.g_00300
OG0001566	Syan.g_01072	Pras.g_01552
OG0001567	Syan.g_00461	Pras.g_01672
OG0001568	Syan.g_00463	Pras.g_01674
OG0001584	Syan.g_00701	Pras.g_01832
OG0001587	Syan.g_01482	Pras.g_00610
OG0001625	Syan.g_02057	Pras.g_01110
OG0001627	Syan.g_02410	Pras.g_01654
OG0001647	Syan.g_02032	Pras.g_01125
OG0001712	Syan.g_00786	Pras.g_01267
OG0001726	Syan.g_00041	Pras.g_01264
OG0001755	Syan.g_02719	Pras.g_00305
OG0001774	Syan.g_02509	Pras.g_01553
OG0001782	Syan.g_01869	Pras.g_00323
OG0001919	Syan.g_00078	Pras.g_01251
OG0001924	Syan.g_00021	Pras.g_00517
OG0001925	Syan.g_00022	Pras.g_00518
OG0001926	Syan.g_00023	Pras.g_00519
OG0001927	Syan.g_00024	Pras.g_00520
OG0001993	Syan.g_00019	Pras.g_00515
OG0001994	Syan.g_00020	Pras.g_00516
OG0002244	Syan.g_00387	Pras.g_00490
OG0002379	Syan.g_00214	Pras.g_00888
OG0002562	Syan.g_01321	Pras.g_01597
