Orthogroup	Syan	Praa
OG0001190	Syan.g_01565	Praa.g_01878
OG0001191	Syan.g_01578	Praa.g_01888
OG0001192	Syan.g_01585	Praa.g_01892
OG0001193	Syan.g_01626	Praa.g_01902
OG0001194	Syan.g_01627	Praa.g_01903
OG0001195	Syan.g_01628	Praa.g_01904
OG0001196	Syan.g_01693	Praa.g_01917
OG0001197	Syan.g_01695	Praa.g_01918
OG0001198	Syan.g_01793	Praa.g_01925
OG0001199	Syan.g_02913	Praa.g_00074
OG0001200	Syan.g_02915	Praa.g_00076
OG0001201	Syan.g_02975	Praa.g_00108
OG0001202	Syan.g_03084	Praa.g_00199
OG0001203	Syan.g_02426	Praa.g_00238
OG0001204	Syan.g_02097	Praa.g_00243
OG0001205	Syan.g_01337	Praa.g_00444
OG0001206	Syan.g_02880	Praa.g_00462
OG0001207	Syan.g_02772	Praa.g_00477
OG0001208	Syan.g_02762	Praa.g_00482
OG0001209	Syan.g_01163	Praa.g_00535
OG0001210	Syan.g_00830	Praa.g_00540
OG0001211	Syan.g_00852	Praa.g_00551
OG0001212	Syan.g_01002	Praa.g_00596
OG0001213	Syan.g_01141	Praa.g_00629
OG0001214	Syan.g_00814	Praa.g_00637
OG0001215	Syan.g_00539	Praa.g_00690
OG0001216	Syan.g_00319	Praa.g_00713
OG0001217	Syan.g_00617	Praa.g_00751
OG0001218	Syan.g_02837	Praa.g_00758
OG0001219	Syan.g_00477	Praa.g_00791
OG0001220	Syan.g_00203	Praa.g_00856
OG0001221	Syan.g_01446	Praa.g_00918
OG0001222	Syan.g_00552	Praa.g_00956
OG0001223	Syan.g_00599	Praa.g_00982
OG0001224	Syan.g_00294	Praa.g_01035
OG0001225	Syan.g_00292	Praa.g_01037
OG0001226	Syan.g_02922	Praa.g_01064
OG0001227	Syan.g_00940	Praa.g_01083
OG0001228	Syan.g_01938	Praa.g_01204
OG0001229	Syan.g_02631	Praa.g_01364
OG0001230	Syan.g_01288	Praa.g_01468
OG0001231	Syan.g_01764	Praa.g_01574
OG0001232	Syan.g_01439	Praa.g_01658
OG0001233	Syan.g_01461	Praa.g_01679
OG0001234	Syan.g_01995	Praa.g_01714
OG0001235	Syan.g_02130	Praa.g_01724
OG0001236	Syan.g_01933	Praa.g_01810
OG0001237	Syan.g_01928	Praa.g_01814
OG0001239	Syan.g_02910	Praa.g_00071
OG0001240	Syan.g_02963	Praa.g_00093
OG0001242	Syan.g_02297	Praa.g_00119
OG0001243	Syan.g_02289	Praa.g_00125
OG0001244	Syan.g_03004	Praa.g_00141
OG0001245	Syan.g_00179	Praa.g_00379
OG0001246	Syan.g_02734	Praa.g_00504
OG0001247	Syan.g_00199	Praa.g_00683
OG0001249	Syan.g_02150	Praa.g_00780
OG0001250	Syan.g_00382	Praa.g_00845
OG0001251	Syan.g_00490	Praa.g_00893
OG0001252	Syan.g_00304	Praa.g_01030
OG0001253	Syan.g_00099	Praa.g_01084
OG0001254	Syan.g_01148	Praa.g_01129
OG0001256	Syan.g_01384	Praa.g_01567
OG0001258	Syan.g_01395	Praa.g_01632
OG0001259	Syan.g_01459	Praa.g_01677
OG0001260	Syan.g_01478	Praa.g_01694
OG0001261	Syan.g_02209	Praa.g_01767
OG0001262	Syan.g_01721	Praa.g_01872
OG0001264	Syan.g_02949	Praa.g_00038, Praa.g_01221
OG0001265	Syan.g_02299	Praa.g_00118
OG0001266	Syan.g_03088	Praa.g_00203
OG0001267	Syan.g_02023	Praa.g_00280
OG0001268	Syan.g_02138	Praa.g_00339
OG0001270	Syan.g_02393	Praa.g_00434
OG0001271	Syan.g_02849	Praa.g_00472
OG0001272	Syan.g_02758	Praa.g_00486
OG0001274	Syan.g_01528	Praa.g_00703
OG0001275	Syan.g_00628	Praa.g_00992
OG0001276	Syan.g_00360	Praa.g_01014
OG0001277	Syan.g_00007	Praa.g_01072
OG0001278	Syan.g_02585	Praa.g_01209
OG0001279	Syan.g_01306	Praa.g_01257
OG0001281	Syan.g_01220	Praa.g_01323
OG0001282	Syan.g_02774	Praa.g_01367
OG0001283	Syan.g_01687	Praa.g_01386
OG0001284	Syan.g_01369	Praa.g_01547
OG0001285	Syan.g_00977	Praa.g_01661
OG0001286	Syan.g_02193	Praa.g_01779
OG0001287	Syan.g_01894	Praa.g_01834
OG0001289	Syan.g_02942	Praa.g_00087
OG0001291	Syan.g_02273	Praa.g_00135
OG0001292	Syan.g_02091	Praa.g_00248
OG0001293	Syan.g_02051	Praa.g_00261
OG0001294	Syan.g_00758	Praa.g_00377
OG0001295	Syan.g_00836	Praa.g_00467
OG0001296	Syan.g_02728	Praa.g_00509
OG0001297	Syan.g_02724	Praa.g_00514
OG0001298	Syan.g_00944	Praa.g_00577
OG0001299	Syan.g_00764	Praa.g_00666
OG0001303	Syan.g_00479	Praa.g_00996
OG0001304	Syan.g_00345	Praa.g_01024
OG0001305	Syan.g_00191	Praa.g_01043
OG0001306	Syan.g_02714	Praa.g_01146
OG0001308	Syan.g_01248	Praa.g_01486
OG0001309	Syan.g_01196	Praa.g_01571
OG0001310	Syan.g_01422	Praa.g_01647
OG0001315	Syan.g_02168	Praa.g_00062
OG0001317	Syan.g_02422	Praa.g_00234
OG0001318	Syan.g_02060	Praa.g_00256
OG0001319	Syan.g_02034	Praa.g_00272
OG0001323	Syan.g_01193	Praa.g_00519
OG0001325	Syan.g_00323	Praa.g_00716
OG0001326	Syan.g_01636	Praa.g_00881
OG0001327	Syan.g_00753	Praa.g_01055
OG0001328	Syan.g_02675	Praa.g_01082
OG0001329	Syan.g_00838	Praa.g_01123
OG0001330	Syan.g_01202	Praa.g_01289
OG0001331	Syan.g_02779	Praa.g_01372
OG0001332	Syan.g_00412	Praa.g_01519
OG0001333	Syan.g_01455	Praa.g_01673
OG0001336	Syan.g_01688	Praa.g_01914
OG0001341	Syan.g_00524	Praa.g_00749
OG0001345	Syan.g_02655	Praa.g_01178
OG0001346	Syan.g_01214	Praa.g_01319
OG0001349	Syan.g_01131	Praa.g_01624, Praa.g_01794
OG0001351	Syan.g_02804	Praa.g_00453
OG0001353	Syan.g_00372	Praa.g_00836
OG0001354	Syan.g_00585	Praa.g_00974
OG0001358	Syan.g_00017	Praa.g_00620
OG0001360	Syan.g_02653	Praa.g_01085
OG0001361	Syan.g_02658	Praa.g_01175
OG0001364	Syan.g_01950	Praa.g_01803
OG0001365	Syan.g_01570	Praa.g_01882
OG0001369	Syan.g_02962	Praa.g_00092
OG0001371	Syan.g_02927, Syan.g_02928	Praa.g_00679
OG0001373	Syan.g_01635	Praa.g_00880
OG0001374	Syan.g_01644	Praa.g_00888
OG0001376	Syan.g_00511	Praa.g_01049
OG0001377	Syan.g_00510	Praa.g_01050
OG0001378	Syan.g_02392	Praa.g_01094
OG0001379	Syan.g_01206	Praa.g_01312
OG0001380	Syan.g_00442	Praa.g_01354
OG0001382	Syan.g_00680	Praa.g_01587
OG0001385	Syan.g_01632	Praa.g_00877
OG0001386	Syan.g_01633	Praa.g_00878
OG0001387	Syan.g_01634	Praa.g_00879
OG0001388	Syan.g_01637	Praa.g_00882
OG0001389	Syan.g_01639	Praa.g_00883
OG0001390	Syan.g_01640	Praa.g_00884
OG0001391	Syan.g_01641	Praa.g_00885
OG0001392	Syan.g_01642	Praa.g_00886
OG0001393	Syan.g_01643	Praa.g_00887
OG0001394	Syan.g_00722	Praa.g_00922
OG0001395	Syan.g_00340	Praa.g_01026
OG0001396	Syan.g_01851	Praa.g_01430
OG0001398	Syan.g_02932	Praa.g_01601
OG0001399	Syan.g_02175	Praa.g_01716
OG0001403	Syan.g_01744	Praa.g_00030
OG0001404	Syan.g_00343	Praa.g_00068
OG0001406	Syan.g_00512	Praa.g_01048
OG0001407	Syan.g_00455	Praa.g_01062
OG0001408	Syan.g_00073	Praa.g_01067
OG0001409	Syan.g_00284	Praa.g_01166
OG0001411	Syan.g_01125	Praa.g_01397
OG0001415	Syan.g_01004	Praa.g_00231
OG0001416	Syan.g_00103	Praa.g_00458
OG0001417	Syan.g_00583	Praa.g_00469
OG0001418	Syan.g_02689	Praa.g_00684
OG0001419	Syan.g_00454	Praa.g_01063
OG0001420	Syan.g_01180	Praa.g_01103
OG0001422	Syan.g_00645	Praa.g_01593
OG0001428	Syan.g_03039	Praa.g_00172
OG0001429	Syan.g_00480	Praa.g_00792
OG0001432	Syan.g_00092	Praa.g_01560
OG0001437	Syan.g_01005	Praa.g_00230
OG0001438	Syan.g_02009	Praa.g_00293
OG0001439	Syan.g_01986	Praa.g_00307
OG0001441	Syan.g_01191	Praa.g_00521
OG0001442	Syan.g_00709	Praa.g_00741
OG0001447	Syan.g_02288	Praa.g_00126
OG0001449	Syan.g_02058	Praa.g_00393
OG0001452	Syan.g_02066	Praa.g_00894
OG0001453	Syan.g_00608	Praa.g_00986
OG0001454	Syan.g_00418	Praa.g_01078
OG0001456	Syan.g_01646	Praa.g_01137
OG0001457	Syan.g_01647	Praa.g_01138
OG0001458	Syan.g_01648	Praa.g_01139
OG0001459	Syan.g_02343	Praa.g_01273
OG0001462	Syan.g_01737	Praa.g_00034
OG0001467	Syan.g_00107	Praa.g_00781
OG0001471	Syan.g_01991	Praa.g_01563
OG0001473	Syan.g_00133	Praa.g_01851
OG0001479	Syan.g_02140	Praa.g_00337
OG0001480	Syan.g_00072	Praa.g_00368
OG0001492	Syan.g_02588	Praa.g_01206
OG0001493	Syan.g_02578	Praa.g_01214
OG0001495	Syan.g_02257	Praa.g_01721
OG0001502	Syan.g_00401	Praa.g_00772
OG0001504	Syan.g_02344	Praa.g_01274
OG0001507	Syan.g_02695	Praa.g_01619
OG0001520	Syan.g_00943	Praa.g_00388
OG0001522	Syan.g_00464	Praa.g_00837
OG0001525	Syan.g_00831	Praa.g_01579
OG0001546	Syan.g_01188	Praa.g_00524
OG0001547	Syan.g_00462	Praa.g_00774
OG0001549	Syan.g_00077	Praa.g_00863
OG0001553	Syan.g_01282	Praa.g_01473
OG0001554	Syan.g_00282	Praa.g_01569
OG0001566	Syan.g_01072	Praa.g_00676
OG0001567	Syan.g_00461	Praa.g_00773
OG0001568	Syan.g_00463	Praa.g_00775
OG0001570	Syan.g_00636	Praa.g_01106
OG0001584	Syan.g_00701	Praa.g_00937
OG0001587	Syan.g_01482	Praa.g_01696
OG0001625	Syan.g_02057	Praa.g_00258
OG0001627	Syan.g_02410	Praa.g_00755
OG0001647	Syan.g_02032	Praa.g_00273
OG0001666	Syan.g_02339	Praa.g_01272
OG0001774	Syan.g_02509	Praa.g_00677
OG0001919	Syan.g_00078	Praa.g_00390
OG0002029	Syan.g_02340	Praa.g_01271
OG0002097	Syan.g_01105	Praa.g_01405
OG0002364	Syan.g_00481	Praa.g_00793
OG0002416	Syan.g_00137	Praa.g_01219
OG0003157	Syan.g_02084	Praa.g_00424
