Orthogroup	Syan	Prbn
OG0001133	Syan.g_00006	Prbn.g_01239
OG0001134	Syan.g_01146	Prbn.g_01650
OG0001135	Syan.g_01150	Prbn.g_01653
OG0001136	Syan.g_02699	Prbn.g_01186
OG0001137	Syan.g_02670	Prbn.g_01198
OG0001138	Syan.g_02638	Prbn.g_00392
OG0001139	Syan.g_02636	Prbn.g_00394
OG0001140	Syan.g_02635	Prbn.g_00395
OG0001141	Syan.g_02625	Prbn.g_00396
OG0001142	Syan.g_02624	Prbn.g_00397
OG0001143	Syan.g_02616	Prbn.g_00404
OG0001144	Syan.g_02596	Prbn.g_00409
OG0001145	Syan.g_01200	Prbn.g_01092
OG0001146	Syan.g_01219	Prbn.g_01080
OG0001147	Syan.g_02842	Prbn.g_01060
OG0001148	Syan.g_02775	Prbn.g_01242
OG0001149	Syan.g_02776	Prbn.g_00153
OG0001150	Syan.g_02777	Prbn.g_00154
OG0001151	Syan.g_02884	Prbn.g_00165
OG0001152	Syan.g_02885	Prbn.g_00166
OG0001153	Syan.g_02828	Prbn.g_00244
OG0001154	Syan.g_02829	Prbn.g_00245
OG0001156	Syan.g_02404	Prbn.g_00265
OG0001157	Syan.g_02403	Prbn.g_00266
OG0001158	Syan.g_02402	Prbn.g_00267
OG0001159	Syan.g_02401	Prbn.g_00268
OG0001160	Syan.g_01377	Prbn.g_00900
OG0001161	Syan.g_01594	Prbn.g_01688
OG0001162	Syan.g_02943	Prbn.g_00134
OG0001163	Syan.g_01385	Prbn.g_01736
OG0001164	Syan.g_01392	Prbn.g_01740
OG0001165	Syan.g_01397	Prbn.g_01743
OG0001166	Syan.g_01430	Prbn.g_01764
OG0001167	Syan.g_00992	Prbn.g_01782
OG0001168	Syan.g_01456	Prbn.g_01784
OG0001169	Syan.g_01458	Prbn.g_01786
OG0001170	Syan.g_01460	Prbn.g_01788
OG0001171	Syan.g_01470	Prbn.g_01798
OG0001172	Syan.g_02110	Prbn.g_01814
OG0001173	Syan.g_02111	Prbn.g_01815
OG0001174	Syan.g_02119	Prbn.g_01823
OG0001175	Syan.g_02120	Prbn.g_01824
OG0001176	Syan.g_02253	Prbn.g_01832
OG0001177	Syan.g_02256	Prbn.g_01834
OG0001179	Syan.g_02218	Prbn.g_01864
OG0001180	Syan.g_02191	Prbn.g_01887
OG0001181	Syan.g_02187	Prbn.g_01891
OG0001182	Syan.g_02179	Prbn.g_01899
OG0001183	Syan.g_02166	Prbn.g_01904
OG0001184	Syan.g_01929	Prbn.g_01017
OG0001185	Syan.g_01902	Prbn.g_01001
OG0001186	Syan.g_01864	Prbn.g_00977
OG0001187	Syan.g_01811	Prbn.g_00974
OG0001188	Syan.g_01806	Prbn.g_00972
OG0001189	Syan.g_01723	Prbn.g_00956
OG0001190	Syan.g_01565	Prbn.g_00951
OG0001191	Syan.g_01578	Prbn.g_00941
OG0001192	Syan.g_01585	Prbn.g_00936
OG0001193	Syan.g_01626	Prbn.g_00924
OG0001194	Syan.g_01627	Prbn.g_00923
OG0001195	Syan.g_01628	Prbn.g_00922
OG0001196	Syan.g_01693	Prbn.g_00906
OG0001198	Syan.g_01793	Prbn.g_00297
OG0001199	Syan.g_02913	Prbn.g_00703
OG0001201	Syan.g_02975	Prbn.g_01311
OG0001202	Syan.g_03084	Prbn.g_00354
OG0001203	Syan.g_02426	Prbn.g_00312
OG0001204	Syan.g_02097	Prbn.g_00306
OG0001205	Syan.g_01337	Prbn.g_00668
OG0001206	Syan.g_02880	Prbn.g_00648
OG0001207	Syan.g_02772	Prbn.g_00637
OG0001208	Syan.g_02762	Prbn.g_00632
OG0001209	Syan.g_01163	Prbn.g_00581
OG0001210	Syan.g_00830	Prbn.g_00576
OG0001211	Syan.g_00852	Prbn.g_00566
OG0001212	Syan.g_01002	Prbn.g_00519
OG0001213	Syan.g_01141	Prbn.g_00484
OG0001214	Syan.g_00814	Prbn.g_00428
OG0001215	Syan.g_00539	Prbn.g_01573
OG0001216	Syan.g_00319	Prbn.g_01552
OG0001217	Syan.g_00617	Prbn.g_01023
OG0001218	Syan.g_02837	Prbn.g_01126
OG0001219	Syan.g_00477	Prbn.g_01447
OG0001220	Syan.g_00203	Prbn.g_01490
OG0001221	Syan.g_01446	Prbn.g_01610
OG0001222	Syan.g_00552	Prbn.g_01368
OG0001223	Syan.g_00599	Prbn.g_01400
OG0001224	Syan.g_00294	Prbn.g_01467
OG0001225	Syan.g_00292	Prbn.g_01469
OG0001226	Syan.g_02922	Prbn.g_00476
OG0001227	Syan.g_00940	Prbn.g_01141
OG0001228	Syan.g_01938	Prbn.g_00412
OG0001229	Syan.g_02631	Prbn.g_01127
OG0001230	Syan.g_01288	Prbn.g_00205
OG0001231	Syan.g_01764	Prbn.g_00691
OG0001233	Syan.g_01461	Prbn.g_01789
OG0001234	Syan.g_01995	Prbn.g_01826
OG0001235	Syan.g_02130	Prbn.g_01830
OG0001236	Syan.g_01933	Prbn.g_01919
OG0001237	Syan.g_01928	Prbn.g_01016
OG0001239	Syan.g_02910	Prbn.g_00706
OG0001240	Syan.g_02963	Prbn.g_01328
OG0001242	Syan.g_02297	Prbn.g_01298
OG0001243	Syan.g_02289	Prbn.g_01291
OG0001244	Syan.g_03004	Prbn.g_01276
OG0001245	Syan.g_00179	Prbn.g_01150
OG0001247	Syan.g_00199	Prbn.g_01580
OG0001249	Syan.g_02150	Prbn.g_00102
OG0001250	Syan.g_00382	Prbn.g_01503
OG0001251	Syan.g_00490	Prbn.g_01929
OG0001252	Syan.g_00304	Prbn.g_01462
OG0001253	Syan.g_00099	Prbn.g_00473
OG0001254	Syan.g_01148	Prbn.g_01652
OG0001256	Syan.g_01384	Prbn.g_00893
OG0001258	Syan.g_01395	Prbn.g_01741
OG0001259	Syan.g_01459	Prbn.g_01787
OG0001260	Syan.g_01478	Prbn.g_01804
OG0001261	Syan.g_02209	Prbn.g_01872
OG0001263	Syan.g_02286	Prbn.g_01289
OG0001265	Syan.g_02299	Prbn.g_01299
OG0001266	Syan.g_03088	Prbn.g_00350
OG0001267	Syan.g_02023	Prbn.g_00047
OG0001268	Syan.g_02138	Prbn.g_00110
OG0001270	Syan.g_02393	Prbn.g_00679
OG0001271	Syan.g_02849	Prbn.g_00642
OG0001272	Syan.g_02758	Prbn.g_00628
OG0001274	Syan.g_01528	Prbn.g_00326
OG0001275	Syan.g_00628	Prbn.g_01390
OG0001276	Syan.g_00360	Prbn.g_01376
OG0001277	Syan.g_00007	Prbn.g_00918
OG0001278	Syan.g_02585	Prbn.g_00416
OG0001279	Syan.g_01306	Prbn.g_00810
OG0001281	Syan.g_01220	Prbn.g_01079
OG0001282	Syan.g_02774	Prbn.g_01241
OG0001283	Syan.g_01687	Prbn.g_00909
OG0001284	Syan.g_01369	Prbn.g_00287
OG0001285	Syan.g_00977	Prbn.g_01772
OG0001286	Syan.g_02193	Prbn.g_01885
OG0001287	Syan.g_01894	Prbn.g_00994
OG0001289	Syan.g_02942	Prbn.g_01334
OG0001291	Syan.g_02273	Prbn.g_01281
OG0001292	Syan.g_02091	Prbn.g_00014
OG0001293	Syan.g_02051	Prbn.g_00027
OG0001295	Syan.g_00836	Prbn.g_00146
OG0001296	Syan.g_02728	Prbn.g_00605
OG0001297	Syan.g_02724	Prbn.g_00600
OG0001298	Syan.g_00944	Prbn.g_00539
OG0001299	Syan.g_00764	Prbn.g_00842
OG0001303	Syan.g_00479	Prbn.g_01707
OG0001304	Syan.g_00345	Prbn.g_01363
OG0001305	Syan.g_00191	Prbn.g_01475
OG0001306	Syan.g_02714	Prbn.g_01174
OG0001308	Syan.g_01248	Prbn.g_00222
OG0001309	Syan.g_01196	Prbn.g_00865
OG0001310	Syan.g_01422	Prbn.g_01758
OG0001311	Syan.g_00358	Prbn.g_01374
OG0001312	Syan.g_00496	Prbn.g_01438
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbn.g_00777
OG0001315	Syan.g_02168	Prbn.g_01136
OG0001317	Syan.g_02422	Prbn.g_00316
OG0001318	Syan.g_02060	Prbn.g_00023
OG0001319	Syan.g_02034	Prbn.g_00040
OG0001323	Syan.g_01193	Prbn.g_00595
OG0001325	Syan.g_00323	Prbn.g_00859
OG0001327	Syan.g_00753	Prbn.g_01633
OG0001328	Syan.g_02675	Prbn.g_01103
OG0001329	Syan.g_00838	Prbn.g_01704
OG0001330	Syan.g_01202	Prbn.g_00876
OG0001331	Syan.g_02779	Prbn.g_00156
OG0001332	Syan.g_00412	Prbn.g_00258
OG0001333	Syan.g_01455	Prbn.g_01783
OG0001337	Syan.g_02151	Prbn.g_00097
OG0001341	Syan.g_00524	Prbn.g_01134
OG0001345	Syan.g_02655	Prbn.g_01209
OG0001346	Syan.g_01214	Prbn.g_01083
OG0001349	Syan.g_01131	Prbn.g_00174
OG0001351	Syan.g_02804	Prbn.g_00656
OG0001353	Syan.g_00372	Prbn.g_01513
OG0001354	Syan.g_00585	Prbn.g_01408
OG0001356	Syan.g_00067	Prbn.g_01733
OG0001357	Syan.g_01250	Prbn.g_01110
OG0001364	Syan.g_01950	Prbn.g_01910
OG0001365	Syan.g_01570	Prbn.g_00947
OG0001368	Syan.g_02098	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775
OG0001369	Syan.g_02962	Prbn.g_01329
OG0001371	Syan.g_02927, Syan.g_02928	Prbn.g_01585
OG0001379	Syan.g_01206	Prbn.g_01090
OG0001380	Syan.g_00442	Prbn.g_01124
OG0001382	Syan.g_00680	Prbn.g_01121
OG0001394	Syan.g_00722	Prbn.g_01606
OG0001398	Syan.g_02932	Prbn.g_01637
OG0001401	Syan.g_00376	Prbn.g_01508
OG0001402	Syan.g_00011	Prbn.g_00490
OG0001403	Syan.g_01744	Prbn.g_00751
OG0001404	Syan.g_00343	Prbn.g_00709
OG0001407	Syan.g_00455	Prbn.g_01117
OG0001409	Syan.g_00284	Prbn.g_01197
OG0001411	Syan.g_01125	Prbn.g_00716
OG0001415	Syan.g_01004	Prbn.g_00319
OG0001418	Syan.g_02689	Prbn.g_01579
OG0001419	Syan.g_00454	Prbn.g_01118
OG0001422	Syan.g_00645	Prbn.g_01114
OG0001423	Syan.g_01318	Prbn.g_00787
OG0001425	Syan.g_01584	Prbn.g_00937
OG0001428	Syan.g_03039	Prbn.g_00382
OG0001429	Syan.g_00480	Prbn.g_01446
OG0001433	Syan.g_00245	Prbn.g_01732
OG0001434	Syan.g_00717	Prbn.g_01601
OG0001435	Syan.g_00745	Prbn.g_01625
OG0001437	Syan.g_01005	Prbn.g_00320
OG0001443	Syan.g_01590	Prbn.g_01128
OG0001460	Syan.g_00244	Prbn.g_01731
OG0001461	Syan.g_00657	Prbn.g_00725
OG0001467	Syan.g_00107	Prbn.g_01235
OG0001476	Syan.g_00283	Prbn.g_01196
OG0001486	Syan.g_02698	Prbn.g_01187
OG0001487	Syan.g_02836	Prbn.g_00252
OG0001488	Syan.g_02666	Prbn.g_01202
OG0001489	Syan.g_02182	Prbn.g_01896
OG0001496	Syan.g_01154	Prbn.g_00831
OG0001497	Syan.g_01155	Prbn.g_00832
OG0001498	Syan.g_02317	Prbn.g_00695
OG0001510	Syan.g_01890	Prbn.g_00990
OG0001511	Syan.g_02983	Prbn.g_01307
OG0001512	Syan.g_02428	Prbn.g_01132
OG0001513	Syan.g_03078	Prbn.g_01677
OG0001515	Syan.g_00505	Prbn.g_01571
OG0001516	Syan.g_00172	Prbn.g_00839
OG0001517	Syan.g_02143	Prbn.g_00106
OG0001518	Syan.g_01582	Prbn.g_00938
OG0001519	Syan.g_01592	Prbn.g_00933
OG0001522	Syan.g_00464	Prbn.g_01512
OG0001525	Syan.g_00831	Prbn.g_01710
OG0001527	Syan.g_00867	Prbn.g_00553
OG0001529	Syan.g_01730	Prbn.g_00741
OG0001530	Syan.g_02981	Prbn.g_01308
OG0001531	Syan.g_01511, Syan.g_02436	Prbn.g_00311
OG0001532	Syan.g_02637	Prbn.g_00393
OG0001534	Syan.g_00344	Prbn.g_01362
OG0001535	Syan.g_00362	Prbn.g_01378
OG0001536	Syan.g_00560	Prbn.g_01422
OG0001537	Syan.g_00729	Prbn.g_01609
OG0001538	Syan.g_00685	Prbn.g_01541
OG0001539	Syan.g_00750	Prbn.g_01631
OG0001540	Syan.g_02284	Prbn.g_01287
OG0001541	Syan.g_03048	Prbn.g_00374
OG0001542	Syan.g_03059	Prbn.g_00368
OG0001543	Syan.g_03110	Prbn.g_01098
OG0001544	Syan.g_01591	Prbn.g_00934
OG0001545	Syan.g_01661	Prbn.g_00919
OG0001549	Syan.g_00077	Prbn.g_01481
OG0001557	Syan.g_00721	Prbn.g_01605
OG0001559	Syan.g_02980	Prbn.g_01309
OG0001560	Syan.g_02969	Prbn.g_01320
OG0001561	Syan.g_00356	Prbn.g_01372
OG0001562	Syan.g_00650	Prbn.g_01385
OG0001563	Syan.g_02200	Prbn.g_01880
OG0001564	Syan.g_00082	Prbn.g_00722
OG0001566	Syan.g_01072	Prbn.g_01588
OG0001574	Syan.g_00865	Prbn.g_00555
OG0001575	Syan.g_00870	Prbn.g_00550
OG0001576	Syan.g_01242	Prbn.g_01070
OG0001577	Syan.g_02701	Prbn.g_01184
OG0001580	Syan.g_01551	Prbn.g_00734
OG0001584	Syan.g_00701	Prbn.g_00852
OG0001587	Syan.g_01482	Prbn.g_01806
OG0001588	Syan.g_02262	Prbn.g_00688
OG0001589	Syan.g_01463	Prbn.g_01791
OG0001591	Syan.g_00756	Prbn.g_01592
OG0001592	Syan.g_01552	Prbn.g_00735
OG0001614	Syan.g_01905	Prbn.g_01002
OG0001616	Syan.g_02649	Prbn.g_00385
OG0001617	Syan.g_01033	Prbn.g_01567
OG0001619	Syan.g_00549	Prbn.g_01429
OG0001620	Syan.g_02131	Prbn.g_00114
OG0001621	Syan.g_02064	Prbn.g_00019
OG0001622	Syan.g_01686	Prbn.g_00910
OG0001636	Syan.g_01738	Prbn.g_00747
OG0001638	Syan.g_01418	Prbn.g_01756
OG0001639	Syan.g_02407	Prbn.g_00261
OG0001640	Syan.g_00309	Prbn.g_01459
OG0001641	Syan.g_00606	Prbn.g_01397
OG0001642	Syan.g_02603	Prbn.g_01492
OG0001643	Syan.g_00811	Prbn.g_00431
OG0001644	Syan.g_00336	Prbn.g_01951
OG0001654	Syan.g_02409	Prbn.g_00259
OG0001657	Syan.g_03019	Prbn.g_01258
OG0001658	Syan.g_01564	Prbn.g_00739
OG0001659	Syan.g_02642	Prbn.g_00143
OG0001669	Syan.g_02176	Prbn.g_01066, Prbn.g_01687
OG0001678	Syan.g_02109	Prbn.g_01813
OG0001679	Syan.g_02307	Prbn.g_00101
OG0001691	Syan.g_01609	Prbn.g_01457
OG0001693	Syan.g_00196	Prbn.g_01689
OG0001717	Syan.g_03034	Prbn.g_00826
OG0001733	Syan.g_00275	Prbn.g_01729
OG0001747	Syan.g_01930, Syan.g_02260	Prbn.g_00687
OG0001769	Syan.g_00794	Prbn.g_01137
OG0001771	Syan.g_01176	Prbn.g_01672
OG0001807	Syan.g_01955	Prbn.g_00723
OG0001917	Syan.g_00361	Prbn.g_01377
OG0001955	Syan.g_00517	Prbn.g_00135
OG0001977	Syan.g_01621	Prbn.g_00928
OG0001996	Syan.g_01746	Prbn.g_00753
OG0002003	Syan.g_00010	Prbn.g_01031
OG0002019	Syan.g_01903	Prbn.g_00140
OG0002052	Syan.g_00061	Prbn.g_01367
OG0002122	Syan.g_00009	Prbn.g_01032
OG0002246	Syan.g_02323	Prbn.g_01693
OG0002379	Syan.g_00214	Prbn.g_01692
OG0002389	Syan.g_02178	Prbn.g_01900
OG0002703	Syan.g_01827	Prbn.g_01054
OG0002835	Syan.g_00515	Prbn.g_01696
OG0003084	Syan.g_01490	Prbn.g_01735
