Orthogroup	Praa	Syar
OG0001145	Praa.g_01310	Syar.g_02769
OG0001146	Praa.g_01322	Syar.g_02782
OG0001147	Praa.g_01352	Syar.g_01276
OG0001148	Praa.g_01368	Syar.g_01459
OG0001149	Praa.g_01369	Syar.g_01458
OG0001150	Praa.g_01370	Syar.g_01457
OG0001151	Praa.g_01381	Syar.g_01238
OG0001152	Praa.g_01382	Syar.g_01237
OG0001153	Praa.g_01508	Syar.g_01398
OG0001154	Praa.g_01509	Syar.g_01397
OG0001155	Praa.g_01521	Syar.g_01211
OG0001156	Praa.g_01524	Syar.g_01185
OG0001157	Praa.g_01525	Syar.g_01184
OG0001158	Praa.g_01526	Syar.g_01183
OG0001159	Praa.g_01527	Syar.g_01182
OG0001160	Praa.g_01552	Syar.g_02908
OG0001161	Praa.g_01565	Syar.g_00382
OG0001162	Praa.g_01576	Syar.g_03081
OG0001163	Praa.g_01627	Syar.g_02917
OG0001164	Praa.g_01631	Syar.g_02922
OG0001165	Praa.g_01634	Syar.g_02927
OG0001166	Praa.g_01654	Syar.g_02959
OG0001167	Praa.g_01672	Syar.g_02982
OG0001168	Praa.g_01674	Syar.g_02983
OG0001169	Praa.g_01676	Syar.g_02985
OG0001170	Praa.g_01678	Syar.g_02987
OG0001171	Praa.g_01688	Syar.g_02999
OG0001172	Praa.g_01702	Syar.g_00143
OG0001173	Praa.g_01703	Syar.g_00142
OG0001174	Praa.g_01711	Syar.g_00134
OG0001175	Praa.g_01712	Syar.g_00133
OG0001176	Praa.g_01719	Syar.g_01025
OG0001177	Praa.g_01722	Syar.g_01023
OG0001178	Praa.g_01727	Syar.g_02943
OG0001179	Praa.g_01759	Syar.g_01055
OG0001181	Praa.g_01785	Syar.g_01082
OG0001182	Praa.g_01792	Syar.g_01090
OG0001183	Praa.g_01797	Syar.g_01096
OG0001184	Praa.g_01813	Syar.g_00653
OG0001185	Praa.g_01827	Syar.g_00614
OG0001186	Praa.g_01850	Syar.g_00562
OG0001187	Praa.g_01854	Syar.g_00548
OG0001188	Praa.g_01857	Syar.g_00546
OG0001189	Praa.g_01874	Syar.g_00525
OG0001190	Praa.g_01878	Syar.g_00330
OG0001191	Praa.g_01888	Syar.g_00349
OG0001192	Praa.g_01892	Syar.g_00356
OG0001193	Praa.g_01902	Syar.g_00711
OG0001194	Praa.g_01903	Syar.g_00622
OG0001195	Praa.g_01904	Syar.g_00623
OG0001196	Praa.g_01917	Syar.g_00453
OG0001197	Praa.g_01918	Syar.g_00455
OG0001198	Praa.g_01925	Syar.g_00467
OG0001199	Praa.g_00074	Syar.g_03045
OG0001200	Praa.g_00076	Syar.g_03047
OG0001201	Praa.g_00108	Syar.g_03120
OG0001202	Praa.g_00199	Syar.g_00991
OG0001203	Praa.g_00238	Syar.g_03021
OG0001204	Praa.g_00243	Syar.g_00154
OG0001205	Praa.g_00444	Syar.g_02869
OG0001207	Praa.g_00477	Syar.g_01462
OG0001208	Praa.g_00482	Syar.g_01471
OG0001211	Praa.g_00551	Syar.g_02323
OG0001212	Praa.g_00596	Syar.g_02027
OG0001213	Praa.g_00629	Syar.g_02239
OG0001214	Praa.g_00637	Syar.g_02420
OG0001215	Praa.g_00690	Syar.g_00965
OG0001216	Praa.g_00713	Syar.g_01909
OG0001217	Praa.g_00751	Syar.g_02852
OG0001218	Praa.g_00758	Syar.g_01388
OG0001219	Praa.g_00791	Syar.g_02585
OG0001222	Praa.g_00956	Syar.g_02552
OG0001223	Praa.g_00982	Syar.g_02505
OG0001224	Praa.g_01035	Syar.g_01361
OG0001225	Praa.g_01037	Syar.g_01929
OG0001226	Praa.g_01064	Syar.g_03054
OG0001227	Praa.g_01083	Syar.g_02213
OG0001230	Praa.g_01468	Syar.g_02816
OG0001231	Praa.g_01574	Syar.g_00485
OG0001232	Praa.g_01658	Syar.g_02968
OG0001233	Praa.g_01679	Syar.g_02988
OG0001235	Praa.g_01724	Syar.g_01019
OG0001236	Praa.g_01810	Syar.g_00657
OG0001237	Praa.g_01814	Syar.g_00652
OG0001238	Praa.g_01889	Syar.g_00351
OG0001239	Praa.g_00071	Syar.g_03043
OG0001240	Praa.g_00093	Syar.g_03101
OG0001241	Praa.g_00101	Syar.g_03149, Syar.g_03112
OG0001242	Praa.g_00119	Syar.g_00043
OG0001243	Praa.g_00125	Syar.g_00051
OG0001244	Praa.g_00141	Syar.g_00075
OG0001245	Praa.g_00379	Syar.g_00999
OG0001246	Praa.g_00504	Syar.g_01910
OG0001247	Praa.g_00683	Syar.g_02024
OG0001248	Praa.g_00685	Syar.g_02059
OG0001249	Praa.g_00780	Syar.g_01113
OG0001250	Praa.g_00845	Syar.g_01819, Syar.g_03240
OG0001251	Praa.g_00893	Syar.g_02575
OG0001252	Praa.g_01030	Syar.g_01372
OG0001253	Praa.g_01084	Syar.g_02015
OG0001254	Praa.g_01129	Syar.g_02233
OG0001255	Praa.g_01144	Syar.g_01746
OG0001256	Praa.g_01567	Syar.g_02915
OG0001257	Praa.g_01573	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Praa.g_01632	Syar.g_02925
OG0001259	Praa.g_01677	Syar.g_02986
OG0001260	Praa.g_01694	Syar.g_03007
OG0001262	Praa.g_01872	Syar.g_00527
OG0001265	Praa.g_00118	Syar.g_00041
OG0001266	Praa.g_00203	Syar.g_00987
OG0001267	Praa.g_00280	Syar.g_00225
OG0001268	Praa.g_00339	Syar.g_01124
OG0001269	Praa.g_00358	Syar.g_00688
OG0001270	Praa.g_00434	Syar.g_01175
OG0001271	Praa.g_00472	Syar.g_01270
OG0001272	Praa.g_00486	Syar.g_01475
OG0001273	Praa.g_00631	Syar.g_02413
OG0001274	Praa.g_00703	Syar.g_00929
OG0001275	Praa.g_00992	Syar.g_02490
OG0001276	Praa.g_01014	Syar.g_01797
OG0001277	Praa.g_01072	Syar.g_02250
OG0001278	Praa.g_01209	Syar.g_01720
OG0001279	Praa.g_01257	Syar.g_02841
OG0001280	Praa.g_01317	Syar.g_03317
OG0001281	Praa.g_01323	Syar.g_02783
OG0001282	Praa.g_01367	Syar.g_01460, Syar.g_01351
OG0001283	Praa.g_01386	Syar.g_00447
OG0001284	Praa.g_01547	Syar.g_02900
OG0001285	Praa.g_01661	Syar.g_02972
OG0001286	Praa.g_01779	Syar.g_01077
OG0001287	Praa.g_01834	Syar.g_00606
OG0001288	Praa.g_01843	Syar.g_00591
OG0001289	Praa.g_00087	Syar.g_03080
OG0001290	Praa.g_00100	Syar.g_03111
OG0001291	Praa.g_00135	Syar.g_00064
OG0001292	Praa.g_00248	Syar.g_00160
OG0001293	Praa.g_00261	Syar.g_00198
OG0001294	Praa.g_00377	Syar.g_01687
OG0001295	Praa.g_00467	Syar.g_00693
OG0001296	Praa.g_00509	Syar.g_01506
OG0001297	Praa.g_00514	Syar.g_01510
OG0001298	Praa.g_00577	Syar.g_02210
OG0001299	Praa.g_00666	Syar.g_01915
OG0001303	Praa.g_00996	Syar.g_02583
OG0001304	Praa.g_01024	Syar.g_01557
OG0001305	Praa.g_01043	Syar.g_01937
OG0001306	Praa.g_01146	Syar.g_01521
OG0001307	Praa.g_01349	Syar.g_02591
OG0001308	Praa.g_01486	Syar.g_02798
OG0001309	Praa.g_01571	Syar.g_00360
OG0001310	Praa.g_01647	Syar.g_02951
OG0001315	Praa.g_00062	Syar.g_01094
OG0001317	Praa.g_00234	Syar.g_03025
OG0001318	Praa.g_00256	Syar.g_00186
OG0001319	Praa.g_00272	Syar.g_00215
OG0001325	Praa.g_00716	Syar.g_01577
OG0001326	Praa.g_00881	Syar.g_00632
OG0001327	Praa.g_01055	Syar.g_01674
OG0001329	Praa.g_01123	Syar.g_02337
OG0001331	Praa.g_01372	Syar.g_01455
OG0001334	Praa.g_01800	Syar.g_03166
OG0001336	Praa.g_01914	Syar.g_00448
OG0001339	Praa.g_00103	Syar.g_03114
OG0001343	Praa.g_00890	Syar.g_03210
OG0001345	Praa.g_01178	Syar.g_01958
OG0001346	Praa.g_01319	Syar.g_02778
OG0001347	Praa.g_01429	Syar.g_00565, Syar.g_02401
OG0001348	Praa.g_01595	Syar.g_02259
OG0001351	Praa.g_00453	Syar.g_01420
OG0001353	Praa.g_00836	Syar.g_01809
OG0001354	Praa.g_00974	Syar.g_02520
OG0001355	Praa.g_01605	Syar.g_01912
OG0001358	Praa.g_00620	Syar.g_02262
OG0001359	Praa.g_00891	Syar.g_03211
OG0001360	Praa.g_01085	Syar.g_01961
OG0001361	Praa.g_01175	Syar.g_01955
OG0001364	Praa.g_01803	Syar.g_00284
OG0001365	Praa.g_01882	Syar.g_00335
OG0001370	Praa.g_00459	Syar.g_00013
OG0001371	Praa.g_00679	Syar.g_03059
OG0001373	Praa.g_00880	Syar.g_00631
OG0001374	Praa.g_00888	Syar.g_00642
OG0001376	Praa.g_01049	Syar.g_03203, Syar.g_02600
OG0001377	Praa.g_01050	Syar.g_02599, Syar.g_03202
OG0001378	Praa.g_01094	Syar.g_01174
OG0001379	Praa.g_01312	Syar.g_02772
OG0001382	Praa.g_01587	Syar.g_02834, Syar.g_03204
OG0001385	Praa.g_00877	Syar.g_00628
OG0001386	Praa.g_00878	Syar.g_00629
OG0001387	Praa.g_00879	Syar.g_00630
OG0001388	Praa.g_00882	Syar.g_00635
OG0001389	Praa.g_00883	Syar.g_00636
OG0001390	Praa.g_00884	Syar.g_00637
OG0001391	Praa.g_00885	Syar.g_00638
OG0001392	Praa.g_00886	Syar.g_00640
OG0001393	Praa.g_00887	Syar.g_00641
OG0001394	Praa.g_00922	Syar.g_02608
OG0001395	Praa.g_01026	Syar.g_01561
OG0001396	Praa.g_01430	Syar.g_02402, Syar.g_00566
OG0001403	Praa.g_00030	Syar.g_00504
OG0001406	Praa.g_01048	Syar.g_02601
OG0001408	Praa.g_01067	Syar.g_02042
OG0001412	Praa.g_01428	Syar.g_02400, Syar.g_00564
OG0001413	Praa.g_01562	Syar.g_02062, Syar.g_02063
OG0001415	Praa.g_00231	Syar.g_01553
OG0001416	Praa.g_00458	Syar.g_00433
OG0001417	Praa.g_00469	Syar.g_01885
OG0001418	Praa.g_00684	Syar.g_01546
OG0001420	Praa.g_01103	Syar.g_02680
OG0001428	Praa.g_00172	Syar.g_00108
OG0001429	Praa.g_00792	Syar.g_02582
OG0001430	Praa.g_01284	Syar.g_03306
OG0001432	Praa.g_01560	Syar.g_02064, Syar.g_02123
OG0001437	Praa.g_00230	Syar.g_01554
OG0001438	Praa.g_00293	Syar.g_00240
OG0001439	Praa.g_00307	Syar.g_00824
OG0001441	Praa.g_00521	Syar.g_02691
OG0001442	Praa.g_00741	Syar.g_02622
OG0001447	Praa.g_00126	Syar.g_00052
OG0001449	Praa.g_00393	Syar.g_01897
OG0001450	Praa.g_00687	Syar.g_00880
OG0001452	Praa.g_00894	Syar.g_00167
OG0001453	Praa.g_00986	Syar.g_02498
OG0001454	Praa.g_01078	Syar.g_02065, Syar.g_02122
OG0001456	Praa.g_01137	Syar.g_00643
OG0001457	Praa.g_01138	Syar.g_00644
OG0001458	Praa.g_01139	Syar.g_00645
OG0001459	Praa.g_01273	Syar.g_00418, Syar.g_02047
OG0001462	Praa.g_00034	Syar.g_00511
OG0001467	Praa.g_00781	Syar.g_01745
OG0001470	Praa.g_01404	Syar.g_02358, Syar.g_02369
OG0001471	Praa.g_01563	Syar.g_00830
OG0001479	Praa.g_00337	Syar.g_01122
OG0001480	Praa.g_00368	Syar.g_02013
OG0001482	Praa.g_00456	Syar.g_02511
OG0001492	Praa.g_01206	Syar.g_01717
OG0001493	Praa.g_01214	Syar.g_01725
OG0001495	Praa.g_01721	Syar.g_01022
OG0001502	Praa.g_00772	Syar.g_01840
OG0001504	Praa.g_01274	Syar.g_02046
OG0001507	Praa.g_01619	Syar.g_03257, Syar.g_01540
OG0001520	Praa.g_00388	Syar.g_02053
OG0001525	Praa.g_01579	Syar.g_01315
OG0001546	Praa.g_00524	Syar.g_03276, Syar.g_02688
OG0001547	Praa.g_00774	Syar.g_01855
OG0001549	Praa.g_00863	Syar.g_02838
OG0001554	Praa.g_01569	Syar.g_00327
OG0001555	Praa.g_01583	Syar.g_01689
OG0001565	Praa.g_00416	Syar.g_03069
OG0001567	Praa.g_00773	Syar.g_01847
OG0001568	Praa.g_00775	Syar.g_01866
OG0001570	Praa.g_01106	Syar.g_02858
OG0001587	Praa.g_01696	Syar.g_03010
OG0001613	Praa.g_01795	Syar.g_01093
OG0001625	Praa.g_00258	Syar.g_00192
OG0001627	Praa.g_00755	Syar.g_01215
OG0001647	Praa.g_00273	Syar.g_00217
OG0001661	Praa.g_00410	Syar.g_00911
OG0001745	Praa.g_01559	Syar.g_02010
OG0001923	Praa.g_01389	Syar.g_00582, Syar.g_00583, Syar.g_00267
OG0002270	Praa.g_01441	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002364	Praa.g_00793	Syar.g_02581
OG0002622	Praa.g_01449	Syar.g_02533
OG0002767	Praa.g_00053	Syar.g_03172
OG0003010	Praa.g_01400	Syar.g_02705
OG0003159	Praa.g_01399	Syar.g_02702
