Orthogroup	Praa	Syat
OG0001180	Praa.g_01781	Syat.g_01654
OG0001181	Praa.g_01785	Syat.g_01650
OG0001182	Praa.g_01792	Syat.g_01642
OG0001183	Praa.g_01797	Syat.g_01632
OG0001184	Praa.g_01813	Syat.g_02160
OG0001185	Praa.g_01827	Syat.g_02200
OG0001186	Praa.g_01850	Syat.g_02235
OG0001187	Praa.g_01854	Syat.g_02256
OG0001188	Praa.g_01857	Syat.g_02261
OG0001189	Praa.g_01874	Syat.g_02287
OG0001190	Praa.g_01878	Syat.g_02692
OG0001191	Praa.g_01888	Syat.g_02675
OG0001192	Praa.g_01892	Syat.g_02663
OG0001193	Praa.g_01902	Syat.g_02513
OG0001194	Praa.g_01903	Syat.g_02515
OG0001195	Praa.g_01904	Syat.g_02516
OG0001196	Praa.g_01917	Syat.g_02398
OG0001197	Praa.g_01918	Syat.g_02396
OG0001199	Praa.g_00074	Syat.g_01475
OG0001200	Praa.g_00076	Syat.g_01477
OG0001201	Praa.g_00108	Syat.g_01572
OG0001202	Praa.g_00199	Syat.g_02812
OG0001203	Praa.g_00238	Syat.g_01447
OG0001204	Praa.g_00243	Syat.g_01867
OG0001205	Praa.g_00444	Syat.g_01287
OG0001206	Praa.g_00462	Syat.g_03268
OG0001207	Praa.g_00477	Syat.g_03162
OG0001208	Praa.g_00482	Syat.g_03172
OG0001209	Praa.g_00535	Syat.g_03273
OG0001210	Praa.g_00540	Syat.g_00103
OG0001211	Praa.g_00551	Syat.g_00078
OG0001213	Praa.g_00629	Syat.g_03289
OG0001214	Praa.g_00637	Syat.g_00128
OG0001216	Praa.g_00713	Syat.g_00660
OG0001217	Praa.g_00751	Syat.g_02587
OG0001218	Praa.g_00758	Syat.g_01356
OG0001219	Praa.g_00791	Syat.g_00629
OG0001220	Praa.g_00856	Syat.g_01534
OG0001222	Praa.g_00956	Syat.g_00597
OG0001223	Praa.g_00982	Syat.g_00544
OG0001224	Praa.g_01035	Syat.g_00804
OG0001225	Praa.g_01037	Syat.g_00806
OG0001226	Praa.g_01064	Syat.g_01485
OG0001228	Praa.g_01204	Syat.g_00938
OG0001229	Praa.g_01364	Syat.g_00981
OG0001230	Praa.g_01468	Syat.g_01235
OG0001231	Praa.g_01574	Syat.g_02327
OG0001232	Praa.g_01658	Syat.g_03041
OG0001233	Praa.g_01679	Syat.g_03012
OG0001234	Praa.g_01714	Syat.g_02092
OG0001235	Praa.g_01724	Syat.g_01838
OG0001236	Praa.g_01810	Syat.g_02156
OG0001237	Praa.g_01814	Syat.g_02161
OG0001238	Praa.g_01889	Syat.g_02673
OG0001239	Praa.g_00071	Syat.g_01472
OG0001240	Praa.g_00093	Syat.g_01554
OG0001241	Praa.g_00101	Syat.g_01564
OG0001242	Praa.g_00119	Syat.g_02936
OG0001243	Praa.g_00125	Syat.g_02928
OG0001244	Praa.g_00141	Syat.g_02901
OG0001245	Praa.g_00379	Syat.g_00212
OG0001246	Praa.g_00504	Syat.g_03209
OG0001247	Praa.g_00683	Syat.g_01019
OG0001248	Praa.g_00685	Syat.g_03159
OG0001249	Praa.g_00780	Syat.g_01620
OG0001250	Praa.g_00845	Syat.g_00739
OG0001251	Praa.g_00893	Syat.g_00963, Syat.g_00621
OG0001252	Praa.g_01030	Syat.g_00787
OG0001255	Praa.g_01144	Syat.g_00843
OG0001256	Praa.g_01567	Syat.g_03111
OG0001257	Praa.g_01573	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Praa.g_01632	Syat.g_03119
OG0001259	Praa.g_01677	Syat.g_03014
OG0001261	Praa.g_01767	Syat.g_01791
OG0001262	Praa.g_01872	Syat.g_02285
OG0001265	Praa.g_00118	Syat.g_02938
OG0001266	Praa.g_00203	Syat.g_02808
OG0001267	Praa.g_00280	Syat.g_02060
OG0001268	Praa.g_00339	Syat.g_01608
OG0001269	Praa.g_00358	Syat.g_02369
OG0001270	Praa.g_00434	Syat.g_02968
OG0001271	Praa.g_00472	Syat.g_01374
OG0001272	Praa.g_00486	Syat.g_03176
OG0001274	Praa.g_00703	Syat.g_02727
OG0001275	Praa.g_00992	Syat.g_00529
OG0001276	Praa.g_01014	Syat.g_00705
OG0001277	Praa.g_01072	Syat.g_03312
OG0001278	Praa.g_01209	Syat.g_00895
OG0001279	Praa.g_01257	Syat.g_01252
OG0001281	Praa.g_01323	Syat.g_01159
OG0001282	Praa.g_01367	Syat.g_02780
OG0001283	Praa.g_01386	Syat.g_02403
OG0001286	Praa.g_01779	Syat.g_01656
OG0001287	Praa.g_01834	Syat.g_02208
OG0001288	Praa.g_01843	Syat.g_02225
OG0001289	Praa.g_00087	Syat.g_01527
OG0001290	Praa.g_00100	Syat.g_01563
OG0001291	Praa.g_00135	Syat.g_02916
OG0001292	Praa.g_00248	Syat.g_01873
OG0001293	Praa.g_00261	Syat.g_01995
OG0001294	Praa.g_00377	Syat.g_00409
OG0001295	Praa.g_00467	Syat.g_00945
OG0001296	Praa.g_00509	Syat.g_03217
OG0001297	Praa.g_00514	Syat.g_03221
OG0001298	Praa.g_00577	Syat.g_00043
OG0001299	Praa.g_00666	Syat.g_00401
OG0001300	Praa.g_00693	Syat.g_01025
OG0001303	Praa.g_00996	Syat.g_00628
OG0001304	Praa.g_01024	Syat.g_00690
OG0001305	Praa.g_01043	Syat.g_00813
OG0001306	Praa.g_01146	Syat.g_03234
OG0001307	Praa.g_01349	Syat.g_02082
OG0001308	Praa.g_01486	Syat.g_01176
OG0001309	Praa.g_01571	Syat.g_01113
OG0001310	Praa.g_01647	Syat.g_03066
OG0001315	Praa.g_00062	Syat.g_01634
OG0001317	Praa.g_00234	Syat.g_01451
OG0001318	Praa.g_00256	Syat.g_01888
OG0001319	Praa.g_00272	Syat.g_02048
OG0001323	Praa.g_00519	Syat.g_01111
OG0001325	Praa.g_00716	Syat.g_00664
OG0001326	Praa.g_00881	Syat.g_02525
OG0001327	Praa.g_01055	Syat.g_00414
OG0001329	Praa.g_01123	Syat.g_00097
OG0001331	Praa.g_01372	Syat.g_01301
OG0001333	Praa.g_01673	Syat.g_03018
OG0001336	Praa.g_01914	Syat.g_02402
OG0001345	Praa.g_01178	Syat.g_00290
OG0001347	Praa.g_01429	Syat.g_02666, Syat.g_01136, Syat.g_00583
OG0001348	Praa.g_01595	Syat.g_03316
OG0001351	Praa.g_00453	Syat.g_01318
OG0001353	Praa.g_00836	Syat.g_00717
OG0001354	Praa.g_00974	Syat.g_00558
OG0001355	Praa.g_01605	Syat.g_02589
OG0001358	Praa.g_00620	Syat.g_03319
OG0001360	Praa.g_01085	Syat.g_00256
OG0001361	Praa.g_01175	Syat.g_00293
OG0001364	Praa.g_01803	Syat.g_02143
OG0001365	Praa.g_01882	Syat.g_02687
OG0001371	Praa.g_00679	Syat.g_01490
OG0001373	Praa.g_00880	Syat.g_02524
OG0001374	Praa.g_00888	Syat.g_02541
OG0001376	Praa.g_01049	Syat.g_00841
OG0001377	Praa.g_01050	Syat.g_00842
OG0001378	Praa.g_01094	Syat.g_02967
OG0001379	Praa.g_01312	Syat.g_01147
OG0001382	Praa.g_01587	Syat.g_00101
OG0001385	Praa.g_00877	Syat.g_02521
OG0001386	Praa.g_00878	Syat.g_02522
OG0001387	Praa.g_00879	Syat.g_02523
OG0001388	Praa.g_00882	Syat.g_02526
OG0001389	Praa.g_00883	Syat.g_02531
OG0001390	Praa.g_00884	Syat.g_02532
OG0001391	Praa.g_00885	Syat.g_02533
OG0001392	Praa.g_00886	Syat.g_02539
OG0001393	Praa.g_00887	Syat.g_02540
OG0001394	Praa.g_00922	Syat.g_00450
OG0001396	Praa.g_01430	Syat.g_01137, Syat.g_02665
OG0001403	Praa.g_00030	Syat.g_02307
OG0001406	Praa.g_01048	Syat.g_00840
OG0001408	Praa.g_01067	Syat.g_00211
OG0001409	Praa.g_01166	Syat.g_01007
OG0001412	Praa.g_01428	Syat.g_01135, Syat.g_00584, Syat.g_02667
OG0001413	Praa.g_01562	Syat.g_02775, Syat.g_00853
OG0001415	Praa.g_00231	Syat.g_00017
OG0001416	Praa.g_00458	Syat.g_02491
OG0001417	Praa.g_00469	Syat.g_01705
OG0001418	Praa.g_00684	Syat.g_03267
OG0001420	Praa.g_01103	Syat.g_01099
OG0001421	Praa.g_01568	Syat.g_03056
OG0001429	Praa.g_00792	Syat.g_00627
OG0001430	Praa.g_01284	Syat.g_03343
OG0001432	Praa.g_01560	Syat.g_00846
OG0001437	Praa.g_00230	Syat.g_00016
OG0001438	Praa.g_00293	Syat.g_02076
OG0001439	Praa.g_00307	Syat.g_02105
OG0001441	Praa.g_00521	Syat.g_01109
OG0001449	Praa.g_00393	Syat.g_00800
OG0001451	Praa.g_00865	Syat.g_02877
OG0001452	Praa.g_00894	Syat.g_01881
OG0001453	Praa.g_00986	Syat.g_00538
OG0001454	Praa.g_01078	Syat.g_00189
OG0001456	Praa.g_01137	Syat.g_02545
OG0001457	Praa.g_01138	Syat.g_02546
OG0001458	Praa.g_01139	Syat.g_02547
OG0001459	Praa.g_01273	Syat.g_03357, Syat.g_03358
OG0001462	Praa.g_00034	Syat.g_02301
OG0001467	Praa.g_00781	Syat.g_02457
OG0001470	Praa.g_01404	Syat.g_02252
OG0001473	Praa.g_01851	Syat.g_00190
OG0001479	Praa.g_00337	Syat.g_01610
OG0001480	Praa.g_00368	Syat.g_00100
OG0001482	Praa.g_00456	Syat.g_00549
OG0001484	Praa.g_01296	Syat.g_02443
OG0001492	Praa.g_01206	Syat.g_00898
OG0001493	Praa.g_01214	Syat.g_00890
OG0001495	Praa.g_01721	Syat.g_01833
OG0001502	Praa.g_00772	Syat.g_00757
OG0001504	Praa.g_01274	Syat.g_03356
OG0001507	Praa.g_01619	Syat.g_03261
OG0001520	Praa.g_00388	Syat.g_00852
OG0001522	Praa.g_00837	Syat.g_00642
OG0001523	Praa.g_01131	Syat.g_01089
OG0001524	Praa.g_01132	Syat.g_01088
OG0001526	Praa.g_01698, Praa.g_01611	Syat.g_02907
OG0001546	Praa.g_00524	Syat.g_01106
OG0001547	Praa.g_00774	Syat.g_00645
OG0001549	Praa.g_00863	Syat.g_00799
OG0001553	Praa.g_01473	Syat.g_01230
OG0001554	Praa.g_01569	Syat.g_01005
OG0001567	Praa.g_00773	Syat.g_00651
OG0001568	Praa.g_00775	Syat.g_00643
OG0001570	Praa.g_01106	Syat.g_03269
OG0001584	Praa.g_00937	Syat.g_00468
OG0001587	Praa.g_01696	Syat.g_02990
OG0001613	Praa.g_01795	Syat.g_01635
OG0001625	Praa.g_00258	Syat.g_01938
OG0001647	Praa.g_00273	Syat.g_02051
OG0001666	Praa.g_01272	Syat.g_03349
OG0001745	Praa.g_01559	Syat.g_00971
OG0002029	Praa.g_01271	Syat.g_03352
OG0002097	Praa.g_01405	Syat.g_02176
OG0002270	Praa.g_01441	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351
OG0002364	Praa.g_00793	Syat.g_00626
OG0002369	Praa.g_01403	Syat.g_02251
OG0002622	Praa.g_01449	Syat.g_00572
OG0003010	Praa.g_01400	Syat.g_01211
OG0003159	Praa.g_01399	Syat.g_01213
OG0003339	Praa.g_01337	Syat.g_00333, Syat.g_02249
