Orthogroup	Praz	Syaq
OG0001145	Praz.g_01188	Syaq.g_00284
OG0001146	Praz.g_01176	Syaq.g_00305
OG0001147	Praz.g_01153	Syaq.g_00438
OG0001148	Praz.g_01137	Syaq.g_01761
OG0001149	Praz.g_01136	Syaq.g_01760
OG0001150	Praz.g_01135	Syaq.g_01759
OG0001151	Praz.g_01124	Syaq.g_01746
OG0001152	Praz.g_01123	Syaq.g_01745
OG0001153	Praz.g_01009	Syaq.g_00413
OG0001154	Praz.g_01008	Syaq.g_00414
OG0001155	Praz.g_00996	Syaq.g_01739
OG0001156	Praz.g_00993	Syaq.g_01729
OG0001157	Praz.g_00992	Syaq.g_01728
OG0001158	Praz.g_00991	Syaq.g_01727
OG0001159	Praz.g_00990	Syaq.g_01726
OG0001160	Praz.g_00966	Syaq.g_01693
OG0001161	Praz.g_00953	Syaq.g_01233
OG0001162	Praz.g_00942	Syaq.g_00331
OG0001163	Praz.g_00885	Syaq.g_01685
OG0001164	Praz.g_00881	Syaq.g_01679
OG0001165	Praz.g_00878	Syaq.g_01674
OG0001166	Praz.g_00858	Syaq.g_01652
OG0001167	Praz.g_00841	Syaq.g_01039
OG0001169	Praz.g_00837	Syaq.g_01620
OG0001170	Praz.g_00835	Syaq.g_01618
OG0001171	Praz.g_00826	Syaq.g_01607
OG0001172	Praz.g_00332	Syaq.g_00690
OG0001173	Praz.g_00331	Syaq.g_00689
OG0001174	Praz.g_00323	Syaq.g_00681
OG0001175	Praz.g_00322	Syaq.g_00680
OG0001176	Praz.g_00315	Syaq.g_00656
OG0001177	Praz.g_00312	Syaq.g_00658
OG0001178	Praz.g_00307	Syaq.g_01667
OG0001179	Praz.g_00279	Syaq.g_00626
OG0001180	Praz.g_00257	Syaq.g_00600
OG0001181	Praz.g_00253	Syaq.g_00596
OG0001182	Praz.g_00246	Syaq.g_00587
OG0001183	Praz.g_00241	Syaq.g_00579
OG0001184	Praz.g_00225	Syaq.g_00995
OG0001185	Praz.g_00211	Syaq.g_01022
OG0001186	Praz.g_00187	Syaq.g_01058
OG0001187	Praz.g_00183	Syaq.g_01061
OG0001188	Praz.g_00180	Syaq.g_01065
OG0001189	Praz.g_00163	Syaq.g_01095
OG0001190	Praz.g_00159	Syaq.g_01264
OG0001191	Praz.g_00149	Syaq.g_01248
OG0001192	Praz.g_00144	Syaq.g_01242
OG0001193	Praz.g_00134	Syaq.g_01217
OG0001194	Praz.g_00133	Syaq.g_01214
OG0001195	Praz.g_00132	Syaq.g_01213
OG0001196	Praz.g_00119	Syaq.g_01169
OG0001197	Praz.g_00118	Syaq.g_01167
OG0001198	Praz.g_00362	Syaq.g_01153
OG0001199	Praz.g_00434	Syaq.g_01553
OG0001200	Praz.g_00436	Syaq.g_01551
OG0001201	Praz.g_00468	Syaq.g_01486
OG0001202	Praz.g_00559	Syaq.g_01358
OG0001203	Praz.g_00598	Syaq.g_01581
OG0001204	Praz.g_00603	Syaq.g_00709
OG0001205	Praz.g_01883	Syaq.g_00491
OG0001206	Praz.g_01866	Syaq.g_00468
OG0001207	Praz.g_01851	Syaq.g_01764
OG0001208	Praz.g_01846	Syaq.g_01774
OG0001209	Praz.g_01793	Syaq.g_01841
OG0001210	Praz.g_01788	Syaq.g_01852
OG0001211	Praz.g_01778	Syaq.g_01932
OG0001212	Praz.g_01734	Syaq.g_01990
OG0001213	Praz.g_01701	Syaq.g_02072
OG0001214	Praz.g_01693	Syaq.g_02084
OG0001215	Praz.g_01640	Syaq.g_02580
OG0001216	Praz.g_01605	Syaq.g_00026
OG0001217	Praz.g_01567	Syaq.g_01885
OG0001218	Praz.g_01560	Syaq.g_00423
OG0001219	Praz.g_01523	Syaq.g_02434
OG0001220	Praz.g_01460	Syaq.g_02412
OG0001221	Praz.g_01397	Syaq.g_02300
OG0001222	Praz.g_01358	Syaq.g_02472
OG0001223	Praz.g_01332	Syaq.g_02516
OG0001224	Praz.g_01280	Syaq.g_02683
OG0001225	Praz.g_00064	Syaq.g_02681
OG0001226	Praz.g_00090	Syaq.g_01543
OG0001227	Praz.g_00108	Syaq.g_00333
OG0001230	Praz.g_01049	Syaq.g_00361
OG0001231	Praz.g_00944	Syaq.g_01133
OG0001232	Praz.g_00854	Syaq.g_01643
OG0001233	Praz.g_00834	Syaq.g_01617
OG0001234	Praz.g_00320	Syaq.g_00676
OG0001235	Praz.g_00310	Syaq.g_00665
OG0001236	Praz.g_00228	Syaq.g_00990
OG0001237	Praz.g_00224	Syaq.g_00999
OG0001238	Praz.g_00148	Syaq.g_01246
OG0001239	Praz.g_00431	Syaq.g_01556
OG0001240	Praz.g_00453	Syaq.g_01502
OG0001241	Praz.g_00461	Syaq.g_01492
OG0001243	Praz.g_00485	Syaq.g_01457
OG0001244	Praz.g_00501	Syaq.g_01430
OG0001245	Praz.g_00794	Syaq.g_01916
OG0001246	Praz.g_01824	Syaq.g_01802
OG0001248	Praz.g_01645	Syaq.g_01891
OG0001249	Praz.g_01534	Syaq.g_00563
OG0001250	Praz.g_01471	Syaq.g_02389
OG0001251	Praz.g_01423	Syaq.g_02135
OG0001252	Praz.g_01285	Syaq.g_02690
OG0001253	Praz.g_00109	Syaq.g_01918
OG0001254	Praz.g_00023	Syaq.g_02214
OG0001255	Praz.g_00008	Syaq.g_02111
OG0001256	Praz.g_00951	Syaq.g_01686
OG0001258	Praz.g_00880	Syaq.g_01676
OG0001259	Praz.g_00836	Syaq.g_01619
OG0001260	Praz.g_00820	Syaq.g_01595
OG0001261	Praz.g_00271	Syaq.g_00617
OG0001262	Praz.g_00165	Syaq.g_01093
OG0001263	Praz.g_00488	Syaq.g_01454
OG0001265	Praz.g_00478	Syaq.g_01466
OG0001266	Praz.g_00563	Syaq.g_01354
OG0001267	Praz.g_00638	Syaq.g_00763
OG0001268	Praz.g_00341	Syaq.g_00553
OG0001269	Praz.g_00815	Syaq.g_01866
OG0001270	Praz.g_01894	Syaq.g_00504
OG0001271	Praz.g_01856	Syaq.g_00445
OG0001272	Praz.g_01842	Syaq.g_01778
OG0001273	Praz.g_01699	Syaq.g_02077
OG0001274	Praz.g_01627	Syaq.g_01303
OG0001275	Praz.g_01322	Syaq.g_02531
OG0001276	Praz.g_01302	Syaq.g_00062
OG0001278	Praz.g_00704	Syaq.g_00155
OG0001279	Praz.g_01236	Syaq.g_01867
OG0001280	Praz.g_01181	Syaq.g_00294
OG0001281	Praz.g_01175	Syaq.g_00306
OG0001282	Praz.g_01138	Syaq.g_01762
OG0001283	Praz.g_01119	Syaq.g_01175
OG0001284	Praz.g_00971	Syaq.g_01700
OG0001285	Praz.g_00851	Syaq.g_01639
OG0001286	Praz.g_00259	Syaq.g_00602
OG0001287	Praz.g_00203	Syaq.g_01030
OG0001289	Praz.g_00447	Syaq.g_01528
OG0001290	Praz.g_00460	Syaq.g_01493
OG0001291	Praz.g_00495	Syaq.g_01444
OG0001293	Praz.g_00620	Syaq.g_00736
OG0001294	Praz.g_00796	Syaq.g_02252
OG0001296	Praz.g_01819	Syaq.g_01808
OG0001297	Praz.g_01814	Syaq.g_01812
OG0001298	Praz.g_01752	Syaq.g_01967
OG0001299	Praz.g_01664	Syaq.g_02246
OG0001300	Praz.g_01637	Syaq.g_02589
OG0001301	Praz.g_01634	Syaq.g_02602
OG0001302	Praz.g_01525	Syaq.g_02115
OG0001303	Praz.g_01318	Syaq.g_02437
OG0001304	Praz.g_01291	Syaq.g_00049
OG0001305	Praz.g_00070	Syaq.g_02673
OG0001306	Praz.g_00006	Syaq.g_00267
OG0001308	Praz.g_01031	Syaq.g_00385
OG0001312	Praz.g_01369	Syaq.g_02449
OG0001314	Praz.g_01575	Syaq.g_00826
OG0001315	Praz.g_00422	Syaq.g_00581
OG0001316	Praz.g_00500	Syaq.g_01437
OG0001317	Praz.g_00594	Syaq.g_01576
OG0001318	Praz.g_00616	Syaq.g_00728
OG0001319	Praz.g_00631	Syaq.g_00751
OG0001321	Praz.g_01877	Syaq.g_00483
OG0001322	Praz.g_01876	Syaq.g_00482
OG0001323	Praz.g_01809	Syaq.g_01820
OG0001324	Praz.g_01636	Syaq.g_02590
OG0001325	Praz.g_01602	Syaq.g_00030
OG0001326	Praz.g_01435	Syaq.g_01205
OG0001327	Praz.g_00082	Syaq.g_02259
OG0001328	Praz.g_00107	Syaq.g_02280
OG0001329	Praz.g_00032	Syaq.g_02113
OG0001330	Praz.g_01206	Syaq.g_00287
OG0001331	Praz.g_01133	Syaq.g_01757
OG0001333	Praz.g_00840	Syaq.g_01622
OG0001336	Praz.g_00122	Syaq.g_01174
OG0001343	Praz.g_01426	Syaq.g_00700
OG0001345	Praz.g_00735	Syaq.g_00213
OG0001346	Praz.g_01179	Syaq.g_00298
OG0001349	Praz.g_01060	Syaq.g_00942
OG0001350	Praz.g_00597	Syaq.g_01580
OG0001351	Praz.g_01874	Syaq.g_00476
OG0001352	Praz.g_01650	Syaq.g_01904
OG0001353	Praz.g_01480	Syaq.g_02379
OG0001354	Praz.g_01340	Syaq.g_02503
OG0001355	Praz.g_00914	Syaq.g_00797
OG0001356	Praz.g_01548	Syaq.g_02555
OG0001358	Praz.g_01710	Syaq.g_02056
OG0001359	Praz.g_01425	Syaq.g_00699
OG0001360	Praz.g_00110	Syaq.g_00211
OG0001361	Praz.g_00738	Syaq.g_00216
OG0001364	Praz.g_00235	Syaq.g_00972
OG0001365	Praz.g_00155	Syaq.g_01259
OG0001369	Praz.g_00452	Syaq.g_01503
OG0001373	Praz.g_01436	Syaq.g_01206
OG0001374	Praz.g_01428	Syaq.g_01198
OG0001375	Praz.g_01427	Syaq.g_00701
OG0001378	Praz.g_00061	Syaq.g_00506
OG0001379	Praz.g_01186	Syaq.g_00289
OG0001380	Praz.g_01151	Syaq.g_01915
OG0001382	Praz.g_00930	Syaq.g_00662
OG0001385	Praz.g_01439	Syaq.g_01209
OG0001386	Praz.g_01438	Syaq.g_01208
OG0001387	Praz.g_01437	Syaq.g_01207
OG0001388	Praz.g_01434	Syaq.g_01204
OG0001389	Praz.g_01433	Syaq.g_01203
OG0001390	Praz.g_01432	Syaq.g_01202
OG0001391	Praz.g_01431	Syaq.g_01201
OG0001392	Praz.g_01430	Syaq.g_01200
OG0001393	Praz.g_01429	Syaq.g_01199
OG0001395	Praz.g_01289	Syaq.g_00045
OG0001402	Praz.g_01553	Syaq.g_02061
OG0001408	Praz.g_00093	Syaq.g_02125
OG0001409	Praz.g_00747	Syaq.g_00229
OG0001413	Praz.g_00956	Syaq.g_00139
OG0001416	Praz.g_01869	Syaq.g_00303
OG0001417	Praz.g_01859	Syaq.g_02502
OG0001418	Praz.g_01646	Syaq.g_00243
OG0001420	Praz.g_00052	Syaq.g_01833
OG0001428	Praz.g_00532	Syaq.g_01396
OG0001429	Praz.g_01522	Syaq.g_02438
OG0001430	Praz.g_01211	Syaq.g_01271
OG0001432	Praz.g_00958	Syaq.g_01862
OG0001433	Praz.g_01549	Syaq.g_00128
OG0001434	Praz.g_01389	Syaq.g_02312
OG0001439	Praz.g_00664	Syaq.g_00863
OG0001441	Praz.g_01807	Syaq.g_01822
OG0001442	Praz.g_01577	Syaq.g_02322
OG0001447	Praz.g_00486	Syaq.g_01456
OG0001448	Praz.g_00808	Syaq.g_01873
OG0001449	Praz.g_00772	Syaq.g_00698
OG0001452	Praz.g_01421	Syaq.g_00723
OG0001453	Praz.g_01328	Syaq.g_02522
OG0001454	Praz.g_00103	Syaq.g_01917
OG0001456	Praz.g_00015	Syaq.g_01196
OG0001457	Praz.g_00014	Syaq.g_01195
OG0001458	Praz.g_00013	Syaq.g_01194
OG0001460	Praz.g_01550	Syaq.g_00129
OG0001462	Praz.g_00399	Syaq.g_01108
OG0001465	Praz.g_01628	Syaq.g_02704
OG0001467	Praz.g_01533	Syaq.g_00354
OG0001471	Praz.g_00955	Syaq.g_00859
OG0001473	Praz.g_00186	Syaq.g_02134
OG0001474	Praz.g_00342	Syaq.g_00552
OG0001475	Praz.g_01105	Syaq.g_00905
OG0001479	Praz.g_01934	Syaq.g_00555
OG0001480	Praz.g_00806	Syaq.g_02121
OG0001482	Praz.g_01871	Syaq.g_02512
OG0001486	Praz.g_00757	Syaq.g_00251
OG0001492	Praz.g_00707	Syaq.g_00158
OG0001493	Praz.g_00699	Syaq.g_00150
OG0001502	Praz.g_01542	Syaq.g_02407
OG0001505	Praz.g_01106	Syaq.g_00934
OG0001508	Praz.g_01117	Syaq.g_00902
OG0001520	Praz.g_00780	Syaq.g_01953
OG0001525	Praz.g_00939	Syaq.g_02129
OG0001546	Praz.g_01804	Syaq.g_01825
OG0001547	Praz.g_01540	Syaq.g_02422
OG0001549	Praz.g_01453	Syaq.g_02416
OG0001551	Praz.g_00016	Syaq.g_02572
OG0001553	Praz.g_01044	Syaq.g_00368
OG0001554	Praz.g_00949	Syaq.g_01266
OG0001564	Praz.g_01077	Syaq.g_02158
OG0001565	Praz.g_01909	Syaq.g_02120
OG0001567	Praz.g_01541	Syaq.g_02421
OG0001568	Praz.g_01539	Syaq.g_02424
OG0001570	Praz.g_00049	Syaq.g_02417
OG0001602	Praz.g_01629	Syaq.g_02705
OG0001605	Praz.g_01309	Syaq.g_01892
OG0001613	Praz.g_00243	Syaq.g_00582
OG0001627	Praz.g_01563	Syaq.g_01735
OG0001666	Praz.g_01223	Syaq.g_02653
OG0001709	Praz.g_01061	Syaq.g_00943
OG0001726	Praz.g_01920	Syaq.g_02419
OG0002029	Praz.g_01224	Syaq.g_02609, Syaq.g_02652
OG0002112	Praz.g_01926	Syaq.g_00850
OG0002157	Praz.g_01925	Syaq.g_00851
OG0002158	Praz.g_01927	Syaq.g_00849
OG0002349	Praz.g_00832	Syaq.g_01615
OG0002733	Praz.g_01264	Syaq.g_00011
