Orthogroup	Praz	Syar
OG0001159	Praz.g_00990	Syar.g_01182
OG0001160	Praz.g_00966	Syar.g_02908
OG0001161	Praz.g_00953	Syar.g_00382
OG0001162	Praz.g_00942	Syar.g_03081
OG0001163	Praz.g_00885	Syar.g_02917
OG0001164	Praz.g_00881	Syar.g_02922
OG0001165	Praz.g_00878	Syar.g_02927
OG0001166	Praz.g_00858	Syar.g_02959
OG0001167	Praz.g_00841	Syar.g_02982
OG0001168	Praz.g_00839	Syar.g_02983
OG0001169	Praz.g_00837	Syar.g_02985
OG0001170	Praz.g_00835	Syar.g_02987
OG0001171	Praz.g_00826	Syar.g_02999
OG0001172	Praz.g_00332	Syar.g_00143
OG0001173	Praz.g_00331	Syar.g_00142
OG0001174	Praz.g_00323	Syar.g_00134
OG0001175	Praz.g_00322	Syar.g_00133
OG0001176	Praz.g_00315	Syar.g_01025
OG0001177	Praz.g_00312	Syar.g_01023
OG0001178	Praz.g_00307	Syar.g_02943
OG0001179	Praz.g_00279	Syar.g_01055
OG0001181	Praz.g_00253	Syar.g_01082
OG0001182	Praz.g_00246	Syar.g_01090
OG0001183	Praz.g_00241	Syar.g_01096
OG0001184	Praz.g_00225	Syar.g_00653
OG0001185	Praz.g_00211	Syar.g_00614
OG0001186	Praz.g_00187	Syar.g_00562
OG0001187	Praz.g_00183	Syar.g_00548
OG0001188	Praz.g_00180	Syar.g_00546
OG0001189	Praz.g_00163	Syar.g_00525
OG0001190	Praz.g_00159	Syar.g_00330
OG0001191	Praz.g_00149	Syar.g_00349
OG0001192	Praz.g_00144	Syar.g_00356
OG0001193	Praz.g_00134	Syar.g_00711
OG0001194	Praz.g_00133	Syar.g_00622
OG0001195	Praz.g_00132	Syar.g_00623
OG0001196	Praz.g_00119	Syar.g_00453
OG0001197	Praz.g_00118	Syar.g_00455
OG0001198	Praz.g_00362	Syar.g_00467
OG0001199	Praz.g_00434	Syar.g_03045
OG0001200	Praz.g_00436	Syar.g_03047
OG0001201	Praz.g_00468	Syar.g_03120
OG0001202	Praz.g_00559	Syar.g_00991
OG0001203	Praz.g_00598	Syar.g_03021
OG0001204	Praz.g_00603	Syar.g_00154
OG0001205	Praz.g_01883	Syar.g_02869
OG0001207	Praz.g_01851	Syar.g_01462
OG0001208	Praz.g_01846	Syar.g_01471
OG0001211	Praz.g_01778	Syar.g_02323
OG0001212	Praz.g_01734	Syar.g_02027
OG0001213	Praz.g_01701	Syar.g_02239
OG0001214	Praz.g_01693	Syar.g_02420
OG0001215	Praz.g_01640	Syar.g_00965
OG0001216	Praz.g_01605	Syar.g_01909
OG0001217	Praz.g_01567	Syar.g_02852
OG0001218	Praz.g_01560	Syar.g_01388
OG0001219	Praz.g_01523	Syar.g_02585
OG0001222	Praz.g_01358	Syar.g_02552
OG0001223	Praz.g_01332	Syar.g_02505
OG0001224	Praz.g_01280	Syar.g_01361
OG0001225	Praz.g_00064	Syar.g_01929
OG0001226	Praz.g_00090	Syar.g_03054
OG0001227	Praz.g_00108	Syar.g_02213
OG0001230	Praz.g_01049	Syar.g_02816
OG0001231	Praz.g_00944	Syar.g_00485
OG0001232	Praz.g_00854	Syar.g_02968
OG0001233	Praz.g_00834	Syar.g_02988
OG0001235	Praz.g_00310	Syar.g_01019
OG0001236	Praz.g_00228	Syar.g_00657
OG0001237	Praz.g_00224	Syar.g_00652
OG0001238	Praz.g_00148	Syar.g_00351
OG0001239	Praz.g_00431	Syar.g_03043
OG0001240	Praz.g_00453	Syar.g_03101
OG0001241	Praz.g_00461	Syar.g_03112
OG0001242	Praz.g_00479	Syar.g_00043
OG0001243	Praz.g_00485	Syar.g_00051
OG0001244	Praz.g_00501	Syar.g_00075
OG0001245	Praz.g_00794	Syar.g_00999
OG0001246	Praz.g_01824	Syar.g_01910
OG0001247	Praz.g_01647	Syar.g_02024
OG0001248	Praz.g_01645	Syar.g_02059
OG0001249	Praz.g_01534	Syar.g_01113
OG0001250	Praz.g_01471	Syar.g_01819, Syar.g_03240
OG0001251	Praz.g_01423	Syar.g_02575
OG0001252	Praz.g_01285	Syar.g_01372
OG0001253	Praz.g_00109	Syar.g_02015
OG0001254	Praz.g_00023	Syar.g_02233
OG0001255	Praz.g_00008	Syar.g_01746
OG0001256	Praz.g_00951	Syar.g_02915
OG0001257	Praz.g_00945	Syar.g_00807
OG0001258	Praz.g_00880	Syar.g_02925
OG0001259	Praz.g_00836	Syar.g_02986
OG0001260	Praz.g_00820	Syar.g_03007
OG0001262	Praz.g_00165	Syar.g_00527
OG0001263	Praz.g_00488	Syar.g_00054
OG0001265	Praz.g_00478	Syar.g_00041
OG0001266	Praz.g_00563	Syar.g_00987
OG0001267	Praz.g_00638	Syar.g_00225
OG0001268	Praz.g_00341	Syar.g_01124
OG0001269	Praz.g_00815	Syar.g_00688
OG0001270	Praz.g_01894	Syar.g_01175
OG0001271	Praz.g_01856	Syar.g_01270
OG0001272	Praz.g_01842	Syar.g_01475
OG0001273	Praz.g_01699	Syar.g_02413
OG0001274	Praz.g_01627	Syar.g_00929
OG0001275	Praz.g_01322	Syar.g_02490
OG0001276	Praz.g_01302	Syar.g_01797
OG0001277	Praz.g_00098	Syar.g_02250
OG0001278	Praz.g_00704	Syar.g_01720
OG0001279	Praz.g_01236	Syar.g_02841
OG0001280	Praz.g_01181	Syar.g_03317
OG0001281	Praz.g_01175	Syar.g_02783
OG0001282	Praz.g_01138	Syar.g_01460, Syar.g_01351
OG0001283	Praz.g_01119	Syar.g_00447
OG0001284	Praz.g_00971	Syar.g_02900
OG0001285	Praz.g_00851	Syar.g_02972
OG0001286	Praz.g_00259	Syar.g_01077
OG0001287	Praz.g_00203	Syar.g_00606
OG0001288	Praz.g_00194	Syar.g_00591
OG0001289	Praz.g_00447	Syar.g_03080
OG0001290	Praz.g_00460	Syar.g_03111
OG0001291	Praz.g_00495	Syar.g_00064
OG0001292	Praz.g_00608	Syar.g_00160
OG0001293	Praz.g_00620	Syar.g_00198
OG0001294	Praz.g_00796	Syar.g_01687
OG0001295	Praz.g_01861	Syar.g_00693
OG0001296	Praz.g_01819	Syar.g_01506
OG0001297	Praz.g_01814	Syar.g_01510
OG0001298	Praz.g_01752	Syar.g_02210
OG0001299	Praz.g_01664	Syar.g_01915
OG0001303	Praz.g_01318	Syar.g_02583
OG0001304	Praz.g_01291	Syar.g_01557
OG0001305	Praz.g_00070	Syar.g_01937
OG0001306	Praz.g_00006	Syar.g_01521
OG0001307	Praz.g_01156	Syar.g_02591
OG0001308	Praz.g_01031	Syar.g_02798
OG0001309	Praz.g_00947	Syar.g_00360
OG0001310	Praz.g_00865	Syar.g_02951
OG0001311	Praz.g_01300	Syar.g_01795
OG0001312	Praz.g_01369	Syar.g_02569
OG0001315	Praz.g_00422	Syar.g_01094
OG0001317	Praz.g_00594	Syar.g_03025
OG0001318	Praz.g_00616	Syar.g_00186
OG0001319	Praz.g_00631	Syar.g_00215
OG0001325	Praz.g_01602	Syar.g_01577
OG0001326	Praz.g_01435	Syar.g_00632
OG0001327	Praz.g_00082	Syar.g_01674
OG0001329	Praz.g_00032	Syar.g_02337
OG0001331	Praz.g_01133	Syar.g_01455
OG0001334	Praz.g_00238	Syar.g_03166
OG0001336	Praz.g_00122	Syar.g_00448
OG0001339	Praz.g_00463	Syar.g_03114
OG0001343	Praz.g_01426	Syar.g_03210
OG0001345	Praz.g_00735	Syar.g_01958
OG0001346	Praz.g_01179	Syar.g_02778
OG0001349	Praz.g_01060	Syar.g_02764
OG0001351	Praz.g_01874	Syar.g_01420
OG0001353	Praz.g_01480	Syar.g_01809
OG0001354	Praz.g_01340	Syar.g_02520
OG0001355	Praz.g_00914	Syar.g_01912
OG0001358	Praz.g_01710	Syar.g_02262
OG0001359	Praz.g_01425	Syar.g_03211
OG0001360	Praz.g_00110	Syar.g_01961
OG0001361	Praz.g_00738	Syar.g_01955
OG0001364	Praz.g_00235	Syar.g_00284
OG0001365	Praz.g_00155	Syar.g_00335
OG0001371	Praz.g_01651	Syar.g_03059
OG0001373	Praz.g_01436	Syar.g_00631
OG0001374	Praz.g_01428	Syar.g_00642
OG0001376	Praz.g_00076	Syar.g_02600, Syar.g_03203
OG0001377	Praz.g_00077	Syar.g_03202, Syar.g_02599
OG0001378	Praz.g_00061	Syar.g_01174
OG0001379	Praz.g_01186	Syar.g_02772
OG0001382	Praz.g_00930	Syar.g_02834, Syar.g_03204
OG0001385	Praz.g_01439	Syar.g_00628
OG0001386	Praz.g_01438	Syar.g_00629
OG0001387	Praz.g_01437	Syar.g_00630
OG0001388	Praz.g_01434	Syar.g_00635
OG0001389	Praz.g_01433	Syar.g_00636
OG0001390	Praz.g_01432	Syar.g_00637
OG0001391	Praz.g_01431	Syar.g_00638
OG0001392	Praz.g_01430	Syar.g_00640
OG0001393	Praz.g_01429	Syar.g_00641
OG0001395	Praz.g_01289	Syar.g_01561
OG0001402	Praz.g_01553	Syar.g_02252
OG0001403	Praz.g_00395	Syar.g_00504
OG0001406	Praz.g_00075	Syar.g_02601
OG0001408	Praz.g_00093	Syar.g_02042
OG0001411	Praz.g_01094	Syar.g_02761, Syar.g_02360
OG0001413	Praz.g_00956	Syar.g_02063
OG0001415	Praz.g_00591	Syar.g_01553
OG0001416	Praz.g_01869	Syar.g_00433
OG0001417	Praz.g_01859	Syar.g_01885
OG0001418	Praz.g_01646	Syar.g_01546
OG0001420	Praz.g_00052	Syar.g_02680
OG0001428	Praz.g_00532	Syar.g_00108
OG0001429	Praz.g_01522	Syar.g_02582
OG0001430	Praz.g_01211	Syar.g_03306
OG0001432	Praz.g_00958	Syar.g_02064, Syar.g_02123
OG0001433	Praz.g_01549	Syar.g_00173
OG0001434	Praz.g_01389	Syar.g_02613
OG0001437	Praz.g_00590	Syar.g_01554
OG0001439	Praz.g_00664	Syar.g_00824
OG0001441	Praz.g_01807	Syar.g_02691
OG0001442	Praz.g_01577	Syar.g_02622
OG0001447	Praz.g_00486	Syar.g_00052
OG0001449	Praz.g_00772	Syar.g_01897
OG0001450	Praz.g_01643	Syar.g_00880
OG0001452	Praz.g_01421	Syar.g_00167
OG0001453	Praz.g_01328	Syar.g_02498
OG0001454	Praz.g_00103	Syar.g_02065, Syar.g_02122
OG0001456	Praz.g_00015	Syar.g_00643
OG0001457	Praz.g_00014	Syar.g_00644
OG0001458	Praz.g_00013	Syar.g_00645
OG0001459	Praz.g_01222	Syar.g_00418, Syar.g_02047
OG0001460	Praz.g_01550	Syar.g_00172
OG0001462	Praz.g_00399	Syar.g_00511
OG0001467	Praz.g_01533	Syar.g_01745
OG0001471	Praz.g_00955	Syar.g_00830
OG0001474	Praz.g_00342	Syar.g_01125
OG0001475	Praz.g_01105	Syar.g_02370
OG0001479	Praz.g_01934	Syar.g_01122
OG0001480	Praz.g_00806	Syar.g_02013
OG0001482	Praz.g_01871	Syar.g_02511
OG0001486	Praz.g_00757	Syar.g_01537
OG0001492	Praz.g_00707	Syar.g_01717
OG0001493	Praz.g_00699	Syar.g_01725
OG0001502	Praz.g_01542	Syar.g_01840
OG0001504	Praz.g_01221	Syar.g_02046
OG0001505	Praz.g_01106	Syar.g_02696
OG0001507	Praz.g_00902	Syar.g_03257, Syar.g_01540
OG0001508	Praz.g_01117	Syar.g_02372
OG0001520	Praz.g_00780	Syar.g_02053
OG0001525	Praz.g_00939	Syar.g_01315
OG0001546	Praz.g_01804	Syar.g_03276, Syar.g_02688
OG0001547	Praz.g_01540	Syar.g_01855
OG0001549	Praz.g_01453	Syar.g_02838
OG0001554	Praz.g_00949	Syar.g_00327
OG0001555	Praz.g_00934	Syar.g_01689
OG0001565	Praz.g_01909	Syar.g_03069
OG0001567	Praz.g_01541	Syar.g_01847
OG0001568	Praz.g_01539	Syar.g_01866
OG0001570	Praz.g_00049	Syar.g_02858
OG0001587	Praz.g_00339	Syar.g_03010
OG0001613	Praz.g_00243	Syar.g_01093
OG0001627	Praz.g_01563	Syar.g_01215
OG0001661	Praz.g_01913	Syar.g_00911
OG0001712	Praz.g_01917	Syar.g_01846
OG0001726	Praz.g_01920	Syar.g_01863
OG0001745	Praz.g_00959	Syar.g_02010
OG0002349	Praz.g_00832	Syar.g_02990
OG0002495	Praz.g_01160	Syar.g_02068
OG0002699	Praz.g_01112	Syar.g_02732
OG0002733	Praz.g_01264	Syar.g_01291
