Orthogroup	Syan	Prbd
OG0001123	Syan.g_00359	Prbd.g_00316
OG0001124	Syan.g_00357	Prbd.g_00318
OG0001125	Syan.g_00355	Prbd.g_00319
OG0001126	Syan.g_00307	Prbd.g_00329
OG0001127	Syan.g_00306	Prbd.g_00330
OG0001128	Syan.g_00303	Prbd.g_00332
OG0001129	Syan.g_00301	Prbd.g_00333
OG0001130	Syan.g_00300	Prbd.g_00334
OG0001131	Syan.g_00079	Prbd.g_00370
OG0001132	Syan.g_00100	Prbd.g_00380
OG0001133	Syan.g_00006	Prbd.g_00414
OG0001134	Syan.g_01146	Prbd.g_00427
OG0001135	Syan.g_02542, Syan.g_01150	Prbd.g_00430
OG0001136	Syan.g_02699	Prbd.g_00465
OG0001137	Syan.g_02670	Prbd.g_00476
OG0001138	Syan.g_02638	Prbd.g_00494
OG0001139	Syan.g_02636	Prbd.g_00495
OG0001140	Syan.g_02635	Prbd.g_00496
OG0001141	Syan.g_02625	Prbd.g_00497
OG0001142	Syan.g_02624	Prbd.g_00498
OG0001143	Syan.g_02616	Prbd.g_00505
OG0001144	Syan.g_02596	Prbd.g_00510
OG0001145	Syan.g_01200	Prbd.g_01809
OG0001146	Syan.g_01219	Prbd.g_01797
OG0001147	Syan.g_02842	Prbd.g_01778
OG0001148	Syan.g_02775	Prbd.g_01762
OG0001149	Syan.g_02776	Prbd.g_01761
OG0001150	Syan.g_02777	Prbd.g_01760
OG0001151	Syan.g_02884	Prbd.g_01749
OG0001152	Syan.g_02885	Prbd.g_01748
OG0001153	Syan.g_02828	Prbd.g_01657
OG0001154	Syan.g_02829	Prbd.g_01656
OG0001156	Syan.g_02404	Prbd.g_01641
OG0001157	Syan.g_02403	Prbd.g_01640
OG0001158	Syan.g_02402	Prbd.g_01639
OG0001159	Syan.g_02401	Prbd.g_01638
OG0001160	Syan.g_01377	Prbd.g_01613
OG0001161	Syan.g_01594	Prbd.g_01600
OG0001162	Syan.g_02943	Prbd.g_01589
OG0001163	Syan.g_01385	Prbd.g_01533
OG0001164	Syan.g_01392	Prbd.g_01529
OG0001165	Syan.g_01397	Prbd.g_01526
OG0001166	Syan.g_01430	Prbd.g_01506
OG0001167	Syan.g_00992	Prbd.g_01489
OG0001168	Syan.g_01456	Prbd.g_01487
OG0001169	Syan.g_01458	Prbd.g_01485
OG0001170	Syan.g_01460	Prbd.g_01483
OG0001171	Syan.g_01470	Prbd.g_01473
OG0001172	Syan.g_02110	Prbd.g_01460
OG0001173	Syan.g_02111	Prbd.g_01459
OG0001174	Syan.g_02119	Prbd.g_01451
OG0001175	Syan.g_02120	Prbd.g_01450
OG0001176	Syan.g_02253	Prbd.g_01443
OG0001177	Syan.g_02256	Prbd.g_01440
OG0001179	Syan.g_02218	Prbd.g_01407
OG0001180	Syan.g_02191	Prbd.g_01385
OG0001181	Syan.g_02187	Prbd.g_01381
OG0001182	Syan.g_02179	Prbd.g_01374
OG0001183	Syan.g_02166	Prbd.g_01370
OG0001184	Syan.g_01929	Prbd.g_01354
OG0001185	Syan.g_01902	Prbd.g_01340
OG0001186	Syan.g_01864	Prbd.g_01316
OG0001187	Syan.g_01811	Prbd.g_01311
OG0001188	Syan.g_01806	Prbd.g_01309
OG0001189	Syan.g_01723	Prbd.g_01292
OG0001190	Syan.g_01565	Prbd.g_01288
OG0001191	Syan.g_01578	Prbd.g_01278
OG0001192	Syan.g_01585	Prbd.g_01274
OG0001193	Syan.g_01626	Prbd.g_01264
OG0001194	Syan.g_01627	Prbd.g_01263
OG0001195	Syan.g_01628	Prbd.g_01262
OG0001196	Syan.g_01693	Prbd.g_01249
OG0001197	Syan.g_01695	Prbd.g_01248
OG0001198	Syan.g_01793	Prbd.g_01240
OG0001199	Syan.g_02913	Prbd.g_01170
OG0001200	Syan.g_02915	Prbd.g_01168
OG0001201	Syan.g_02975	Prbd.g_01136
OG0001202	Syan.g_03084	Prbd.g_01041
OG0001203	Syan.g_02426	Prbd.g_01001
OG0001204	Syan.g_02097	Prbd.g_00996
OG0001205	Syan.g_01337	Prbd.g_00797
OG0001206	Syan.g_02880	Prbd.g_00780
OG0001207	Syan.g_02772	Prbd.g_00765
OG0001208	Syan.g_02762	Prbd.g_00760
OG0001209	Syan.g_01163	Prbd.g_00707
OG0001210	Syan.g_00830	Prbd.g_00702
OG0001211	Syan.g_00852	Prbd.g_00692
OG0001212	Syan.g_01002	Prbd.g_00648
OG0001213	Syan.g_01141	Prbd.g_00615
OG0001214	Syan.g_00814	Prbd.g_00607
OG0001215	Syan.g_00539	Prbd.g_00554
OG0001216	Syan.g_00319	Prbd.g_00009
OG0001217	Syan.g_00617	Prbd.g_00049
OG0001218	Syan.g_02837	Prbd.g_00056
OG0001219	Syan.g_00477	Prbd.g_00091
OG0001220	Syan.g_00203	Prbd.g_00154
OG0001221	Syan.g_01446	Prbd.g_00217
OG0001222	Syan.g_00552	Prbd.g_00256
OG0001223	Syan.g_00599	Prbd.g_00282
OG0001224	Syan.g_00294	Prbd.g_00336
OG0001225	Syan.g_00292	Prbd.g_00338
OG0001226	Syan.g_02922	Prbd.g_00364
OG0001227	Syan.g_00940	Prbd.g_00383
OG0001228	Syan.g_01938	Prbd.g_00513
OG0001229	Syan.g_02631	Prbd.g_01766
OG0001230	Syan.g_01288	Prbd.g_01697
OG0001231	Syan.g_01764	Prbd.g_01591
OG0001232	Syan.g_01439	Prbd.g_01502
OG0001233	Syan.g_01461	Prbd.g_01482
OG0001234	Syan.g_01995	Prbd.g_01448
OG0001235	Syan.g_02130	Prbd.g_01438
OG0001236	Syan.g_01933	Prbd.g_01357
OG0001237	Syan.g_01928	Prbd.g_01353
OG0001239	Syan.g_02910	Prbd.g_01173
OG0001240	Syan.g_02963	Prbd.g_01151
OG0001242	Syan.g_02297	Prbd.g_01124
OG0001243	Syan.g_02289	Prbd.g_01118
OG0001244	Syan.g_03004	Prbd.g_01101
OG0001245	Syan.g_00179	Prbd.g_00858
OG0001246	Syan.g_02734	Prbd.g_00738
OG0001247	Syan.g_00199	Prbd.g_00561
OG0001249	Syan.g_02150	Prbd.g_00080
OG0001250	Syan.g_00382	Prbd.g_00143
OG0001251	Syan.g_00490	Prbd.g_00191
OG0001252	Syan.g_00304	Prbd.g_00331
OG0001253	Syan.g_00099	Prbd.g_00384
OG0001254	Syan.g_01148	Prbd.g_00429
OG0001256	Syan.g_01384	Prbd.g_01598
OG0001257	Syan.g_00925, Syan.g_00217	Prbd.g_01592
OG0001258	Syan.g_01395	Prbd.g_01528
OG0001259	Syan.g_01459	Prbd.g_01484
OG0001260	Syan.g_01478	Prbd.g_01467
OG0001261	Syan.g_02209	Prbd.g_01399
OG0001262	Syan.g_01721	Prbd.g_01294
OG0001263	Syan.g_02286	Prbd.g_01115
OG0001265	Syan.g_02299	Prbd.g_01125
OG0001266	Syan.g_03088	Prbd.g_01037
OG0001267	Syan.g_02023	Prbd.g_00959
OG0001268	Syan.g_02138	Prbd.g_00900
OG0001270	Syan.g_02393	Prbd.g_00808
OG0001271	Syan.g_02849	Prbd.g_00770
OG0001272	Syan.g_02758	Prbd.g_00756
OG0001274	Syan.g_01528	Prbd.g_00541
OG0001275	Syan.g_00628	Prbd.g_00292
OG0001276	Syan.g_00360	Prbd.g_00315
OG0001277	Syan.g_00007	Prbd.g_00372
OG0001278	Syan.g_02585	Prbd.g_00518
OG0001279	Syan.g_01306	Prbd.g_01893
OG0001281	Syan.g_01220	Prbd.g_01796
OG0001282	Syan.g_02774	Prbd.g_01763
OG0001283	Syan.g_01687	Prbd.g_01744
OG0001284	Syan.g_01369	Prbd.g_01618, Prbd.g_01619
OG0001285	Syan.g_00977	Prbd.g_01499
OG0001286	Syan.g_02193	Prbd.g_01387
OG0001287	Syan.g_01894	Prbd.g_01333
OG0001289	Syan.g_02942	Prbd.g_01157
OG0001291	Syan.g_02273	Prbd.g_01108
OG0001292	Syan.g_02091	Prbd.g_00991
OG0001293	Syan.g_02051	Prbd.g_00978
OG0001294	Syan.g_00758	Prbd.g_00860
OG0001295	Syan.g_00836	Prbd.g_00775
OG0001296	Syan.g_02728	Prbd.g_00733
OG0001297	Syan.g_02724	Prbd.g_00728
OG0001298	Syan.g_00944	Prbd.g_00666
OG0001299	Syan.g_00764	Prbd.g_00578
OG0001303	Syan.g_00479	Prbd.g_00296
OG0001304	Syan.g_00345	Prbd.g_00325
OG0001305	Syan.g_00191	Prbd.g_00344
OG0001306	Syan.g_02714	Prbd.g_00454
OG0001308	Syan.g_01248	Prbd.g_01679
OG0001309	Syan.g_01196	Prbd.g_01594
OG0001310	Syan.g_01422	Prbd.g_01513
OG0001311	Syan.g_00358	Prbd.g_00317
OG0001312	Syan.g_00496	Prbd.g_00245
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbd.g_00039
OG0001315	Syan.g_02168	Prbd.g_01182
OG0001317	Syan.g_02422	Prbd.g_01005
OG0001318	Syan.g_02060	Prbd.g_00983
OG0001319	Syan.g_02034	Prbd.g_00967
OG0001323	Syan.g_01193	Prbd.g_00723
OG0001325	Syan.g_00323	Prbd.g_00012
OG0001326	Syan.g_01636	Prbd.g_00179
OG0001327	Syan.g_00753	Prbd.g_00356
OG0001328	Syan.g_02675	Prbd.g_00382
OG0001329	Syan.g_00838	Prbd.g_00421
OG0001331	Syan.g_02779	Prbd.g_01758
OG0001332	Syan.g_00412	Prbd.g_01646
OG0001333	Syan.g_01455	Prbd.g_01488
OG0001336	Syan.g_01688	Prbd.g_01252
OG0001341	Syan.g_00524	Prbd.g_00047
OG0001345	Syan.g_02655	Prbd.g_00487
OG0001346	Syan.g_01214	Prbd.g_01800
OG0001347	Syan.g_01852	Prbd.g_01815
OG0001349	Syan.g_01131	Prbd.g_01719
OG0001351	Syan.g_02804	Prbd.g_00788
OG0001353	Syan.g_00372	Prbd.g_00134
OG0001354	Syan.g_00585	Prbd.g_00274
OG0001356	Syan.g_00067, Syan.g_00246	Prbd.g_00830
OG0001358	Syan.g_00017	Prbd.g_00624
OG0001360	Syan.g_02653	Prbd.g_00385
OG0001361	Syan.g_02658	Prbd.g_00484
OG0001364	Syan.g_01950	Prbd.g_01364
OG0001365	Syan.g_01570	Prbd.g_01284
OG0001369	Syan.g_02962	Prbd.g_01152
OG0001371	Syan.g_02927, Syan.g_02928	Prbd.g_00565
OG0001373	Syan.g_01635	Prbd.g_00178
OG0001374	Syan.g_01644	Prbd.g_00186
OG0001376	Syan.g_00511	Prbd.g_00350
OG0001377	Syan.g_00510	Prbd.g_00351
OG0001378	Syan.g_02392	Prbd.g_00394
OG0001379	Syan.g_01206	Prbd.g_01807
OG0001380	Syan.g_00442	Prbd.g_01776
OG0001382	Syan.g_00680	Prbd.g_01578
OG0001385	Syan.g_01632	Prbd.g_00175
OG0001386	Syan.g_01633	Prbd.g_00176
OG0001387	Syan.g_01634	Prbd.g_00177
OG0001388	Syan.g_01637	Prbd.g_00180
OG0001389	Syan.g_01639	Prbd.g_00181
OG0001390	Syan.g_01640	Prbd.g_00182
OG0001391	Syan.g_01641	Prbd.g_00183
OG0001392	Syan.g_01642	Prbd.g_00184
OG0001393	Syan.g_01643	Prbd.g_00185
OG0001394	Syan.g_00722	Prbd.g_00221
OG0001395	Syan.g_00340	Prbd.g_00327
OG0001396	Syan.g_01851	Prbd.g_01814
OG0001398	Syan.g_02932	Prbd.g_01565
OG0001399	Syan.g_02175	Prbd.g_01446
OG0001400	Syan.g_02263	Prbd.g_00002
OG0001402	Syan.g_00011	Prbd.g_00063
OG0001403	Syan.g_01744	Prbd.g_01207
OG0001404	Syan.g_00343	Prbd.g_01176
OG0001406	Syan.g_00512	Prbd.g_00349
OG0001407	Syan.g_00455	Prbd.g_00362
OG0001408	Syan.g_00073	Prbd.g_00367
OG0001409	Syan.g_00284	Prbd.g_00475
OG0001413	Syan.g_00029	Prbd.g_01603
OG0001415	Syan.g_01004	Prbd.g_01008
OG0001416	Syan.g_00103	Prbd.g_00783
OG0001417	Syan.g_00583	Prbd.g_00773
OG0001418	Syan.g_02689	Prbd.g_00560
OG0001419	Syan.g_00454	Prbd.g_00363
OG0001420	Syan.g_01180	Prbd.g_00403
OG0001422	Syan.g_00645	Prbd.g_01572
OG0001423	Syan.g_01318	Prbd.g_00832
OG0001428	Syan.g_03039	Prbd.g_01068
OG0001429	Syan.g_00480	Prbd.g_00092
OG0001432	Syan.g_00092	Prbd.g_01605
OG0001433	Syan.g_00245	Prbd.g_00829
OG0001434	Syan.g_00717	Prbd.g_00225
OG0001435	Syan.g_00745	Prbd.g_00202
OG0001437	Syan.g_01005	Prbd.g_01009
OG0001438	Syan.g_02009	Prbd.g_00946
OG0001439	Syan.g_01986	Prbd.g_00932
OG0001441	Syan.g_01191	Prbd.g_00721
OG0001442	Syan.g_00709	Prbd.g_00037
OG0001447	Syan.g_02288	Prbd.g_01117
OG0001449	Syan.g_02058	Prbd.g_00841
OG0001452	Syan.g_02066	Prbd.g_00193
OG0001453	Syan.g_00608	Prbd.g_00286
OG0001454	Syan.g_00418	Prbd.g_00378
OG0001456	Syan.g_01646	Prbd.g_00445
OG0001457	Syan.g_01647	Prbd.g_00446
OG0001458	Syan.g_01648	Prbd.g_00447
OG0001459	Syan.g_02343	Prbd.g_01879
OG0001460	Syan.g_00244	Prbd.g_00828
OG0001461	Syan.g_00657	Prbd.g_00823
OG0001462	Syan.g_01737	Prbd.g_01203
OG0001467	Syan.g_00107	Prbd.g_00081
OG0001471	Syan.g_01991	Prbd.g_01602
OG0001473	Syan.g_00133	Prbd.g_01315
OG0001474	Syan.g_02137	Prbd.g_00899
OG0001479	Syan.g_02140	Prbd.g_00902
OG0001480	Syan.g_00072	Prbd.g_00870
OG0001486	Syan.g_02698	Prbd.g_00466
OG0001492	Syan.g_02588	Prbd.g_00515
OG0001493	Syan.g_02578	Prbd.g_00523
OG0001495	Syan.g_02257	Prbd.g_01441
OG0001502	Syan.g_00401	Prbd.g_00072
OG0001504	Syan.g_02344	Prbd.g_01878
OG0001507	Syan.g_02695	Prbd.g_01549
OG0001520	Syan.g_00943	Prbd.g_00846
OG0001522	Syan.g_00464	Prbd.g_00135
OG0001525	Syan.g_00831	Prbd.g_01586
OG0001546	Syan.g_01188	Prbd.g_00718
OG0001547	Syan.g_00462	Prbd.g_00074
OG0001549	Syan.g_00077	Prbd.g_00161
OG0001553	Syan.g_01282	Prbd.g_01692
OG0001554	Syan.g_00282	Prbd.g_01596
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Prbd.g_00825
OG0001566	Syan.g_01072	Prbd.g_00568
OG0001567	Syan.g_00461	Prbd.g_00073
OG0001568	Syan.g_00463	Prbd.g_00075
OG0001570	Syan.g_00636	Prbd.g_00405
OG0001584	Syan.g_00701	Prbd.g_00237
OG0001587	Syan.g_01482	Prbd.g_01465
OG0001625	Syan.g_02057	Prbd.g_00981
OG0001627	Syan.g_02410	Prbd.g_00053
OG0001635	Syan.g_01876	Prbd.g_01545
OG0001647	Syan.g_02032	Prbd.g_00966
OG0001666	Syan.g_02339	Prbd.g_01880
OG0001669	Syan.g_02176	Prbd.g_01711, Prbd.g_01712
OG0001695	Syan.g_01656	Prbd.g_01854
OG0001700	Syan.g_00938	Prbd.g_00827
OG0001740	Syan.g_01659	Prbd.g_01853
OG0001774	Syan.g_02509	Prbd.g_00567
OG0001919	Syan.g_00078	Prbd.g_00844
OG0001928	Syan.g_01312	Prbd.g_00814
OG0001990	Syan.g_01660	Prbd.g_00438
OG0002020	Syan.g_01671	Prbd.g_01852
OG0002021	Syan.g_01673	Prbd.g_01850
OG0002022	Syan.g_01674	Prbd.g_01849
OG0002023	Syan.g_01675	Prbd.g_01848
OG0002024	Syan.g_01667	Prbd.g_01844
OG0002029	Syan.g_02340	Prbd.g_01881
OG0002054	Syan.g_01668	Prbd.g_01843
OG0002055	Syan.g_01664	Prbd.g_01846
OG0002131	Syan.g_01672	Prbd.g_01851
OG0002132	Syan.g_01663	Prbd.g_01847
OG0002133	Syan.g_01665	Prbd.g_01845
OG0002178	Syan.g_01662	Prbd.g_01841
OG0002291	Syan.g_03057	Prbd.g_01899
OG0002375	Syan.g_01122	Prbd.g_01718
OG0002399	Syan.g_01314	Prbd.g_00818
OG0002416	Syan.g_00137	Prbd.g_00529
OG0002592	Syan.g_01541	Prbd.g_01819
OG0002723	Syan.g_01129	Prbd.g_01717
OG0003498	Syan.g_02574	Prbd.g_01314
