Orthogroup	Syan	Prap
OG0001163	Syan.g_01385	Prap.g_01788
OG0001164	Syan.g_01392	Prap.g_01784
OG0001165	Syan.g_01397	Prap.g_01781
OG0001166	Syan.g_01430	Prap.g_01760
OG0001167	Syan.g_00992	Prap.g_01742
OG0001168	Syan.g_01456	Prap.g_01740
OG0001169	Syan.g_01458	Prap.g_01738
OG0001170	Syan.g_01460	Prap.g_01736
OG0001171	Syan.g_01470	Prap.g_01726
OG0001172	Syan.g_02110	Prap.g_01710
OG0001173	Syan.g_02111	Prap.g_01709
OG0001174	Syan.g_02119	Prap.g_01701
OG0001175	Syan.g_02120	Prap.g_01700
OG0001176	Syan.g_02253	Prap.g_01692
OG0001177	Syan.g_02256	Prap.g_01690
OG0001179	Syan.g_02218	Prap.g_01660
OG0001180	Syan.g_02191	Prap.g_01636
OG0001181	Syan.g_02187	Prap.g_01632
OG0001182	Syan.g_02179	Prap.g_01624
OG0001183	Syan.g_02166	Prap.g_01619
OG0001184	Syan.g_01929	Prap.g_01601
OG0001185	Syan.g_01902	Prap.g_01585
OG0001186	Syan.g_01864	Prap.g_01561
OG0001187	Syan.g_01811	Prap.g_01558
OG0001188	Syan.g_01806	Prap.g_01556
OG0001189	Syan.g_01723	Prap.g_01540
OG0001190	Syan.g_01565	Prap.g_01535
OG0001191	Syan.g_01578	Prap.g_01525
OG0001192	Syan.g_01585	Prap.g_01520
OG0001193	Syan.g_01626	Prap.g_01508
OG0001194	Syan.g_01627	Prap.g_01507
OG0001195	Syan.g_01628	Prap.g_01506
OG0001196	Syan.g_01693	Prap.g_01490
OG0001197	Syan.g_01695	Prap.g_01488
OG0001198	Syan.g_01793	Prap.g_01868
OG0001199	Syan.g_02913	Prap.g_00876
OG0001201	Syan.g_02975	Prap.g_01068
OG0001202	Syan.g_03084	Prap.g_00970
OG0001203	Syan.g_02426	Prap.g_01474
OG0001204	Syan.g_02097	Prap.g_01468
OG0001205	Syan.g_01337	Prap.g_01321
OG0001206	Syan.g_02880	Prap.g_01301
OG0001207	Syan.g_02772	Prap.g_01290
OG0001208	Syan.g_02762	Prap.g_01285
OG0001209	Syan.g_01163	Prap.g_01234
OG0001210	Syan.g_00830	Prap.g_01229
OG0001211	Syan.g_00852	Prap.g_01219
OG0001212	Syan.g_01002	Prap.g_01172
OG0001213	Syan.g_01141	Prap.g_01137
OG0001214	Syan.g_00814	Prap.g_00390
OG0001215	Syan.g_00539	Prap.g_00810
OG0001216	Syan.g_00319	Prap.g_00789
OG0001217	Syan.g_00617	Prap.g_00036
OG0001218	Syan.g_02837	Prap.g_00519
OG0001219	Syan.g_00477	Prap.g_00685
OG0001220	Syan.g_00203	Prap.g_00727
OG0001221	Syan.g_01446	Prap.g_00847
OG0001222	Syan.g_00552	Prap.g_00307
OG0001223	Syan.g_00599	Prap.g_00275
OG0001224	Syan.g_00294	Prap.g_00704
OG0001225	Syan.g_00292	Prap.g_00706
OG0001226	Syan.g_02922	Prap.g_01129
OG0001227	Syan.g_00940	Prap.g_00504
OG0001228	Syan.g_01938	Prap.g_00406
OG0001229	Syan.g_02631	Prap.g_00518
OG0001230	Syan.g_01288	Prap.g_00114
OG0001231	Syan.g_01764	Prap.g_01344
OG0001233	Syan.g_01461	Prap.g_01735
OG0001234	Syan.g_01995	Prap.g_01698
OG0001235	Syan.g_02130	Prap.g_01694
OG0001236	Syan.g_01933	Prap.g_01604
OG0001237	Syan.g_01928	Prap.g_01600
OG0001239	Syan.g_02910	Prap.g_00879
OG0001240	Syan.g_02963	Prap.g_01085
OG0001242	Syan.g_02297	Prap.g_01055
OG0001243	Syan.g_02289	Prap.g_01048
OG0001244	Syan.g_03004	Prap.g_01033
OG0001245	Syan.g_00179	Prap.g_00495
OG0001247	Syan.g_00199	Prap.g_00817
OG0001249	Syan.g_02150	Prap.g_01375
OG0001250	Syan.g_00382	Prap.g_00740
OG0001251	Syan.g_00490	Prap.g_00659
OG0001252	Syan.g_00304	Prap.g_00699
OG0001253	Syan.g_00099	Prap.g_01126
OG0001254	Syan.g_01148	Prap.g_01881
OG0001256	Syan.g_01384	Prap.g_00210
OG0001258	Syan.g_01395	Prap.g_01783
OG0001259	Syan.g_01459	Prap.g_01737
OG0001260	Syan.g_01478	Prap.g_01720
OG0001261	Syan.g_02209	Prap.g_01652
OG0001263	Syan.g_02286	Prap.g_01046
OG0001265	Syan.g_02299	Prap.g_01056
OG0001266	Syan.g_03088	Prap.g_00966
OG0001267	Syan.g_02023	Prap.g_01430
OG0001268	Syan.g_02138	Prap.g_01367
OG0001270	Syan.g_02393	Prap.g_01332
OG0001271	Syan.g_02849	Prap.g_01295
OG0001272	Syan.g_02758	Prap.g_01281
OG0001274	Syan.g_01528	Prap.g_00942
OG0001275	Syan.g_00628	Prap.g_00285
OG0001276	Syan.g_00360	Prap.g_00299
OG0001277	Syan.g_00007	Prap.g_01502
OG0001278	Syan.g_02585	Prap.g_00402
OG0001279	Syan.g_01306	Prap.g_00610
OG0001281	Syan.g_01220	Prap.g_00566
OG0001282	Syan.g_02774	Prap.g_00060
OG0001283	Syan.g_01687	Prap.g_01493
OG0001284	Syan.g_01369	Prap.g_00196
OG0001285	Syan.g_00977	Prap.g_01752
OG0001286	Syan.g_02193	Prap.g_01638
OG0001287	Syan.g_01894	Prap.g_01578
OG0001289	Syan.g_02942	Prap.g_01091
OG0001291	Syan.g_02273	Prap.g_01038
OG0001292	Syan.g_02091	Prap.g_01463
OG0001293	Syan.g_02051	Prap.g_01450
OG0001295	Syan.g_00836	Prap.g_01919
OG0001296	Syan.g_02728	Prap.g_01258
OG0001297	Syan.g_02724	Prap.g_01253
OG0001298	Syan.g_00944	Prap.g_01192
OG0001299	Syan.g_00764	Prap.g_00359
OG0001303	Syan.g_00479	Prap.g_01817
OG0001304	Syan.g_00345	Prap.g_00312
OG0001305	Syan.g_00191	Prap.g_00712
OG0001306	Syan.g_02714	Prap.g_00471
OG0001308	Syan.g_01248	Prap.g_00131
OG0001309	Syan.g_01196	Prap.g_00238
OG0001310	Syan.g_01422	Prap.g_01766
OG0001311	Syan.g_00358	Prap.g_00301
OG0001312	Syan.g_00496	Prap.g_00676
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prap.g_00644
OG0001315	Syan.g_02168	Prap.g_00509
OG0001317	Syan.g_02422	Prap.g_01478
OG0001318	Syan.g_02060	Prap.g_01454
OG0001319	Syan.g_02034	Prap.g_01437
OG0001323	Syan.g_01193	Prap.g_01248
OG0001325	Syan.g_00323	Prap.g_00342
OG0001327	Syan.g_00753	Prap.g_00870
OG0001328	Syan.g_02675	Prap.g_00542
OG0001329	Syan.g_00838	Prap.g_01820
OG0001330	Syan.g_01202	Prap.g_00227
OG0001331	Syan.g_02779	Prap.g_00065
OG0001332	Syan.g_00412	Prap.g_00167
OG0001333	Syan.g_01455	Prap.g_01741
OG0001337	Syan.g_02151	Prap.g_01380
OG0001341	Syan.g_00524	Prap.g_00511
OG0001345	Syan.g_02655	Prap.g_00436
OG0001346	Syan.g_01214	Prap.g_00562
OG0001351	Syan.g_02804	Prap.g_01309
OG0001353	Syan.g_00372	Prap.g_00750
OG0001354	Syan.g_00585	Prap.g_00267
OG0001356	Syan.g_00067, Syan.g_00246	Prap.g_01791
OG0001357	Syan.g_02332, Syan.g_02543, Syan.g_01250	Prap.g_00535
OG0001364	Syan.g_01950	Prap.g_01613
OG0001365	Syan.g_01570	Prap.g_01531
OG0001368	Syan.g_02098	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001369	Syan.g_02962	Prap.g_01086
OG0001371	Syan.g_02927, Syan.g_02928	Prap.g_00822
OG0001379	Syan.g_01206	Prap.g_00555
OG0001380	Syan.g_00442	Prap.g_00521
OG0001382	Syan.g_00680	Prap.g_00524
OG0001394	Syan.g_00722	Prap.g_00843
OG0001398	Syan.g_02932	Prap.g_01896
OG0001401	Syan.g_00376	Prap.g_00745
OG0001402	Syan.g_00011	Prap.g_01143
OG0001403	Syan.g_01744	Prap.g_00924
OG0001404	Syan.g_00343	Prap.g_00882
OG0001407	Syan.g_00455	Prap.g_00528
OG0001409	Syan.g_00284	Prap.g_00448
OG0001411	Syan.g_01125	Prap.g_00889
OG0001415	Syan.g_01004	Prap.g_01481
OG0001418	Syan.g_02689	Prap.g_00816
OG0001419	Syan.g_00454	Prap.g_00527
OG0001422	Syan.g_00645	Prap.g_00531
OG0001423	Syan.g_01318	Prap.g_00633
OG0001425	Syan.g_01584	Prap.g_01521
OG0001428	Syan.g_03039	Prap.g_00998
OG0001429	Syan.g_00480	Prap.g_00684
OG0001433	Syan.g_00245	Prap.g_01792
OG0001434	Syan.g_00717	Prap.g_00838
OG0001435	Syan.g_00745	Prap.g_00862
OG0001437	Syan.g_01005	Prap.g_01482
OG0001443	Syan.g_01590	Prap.g_00517
OG0001460	Syan.g_00244	Prap.g_01793
OG0001461	Syan.g_00657	Prap.g_00898
OG0001467	Syan.g_00107	Prap.g_01947
OG0001476	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283	Prap.g_00449
OG0001486	Syan.g_02698	Prap.g_00458
OG0001487	Syan.g_02836	Prap.g_00161
OG0001488	Syan.g_02666	Prap.g_00443
OG0001489	Syan.g_02182	Prap.g_01627
OG0001496	Syan.g_01154	Prap.g_00589
OG0001497	Syan.g_01155	Prap.g_00588
OG0001498	Syan.g_02317	Prap.g_01348
OG0001510	Syan.g_01890	Prap.g_01574
OG0001511	Syan.g_02983	Prap.g_01064
OG0001512	Syan.g_02428	Prap.g_00513
OG0001515	Syan.g_00505	Prap.g_00808
OG0001516	Syan.g_00172, Syan.g_00767	Prap.g_00362
OG0001517	Syan.g_02143	Prap.g_01371
OG0001518	Syan.g_01582	Prap.g_01522
OG0001519	Syan.g_01592	Prap.g_01517
OG0001522	Syan.g_00464	Prap.g_00749
OG0001525	Syan.g_00831	Prap.g_01814
OG0001527	Syan.g_00867	Prap.g_01206
OG0001529	Syan.g_01730	Prap.g_00914
OG0001530	Syan.g_02981	Prap.g_01065
OG0001531	Syan.g_01511, Syan.g_02436	Prap.g_01473
OG0001532	Syan.g_02637	Prap.g_00425
OG0001534	Syan.g_00344	Prap.g_00313
OG0001535	Syan.g_00362	Prap.g_00297
OG0001536	Syan.g_00560	Prap.g_00253
OG0001537	Syan.g_00729	Prap.g_00846
OG0001538	Syan.g_00685	Prap.g_00778
OG0001539	Syan.g_00750	Prap.g_00868
OG0001540	Syan.g_02284	Prap.g_01044
OG0001541	Syan.g_03048	Prap.g_00990
OG0001542	Syan.g_03059	Prap.g_00984
OG0001543	Syan.g_03110	Prap.g_00547
OG0001544	Syan.g_01591	Prap.g_01518
OG0001545	Syan.g_01661	Prap.g_01503
OG0001549	Syan.g_00077	Prap.g_00718
OG0001557	Syan.g_00721	Prap.g_00842
OG0001559	Syan.g_02980	Prap.g_01066
OG0001560	Syan.g_02969	Prap.g_01077
OG0001561	Syan.g_00356	Prap.g_00303
OG0001562	Syan.g_00650	Prap.g_00290
OG0001563	Syan.g_02200	Prap.g_01643
OG0001564	Syan.g_00082	Prap.g_00895
OG0001566	Syan.g_01072	Prap.g_00825
OG0001574	Syan.g_00865	Prap.g_01208
OG0001575	Syan.g_00870	Prap.g_01203
OG0001576	Syan.g_01242	Prap.g_00575
OG0001577	Syan.g_02701	Prap.g_00461
OG0001580	Syan.g_01551	Prap.g_00907
OG0001584	Syan.g_00701	Prap.g_00349
OG0001587	Syan.g_01482	Prap.g_01718
OG0001588	Syan.g_02262	Prap.g_01341
OG0001589	Syan.g_01463	Prap.g_01733
OG0001591	Syan.g_00756	Prap.g_00829
OG0001592	Syan.g_01552	Prap.g_00908
OG0001614	Syan.g_01905	Prap.g_01586
OG0001616	Syan.g_02649	Prap.g_00433
OG0001617	Syan.g_01033	Prap.g_00804
OG0001619	Syan.g_00549	Prap.g_00246
OG0001620	Syan.g_02131	Prap.g_01363
OG0001621	Syan.g_02064	Prap.g_01458
OG0001622	Syan.g_01686	Prap.g_01494
OG0001636	Syan.g_01738	Prap.g_00920
OG0001638	Syan.g_01418	Prap.g_01768
OG0001639	Syan.g_02407	Prap.g_00170
OG0001640	Syan.g_00309	Prap.g_00696
OG0001641	Syan.g_00606	Prap.g_00278
OG0001642	Syan.g_02603	Prap.g_00729
OG0001643	Syan.g_00811	Prap.g_00387
OG0001644	Syan.g_00336	Prap.g_00332
OG0001654	Syan.g_02409	Prap.g_00168
OG0001657	Syan.g_03019	Prap.g_01015
OG0001658	Syan.g_01564	Prap.g_00912
OG0001659	Syan.g_02642	Prap.g_01916
OG0001669	Syan.g_02176	Prap.g_00579, Prap.g_01837
OG0001678	Syan.g_02109	Prap.g_01711
OG0001679	Syan.g_02307	Prap.g_01376
OG0001691	Syan.g_01609	Prap.g_00694
OG0001693	Syan.g_00196	Prap.g_01835
OG0001717	Syan.g_03034	Prap.g_00594
OG0001733	Syan.g_00275	Prap.g_01795
OG0001747	Syan.g_01930, Syan.g_02260	Prap.g_01340
OG0001769	Syan.g_00794	Prap.g_00508
OG0001771	Syan.g_01176	Prap.g_01852
OG0001807	Syan.g_01955	Prap.g_00896
OG0001917	Syan.g_00361	Prap.g_00298
OG0001955	Syan.g_00517	Prap.g_01908
OG0001977	Syan.g_01621	Prap.g_01512
OG0001996	Syan.g_01746	Prap.g_00926
OG0002003	Syan.g_00010	Prap.g_00028
OG0002019	Syan.g_01903	Prap.g_01913
OG0002052	Syan.g_00061	Prap.g_00308
OG0002122	Syan.g_00009	Prap.g_00027
OG0002246	Syan.g_00912, Syan.g_02323	Prap.g_01831
OG0002379	Syan.g_00214	Prap.g_01832
OG0002389	Syan.g_02178	Prap.g_01623
OG0002703	Syan.g_01827	Prap.g_00005
OG0002835	Syan.g_00515	Prap.g_01828
OG0003084	Syan.g_01490	Prap.g_01789
