Orthogroup	Syan	Prbc
OG0001111	Syan.g_00577	Prbc.g_02042
OG0001112	Syan.g_00579	Prbc.g_02043
OG0001113	Syan.g_00580	Prbc.g_02044
OG0001114	Syan.g_00581	Prbc.g_02045
OG0001115	Syan.g_00586	Prbc.g_02047
OG0001116	Syan.g_00588	Prbc.g_02048
OG0001117	Syan.g_00589	Prbc.g_02049
OG0001118	Syan.g_00590	Prbc.g_02050
OG0001119	Syan.g_00592	Prbc.g_02051
OG0001120	Syan.g_00597	Prbc.g_02052
OG0001122	Syan.g_00366	Prbc.g_02081
OG0001123	Syan.g_00359	Prbc.g_02086
OG0001124	Syan.g_00357	Prbc.g_02088
OG0001125	Syan.g_00355	Prbc.g_02090
OG0001126	Syan.g_00307	Prbc.g_02101
OG0001127	Syan.g_00306	Prbc.g_02102
OG0001128	Syan.g_00303	Prbc.g_02105
OG0001129	Syan.g_00301	Prbc.g_02106
OG0001130	Syan.g_00300	Prbc.g_02107
OG0001131	Syan.g_00079	Prbc.g_01941
OG0001132	Syan.g_00100	Prbc.g_02152
OG0001133	Syan.g_00006	Prbc.g_02128
OG0001134	Syan.g_01146	Prbc.g_00896
OG0001135	Syan.g_02542, Syan.g_01150	Prbc.g_00899
OG0001136	Syan.g_02699	Prbc.g_01449
OG0001137	Syan.g_02670	Prbc.g_01436
OG0001138	Syan.g_02638	Prbc.g_01416
OG0001139	Syan.g_02636	Prbc.g_01414
OG0001140	Syan.g_02635	Prbc.g_01413
OG0001141	Syan.g_02625	Prbc.g_01412
OG0001142	Syan.g_02624	Prbc.g_01411
OG0001143	Syan.g_02616	Prbc.g_01404
OG0001144	Syan.g_02596	Prbc.g_01399
OG0001145	Syan.g_01200	Prbc.g_00558
OG0001146	Syan.g_01219	Prbc.g_00570
OG0001147	Syan.g_02842	Prbc.g_00589
OG0001148	Syan.g_02775	Prbc.g_00659
OG0001149	Syan.g_02776	Prbc.g_00660
OG0001150	Syan.g_02777	Prbc.g_00661
OG0001151	Syan.g_02884	Prbc.g_00672
OG0001152	Syan.g_02885	Prbc.g_00673
OG0001153	Syan.g_02828	Prbc.g_00739
OG0001154	Syan.g_02829	Prbc.g_00740
OG0001156	Syan.g_02404	Prbc.g_00759
OG0001157	Syan.g_02403	Prbc.g_00760
OG0001158	Syan.g_02402	Prbc.g_00761
OG0001159	Syan.g_02401	Prbc.g_00762
OG0001160	Syan.g_01377	Prbc.g_00787
OG0001161	Syan.g_01594	Prbc.g_01485
OG0001162	Syan.g_02943	Prbc.g_00799
OG0001163	Syan.g_01385	Prbc.g_00825
OG0001164	Syan.g_01392	Prbc.g_00829
OG0001165	Syan.g_01397	Prbc.g_00831
OG0001166	Syan.g_01430	Prbc.g_00849
OG0001167	Syan.g_00992	Prbc.g_00867
OG0001168	Syan.g_01456	Prbc.g_00868
OG0001169	Syan.g_01458	Prbc.g_00870
OG0001170	Syan.g_01460	Prbc.g_00872
OG0001171	Syan.g_01470	Prbc.g_00882
OG0001172	Syan.g_02110	Prbc.g_00937
OG0001173	Syan.g_02111	Prbc.g_00938
OG0001174	Syan.g_02119	Prbc.g_00946
OG0001175	Syan.g_02120	Prbc.g_00947
OG0001176	Syan.g_02253	Prbc.g_00959
OG0001177	Syan.g_02256	Prbc.g_00957
OG0001179	Syan.g_02218	Prbc.g_00301
OG0001180	Syan.g_02191	Prbc.g_00278
OG0001181	Syan.g_02187	Prbc.g_00274
OG0001182	Syan.g_02179	Prbc.g_00266
OG0001183	Syan.g_02166	Prbc.g_00247
OG0001184	Syan.g_01929	Prbc.g_00231
OG0001185	Syan.g_01902	Prbc.g_00216
OG0001186	Syan.g_01864	Prbc.g_00189
OG0001187	Syan.g_01811	Prbc.g_00966
OG0001188	Syan.g_01806	Prbc.g_00968
OG0001189	Syan.g_01723	Prbc.g_00985
OG0001190	Syan.g_01565	Prbc.g_00990
OG0001191	Syan.g_01578	Prbc.g_01000
OG0001192	Syan.g_01585	Prbc.g_01005
OG0001193	Syan.g_01626	Prbc.g_01018
OG0001194	Syan.g_01627	Prbc.g_01019
OG0001195	Syan.g_01628	Prbc.g_01020
OG0001196	Syan.g_01693	Prbc.g_01054
OG0001197	Syan.g_01695	Prbc.g_01056
OG0001198	Syan.g_01793	Prbc.g_01066
OG0001199	Syan.g_02913	Prbc.g_00499
OG0001200	Syan.g_02915	Prbc.g_00497
OG0001201	Syan.g_02975	Prbc.g_00465
OG0001202	Syan.g_03084	Prbc.g_00372
OG0001203	Syan.g_02426	Prbc.g_00332
OG0001204	Syan.g_02097	Prbc.g_01141
OG0001205	Syan.g_01337	Prbc.g_01506
OG0001206	Syan.g_02880	Prbc.g_01525
OG0001207	Syan.g_02772	Prbc.g_01536
OG0001208	Syan.g_02762	Prbc.g_01542
OG0001209	Syan.g_01163	Prbc.g_01614
OG0001210	Syan.g_00830	Prbc.g_01619
OG0001211	Syan.g_00852	Prbc.g_01630
OG0001212	Syan.g_01002	Prbc.g_01672
OG0001213	Syan.g_01141	Prbc.g_01706
OG0001214	Syan.g_00814	Prbc.g_01714
OG0001215	Syan.g_00539	Prbc.g_01772
OG0001216	Syan.g_00319	Prbc.g_01789
OG0001217	Syan.g_00617	Prbc.g_00521
OG0001218	Syan.g_02837	Prbc.g_01829
OG0001219	Syan.g_00477	Prbc.g_02005
OG0001220	Syan.g_00203	Prbc.g_01913
OG0001221	Syan.g_01446	Prbc.g_01989
OG0001222	Syan.g_00552	Prbc.g_01936
OG0001223	Syan.g_00599	Prbc.g_02053
OG0001224	Syan.g_00294	Prbc.g_02109
OG0001225	Syan.g_00292	Prbc.g_02111
OG0001226	Syan.g_02922	Prbc.g_00930
OG0001227	Syan.g_00940	Prbc.g_02133
OG0001228	Syan.g_01938	Prbc.g_01396
OG0001229	Syan.g_02631	Prbc.g_00138
OG0001230	Syan.g_01288	Prbc.g_00700
OG0001231	Syan.g_01764	Prbc.g_01833
OG0001232	Syan.g_01439	Prbc.g_00853
OG0001233	Syan.g_01461	Prbc.g_00873
OG0001234	Syan.g_01995	Prbc.g_00949
OG0001235	Syan.g_02130	Prbc.g_00953
OG0001236	Syan.g_01933	Prbc.g_00234
OG0001237	Syan.g_01928	Prbc.g_00230
OG0001239	Syan.g_02910	Prbc.g_00502
OG0001240	Syan.g_02963	Prbc.g_00480
OG0001242	Syan.g_02297	Prbc.g_00452
OG0001243	Syan.g_02289	Prbc.g_00445
OG0001244	Syan.g_03004	Prbc.g_00429
OG0001245	Syan.g_00179	Prbc.g_01317
OG0001246	Syan.g_02734	Prbc.g_01584
OG0001247	Syan.g_00199	Prbc.g_01765
OG0001249	Syan.g_02150	Prbc.g_01230
OG0001251	Syan.g_00490	Prbc.g_00923
OG0001252	Syan.g_00304	Prbc.g_02104
OG0001253	Syan.g_00099	Prbc.g_00804
OG0001254	Syan.g_01148	Prbc.g_00898
OG0001256	Syan.g_01384	Prbc.g_00795
OG0001257	Syan.g_00925, Syan.g_00217	Prbc.g_00800
OG0001259	Syan.g_01459	Prbc.g_00871
OG0001260	Syan.g_01478	Prbc.g_00888
OG0001261	Syan.g_02209	Prbc.g_00293
OG0001262	Syan.g_01721	Prbc.g_00983
OG0001263	Syan.g_02286	Prbc.g_00442
OG0001277	Syan.g_00007	Prbc.g_01042
OG0001279	Syan.g_01306	Prbc.g_00133
OG0001282	Syan.g_02774	Prbc.g_00658
OG0001283	Syan.g_01687	Prbc.g_01050
OG0001284	Syan.g_01369	Prbc.g_00781
OG0001285	Syan.g_00977	Prbc.g_00856
OG0001286	Syan.g_02193	Prbc.g_00280
OG0001287	Syan.g_01894	Prbc.g_00209
OG0001289	Syan.g_02942	Prbc.g_00486
OG0001294	Syan.g_00758	Prbc.g_01483, Prbc.g_00646
OG0001295	Syan.g_00836	Prbc.g_01471
OG0001296	Syan.g_02728	Prbc.g_01589
OG0001297	Syan.g_02724	Prbc.g_01594
OG0001299	Syan.g_00764	Prbc.g_01744
OG0001303	Syan.g_00479	Prbc.g_00092
OG0001304	Syan.g_00345	Prbc.g_02095
OG0001305	Syan.g_00191	Prbc.g_01931
OG0001306	Syan.g_02714	Prbc.g_01461
OG0001308	Syan.g_01248	Prbc.g_00719
OG0001309	Syan.g_01196	Prbc.g_01598
OG0001310	Syan.g_01422	Prbc.g_00843
OG0001311	Syan.g_00358	Prbc.g_02087
OG0001312	Syan.g_00496	Prbc.g_02014
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbc.g_01137
OG0001315	Syan.g_02168	Prbc.g_00249
OG0001317	Syan.g_02422	Prbc.g_00336
OG0001318	Syan.g_02060	Prbc.g_01152
OG0001325	Syan.g_00323	Prbc.g_01792
OG0001326	Syan.g_01636	Prbc.g_00915
OG0001327	Syan.g_00753	Prbc.g_01966
OG0001328	Syan.g_02675	Prbc.g_01985
OG0001329	Syan.g_00838	Prbc.g_00803
OG0001330	Syan.g_01202	Prbc.g_00559
OG0001331	Syan.g_02779	Prbc.g_00663
OG0001332	Syan.g_00412	Prbc.g_00754
OG0001336	Syan.g_01688	Prbc.g_01051
OG0001337	Syan.g_02151	Prbc.g_01224
OG0001341	Syan.g_00524	Prbc.g_00539
OG0001345	Syan.g_02655	Prbc.g_01425
OG0001346	Syan.g_01214	Prbc.g_00567
OG0001347	Syan.g_01852	Prbc.g_00181
OG0001351	Syan.g_02804	Prbc.g_01515
OG0001354	Syan.g_00585	Prbc.g_02046
OG0001356	Syan.g_00067, Syan.g_00246	Prbc.g_00603
OG0001357	Syan.g_02332, Syan.g_02543, Syan.g_01250	Prbc.g_01294
OG0001358	Syan.g_00017	Prbc.g_01697
OG0001360	Syan.g_02653	Prbc.g_01423
OG0001365	Syan.g_01570	Prbc.g_00994
OG0001368	Syan.g_02098	Prbc.g_00149, Prbc.g_00130
OG0001369	Syan.g_02962	Prbc.g_00481
OG0001371	Syan.g_02927, Syan.g_02928	Prbc.g_01760
OG0001373	Syan.g_01635	Prbc.g_00914
OG0001374	Syan.g_01644	Prbc.g_00922
OG0001376	Syan.g_00511	Prbc.g_01943
OG0001377	Syan.g_00510	Prbc.g_01944
OG0001378	Syan.g_02392	Prbc.g_01495
OG0001380	Syan.g_00442	Prbc.g_01470
OG0001385	Syan.g_01632	Prbc.g_00911
OG0001386	Syan.g_01633	Prbc.g_00912
OG0001387	Syan.g_01634	Prbc.g_00913
OG0001388	Syan.g_01637	Prbc.g_00916
OG0001389	Syan.g_01639	Prbc.g_00917
OG0001390	Syan.g_01640	Prbc.g_00918
OG0001391	Syan.g_01641	Prbc.g_00919
OG0001392	Syan.g_01642	Prbc.g_00920
OG0001393	Syan.g_01643	Prbc.g_00921
OG0001394	Syan.g_00722	Prbc.g_01993
OG0001395	Syan.g_00340	Prbc.g_02098
OG0001396	Syan.g_01851	Prbc.g_00180
OG0001398	Syan.g_02932	Prbc.g_01806
OG0001401	Syan.g_00376	Prbc.g_01896
OG0001402	Syan.g_00011	Prbc.g_01701
OG0001403	Syan.g_01744	Prbc.g_01100
OG0001404	Syan.g_00343	Prbc.g_00505
OG0001406	Syan.g_00512	Prbc.g_01942
OG0001407	Syan.g_00455	Prbc.g_01947
OG0001408	Syan.g_00073	Prbc.g_02187
OG0001409	Syan.g_00284	Prbc.g_01437
OG0001413	Syan.g_00029	Prbc.g_01834
OG0001415	Syan.g_01004	Prbc.g_00340
OG0001417	Syan.g_00583	Prbc.g_01482
OG0001418	Syan.g_02689	Prbc.g_01766
OG0001419	Syan.g_00454	Prbc.g_01825
OG0001420	Syan.g_01180	Prbc.g_00119
OG0001422	Syan.g_00645	Prbc.g_02129
OG0001425	Syan.g_01584	Prbc.g_01004
OG0001429	Syan.g_00480	Prbc.g_02006
OG0001432	Syan.g_00092	Prbc.g_02076
OG0001433	Syan.g_00245	Prbc.g_00602
OG0001434	Syan.g_00717	Prbc.g_01998
OG0001435	Syan.g_00745	Prbc.g_01973
OG0001437	Syan.g_01005	Prbc.g_00341
OG0001439	Syan.g_01986	Prbc.g_01199
OG0001441	Syan.g_01191	Prbc.g_01601
OG0001442	Syan.g_00709	Prbc.g_00689
OG0001443	Syan.g_01590	Prbc.g_00905
OG0001447	Syan.g_02288	Prbc.g_00444
OG0001453	Syan.g_00608	Prbc.g_02056
OG0001454	Syan.g_00418	Prbc.g_01310
OG0001456	Syan.g_01646	Prbc.g_01489
OG0001457	Syan.g_01647	Prbc.g_01488
OG0001458	Syan.g_01648	Prbc.g_01487
OG0001460	Syan.g_00244	Prbc.g_00601
OG0001461	Syan.g_00657	Prbc.g_00014
OG0001467	Syan.g_00107	Prbc.g_00514
OG0001470	Syan.g_01815	Prbc.g_00187
OG0001471	Syan.g_01991	Prbc.g_01484
OG0001473	Syan.g_00133	Prbc.g_00642
OG0001474	Syan.g_02137	Prbc.g_01251
OG0001475	Syan.g_01833	Prbc.g_00185
OG0001476	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283	Prbc.g_01438
OG0001480	Syan.g_00072	Prbc.g_00151
OG0001486	Syan.g_02698	Prbc.g_01448
OG0001487	Syan.g_02836	Prbc.g_00747
OG0001488	Syan.g_02666	Prbc.g_01432
OG0001489	Syan.g_02182	Prbc.g_00269
OG0001495	Syan.g_02257	Prbc.g_00956
OG0001496	Syan.g_01154	Prbc.g_00008
OG0001497	Syan.g_01155	Prbc.g_00009
OG0001498	Syan.g_02317	Prbc.g_01269
OG0001507	Syan.g_02695	Prbc.g_00117
OG0001508	Syan.g_01814	Prbc.g_00188
OG0001510	Syan.g_01890	Prbc.g_00205
OG0001511	Syan.g_02983	Prbc.g_00461
OG0001512	Syan.g_02428	Prbc.g_00820
OG0001513	Syan.g_03078	Prbc.g_01112
OG0001515	Syan.g_00505	Prbc.g_01774
OG0001516	Syan.g_00172, Syan.g_00767	Prbc.g_01741
OG0001517	Syan.g_02143	Prbc.g_01247
OG0001518	Syan.g_01582	Prbc.g_01003
OG0001519	Syan.g_01592	Prbc.g_01008
OG0001522	Syan.g_00464	Prbc.g_01892
OG0001528	Syan.g_01818	Prbc.g_00186
OG0001529	Syan.g_01730	Prbc.g_01119
OG0001530	Syan.g_02981	Prbc.g_00462
OG0001531	Syan.g_01511, Syan.g_02436	Prbc.g_00331
OG0001532	Syan.g_02637	Prbc.g_01415
OG0001534	Syan.g_00344	Prbc.g_02096
OG0001535	Syan.g_00362	Prbc.g_02084
OG0001536	Syan.g_00560	Prbc.g_02032
OG0001537	Syan.g_00729	Prbc.g_01990
OG0001538	Syan.g_00685	Prbc.g_01863
OG0001539	Syan.g_00750	Prbc.g_01968
OG0001540	Syan.g_02284	Prbc.g_00440
OG0001541	Syan.g_03048	Prbc.g_00392
OG0001542	Syan.g_03059	Prbc.g_00386
OG0001543	Syan.g_03110	Prbc.g_01939
OG0001544	Syan.g_01591	Prbc.g_01007
OG0001545	Syan.g_01661	Prbc.g_01041
OG0001549	Syan.g_00077	Prbc.g_01922
OG0001553	Syan.g_01282	Prbc.g_00706
OG0001557	Syan.g_00721	Prbc.g_01994
OG0001559	Syan.g_02980	Prbc.g_00463
OG0001560	Syan.g_02969	Prbc.g_00473
OG0001561	Syan.g_00356	Prbc.g_02089
OG0001562	Syan.g_00650	Prbc.g_02078
OG0001563	Syan.g_02200	Prbc.g_00285
OG0001566	Syan.g_01072	Prbc.g_01756
OG0001570	Syan.g_00636	Prbc.g_00639
OG0001575	Syan.g_00870	Prbc.g_01645
OG0001576	Syan.g_01242	Prbc.g_00578
OG0001577	Syan.g_02701	Prbc.g_01451
OG0001578	Syan.g_01652	Prbc.g_00003
OG0001584	Syan.g_00701	Prbc.g_01848
OG0001589	Syan.g_01463	Prbc.g_00875
OG0001591	Syan.g_00756	Prbc.g_01751
OG0001623	Syan.g_02154, Syan.g_00212, Syan.g_02158	Prbc.g_01226
OG0001634	Syan.g_00761	Prbc.g_01747
OG0001635	Syan.g_01876	Prbc.g_01559
OG0001642	Syan.g_02603	Prbc.g_00597
OG0001644	Syan.g_00336	Prbc.g_01802
OG0001659	Syan.g_02642	Prbc.g_01419
OG0001673	Syan.g_02896	Prbc.g_00338
OG0001691	Syan.g_01609	Prbc.g_02099
OG0001692	Syan.g_01284	Prbc.g_00704
OG0001694	Syan.g_02021	Prbc.g_01174
OG0001695	Syan.g_01656	Prbc.g_01024
OG0001703	Syan.g_02770	Prbc.g_01537
OG0001715	Syan.g_00415	Prbc.g_00154
OG0001728	Syan.g_01799	Prbc.g_02201
OG0001738	Syan.g_01970	Prbc.g_01212
OG0001739	Syan.g_01654	Prbc.g_01023
OG0001740	Syan.g_01659	Prbc.g_01026
OG0001769	Syan.g_00794	Prbc.g_01372
OG0001774	Syan.g_02509	Prbc.g_01757
OG0001810	Syan.g_02265	Prbc.g_01783
OG0001816	Syan.g_00754	Prbc.g_01965
OG0001907	Syan.g_00148	Prbc.g_00430
OG0001915	Syan.g_01702	Prbc.g_01058
OG0001917	Syan.g_00361	Prbc.g_02085
OG0001954	Syan.g_00547	Prbc.g_00145
OG0001955	Syan.g_00517	Prbc.g_00547
OG0001974	Syan.g_00279	Prbc.g_00534
OG0001977	Syan.g_01621	Prbc.g_01014
OG0001990	Syan.g_01660	Prbc.g_00535
OG0002018	Syan.g_01658	Prbc.g_01025
OG0002020	Syan.g_01671	Prbc.g_01028
OG0002021	Syan.g_01673	Prbc.g_01030
OG0002022	Syan.g_01674	Prbc.g_01031
OG0002023	Syan.g_01675	Prbc.g_01032
OG0002024	Syan.g_01667	Prbc.g_01034
OG0002052	Syan.g_00061	Prbc.g_01937
OG0002054	Syan.g_01668	Prbc.g_01035
OG0002055	Syan.g_01664	Prbc.g_01040
OG0002131	Syan.g_01672	Prbc.g_01029
OG0002132	Syan.g_01663	Prbc.g_01033
OG0002133	Syan.g_01665	Prbc.g_01039
OG0002178	Syan.g_01662	Prbc.g_01038
OG0002229	Syan.g_01871	Prbc.g_00191
OG0002347	Syan.g_01444	Prbc.g_00859
OG0002393	Syan.g_02933	Prbc.g_01560
OG0002591	Syan.g_00132	Prbc.g_00906
OG0002631	Syan.g_02081, Syan.g_02072	Prbc.g_00258
OG0003089	Syan.g_02170	Prbc.g_00252, Prbc.g_01232
OG0003819	Syan.g_01669	Prbc.g_01027
