Orthogroup	Syan	Prbh
OG0001118	Syan.g_00590	Prbh.g_01100
OG0001119	Syan.g_00592	Prbh.g_01101
OG0001120	Syan.g_00597	Prbh.g_01102
OG0001122	Syan.g_00366	Prbh.g_01119
OG0001123	Syan.g_00359	Prbh.g_01124
OG0001124	Syan.g_00357	Prbh.g_01126
OG0001125	Syan.g_00355	Prbh.g_01128
OG0001126	Syan.g_00307	Prbh.g_01042
OG0001127	Syan.g_00306	Prbh.g_01041
OG0001128	Syan.g_00303	Prbh.g_01039
OG0001129	Syan.g_00301	Prbh.g_01038
OG0001130	Syan.g_00300	Prbh.g_01037
OG0001131	Syan.g_00079	Prbh.g_00411
OG0001132	Syan.g_00100	Prbh.g_00827
OG0001133	Syan.g_00006	Prbh.g_00008
OG0001134	Syan.g_01146	Prbh.g_01868
OG0001135	Syan.g_02542, Syan.g_01150	Prbh.g_01865
OG0001136	Syan.g_02699	Prbh.g_01286
OG0001137	Syan.g_02670	Prbh.g_01273
OG0001138	Syan.g_02638	Prbh.g_01252
OG0001139	Syan.g_02636	Prbh.g_01250
OG0001140	Syan.g_02635	Prbh.g_01249
OG0001141	Syan.g_02625	Prbh.g_01248
OG0001142	Syan.g_02624	Prbh.g_01247
OG0001143	Syan.g_02616	Prbh.g_01240
OG0001144	Syan.g_02596	Prbh.g_01235
OG0001145	Syan.g_01200	Prbh.g_01365
OG0001146	Syan.g_01219	Prbh.g_01377
OG0001147	Syan.g_02842	Prbh.g_00002
OG0001148	Syan.g_02775	Prbh.g_00011
OG0001149	Syan.g_02776	Prbh.g_00012
OG0001150	Syan.g_02777	Prbh.g_00013
OG0001151	Syan.g_02884	Prbh.g_00025
OG0001152	Syan.g_02885	Prbh.g_00026
OG0001153	Syan.g_02828	Prbh.g_00131
OG0001154	Syan.g_02829	Prbh.g_00132
OG0001156	Syan.g_02404	Prbh.g_00152
OG0001157	Syan.g_02403	Prbh.g_00153
OG0001158	Syan.g_02402	Prbh.g_00154
OG0001159	Syan.g_02401	Prbh.g_00155
OG0001160	Syan.g_01377	Prbh.g_00181
OG0001161	Syan.g_01594	Prbh.g_01837
OG0001162	Syan.g_02943	Prbh.g_01824
OG0001163	Syan.g_01385	Prbh.g_01790
OG0001164	Syan.g_01392	Prbh.g_01787
OG0001165	Syan.g_01397	Prbh.g_01784
OG0001166	Syan.g_01430	Prbh.g_01763
OG0001167	Syan.g_00992	Prbh.g_01745
OG0001168	Syan.g_01456	Prbh.g_01743
OG0001169	Syan.g_01458	Prbh.g_01741
OG0001170	Syan.g_01460	Prbh.g_01739
OG0001171	Syan.g_01470	Prbh.g_01729
OG0001172	Syan.g_02110	Prbh.g_01714
OG0001173	Syan.g_02111	Prbh.g_01713
OG0001174	Syan.g_02119	Prbh.g_01705
OG0001175	Syan.g_02120	Prbh.g_01704
OG0001176	Syan.g_02253	Prbh.g_01696
OG0001177	Syan.g_02256	Prbh.g_01694
OG0001179	Syan.g_02218	Prbh.g_01661
OG0001180	Syan.g_02191	Prbh.g_01638
OG0001181	Syan.g_02187	Prbh.g_01634
OG0001182	Syan.g_02179	Prbh.g_01626
OG0001183	Syan.g_02166	Prbh.g_01620
OG0001184	Syan.g_01929	Prbh.g_01602
OG0001185	Syan.g_01902	Prbh.g_01586
OG0001186	Syan.g_01864	Prbh.g_01562
OG0001187	Syan.g_01811	Prbh.g_01559
OG0001188	Syan.g_01806	Prbh.g_01557
OG0001189	Syan.g_01723	Prbh.g_01540
OG0001190	Syan.g_01565	Prbh.g_01535
OG0001191	Syan.g_01578	Prbh.g_01525
OG0001192	Syan.g_01585	Prbh.g_01520
OG0001193	Syan.g_01626	Prbh.g_01507
OG0001194	Syan.g_01627	Prbh.g_01506
OG0001195	Syan.g_01628	Prbh.g_01505
OG0001196	Syan.g_01693	Prbh.g_01488
OG0001197	Syan.g_01695	Prbh.g_01486
OG0001198	Syan.g_01793	Prbh.g_01479
OG0001199	Syan.g_02913	Prbh.g_00708
OG0001200	Syan.g_02915	Prbh.g_00706
OG0001201	Syan.g_02975	Prbh.g_00675
OG0001202	Syan.g_03084	Prbh.g_00583
OG0001203	Syan.g_02426	Prbh.g_00542
OG0001204	Syan.g_02097	Prbh.g_00536
OG0001205	Syan.g_01337	Prbh.g_00387
OG0001206	Syan.g_02880	Prbh.g_00366
OG0001207	Syan.g_02772	Prbh.g_00354
OG0001208	Syan.g_02762	Prbh.g_00349
OG0001209	Syan.g_01163	Prbh.g_00294
OG0001210	Syan.g_00830	Prbh.g_00290
OG0001211	Syan.g_00852	Prbh.g_00280
OG0001212	Syan.g_01002	Prbh.g_00234
OG0001213	Syan.g_01141	Prbh.g_01452
OG0001215	Syan.g_00539	Prbh.g_00925
OG0001216	Syan.g_00319	Prbh.g_00947
OG0001217	Syan.g_00617	Prbh.g_01875
OG0001218	Syan.g_02837	Prbh.g_01339
OG0001219	Syan.g_00477	Prbh.g_01054
OG0001220	Syan.g_00203	Prbh.g_01009
OG0001221	Syan.g_01446	Prbh.g_00889
OG0001222	Syan.g_00552	Prbh.g_01131
OG0001223	Syan.g_00599	Prbh.g_01103
OG0001224	Syan.g_00294	Prbh.g_01035
OG0001225	Syan.g_00292	Prbh.g_01033
OG0001226	Syan.g_02922	Prbh.g_01444
OG0001227	Syan.g_00940	Prbh.g_01331
OG0001228	Syan.g_01938	Prbh.g_01232
OG0001229	Syan.g_02631	Prbh.g_01872
OG0001230	Syan.g_01288	Prbh.g_00089
OG0001231	Syan.g_01764	Prbh.g_00410
OG0001232	Syan.g_01439	Prbh.g_01759
OG0001233	Syan.g_01461	Prbh.g_01738
OG0001234	Syan.g_01995	Prbh.g_01702
OG0001235	Syan.g_02130	Prbh.g_01698
OG0001236	Syan.g_01933	Prbh.g_01605
OG0001237	Syan.g_01928	Prbh.g_01601
OG0001239	Syan.g_02910	Prbh.g_00711
OG0001240	Syan.g_02963	Prbh.g_00690
OG0001242	Syan.g_02297	Prbh.g_00662
OG0001243	Syan.g_02289	Prbh.g_00655
OG0001244	Syan.g_03004	Prbh.g_00640
OG0001245	Syan.g_00179	Prbh.g_01320
OG0001246	Syan.g_02734	Prbh.g_00824
OG0001247	Syan.g_00199	Prbh.g_00918
OG0001249	Syan.g_02150	Prbh.g_00442
OG0001250	Syan.g_00382	Prbh.g_00995
OG0001251	Syan.g_00490	Prbh.g_00858
OG0001252	Syan.g_00304	Prbh.g_01040
OG0001253	Syan.g_00099	Prbh.g_01442
OG0001254	Syan.g_01148	Prbh.g_01866
OG0001256	Syan.g_01384	Prbh.g_00188
OG0001258	Syan.g_01395	Prbh.g_01786
OG0001259	Syan.g_01459	Prbh.g_01740
OG0001261	Syan.g_02209	Prbh.g_01653
OG0001262	Syan.g_01721	Prbh.g_01542
OG0001263	Syan.g_02286	Prbh.g_00653
OG0001265	Syan.g_02299	Prbh.g_00663
OG0001266	Syan.g_03088	Prbh.g_00579
OG0001267	Syan.g_02023	Prbh.g_00499
OG0001268	Syan.g_02138	Prbh.g_00433
OG0001270	Syan.g_02393	Prbh.g_00398
OG0001271	Syan.g_02849	Prbh.g_00359
OG0001272	Syan.g_02758	Prbh.g_00345
OG0001274	Syan.g_01528	Prbh.g_00556
OG0001275	Syan.g_00628	Prbh.g_01112
OG0001276	Syan.g_00360	Prbh.g_01123
OG0001278	Syan.g_02585	Prbh.g_01228
OG0001279	Syan.g_01306	Prbh.g_01396
OG0001281	Syan.g_01220	Prbh.g_01378
OG0001282	Syan.g_02774	Prbh.g_00010
OG0001283	Syan.g_01687	Prbh.g_01492
OG0001284	Syan.g_01369	Prbh.g_00175
OG0001285	Syan.g_00977	Prbh.g_01756
OG0001286	Syan.g_02193	Prbh.g_01640
OG0001287	Syan.g_01894	Prbh.g_01579
OG0001289	Syan.g_02942	Prbh.g_00696
OG0001291	Syan.g_02273	Prbh.g_00645
OG0001292	Syan.g_02091	Prbh.g_00531
OG0001293	Syan.g_02051	Prbh.g_00518
OG0001296	Syan.g_02728	Prbh.g_00321
OG0001297	Syan.g_02724	Prbh.g_00316
OG0001298	Syan.g_00944	Prbh.g_00252
OG0001299	Syan.g_00764	Prbh.g_01186
OG0001304	Syan.g_00345	Prbh.g_01136
OG0001305	Syan.g_00191	Prbh.g_01027
OG0001306	Syan.g_02714	Prbh.g_01298
OG0001308	Syan.g_01248	Prbh.g_00109
OG0001309	Syan.g_01196	Prbh.g_00205
OG0001310	Syan.g_01422	Prbh.g_01769
OG0001311	Syan.g_00358	Prbh.g_01125
OG0001312	Syan.g_00496	Prbh.g_01063
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Prbh.g_01949, Prbh.g_00791
OG0001315	Syan.g_02168	Prbh.g_01861
OG0001317	Syan.g_02422	Prbh.g_00546
OG0001318	Syan.g_02060	Prbh.g_00522
OG0001319	Syan.g_02034	Prbh.g_00506
OG0001323	Syan.g_01193	Prbh.g_00310
OG0001325	Syan.g_00323	Prbh.g_01168
OG0001327	Syan.g_00753	Prbh.g_00867
OG0001328	Syan.g_02675	Prbh.g_01357
OG0001329	Syan.g_00838	Prbh.g_01816
OG0001330	Syan.g_01202	Prbh.g_00201
OG0001331	Syan.g_02779	Prbh.g_00015
OG0001332	Syan.g_00412	Prbh.g_00146
OG0001333	Syan.g_01455	Prbh.g_01744
OG0001336	Syan.g_01688	Prbh.g_01491
OG0001337	Syan.g_02151	Prbh.g_00447
OG0001341	Syan.g_00524	Prbh.g_01881
OG0001346	Syan.g_01214	Prbh.g_01374
OG0001351	Syan.g_02804	Prbh.g_00373
OG0001353	Syan.g_00372	Prbh.g_00985
OG0001354	Syan.g_00585	Prbh.g_01096
OG0001357	Syan.g_02332, Syan.g_02543, Syan.g_01250	Prbh.g_01350
OG0001358	Syan.g_00017	Prbh.g_01463
OG0001361	Syan.g_02658	Prbh.g_01264
OG0001364	Syan.g_01950	Prbh.g_01614
OG0001365	Syan.g_01570	Prbh.g_01531
OG0001368	Syan.g_02098	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syan.g_02962	Prbh.g_00691
OG0001371	Syan.g_02927, Syan.g_02928	Prbh.g_00913
OG0001379	Syan.g_01206	Prbh.g_01367
OG0001380	Syan.g_00442	Prbh.g_01341
OG0001382	Syan.g_00680	Prbh.g_01343
OG0001394	Syan.g_00722	Prbh.g_00893
OG0001398	Syan.g_02932	Prbh.g_01399
OG0001401	Syan.g_00376	Prbh.g_00990
OG0001402	Syan.g_00011	Prbh.g_01458
OG0001403	Syan.g_01744	Prbh.g_00750
OG0001404	Syan.g_00343	Prbh.g_00714
OG0001407	Syan.g_00455	Prbh.g_01345
OG0001409	Syan.g_00284	Prbh.g_01274
OG0001411	Syan.g_01125	Prbh.g_00721
OG0001415	Syan.g_01004	Prbh.g_00549
OG0001418	Syan.g_02689	Prbh.g_00919
OG0001423	Syan.g_01318	Prbh.g_01940
OG0001425	Syan.g_01584	Prbh.g_01521
OG0001429	Syan.g_00480	Prbh.g_01055
OG0001435	Syan.g_00745	Prbh.g_00874
OG0001437	Syan.g_01005	Prbh.g_00550
OG0001441	Syan.g_01191	Prbh.g_00308
OG0001443	Syan.g_01590	Prbh.g_01871
OG0001453	Syan.g_00608	Prbh.g_01927
OG0001460	Syan.g_00244	Prbh.g_01791
OG0001461	Syan.g_00657	Prbh.g_01839
OG0001467	Syan.g_00107	Prbh.g_00007
OG0001476	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283	Prbh.g_01275
OG0001486	Syan.g_02698	Prbh.g_01285
OG0001487	Syan.g_02836	Prbh.g_00139
OG0001488	Syan.g_02666	Prbh.g_01269
OG0001489	Syan.g_02182	Prbh.g_01629
OG0001495	Syan.g_02257	Prbh.g_01693
OG0001496	Syan.g_01154	Prbh.g_01895
OG0001497	Syan.g_01155	Prbh.g_01894
OG0001498	Syan.g_02317	Prbh.g_00414
OG0001510	Syan.g_01890	Prbh.g_01575
OG0001511	Syan.g_02983	Prbh.g_00671
OG0001512	Syan.g_02428	Prbh.g_01335
OG0001515	Syan.g_00505	Prbh.g_00927
OG0001516	Syan.g_00172, Syan.g_00767	Prbh.g_01189
OG0001517	Syan.g_02143	Prbh.g_00438
OG0001518	Syan.g_01582	Prbh.g_01522
OG0001519	Syan.g_01592	Prbh.g_01517
OG0001522	Syan.g_00464	Prbh.g_00986
OG0001527	Syan.g_00867	Prbh.g_00266
OG0001529	Syan.g_01730	Prbh.g_00742
OG0001530	Syan.g_02981	Prbh.g_00672
OG0001531	Syan.g_01511, Syan.g_02436	Prbh.g_00541
OG0001532	Syan.g_02637	Prbh.g_01251
OG0001534	Syan.g_00344	Prbh.g_01137
OG0001535	Syan.g_00362	Prbh.g_01122
OG0001536	Syan.g_00560	Prbh.g_01082
OG0001537	Syan.g_00729	Prbh.g_00890
OG0001538	Syan.g_00685	Prbh.g_00958
OG0001539	Syan.g_00750	Prbh.g_00869
OG0001540	Syan.g_02284	Prbh.g_00651
OG0001541	Syan.g_03048	Prbh.g_00603
OG0001542	Syan.g_03059	Prbh.g_00597
OG0001543	Syan.g_03110	Prbh.g_01876
OG0001544	Syan.g_01591	Prbh.g_01518
OG0001545	Syan.g_01661	Prbh.g_01502
OG0001549	Syan.g_00077	Prbh.g_01018
OG0001557	Syan.g_00721	Prbh.g_00894
OG0001559	Syan.g_02980	Prbh.g_00673
OG0001560	Syan.g_02969	Prbh.g_00683
OG0001561	Syan.g_00356	Prbh.g_01127
OG0001563	Syan.g_02200	Prbh.g_01645
OG0001566	Syan.g_01072	Prbh.g_00910
OG0001574	Syan.g_00865	Prbh.g_00268
OG0001575	Syan.g_00870	Prbh.g_00263
OG0001576	Syan.g_01242	Prbh.g_01386
OG0001580	Syan.g_01551	Prbh.g_00735
OG0001584	Syan.g_00701	Prbh.g_01175
OG0001587	Syan.g_01482	Prbh.g_01722
OG0001589	Syan.g_01463	Prbh.g_01736
OG0001591	Syan.g_00756	Prbh.g_00906
OG0001592	Syan.g_01552	Prbh.g_00736
OG0001614	Syan.g_01905	Prbh.g_01587
OG0001616	Syan.g_02649	Prbh.g_01259
OG0001617	Syan.g_01033	Prbh.g_00931
OG0001619	Syan.g_00549	Prbh.g_01072
OG0001620	Syan.g_02131	Prbh.g_00429
OG0001621	Syan.g_02064	Prbh.g_00526
OG0001622	Syan.g_01686	Prbh.g_01493
OG0001634	Syan.g_00761	Prbh.g_01183
OG0001636	Syan.g_01738	Prbh.g_00747
OG0001638	Syan.g_01418	Prbh.g_01771
OG0001639	Syan.g_02407	Prbh.g_00148
OG0001640	Syan.g_00309	Prbh.g_01043
OG0001641	Syan.g_00606	Prbh.g_01105
OG0001642	Syan.g_02603	Prbh.g_01007
OG0001643	Syan.g_00811	Prbh.g_01214
OG0001644	Syan.g_00336	Prbh.g_01158
OG0001658	Syan.g_01564	Prbh.g_00740
OG0001659	Syan.g_02642	Prbh.g_01407
OG0001678	Syan.g_02109	Prbh.g_01715
OG0001679	Syan.g_02307	Prbh.g_00443
OG0001691	Syan.g_01609	Prbh.g_01045
OG0001693	Syan.g_00196	Prbh.g_00805
OG0001717	Syan.g_03034	Prbh.g_00822
OG0001731	Syan.g_01353	Prbh.g_00161
OG0001762	Syan.g_00625	Prbh.g_01110
OG0001764	Syan.g_00467	Prbh.g_01152
OG0001771	Syan.g_01176	Prbh.g_01843
OG0001782	Syan.g_01869	Prbh.g_01917
OG0001955	Syan.g_00517	Prbh.g_01873
OG0001974	Syan.g_00279	Prbh.g_00407
OG0001977	Syan.g_01621	Prbh.g_01511
OG0002003	Syan.g_00010	Prbh.g_00832
OG0002019	Syan.g_01903	Prbh.g_01950
OG0002052	Syan.g_00061	Prbh.g_01132
OG0002097	Syan.g_01105	Prbh.g_00046
OG0002122	Syan.g_00009	Prbh.g_00831
OG0002246	Syan.g_00912, Syan.g_02323	Prbh.g_01831
OG0002274	Syan.g_01104	Prbh.g_00047
OG0002347	Syan.g_01444	Prbh.g_01753
OG0002379	Syan.g_00214	Prbh.g_01832
OG0002389	Syan.g_02178	Prbh.g_01625
OG0002486	Syan.g_01870	Prbh.g_01916
OG0002730	Syan.g_01497, Syan.g_02448	Prbh.g_01941
OG0002893	Syan.g_01113	Prbh.g_00045
OG0003491	Syan.g_01557	Prbh.g_01436
