Orthogroup	Syan	Syad
OG0001173	Syan.g_02111	Syad.g_00595
OG0001174	Syan.g_02119	Syad.g_00603
OG0001175	Syan.g_02120	Syad.g_00604
OG0001176	Syan.g_02253	Syad.g_00644
OG0001177	Syan.g_02256	Syad.g_00641
OG0001179	Syan.g_02218	Syad.g_00675
OG0001180	Syan.g_02191	Syad.g_00700
OG0001181	Syan.g_02187	Syad.g_00704
OG0001182	Syan.g_02179	Syad.g_00712
OG0001183	Syan.g_02166	Syad.g_00717
OG0001184	Syan.g_01929	Syad.g_00378
OG0001185	Syan.g_01902	Syad.g_00354
OG0001186	Syan.g_01864	Syad.g_00247
OG0001187	Syan.g_01811	Syad.g_00245
OG0001188	Syan.g_01806	Syad.g_00238
OG0001189	Syan.g_01723	Syad.g_00217
OG0001190	Syan.g_01565	Syad.g_03034
OG0001192	Syan.g_01585	Syad.g_00013
OG0001193	Syan.g_01626	Syad.g_00072
OG0001194	Syan.g_01627	Syad.g_00075
OG0001195	Syan.g_01628	Syad.g_00076
OG0001196	Syan.g_01693	Syad.g_00144
OG0001197	Syan.g_01695	Syad.g_00146
OG0001198	Syan.g_01793	Syad.g_00159
OG0001199	Syan.g_02913	Syad.g_02735
OG0001200	Syan.g_02915	Syad.g_02737
OG0001201	Syan.g_02975	Syad.g_02802
OG0001202	Syan.g_03084	Syad.g_02945
OG0001203	Syan.g_02426	Syad.g_00821
OG0001204	Syan.g_02097	Syad.g_00577
OG0001205	Syan.g_01337	Syad.g_02440
OG0001206	Syan.g_02880	Syad.g_02385
OG0001207	Syan.g_02772	Syad.g_00893
OG0001208	Syan.g_02762	Syad.g_00906
OG0001209	Syan.g_01163	Syad.g_00980
OG0001210	Syan.g_00830	Syad.g_00993
OG0001212	Syan.g_01002	Syad.g_01082
OG0001213	Syan.g_01141	Syad.g_02163
OG0001214	Syan.g_00814	Syad.g_02150
OG0001215	Syan.g_00539	Syad.g_01366
OG0001216	Syan.g_00319	Syad.g_01816
OG0001218	Syan.g_02837	Syad.g_02328
OG0001219	Syan.g_00477	Syad.g_01653
OG0001220	Syan.g_00203	Syad.g_01195
OG0001221	Syan.g_01446	Syad.g_01950
OG0001222	Syan.g_00552	Syad.g_01770
OG0001223	Syan.g_00599	Syad.g_01715
OG0001224	Syan.g_00294	Syad.g_01286
OG0001225	Syan.g_00292	Syad.g_01288
OG0001226	Syan.g_02922	Syad.g_02100
OG0001227	Syan.g_00940	Syad.g_00029
OG0001228	Syan.g_01938	Syad.g_02460
OG0001229	Syan.g_02631	Syad.g_01314
OG0001231	Syan.g_01764	Syad.g_00179
OG0001232	Syan.g_01439	Syad.g_02658
OG0001233	Syan.g_01461	Syad.g_02493
OG0001234	Syan.g_01995	Syad.g_00608
OG0001235	Syan.g_02130	Syad.g_00633
OG0001236	Syan.g_01933	Syad.g_00412
OG0001237	Syan.g_01928	Syad.g_00376
OG0001239	Syan.g_02910	Syad.g_02732
OG0001240	Syan.g_02963	Syad.g_02785
OG0001242	Syan.g_02297	Syad.g_02827
OG0001243	Syan.g_02289	Syad.g_02841
OG0001244	Syan.g_03004	Syad.g_02873
OG0001245	Syan.g_00179	Syad.g_02223
OG0001246	Syan.g_02734	Syad.g_00933
OG0001247	Syan.g_00199	Syad.g_01837
OG0001249	Syan.g_02150	Syad.g_00756
OG0001250	Syan.g_00382	Syad.g_01227
OG0001251	Syan.g_00490	Syad.g_00083
OG0001252	Syan.g_00304	Syad.g_01279
OG0001253	Syan.g_00099	Syad.g_02037
OG0001254	Syan.g_01148	Syad.g_01528
OG0001256	Syan.g_01384	Syad.g_02609
OG0001257	Syan.g_00925, Syan.g_00217	Syad.g_02210
OG0001258	Syan.g_01395	Syad.g_02619
OG0001260	Syan.g_01478	Syad.g_02514
OG0001261	Syan.g_02209	Syad.g_00684
OG0001262	Syan.g_01721	Syad.g_00219
OG0001263	Syan.g_02286	Syad.g_02844
OG0001265	Syan.g_02299	Syad.g_02825
OG0001266	Syan.g_03088	Syad.g_02949
OG0001267	Syan.g_02023	Syad.g_00523
OG0001268	Syan.g_02138	Syad.g_00767
OG0001270	Syan.g_02393	Syad.g_02453
OG0001271	Syan.g_02849	Syad.g_02356
OG0001272	Syan.g_02758	Syad.g_00910
OG0001274	Syan.g_01528	Syad.g_02988
OG0001275	Syan.g_00628	Syad.g_01699
OG0001276	Syan.g_00360	Syad.g_01683
OG0001277	Syan.g_00007	Syad.g_00127
OG0001278	Syan.g_02585	Syad.g_01445
OG0001279	Syan.g_01306	Syad.g_02248
OG0001281	Syan.g_01220	Syad.g_02413
OG0001282	Syan.g_02774	Syad.g_00890
OG0001283	Syan.g_01687	Syad.g_00138
OG0001284	Syan.g_01369	Syad.g_02585
OG0001285	Syan.g_00977	Syad.g_02043
OG0001286	Syan.g_02193	Syad.g_00698
OG0001287	Syan.g_01894	Syad.g_00346
OG0001289	Syan.g_02942	Syad.g_02767
OG0001291	Syan.g_02273	Syad.g_02854
OG0001292	Syan.g_02091	Syad.g_00572
OG0001293	Syan.g_02051	Syad.g_00549
OG0001294	Syan.g_00758	Syad.g_01597
OG0001295	Syan.g_00836	Syad.g_00997
OG0001296	Syan.g_02728	Syad.g_00939
OG0001297	Syan.g_02724	Syad.g_00943
OG0001298	Syan.g_00944	Syad.g_01055
OG0001299	Syan.g_00764	Syad.g_01591
OG0001303	Syan.g_00479	Syad.g_01655
OG0001304	Syan.g_00345	Syad.g_01669
OG0001305	Syan.g_00191	Syad.g_01296
OG0001306	Syan.g_02714	Syad.g_01119
OG0001309	Syan.g_01196	Syad.g_00950
OG0001310	Syan.g_01422	Syad.g_02638
OG0001311	Syan.g_00358	Syad.g_01681
OG0001312	Syan.g_00496	Syad.g_01788
OG0001313	Syan.g_02860	Syad.g_02372
OG0001315	Syan.g_02168	Syad.g_00715
OG0001317	Syan.g_02422	Syad.g_00814
OG0001318	Syan.g_02060	Syad.g_00557
OG0001323	Syan.g_01193	Syad.g_00953
OG0001325	Syan.g_00323	Syad.g_01811
OG0001326	Syan.g_01636	Syad.g_00092
OG0001327	Syan.g_00753	Syad.g_01605
OG0001328	Syan.g_02675	Syad.g_01638
OG0001329	Syan.g_00838	Syad.g_00866
OG0001330	Syan.g_01202	Syad.g_02395
OG0001332	Syan.g_00412	Syad.g_02535
OG0001333	Syan.g_01455	Syad.g_02487
OG0001336	Syan.g_01688	Syad.g_00139
OG0001337	Syan.g_02151	Syad.g_00750
OG0001341	Syan.g_00524	Syad.g_01312
OG0001345	Syan.g_02655	Syad.g_01188
OG0001346	Syan.g_01214	Syad.g_02406
OG0001347	Syan.g_01852	Syad.g_00454
OG0001349	Syan.g_01131	Syad.g_02663
OG0001353	Syan.g_00372	Syad.g_01244
OG0001354	Syan.g_00585	Syad.g_01728
OG0001356	Syan.g_00246	Syad.g_01251
OG0001358	Syan.g_00017	Syad.g_02179
OG0001360	Syan.g_02653	Syad.g_01191
OG0001361	Syan.g_02658	Syad.g_01185
OG0001364	Syan.g_01950	Syad.g_00431
OG0001366	Syan.g_00175, Syan.g_01433	Syad.g_02650
OG0001368	Syan.g_02098	Syad.g_00578
OG0001369	Syan.g_02962	Syad.g_02784
OG0001373	Syan.g_01635	Syad.g_00091
OG0001374	Syan.g_01644	Syad.g_00099
OG0001376	Syan.g_00511	Syad.g_00015
OG0001377	Syan.g_00510	Syad.g_00014
OG0001378	Syan.g_02392	Syad.g_02454
OG0001379	Syan.g_01206	Syad.g_02397
OG0001385	Syan.g_01632	Syad.g_00088
OG0001386	Syan.g_01633	Syad.g_00089
OG0001387	Syan.g_01634	Syad.g_00090
OG0001388	Syan.g_01637	Syad.g_00093
OG0001389	Syan.g_01639	Syad.g_00094
OG0001390	Syan.g_01640	Syad.g_00095
OG0001391	Syan.g_01641	Syad.g_00096
OG0001392	Syan.g_01642	Syad.g_00097
OG0001393	Syan.g_01643	Syad.g_00098
OG0001394	Syan.g_00722	Syad.g_01920
OG0001395	Syan.g_00340	Syad.g_01792
OG0001396	Syan.g_01851	Syad.g_00455
OG0001398	Syan.g_02932	Syad.g_01977
OG0001401	Syan.g_00376	Syad.g_01233
OG0001402	Syan.g_00011	Syad.g_02174
OG0001403	Syan.g_01744	Syad.g_00197
OG0001404	Syan.g_00343	Syad.g_02727
OG0001407	Syan.g_00455	Syad.g_00970
OG0001408	Syan.g_00073	Syad.g_01431
OG0001411	Syan.g_01125	Syad.g_00372
OG0001412	Syan.g_01853	Syad.g_00453
OG0001413	Syan.g_00029	Syad.g_02113
OG0001416	Syan.g_00103	Syad.g_02410
OG0001417	Syan.g_00583	Syad.g_01729
OG0001419	Syan.g_00454	Syad.g_00971
OG0001420	Syan.g_01180	Syad.g_00963
OG0001423	Syan.g_01318	Syad.g_02707, Syad.g_02708
OG0001425	Syan.g_01584	Syad.g_00012
OG0001427	Syan.g_00907	Syad.g_00408
OG0001427	Syan.g_01181	Syad.g_02705, Syad.g_00478, Syad.g_01412, Syad.g_02339, Syad.g_01325, Syad.g_01943, Syad.g_00407, Syad.g_01322, Syad.g_01326, Syad.g_01330, Syad.g_01321, Syad.g_01329, Syad.g_01333, Syad.g_01944, Syad.g_02342, Syad.g_00045, Syad.g_00403, Syad.g_02773, Syad.g_02257
OG0001428	Syan.g_03039	Syad.g_02906
OG0001429	Syan.g_00480	Syad.g_01656
OG0001432	Syan.g_00092	Syad.g_01382
OG0001433	Syan.g_00245	Syad.g_01253, Syad.g_01252
OG0001434	Syan.g_00717	Syad.g_01916
OG0001435	Syan.g_00745	Syad.g_01612
OG0001438	Syan.g_02009	Syad.g_00507
OG0001439	Syan.g_01986	Syad.g_00476
OG0001442	Syan.g_00709	Syad.g_01906
OG0001443	Syan.g_01590	Syad.g_00023
OG0001444	Syan.g_02954	Syad.g_02779
OG0001444	Syan.g_02956	Syad.g_00336
OG0001447	Syan.g_02288	Syad.g_02842
OG0001449	Syan.g_02058	Syad.g_00583
OG0001452	Syan.g_02066	Syad.g_00563
OG0001453	Syan.g_00608	Syad.g_01709
OG0001454	Syan.g_00418	Syad.g_02101
OG0001456	Syan.g_01646	Syad.g_00101
OG0001457	Syan.g_01647	Syad.g_00102
OG0001458	Syan.g_01648	Syad.g_00103
OG0001459	Syan.g_02343	Syad.g_01550
OG0001460	Syan.g_00244	Syad.g_01254
OG0001461	Syan.g_00657	Syad.g_02162
OG0001462	Syan.g_01737	Syad.g_00204
OG0001470	Syan.g_01815	Syad.g_02462
OG0001471	Syan.g_01991	Syad.g_00484
OG0001473	Syan.g_00133	Syad.g_02127
OG0001474	Syan.g_02137	Syad.g_00768
OG0001475	Syan.g_01833	Syad.g_02464
OG0001478	Syan.g_02859	Syad.g_02371
OG0001478	Syan.g_02251	Syad.g_02364
OG0001479	Syan.g_02140	Syad.g_00765
OG0001480	Syan.g_00072	Syad.g_01194
OG0001487	Syan.g_02836	Syad.g_02327
OG0001488	Syan.g_02666	Syad.g_00051, Syad.g_01175
OG0001489	Syan.g_02182	Syad.g_00709
OG0001492	Syan.g_02588	Syad.g_01448
OG0001493	Syan.g_02578	Syad.g_01439
OG0001496	Syan.g_01154	Syad.g_01309
OG0001497	Syan.g_01155	Syad.g_01308
OG0001498	Syan.g_02317	Syad.g_00786
OG0001502	Syan.g_00401	Syad.g_01202
OG0001504	Syan.g_02344	Syad.g_01535
OG0001508	Syan.g_01814	Syad.g_02461
OG0001509	Syan.g_01832	Syad.g_00456
OG0001510	Syan.g_01890	Syad.g_00342
OG0001511	Syan.g_02983	Syad.g_02810
OG0001512	Syan.g_02428	Syad.g_00822
OG0001513	Syan.g_03078	Syad.g_00377
OG0001515	Syan.g_00505	Syad.g_01343
OG0001516	Syan.g_00767	Syad.g_01588
OG0001517	Syan.g_02143	Syad.g_00762
OG0001518	Syan.g_01582	Syad.g_00009
OG0001519	Syan.g_01592	Syad.g_00025
OG0001520	Syan.g_00943	Syad.g_01039
OG0001522	Syan.g_00464	Syad.g_01243
OG0001525	Syan.g_00831	Syad.g_00036
OG0001527	Syan.g_00867	Syad.g_01030
OG0001528	Syan.g_01818	Syad.g_02463
OG0001529	Syan.g_01730	Syad.g_00210
OG0001530	Syan.g_02981	Syad.g_02808
OG0001531	Syan.g_01511, Syan.g_02436	Syad.g_00823
OG0001532	Syan.g_02637	Syad.g_01492
OG0001533	Syan.g_02390	Syad.g_02388
OG0001534	Syan.g_00344	Syad.g_01668
OG0001535	Syan.g_00362	Syad.g_01685
OG0001536	Syan.g_00560	Syad.g_01762
OG0001537	Syan.g_00729	Syad.g_01949
OG0001538	Syan.g_00685	Syad.g_01884
OG0001539	Syan.g_00750	Syad.g_01607
OG0001540	Syan.g_02284	Syad.g_02846
OG0001541	Syan.g_03048	Syad.g_02915
OG0001542	Syan.g_03059	Syad.g_02924
OG0001543	Syan.g_03110	Syad.g_02969
OG0001544	Syan.g_01591	Syad.g_00024
OG0001545	Syan.g_01661	Syad.g_00126
OG0001547	Syan.g_00462	Syad.g_01963
OG0001554	Syan.g_00282	Syad.g_03031
OG0001556	Syan.g_02338, Syan.g_00149, Syan.g_00276	Syad.g_01509
OG0001558	Syan.g_01760	Syad.g_00182
OG0001559	Syan.g_02980	Syad.g_02807
OG0001560	Syan.g_02969	Syad.g_02793
OG0001561	Syan.g_00356	Syad.g_01679
OG0001562	Syan.g_00650	Syad.g_01693
OG0001563	Syan.g_02200	Syad.g_00693
OG0001564	Syan.g_00082	Syad.g_01539
OG0001567	Syan.g_00461	Syad.g_01965
OG0001568	Syan.g_00463	Syad.g_01961
OG0001570	Syan.g_00636	Syad.g_01985
OG0001574	Syan.g_00865	Syad.g_01028
OG0001575	Syan.g_00870	Syad.g_01033
OG0001576	Syan.g_01242	Syad.g_01103
OG0001577	Syan.g_02701	Syad.g_01148
OG0001580	Syan.g_01551	Syad.g_03020
OG0001588	Syan.g_02262	Syad.g_00428
OG0001589	Syan.g_01463	Syad.g_02495
OG0001590	Syan.g_00821	Syad.g_02158
OG0001591	Syan.g_00756	Syad.g_01599
OG0001592	Syan.g_01552	Syad.g_03021
OG0001614	Syan.g_01905	Syad.g_00356
OG0001616	Syan.g_02649	Syad.g_01515
OG0001617	Syan.g_01033	Syad.g_01335
OG0001618	Syan.g_00329, Syan.g_02462, Syan.g_02535, Syan.g_02536	Syad.g_01805
OG0001619	Syan.g_00549	Syad.g_01773
OG0001620	Syan.g_02131	Syad.g_00774
OG0001621	Syan.g_02064	Syad.g_00562
OG0001622	Syan.g_01686	Syad.g_00137
OG0001623	Syan.g_02154, Syan.g_00212, Syan.g_02158	Syad.g_00746
OG0001624	Syan.g_00135	Syad.g_00031
OG0001625	Syan.g_02057	Syad.g_00555
OG0001634	Syan.g_00761	Syad.g_01594
OG0001635	Syan.g_01876	Syad.g_00322
OG0001636	Syan.g_01738	Syad.g_00203
OG0001637	Syan.g_01295	Syad.g_02508, Syad.g_02507
OG0001639	Syan.g_02407	Syad.g_02539
OG0001640	Syan.g_00309	Syad.g_01274
OG0001641	Syan.g_00606	Syad.g_01711
OG0001642	Syan.g_02603	Syad.g_01197
OG0001643	Syan.g_00811	Syad.g_02147
OG0001644	Syan.g_00336	Syad.g_01799
OG0001647	Syan.g_02032	Syad.g_00531
OG0001652	Syan.g_01762	Syad.g_00180
OG0001654	Syan.g_02409	Syad.g_02537
OG0001655	Syan.g_00416	Syad.g_02108
OG0001657	Syan.g_03019	Syad.g_02889
OG0001658	Syan.g_01564	Syad.g_03033
OG0001659	Syan.g_02642	Syad.g_01507
OG0001660	Syan.g_02309, Syan.g_02629, Syan.g_02987	Syad.g_02816
OG0001666	Syan.g_02339	Syad.g_01536
OG0001671	Syan.g_01514	Syad.g_02974
OG0001672	Syan.g_02921	Syad.g_02743
OG0001673	Syan.g_02896	Syad.g_00812
OG0001675	Syan.g_00632	Syad.g_01695
OG0001677	Syan.g_02165	Syad.g_00718, Syad.g_01497
OG0001678	Syan.g_02109	Syad.g_00593
OG0001679	Syan.g_02307	Syad.g_01038, Syad.g_01037
OG0001682	Syan.g_00327	Syad.g_02102, Syad.g_01807
OG0001691	Syan.g_01609	Syad.g_02182
OG0001692	Syan.g_01284	Syad.g_02271
OG0001693	Syan.g_00196	Syad.g_01291
OG0001694	Syan.g_02021	Syad.g_00521
OG0001695	Syan.g_01656	Syad.g_00123
OG0001700	Syan.g_00938	Syad.g_01976
OG0001702	Syan.g_02948	Syad.g_02772
OG0001703	Syan.g_02770	Syad.g_00894
OG0001714	Syan.g_00476, Syan.g_02787, Syan.g_02788	Syad.g_00316, Syad.g_02675
OG0001715	Syan.g_00415	Syad.g_02084
OG0001716	Syan.g_00662	Syad.g_01200
OG0001717	Syan.g_03034	Syad.g_02901
OG0001728	Syan.g_01799	Syad.g_02036
OG0001729	Syan.g_01506, Syan.g_02440	Syad.g_00828
OG0001730	Syan.g_00979	Syad.g_00832
OG0001731	Syan.g_01353	Syad.g_02563
OG0001732	Syan.g_01704, Syan.g_02602	Syad.g_01464
OG0001733	Syan.g_00275	Syad.g_01602
OG0001735	Syan.g_00775	Syad.g_01573
OG0001737	Syan.g_02002	Syad.g_00501
OG0001738	Syan.g_01970	Syad.g_00462
OG0001739	Syan.g_01654	Syad.g_00122
OG0001740	Syan.g_01659	Syad.g_00124
OG0001741	Syan.g_00789	Syad.g_02682
OG0001747	Syan.g_02260	Syad.g_02871
OG0001748	Syan.g_01516	Syad.g_02976
OG0001750	Syan.g_02955, Syan.g_01139	Syad.g_02780
OG0001751	Syan.g_02897	Syad.g_00811
OG0001752	Syan.g_01481	Syad.g_02518
OG0001753	Syan.g_01630	Syad.g_02511
OG0001754	Syan.g_01297	Syad.g_02510
OG0001755	Syan.g_02719	Syad.g_00949
OG0001760	Syan.g_00230, Syan.g_02362	Syad.g_02961
OG0001761	Syan.g_00207	Syad.g_02198
OG0001762	Syan.g_00625	Syad.g_01704
OG0001763	Syan.g_00598	Syad.g_01716
OG0001764	Syan.g_00467	Syad.g_01642
OG0001765	Syan.g_00144	Syad.g_02221, Syad.g_01545
OG0001766	Syan.g_01996	Syad.g_00489
OG0001768	Syan.g_03066	Syad.g_02931
OG0001769	Syan.g_00794	Syad.g_02133
OG0001771	Syan.g_01176	Syad.g_02075
OG0001783	Syan.g_01899	Syad.g_00351
OG0001784	Syan.g_02950	Syad.g_02774
OG0001785	Syan.g_01296	Syad.g_02509
OG0001786	Syan.g_01372	Syad.g_02588
OG0001787	Syan.g_01167	Syad.g_00976
OG0001788	Syan.g_01164	Syad.g_00979
OG0001789	Syan.g_01212	Syad.g_02404
OG0001790	Syan.g_02707	Syad.g_01126
OG0001792	Syan.g_02595	Syad.g_01456
OG0001794	Syan.g_00347	Syad.g_01671
OG0001796	Syan.g_00371	Syad.g_01691
OG0001797	Syan.g_00541	Syad.g_01781
OG0001798	Syan.g_00990, Syan.g_00005	Syad.g_02171
OG0001799	Syan.g_00797	Syad.g_02136
OG0001800	Syan.g_01305	Syad.g_02249
OG0001801	Syan.g_01293	Syad.g_02258
OG0001803	Syan.g_01341	Syad.g_02444
OG0001804	Syan.g_02318	Syad.g_00787
OG0001805	Syan.g_00039, Syan.g_00262	Syad.g_00567
OG0001806	Syan.g_02033	Syad.g_00532
OG0001807	Syan.g_01955	Syad.g_00435
OG0001808	Syan.g_01948	Syad.g_00422
OG0001809	Syan.g_02270, Syan.g_00619, Syan.g_02903	Syad.g_02857
OG0001810	Syan.g_02265	Syad.g_02859
OG0001811	Syan.g_03056	Syad.g_02922
OG0001812	Syan.g_01553	Syad.g_03022
OG0001813	Syan.g_01613	Syad.g_00060
OG0001815	Syan.g_00525	Syad.g_00157
OG0001816	Syan.g_00754	Syad.g_01604
OG0001837	Syan.g_01515	Syad.g_02975
OG0001838	Syan.g_01772	Syad.g_00170
OG0001839	Syan.g_01742	Syad.g_00199
OG0001840	Syan.g_01724	Syad.g_00216
OG0001841	Syan.g_01717	Syad.g_00223
OG0001843	Syan.g_01906	Syad.g_00357
OG0001844	Syan.g_01907	Syad.g_00358
OG0001845	Syan.g_01911	Syad.g_00359
OG0001846	Syan.g_02296	Syad.g_02828
OG0001847	Syan.g_02298	Syad.g_02826
OG0001848	Syan.g_02302	Syad.g_02822
OG0001849	Syan.g_02941	Syad.g_02766
OG0001850	Syan.g_02923	Syad.g_02756
OG0001851	Syan.g_02917	Syad.g_02739
OG0001852	Syan.g_02916	Syad.g_02738
OG0001853	Syan.g_02909	Syad.g_02731
OG0001854	Syan.g_02424	Syad.g_00818
OG0001856	Syan.g_01376	Syad.g_02594
OG0001857	Syan.g_01373	Syad.g_02591
OG0001858	Syan.g_01347	Syad.g_02554
OG0001859	Syan.g_02783	Syad.g_00882
OG0001860	Syan.g_02768	Syad.g_00896
OG0001861	Syan.g_02757	Syad.g_00911
OG0001862	Syan.g_02745	Syad.g_00922
OG0001863	Syan.g_02739	Syad.g_00928
OG0001864	Syan.g_01158	Syad.g_00991
OG0001865	Syan.g_00957	Syad.g_01067
OG0001866	Syan.g_01019	Syad.g_01098
OG0001867	Syan.g_01021	Syad.g_02200
OG0001868	Syan.g_01217	Syad.g_02409
OG0001869	Syan.g_02702	Syad.g_01147
OG0001870	Syan.g_02692	Syad.g_01155
OG0001871	Syan.g_02684	Syad.g_01160
OG0001872	Syan.g_02589	Syad.g_01451
OG0001873	Syan.g_02648	Syad.g_01514
OG0001874	Syan.g_02651	Syad.g_01517
OG0001877	Syan.g_00504	Syad.g_01342
OG0001878	Syan.g_00629	Syad.g_01698
OG0001879	Syan.g_00621	Syad.g_01706
OG0001880	Syan.g_00569	Syad.g_01746
OG0001881	Syan.g_00568	Syad.g_01754
OG0001882	Syan.g_00544	Syad.g_01778
OG0001883	Syan.g_00529	Syad.g_01782
OG0001884	Syan.g_00494	Syad.g_01790
OG0001885	Syan.g_00473	Syad.g_01647
OG0001886	Syan.g_00468	Syad.g_01643
OG0001887	Syan.g_02677	Syad.g_01637
OG0001888	Syan.g_00716	Syad.g_01913
OG0001889	Syan.g_00674	Syad.g_01873
OG0001890	Syan.g_00394	Syad.g_01220
OG0001891	Syan.g_00399	Syad.g_01207
OG0001892	Syan.g_00516	Syad.g_01193
OG0001893	Syan.g_00004	Syad.g_02170
OG0001894	Syan.g_00817	Syad.g_02153
OG0001895	Syan.g_01300	Syad.g_02253
OG0001896	Syan.g_02388	Syad.g_02457
OG0001897	Syan.g_02134	Syad.g_00771
OG0001898	Syan.g_02153	Syad.g_00755
OG0001899	Syan.g_02211	Syad.g_00682
OG0001900	Syan.g_02049	Syad.g_00547
OG0001901	Syan.g_02048	Syad.g_00546
OG0001902	Syan.g_02017	Syad.g_00516
OG0001903	Syan.g_02008	Syad.g_00506
OG0001904	Syan.g_01952	Syad.g_00433
OG0001905	Syan.g_01942	Syad.g_00420
OG0001906	Syan.g_02282	Syad.g_02847
OG0001907	Syan.g_00148	Syad.g_02868
OG0001908	Syan.g_03050	Syad.g_02917
OG0001909	Syan.g_03064	Syad.g_02929
OG0001910	Syan.g_01520	Syad.g_02980
OG0001912	Syan.g_01575	Syad.g_00001
OG0001913	Syan.g_01577	Syad.g_00003
OG0001914	Syan.g_01144	Syad.g_01532
OG0001915	Syan.g_01702	Syad.g_00153
OG0001917	Syan.g_00361	Syad.g_01684
OG0001918	Syan.g_01607	Syad.g_00117
OG0001924	Syan.g_00021	Syad.g_02188
OG0001925	Syan.g_00022	Syad.g_02189
OG0001926	Syan.g_00023	Syad.g_02190
OG0001927	Syan.g_00024	Syad.g_02191
OG0001929	Syan.g_01710	Syad.g_00230
OG0001932	Syan.g_01904	Syad.g_00355
OG0001933	Syan.g_02976	Syad.g_02804
OG0001934	Syan.g_02968	Syad.g_02789
OG0001935	Syan.g_02914	Syad.g_02736
OG0001936	Syan.g_00425	Syad.g_02103
OG0001937	Syan.g_01361	Syad.g_02576
OG0001938	Syan.g_02766	Syad.g_00898
OG0001939	Syan.g_01324	Syad.g_01363, Syad.g_01362
OG0001940	Syan.g_00941	Syad.g_01054
OG0001941	Syan.g_01221	Syad.g_02414
OG0001943	Syan.g_02630	Syad.g_02034
OG0001944	Syan.g_02679	Syad.g_01981
OG0001947	Syan.g_03108	Syad.g_01272
OG0001948	Syan.g_00600	Syad.g_01714
OG0001949	Syan.g_00578	Syad.g_01734
OG0001950	Syan.g_00576	Syad.g_01736
OG0001951	Syan.g_00567	Syad.g_01755
OG0001952	Syan.g_00543	Syad.g_01779
OG0001953	Syan.g_00542	Syad.g_01780
OG0001954	Syan.g_00547	Syad.g_01991
OG0001957	Syan.g_01137	Syad.g_02165
OG0001958	Syan.g_00773	Syad.g_01575
OG0001961	Syan.g_02851	Syad.g_02358
OG0001964	Syan.g_02122	Syad.g_00606
OG0001966	Syan.g_02055	Syad.g_00553
OG0001967	Syan.g_02053	Syad.g_00551
OG0001968	Syan.g_02052	Syad.g_00550
OG0001969	Syan.g_01989	Syad.g_00482
OG0001970	Syan.g_02280	Syad.g_02849
OG0001971	Syan.g_03062	Syad.g_02927
OG0001972	Syan.g_01532	Syad.g_03000
OG0001975	Syan.g_01145	Syad.g_01531
OG0001976	Syan.g_01143	Syad.g_01533
OG0001978	Syan.g_01808	Syad.g_00252
OG0001979	Syan.g_00402	Syad.g_01361
OG0001980	Syan.g_02152	Syad.g_00751, Syad.g_00622
OG0001993	Syan.g_00019	Syad.g_02186
OG0001994	Syan.g_00020	Syad.g_02187
OG0001995	Syan.g_02683	Syad.g_01377
OG0001997	Syan.g_02953	Syad.g_02778
OG0001999	Syan.g_01453	Syad.g_02484
OG0002000	Syan.g_01195	Syad.g_00951
OG0002002	Syan.g_02590	Syad.g_01452
OG0002006	Syan.g_02104, Syan.g_03107	Syad.g_01259
OG0002007	Syan.g_00310	Syad.g_01258
OG0002008	Syan.g_00627	Syad.g_01700
OG0002009	Syan.g_00726	Syad.g_01933
OG0002010	Syan.g_02819	Syad.g_02309
OG0002011	Syan.g_02576	Syad.g_01964
OG0002014	Syan.g_01958	Syad.g_00442, Syad.g_02622
OG0002016	Syan.g_03114	Syad.g_02973
OG0002017	Syan.g_01624	Syad.g_00070
OG0002019	Syan.g_01903	Syad.g_01962
OG0002020	Syan.g_01671	Syad.g_00120
OG0002021	Syan.g_01673	Syad.g_00118
OG0002022	Syan.g_01674	Syad.g_00115
OG0002023	Syan.g_01675	Syad.g_00114
OG0002024	Syan.g_01667	Syad.g_00108
OG0002037	Syan.g_02857	Syad.g_00902
OG0002039	Syan.g_02665	Syad.g_01176
OG0002040	Syan.g_02663	Syad.g_01177
OG0002041	Syan.g_00596	Syad.g_01718
OG0002042	Syan.g_00572	Syad.g_01743
OG0002043	Syan.g_00483	Syad.g_01657
OG0002044	Syan.g_00652	Syad.g_01245
OG0002046	Syan.g_02870	Syad.g_02366
OG0002048	Syan.g_02169	Syad.g_00714
OG0002049	Syan.g_02128	Syad.g_00631
OG0002050	Syan.g_02042	Syad.g_00540
OG0002051	Syan.g_03047	Syad.g_02914
OG0002054	Syan.g_01668	Syad.g_00107
OG0002055	Syan.g_01664	Syad.g_00110
OG0002056	Syan.g_02007	Syad.g_00505
OG0002113	Syan.g_01741	Syad.g_00200
OG0002115	Syan.g_01391	Syad.g_02615
OG0002116	Syan.g_01366	Syad.g_02581
OG0002117	Syan.g_02673	Syad.g_01166
OG0002118	Syan.g_02599	Syad.g_01461
OG0002123	Syan.g_00321	Syad.g_01813
OG0002124	Syan.g_00400	Syad.g_01203
OG0002128	Syan.g_02541	Syad.g_01530
OG0002129	Syan.g_01329	Syad.g_02292
OG0002130	Syan.g_01211	Syad.g_02403
OG0002131	Syan.g_01672	Syad.g_00119
OG0002132	Syan.g_01663	Syad.g_00111
OG0002133	Syan.g_01665	Syad.g_00109
OG0002134	Syan.g_01917	Syad.g_00365
OG0002135	Syan.g_01437	Syad.g_02654
