Orthogroup	Syan	Pray
OG0001167	Syan.g_00992	Pray.g_01523
OG0001168	Syan.g_01456	Pray.g_01521
OG0001169	Syan.g_01458	Pray.g_01519
OG0001170	Syan.g_01460	Pray.g_01517
OG0001171	Syan.g_01470	Pray.g_01508
OG0001172	Syan.g_02110	Pray.g_01237
OG0001173	Syan.g_02111	Pray.g_01238
OG0001174	Syan.g_02119	Pray.g_01246
OG0001175	Syan.g_02120	Pray.g_01247
OG0001176	Syan.g_02253	Pray.g_01254
OG0001177	Syan.g_02256	Pray.g_01257
OG0001179	Syan.g_02218	Pray.g_01290
OG0001180	Syan.g_02191	Pray.g_01312
OG0001181	Syan.g_02187	Pray.g_01316
OG0001182	Syan.g_02179	Pray.g_01323
OG0001183	Syan.g_02166	Pray.g_01328
OG0001184	Syan.g_01929	Pray.g_01344
OG0001185	Syan.g_01902	Pray.g_01358
OG0001186	Syan.g_01864	Pray.g_01382
OG0001187	Syan.g_01811	Pray.g_01386
OG0001188	Syan.g_01806	Pray.g_01389
OG0001189	Syan.g_01723	Pray.g_01406
OG0001190	Syan.g_01565	Pray.g_01410
OG0001191	Syan.g_01578	Pray.g_01420
OG0001192	Syan.g_01585	Pray.g_01425
OG0001193	Syan.g_01626	Pray.g_01435
OG0001194	Syan.g_01627	Pray.g_01436
OG0001195	Syan.g_01628	Pray.g_01437
OG0001196	Syan.g_01693	Pray.g_01450
OG0001197	Syan.g_01695	Pray.g_01451
OG0001198	Syan.g_01793	Pray.g_01458
OG0001199	Syan.g_02913	Pray.g_00215
OG0001200	Syan.g_02915	Pray.g_00213
OG0001201	Syan.g_02975	Pray.g_00181
OG0001202	Syan.g_03084	Pray.g_00680
OG0001203	Syan.g_02426	Pray.g_00719
OG0001204	Syan.g_02097	Pray.g_00724
OG0001205	Syan.g_01337	Pray.g_00935
OG0001206	Syan.g_02880	Pray.g_00952
OG0001207	Syan.g_02772	Pray.g_00967
OG0001208	Syan.g_02762	Pray.g_00972
OG0001209	Syan.g_01163	Pray.g_01226
OG0001210	Syan.g_00830	Pray.g_01221
OG0001211	Syan.g_00852	Pray.g_01211
OG0001212	Syan.g_01002	Pray.g_01167
OG0001213	Syan.g_01141	Pray.g_01134
OG0001214	Syan.g_00814	Pray.g_01126
OG0001215	Syan.g_00539	Pray.g_01073
OG0001216	Syan.g_00319	Pray.g_01038
OG0001217	Syan.g_00617	Pray.g_00293
OG0001218	Syan.g_02837	Pray.g_00300
OG0001219	Syan.g_00477	Pray.g_00337
OG0001220	Syan.g_00203	Pray.g_00400
OG0001221	Syan.g_01446	Pray.g_00463
OG0001222	Syan.g_00552	Pray.g_00503
OG0001223	Syan.g_00599	Pray.g_00529
OG0001224	Syan.g_00294	Pray.g_00580
OG0001225	Syan.g_00292	Pray.g_00582
OG0001226	Syan.g_02922	Pray.g_00608
OG0001227	Syan.g_00940	Pray.g_00626
OG0001228	Syan.g_01938	Pray.g_00018
OG0001229	Syan.g_02631	Pray.g_01831
OG0001230	Syan.g_01288	Pray.g_01730
OG0001231	Syan.g_01764	Pray.g_01625
OG0001232	Syan.g_01439	Pray.g_01536
OG0001233	Syan.g_01461	Pray.g_01516
OG0001234	Syan.g_01995	Pray.g_01249
OG0001235	Syan.g_02130	Pray.g_01259
OG0001236	Syan.g_01933	Pray.g_01341
OG0001237	Syan.g_01928	Pray.g_01345
OG0001239	Syan.g_02910	Pray.g_00218
OG0001240	Syan.g_02963	Pray.g_00196
OG0001242	Syan.g_02297	Pray.g_00170
OG0001243	Syan.g_02289	Pray.g_00164
OG0001244	Syan.g_03004	Pray.g_00148
OG0001245	Syan.g_00179	Pray.g_00858
OG0001246	Syan.g_02734	Pray.g_00995
OG0001247	Syan.g_00199	Pray.g_01080
OG0001249	Syan.g_02150	Pray.g_00326
OG0001250	Syan.g_00382	Pray.g_00389
OG0001251	Syan.g_00490	Pray.g_00437
OG0001252	Syan.g_00304	Pray.g_00575
OG0001253	Syan.g_00099	Pray.g_00627
OG0001254	Syan.g_01148	Pray.g_00095
OG0001256	Syan.g_01384	Pray.g_01632
OG0001257	Syan.g_00925, Syan.g_00217	Pray.g_01626
OG0001258	Syan.g_01395	Pray.g_01562
OG0001259	Syan.g_01459	Pray.g_01518
OG0001260	Syan.g_01478	Pray.g_01502
OG0001261	Syan.g_02209	Pray.g_01298
OG0001262	Syan.g_01721	Pray.g_01404
OG0001263	Syan.g_02286	Pray.g_00161
OG0001265	Syan.g_02299	Pray.g_00171
OG0001266	Syan.g_03088	Pray.g_00684
OG0001267	Syan.g_02023	Pray.g_00759
OG0001268	Syan.g_02138	Pray.g_00817
OG0001270	Syan.g_02393	Pray.g_00924
OG0001271	Syan.g_02849	Pray.g_00962
OG0001272	Syan.g_02758	Pray.g_00976
OG0001274	Syan.g_01528	Pray.g_01060
OG0001275	Syan.g_00628	Pray.g_00539
OG0001276	Syan.g_00360	Pray.g_00559
OG0001277	Syan.g_00007	Pray.g_00616
OG0001278	Syan.g_02585	Pray.g_00013
OG0001279	Syan.g_01306	Pray.g_01926
OG0001281	Syan.g_01220	Pray.g_01865
OG0001282	Syan.g_02774	Pray.g_01828
OG0001283	Syan.g_01687	Pray.g_01809
OG0001284	Syan.g_01369	Pray.g_01652
OG0001285	Syan.g_00977	Pray.g_01533
OG0001286	Syan.g_02193	Pray.g_01310
OG0001287	Syan.g_01894	Pray.g_01366
OG0001289	Syan.g_02942	Pray.g_00202
OG0001291	Syan.g_02273	Pray.g_00154
OG0001292	Syan.g_02091	Pray.g_00729
OG0001293	Syan.g_02051	Pray.g_00741
OG0001294	Syan.g_00758	Pray.g_00856
OG0001295	Syan.g_00836	Pray.g_00957
OG0001296	Syan.g_02728	Pray.g_01000
OG0001297	Syan.g_02724	Pray.g_01005
OG0001298	Syan.g_00944	Pray.g_01185
OG0001299	Syan.g_00764	Pray.g_01097
OG0001303	Syan.g_00479	Pray.g_00543
OG0001304	Syan.g_00345	Pray.g_00569
OG0001305	Syan.g_00191	Pray.g_00588
OG0001306	Syan.g_02714	Pray.g_00078
OG0001308	Syan.g_01248	Pray.g_01712
OG0001309	Syan.g_01196	Pray.g_01628
OG0001310	Syan.g_01422	Pray.g_01547
OG0001311	Syan.g_00358	Pray.g_00561
OG0001312	Syan.g_00496	Pray.g_00492
OG0001314	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470	Pray.g_00285
OG0001315	Syan.g_02168	Pray.g_00227
OG0001317	Syan.g_02422	Pray.g_00715
OG0001318	Syan.g_02060	Pray.g_00737
OG0001319	Syan.g_02034	Pray.g_00752
OG0001323	Syan.g_01193	Pray.g_01010
OG0001325	Syan.g_00323	Pray.g_01035
OG0001326	Syan.g_01636	Pray.g_00425
OG0001327	Syan.g_00753	Pray.g_00600
OG0001328	Syan.g_02675	Pray.g_00625
OG0001329	Syan.g_00838	Pray.g_00104
OG0001330	Syan.g_01202	Pray.g_01896
OG0001331	Syan.g_02779	Pray.g_01823
OG0001332	Syan.g_00412	Pray.g_01679
OG0001333	Syan.g_01455	Pray.g_01522
OG0001336	Syan.g_01688	Pray.g_01447
OG0001341	Syan.g_00524	Pray.g_00291
OG0001345	Syan.g_02655	Pray.g_00044
OG0001346	Syan.g_01214	Pray.g_01869
OG0001351	Syan.g_02804	Pray.g_00944
OG0001353	Syan.g_00372	Pray.g_00380
OG0001354	Syan.g_00585	Pray.g_00521
OG0001356	Syan.g_00067, Syan.g_00246	Pray.g_00312
OG0001358	Syan.g_00017	Pray.g_01143
OG0001360	Syan.g_02653	Pray.g_00628
OG0001361	Syan.g_02658	Pray.g_00047
OG0001364	Syan.g_01950	Pray.g_01334
OG0001365	Syan.g_01570	Pray.g_01414
OG0001369	Syan.g_02962	Pray.g_00197
OG0001371	Syan.g_02927, Syan.g_02928	Pray.g_01084
OG0001373	Syan.g_01635	Pray.g_00424
OG0001374	Syan.g_01644	Pray.g_00432
OG0001376	Syan.g_00511	Pray.g_00594
OG0001377	Syan.g_00510	Pray.g_00595
OG0001378	Syan.g_02392	Pray.g_00133
OG0001379	Syan.g_01206	Pray.g_01876
OG0001380	Syan.g_00442	Pray.g_01841
OG0001382	Syan.g_00680	Pray.g_01611
OG0001385	Syan.g_01632	Pray.g_00421
OG0001386	Syan.g_01633	Pray.g_00422
OG0001387	Syan.g_01634	Pray.g_00423
OG0001388	Syan.g_01637	Pray.g_00426
OG0001389	Syan.g_01639	Pray.g_00427
OG0001390	Syan.g_01640	Pray.g_00428
OG0001391	Syan.g_01641	Pray.g_00429
OG0001392	Syan.g_01642	Pray.g_00430
OG0001393	Syan.g_01643	Pray.g_00431
OG0001395	Syan.g_00340	Pray.g_00571
OG0001398	Syan.g_02932	Pray.g_01599
OG0001399	Syan.g_02175	Pray.g_01251
OG0001402	Syan.g_00011	Pray.g_00307
OG0001403	Syan.g_01744	Pray.g_01492
OG0001404	Syan.g_00343	Pray.g_00221
OG0001406	Syan.g_00512	Pray.g_00593
OG0001407	Syan.g_00455	Pray.g_00606
OG0001408	Syan.g_00073	Pray.g_00611
OG0001409	Syan.g_00284	Pray.g_00056
OG0001413	Syan.g_00029	Pray.g_01637
OG0001415	Syan.g_01004	Pray.g_00712
OG0001416	Syan.g_00103	Pray.g_00949
OG0001417	Syan.g_00583	Pray.g_00959
OG0001418	Syan.g_02689	Pray.g_01079
OG0001419	Syan.g_00454	Pray.g_00607
OG0001420	Syan.g_01180	Pray.g_00124
OG0001422	Syan.g_00645	Pray.g_01606
OG0001423	Syan.g_01318	Pray.g_01751
OG0001425	Syan.g_01584	Pray.g_01424
OG0001428	Syan.g_03039	Pray.g_00653
OG0001429	Syan.g_00480	Pray.g_00338
OG0001432	Syan.g_00092	Pray.g_01639
OG0001433	Syan.g_00245	Pray.g_00311
OG0001434	Syan.g_00717	Pray.g_00472
OG0001437	Syan.g_01005	Pray.g_00711
OG0001439	Syan.g_01986	Pray.g_00785
OG0001441	Syan.g_01191	Pray.g_01012
OG0001442	Syan.g_00709	Pray.g_00283
OG0001447	Syan.g_02288	Pray.g_00163
OG0001449	Syan.g_02058	Pray.g_00880
OG0001452	Syan.g_02066	Pray.g_00439
OG0001453	Syan.g_00608	Pray.g_00533
OG0001454	Syan.g_00418	Pray.g_00621
OG0001456	Syan.g_01646	Pray.g_00087
OG0001457	Syan.g_01647	Pray.g_00086
OG0001458	Syan.g_01648	Pray.g_00085
OG0001459	Syan.g_02343	Pray.g_01912
OG0001460	Syan.g_00244	Pray.g_00310
OG0001462	Syan.g_01737	Pray.g_01496
OG0001467	Syan.g_00107	Pray.g_00327
OG0001471	Syan.g_01991	Pray.g_01636
OG0001473	Syan.g_00133	Pray.g_01383
OG0001474	Syan.g_02137	Pray.g_00818
OG0001475	Syan.g_01833	Pray.g_01795
OG0001479	Syan.g_02140	Pray.g_00815
OG0001480	Syan.g_00072	Pray.g_00846
OG0001486	Syan.g_02698	Pray.g_00066
OG0001492	Syan.g_02588	Pray.g_00016
OG0001493	Syan.g_02578	Pray.g_00008
OG0001502	Syan.g_00401	Pray.g_00318
OG0001504	Syan.g_02344	Pray.g_01911
OG0001507	Syan.g_02695	Pray.g_01584
OG0001508	Syan.g_01814	Pray.g_01807
OG0001520	Syan.g_00943	Pray.g_00872
OG0001522	Syan.g_00464	Pray.g_00381
OG0001525	Syan.g_00831	Pray.g_01620
OG0001546	Syan.g_01188	Pray.g_01015
OG0001547	Syan.g_00462	Pray.g_00320
OG0001549	Syan.g_00077	Pray.g_00407
OG0001553	Syan.g_01282	Pray.g_01725
OG0001554	Syan.g_00282	Pray.g_01630
OG0001557	Syan.g_00721	Pray.g_00468
OG0001564	Syan.g_00082	Pray.g_01767
OG0001566	Syan.g_01072	Pray.g_01087
OG0001567	Syan.g_00461	Pray.g_00319
OG0001568	Syan.g_00463	Pray.g_00321
OG0001570	Syan.g_00636	Pray.g_00121
OG0001584	Syan.g_00701	Pray.g_00484
OG0001587	Syan.g_01482	Pray.g_01230
OG0001627	Syan.g_02410	Pray.g_00297
OG0001635	Syan.g_01876	Pray.g_01577
OG0001666	Syan.g_02339	Pray.g_01913
OG0001712	Syan.g_00786	Pray.g_00901
OG0001726	Syan.g_00041	Pray.g_00898
OG0001774	Syan.g_02509	Pray.g_01086
OG0001919	Syan.g_00078	Pray.g_00877
OG0001928	Syan.g_01312	Pray.g_01746
OG0002029	Syan.g_02340	Pray.g_01914
OG0002399	Syan.g_01314	Pray.g_01747
OG0002495	Syan.g_00177	Pray.g_01850
OG0002562	Syan.g_01321	Pray.g_01754
OG0002840	Syan.g_01320	Pray.g_01753
OG0003086	Syan.g_01315	Pray.g_01748
OG0003809	Syan.g_01096	Pray.g_01781
