Orthogroup	Syal	Praw
OG0001165	Syal.g_00584	Praw.g_00514
OG0001166	Syal.g_00613	Praw.g_00534
OG0001167	Syal.g_00638	Praw.g_00551
OG0001168	Syal.g_00640	Praw.g_00553
OG0001169	Syal.g_00642	Praw.g_00555
OG0001170	Syal.g_00644	Praw.g_00557
OG0001172	Syal.g_00198	Praw.g_01914
OG0001173	Syal.g_00199	Praw.g_01913
OG0001174	Syal.g_00207	Praw.g_01905
OG0001175	Syal.g_00208	Praw.g_01904
OG0001176	Syal.g_00226	Praw.g_01897
OG0001177	Syal.g_00224	Praw.g_01895
OG0001178	Syal.g_00592	Praw.g_01890
OG0001179	Syal.g_00256	Praw.g_00112
OG0001180	Syal.g_00282	Praw.g_00090
OG0001182	Syal.g_00295	Praw.g_00079
OG0001183	Syal.g_00302	Praw.g_00075
OG0001184	Syal.g_01359	Praw.g_00059
OG0001185	Syal.g_01453	Praw.g_00045
OG0001186	Syal.g_00179	Praw.g_00021
OG0001187	Syal.g_00175	Praw.g_00017
OG0001188	Syal.g_00172	Praw.g_00015
OG0001189	Syal.g_00152	Praw.g_01191
OG0001190	Syal.g_01067	Praw.g_01187
OG0001191	Syal.g_01083	Praw.g_01177
OG0001192	Syal.g_01090	Praw.g_01172
OG0001193	Syal.g_01128	Praw.g_01162
OG0001194	Syal.g_01130	Praw.g_01161
OG0001195	Syal.g_01131	Praw.g_01160
OG0001196	Syal.g_00078	Praw.g_01147
OG0001197	Syal.g_00080	Praw.g_01146
OG0001198	Syal.g_00093	Praw.g_01139
OG0001199	Syal.g_00757	Praw.g_01360
OG0001200	Syal.g_00759	Praw.g_01358
OG0001201	Syal.g_00821	Praw.g_01327
OG0001202	Syal.g_00956	Praw.g_01236
OG0001203	Syal.g_00683	Praw.g_01197
OG0001204	Syal.g_01201	Praw.g_00890
OG0001205	Syal.g_00515	Praw.g_00702
OG0001206	Syal.g_00490	Praw.g_00685
OG0001207	Syal.g_02889	Praw.g_00670
OG0001209	Syal.g_02835	Praw.g_00613
OG0001210	Syal.g_02827	Praw.g_00608
OG0001211	Syal.g_02811	Praw.g_00598
OG0001212	Syal.g_02754	Praw.g_01942
OG0001213	Syal.g_02701	Praw.g_00165
OG0001214	Syal.g_02634	Praw.g_01885
OG0001215	Syal.g_01786	Praw.g_01832
OG0001216	Syal.g_01861	Praw.g_01807
OG0001217	Syal.g_02067	Praw.g_01759
OG0001218	Syal.g_00429	Praw.g_01751
OG0001219	Syal.g_02036	Praw.g_01708
OG0001220	Syal.g_02494	Praw.g_01647
OG0001221	Syal.g_02258	Praw.g_01586
OG0001222	Syal.g_02006	Praw.g_01547
OG0001223	Syal.g_01960	Praw.g_01521
OG0001224	Syal.g_01827	Praw.g_01471
OG0001225	Syal.g_01825	Praw.g_01469
OG0001226	Syal.g_00767	Praw.g_01443
OG0001227	Syal.g_01575	Praw.g_01424
OG0001228	Syal.g_02451	Praw.g_00279
OG0001229	Syal.g_01801	Praw.g_01014
OG0001230	Syal.g_00029	Praw.g_01091
OG0001231	Syal.g_00114	Praw.g_00432
OG0001232	Syal.g_00622	Praw.g_00538
OG0001233	Syal.g_00645	Praw.g_00558
OG0001234	Syal.g_00212	Praw.g_01902
OG0001236	Syal.g_01352	Praw.g_00062
OG0001237	Syal.g_01362	Praw.g_00058
OG0001238	Syal.g_01085	Praw.g_01176
OG0001239	Syal.g_00754	Praw.g_01363
OG0001241	Syal.g_00814	Praw.g_01334
OG0001242	Syal.g_00844	Praw.g_01316
OG0001243	Syal.g_00852	Praw.g_01310
OG0001244	Syal.g_00882	Praw.g_01294
OG0001245	Syal.g_02522	Praw.g_00753
OG0001246	Syal.g_02927	Praw.g_00644
OG0001247	Syal.g_01126	Praw.g_01839
OG0001248	Syal.g_01778	Praw.g_01837
OG0001249	Syal.g_00337	Praw.g_01719
OG0001250	Syal.g_02469	Praw.g_01658
OG0001251	Syal.g_02576	Praw.g_01610
OG0001252	Syal.g_01834	Praw.g_01476
OG0001253	Syal.g_02521	Praw.g_01423
OG0001254	Syal.g_02507	Praw.g_00203
OG0001255	Syal.g_02609	Praw.g_00218
OG0001256	Syal.g_00571	Praw.g_00425
OG0001257	Syal.g_02262	Praw.g_00431
OG0001258	Syal.g_00582	Praw.g_00512
OG0001259	Syal.g_00643	Praw.g_00556
OG0001260	Syal.g_00665	Praw.g_00573
OG0001261	Syal.g_00265	Praw.g_00104
OG0001262	Syal.g_00154	Praw.g_01193
OG0001263	Syal.g_00856	Praw.g_01307
OG0001265	Syal.g_00842	Praw.g_01317
OG0001266	Syal.g_00960	Praw.g_01232
OG0001267	Syal.g_01263	Praw.g_00854
OG0001268	Syal.g_00353	Praw.g_00791
OG0001269	Syal.g_02116, Syal.g_02567	Praw.g_00773
OG0001270	Syal.g_00528	Praw.g_00713
OG0001271	Syal.g_00466	Praw.g_00675
OG0001272	Syal.g_02903	Praw.g_00662
OG0001273	Syal.g_02641	Praw.g_00167
OG0001274	Syal.g_01007	Praw.g_01819
OG0001275	Syal.g_01932	Praw.g_01511
OG0001276	Syal.g_01914	Praw.g_01492
OG0001277	Syal.g_02963	Praw.g_01435
OG0001278	Syal.g_01766	Praw.g_00284
OG0001279	Syal.g_02565	Praw.g_00930
OG0001280	Syal.g_01604	Praw.g_00980
OG0001281	Syal.g_01592	Praw.g_00986
OG0001282	Syal.g_02887	Praw.g_01017
OG0001284	Syal.g_03007	Praw.g_00407
OG0001285	Syal.g_00625	Praw.g_00541
OG0001286	Syal.g_00280	Praw.g_00092
OG0001287	Syal.g_01461	Praw.g_00037
OG0001288	Syal.g_01513	Praw.g_00028
OG0001289	Syal.g_00781	Praw.g_01347
OG0001290	Syal.g_00813	Praw.g_01335
OG0001291	Syal.g_00866	Praw.g_01300
OG0001292	Syal.g_01206	Praw.g_00885
OG0001293	Syal.g_01236	Praw.g_00873
OG0001294	Syal.g_02207	Praw.g_00755
OG0001295	Syal.g_01828	Praw.g_00680
OG0001296	Syal.g_02933	Praw.g_00639
OG0001298	Syal.g_02777	Praw.g_01924
OG0001299	Syal.g_02200	Praw.g_01856
OG0001300	Syal.g_01795	Praw.g_01829
OG0001301	Syal.g_01941, Syal.g_01810	Praw.g_01826
OG0001302	Syal.g_02607	Praw.g_01710
OG0001303	Syal.g_02033	Praw.g_01507
OG0001304	Syal.g_01899	Praw.g_01482
OG0001305	Syal.g_01817	Praw.g_01463
OG0001306	Syal.g_01626	Praw.g_00220
OG0001307	Syal.g_02195	Praw.g_00998
OG0001308	Syal.g_00392	Praw.g_00347
OG0001309	Syal.g_02943	Praw.g_00429
OG0001310	Syal.g_00605	Praw.g_00527
OG0001311	Syal.g_01912	Praw.g_01490
OG0001312	Syal.g_02024	Praw.g_01558
OG0001313	Syal.g_00482	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001315	Syal.g_00300	Praw.g_01373
OG0001316	Syal.g_00872	Praw.g_01295
OG0001317	Syal.g_00687	Praw.g_01201
OG0001318	Syal.g_01228	Praw.g_00877
OG0001319	Syal.g_01252	Praw.g_00862
OG0001321	Syal.g_00508	Praw.g_00696
OG0001322	Syal.g_00507	Praw.g_00695
OG0001323	Syal.g_02946	Praw.g_00629
OG0001324	Syal.g_01796	Praw.g_01828
OG0001325	Syal.g_01865	Praw.g_01804
OG0001326	Syal.g_02405, Syal.g_01138	Praw.g_01622
OG0001327	Syal.g_02296	Praw.g_01452
OG0001328	Syal.g_02266	Praw.g_01425
OG0001329	Syal.g_01188	Praw.g_00194
OG0001330	Syal.g_01611	Praw.g_00953
OG0001332	Syal.g_02965	Praw.g_00380
OG0001333	Syal.g_00639	Praw.g_00552
OG0001334	Syal.g_00311	Praw.g_00072
OG0001335	Syal.g_00312	Praw.g_00071
OG0001336	Syal.g_01180	Praw.g_01150
OG0001339	Syal.g_00816	Praw.g_01332
OG0001340	Syal.g_00328	Praw.g_00806
OG0001341	Syal.g_02538	Praw.g_01761
OG0001343	Syal.g_01190	Praw.g_01613
OG0001344	Syal.g_01658	Praw.g_00238
OG0001345	Syal.g_01694	Praw.g_00253
OG0001346	Syal.g_01600	Praw.g_00982
OG0001348	Syal.g_01849	Praw.g_00453
OG0001351	Syal.g_00501	Praw.g_00693
OG0001353	Syal.g_02457	Praw.g_01666
OG0001354	Syal.g_01973	Praw.g_01529
OG0001358	Syal.g_02715	Praw.g_00156
OG0001359	Syal.g_01189	Praw.g_01612
OG0001360	Syal.g_01696	Praw.g_01422
OG0001361	Syal.g_01691	Praw.g_00250
OG0001362	Syal.g_00397	Praw.g_00351
OG0001363	Syal.g_00399	Praw.g_00353
OG0001364	Syal.g_01342	Praw.g_00069
OG0001365	Syal.g_01072	Praw.g_01183
OG0001369	Syal.g_00803	Praw.g_01342
OG0001373	Syal.g_01137	Praw.g_01623
OG0001374	Syal.g_01145	Praw.g_01615
OG0001375	Syal.g_01191	Praw.g_01614
OG0001376	Syal.g_01095	Praw.g_01458
OG0001377	Syal.g_01094	Praw.g_01457
OG0001378	Syal.g_00529	Praw.g_00171
OG0001379	Syal.g_01609	Praw.g_00975
OG0001382	Syal.g_00220	Praw.g_00445
OG0001385	Syal.g_01134	Praw.g_01626
OG0001386	Syal.g_01135	Praw.g_01625
OG0001387	Syal.g_01136	Praw.g_01624
OG0001388	Syal.g_01139	Praw.g_01621
OG0001389	Syal.g_01140	Praw.g_01620
OG0001390	Syal.g_01141	Praw.g_01619
OG0001391	Syal.g_01142	Praw.g_01618
OG0001392	Syal.g_01143	Praw.g_01617
OG0001393	Syal.g_01144	Praw.g_01616
OG0001395	Syal.g_00001, Syal.g_02432	Praw.g_01480
OG0001396	Syal.g_01532	Praw.g_00341
OG0001397	Syal.g_00398	Praw.g_00352
OG0001398	Syal.g_00774	Praw.g_00459
OG0001399	Syal.g_00434	Praw.g_01900
OG0001401	Syal.g_02463	Praw.g_00908
OG0001402	Syal.g_02711	Praw.g_01744
OG0001404	Syal.g_00750	Praw.g_01366
OG0001405	Syal.g_00314	Praw.g_00808
OG0001406	Syal.g_01096	Praw.g_01459
OG0001407	Syal.g_01774	Praw.g_01445
OG0001408	Syal.g_02589	Praw.g_01440
OG0001409	Syal.g_01671	Praw.g_00241
OG0001410	Syal.g_02194	Praw.g_00999
OG0001413	Syal.g_02570	Praw.g_00421
OG0001416	Syal.g_01595	Praw.g_00688
OG0001417	Syal.g_01974	Praw.g_00678
OG0001419	Syal.g_01775	Praw.g_01444
OG0001420	Syal.g_02955	Praw.g_00179
OG0001425	Syal.g_01089	Praw.g_01173
OG0001428	Syal.g_00915	Praw.g_01263
OG0001430	Syal.g_01055	Praw.g_00948
OG0001432	Syal.g_02578	Praw.g_00420
OG0001433	Syal.g_02212	Praw.g_01735
OG0001434	Syal.g_02245	Praw.g_01578
OG0001438	Syal.g_01278	Praw.g_00841
OG0001439	Syal.g_01306	Praw.g_00827
OG0001442	Syal.g_02234	Praw.g_01770
OG0001443	Syal.g_01101	Praw.g_00498
OG0001447	Syal.g_00853	Praw.g_01309
OG0001448	Syal.g_02552	Praw.g_00765
OG0001449	Syal.g_01198	Praw.g_00738
OG0001452	Syal.g_01223	Praw.g_01609
OG0001454	Syal.g_02566	Praw.g_01429
OG0001456	Syal.g_01146	Praw.g_00211
OG0001457	Syal.g_01147	Praw.g_00212
OG0001458	Syal.g_01148	Praw.g_00213
OG0001459	Syal.g_01493, Syal.g_02104	Praw.g_00939
OG0001460	Syal.g_02211	Praw.g_01736
OG0001462	Syal.g_00138	Praw.g_01394
OG0001471	Syal.g_01301	Praw.g_00422
OG0001473	Syal.g_02571	Praw.g_00020
OG0001477	Syal.g_01807	Praw.g_00320
OG0001479	Syal.g_00351	Praw.g_00793
OG0001480	Syal.g_02599	Praw.g_00763
OG0001481	Syal.g_00504	Praw.g_00759
OG0001482	Syal.g_01964	Praw.g_00690
OG0001486	Syal.g_01651	Praw.g_00232
OG0001492	Syal.g_01769	Praw.g_00281
OG0001493	Syal.g_01760	Praw.g_00289
OG0001496	Syal.g_01804	Praw.g_00318
OG0001497	Syal.g_01806	Praw.g_00319
OG0001499	Syal.g_00086	Praw.g_01374
OG0001502	Syal.g_02489	Praw.g_01727
OG0001504	Syal.g_02103, Syal.g_01492	Praw.g_00940, Praw.g_00485
OG0001507	Syal.g_02094	Praw.g_00478
OG0001514	Syal.g_01803	Praw.g_00317
OG0001525	Syal.g_02585	Praw.g_00436
OG0001546	Syal.g_02950	Praw.g_00624
OG0001547	Syal.g_02050	Praw.g_01725
OG0001551	Syal.g_01781	Praw.g_00210
OG0001554	Syal.g_01065	Praw.g_00427
OG0001555	Syal.g_02484	Praw.g_00441
OG0001558	Syal.g_00117	Praw.g_00911
OG0001565	Syal.g_02600	Praw.g_00731
OG0001567	Syal.g_02051	Praw.g_01726
OG0001568	Syal.g_02049	Praw.g_01724
OG0001582	Syal.g_02644	Praw.g_00679
OG0001585	Syal.g_00712	Praw.g_00934
OG0001635	Syal.g_01517	Praw.g_00480
OG0001647	Syal.g_01254	Praw.g_00861
OG0001652	Syal.g_00115	Praw.g_00909
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Praw.g_00938
OG0001667	Syal.g_02863	Praw.g_00956
OG0001671	Syal.g_00993	Praw.g_00916
OG0001719	Syal.g_01472	Praw.g_00744
OG0001744	Syal.g_00735	Praw.g_00965
OG0001745	Syal.g_02530	Praw.g_00419
OG0001792	Syal.g_01737	Praw.g_01068
OG0002032	Syal.g_02367	Praw.g_01174
OG0002244	Syal.g_02093	Praw.g_00477
OG0002291	Syal.g_00876	Praw.g_00927
OG0002451	Syal.g_00743, Syal.g_02161	Praw.g_01777
OG0002590	Syal.g_00017	Praw.g_00295, Praw.g_00892
OG0002885	Syal.g_02167	Praw.g_00729
OG0003059	Syal.g_01388	Praw.g_01812
OG0003157	Syal.g_02168	Praw.g_00723
OG0003158	Syal.g_02171	Praw.g_00720
OG0003336	Syal.g_02169	Praw.g_00722
OG0003337	Syal.g_02170	Praw.g_00721
OG0003616	Syal.g_02162	Praw.g_00728
OG0003617	Syal.g_02163	Praw.g_00727
OG0003618	Syal.g_02164	Praw.g_00726
OG0003619	Syal.g_02165	Praw.g_00725
OG0003620	Syal.g_02166	Praw.g_00724
