Orthogroup	Syal	Prbd
OG0001121	Syal.g_02960	Prbd.g_00425, Prbd.g_00284
OG0001122	Syal.g_01921	Prbd.g_00312
OG0001123	Syal.g_01913	Prbd.g_00316
OG0001124	Syal.g_01911	Prbd.g_00318
OG0001125	Syal.g_01909	Prbd.g_00319
OG0001126	Syal.g_01837	Prbd.g_00329
OG0001127	Syal.g_01836	Prbd.g_00330
OG0001128	Syal.g_01833	Prbd.g_00332
OG0001129	Syal.g_01831	Prbd.g_00333
OG0001130	Syal.g_01830	Prbd.g_00334
OG0001131	Syal.g_02260	Prbd.g_00370
OG0001132	Syal.g_02553	Prbd.g_00380
OG0001133	Syal.g_02710	Prbd.g_00414
OG0001134	Syal.g_02506	Prbd.g_00427
OG0001135	Syal.g_02505	Prbd.g_00430
OG0001136	Syal.g_01650	Prbd.g_00465
OG0001137	Syal.g_01673	Prbd.g_00476
OG0001138	Syal.g_01709	Prbd.g_00494
OG0001139	Syal.g_01711	Prbd.g_00495
OG0001140	Syal.g_01712	Prbd.g_00496
OG0001141	Syal.g_01713	Prbd.g_00497
OG0001142	Syal.g_01714	Prbd.g_00498
OG0001143	Syal.g_01722	Prbd.g_00505
OG0001144	Syal.g_01736	Prbd.g_00510
OG0001145	Syal.g_01614	Prbd.g_01809
OG0001146	Syal.g_01593	Prbd.g_01797
OG0001147	Syal.g_00458	Prbd.g_01778
OG0001148	Syal.g_02886	Prbd.g_01762
OG0001149	Syal.g_02885	Prbd.g_01761
OG0001150	Syal.g_02884	Prbd.g_01760
OG0001151	Syal.g_02872	Prbd.g_01749
OG0001152	Syal.g_02871	Prbd.g_01748
OG0001153	Syal.g_00421	Prbd.g_01657
OG0001154	Syal.g_00422	Prbd.g_01656
OG0001155	Syal.g_02969	Prbd.g_01644
OG0001156	Syal.g_02972	Prbd.g_01641
OG0001157	Syal.g_02973	Prbd.g_01640
OG0001158	Syal.g_02974	Prbd.g_01639
OG0001159	Syal.g_02975	Prbd.g_01638
OG0001160	Syal.g_00564	Prbd.g_01613
OG0001161	Syal.g_01104	Prbd.g_01600
OG0001162	Syal.g_01577	Prbd.g_01589
OG0001163	Syal.g_00573	Prbd.g_01533
OG0001164	Syal.g_00579	Prbd.g_01529
OG0001165	Syal.g_00584	Prbd.g_01526
OG0001166	Syal.g_00613	Prbd.g_01506
OG0001167	Syal.g_00638	Prbd.g_01489
OG0001168	Syal.g_00640	Prbd.g_01487
OG0001169	Syal.g_00642	Prbd.g_01485
OG0001170	Syal.g_00644	Prbd.g_01483
OG0001172	Syal.g_00198	Prbd.g_01460
OG0001173	Syal.g_00199	Prbd.g_01459
OG0001174	Syal.g_00207	Prbd.g_01451
OG0001175	Syal.g_00208	Prbd.g_01450
OG0001176	Syal.g_00226	Prbd.g_01443
OG0001177	Syal.g_00224	Prbd.g_01440
OG0001178	Syal.g_00592	Prbd.g_01435
OG0001179	Syal.g_00256	Prbd.g_01407
OG0001180	Syal.g_00282	Prbd.g_01385
OG0001182	Syal.g_00295	Prbd.g_01374
OG0001183	Syal.g_00302	Prbd.g_01370
OG0001184	Syal.g_01359	Prbd.g_01354
OG0001185	Syal.g_01453	Prbd.g_01340
OG0001186	Syal.g_00179	Prbd.g_01316
OG0001187	Syal.g_00175	Prbd.g_01311
OG0001188	Syal.g_00172	Prbd.g_01309
OG0001189	Syal.g_00152	Prbd.g_01292
OG0001190	Syal.g_01067	Prbd.g_01288
OG0001191	Syal.g_01083	Prbd.g_01278
OG0001192	Syal.g_01090	Prbd.g_01274
OG0001193	Syal.g_01128	Prbd.g_01264
OG0001194	Syal.g_01130	Prbd.g_01263
OG0001195	Syal.g_01131	Prbd.g_01262
OG0001196	Syal.g_00078	Prbd.g_01249
OG0001197	Syal.g_00080	Prbd.g_01248
OG0001198	Syal.g_00093	Prbd.g_01240
OG0001199	Syal.g_00757	Prbd.g_01170
OG0001200	Syal.g_00759	Prbd.g_01168
OG0001201	Syal.g_00821	Prbd.g_01136
OG0001202	Syal.g_00956	Prbd.g_01041
OG0001203	Syal.g_00683	Prbd.g_01001
OG0001204	Syal.g_01201	Prbd.g_00996
OG0001205	Syal.g_00515	Prbd.g_00797
OG0001206	Syal.g_00490	Prbd.g_00780
OG0001207	Syal.g_02889	Prbd.g_00765
OG0001208	Syal.g_02899	Prbd.g_00760
OG0001209	Syal.g_02835	Prbd.g_00707
OG0001210	Syal.g_02827	Prbd.g_00702
OG0001211	Syal.g_02811	Prbd.g_00692
OG0001212	Syal.g_02754	Prbd.g_00648
OG0001213	Syal.g_02701	Prbd.g_00615
OG0001214	Syal.g_02634	Prbd.g_00607
OG0001215	Syal.g_01786	Prbd.g_00554
OG0001216	Syal.g_01861	Prbd.g_00009
OG0001217	Syal.g_02067	Prbd.g_00049
OG0001218	Syal.g_00429	Prbd.g_00056
OG0001219	Syal.g_02036	Prbd.g_00091
OG0001220	Syal.g_02494	Prbd.g_00154
OG0001221	Syal.g_02258	Prbd.g_00217
OG0001222	Syal.g_02006	Prbd.g_00256
OG0001223	Syal.g_01960	Prbd.g_00282
OG0001224	Syal.g_01827	Prbd.g_00336
OG0001225	Syal.g_01825	Prbd.g_00338
OG0001226	Syal.g_00767	Prbd.g_00364
OG0001227	Syal.g_01575	Prbd.g_00383
OG0001228	Syal.g_02451	Prbd.g_00513
OG0001229	Syal.g_01801	Prbd.g_01766
OG0001230	Syal.g_00029	Prbd.g_01697
OG0001231	Syal.g_00114	Prbd.g_01591
OG0001232	Syal.g_00622	Prbd.g_01502
OG0001233	Syal.g_00645	Prbd.g_01482
OG0001234	Syal.g_00212	Prbd.g_01448
OG0001236	Syal.g_01352	Prbd.g_01357
OG0001237	Syal.g_01362	Prbd.g_01353
OG0001238	Syal.g_01085	Prbd.g_01277
OG0001239	Syal.g_00754	Prbd.g_01173
OG0001240	Syal.g_00804	Prbd.g_01151
OG0001241	Syal.g_00814	Prbd.g_01143
OG0001242	Syal.g_00844	Prbd.g_01124
OG0001243	Syal.g_00852	Prbd.g_01118
OG0001244	Syal.g_00882	Prbd.g_01101
OG0001245	Syal.g_02522	Prbd.g_00858
OG0001246	Syal.g_02927	Prbd.g_00738
OG0001247	Syal.g_01126	Prbd.g_00561
OG0001248	Syal.g_01778	Prbd.g_00559
OG0001249	Syal.g_00337	Prbd.g_00080
OG0001250	Syal.g_02469	Prbd.g_00143
OG0001251	Syal.g_02576	Prbd.g_00191
OG0001252	Syal.g_01834	Prbd.g_00331
OG0001253	Syal.g_02521	Prbd.g_00384
OG0001254	Syal.g_02507	Prbd.g_00429
OG0001255	Syal.g_02609	Prbd.g_00452
OG0001256	Syal.g_00571	Prbd.g_01598
OG0001257	Syal.g_02262	Prbd.g_01592
OG0001258	Syal.g_00582	Prbd.g_01528
OG0001259	Syal.g_00643	Prbd.g_01484
OG0001260	Syal.g_00665	Prbd.g_01467
OG0001261	Syal.g_00265	Prbd.g_01399
OG0001262	Syal.g_00154	Prbd.g_01294
OG0001263	Syal.g_00856	Prbd.g_01115
OG0001265	Syal.g_00842	Prbd.g_01125
OG0001266	Syal.g_00960	Prbd.g_01037
OG0001267	Syal.g_01263	Prbd.g_00959
OG0001268	Syal.g_00353	Prbd.g_00900
OG0001269	Syal.g_02116, Syal.g_02567	Prbd.g_00880
OG0001270	Syal.g_00528	Prbd.g_00808
OG0001271	Syal.g_00466	Prbd.g_00770
OG0001272	Syal.g_02903	Prbd.g_00756
OG0001273	Syal.g_02641	Prbd.g_00613
OG0001274	Syal.g_01007	Prbd.g_00541
OG0001275	Syal.g_01932	Prbd.g_00292
OG0001276	Syal.g_01914	Prbd.g_00315
OG0001277	Syal.g_02963	Prbd.g_00372
OG0001278	Syal.g_01766	Prbd.g_00518
OG0001279	Syal.g_02565	Prbd.g_01893
OG0001280	Syal.g_01604	Prbd.g_01802
OG0001281	Syal.g_01592	Prbd.g_01796
OG0001282	Syal.g_02887	Prbd.g_01763
OG0001283	Syal.g_01179	Prbd.g_01744
OG0001284	Syal.g_03007	Prbd.g_01618, Prbd.g_01619
OG0001285	Syal.g_00625	Prbd.g_01499
OG0001286	Syal.g_00280	Prbd.g_01387
OG0001287	Syal.g_01461	Prbd.g_01333
OG0001288	Syal.g_01513	Prbd.g_01324
OG0001289	Syal.g_00781	Prbd.g_01157
OG0001290	Syal.g_00813	Prbd.g_01144
OG0001291	Syal.g_00866	Prbd.g_01108
OG0001292	Syal.g_01206	Prbd.g_00991
OG0001293	Syal.g_01236	Prbd.g_00978
OG0001294	Syal.g_02207	Prbd.g_00860
OG0001295	Syal.g_01828	Prbd.g_00775
OG0001296	Syal.g_02933	Prbd.g_00733
OG0001298	Syal.g_02777	Prbd.g_00666
OG0001299	Syal.g_02200	Prbd.g_00578
OG0001300	Syal.g_01795	Prbd.g_00551
OG0001301	Syal.g_01941, Syal.g_01810	Prbd.g_00548
OG0001302	Syal.g_02607	Prbd.g_00089
OG0001303	Syal.g_02033	Prbd.g_00296
OG0001304	Syal.g_01899	Prbd.g_00325
OG0001305	Syal.g_01817	Prbd.g_00344
OG0001306	Syal.g_01626	Prbd.g_00454
OG0001307	Syal.g_02195	Prbd.g_01781
OG0001308	Syal.g_00392	Prbd.g_01679
OG0001309	Syal.g_02943	Prbd.g_01594
OG0001310	Syal.g_00605	Prbd.g_01513
OG0001311	Syal.g_01912	Prbd.g_00317
OG0001312	Syal.g_02024	Prbd.g_00245
OG0001315	Syal.g_00300	Prbd.g_01182
OG0001316	Syal.g_00872	Prbd.g_01102
OG0001317	Syal.g_00687	Prbd.g_01005
OG0001318	Syal.g_01228	Prbd.g_00983
OG0001319	Syal.g_01252	Prbd.g_00967
OG0001321	Syal.g_00508	Prbd.g_00791
OG0001322	Syal.g_00507	Prbd.g_00790
OG0001323	Syal.g_02946	Prbd.g_00723
OG0001324	Syal.g_01796	Prbd.g_00550
OG0001325	Syal.g_01865	Prbd.g_00012
OG0001326	Syal.g_02405, Syal.g_01138	Prbd.g_00179
OG0001327	Syal.g_02296	Prbd.g_00356
OG0001328	Syal.g_02266	Prbd.g_00382
OG0001329	Syal.g_01188	Prbd.g_00421
OG0001332	Syal.g_02965	Prbd.g_01646
OG0001333	Syal.g_00639	Prbd.g_01488
OG0001334	Syal.g_00311	Prbd.g_01367
OG0001335	Syal.g_00312	Prbd.g_01366
OG0001336	Syal.g_01180	Prbd.g_01252
OG0001339	Syal.g_00816	Prbd.g_01141
OG0001340	Syal.g_00328	Prbd.g_00911
OG0001341	Syal.g_02538	Prbd.g_00047
OG0001343	Syal.g_01190	Prbd.g_00188
OG0001344	Syal.g_01658	Prbd.g_00472
OG0001345	Syal.g_01694	Prbd.g_00487
OG0001346	Syal.g_01600	Prbd.g_01800
OG0001347	Syal.g_01531	Prbd.g_01815
OG0001348	Syal.g_01849	Prbd.g_01570
OG0001349	Syal.g_01426	Prbd.g_01719
OG0001351	Syal.g_00501	Prbd.g_00788
OG0001353	Syal.g_02457	Prbd.g_00134
OG0001354	Syal.g_01973	Prbd.g_00274
OG0001358	Syal.g_02715	Prbd.g_00624
OG0001359	Syal.g_01189	Prbd.g_00189
OG0001360	Syal.g_01696	Prbd.g_00385
OG0001361	Syal.g_01691	Prbd.g_00484
OG0001362	Syal.g_00397	Prbd.g_01675
OG0001363	Syal.g_00399	Prbd.g_01673
OG0001364	Syal.g_01342	Prbd.g_01364
OG0001365	Syal.g_01072	Prbd.g_01284
OG0001369	Syal.g_00803	Prbd.g_01152
OG0001373	Syal.g_01137	Prbd.g_00178
OG0001374	Syal.g_01145	Prbd.g_00186
OG0001375	Syal.g_01191	Prbd.g_00187
OG0001376	Syal.g_01095	Prbd.g_00350
OG0001377	Syal.g_01094	Prbd.g_00351
OG0001378	Syal.g_00529	Prbd.g_00394
OG0001379	Syal.g_01609	Prbd.g_01807
OG0001382	Syal.g_00220	Prbd.g_01578
OG0001385	Syal.g_01134	Prbd.g_00175
OG0001386	Syal.g_01135	Prbd.g_00176
OG0001387	Syal.g_01136	Prbd.g_00177
OG0001388	Syal.g_01139	Prbd.g_00180
OG0001389	Syal.g_01140	Prbd.g_00181
OG0001390	Syal.g_01141	Prbd.g_00182
OG0001391	Syal.g_01142	Prbd.g_00183
OG0001392	Syal.g_01143	Prbd.g_00184
OG0001393	Syal.g_01144	Prbd.g_00185
OG0001394	Syal.g_02250	Prbd.g_00221
OG0001395	Syal.g_00001, Syal.g_02432	Prbd.g_00327
OG0001396	Syal.g_01532	Prbd.g_01814
OG0001397	Syal.g_00398	Prbd.g_01674
OG0001398	Syal.g_00774	Prbd.g_01565
OG0001399	Syal.g_00434	Prbd.g_01446
OG0001400	Syal.g_00879	Prbd.g_00002
OG0001402	Syal.g_02711	Prbd.g_00063
OG0001404	Syal.g_00750	Prbd.g_01176
OG0001405	Syal.g_00314	Prbd.g_00913
OG0001406	Syal.g_01096	Prbd.g_00349
OG0001407	Syal.g_01774	Prbd.g_00362
OG0001408	Syal.g_02589	Prbd.g_00367
OG0001409	Syal.g_01671	Prbd.g_00475
OG0001410	Syal.g_02194	Prbd.g_01780
OG0001413	Syal.g_02570	Prbd.g_01603
OG0001416	Syal.g_01595	Prbd.g_00783
OG0001417	Syal.g_01974	Prbd.g_00773
OG0001419	Syal.g_01775	Prbd.g_00363
OG0001420	Syal.g_02955	Prbd.g_00403
OG0001423	Syal.g_00726	Prbd.g_00832
OG0001428	Syal.g_00915	Prbd.g_01068
OG0001432	Syal.g_02578	Prbd.g_01605
OG0001433	Syal.g_02212	Prbd.g_00829
OG0001434	Syal.g_02245	Prbd.g_00225
OG0001435	Syal.g_02290	Prbd.g_00202
OG0001438	Syal.g_01278	Prbd.g_00946
OG0001439	Syal.g_01306	Prbd.g_00932
OG0001442	Syal.g_02234	Prbd.g_00037
OG0001447	Syal.g_00853	Prbd.g_01117
OG0001448	Syal.g_02552	Prbd.g_00872
OG0001449	Syal.g_01198	Prbd.g_00841
OG0001452	Syal.g_01223	Prbd.g_00193
OG0001454	Syal.g_02566	Prbd.g_00378
OG0001456	Syal.g_01146	Prbd.g_00445
OG0001457	Syal.g_01147	Prbd.g_00446
OG0001458	Syal.g_01148	Prbd.g_00447
OG0001459	Syal.g_01493, Syal.g_02104	Prbd.g_01879
OG0001460	Syal.g_02211	Prbd.g_00828
OG0001461	Syal.g_02091	Prbd.g_00823
OG0001462	Syal.g_00138	Prbd.g_01203
OG0001471	Syal.g_01301	Prbd.g_01602
OG0001473	Syal.g_02571	Prbd.g_01315
OG0001474	Syal.g_00354	Prbd.g_00899
OG0001479	Syal.g_00351	Prbd.g_00902
OG0001480	Syal.g_02599	Prbd.g_00870
OG0001481	Syal.g_00504	Prbd.g_00865
OG0001482	Syal.g_01964	Prbd.g_00785
OG0001486	Syal.g_01651	Prbd.g_00466
OG0001492	Syal.g_01769	Prbd.g_00515
OG0001493	Syal.g_01760	Prbd.g_00523
OG0001495	Syal.g_00223	Prbd.g_01441
OG0001499	Syal.g_00086	Prbd.g_01183
OG0001502	Syal.g_02489	Prbd.g_00072
OG0001504	Syal.g_02103, Syal.g_01492	Prbd.g_01878
OG0001507	Syal.g_02094	Prbd.g_01549
OG0001520	Syal.g_02790	Prbd.g_00846
OG0001525	Syal.g_02585	Prbd.g_01586
OG0001546	Syal.g_02950	Prbd.g_00718
OG0001547	Syal.g_02050	Prbd.g_00074
OG0001551	Syal.g_01781	Prbd.g_00444
OG0001554	Syal.g_01065	Prbd.g_01596
OG0001555	Syal.g_02484	Prbd.g_01582
OG0001567	Syal.g_02051	Prbd.g_00073
OG0001568	Syal.g_02049	Prbd.g_00075
OG0001570	Syal.g_02053	Prbd.g_00405
OG0001572	Syal.g_03017	Prbd.g_00003
OG0001582	Syal.g_02644	Prbd.g_00774
OG0001585	Syal.g_00712	Prbd.g_01889
OG0001625	Syal.g_01230	Prbd.g_00981
OG0001635	Syal.g_01517	Prbd.g_01545
OG0001647	Syal.g_01254	Prbd.g_00966
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Prbd.g_01880
OG0001667	Syal.g_02863	Prbd.g_01857
OG0001695	Syal.g_01165	Prbd.g_01854
OG0001719	Syal.g_01472	Prbd.g_00848
OG0001740	Syal.g_01167	Prbd.g_01853
OG0001744	Syal.g_00735	Prbd.g_01829
OG0001745	Syal.g_02530	Prbd.g_01606
OG0001990	Syal.g_01168	Prbd.g_00438
OG0002020	Syal.g_01161	Prbd.g_01852
OG0002021	Syal.g_01159	Prbd.g_01850
OG0002022	Syal.g_01158	Prbd.g_01849
OG0002023	Syal.g_01157	Prbd.g_01848
OG0002024	Syal.g_01151	Prbd.g_01844
OG0002029	Syal.g_00704	Prbd.g_01881
OG0002032	Syal.g_02367	Prbd.g_01275
OG0002054	Syal.g_01150	Prbd.g_01843
OG0002055	Syal.g_01153	Prbd.g_01846
OG0002131	Syal.g_01160	Prbd.g_01851
OG0002132	Syal.g_01154	Prbd.g_01847
OG0002133	Syal.g_01152	Prbd.g_01845
OG0002178	Syal.g_01156	Prbd.g_01841
OG0002249	Syal.g_02368, Syal.g_02383, Syal.g_00722	Prbd.g_00820
OG0002291	Syal.g_00876	Prbd.g_01899
OG0002375	Syal.g_01427	Prbd.g_01718
OG0002380	Syal.g_00701	Prbd.g_00837
OG0002432	Syal.g_01034, Syal.g_01035, Syal.g_01036	Prbd.g_01821
OG0002445	Syal.g_00455	Prbd.g_01097
OG0002492	Syal.g_01030, Syal.g_01029, Syal.g_01031	Prbd.g_01823
OG0002582	Syal.g_01382	Prbd.g_01709
OG0002592	Syal.g_01032	Prbd.g_01819
OG0002632	Syal.g_01033	Prbd.g_01822
OG0002723	Syal.g_01428	Prbd.g_01717
OG0002785	Syal.g_01857	Prbd.g_00535
OG0003033	Syal.g_01429	Prbd.g_01715
OG0003499	Syal.g_00033	Prbd.g_01818
