Orthogroup	Prbl	Prae
OG0001132	Prbl.g_01603	Prae.g_01081
OG0001133	Prbl.g_01621	Prae.g_01115
OG0001134	Prbl.g_02204	Prae.g_01130
OG0001135	Prbl.g_02202	Prae.g_01133
OG0001136	Prbl.g_02082	Prae.g_01160
OG0001137	Prbl.g_02102	Prae.g_01171
OG0001138	Prbl.g_01118	Prae.g_01189
OG0001139	Prbl.g_01116	Prae.g_01190
OG0001140	Prbl.g_01115	Prae.g_01191
OG0001141	Prbl.g_01114	Prae.g_01192
OG0001142	Prbl.g_01113	Prae.g_01193
OG0001143	Prbl.g_01376	Prae.g_01200
OG0001144	Prbl.g_02580	Prae.g_01205
OG0001145	Prbl.g_01711	Prae.g_01320
OG0001146	Prbl.g_01727	Prae.g_01333
OG0001147	Prbl.g_01333	Prae.g_01354
OG0001148	Prbl.g_00501	Prae.g_01370
OG0001149	Prbl.g_00500	Prae.g_01371
OG0001150	Prbl.g_00499	Prae.g_01372
OG0001151	Prbl.g_00487	Prae.g_01383
OG0001152	Prbl.g_00486	Prae.g_01384
OG0001153	Prbl.g_00704	Prae.g_01491
OG0001154	Prbl.g_00705	Prae.g_01492
OG0001155	Prbl.g_00454	Prae.g_01504
OG0001156	Prbl.g_00451	Prae.g_01507
OG0001157	Prbl.g_01604	Prae.g_01508
OG0001158	Prbl.g_00450	Prae.g_01509
OG0001159	Prbl.g_00449	Prae.g_01510
OG0001160	Prbl.g_00420	Prae.g_01534
OG0001161	Prbl.g_01601	Prae.g_01547
OG0001162	Prbl.g_00048	Prae.g_01558
OG0001163	Prbl.g_00406	Prae.g_01615
OG0001164	Prbl.g_00401	Prae.g_01619
OG0001165	Prbl.g_00398	Prae.g_01622
OG0001166	Prbl.g_00371	Prae.g_01642
OG0001167	Prbl.g_00350	Prae.g_01659
OG0001168	Prbl.g_00348	Prae.g_01661
OG0001169	Prbl.g_00346	Prae.g_01663
OG0001170	Prbl.g_00344	Prae.g_01665
OG0001171	Prbl.g_00334	Prae.g_01674
OG0001173	Prbl.g_01062	Prae.g_01690
OG0001174	Prbl.g_01054	Prae.g_01698
OG0001175	Prbl.g_01053	Prae.g_01699
OG0001176	Prbl.g_00953	Prae.g_01706
OG0001177	Prbl.g_00951	Prae.g_01709
OG0001179	Prbl.g_00982	Prae.g_01742
OG0001180	Prbl.g_01134	Prae.g_01765
OG0001181	Prbl.g_01138	Prae.g_01769
OG0001182	Prbl.g_01147	Prae.g_01776
OG0001183	Prbl.g_01175	Prae.g_01780
OG0001184	Prbl.g_00848	Prae.g_01796
OG0001185	Prbl.g_01291	Prae.g_01810
OG0001186	Prbl.g_02026	Prae.g_01833
OG0001187	Prbl.g_02022	Prae.g_01837
OG0001188	Prbl.g_02018	Prae.g_01839
OG0001189	Prbl.g_01996	Prae.g_01856
OG0001190	Prbl.g_02239	Prae.g_01860
OG0001191	Prbl.g_02226	Prae.g_01870
OG0001192	Prbl.g_02219	Prae.g_01875
OG0001193	Prbl.g_02181	Prae.g_01885
OG0001194	Prbl.g_02175	Prae.g_01886
OG0001195	Prbl.g_02174	Prae.g_01887
OG0001196	Prbl.g_02138	Prae.g_01900
OG0001197	Prbl.g_02136	Prae.g_01901
OG0001198	Prbl.g_02124	Prae.g_01908
OG0001199	Prbl.g_00602	Prae.g_00074
OG0001200	Prbl.g_00600	Prae.g_00076
OG0001201	Prbl.g_00551	Prae.g_00107
OG0001202	Prbl.g_00095	Prae.g_00202
OG0001203	Prbl.g_00197	Prae.g_00241
OG0001204	Prbl.g_02667	Prae.g_00246
OG0001205	Prbl.g_00642	Prae.g_00419
OG0001206	Prbl.g_01363	Prae.g_00436
OG0001207	Prbl.g_00503	Prae.g_00451
OG0001208	Prbl.g_00513	Prae.g_00456
OG0001209	Prbl.g_00763	Prae.g_00510
OG0001210	Prbl.g_00751	Prae.g_00515
OG0001211	Prbl.g_01884	Prae.g_00525
OG0001212	Prbl.g_01765	Prae.g_00570
OG0001213	Prbl.g_01631	Prae.g_00603
OG0001214	Prbl.g_01641	Prae.g_00611
OG0001215	Prbl.g_01858	Prae.g_00664
OG0001216	Prbl.g_02564	Prae.g_00713
OG0001217	Prbl.g_01904	Prae.g_00752
OG0001218	Prbl.g_00716	Prae.g_00759
OG0001219	Prbl.g_02435	Prae.g_00794
OG0001220	Prbl.g_01567	Prae.g_00857
OG0001221	Prbl.g_02383	Prae.g_00919
OG0001222	Prbl.g_02210	Prae.g_00956
OG0001223	Prbl.g_02503	Prae.g_00982
OG0001224	Prbl.g_00931	Prae.g_01036
OG0001225	Prbl.g_00929	Prae.g_01038
OG0001226	Prbl.g_01704	Prae.g_01066
OG0001227	Prbl.g_00472	Prae.g_01084
OG0001228	Prbl.g_02585	Prae.g_01208
OG0001229	Prbl.g_00409	Prae.g_01366
OG0001230	Prbl.g_00252	Prae.g_01451
OG0001231	Prbl.g_01957	Prae.g_01556
OG0001232	Prbl.g_00366	Prae.g_01646
OG0001233	Prbl.g_00343	Prae.g_01666
OG0001234	Prbl.g_01050	Prae.g_01701
OG0001235	Prbl.g_00948	Prae.g_01711
OG0001236	Prbl.g_00852	Prae.g_01793
OG0001237	Prbl.g_00845	Prae.g_01797
OG0001238	Prbl.g_02225	Prae.g_01871
OG0001239	Prbl.g_00605	Prae.g_00071
OG0001240	Prbl.g_00568	Prae.g_00093
OG0001241	Prbl.g_00558	Prae.g_00101
OG0001242	Prbl.g_01322	Prae.g_00119
OG0001243	Prbl.g_00828	Prae.g_00125
OG0001245	Prbl.g_01693	Prae.g_00380
OG0001246	Prbl.g_00803	Prae.g_00478
OG0001247	Prbl.g_02295	Prae.g_00657
OG0001248	Prbl.g_01869	Prae.g_00659
OG0001249	Prbl.g_01195	Prae.g_00784
OG0001250	Prbl.g_01546	Prae.g_00846
OG0001252	Prbl.g_00936	Prae.g_01031
OG0001253	Prbl.g_01686	Prae.g_01085
OG0001254	Prbl.g_02203	Prae.g_01132
OG0001255	Prbl.g_00036	Prae.g_01147
OG0001258	Prbl.g_00400	Prae.g_01620
OG0001259	Prbl.g_00345	Prae.g_01664
OG0001260	Prbl.g_00315	Prae.g_01680
OG0001261	Prbl.g_00991	Prae.g_01750
OG0001262	Prbl.g_01999	Prae.g_01854
OG0001263	Prbl.g_00826	Prae.g_00128
OG0001265	Prbl.g_01324	Prae.g_00118
OG0001266	Prbl.g_00099	Prae.g_00206
OG0001267	Prbl.g_01453	Prae.g_00281
OG0001268	Prbl.g_01207	Prae.g_00339
OG0001269	Prbl.g_01564	Prae.g_00358
OG0001270	Prbl.g_00654	Prae.g_00408
OG0001271	Prbl.g_01343	Prae.g_00446
OG0001272	Prbl.g_00517	Prae.g_00460
OG0001273	Prbl.g_01634	Prae.g_00605
OG0001274	Prbl.g_01263	Prae.g_00677
OG0001275	Prbl.g_02518	Prae.g_00992
OG0001276	Prbl.g_02535	Prae.g_01015
OG0001277	Prbl.g_02152	Prae.g_01074
OG0001278	Prbl.g_02592	Prae.g_01213
OG0001279	Prbl.g_00156	Prae.g_01265
OG0001280	Prbl.g_01719	Prae.g_01328
OG0001281	Prbl.g_01728	Prae.g_01334
OG0001283	Prbl.g_02143	Prae.g_01388
OG0001285	Prbl.g_00362	Prae.g_01649
OG0001286	Prbl.g_01132	Prae.g_01762
OG0001288	Prbl.g_02059	Prae.g_01826
OG0001290	Prbl.g_00559	Prae.g_00100
OG0001291	Prbl.g_00816	Prae.g_00135
OG0001292	Prbl.g_01512	Prae.g_00251
OG0001293	Prbl.g_01489	Prae.g_00264
OG0001294	Prbl.g_01393	Prae.g_00378
OG0001295	Prbl.g_00748	Prae.g_00441
OG0001297	Prbl.g_00793	Prae.g_00488
OG0001298	Prbl.g_01791	Prae.g_00551
OG0001300	Prbl.g_01873	Prae.g_00667
OG0001301	Prbl.g_00022	Prae.g_00670
OG0001302	Prbl.g_01930	Prae.g_00793
OG0001303	Prbl.g_02437	Prae.g_00996
OG0001307	Prbl.g_00723	Prae.g_01351
OG0001308	Prbl.g_00224	Prae.g_01469
OG0001309	Prbl.g_00787	Prae.g_01553
OG0001310	Prbl.g_00377	Prae.g_01635
OG0001311	Prbl.g_02537	Prae.g_01017
OG0001313	Prbl.g_01354, Prbl.g_01355	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001316	Prbl.g_00809	Prae.g_00140
OG0001319	Prbl.g_01463	Prae.g_00275
OG0001321	Prbl.g_00633	Prae.g_00425
OG0001322	Prbl.g_00632	Prae.g_00426
OG0001323	Prbl.g_00784	Prae.g_00493
OG0001324	Prbl.g_01874	Prae.g_00668
OG0001326	Prbl.g_02168	Prae.g_00881
OG0001328	Prbl.g_02390	Prae.g_01083
OG0001329	Prbl.g_01079	Prae.g_01122
OG0001330	Prbl.g_01712	Prae.g_01292
OG0001331	Prbl.g_00497	Prae.g_01374
OG0001332	Prbl.g_00466	Prae.g_01502
OG0001333	Prbl.g_00349	Prae.g_01660
OG0001334	Prbl.g_01179	Prae.g_01783
OG0001335	Prbl.g_01180	Prae.g_01784
OG0001336	Prbl.g_02142	Prae.g_01897
OG0001339	Prbl.g_00556	Prae.g_00103
OG0001340	Prbl.g_01190	Prae.g_00329
OG0001341	Prbl.g_02285	Prae.g_00750
OG0001344	Prbl.g_02089	Prae.g_01167
OG0001348	Prbl.g_01243	Prae.g_01578
OG0001351	Prbl.g_00624	Prae.g_00428
OG0001352	Prbl.g_00027	Prae.g_00654
OG0001353	Prbl.g_01537	Prae.g_00838
OG0001354	Prbl.g_02494	Prae.g_00974
OG0001356	Prbl.g_02208	Prae.g_01231
OG0001358	Prbl.g_01615	Prae.g_00594
OG0001360	Prbl.g_01104	Prae.g_01086
OG0001361	Prbl.g_00182	Prae.g_01179
OG0001362	Prbl.g_00220	Prae.g_01473
OG0001363	Prbl.g_00218	Prae.g_01475
OG0001365	Prbl.g_02234	Prae.g_01864
OG0001369	Prbl.g_00569	Prae.g_00092
OG0001371	Prbl.g_01915	Prae.g_00653
OG0001372	Prbl.g_01943	Prae.g_00758
OG0001373	Prbl.g_02169	Prae.g_00880
OG0001374	Prbl.g_02161	Prae.g_00888
OG0001376	Prbl.g_02216	Prae.g_01050
OG0001377	Prbl.g_02217	Prae.g_01051
OG0001378	Prbl.g_00661	Prae.g_01095
OG0001379	Prbl.g_01714	Prae.g_01323
OG0001380	Prbl.g_01572	Prae.g_01356
OG0001381	Prbl.g_02577	Prae.g_01362
OG0001382	Prbl.g_02571	Prae.g_01570
OG0001385	Prbl.g_02172	Prae.g_00877
OG0001386	Prbl.g_02171	Prae.g_00878
OG0001387	Prbl.g_02170	Prae.g_00879
OG0001388	Prbl.g_02167	Prae.g_00882
OG0001389	Prbl.g_02166	Prae.g_00883
OG0001390	Prbl.g_02165	Prae.g_00884
OG0001391	Prbl.g_02164	Prae.g_00885
OG0001392	Prbl.g_02163	Prae.g_00886
OG0001393	Prbl.g_02162	Prae.g_00887
OG0001395	Prbl.g_02548	Prae.g_01027
OG0001397	Prbl.g_00219	Prae.g_01474
OG0001398	Prbl.g_01692	Prae.g_01583
OG0001399	Prbl.g_01164, Prbl.g_01151	Prae.g_01703
OG0001401	Prbl.g_01541	Prae.g_00687
OG0001402	Prbl.g_01620	Prae.g_00767
OG0001403	Prbl.g_01976	Prae.g_00030
OG0001405	Prbl.g_01182	Prae.g_00327
OG0001406	Prbl.g_02215	Prae.g_01049
OG0001409	Prbl.g_02100	Prae.g_01170
OG0001410	Prbl.g_00724	Prae.g_01352
OG0001414	Prbl.g_01918	Prae.g_00232
OG0001415	Prbl.g_01770	Prae.g_00234
OG0001416	Prbl.g_01725	Prae.g_00433
OG0001418	Prbl.g_01046	Prae.g_00658
OG0001422	Prbl.g_01370	Prae.g_01576
OG0001425	Prbl.g_02222	Prae.g_01874
OG0001431	Prbl.g_02617	Prae.g_01290
OG0001436	Prbl.g_00873, Prbl.g_00872	Prae.g_01418
OG0001437	Prbl.g_01769	Prae.g_00233
OG0001438	Prbl.g_01438	Prae.g_00294
OG0001441	Prbl.g_00782	Prae.g_00495
OG0001442	Prbl.g_02358	Prae.g_00741
OG0001446	Prbl.g_01075	Prae.g_00079
OG0001449	Prbl.g_01940	Prae.g_00394
OG0001450	Prbl.g_01847	Prae.g_00661
OG0001451	Prbl.g_02546	Prae.g_00866
OG0001455	Prbl.g_00138	Prae.g_01322
OG0001461	Prbl.g_00620	Prae.g_01228
OG0001462	Prbl.g_01983	Prae.g_00034
OG0001463	Prbl.g_01445	Prae.g_00287
OG0001464	Prbl.g_01191	Prae.g_00330
OG0001472	Prbl.g_01833	Prae.g_01552
OG0001481	Prbl.g_00627	Prae.g_00373
OG0001484	Prbl.g_02573	Prae.g_01299
OG0001485	Prbl.g_00462	Prae.g_01588
OG0001491	Prbl.g_01099	Prae.g_00791
OG0001495	Prbl.g_00950	Prae.g_01708
OG0001500	Prbl.g_01919	Prae.g_00266
OG0001501	Prbl.g_00120	Prae.g_00679
OG0001503	Prbl.g_01931	Prae.g_01137
OG0001506	Prbl.g_01086	Prae.g_01500
OG0001525	Prbl.g_01807	Prae.g_01561
OG0001550	Prbl.g_01694	Prae.g_01119
OG0001553	Prbl.g_00245	Prae.g_01456
OG0001555	Prbl.g_01949	Prae.g_01566
OG0001558	Prbl.g_01960	Prae.g_00690
OG0001569	Prbl.g_01813	Prae.g_01091
OG0001598	Prbl.g_02064	Prae.g_00399
OG0001605	Prbl.g_01084	Prae.g_01008
OG0001627	Prbl.g_00458	Prae.g_00756
OG0001635	Prbl.g_01814	Prae.g_01601
OG0001652	Prbl.g_01958	Prae.g_00688
OG0001671	Prbl.g_01248	Prae.g_00695
OG0001684	Prbl.g_01777	Prae.g_00563
OG0001696	Prbl.g_01846	Prae.g_00867
OG0001698	Prbl.g_00031	Prae.g_01058
OG0001749	Prbl.g_00882	Prae.g_01394
OG0001992	Prbl.g_01162	Prae.g_00765
OG0001995	Prbl.g_00757	Prae.g_01259
OG0002364	Prbl.g_02438	Prae.g_00796
