Orthogroup	Prbd	Syal
OG0001121	Prbd.g_00425, Prbd.g_00284	Syal.g_02960
OG0001122	Prbd.g_00312	Syal.g_01921
OG0001123	Prbd.g_00316	Syal.g_01913
OG0001124	Prbd.g_00318	Syal.g_01911
OG0001125	Prbd.g_00319	Syal.g_01909
OG0001126	Prbd.g_00329	Syal.g_01837
OG0001127	Prbd.g_00330	Syal.g_01836
OG0001128	Prbd.g_00332	Syal.g_01833
OG0001129	Prbd.g_00333	Syal.g_01831
OG0001130	Prbd.g_00334	Syal.g_01830
OG0001131	Prbd.g_00370	Syal.g_02260
OG0001132	Prbd.g_00380	Syal.g_02553
OG0001133	Prbd.g_00414	Syal.g_02710
OG0001134	Prbd.g_00427	Syal.g_02506
OG0001135	Prbd.g_00430	Syal.g_02505
OG0001136	Prbd.g_00465	Syal.g_01650
OG0001137	Prbd.g_00476	Syal.g_01673
OG0001138	Prbd.g_00494	Syal.g_01709
OG0001139	Prbd.g_00495	Syal.g_01711
OG0001140	Prbd.g_00496	Syal.g_01712
OG0001141	Prbd.g_00497	Syal.g_01713
OG0001142	Prbd.g_00498	Syal.g_01714
OG0001143	Prbd.g_00505	Syal.g_01722
OG0001144	Prbd.g_00510	Syal.g_01736
OG0001145	Prbd.g_01809	Syal.g_01614
OG0001146	Prbd.g_01797	Syal.g_01593
OG0001147	Prbd.g_01778	Syal.g_00458
OG0001148	Prbd.g_01762	Syal.g_02886
OG0001149	Prbd.g_01761	Syal.g_02885
OG0001150	Prbd.g_01760	Syal.g_02884
OG0001151	Prbd.g_01749	Syal.g_02872
OG0001152	Prbd.g_01748	Syal.g_02871
OG0001153	Prbd.g_01657	Syal.g_00421
OG0001154	Prbd.g_01656	Syal.g_00422
OG0001155	Prbd.g_01644	Syal.g_02969
OG0001156	Prbd.g_01641	Syal.g_02972
OG0001157	Prbd.g_01640	Syal.g_02973
OG0001158	Prbd.g_01639	Syal.g_02974
OG0001159	Prbd.g_01638	Syal.g_02975
OG0001160	Prbd.g_01613	Syal.g_00564
OG0001161	Prbd.g_01600	Syal.g_01104
OG0001162	Prbd.g_01589	Syal.g_01577
OG0001163	Prbd.g_01533	Syal.g_00573
OG0001164	Prbd.g_01529	Syal.g_00579
OG0001165	Prbd.g_01526	Syal.g_00584
OG0001166	Prbd.g_01506	Syal.g_00613
OG0001167	Prbd.g_01489	Syal.g_00638
OG0001168	Prbd.g_01487	Syal.g_00640
OG0001169	Prbd.g_01485	Syal.g_00642
OG0001170	Prbd.g_01483	Syal.g_00644
OG0001172	Prbd.g_01460	Syal.g_00198
OG0001173	Prbd.g_01459	Syal.g_00199
OG0001174	Prbd.g_01451	Syal.g_00207
OG0001175	Prbd.g_01450	Syal.g_00208
OG0001176	Prbd.g_01443	Syal.g_00226
OG0001177	Prbd.g_01440	Syal.g_00224
OG0001178	Prbd.g_01435	Syal.g_00592
OG0001179	Prbd.g_01407	Syal.g_00256
OG0001180	Prbd.g_01385	Syal.g_00282
OG0001182	Prbd.g_01374	Syal.g_00295
OG0001183	Prbd.g_01370	Syal.g_00302
OG0001184	Prbd.g_01354	Syal.g_01359
OG0001185	Prbd.g_01340	Syal.g_01453
OG0001186	Prbd.g_01316	Syal.g_00179
OG0001187	Prbd.g_01311	Syal.g_00175
OG0001188	Prbd.g_01309	Syal.g_00172
OG0001189	Prbd.g_01292	Syal.g_00152
OG0001190	Prbd.g_01288	Syal.g_01067
OG0001191	Prbd.g_01278	Syal.g_01083
OG0001192	Prbd.g_01274	Syal.g_01090
OG0001193	Prbd.g_01264	Syal.g_01128
OG0001194	Prbd.g_01263	Syal.g_01130
OG0001195	Prbd.g_01262	Syal.g_01131
OG0001196	Prbd.g_01249	Syal.g_00078
OG0001197	Prbd.g_01248	Syal.g_00080
OG0001198	Prbd.g_01240	Syal.g_00093
OG0001199	Prbd.g_01170	Syal.g_00757
OG0001200	Prbd.g_01168	Syal.g_00759
OG0001201	Prbd.g_01136	Syal.g_00821
OG0001202	Prbd.g_01041	Syal.g_00956
OG0001203	Prbd.g_01001	Syal.g_00683
OG0001204	Prbd.g_00996	Syal.g_01201
OG0001205	Prbd.g_00797	Syal.g_00515
OG0001206	Prbd.g_00780	Syal.g_00490
OG0001207	Prbd.g_00765	Syal.g_02889
OG0001208	Prbd.g_00760	Syal.g_02899
OG0001209	Prbd.g_00707	Syal.g_02835
OG0001210	Prbd.g_00702	Syal.g_02827
OG0001211	Prbd.g_00692	Syal.g_02811
OG0001212	Prbd.g_00648	Syal.g_02754
OG0001213	Prbd.g_00615	Syal.g_02701
OG0001214	Prbd.g_00607	Syal.g_02634
OG0001215	Prbd.g_00554	Syal.g_01786
OG0001216	Prbd.g_00009	Syal.g_01861
OG0001217	Prbd.g_00049	Syal.g_02067
OG0001218	Prbd.g_00056	Syal.g_00429
OG0001219	Prbd.g_00091	Syal.g_02036
OG0001220	Prbd.g_00154	Syal.g_02494
OG0001221	Prbd.g_00217	Syal.g_02258
OG0001222	Prbd.g_00256	Syal.g_02006
OG0001223	Prbd.g_00282	Syal.g_01960
OG0001224	Prbd.g_00336	Syal.g_01827
OG0001225	Prbd.g_00338	Syal.g_01825
OG0001226	Prbd.g_00364	Syal.g_00767
OG0001227	Prbd.g_00383	Syal.g_01575
OG0001228	Prbd.g_00513	Syal.g_02451
OG0001229	Prbd.g_01766	Syal.g_01801
OG0001230	Prbd.g_01697	Syal.g_00029
OG0001231	Prbd.g_01591	Syal.g_00114
OG0001232	Prbd.g_01502	Syal.g_00622
OG0001233	Prbd.g_01482	Syal.g_00645
OG0001234	Prbd.g_01448	Syal.g_00212
OG0001236	Prbd.g_01357	Syal.g_01352
OG0001237	Prbd.g_01353	Syal.g_01362
OG0001238	Prbd.g_01277	Syal.g_01085
OG0001239	Prbd.g_01173	Syal.g_00754
OG0001240	Prbd.g_01151	Syal.g_00804
OG0001241	Prbd.g_01143	Syal.g_00814
OG0001242	Prbd.g_01124	Syal.g_00844
OG0001243	Prbd.g_01118	Syal.g_00852
OG0001244	Prbd.g_01101	Syal.g_00882
OG0001245	Prbd.g_00858	Syal.g_02522
OG0001246	Prbd.g_00738	Syal.g_02927
OG0001247	Prbd.g_00561	Syal.g_01126
OG0001248	Prbd.g_00559	Syal.g_01778
OG0001249	Prbd.g_00080	Syal.g_00337
OG0001250	Prbd.g_00143	Syal.g_02469
OG0001251	Prbd.g_00191	Syal.g_02576
OG0001252	Prbd.g_00331	Syal.g_01834
OG0001253	Prbd.g_00384	Syal.g_02521
OG0001254	Prbd.g_00429	Syal.g_02507
OG0001255	Prbd.g_00452	Syal.g_02609
OG0001256	Prbd.g_01598	Syal.g_00571
OG0001257	Prbd.g_01592	Syal.g_02262
OG0001258	Prbd.g_01528	Syal.g_00582
OG0001259	Prbd.g_01484	Syal.g_00643
OG0001260	Prbd.g_01467	Syal.g_00665
OG0001261	Prbd.g_01399	Syal.g_00265
OG0001262	Prbd.g_01294	Syal.g_00154
OG0001263	Prbd.g_01115	Syal.g_00856
OG0001265	Prbd.g_01125	Syal.g_00842
OG0001266	Prbd.g_01037	Syal.g_00960
OG0001267	Prbd.g_00959	Syal.g_01263
OG0001268	Prbd.g_00900	Syal.g_00353
OG0001269	Prbd.g_00880	Syal.g_02116, Syal.g_02567
OG0001270	Prbd.g_00808	Syal.g_00528
OG0001271	Prbd.g_00770	Syal.g_00466
OG0001272	Prbd.g_00756	Syal.g_02903
OG0001273	Prbd.g_00613	Syal.g_02641
OG0001274	Prbd.g_00541	Syal.g_01007
OG0001275	Prbd.g_00292	Syal.g_01932
OG0001276	Prbd.g_00315	Syal.g_01914
OG0001277	Prbd.g_00372	Syal.g_02963
OG0001278	Prbd.g_00518	Syal.g_01766
OG0001279	Prbd.g_01893	Syal.g_02565
OG0001280	Prbd.g_01802	Syal.g_01604
OG0001281	Prbd.g_01796	Syal.g_01592
OG0001282	Prbd.g_01763	Syal.g_02887
OG0001283	Prbd.g_01744	Syal.g_01179
OG0001284	Prbd.g_01618, Prbd.g_01619	Syal.g_03007
OG0001285	Prbd.g_01499	Syal.g_00625
OG0001286	Prbd.g_01387	Syal.g_00280
OG0001287	Prbd.g_01333	Syal.g_01461
OG0001288	Prbd.g_01324	Syal.g_01513
OG0001289	Prbd.g_01157	Syal.g_00781
OG0001290	Prbd.g_01144	Syal.g_00813
OG0001291	Prbd.g_01108	Syal.g_00866
OG0001292	Prbd.g_00991	Syal.g_01206
OG0001293	Prbd.g_00978	Syal.g_01236
OG0001294	Prbd.g_00860	Syal.g_02207
OG0001295	Prbd.g_00775	Syal.g_01828
OG0001296	Prbd.g_00733	Syal.g_02933
OG0001298	Prbd.g_00666	Syal.g_02777
OG0001299	Prbd.g_00578	Syal.g_02200
OG0001300	Prbd.g_00551	Syal.g_01795
OG0001301	Prbd.g_00548	Syal.g_01941, Syal.g_01810
OG0001302	Prbd.g_00089	Syal.g_02607
OG0001303	Prbd.g_00296	Syal.g_02033
OG0001304	Prbd.g_00325	Syal.g_01899
OG0001305	Prbd.g_00344	Syal.g_01817
OG0001306	Prbd.g_00454	Syal.g_01626
OG0001307	Prbd.g_01781	Syal.g_02195
OG0001308	Prbd.g_01679	Syal.g_00392
OG0001309	Prbd.g_01594	Syal.g_02943
OG0001310	Prbd.g_01513	Syal.g_00605
OG0001311	Prbd.g_00317	Syal.g_01912
OG0001312	Prbd.g_00245	Syal.g_02024
OG0001315	Prbd.g_01182	Syal.g_00300
OG0001316	Prbd.g_01102	Syal.g_00872
OG0001317	Prbd.g_01005	Syal.g_00687
OG0001318	Prbd.g_00983	Syal.g_01228
OG0001319	Prbd.g_00967	Syal.g_01252
OG0001321	Prbd.g_00791	Syal.g_00508
OG0001322	Prbd.g_00790	Syal.g_00507
OG0001323	Prbd.g_00723	Syal.g_02946
OG0001324	Prbd.g_00550	Syal.g_01796
OG0001325	Prbd.g_00012	Syal.g_01865
OG0001326	Prbd.g_00179	Syal.g_02405, Syal.g_01138
OG0001327	Prbd.g_00356	Syal.g_02296
OG0001328	Prbd.g_00382	Syal.g_02266
OG0001329	Prbd.g_00421	Syal.g_01188
OG0001332	Prbd.g_01646	Syal.g_02965
OG0001333	Prbd.g_01488	Syal.g_00639
OG0001334	Prbd.g_01367	Syal.g_00311
OG0001335	Prbd.g_01366	Syal.g_00312
OG0001336	Prbd.g_01252	Syal.g_01180
OG0001339	Prbd.g_01141	Syal.g_00816
OG0001340	Prbd.g_00911	Syal.g_00328
OG0001341	Prbd.g_00047	Syal.g_02538
OG0001343	Prbd.g_00188	Syal.g_01190
OG0001344	Prbd.g_00472	Syal.g_01658
OG0001345	Prbd.g_00487	Syal.g_01694
OG0001346	Prbd.g_01800	Syal.g_01600
OG0001347	Prbd.g_01815	Syal.g_01531
OG0001348	Prbd.g_01570	Syal.g_01849
OG0001349	Prbd.g_01719	Syal.g_01426
OG0001351	Prbd.g_00788	Syal.g_00501
OG0001353	Prbd.g_00134	Syal.g_02457
OG0001354	Prbd.g_00274	Syal.g_01973
OG0001358	Prbd.g_00624	Syal.g_02715
OG0001359	Prbd.g_00189	Syal.g_01189
OG0001360	Prbd.g_00385	Syal.g_01696
OG0001361	Prbd.g_00484	Syal.g_01691
OG0001362	Prbd.g_01675	Syal.g_00397
OG0001363	Prbd.g_01673	Syal.g_00399
OG0001364	Prbd.g_01364	Syal.g_01342
OG0001365	Prbd.g_01284	Syal.g_01072
OG0001369	Prbd.g_01152	Syal.g_00803
OG0001373	Prbd.g_00178	Syal.g_01137
OG0001374	Prbd.g_00186	Syal.g_01145
OG0001375	Prbd.g_00187	Syal.g_01191
OG0001376	Prbd.g_00350	Syal.g_01095
OG0001377	Prbd.g_00351	Syal.g_01094
OG0001378	Prbd.g_00394	Syal.g_00529
OG0001379	Prbd.g_01807	Syal.g_01609
OG0001382	Prbd.g_01578	Syal.g_00220
OG0001385	Prbd.g_00175	Syal.g_01134
OG0001386	Prbd.g_00176	Syal.g_01135
OG0001387	Prbd.g_00177	Syal.g_01136
OG0001388	Prbd.g_00180	Syal.g_01139
OG0001389	Prbd.g_00181	Syal.g_01140
OG0001390	Prbd.g_00182	Syal.g_01141
OG0001391	Prbd.g_00183	Syal.g_01142
OG0001392	Prbd.g_00184	Syal.g_01143
OG0001393	Prbd.g_00185	Syal.g_01144
OG0001394	Prbd.g_00221	Syal.g_02250
OG0001395	Prbd.g_00327	Syal.g_00001, Syal.g_02432
OG0001396	Prbd.g_01814	Syal.g_01532
OG0001397	Prbd.g_01674	Syal.g_00398
OG0001398	Prbd.g_01565	Syal.g_00774
OG0001399	Prbd.g_01446	Syal.g_00434
OG0001400	Prbd.g_00002	Syal.g_00879
OG0001402	Prbd.g_00063	Syal.g_02711
OG0001404	Prbd.g_01176	Syal.g_00750
OG0001405	Prbd.g_00913	Syal.g_00314
OG0001406	Prbd.g_00349	Syal.g_01096
OG0001407	Prbd.g_00362	Syal.g_01774
OG0001408	Prbd.g_00367	Syal.g_02589
OG0001409	Prbd.g_00475	Syal.g_01671
OG0001410	Prbd.g_01780	Syal.g_02194
OG0001413	Prbd.g_01603	Syal.g_02570
OG0001416	Prbd.g_00783	Syal.g_01595
OG0001417	Prbd.g_00773	Syal.g_01974
OG0001419	Prbd.g_00363	Syal.g_01775
OG0001420	Prbd.g_00403	Syal.g_02955
OG0001423	Prbd.g_00832	Syal.g_00726
OG0001428	Prbd.g_01068	Syal.g_00915
OG0001432	Prbd.g_01605	Syal.g_02578
OG0001433	Prbd.g_00829	Syal.g_02212
OG0001434	Prbd.g_00225	Syal.g_02245
OG0001435	Prbd.g_00202	Syal.g_02290
OG0001438	Prbd.g_00946	Syal.g_01278
OG0001439	Prbd.g_00932	Syal.g_01306
OG0001442	Prbd.g_00037	Syal.g_02234
OG0001447	Prbd.g_01117	Syal.g_00853
OG0001448	Prbd.g_00872	Syal.g_02552
OG0001449	Prbd.g_00841	Syal.g_01198
OG0001452	Prbd.g_00193	Syal.g_01223
OG0001454	Prbd.g_00378	Syal.g_02566
OG0001456	Prbd.g_00445	Syal.g_01146
OG0001457	Prbd.g_00446	Syal.g_01147
OG0001458	Prbd.g_00447	Syal.g_01148
OG0001459	Prbd.g_01879	Syal.g_01493, Syal.g_02104
OG0001460	Prbd.g_00828	Syal.g_02211
OG0001461	Prbd.g_00823	Syal.g_02091
OG0001462	Prbd.g_01203	Syal.g_00138
OG0001471	Prbd.g_01602	Syal.g_01301
OG0001473	Prbd.g_01315	Syal.g_02571
OG0001474	Prbd.g_00899	Syal.g_00354
OG0001479	Prbd.g_00902	Syal.g_00351
OG0001480	Prbd.g_00870	Syal.g_02599
OG0001481	Prbd.g_00865	Syal.g_00504
OG0001482	Prbd.g_00785	Syal.g_01964
OG0001486	Prbd.g_00466	Syal.g_01651
OG0001492	Prbd.g_00515	Syal.g_01769
OG0001493	Prbd.g_00523	Syal.g_01760
OG0001495	Prbd.g_01441	Syal.g_00223
OG0001499	Prbd.g_01183	Syal.g_00086
OG0001502	Prbd.g_00072	Syal.g_02489
OG0001504	Prbd.g_01878	Syal.g_02103, Syal.g_01492
OG0001507	Prbd.g_01549	Syal.g_02094
OG0001520	Prbd.g_00846	Syal.g_02790
OG0001525	Prbd.g_01586	Syal.g_02585
OG0001546	Prbd.g_00718	Syal.g_02950
OG0001547	Prbd.g_00074	Syal.g_02050
OG0001551	Prbd.g_00444	Syal.g_01781
OG0001554	Prbd.g_01596	Syal.g_01065
OG0001555	Prbd.g_01582	Syal.g_02484
OG0001567	Prbd.g_00073	Syal.g_02051
OG0001568	Prbd.g_00075	Syal.g_02049
OG0001570	Prbd.g_00405	Syal.g_02053
OG0001572	Prbd.g_00003	Syal.g_03017
OG0001582	Prbd.g_00774	Syal.g_02644
OG0001585	Prbd.g_01889	Syal.g_00712
OG0001625	Prbd.g_00981	Syal.g_01230
OG0001635	Prbd.g_01545	Syal.g_01517
OG0001647	Prbd.g_00966	Syal.g_01254
OG0001666	Prbd.g_01880	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Prbd.g_01857	Syal.g_02863
OG0001695	Prbd.g_01854	Syal.g_01165
OG0001719	Prbd.g_00848	Syal.g_01472
OG0001740	Prbd.g_01853	Syal.g_01167
OG0001744	Prbd.g_01829	Syal.g_00735
OG0001745	Prbd.g_01606	Syal.g_02530
OG0001990	Prbd.g_00438	Syal.g_01168
OG0002020	Prbd.g_01852	Syal.g_01161
OG0002021	Prbd.g_01850	Syal.g_01159
OG0002022	Prbd.g_01849	Syal.g_01158
OG0002023	Prbd.g_01848	Syal.g_01157
OG0002024	Prbd.g_01844	Syal.g_01151
OG0002029	Prbd.g_01881	Syal.g_00704
OG0002032	Prbd.g_01275	Syal.g_02367
OG0002054	Prbd.g_01843	Syal.g_01150
OG0002055	Prbd.g_01846	Syal.g_01153
OG0002131	Prbd.g_01851	Syal.g_01160
OG0002132	Prbd.g_01847	Syal.g_01154
OG0002133	Prbd.g_01845	Syal.g_01152
OG0002178	Prbd.g_01841	Syal.g_01156
OG0002249	Prbd.g_00820	Syal.g_02368, Syal.g_02383, Syal.g_00722
OG0002291	Prbd.g_01899	Syal.g_00876
OG0002375	Prbd.g_01718	Syal.g_01427
OG0002380	Prbd.g_00837	Syal.g_00701
OG0002432	Prbd.g_01821	Syal.g_01034, Syal.g_01035, Syal.g_01036
OG0002445	Prbd.g_01097	Syal.g_00455
OG0002492	Prbd.g_01823	Syal.g_01030, Syal.g_01029, Syal.g_01031
OG0002582	Prbd.g_01709	Syal.g_01382
OG0002592	Prbd.g_01819	Syal.g_01032
OG0002632	Prbd.g_01822	Syal.g_01033
OG0002723	Prbd.g_01717	Syal.g_01428
OG0002785	Prbd.g_00535	Syal.g_01857
OG0003033	Prbd.g_01715	Syal.g_01429
OG0003499	Prbd.g_01818	Syal.g_00033
