Orthogroup	Prbd	Syai
OG0001119	Prbd.g_00279	Syai.g_01470
OG0001120	Prbd.g_00281	Syai.g_01466
OG0001121	Prbd.g_00425, Prbd.g_00284	Syai.g_01676
OG0001122	Prbd.g_00312	Syai.g_01437
OG0001123	Prbd.g_00316	Syai.g_01430
OG0001124	Prbd.g_00318	Syai.g_01428
OG0001125	Prbd.g_00319	Syai.g_01426
OG0001126	Prbd.g_00329	Syai.g_02021
OG0001127	Prbd.g_00330	Syai.g_02020
OG0001128	Prbd.g_00332	Syai.g_02017
OG0001129	Prbd.g_00333	Syai.g_02015
OG0001130	Prbd.g_00334	Syai.g_02014
OG0001131	Prbd.g_00370	Syai.g_01281
OG0001132	Prbd.g_00380	Syai.g_01620
OG0001133	Prbd.g_00414	Syai.g_01072
OG0001134	Prbd.g_00427	Syai.g_01745
OG0001135	Prbd.g_00430	Syai.g_01742
OG0001136	Prbd.g_00465	Syai.g_02146
OG0001137	Prbd.g_00476	Syai.g_02126
OG0001138	Prbd.g_00494	Syai.g_01763
OG0001139	Prbd.g_00495	Syai.g_01765
OG0001140	Prbd.g_00496	Syai.g_01766
OG0001141	Prbd.g_00497	Syai.g_01767
OG0001142	Prbd.g_00498	Syai.g_01768
OG0001143	Prbd.g_00505	Syai.g_01778
OG0001144	Prbd.g_00510	Syai.g_01788
OG0001145	Prbd.g_01809	Syai.g_02165
OG0001146	Prbd.g_01797	Syai.g_02185
OG0001147	Prbd.g_01778	Syai.g_00869
OG0001148	Prbd.g_01762	Syai.g_00626
OG0001149	Prbd.g_01761	Syai.g_00625
OG0001150	Prbd.g_01760	Syai.g_00624
OG0001151	Prbd.g_01749	Syai.g_00611
OG0001152	Prbd.g_01748	Syai.g_00610
OG0001153	Prbd.g_01657	Syai.g_00903
OG0001154	Prbd.g_01656	Syai.g_00901
OG0001155	Prbd.g_01644	Syai.g_02298
OG0001156	Prbd.g_01641	Syai.g_02301
OG0001157	Prbd.g_01640	Syai.g_02302
OG0001158	Prbd.g_01639	Syai.g_02303
OG0001159	Prbd.g_01638	Syai.g_02304
OG0001160	Prbd.g_01613	Syai.g_02355
OG0001161	Prbd.g_01600	Syai.g_02803
OG0001162	Prbd.g_01589	Syai.g_01374
OG0001163	Prbd.g_01533	Syai.g_02363
OG0001164	Prbd.g_01529	Syai.g_02369
OG0001165	Prbd.g_01526	Syai.g_02374
OG0001166	Prbd.g_01506	Syai.g_02400
OG0001167	Prbd.g_01489	Syai.g_02254
OG0001168	Prbd.g_01487	Syai.g_02256
OG0001169	Prbd.g_01485	Syai.g_02258
OG0001170	Prbd.g_01483	Syai.g_02260
OG0001171	Prbd.g_01473	Syai.g_02270
OG0001172	Prbd.g_01460	Syai.g_00323
OG0001173	Prbd.g_01459	Syai.g_00324
OG0001174	Prbd.g_01451	Syai.g_00332
OG0001175	Prbd.g_01450	Syai.g_00333
OG0001176	Prbd.g_01443	Syai.g_00352
OG0001177	Prbd.g_01440	Syai.g_00350
OG0001178	Prbd.g_01435	Syai.g_02383
OG0001179	Prbd.g_01407	Syai.g_00385
OG0001180	Prbd.g_01385	Syai.g_00410
OG0001181	Prbd.g_01381	Syai.g_00414
OG0001182	Prbd.g_01374	Syai.g_00423
OG0001183	Prbd.g_01370	Syai.g_00429
OG0001184	Prbd.g_01354	Syai.g_00156
OG0001185	Prbd.g_01340	Syai.g_00117
OG0001186	Prbd.g_01316	Syai.g_00084
OG0001187	Prbd.g_01311	Syai.g_00081
OG0001188	Prbd.g_01309	Syai.g_00078
OG0001189	Prbd.g_01292	Syai.g_00061
OG0001190	Prbd.g_01288	Syai.g_02776
OG0001191	Prbd.g_01278	Syai.g_02788
OG0001192	Prbd.g_01274	Syai.g_02793
OG0001193	Prbd.g_01264	Syai.g_02835
OG0001194	Prbd.g_01263	Syai.g_02838
OG0001195	Prbd.g_01262	Syai.g_02839
OG0001196	Prbd.g_01249	Syai.g_02913
OG0001197	Prbd.g_01248	Syai.g_02915
OG0001198	Prbd.g_01240	Syai.g_02930
OG0001199	Prbd.g_01170	Syai.g_02480
OG0001200	Prbd.g_01168	Syai.g_02482
OG0001202	Prbd.g_01041	Syai.g_02674
OG0001203	Prbd.g_01001	Syai.g_00540
OG0001204	Prbd.g_00996	Syai.g_00312
OG0001205	Prbd.g_00797	Syai.g_02212
OG0001206	Prbd.g_00780	Syai.g_00853
OG0001207	Prbd.g_00765	Syai.g_00629
OG0001208	Prbd.g_00760	Syai.g_00640
OG0001209	Prbd.g_00707	Syai.g_00711
OG0001210	Prbd.g_00702	Syai.g_00720
OG0001211	Prbd.g_00692	Syai.g_00735
OG0001212	Prbd.g_00648	Syai.g_00799
OG0001213	Prbd.g_00615	Syai.g_01082
OG0001214	Prbd.g_00607	Syai.g_01106
OG0001215	Prbd.g_00554	Syai.g_01958
OG0001216	Prbd.g_00009	Syai.g_01388
OG0001217	Prbd.g_00049	Syai.g_01185
OG0001218	Prbd.g_00056	Syai.g_00893
OG0001219	Prbd.g_00091	Syai.g_01561
OG0001220	Prbd.g_00154	Syai.g_02087
OG0001221	Prbd.g_00217	Syai.g_01284
OG0001222	Prbd.g_00256	Syai.g_01516
OG0001223	Prbd.g_00282	Syai.g_01463
OG0001224	Prbd.g_00336	Syai.g_02011
OG0001225	Prbd.g_00338	Syai.g_02009
OG0001226	Prbd.g_00364	Syai.g_01154
OG0001227	Prbd.g_00383	Syai.g_02806
OG0001228	Prbd.g_00513	Syai.g_02218
OG0001229	Prbd.g_01766	Syai.g_01986
OG0001230	Prbd.g_01697	Syai.g_00964
OG0001231	Prbd.g_01591	Syai.g_00017
OG0001232	Prbd.g_01502	Syai.g_02410
OG0001233	Prbd.g_01482	Syai.g_02261
OG0001234	Prbd.g_01448	Syai.g_00337
OG0001235	Prbd.g_01438	Syai.g_00343
OG0001236	Prbd.g_01357	Syai.g_00159
OG0001237	Prbd.g_01353	Syai.g_00137
OG0001238	Prbd.g_01277	Syai.g_02789
OG0001239	Prbd.g_01173	Syai.g_02477
OG0001240	Prbd.g_01151	Syai.g_02527
OG0001241	Prbd.g_01143	Syai.g_02537
OG0001242	Prbd.g_01124	Syai.g_02566
OG0001243	Prbd.g_01118	Syai.g_02573
OG0001244	Prbd.g_01101	Syai.g_02605
OG0001245	Prbd.g_00858	Syai.g_02091
OG0001246	Prbd.g_00738	Syai.g_00666
OG0001247	Prbd.g_00561	Syai.g_01380
OG0001248	Prbd.g_00559	Syai.g_01377
OG0001249	Prbd.g_00080	Syai.g_00464
OG0001250	Prbd.g_00143	Syai.g_02053
OG0001251	Prbd.g_00191	Syai.g_02845
OG0001252	Prbd.g_00331	Syai.g_02018
OG0001254	Prbd.g_00429	Syai.g_01744
OG0001255	Prbd.g_00452	Syai.g_01915
OG0001256	Prbd.g_01598	Syai.g_02362
OG0001257	Prbd.g_01592	Syai.g_00848
OG0001258	Prbd.g_01528	Syai.g_02372
OG0001259	Prbd.g_01484	Syai.g_02259
OG0001260	Prbd.g_01467	Syai.g_02281
OG0001261	Prbd.g_01399	Syai.g_00394
OG0001262	Prbd.g_01294	Syai.g_00063
OG0001263	Prbd.g_01115	Syai.g_02576
OG0001265	Prbd.g_01125	Syai.g_02563
OG0001266	Prbd.g_01037	Syai.g_02679
OG0001267	Prbd.g_00959	Syai.g_00259
OG0001268	Prbd.g_00900	Syai.g_00492
OG0001269	Prbd.g_00880	Syai.g_01699
OG0001270	Prbd.g_00808	Syai.g_02231
OG0001271	Prbd.g_00770	Syai.g_00862
OG0001272	Prbd.g_00756	Syai.g_00644
OG0001273	Prbd.g_00613	Syai.g_01099
OG0001274	Prbd.g_00541	Syai.g_02706
OG0001275	Prbd.g_00292	Syai.g_01447
OG0001276	Prbd.g_00315	Syai.g_01431
OG0001277	Prbd.g_00372	Syai.g_02899
OG0001278	Prbd.g_00518	Syai.g_01799
OG0001279	Prbd.g_01893	Syai.g_00991
OG0001280	Prbd.g_01802	Syai.g_02176
OG0001281	Prbd.g_01796	Syai.g_02186
OG0001282	Prbd.g_01763	Syai.g_00627
OG0001283	Prbd.g_01744	Syai.g_02908
OG0001284	Prbd.g_01618, Prbd.g_01619	Syai.g_02338
OG0001285	Prbd.g_01499	Syai.g_02866
OG0001286	Prbd.g_01387	Syai.g_00408
OG0001287	Prbd.g_01333	Syai.g_00109
OG0001289	Prbd.g_01157	Syai.g_02504
OG0001290	Prbd.g_01144	Syai.g_02536
OG0001291	Prbd.g_01108	Syai.g_02587
OG0001292	Prbd.g_00991	Syai.g_00306
OG0001293	Prbd.g_00978	Syai.g_00285
OG0001294	Prbd.g_00860	Syai.g_01242
OG0001295	Prbd.g_00775	Syai.g_00722
OG0001296	Prbd.g_00733	Syai.g_00672
OG0001297	Prbd.g_00728	Syai.g_00676
OG0001298	Prbd.g_00666	Syai.g_00773
OG0001299	Prbd.g_00578	Syai.g_01236
OG0001300	Prbd.g_00551	Syai.g_01982
OG0001301	Prbd.g_00548	Syai.g_01995
OG0001302	Prbd.g_00089	Syai.g_01142
OG0001303	Prbd.g_00296	Syai.g_01559
OG0001304	Prbd.g_00325	Syai.g_01418
OG0001305	Prbd.g_00344	Syai.g_02001
OG0001306	Prbd.g_00454	Syai.g_02160
OG0001307	Prbd.g_01781	Syai.g_01717
OG0001308	Prbd.g_01679	Syai.g_00943
OG0001309	Prbd.g_01594	Syai.g_00682
OG0001311	Prbd.g_00317	Syai.g_01429
OG0001312	Prbd.g_00245	Syai.g_01549
OG0001314	Prbd.g_00039	Syai.g_01341, Syai.g_01810
OG0001315	Prbd.g_01182	Syai.g_00427
OG0001316	Prbd.g_01102	Syai.g_02593
OG0001317	Prbd.g_01005	Syai.g_00534
OG0001318	Prbd.g_00983	Syai.g_00293
OG0001319	Prbd.g_00967	Syai.g_00270
OG0001321	Prbd.g_00791	Syai.g_02195
OG0001322	Prbd.g_00790	Syai.g_02194
OG0001323	Prbd.g_00723	Syai.g_00685
OG0001324	Prbd.g_00550	Syai.g_01983
OG0001325	Prbd.g_00012	Syai.g_01392
OG0001326	Prbd.g_00179	Syai.g_02856
OG0001327	Prbd.g_00356	Syai.g_01250
OG0001328	Prbd.g_00382	Syai.g_01278
OG0001331	Prbd.g_01758	Syai.g_00622
OG0001332	Prbd.g_01646	Syai.g_02293
OG0001333	Prbd.g_01488	Syai.g_02255
OG0001334	Prbd.g_01367	Syai.g_00438
OG0001335	Prbd.g_01366	Syai.g_00439
OG0001336	Prbd.g_01252	Syai.g_02909
OG0001339	Prbd.g_01141	Syai.g_02539
OG0001340	Prbd.g_00911	Syai.g_00453
OG0001343	Prbd.g_00188	Syai.g_02842
OG0001344	Prbd.g_00472	Syai.g_02139
OG0001345	Prbd.g_00487	Syai.g_02110
OG0001346	Prbd.g_01800	Syai.g_02180
OG0001347	Prbd.g_01815	Syai.g_02766
OG0001348	Prbd.g_01570	Syai.g_02033
OG0001349	Prbd.g_01719	Syai.g_02417
OG0001350	Prbd.g_01537	Syai.g_00539
OG0001351	Prbd.g_00788	Syai.g_00843
OG0001352	Prbd.g_00564	Syai.g_00700
OG0001353	Prbd.g_00134	Syai.g_02042
OG0001354	Prbd.g_00274	Syai.g_01477
OG0001356	Prbd.g_00830	Syai.g_02032
OG0001359	Prbd.g_00189	Syai.g_02841
OG0001360	Prbd.g_00385	Syai.g_02107
OG0001361	Prbd.g_00484	Syai.g_02113
OG0001362	Prbd.g_01675	Syai.g_00938
OG0001363	Prbd.g_01673	Syai.g_00936
OG0001364	Prbd.g_01364	Syai.g_00173
OG0001373	Prbd.g_00178	Syai.g_02855
OG0001374	Prbd.g_00186	Syai.g_02863
OG0001375	Prbd.g_00187	Syai.g_02843
OG0001376	Prbd.g_00350	Syai.g_02795
OG0001377	Prbd.g_00351	Syai.g_02794
OG0001378	Prbd.g_00394	Syai.g_02232
OG0001379	Prbd.g_01807	Syai.g_02169
OG0001380	Prbd.g_01776	Syai.g_01168
OG0001381	Prbd.g_01770	Syai.g_02819, Syai.g_01723
OG0001385	Prbd.g_00175	Syai.g_02852
OG0001386	Prbd.g_00176	Syai.g_02853
OG0001387	Prbd.g_00177	Syai.g_02854
OG0001388	Prbd.g_00180	Syai.g_02857
OG0001389	Prbd.g_00181	Syai.g_02858
OG0001390	Prbd.g_00182	Syai.g_02859
OG0001391	Prbd.g_00183	Syai.g_02860
OG0001392	Prbd.g_00184	Syai.g_02861
OG0001393	Prbd.g_00185	Syai.g_02862
OG0001394	Prbd.g_00221	Syai.g_01290
OG0001395	Prbd.g_00327	Syai.g_01410
OG0001396	Prbd.g_01814	Syai.g_02765
OG0001397	Prbd.g_01674	Syai.g_00937
OG0001398	Prbd.g_01565	Syai.g_01587
OG0001402	Prbd.g_00063	Syai.g_01070
OG0001404	Prbd.g_01176	Syai.g_02473
OG0001405	Prbd.g_00913	Syai.g_00441
OG0001406	Prbd.g_00349	Syai.g_02796
OG0001407	Prbd.g_00362	Syai.g_00701
OG0001408	Prbd.g_00367	Syai.g_01831
OG0001413	Prbd.g_01603	Syai.g_01148
OG0001414	Prbd.g_01010	Syai.g_01722
OG0001416	Prbd.g_00783	Syai.g_02183
OG0001417	Prbd.g_00773	Syai.g_01478
OG0001419	Prbd.g_00363	Syai.g_00702
OG0001420	Prbd.g_00403	Syai.g_00697
OG0001421	Prbd.g_01597	Syai.g_01621
OG0001422	Prbd.g_01572	Syai.g_02171
OG0001423	Prbd.g_00832	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001428	Prbd.g_01068	Syai.g_02637
OG0001432	Prbd.g_01605	Syai.g_01943
OG0001433	Prbd.g_00829	Syai.g_02031
OG0001435	Prbd.g_00202	Syai.g_01256
OG0001438	Prbd.g_00946	Syai.g_00244
OG0001439	Prbd.g_00932	Syai.g_00219
OG0001441	Prbd.g_00721	Syai.g_00687
OG0001442	Prbd.g_00037	Syai.g_01305
OG0001446	Prbd.g_01165	Syai.g_00832
OG0001447	Prbd.g_01117	Syai.g_02574
OG0001448	Prbd.g_00872	Syai.g_02808
OG0001449	Prbd.g_00841	Syai.g_00315
OG0001452	Prbd.g_00193	Syai.g_00298
OG0001453	Prbd.g_00286	Syai.g_01455
OG0001454	Prbd.g_00378	Syai.g_01153
OG0001456	Prbd.g_00445	Syai.g_02873
OG0001457	Prbd.g_00446	Syai.g_02874
OG0001458	Prbd.g_00447	Syai.g_02875
OG0001459	Prbd.g_01879	Syai.g_01712
OG0001460	Prbd.g_00828	Syai.g_02030
OG0001461	Prbd.g_00823	Syai.g_01730
OG0001462	Prbd.g_01203	Syai.g_00045
OG0001465	Prbd.g_00542	Syai.g_01384
OG0001467	Prbd.g_00081	Syai.g_01141
OG0001468	Prbd.g_00354	Syai.g_01144
OG0001471	Prbd.g_01602	Syai.g_00224
OG0001472	Prbd.g_01595	Syai.g_01931
OG0001473	Prbd.g_01315	Syai.g_01130
OG0001474	Prbd.g_00899	Syai.g_00493
OG0001479	Prbd.g_00902	Syai.g_00490
OG0001480	Prbd.g_00870	Syai.g_02088
OG0001482	Prbd.g_00785	Syai.g_01468
OG0001484	Prbd.g_01837	Syai.g_02864
OG0001492	Prbd.g_00515	Syai.g_01796
OG0001493	Prbd.g_00523	Syai.g_01820
OG0001495	Prbd.g_01441	Syai.g_00349
OG0001499	Prbd.g_01183	Syai.g_00831, Syai.g_01189
OG0001502	Prbd.g_00072	Syai.g_02079
OG0001504	Prbd.g_01878	Syai.g_01713
OG0001507	Prbd.g_01549	Syai.g_01671
OG0001520	Prbd.g_00846	Syai.g_00757
OG0001546	Prbd.g_00718	Syai.g_00690
OG0001547	Prbd.g_00074	Syai.g_01580
OG0001548	Prbd.g_00078	Syai.g_01157
OG0001549	Prbd.g_00161	Syai.g_02106
OG0001551	Prbd.g_00444	Syai.g_02028
OG0001552	Prbd.g_01922	Syai.g_01018
OG0001554	Prbd.g_01596	Syai.g_02774
OG0001555	Prbd.g_01582	Syai.g_01645
OG0001556	Prbd.g_00825	Syai.g_01757
OG0001567	Prbd.g_00073	Syai.g_01581
OG0001568	Prbd.g_00075	Syai.g_01578
OG0001572	Prbd.g_00003	Syai.g_00564
OG0001573	Prbd.g_00821, Prbd.g_01098	Syai.g_02762
OG0001582	Prbd.g_00774	Syai.g_01500
OG0001585	Prbd.g_01889	Syai.g_01635
OG0001602	Prbd.g_00543	Syai.g_01383
OG0001625	Prbd.g_00981	Syai.g_00291
OG0001633	Prbd.g_01767	Syai.g_00995
OG0001635	Prbd.g_01545	Syai.g_00091
OG0001647	Prbd.g_00966	Syai.g_00268
OG0001667	Prbd.g_01857	Syai.g_01923
OG0001695	Prbd.g_01854	Syai.g_02894
OG0001700	Prbd.g_00827	Syai.g_01204
OG0001740	Prbd.g_01853	Syai.g_02896
OG0001928	Prbd.g_00814	Syai.g_02810
OG0001990	Prbd.g_00438	Syai.g_02897
OG0002020	Prbd.g_01852	Syai.g_02890
OG0002021	Prbd.g_01850	Syai.g_02888
OG0002022	Prbd.g_01849	Syai.g_02885
OG0002023	Prbd.g_01848	Syai.g_02884
OG0002024	Prbd.g_01844	Syai.g_02878
OG0002054	Prbd.g_01843	Syai.g_02877
OG0002055	Prbd.g_01846	Syai.g_02880
OG0002107	Prbd.g_00437	Syai.g_01173
OG0002131	Prbd.g_01851	Syai.g_02889
OG0002132	Prbd.g_01847	Syai.g_02881
OG0002133	Prbd.g_01845	Syai.g_02879
OG0002178	Prbd.g_01841	Syai.g_02882
OG0002225	Prbd.g_00436	Syai.g_01174
OG0002249	Prbd.g_00820	Syai.g_01003, Syai.g_01002, Syai.g_01013, Syai.g_01012
OG0002291	Prbd.g_01899	Syai.g_02653
OG0002380	Prbd.g_00837	Syai.g_00478
OG0002399	Prbd.g_00818	Syai.g_02812
OG0002416	Prbd.g_00529	Syai.g_01181
OG0002708	Prbd.g_00819	Syai.g_01837
OG0002892	Prbd.g_00442	Syai.g_01214
OG0003499	Prbd.g_01818	Syai.g_02720
OG0004283	Prbd.g_01909	Syai.g_00868
