Orthogroup	Prbd	Syak
OG0001121	Prbd.g_00425, Prbd.g_00284	Syak.g_00114
OG0001123	Prbd.g_00316	Syak.g_00650
OG0001124	Prbd.g_00318	Syak.g_00652
OG0001125	Prbd.g_00319	Syak.g_00654
OG0001126	Prbd.g_00329	Syak.g_00757
OG0001127	Prbd.g_00330	Syak.g_00756
OG0001128	Prbd.g_00332	Syak.g_00753
OG0001129	Prbd.g_00333	Syak.g_00751
OG0001130	Prbd.g_00334	Syak.g_00750
OG0001131	Prbd.g_00370	Syak.g_00389
OG0001132	Prbd.g_00380	Syak.g_00120
OG0001133	Prbd.g_00414	Syak.g_00014
OG0001134	Prbd.g_00427	Syak.g_00273
OG0001135	Prbd.g_00430	Syak.g_00274
OG0001136	Prbd.g_00465	Syak.g_00901
OG0001137	Prbd.g_00476	Syak.g_00876
OG0001138	Prbd.g_00494	Syak.g_00839
OG0001139	Prbd.g_00495	Syak.g_00837
OG0001140	Prbd.g_00496	Syak.g_00836
OG0001141	Prbd.g_00497	Syak.g_00835
OG0001142	Prbd.g_00498	Syak.g_00834
OG0001143	Prbd.g_00505	Syak.g_00826
OG0001144	Prbd.g_00510	Syak.g_00815
OG0001145	Prbd.g_01809	Syak.g_00922
OG0001146	Prbd.g_01797	Syak.g_00943
OG0001147	Prbd.g_01778	Syak.g_01113
OG0001148	Prbd.g_01762	Syak.g_02563
OG0001149	Prbd.g_01761	Syak.g_02562
OG0001150	Prbd.g_01760	Syak.g_02561
OG0001151	Prbd.g_01749	Syak.g_02548
OG0001153	Prbd.g_01657	Syak.g_01084
OG0001154	Prbd.g_01656	Syak.g_01085
OG0001155	Prbd.g_01644	Syak.g_02480
OG0001156	Prbd.g_01641	Syak.g_02477
OG0001157	Prbd.g_01640	Syak.g_02476
OG0001158	Prbd.g_01639	Syak.g_02475
OG0001159	Prbd.g_01638	Syak.g_02474
OG0001160	Prbd.g_01613	Syak.g_02437
OG0001161	Prbd.g_01600	Syak.g_01906
OG0001162	Prbd.g_01589	Syak.g_00959
OG0001163	Prbd.g_01533	Syak.g_02429
OG0001164	Prbd.g_01529	Syak.g_02423
OG0001165	Prbd.g_01526	Syak.g_02418
OG0001166	Prbd.g_01506	Syak.g_02394
OG0001167	Prbd.g_01489	Syak.g_02366
OG0001168	Prbd.g_01487	Syak.g_02364
OG0001169	Prbd.g_01485	Syak.g_02362
OG0001170	Prbd.g_01483	Syak.g_02360
OG0001171	Prbd.g_01473	Syak.g_02349
OG0001172	Prbd.g_01460	Syak.g_01388
OG0001173	Prbd.g_01459	Syak.g_01387
OG0001174	Prbd.g_01451	Syak.g_01379
OG0001175	Prbd.g_01450	Syak.g_01378
OG0001176	Prbd.g_01443	Syak.g_01354
OG0001177	Prbd.g_01440	Syak.g_01356
OG0001178	Prbd.g_01435	Syak.g_02411
OG0001179	Prbd.g_01407	Syak.g_01324
OG0001181	Prbd.g_01381	Syak.g_01296
OG0001182	Prbd.g_01374	Syak.g_01287
OG0001183	Prbd.g_01370	Syak.g_01282
OG0001184	Prbd.g_01354	Syak.g_01571
OG0001185	Prbd.g_01340	Syak.g_01643
OG0001186	Prbd.g_01316	Syak.g_01709
OG0001187	Prbd.g_01311	Syak.g_01712
OG0001188	Prbd.g_01309	Syak.g_01714
OG0001189	Prbd.g_01292	Syak.g_01736
OG0001190	Prbd.g_01288	Syak.g_01942
OG0001191	Prbd.g_01278	Syak.g_01928
OG0001192	Prbd.g_01274	Syak.g_01921
OG0001193	Prbd.g_01264	Syak.g_01888
OG0001194	Prbd.g_01263	Syak.g_01882
OG0001195	Prbd.g_01262	Syak.g_01881
OG0001196	Prbd.g_01249	Syak.g_01811
OG0001197	Prbd.g_01248	Syak.g_01809
OG0001198	Prbd.g_01240	Syak.g_01798
OG0001199	Prbd.g_01170	Syak.g_02249
OG0001200	Prbd.g_01168	Syak.g_02247
OG0001201	Prbd.g_01136	Syak.g_02191
OG0001202	Prbd.g_01041	Syak.g_02061
OG0001203	Prbd.g_01001	Syak.g_02307
OG0001204	Prbd.g_00996	Syak.g_01404
OG0001205	Prbd.g_00797	Syak.g_01181
OG0001206	Prbd.g_00780	Syak.g_01148
OG0001207	Prbd.g_00765	Syak.g_02566
OG0001208	Prbd.g_00760	Syak.g_02576
OG0001209	Prbd.g_00707	Syak.g_02643
OG0001210	Prbd.g_00702	Syak.g_02654
OG0001211	Prbd.g_00692	Syak.g_02669
OG0001212	Prbd.g_00648	Syak.g_02728
OG0001213	Prbd.g_00615	Syak.g_00025
OG0001214	Prbd.g_00607	Syak.g_00037
OG0001215	Prbd.g_00554	Syak.g_00697
OG0001216	Prbd.g_00009	Syak.g_00805
OG0001217	Prbd.g_00049	Syak.g_00138
OG0001218	Prbd.g_00056	Syak.g_01093
OG0001219	Prbd.g_00091	Syak.g_00551
OG0001220	Prbd.g_00154	Syak.g_00580
OG0001221	Prbd.g_00217	Syak.g_00390
OG0001222	Prbd.g_00256	Syak.g_00517
OG0001223	Prbd.g_00282	Syak.g_00472
OG0001224	Prbd.g_00336	Syak.g_00739
OG0001226	Prbd.g_00364	Syak.g_02239
OG0001227	Prbd.g_00383	Syak.g_00963
OG0001228	Prbd.g_00513	Syak.g_00619
OG0001229	Prbd.g_01766	Syak.g_00711
OG0001230	Prbd.g_01697	Syak.g_01030
OG0001231	Prbd.g_01591	Syak.g_01777
OG0001232	Prbd.g_01502	Syak.g_02385
OG0001233	Prbd.g_01482	Syak.g_02359
OG0001234	Prbd.g_01448	Syak.g_01374
OG0001235	Prbd.g_01438	Syak.g_01362
OG0001236	Prbd.g_01357	Syak.g_01568
OG0001237	Prbd.g_01353	Syak.g_01573
OG0001238	Prbd.g_01277	Syak.g_01926
OG0001239	Prbd.g_01173	Syak.g_02252
OG0001240	Prbd.g_01151	Syak.g_02206
OG0001241	Prbd.g_01143	Syak.g_02197
OG0001242	Prbd.g_01124	Syak.g_02168
OG0001243	Prbd.g_01118	Syak.g_02160
OG0001244	Prbd.g_01101	Syak.g_02132
OG0001245	Prbd.g_00858	Syak.g_00248
OG0001246	Prbd.g_00738	Syak.g_02604
OG0001247	Prbd.g_00561	Syak.g_00618
OG0001248	Prbd.g_00559	Syak.g_00147
OG0001249	Prbd.g_00080	Syak.g_01251
OG0001250	Prbd.g_00143	Syak.g_00602
OG0001251	Prbd.g_00191	Syak.g_01875
OG0001252	Prbd.g_00331	Syak.g_00754
OG0001253	Prbd.g_00384	Syak.g_00250
OG0001254	Prbd.g_00429	Syak.g_00272
OG0001255	Prbd.g_00452	Syak.g_00066
OG0001256	Prbd.g_01598	Syak.g_02430
OG0001257	Prbd.g_01592	Syak.g_02502
OG0001258	Prbd.g_01528	Syak.g_02420
OG0001259	Prbd.g_01484	Syak.g_02361
OG0001260	Prbd.g_01467	Syak.g_02332
OG0001261	Prbd.g_01399	Syak.g_01315
OG0001262	Prbd.g_01294	Syak.g_01734
OG0001263	Prbd.g_01115	Syak.g_02157
OG0001265	Prbd.g_01125	Syak.g_02170
OG0001266	Prbd.g_01037	Syak.g_02057
OG0001267	Prbd.g_00959	Syak.g_01459
OG0001268	Prbd.g_00900	Syak.g_01240
OG0001269	Prbd.g_00880	Syak.g_02323
OG0001270	Prbd.g_00808	Syak.g_01194
OG0001271	Prbd.g_00770	Syak.g_01121
OG0001272	Prbd.g_00756	Syak.g_02580
OG0001273	Prbd.g_00613	Syak.g_00030
OG0001274	Prbd.g_00541	Syak.g_01988
OG0001275	Prbd.g_00292	Syak.g_00633
OG0001276	Prbd.g_00315	Syak.g_00649
OG0001277	Prbd.g_00372	Syak.g_01829
OG0001278	Prbd.g_00518	Syak.g_00671
OG0001279	Prbd.g_01893	Syak.g_00105
OG0001280	Prbd.g_01802	Syak.g_00933
OG0001281	Prbd.g_01796	Syak.g_00944
OG0001282	Prbd.g_01763	Syak.g_02564
OG0001283	Prbd.g_01744	Syak.g_01818
OG0001284	Prbd.g_01618, Prbd.g_01619	Syak.g_02446
OG0001285	Prbd.g_01499	Syak.g_02381
OG0001286	Prbd.g_01387	Syak.g_01301
OG0001287	Prbd.g_01333	Syak.g_01652
OG0001288	Prbd.g_01324	Syak.g_01686
OG0001289	Prbd.g_01157	Syak.g_02222
OG0001290	Prbd.g_01144	Syak.g_02198
OG0001291	Prbd.g_01108	Syak.g_02147
OG0001292	Prbd.g_00991	Syak.g_01410
OG0001293	Prbd.g_00978	Syak.g_01432
OG0001294	Prbd.g_00860	Syak.g_00355
OG0001295	Prbd.g_00775	Syak.g_00740
OG0001296	Prbd.g_00733	Syak.g_02610
OG0001297	Prbd.g_00728	Syak.g_02614
OG0001298	Prbd.g_00666	Syak.g_02703
OG0001299	Prbd.g_00578	Syak.g_00349
OG0001300	Prbd.g_00551	Syak.g_00706
OG0001301	Prbd.g_00548	Syak.g_00721
OG0001302	Prbd.g_00089	Syak.g_00068
OG0001303	Prbd.g_00296	Syak.g_00548
OG0001304	Prbd.g_00325	Syak.g_00664
OG0001305	Prbd.g_00344	Syak.g_00728
OG0001306	Prbd.g_00454	Syak.g_00915
OG0001307	Prbd.g_01781	Syak.g_00344
OG0001308	Prbd.g_01679	Syak.g_01054
OG0001309	Prbd.g_01594	Syak.g_02620
OG0001311	Prbd.g_00317	Syak.g_00651
OG0001312	Prbd.g_00245	Syak.g_00537
OG0001314	Prbd.g_00039	Syak.g_00124
OG0001315	Prbd.g_01182	Syak.g_01284
OG0001316	Prbd.g_01102	Syak.g_02140
OG0001317	Prbd.g_01005	Syak.g_02302
OG0001318	Prbd.g_00983	Syak.g_01424
OG0001319	Prbd.g_00967	Syak.g_01448
OG0001321	Prbd.g_00791	Syak.g_01172
OG0001322	Prbd.g_00790	Syak.g_01171
OG0001323	Prbd.g_00723	Syak.g_02623
OG0001324	Prbd.g_00550	Syak.g_00707
OG0001325	Prbd.g_00012	Syak.g_00800
OG0001326	Prbd.g_00179	Syak.g_01870, Syak.g_01154
OG0001327	Prbd.g_00356	Syak.g_00362
OG0001328	Prbd.g_00382	Syak.g_00383
OG0001329	Prbd.g_00421	Syak.g_00280
OG0001331	Prbd.g_01758	Syak.g_02559
OG0001332	Prbd.g_01646	Syak.g_02485
OG0001333	Prbd.g_01488	Syak.g_02365
OG0001334	Prbd.g_01367	Syak.g_01274
OG0001335	Prbd.g_01366	Syak.g_01273
OG0001336	Prbd.g_01252	Syak.g_01817
OG0001340	Prbd.g_00911	Syak.g_01261
OG0001343	Prbd.g_00188	Syak.g_01877
OG0001344	Prbd.g_00472	Syak.g_00893
OG0001345	Prbd.g_00487	Syak.g_00856
OG0001346	Prbd.g_01800	Syak.g_00937
OG0001347	Prbd.g_01815	Syak.g_01885, Syak.g_01622
OG0001348	Prbd.g_01570	Syak.g_00774
OG0001350	Prbd.g_01537	Syak.g_02306
OG0001351	Prbd.g_00788	Syak.g_01164
OG0001352	Prbd.g_00564	Syak.g_00764
OG0001353	Prbd.g_00134	Syak.g_00612
OG0001354	Prbd.g_00274	Syak.g_00485
OG0001356	Prbd.g_00830	Syak.g_00773
OG0001358	Prbd.g_00624	Syak.g_00007
OG0001359	Prbd.g_00189	Syak.g_01878
OG0001360	Prbd.g_00385	Syak.g_00854
OG0001361	Prbd.g_00484	Syak.g_00859
OG0001364	Prbd.g_01364	Syak.g_01552
OG0001365	Prbd.g_01284	Syak.g_01937
OG0001369	Prbd.g_01152	Syak.g_02207
OG0001371	Prbd.g_00565	Syak.g_02231
OG0001373	Prbd.g_00178	Syak.g_01871
OG0001374	Prbd.g_00186	Syak.g_01863
OG0001375	Prbd.g_00187	Syak.g_01876
OG0001376	Prbd.g_00350	Syak.g_01916
OG0001377	Prbd.g_00351	Syak.g_01917
OG0001378	Prbd.g_00394	Syak.g_01196
OG0001379	Prbd.g_01807	Syak.g_00927
OG0001380	Prbd.g_01776	Syak.g_00237
OG0001382	Prbd.g_01578	Syak.g_01169
OG0001385	Prbd.g_00175	Syak.g_01874
OG0001386	Prbd.g_00176	Syak.g_01873
OG0001387	Prbd.g_00177	Syak.g_01872
OG0001388	Prbd.g_00180	Syak.g_01869
OG0001389	Prbd.g_00181	Syak.g_01868
OG0001390	Prbd.g_00182	Syak.g_01867
OG0001391	Prbd.g_00183	Syak.g_01866
OG0001392	Prbd.g_00184	Syak.g_01865
OG0001393	Prbd.g_00185	Syak.g_01864
OG0001394	Prbd.g_00221	Syak.g_00399
OG0001395	Prbd.g_00327	Syak.g_00789
OG0001396	Prbd.g_01814	Syak.g_01884
OG0001398	Prbd.g_01565	Syak.g_00571
OG0001399	Prbd.g_01446	Syak.g_01977, Syak.g_01103
OG0001402	Prbd.g_00063	Syak.g_00012
OG0001405	Prbd.g_00913	Syak.g_01271
OG0001406	Prbd.g_00349	Syak.g_01915
OG0001408	Prbd.g_00367	Syak.g_00087
OG0001409	Prbd.g_00475	Syak.g_00878
OG0001410	Prbd.g_01780	Syak.g_00343
OG0001412	Prbd.g_01816	Syak.g_01886
OG0001413	Prbd.g_01603	Syak.g_00103
OG0001416	Prbd.g_00783	Syak.g_00941
OG0001417	Prbd.g_00773	Syak.g_00486
OG0001420	Prbd.g_00403	Syak.g_00997, Syak.g_02635
OG0001422	Prbd.g_01572	Syak.g_00928
OG0001429	Prbd.g_00092	Syak.g_00547
OG0001432	Prbd.g_01605	Syak.g_00095
OG0001433	Prbd.g_00829	Syak.g_00771
OG0001434	Prbd.g_00225	Syak.g_00404
OG0001435	Prbd.g_00202	Syak.g_00369
OG0001438	Prbd.g_00946	Syak.g_01475
OG0001439	Prbd.g_00932	Syak.g_01506
OG0001442	Prbd.g_00037	Syak.g_00415
OG0001447	Prbd.g_01117	Syak.g_02159
OG0001448	Prbd.g_00872	Syak.g_00121
OG0001449	Prbd.g_00841	Syak.g_01401
OG0001452	Prbd.g_00193	Syak.g_01419
OG0001453	Prbd.g_00286	Syak.g_00465
OG0001454	Prbd.g_00378	Syak.g_00249
OG0001456	Prbd.g_00445	Syak.g_01855
OG0001457	Prbd.g_00446	Syak.g_01854
OG0001458	Prbd.g_00447	Syak.g_01853
OG0001459	Prbd.g_01879	Syak.g_00311
OG0001460	Prbd.g_00828	Syak.g_00770
OG0001461	Prbd.g_00823	Syak.g_00276
OG0001462	Prbd.g_01203	Syak.g_01750
OG0001464	Prbd.g_00910	Syak.g_01260
OG0001465	Prbd.g_00542	Syak.g_00775
OG0001467	Prbd.g_00081	Syak.g_01022
OG0001471	Prbd.g_01602	Syak.g_01501
OG0001473	Prbd.g_01315	Syak.g_00102
OG0001474	Prbd.g_00899	Syak.g_01239
OG0001479	Prbd.g_00902	Syak.g_01242
OG0001480	Prbd.g_00870	Syak.g_00084
OG0001482	Prbd.g_00785	Syak.g_00476
OG0001486	Prbd.g_00466	Syak.g_00900
OG0001492	Prbd.g_00515	Syak.g_00668
OG0001493	Prbd.g_00523	Syak.g_00676
OG0001495	Prbd.g_01441	Syak.g_01357
OG0001502	Prbd.g_00072	Syak.g_00586
OG0001504	Prbd.g_01878	Syak.g_00310
OG0001520	Prbd.g_00846	Syak.g_02689
OG0001525	Prbd.g_01586	Syak.g_00091
OG0001546	Prbd.g_00718	Syak.g_02627
OG0001547	Prbd.g_00074	Syak.g_00564
OG0001549	Prbd.g_00161	Syak.g_00577
OG0001551	Prbd.g_00444	Syak.g_00689
OG0001553	Prbd.g_01692	Syak.g_01037
OG0001554	Prbd.g_01596	Syak.g_01945
OG0001556	Prbd.g_00825	Syak.g_00845
OG0001567	Prbd.g_00073	Syak.g_00565
OG0001568	Prbd.g_00075	Syak.g_00562
OG0001570	Prbd.g_00405	Syak.g_00574
OG0001572	Prbd.g_00003	Syak.g_00097
OG0001573	Prbd.g_00821, Prbd.g_01098	Syak.g_01697, Syak.g_01819, Syak.g_00978
OG0001582	Prbd.g_00774	Syak.g_00231
OG0001602	Prbd.g_00543	Syak.g_00776
OG0001625	Prbd.g_00981	Syak.g_01426
OG0001633	Prbd.g_01767	Syak.g_00662
OG0001635	Prbd.g_01545	Syak.g_01690
OG0001647	Prbd.g_00966	Syak.g_01450
OG0001666	Prbd.g_01880	Syak.g_00212
OG0001690	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904	Syak.g_02027
OG0001695	Prbd.g_01854	Syak.g_01836
OG0001700	Prbd.g_00827	Syak.g_00320, Syak.g_00570
OG0001740	Prbd.g_01853	Syak.g_01833
OG0001745	Prbd.g_01606	Syak.g_00281
OG0001928	Prbd.g_00814	Syak.g_00975, Syak.g_00976
OG0001990	Prbd.g_00438	Syak.g_01832
OG0002020	Prbd.g_01852	Syak.g_01840
OG0002021	Prbd.g_01850	Syak.g_01842
OG0002022	Prbd.g_01849	Syak.g_01843
OG0002023	Prbd.g_01848	Syak.g_01844
OG0002024	Prbd.g_01844	Syak.g_01850
OG0002029	Prbd.g_01881	Syak.g_01128
OG0002054	Prbd.g_01843	Syak.g_01851
OG0002055	Prbd.g_01846	Syak.g_01848
OG0002131	Prbd.g_01851	Syak.g_01841
OG0002132	Prbd.g_01847	Syak.g_01847
OG0002133	Prbd.g_01845	Syak.g_01849
OG0002178	Prbd.g_01841	Syak.g_01845
OG0002380	Prbd.g_00837	Syak.g_00175
OG0002592	Prbd.g_01819	Syak.g_01960
OG0002785	Prbd.g_00535	Syak.g_02518
OG0002892	Prbd.g_00442	Syak.g_00308
OG0003499	Prbd.g_01818	Syak.g_02051
OG0003821	Prbd.g_01743	Syak.g_00149
