Orthogroup	Prbd	Syae
OG0001122	Prbd.g_00312	Syae.g_00417
OG0001123	Prbd.g_00316	Syae.g_00424
OG0001124	Prbd.g_00318	Syae.g_00426
OG0001125	Prbd.g_00319	Syae.g_00428
OG0001126	Prbd.g_00329	Syae.g_00807
OG0001127	Prbd.g_00330	Syae.g_00806
OG0001128	Prbd.g_00332	Syae.g_00803
OG0001129	Prbd.g_00333	Syae.g_00801
OG0001130	Prbd.g_00334	Syae.g_00800
OG0001131	Prbd.g_00370	Syae.g_00562
OG0001132	Prbd.g_00380	Syae.g_00242
OG0001133	Prbd.g_00414	Syae.g_00053
OG0001134	Prbd.g_00427	Syae.g_00638
OG0001135	Prbd.g_00430	Syae.g_00636
OG0001136	Prbd.g_00465	Syae.g_00923
OG0001137	Prbd.g_00476	Syae.g_00903
OG0001138	Prbd.g_00494	Syae.g_00654
OG0001139	Prbd.g_00495	Syae.g_00656
OG0001140	Prbd.g_00496	Syae.g_00657
OG0001141	Prbd.g_00497	Syae.g_00658
OG0001142	Prbd.g_00498	Syae.g_00660
OG0001143	Prbd.g_00505	Syae.g_00673
OG0001144	Prbd.g_00510	Syae.g_00684
OG0001145	Prbd.g_01809	Syae.g_00948
OG0001146	Prbd.g_01797	Syae.g_00968
OG0001147	Prbd.g_01778	Syae.g_02536
OG0001148	Prbd.g_01762	Syae.g_02297
OG0001149	Prbd.g_01761	Syae.g_02296
OG0001150	Prbd.g_01760	Syae.g_02295
OG0001151	Prbd.g_01749	Syae.g_02282
OG0001152	Prbd.g_01748	Syae.g_02281
OG0001153	Prbd.g_01657	Syae.g_02613
OG0001155	Prbd.g_01644	Syae.g_01083
OG0001156	Prbd.g_01641	Syae.g_01093
OG0001157	Prbd.g_01640	Syae.g_01094
OG0001158	Prbd.g_01639	Syae.g_01100
OG0001159	Prbd.g_01638	Syae.g_01103
OG0001160	Prbd.g_01613	Syae.g_01142
OG0001161	Prbd.g_01600	Syae.g_01597
OG0001162	Prbd.g_01589	Syae.g_00487
OG0001163	Prbd.g_01533	Syae.g_01150
OG0001164	Prbd.g_01529	Syae.g_01156
OG0001165	Prbd.g_01526	Syae.g_01161
OG0001166	Prbd.g_01506	Syae.g_01186
OG0001167	Prbd.g_01489	Syae.g_01031
OG0001168	Prbd.g_01487	Syae.g_01033
OG0001169	Prbd.g_01485	Syae.g_01035
OG0001170	Prbd.g_01483	Syae.g_01037
OG0001171	Prbd.g_01473	Syae.g_01047
OG0001172	Prbd.g_01460	Syae.g_02036
OG0001173	Prbd.g_01459	Syae.g_02037
OG0001174	Prbd.g_01451	Syae.g_02045
OG0001175	Prbd.g_01450	Syae.g_02046
OG0001176	Prbd.g_01443	Syae.g_02076
OG0001177	Prbd.g_01440	Syae.g_02073
OG0001178	Prbd.g_01435	Syae.g_01168
OG0001179	Prbd.g_01407	Syae.g_02106
OG0001180	Prbd.g_01385	Syae.g_02130
OG0001181	Prbd.g_01381	Syae.g_02134
OG0001182	Prbd.g_01374	Syae.g_02143
OG0001183	Prbd.g_01370	Syae.g_02147
OG0001184	Prbd.g_01354	Syae.g_01862
OG0001185	Prbd.g_01340	Syae.g_01835
OG0001188	Prbd.g_01309	Syae.g_01783
OG0001189	Prbd.g_01292	Syae.g_01767
OG0001190	Prbd.g_01288	Syae.g_01567
OG0001191	Prbd.g_01278	Syae.g_01580
OG0001192	Prbd.g_01274	Syae.g_01587
OG0001193	Prbd.g_01264	Syae.g_01617
OG0001194	Prbd.g_01263	Syae.g_01625
OG0001195	Prbd.g_01262	Syae.g_01626
OG0001196	Prbd.g_01249	Syae.g_01695
OG0001197	Prbd.g_01248	Syae.g_01697
OG0001198	Prbd.g_01240	Syae.g_01709
OG0001199	Prbd.g_01170	Syae.g_01291
OG0001200	Prbd.g_01168	Syae.g_01293
OG0001201	Prbd.g_01136	Syae.g_01364
OG0001202	Prbd.g_01041	Syae.g_01494
OG0001203	Prbd.g_01001	Syae.g_02240
OG0001204	Prbd.g_00996	Syae.g_02022
OG0001205	Prbd.g_00797	Syae.g_00984
OG0001206	Prbd.g_00780	Syae.g_02502
OG0001207	Prbd.g_00765	Syae.g_02300
OG0001208	Prbd.g_00760	Syae.g_02311
OG0001209	Prbd.g_00707	Syae.g_02377
OG0001210	Prbd.g_00702	Syae.g_02387
OG0001211	Prbd.g_00692	Syae.g_02403
OG0001212	Prbd.g_00648	Syae.g_02460
OG0001213	Prbd.g_00615	Syae.g_00062
OG0001214	Prbd.g_00607	Syae.g_00076
OG0001215	Prbd.g_00554	Syae.g_00757
OG0001216	Prbd.g_00009	Syae.g_00470
OG0001217	Prbd.g_00049	Syae.g_00151
OG0001218	Prbd.g_00056	Syae.g_02605
OG0001219	Prbd.g_00091	Syae.g_00312
OG0001220	Prbd.g_00154	Syae.g_00880
OG0001221	Prbd.g_00217	Syae.g_00559
OG0001222	Prbd.g_00256	Syae.g_00347
OG0001223	Prbd.g_00282	Syae.g_00392
OG0001224	Prbd.g_00336	Syae.g_00797
OG0001225	Prbd.g_00338	Syae.g_00795
OG0001226	Prbd.g_00364	Syae.g_00135
OG0001227	Prbd.g_00383	Syae.g_01600
OG0001228	Prbd.g_00513	Syae.g_01004
OG0001229	Prbd.g_01766	Syae.g_00771
OG0001230	Prbd.g_01697	Syae.g_02662
OG0001231	Prbd.g_01591	Syae.g_01729
OG0001232	Prbd.g_01502	Syae.g_01197
OG0001233	Prbd.g_01482	Syae.g_01038
OG0001234	Prbd.g_01448	Syae.g_02050
OG0001235	Prbd.g_01438	Syae.g_02066
OG0001236	Prbd.g_01357	Syae.g_01867
OG0001237	Prbd.g_01353	Syae.g_01860
OG0001238	Prbd.g_01277	Syae.g_01582
OG0001239	Prbd.g_01173	Syae.g_01288
OG0001240	Prbd.g_01151	Syae.g_01347
OG0001241	Prbd.g_01143	Syae.g_01357
OG0001242	Prbd.g_01124	Syae.g_01387
OG0001243	Prbd.g_01118	Syae.g_01395
OG0001244	Prbd.g_01101	Syae.g_01425
OG0001245	Prbd.g_00858	Syae.g_00149
OG0001246	Prbd.g_00738	Syae.g_02337
OG0001247	Prbd.g_00561	Syae.g_00482
OG0001248	Prbd.g_00559	Syae.g_00485
OG0001249	Prbd.g_00080	Syae.g_02186
OG0001250	Prbd.g_00143	Syae.g_00841
OG0001251	Prbd.g_00191	Syae.g_01632
OG0001252	Prbd.g_00331	Syae.g_00804
OG0001253	Prbd.g_00384	Syae.g_00243
OG0001254	Prbd.g_00429	Syae.g_00637
OG0001255	Prbd.g_00452	Syae.g_00667
OG0001256	Prbd.g_01598	Syae.g_01149
OG0001257	Prbd.g_01592	Syae.g_00295
OG0001258	Prbd.g_01528	Syae.g_01159
OG0001259	Prbd.g_01484	Syae.g_01036
OG0001260	Prbd.g_01467	Syae.g_01058
OG0001261	Prbd.g_01399	Syae.g_02115
OG0001262	Prbd.g_01294	Syae.g_01769
OG0001263	Prbd.g_01115	Syae.g_01399
OG0001265	Prbd.g_01125	Syae.g_01385
OG0001266	Prbd.g_01037	Syae.g_01498
OG0001267	Prbd.g_00959	Syae.g_01969
OG0001268	Prbd.g_00900	Syae.g_02198
OG0001269	Prbd.g_00880	Syae.g_00225
OG0001270	Prbd.g_00808	Syae.g_00997
OG0001271	Prbd.g_00770	Syae.g_02527
OG0001272	Prbd.g_00756	Syae.g_02315
OG0001273	Prbd.g_00613	Syae.g_00069
OG0001274	Prbd.g_00541	Syae.g_01535
OG0001275	Prbd.g_00292	Syae.g_00407
OG0001276	Prbd.g_00315	Syae.g_00423
OG0001277	Prbd.g_00372	Syae.g_01677
OG0001278	Prbd.g_00518	Syae.g_00697
OG0001279	Prbd.g_01893	Syae.g_00007
OG0001280	Prbd.g_01802	Syae.g_00958
OG0001281	Prbd.g_01796	Syae.g_00969
OG0001282	Prbd.g_01763	Syae.g_02298
OG0001283	Prbd.g_01744	Syae.g_01688
OG0001284	Prbd.g_01618, Prbd.g_01619	Syae.g_01132
OG0001285	Prbd.g_01499	Syae.g_00237
OG0001287	Prbd.g_01333	Syae.g_01827
OG0001288	Prbd.g_01324	Syae.g_01815
OG0001289	Prbd.g_01157	Syae.g_01330
OG0001290	Prbd.g_01144	Syae.g_01356
OG0001291	Prbd.g_01108	Syae.g_01409
OG0001292	Prbd.g_00991	Syae.g_02017
OG0001293	Prbd.g_00978	Syae.g_01996
OG0001294	Prbd.g_00860	Syae.g_00593
OG0001295	Prbd.g_00775	Syae.g_02389
OG0001296	Prbd.g_00733	Syae.g_02343
OG0001297	Prbd.g_00728	Syae.g_02347
OG0001298	Prbd.g_00666	Syae.g_02439
OG0001299	Prbd.g_00578	Syae.g_00599
OG0001300	Prbd.g_00551	Syae.g_00766
OG0001301	Prbd.g_00548	Syae.g_00780
OG0001302	Prbd.g_00089	Syae.g_00110
OG0001303	Prbd.g_00296	Syae.g_00314
OG0001304	Prbd.g_00325	Syae.g_00436
OG0001305	Prbd.g_00344	Syae.g_00786
OG0001306	Prbd.g_00454	Syae.g_00943
OG0001307	Prbd.g_01781	Syae.g_02059
OG0001310	Prbd.g_01513	Syae.g_01178
OG0001311	Prbd.g_00317	Syae.g_00425
OG0001312	Prbd.g_00245	Syae.g_00326
OG0001314	Prbd.g_00039	Syae.g_00097
OG0001315	Prbd.g_01182	Syae.g_02145
OG0001316	Prbd.g_01102	Syae.g_01415
OG0001317	Prbd.g_01005	Syae.g_02235
OG0001318	Prbd.g_00983	Syae.g_02004
OG0001319	Prbd.g_00967	Syae.g_01980
OG0001321	Prbd.g_00791	Syae.g_00978
OG0001322	Prbd.g_00790	Syae.g_00977
OG0001323	Prbd.g_00723	Syae.g_02355
OG0001324	Prbd.g_00550	Syae.g_00767
OG0001325	Prbd.g_00012	Syae.g_00465
OG0001326	Prbd.g_00179	Syae.g_01641
OG0001327	Prbd.g_00356	Syae.g_00586
OG0001328	Prbd.g_00382	Syae.g_00565
OG0001331	Prbd.g_01758	Syae.g_02293
OG0001332	Prbd.g_01646	Syae.g_01077
OG0001333	Prbd.g_01488	Syae.g_01032
OG0001334	Prbd.g_01367	Syae.g_02156
OG0001335	Prbd.g_01366	Syae.g_02157
OG0001336	Prbd.g_01252	Syae.g_01689
OG0001339	Prbd.g_01141	Syae.g_01359
OG0001340	Prbd.g_00911	Syae.g_02176
OG0001341	Prbd.g_00047	Syae.g_00737
OG0001342	Prbd.g_00084	Syae.g_02559
OG0001343	Prbd.g_00188	Syae.g_01629
OG0001344	Prbd.g_00472	Syae.g_00916
OG0001345	Prbd.g_00487	Syae.g_00886
OG0001346	Prbd.g_01800	Syae.g_00962
OG0001347	Prbd.g_01815	Syae.g_01907, Syae.g_01237, Syae.g_01794
OG0001348	Prbd.g_01570	Syae.g_00821
OG0001349	Prbd.g_01719	Syae.g_01228, Syae.g_01245
OG0001350	Prbd.g_01537	Syae.g_02239
OG0001351	Prbd.g_00788	Syae.g_02492
OG0001352	Prbd.g_00564	Syae.g_00666
OG0001353	Prbd.g_00134	Syae.g_00831
OG0001354	Prbd.g_00274	Syae.g_00379
OG0001356	Prbd.g_00830	Syae.g_00820
OG0001358	Prbd.g_00624	Syae.g_00046
OG0001359	Prbd.g_00189	Syae.g_01628
OG0001360	Prbd.g_00385	Syae.g_00883
OG0001361	Prbd.g_00484	Syae.g_00889
OG0001362	Prbd.g_01675	Syae.g_02637
OG0001363	Prbd.g_01673	Syae.g_02635
OG0001364	Prbd.g_01364	Syae.g_01883
OG0001369	Prbd.g_01152	Syae.g_01346
OG0001373	Prbd.g_00178	Syae.g_01640
OG0001374	Prbd.g_00186	Syae.g_01648
OG0001375	Prbd.g_00187	Syae.g_01630
OG0001376	Prbd.g_00350	Syae.g_01589
OG0001377	Prbd.g_00351	Syae.g_01588
OG0001378	Prbd.g_00394	Syae.g_00998
OG0001379	Prbd.g_01807	Syae.g_00952
OG0001382	Prbd.g_01578	Syae.g_02490
OG0001385	Prbd.g_00175	Syae.g_01637
OG0001386	Prbd.g_00176	Syae.g_01638
OG0001387	Prbd.g_00177	Syae.g_01639
OG0001388	Prbd.g_00180	Syae.g_01642
OG0001389	Prbd.g_00181	Syae.g_01643
OG0001390	Prbd.g_00182	Syae.g_01644
OG0001391	Prbd.g_00183	Syae.g_01645
OG0001392	Prbd.g_00184	Syae.g_01646
OG0001393	Prbd.g_00185	Syae.g_01647
OG0001394	Prbd.g_00221	Syae.g_00553
OG0001395	Prbd.g_00327	Syae.g_00446
OG0001396	Prbd.g_01814	Syae.g_01908
OG0001397	Prbd.g_01674	Syae.g_02636
OG0001398	Prbd.g_01565	Syae.g_00289
OG0001402	Prbd.g_00063	Syae.g_00051
OG0001404	Prbd.g_01176	Syae.g_01283
OG0001405	Prbd.g_00913	Syae.g_02159
OG0001406	Prbd.g_00349	Syae.g_01590
OG0001407	Prbd.g_00362	Syae.g_02368
OG0001408	Prbd.g_00367	Syae.g_00712
OG0001410	Prbd.g_01780	Syae.g_02060
OG0001413	Prbd.g_01603	Syae.g_00123
OG0001416	Prbd.g_00783	Syae.g_00966
OG0001417	Prbd.g_00773	Syae.g_00378
OG0001419	Prbd.g_00363	Syae.g_02369
OG0001420	Prbd.g_00403	Syae.g_00727, Syae.g_02365
OG0001421	Prbd.g_01597	Syae.g_00241
OG0001422	Prbd.g_01572	Syae.g_00953
OG0001428	Prbd.g_01068	Syae.g_01456
OG0001429	Prbd.g_00092	Syae.g_00315
OG0001432	Prbd.g_01605	Syae.g_00742
OG0001433	Prbd.g_00829	Syae.g_00819
OG0001434	Prbd.g_00225	Syae.g_00548
OG0001435	Prbd.g_00202	Syae.g_00579
OG0001438	Prbd.g_00946	Syae.g_01954
OG0001439	Prbd.g_00932	Syae.g_01929
OG0001442	Prbd.g_00037	Syae.g_00538
OG0001447	Prbd.g_01117	Syae.g_01396
OG0001449	Prbd.g_00841	Syae.g_02253
OG0001452	Prbd.g_00193	Syae.g_02009
OG0001453	Prbd.g_00286	Syae.g_00399
OG0001454	Prbd.g_00378	Syae.g_00131
OG0001456	Prbd.g_00445	Syae.g_01650
OG0001457	Prbd.g_00446	Syae.g_01651
OG0001458	Prbd.g_00447	Syae.g_01652
OG0001459	Prbd.g_01879	Syae.g_00621
OG0001460	Prbd.g_00828	Syae.g_00818
OG0001461	Prbd.g_00823	Syae.g_00063
OG0001462	Prbd.g_01203	Syae.g_01754
OG0001465	Prbd.g_00542	Syae.g_00475
OG0001468	Prbd.g_00354	Syae.g_00113
OG0001471	Prbd.g_01602	Syae.g_01934
OG0001473	Prbd.g_01315	Syae.g_00107
OG0001474	Prbd.g_00899	Syae.g_02199
OG0001479	Prbd.g_00902	Syae.g_02196
OG0001482	Prbd.g_00785	Syae.g_00388
OG0001484	Prbd.g_01837	Syae.g_01649
OG0001492	Prbd.g_00515	Syae.g_00694
OG0001493	Prbd.g_00523	Syae.g_00702
OG0001495	Prbd.g_01441	Syae.g_02072
OG0001499	Prbd.g_01183	Syae.g_00216
OG0001502	Prbd.g_00072	Syae.g_00874
OG0001504	Prbd.g_01878	Syae.g_00622
OG0001507	Prbd.g_01549	Syae.g_00192
OG0001520	Prbd.g_00846	Syae.g_02425
OG0001546	Prbd.g_00718	Syae.g_02359
OG0001547	Prbd.g_00074	Syae.g_00293
OG0001548	Prbd.g_00078	Syae.g_00142
OG0001549	Prbd.g_00161	Syae.g_00882
OG0001551	Prbd.g_00444	Syae.g_00815
OG0001554	Prbd.g_01596	Syae.g_01565
OG0001556	Prbd.g_00825	Syae.g_00648
OG0001567	Prbd.g_00073	Syae.g_00291
OG0001568	Prbd.g_00075	Syae.g_00297
OG0001570	Prbd.g_00405	Syae.g_00278
OG0001572	Prbd.g_00003	Syae.g_00134
OG0001582	Prbd.g_00774	Syae.g_00443
OG0001585	Prbd.g_01889	Syae.g_02396, Syae.g_00440
OG0001602	Prbd.g_00543	Syae.g_00476
OG0001625	Prbd.g_00981	Syae.g_02002
OG0001627	Prbd.g_00053	Syae.g_01079
OG0001635	Prbd.g_01545	Syae.g_01811
OG0001647	Prbd.g_00966	Syae.g_01978
OG0001666	Prbd.g_01880	Syae.g_00214
OG0001667	Prbd.g_01857	Syae.g_00731
OG0001690	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904	Syae.g_02534, Syae.g_00716, Syae.g_00816, Syae.g_00790, Syae.g_01620, Syae.g_02603, Syae.g_00005
OG0001695	Prbd.g_01854	Syae.g_01670
OG0001700	Prbd.g_00827	Syae.g_00290
OG0001740	Prbd.g_01853	Syae.g_01673
OG0001990	Prbd.g_00438	Syae.g_01674
OG0002020	Prbd.g_01852	Syae.g_01666
OG0002021	Prbd.g_01850	Syae.g_01664
OG0002022	Prbd.g_01849	Syae.g_01662
OG0002023	Prbd.g_01848	Syae.g_01661
OG0002024	Prbd.g_01844	Syae.g_01655
OG0002054	Prbd.g_01843	Syae.g_01654
OG0002055	Prbd.g_01846	Syae.g_01657
OG0002107	Prbd.g_00437	Syae.g_00156
OG0002131	Prbd.g_01851	Syae.g_01665
OG0002132	Prbd.g_01847	Syae.g_01658
OG0002133	Prbd.g_01845	Syae.g_01656
OG0002178	Prbd.g_01841	Syae.g_01659
OG0002225	Prbd.g_00436	Syae.g_00157
OG0002374	Prbd.g_00831	Syae.g_00669
OG0002375	Prbd.g_01718	Syae.g_01229
OG0002380	Prbd.g_00837	Syae.g_00141
OG0002416	Prbd.g_00529	Syae.g_00724
OG0002445	Prbd.g_01097	Syae.g_02601
OG0002723	Prbd.g_01717	Syae.g_01230
OG0002892	Prbd.g_00442	Syae.g_00180
OG0004010	Prbd.g_00001	Syae.g_01076
