Orthogroup	Prbd	Syaq
OG0001091	Prbd.g_00010	Syaq.g_00027
OG0001092	Prbd.g_00011	Syaq.g_00029
OG0001093	Prbd.g_00016	Syaq.g_00035
OG0001094	Prbd.g_00096	Syaq.g_02334
OG0001095	Prbd.g_00115	Syaq.g_02354
OG0001096	Prbd.g_00128	Syaq.g_02370
OG0001097	Prbd.g_00147	Syaq.g_02393
OG0001098	Prbd.g_00162	Syaq.g_02415
OG0001099	Prbd.g_00194	Syaq.g_01471
OG0001100	Prbd.g_00198	Syaq.g_02262
OG0001101	Prbd.g_00200	Syaq.g_02263
OG0001102	Prbd.g_00203	Syaq.g_02266
OG0001103	Prbd.g_00205	Syaq.g_02268
OG0001104	Prbd.g_00227	Syaq.g_02316
OG0001105	Prbd.g_00231	Syaq.g_02320
OG0001106	Prbd.g_00255	Syaq.g_02471
OG0001108	Prbd.g_00266	Syaq.g_02491
OG0001109	Prbd.g_00267	Syaq.g_02493
OG0001110	Prbd.g_00269	Syaq.g_02495
OG0001111	Prbd.g_00270	Syaq.g_02497
OG0001112	Prbd.g_00271	Syaq.g_02499
OG0001113	Prbd.g_00272	Syaq.g_02539
OG0001114	Prbd.g_00273	Syaq.g_02500
OG0001115	Prbd.g_00275	Syaq.g_02504
OG0001116	Prbd.g_00276	Syaq.g_02506
OG0001117	Prbd.g_00277	Syaq.g_02507
OG0001118	Prbd.g_00278	Syaq.g_02508
OG0001119	Prbd.g_00279	Syaq.g_02510
OG0001120	Prbd.g_00281	Syaq.g_02514
OG0001121	Prbd.g_00425, Prbd.g_00284	Syaq.g_01919
OG0001122	Prbd.g_00312	Syaq.g_00069
OG0001123	Prbd.g_00316	Syaq.g_00061
OG0001124	Prbd.g_00318	Syaq.g_00060
OG0001125	Prbd.g_00319	Syaq.g_00058
OG0001126	Prbd.g_00329	Syaq.g_02693
OG0001127	Prbd.g_00330	Syaq.g_02692
OG0001128	Prbd.g_00332	Syaq.g_02689
OG0001129	Prbd.g_00333	Syaq.g_02687
OG0001130	Prbd.g_00334	Syaq.g_02686
OG0001131	Prbd.g_00370	Syaq.g_02284
OG0001132	Prbd.g_00380	Syaq.g_01872
OG0001133	Prbd.g_00414	Syaq.g_02063
OG0001134	Prbd.g_00427	Syaq.g_02213
OG0001135	Prbd.g_00430	Syaq.g_02212
OG0001136	Prbd.g_00465	Syaq.g_00252
OG0001137	Prbd.g_00476	Syaq.g_00228
OG0001138	Prbd.g_00494	Syaq.g_00196
OG0001139	Prbd.g_00495	Syaq.g_00194
OG0001140	Prbd.g_00496	Syaq.g_00193
OG0001141	Prbd.g_00497	Syaq.g_00192
OG0001142	Prbd.g_00498	Syaq.g_00191
OG0001143	Prbd.g_00505	Syaq.g_00182
OG0001144	Prbd.g_00510	Syaq.g_00166
OG0001145	Prbd.g_01809	Syaq.g_00284
OG0001146	Prbd.g_01797	Syaq.g_00305
OG0001147	Prbd.g_01778	Syaq.g_00438
OG0001148	Prbd.g_01762	Syaq.g_01761
OG0001149	Prbd.g_01761	Syaq.g_01760
OG0001150	Prbd.g_01760	Syaq.g_01759
OG0001151	Prbd.g_01749	Syaq.g_01746
OG0001152	Prbd.g_01748	Syaq.g_01745
OG0001153	Prbd.g_01657	Syaq.g_00413
OG0001154	Prbd.g_01656	Syaq.g_00414
OG0001155	Prbd.g_01644	Syaq.g_01739
OG0001156	Prbd.g_01641	Syaq.g_01729
OG0001157	Prbd.g_01640	Syaq.g_01728
OG0001158	Prbd.g_01639	Syaq.g_01727
OG0001159	Prbd.g_01638	Syaq.g_01726
OG0001160	Prbd.g_01613	Syaq.g_01693
OG0001161	Prbd.g_01600	Syaq.g_01233
OG0001162	Prbd.g_01589	Syaq.g_00331
OG0001163	Prbd.g_01533	Syaq.g_01685
OG0001164	Prbd.g_01529	Syaq.g_01679
OG0001165	Prbd.g_01526	Syaq.g_01674
OG0001166	Prbd.g_01506	Syaq.g_01652
OG0001167	Prbd.g_01489	Syaq.g_01039
OG0001169	Prbd.g_01485	Syaq.g_01620
OG0001170	Prbd.g_01483	Syaq.g_01618
OG0001171	Prbd.g_01473	Syaq.g_01607
OG0001172	Prbd.g_01460	Syaq.g_00690
OG0001173	Prbd.g_01459	Syaq.g_00689
OG0001174	Prbd.g_01451	Syaq.g_00681
OG0001175	Prbd.g_01450	Syaq.g_00680
OG0001176	Prbd.g_01443	Syaq.g_00656
OG0001177	Prbd.g_01440	Syaq.g_00658
OG0001178	Prbd.g_01435	Syaq.g_01667
OG0001179	Prbd.g_01407	Syaq.g_00626
OG0001180	Prbd.g_01385	Syaq.g_00600
OG0001181	Prbd.g_01381	Syaq.g_00596
OG0001182	Prbd.g_01374	Syaq.g_00587
OG0001183	Prbd.g_01370	Syaq.g_00579
OG0001184	Prbd.g_01354	Syaq.g_00995
OG0001185	Prbd.g_01340	Syaq.g_01022
OG0001186	Prbd.g_01316	Syaq.g_01058
OG0001187	Prbd.g_01311	Syaq.g_01061
OG0001188	Prbd.g_01309	Syaq.g_01065
OG0001189	Prbd.g_01292	Syaq.g_01095
OG0001190	Prbd.g_01288	Syaq.g_01264
OG0001191	Prbd.g_01278	Syaq.g_01248
OG0001192	Prbd.g_01274	Syaq.g_01242
OG0001193	Prbd.g_01264	Syaq.g_01217
OG0001194	Prbd.g_01263	Syaq.g_01214
OG0001195	Prbd.g_01262	Syaq.g_01213
OG0001196	Prbd.g_01249	Syaq.g_01169
OG0001197	Prbd.g_01248	Syaq.g_01167
OG0001198	Prbd.g_01240	Syaq.g_01153
OG0001199	Prbd.g_01170	Syaq.g_01553
OG0001200	Prbd.g_01168	Syaq.g_01551
OG0001201	Prbd.g_01136	Syaq.g_01486
OG0001202	Prbd.g_01041	Syaq.g_01358
OG0001203	Prbd.g_01001	Syaq.g_01581
OG0001204	Prbd.g_00996	Syaq.g_00709
OG0001205	Prbd.g_00797	Syaq.g_00491
OG0001206	Prbd.g_00780	Syaq.g_00468
OG0001207	Prbd.g_00765	Syaq.g_01764
OG0001208	Prbd.g_00760	Syaq.g_01774
OG0001209	Prbd.g_00707	Syaq.g_01841
OG0001210	Prbd.g_00702	Syaq.g_01852
OG0001211	Prbd.g_00692	Syaq.g_01932
OG0001212	Prbd.g_00648	Syaq.g_01990
OG0001213	Prbd.g_00615	Syaq.g_02072
OG0001214	Prbd.g_00607	Syaq.g_02084
OG0001215	Prbd.g_00554	Syaq.g_02580
OG0001216	Prbd.g_00009	Syaq.g_00026
OG0001217	Prbd.g_00049	Syaq.g_01885
OG0001218	Prbd.g_00056	Syaq.g_00423
OG0001219	Prbd.g_00091	Syaq.g_02434
OG0001220	Prbd.g_00154	Syaq.g_02412
OG0001221	Prbd.g_00217	Syaq.g_02300
OG0001222	Prbd.g_00256	Syaq.g_02472
OG0001223	Prbd.g_00282	Syaq.g_02516
OG0001224	Prbd.g_00336	Syaq.g_02683
OG0001225	Prbd.g_00338	Syaq.g_02681
OG0001226	Prbd.g_00364	Syaq.g_01543
OG0001227	Prbd.g_00383	Syaq.g_00333
OG0001230	Prbd.g_01697	Syaq.g_00361
OG0001231	Prbd.g_01591	Syaq.g_01133
OG0001232	Prbd.g_01502	Syaq.g_01643
OG0001233	Prbd.g_01482	Syaq.g_01617
OG0001234	Prbd.g_01448	Syaq.g_00676
OG0001235	Prbd.g_01438	Syaq.g_00665
OG0001236	Prbd.g_01357	Syaq.g_00990
OG0001237	Prbd.g_01353	Syaq.g_00999
OG0001238	Prbd.g_01277	Syaq.g_01246
OG0001239	Prbd.g_01173	Syaq.g_01556
OG0001240	Prbd.g_01151	Syaq.g_01502
OG0001241	Prbd.g_01143	Syaq.g_01492
OG0001243	Prbd.g_01118	Syaq.g_01457
OG0001244	Prbd.g_01101	Syaq.g_01430
OG0001245	Prbd.g_00858	Syaq.g_01916
OG0001246	Prbd.g_00738	Syaq.g_01802
OG0001248	Prbd.g_00559	Syaq.g_01891
OG0001249	Prbd.g_00080	Syaq.g_00563
OG0001250	Prbd.g_00143	Syaq.g_02389
OG0001251	Prbd.g_00191	Syaq.g_02135
OG0001252	Prbd.g_00331	Syaq.g_02690
OG0001253	Prbd.g_00384	Syaq.g_01918
OG0001254	Prbd.g_00429	Syaq.g_02214
OG0001255	Prbd.g_00452	Syaq.g_02111
OG0001256	Prbd.g_01598	Syaq.g_01686
OG0001258	Prbd.g_01528	Syaq.g_01676
OG0001259	Prbd.g_01484	Syaq.g_01619
OG0001260	Prbd.g_01467	Syaq.g_01595
OG0001261	Prbd.g_01399	Syaq.g_00617
OG0001262	Prbd.g_01294	Syaq.g_01093
OG0001263	Prbd.g_01115	Syaq.g_01454
OG0001265	Prbd.g_01125	Syaq.g_01466
OG0001266	Prbd.g_01037	Syaq.g_01354
OG0001267	Prbd.g_00959	Syaq.g_00763
OG0001268	Prbd.g_00900	Syaq.g_00553
OG0001269	Prbd.g_00880	Syaq.g_01866
OG0001270	Prbd.g_00808	Syaq.g_00504
OG0001271	Prbd.g_00770	Syaq.g_00445
OG0001272	Prbd.g_00756	Syaq.g_01778
OG0001273	Prbd.g_00613	Syaq.g_02077
OG0001274	Prbd.g_00541	Syaq.g_01303
OG0001275	Prbd.g_00292	Syaq.g_02531
OG0001276	Prbd.g_00315	Syaq.g_00062
OG0001278	Prbd.g_00518	Syaq.g_00155
OG0001279	Prbd.g_01893	Syaq.g_01867
OG0001280	Prbd.g_01802	Syaq.g_00294
OG0001281	Prbd.g_01796	Syaq.g_00306
OG0001282	Prbd.g_01763	Syaq.g_01762
OG0001283	Prbd.g_01744	Syaq.g_01175
OG0001284	Prbd.g_01618, Prbd.g_01619	Syaq.g_01700
OG0001285	Prbd.g_01499	Syaq.g_01639
OG0001286	Prbd.g_01387	Syaq.g_00602
OG0001287	Prbd.g_01333	Syaq.g_01030
OG0001289	Prbd.g_01157	Syaq.g_01528
OG0001290	Prbd.g_01144	Syaq.g_01493
OG0001291	Prbd.g_01108	Syaq.g_01444
OG0001293	Prbd.g_00978	Syaq.g_00736
OG0001294	Prbd.g_00860	Syaq.g_02252
OG0001296	Prbd.g_00733	Syaq.g_01808
OG0001297	Prbd.g_00728	Syaq.g_01812
OG0001298	Prbd.g_00666	Syaq.g_01967
OG0001299	Prbd.g_00578	Syaq.g_02246
OG0001300	Prbd.g_00551	Syaq.g_02589
OG0001301	Prbd.g_00548	Syaq.g_02602
OG0001302	Prbd.g_00089	Syaq.g_02115
OG0001303	Prbd.g_00296	Syaq.g_02437
OG0001304	Prbd.g_00325	Syaq.g_00049
OG0001305	Prbd.g_00344	Syaq.g_02673
OG0001306	Prbd.g_00454	Syaq.g_00267
OG0001308	Prbd.g_01679	Syaq.g_00385
OG0001312	Prbd.g_00245	Syaq.g_02449
OG0001314	Prbd.g_00039	Syaq.g_00826
OG0001315	Prbd.g_01182	Syaq.g_00581
OG0001316	Prbd.g_01102	Syaq.g_01437
OG0001317	Prbd.g_01005	Syaq.g_01576
OG0001318	Prbd.g_00983	Syaq.g_00728
OG0001319	Prbd.g_00967	Syaq.g_00751
OG0001321	Prbd.g_00791	Syaq.g_00483
OG0001322	Prbd.g_00790	Syaq.g_00482
OG0001323	Prbd.g_00723	Syaq.g_01820
OG0001324	Prbd.g_00550	Syaq.g_02590
OG0001325	Prbd.g_00012	Syaq.g_00030
OG0001326	Prbd.g_00179	Syaq.g_01205
OG0001327	Prbd.g_00356	Syaq.g_02259
OG0001328	Prbd.g_00382	Syaq.g_02280
OG0001329	Prbd.g_00421	Syaq.g_02113
OG0001331	Prbd.g_01758	Syaq.g_01757
OG0001333	Prbd.g_01488	Syaq.g_01622
OG0001336	Prbd.g_01252	Syaq.g_01174
OG0001343	Prbd.g_00188	Syaq.g_00700
OG0001345	Prbd.g_00487	Syaq.g_00213
OG0001346	Prbd.g_01800	Syaq.g_00298
OG0001347	Prbd.g_01815	Syaq.g_01063
OG0001348	Prbd.g_01570	Syaq.g_02703
OG0001350	Prbd.g_01537	Syaq.g_01580
OG0001351	Prbd.g_00788	Syaq.g_00476
OG0001352	Prbd.g_00564	Syaq.g_01904
OG0001353	Prbd.g_00134	Syaq.g_02379
OG0001354	Prbd.g_00274	Syaq.g_02503
OG0001356	Prbd.g_00830	Syaq.g_02555, Syaq.g_00127
OG0001358	Prbd.g_00624	Syaq.g_02056
OG0001359	Prbd.g_00189	Syaq.g_00699
OG0001360	Prbd.g_00385	Syaq.g_00211
OG0001361	Prbd.g_00484	Syaq.g_00216
OG0001364	Prbd.g_01364	Syaq.g_00972
OG0001365	Prbd.g_01284	Syaq.g_01259
OG0001369	Prbd.g_01152	Syaq.g_01503
OG0001373	Prbd.g_00178	Syaq.g_01206
OG0001374	Prbd.g_00186	Syaq.g_01198
OG0001375	Prbd.g_00187	Syaq.g_00701
OG0001378	Prbd.g_00394	Syaq.g_00506
OG0001379	Prbd.g_01807	Syaq.g_00289
OG0001380	Prbd.g_01776	Syaq.g_01915
OG0001382	Prbd.g_01578	Syaq.g_00662
OG0001385	Prbd.g_00175	Syaq.g_01209
OG0001386	Prbd.g_00176	Syaq.g_01208
OG0001387	Prbd.g_00177	Syaq.g_01207
OG0001388	Prbd.g_00180	Syaq.g_01204
OG0001389	Prbd.g_00181	Syaq.g_01203
OG0001390	Prbd.g_00182	Syaq.g_01202
OG0001391	Prbd.g_00183	Syaq.g_01201
OG0001392	Prbd.g_00184	Syaq.g_01200
OG0001393	Prbd.g_00185	Syaq.g_01199
OG0001394	Prbd.g_00221	Syaq.g_02307
OG0001395	Prbd.g_00327	Syaq.g_00045
OG0001396	Prbd.g_01814	Syaq.g_01064
OG0001402	Prbd.g_00063	Syaq.g_02061
OG0001408	Prbd.g_00367	Syaq.g_02125
OG0001409	Prbd.g_00475	Syaq.g_00229
OG0001413	Prbd.g_01603	Syaq.g_00139, Syaq.g_02051
OG0001416	Prbd.g_00783	Syaq.g_00303
OG0001417	Prbd.g_00773	Syaq.g_02502
OG0001418	Prbd.g_00560	Syaq.g_00243
OG0001420	Prbd.g_00403	Syaq.g_01833
OG0001428	Prbd.g_01068	Syaq.g_01396
OG0001429	Prbd.g_00092	Syaq.g_02438
OG0001432	Prbd.g_01605	Syaq.g_01862
OG0001433	Prbd.g_00829	Syaq.g_00128
OG0001434	Prbd.g_00225	Syaq.g_02312
OG0001435	Prbd.g_00202	Syaq.g_02265
OG0001438	Prbd.g_00946	Syaq.g_00778
OG0001439	Prbd.g_00932	Syaq.g_00863
OG0001441	Prbd.g_00721	Syaq.g_01822
OG0001442	Prbd.g_00037	Syaq.g_02322
OG0001447	Prbd.g_01117	Syaq.g_01456
OG0001448	Prbd.g_00872	Syaq.g_01873
OG0001449	Prbd.g_00841	Syaq.g_00698
OG0001452	Prbd.g_00193	Syaq.g_00723
OG0001453	Prbd.g_00286	Syaq.g_02522
OG0001454	Prbd.g_00378	Syaq.g_01917
OG0001456	Prbd.g_00445	Syaq.g_01196
OG0001457	Prbd.g_00446	Syaq.g_01195
OG0001458	Prbd.g_00447	Syaq.g_01194
OG0001460	Prbd.g_00828	Syaq.g_00129
OG0001461	Prbd.g_00823	Syaq.g_02163
OG0001462	Prbd.g_01203	Syaq.g_01108
OG0001465	Prbd.g_00542	Syaq.g_02704
OG0001467	Prbd.g_00081	Syaq.g_00354
OG0001471	Prbd.g_01602	Syaq.g_00859
OG0001473	Prbd.g_01315	Syaq.g_02134
OG0001474	Prbd.g_00899	Syaq.g_00552
OG0001479	Prbd.g_00902	Syaq.g_00555
OG0001480	Prbd.g_00870	Syaq.g_02121
OG0001482	Prbd.g_00785	Syaq.g_02512
OG0001484	Prbd.g_01837	Syaq.g_02628
OG0001486	Prbd.g_00466	Syaq.g_00251
OG0001492	Prbd.g_00515	Syaq.g_00158
OG0001493	Prbd.g_00523	Syaq.g_00150
OG0001495	Prbd.g_01441	Syaq.g_00659
OG0001502	Prbd.g_00072	Syaq.g_02407
OG0001520	Prbd.g_00846	Syaq.g_01953
OG0001525	Prbd.g_01586	Syaq.g_02129
OG0001546	Prbd.g_00718	Syaq.g_01825
OG0001547	Prbd.g_00074	Syaq.g_02422
OG0001549	Prbd.g_00161	Syaq.g_02416
OG0001551	Prbd.g_00444	Syaq.g_02572
OG0001553	Prbd.g_01692	Syaq.g_00368
OG0001554	Prbd.g_01596	Syaq.g_01266
OG0001556	Prbd.g_00825	Syaq.g_00202, Syaq.g_02654
OG0001567	Prbd.g_00073	Syaq.g_02421
OG0001568	Prbd.g_00075	Syaq.g_02424
OG0001570	Prbd.g_00405	Syaq.g_02417
OG0001573	Prbd.g_00821, Prbd.g_01098	Syaq.g_02189, Syaq.g_01216, Syaq.g_00355
OG0001602	Prbd.g_00543	Syaq.g_02705
OG0001605	Prbd.g_00308	Syaq.g_01892
OG0001613	Prbd.g_01372	Syaq.g_00582
OG0001625	Prbd.g_00981	Syaq.g_00730
OG0001627	Prbd.g_00053	Syaq.g_01735
OG0001647	Prbd.g_00966	Syaq.g_00753
OG0001666	Prbd.g_01880	Syaq.g_02653
OG0001690	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904	Syaq.g_01514
OG0001695	Prbd.g_01854	Syaq.g_01191
OG0001700	Prbd.g_00827	Syaq.g_02420
OG0001740	Prbd.g_01853	Syaq.g_01188
OG0001990	Prbd.g_00438	Syaq.g_01187
OG0002029	Prbd.g_01881	Syaq.g_02609, Syaq.g_02652
OG0002375	Prbd.g_01718	Syaq.g_00479
OG0002416	Prbd.g_00529	Syaq.g_01565
OG0002432	Prbd.g_01821	Syaq.g_00276, Syaq.g_01282
OG0002445	Prbd.g_01097	Syaq.g_00021
OG0002492	Prbd.g_01823	Syaq.g_01284
OG0002592	Prbd.g_01819	Syaq.g_01279
OG0002632	Prbd.g_01822	Syaq.g_01283
OG0002723	Prbd.g_01717	Syaq.g_00480
OG0002842	Prbd.g_01820	Syaq.g_01281
OG0003033	Prbd.g_01715	Syaq.g_00945
