Orthogroup	Prac	Syag
OG0001167	Prac.g_00589	Syag.g_02383
OG0001168	Prac.g_00587	Syag.g_01740
OG0001169	Prac.g_00585	Syag.g_01742
OG0001170	Prac.g_00583	Syag.g_01744
OG0001171	Prac.g_00574	Syag.g_01755
OG0001172	Prac.g_00479	Syag.g_02693
OG0001173	Prac.g_00480	Syag.g_02694
OG0001174	Prac.g_00488	Syag.g_02703
OG0001175	Prac.g_00489	Syag.g_02704
OG0001176	Prac.g_00496	Syag.g_02723
OG0001177	Prac.g_00499	Syag.g_02720
OG0001178	Prac.g_00504	Syag.g_01694
OG0001179	Prac.g_00532	Syag.g_02754
OG0001180	Prac.g_00553	Syag.g_02780
OG0001181	Prac.g_00557	Syag.g_02784
OG0001182	Prac.g_00564	Syag.g_02793
OG0001183	Prac.g_00006	Syag.g_02798
OG0001184	Prac.g_00022	Syag.g_02428
OG0001185	Prac.g_00036	Syag.g_02399
OG0001186	Prac.g_00058	Syag.g_02364
OG0001187	Prac.g_00062	Syag.g_02361
OG0001188	Prac.g_00064	Syag.g_02359
OG0001189	Prac.g_00081	Syag.g_02334
OG0001190	Prac.g_00085	Syag.g_02126
OG0001191	Prac.g_00095	Syag.g_02142
OG0001192	Prac.g_00099	Syag.g_02149
OG0001193	Prac.g_00109	Syag.g_02182
OG0001194	Prac.g_00110	Syag.g_02185
OG0001195	Prac.g_00111	Syag.g_02186
OG0001196	Prac.g_00124	Syag.g_02254
OG0001197	Prac.g_00125	Syag.g_02256
OG0001198	Prac.g_01950	Syag.g_02269
OG0001199	Prac.g_01857	Syag.g_01825
OG0001200	Prac.g_01855	Syag.g_01827
OG0001201	Prac.g_01823	Syag.g_01886
OG0001202	Prac.g_01731	Syag.g_02032
OG0001203	Prac.g_01692	Syag.g_01783
OG0001204	Prac.g_01687	Syag.g_02673
OG0001206	Prac.g_01083	Syag.g_01328
OG0001207	Prac.g_01067	Syag.g_01536
OG0001208	Prac.g_01062	Syag.g_01526
OG0001209	Prac.g_00837	Syag.g_01451
OG0001210	Prac.g_00832	Syag.g_01442
OG0001211	Prac.g_00822	Syag.g_00272
OG0001212	Prac.g_00776	Syag.g_00334
OG0001213	Prac.g_00742	Syag.g_00394
OG0001214	Prac.g_00734	Syag.g_00412
OG0001215	Prac.g_00681	Syag.g_01014
OG0001216	Prac.g_01558	Syag.g_00920
OG0001217	Prac.g_01521	Syag.g_00151
OG0001219	Prac.g_01487	Syag.g_00767
OG0001220	Prac.g_01424	Syag.g_00743
OG0001221	Prac.g_01373	Syag.g_00628
OG0001222	Prac.g_01335	Syag.g_00797
OG0001223	Prac.g_01309	Syag.g_00843
OG0001224	Prac.g_01260	Syag.g_00969
OG0001225	Prac.g_01258	Syag.g_00971
OG0001226	Prac.g_01232	Syag.g_01835
OG0001227	Prac.g_01213	Syag.g_01240
OG0001228	Prac.g_00940	Syag.g_00709
OG0001229	Prac.g_00215	Syag.g_00997
OG0001230	Prac.g_00419	Syag.g_01430
OG0001231	Prac.g_00315	Syag.g_02289
OG0001232	Prac.g_00602	Syag.g_01724
OG0001233	Prac.g_00582	Syag.g_01745
OG0001234	Prac.g_00491	Syag.g_02708
OG0001235	Prac.g_00501	Syag.g_02715
OG0001236	Prac.g_00019	Syag.g_02432
OG0001237	Prac.g_00023	Syag.g_02426
OG0001238	Prac.g_00096	Syag.g_02144
OG0001239	Prac.g_01860	Syag.g_01822
OG0001240	Prac.g_01838	Syag.g_01869
OG0001241	Prac.g_01830	Syag.g_01879
OG0001243	Prac.g_01806	Syag.g_01920
OG0001244	Prac.g_01790	Syag.g_01948
OG0001245	Prac.g_01153	Syag.g_00213
OG0001246	Prac.g_00867	Syag.g_01498
OG0001247	Prac.g_00688	Syag.g_00710
OG0001248	Prac.g_00686	Syag.g_00175
OG0001249	Prac.g_01498	Syag.g_02837
OG0001250	Prac.g_01435	Syag.g_00725
OG0001251	Prac.g_01400	Syag.g_00472
OG0001252	Prac.g_01265	Syag.g_00960
OG0001253	Prac.g_01212	Syag.g_00094
OG0001254	Prac.g_01016	Syag.g_02165
OG0001255	Prac.g_01001	Syag.g_00440
OG0001256	Prac.g_00322	Syag.g_01673
OG0001257	Prac.g_00316	Syag.g_00217, Syag.g_00176
OG0001258	Prac.g_00628	Syag.g_01683
OG0001259	Prac.g_00584	Syag.g_01743
OG0001260	Prac.g_00568	Syag.g_01763
OG0001261	Prac.g_00540	Syag.g_02763
OG0001262	Prac.g_00079	Syag.g_02336
OG0001263	Prac.g_01803	Syag.g_01923
OG0001265	Prac.g_01813	Syag.g_01910
OG0001266	Prac.g_01727	Syag.g_02036
OG0001267	Prac.g_01651	Syag.g_02598
OG0001268	Prac.g_01195	Syag.g_02850
OG0001269	Prac.g_01175	Syag.g_00480
OG0001270	Prac.g_01113	Syag.g_00030
OG0001271	Prac.g_01072	Syag.g_01353
OG0001272	Prac.g_01058	Syag.g_01522
OG0001273	Prac.g_00740	Syag.g_00405
OG0001274	Prac.g_00668	Syag.g_02076
OG0001275	Prac.g_01300	Syag.g_00857
OG0001276	Prac.g_01281	Syag.g_00874
OG0001278	Prac.g_00935	Syag.g_01054
OG0001280	Prac.g_00174	Syag.g_01189
OG0001281	Prac.g_00180	Syag.g_01219
OG0001282	Prac.g_00218	Syag.g_01538
OG0001283	Prac.g_00237	Syag.g_02248
OG0001284	Prac.g_00341	Syag.g_01656
OG0001285	Prac.g_00599	Syag.g_00142, Syag.g_02205
OG0001287	Prac.g_00043	Syag.g_02391
OG0001288	Prac.g_00051	Syag.g_02373
OG0001289	Prac.g_01844	Syag.g_01850
OG0001290	Prac.g_01831	Syag.g_01878
OG0001291	Prac.g_01796	Syag.g_01933
OG0001292	Prac.g_01682	Syag.g_02667
OG0001293	Prac.g_01670	Syag.g_02625
OG0001294	Prac.g_01155	Syag.g_00593
OG0001295	Prac.g_01078	Syag.g_00968
OG0001296	Prac.g_00862	Syag.g_01492
OG0001298	Prac.g_00796	Syag.g_00309
OG0001299	Prac.g_00705	Syag.g_00582
OG0001300	Prac.g_00678	Syag.g_01003
OG0001301	Prac.g_00675	Syag.g_00987
OG0001302	Prac.g_01489	Syag.g_00442
OG0001303	Prac.g_01296	Syag.g_00769
OG0001304	Prac.g_01271	Syag.g_00890
OG0001305	Prac.g_01252	Syag.g_00981
OG0001306	Prac.g_00999	Syag.g_01160
OG0001307	Prac.g_00200	Syag.g_00577
OG0001308	Prac.g_00401	Syag.g_01406
OG0001309	Prac.g_00318	Syag.g_01482
OG0001311	Prac.g_01279	Syag.g_00876
OG0001312	Prac.g_01346	Syag.g_00779
OG0001315	Prac.g_01869	Syag.g_02796
OG0001316	Prac.g_01791	Syag.g_01940
OG0001317	Prac.g_01696	Syag.g_01787
OG0001318	Prac.g_01675	Syag.g_02633
OG0001319	Prac.g_01659	Syag.g_02609
OG0001321	Prac.g_01096	Syag.g_00050
OG0001322	Prac.g_01095	Syag.g_00051
OG0001323	Prac.g_00853	Syag.g_01479
OG0001324	Prac.g_00677	Syag.g_01002
OG0001325	Prac.g_01555	Syag.g_00916
OG0001326	Prac.g_00647	Syag.g_02190, Syag.g_02195
OG0001328	Prac.g_01214	Syag.g_00620
OG0001329	Prac.g_01024	Syag.g_00498
OG0001330	Prac.g_00153	Syag.g_01181
OG0001331	Prac.g_00223	Syag.g_01543
OG0001332	Prac.g_00368	Syag.g_01611
OG0001333	Prac.g_00588	Syag.g_01739
OG0001334	Prac.g_00009	Syag.g_02807
OG0001335	Prac.g_00010	Syag.g_02808
OG0001336	Prac.g_00121	Syag.g_02249
OG0001339	Prac.g_01828	Syag.g_01881
OG0001341	Prac.g_01523	Syag.g_00233
OG0001343	Prac.g_01403	Syag.g_00562
OG0001344	Prac.g_00981	Syag.g_01136
OG0001345	Prac.g_00966	Syag.g_01108
OG0001346	Prac.g_00176	Syag.g_01193
OG0001348	Prac.g_00295	Syag.g_00941
OG0001349	Prac.g_00261	Syag.g_02479
OG0001351	Prac.g_01093	Syag.g_00055
OG0001352	Prac.g_00691	Syag.g_01459
OG0001356	Prac.g_00900	Syag.g_00942
OG0001358	Prac.g_00751	Syag.g_00374
OG0001359	Prac.g_01402	Syag.g_00561
OG0001360	Prac.g_01211	Syag.g_01106
OG0001361	Prac.g_00969	Syag.g_01111
OG0001364	Prac.g_00012	Syag.g_02448
OG0001365	Prac.g_00089	Syag.g_02131
OG0001369	Prac.g_01839	Syag.g_01868
OG0001370	Prac.g_01086	Syag.g_01660, Syag.g_01395, Syag.g_02204
OG0001373	Prac.g_00646	Syag.g_02194
OG0001374	Prac.g_00654	Syag.g_02202
OG0001375	Prac.g_01404	Syag.g_00563
OG0001376	Prac.g_01246	Syag.g_02153
OG0001377	Prac.g_01245	Syag.g_02152
OG0001378	Prac.g_01047	Syag.g_00028
OG0001380	Prac.g_00205	Syag.g_00252
OG0001385	Prac.g_00643	Syag.g_02191
OG0001386	Prac.g_00644	Syag.g_02192
OG0001387	Prac.g_00645	Syag.g_02193
OG0001388	Prac.g_00648	Syag.g_02196
OG0001389	Prac.g_00649	Syag.g_02197
OG0001390	Prac.g_00650	Syag.g_02198
OG0001391	Prac.g_00651	Syag.g_02199
OG0001392	Prac.g_00652	Syag.g_02200
OG0001393	Prac.g_00653	Syag.g_02201
OG0001395	Prac.g_01269	Syag.g_00898
OG0001403	Prac.g_01917	Syag.g_02308
OG0001404	Prac.g_01863	Syag.g_01818
OG0001405	Prac.g_01605	Syag.g_02810
OG0001406	Prac.g_01247	Syag.g_02154
OG0001408	Prac.g_01228, Prac.g_01229	Syag.g_00450
OG0001409	Prac.g_00978	Syag.g_01125
OG0001410	Prac.g_00201	Syag.g_00576
OG0001413	Prac.g_00327	Syag.g_00224
OG0001416	Prac.g_01088, Prac.g_01087	Syag.g_01198
OG0001417	Prac.g_01076, Prac.g_01075	Syag.g_00829
OG0001419	Prac.g_01233	Syag.g_01466
OG0001420	Prac.g_01038	Syag.g_01465
OG0001428	Prac.g_01758	Syag.g_01981
OG0001429	Prac.g_01486	Syag.g_00770
OG0001432	Prac.g_00328	Syag.g_00448
OG0001433	Prac.g_00899	Syag.g_00943
OG0001435	Prac.g_01388	Syag.g_00605
OG0001438	Prac.g_01638	Syag.g_02583
OG0001439	Prac.g_01624	Syag.g_02554
OG0001442	Prac.g_01530	Syag.g_00648
OG0001447	Prac.g_01805	Syag.g_01921
OG0001448	Prac.g_01167	Syag.g_01350
OG0001452	Prac.g_01398	Syag.g_02638
OG0001453	Prac.g_01306	Syag.g_00849
OG0001454	Prac.g_01218	Syag.g_00204
OG0001456	Prac.g_01008	Syag.g_02212
OG0001457	Prac.g_01007	Syag.g_02213
OG0001458	Prac.g_01006	Syag.g_02214
OG0001459	Prac.g_00134	Syag.g_00535
OG0001462	Prac.g_01912	Syag.g_02315
OG0001465	Prac.g_00669	Syag.g_00940
OG0001467	Prac.g_01497	Syag.g_01322
OG0001470	Prac.g_00239	Syag.g_02420
OG0001471	Prac.g_00326	Syag.g_02563
OG0001472	Prac.g_00319	Syag.g_00104
OG0001473	Prac.g_00059	Syag.g_00471
OG0001474	Prac.g_01194	Syag.g_02851
OG0001475	Prac.g_00241	Syag.g_02418
OG0001479	Prac.g_01197	Syag.g_02848
OG0001480	Prac.g_01165	Syag.g_00451
OG0001482	Prac.g_01090	Syag.g_00839
OG0001486	Prac.g_00987	Syag.g_01143
OG0001492	Prac.g_00938	Syag.g_01057
OG0001493	Prac.g_00930	Syag.g_01045
OG0001502	Prac.g_01502	Syag.g_00739
OG0001504	Prac.g_00135	Syag.g_00534
OG0001507	Prac.g_00278	Syag.g_01794, Syag.g_00083
OG0001508	Prac.g_00238	Syag.g_02421
OG0001520	Prac.g_01141, Prac.g_01140	Syag.g_00294
OG0001528	Prac.g_00240	Syag.g_02419
OG0001546	Prac.g_00848	Syag.g_01473
OG0001551	Prac.g_01009	Syag.g_01019
OG0001553	Prac.g_00414	Syag.g_01424
OG0001554	Prac.g_00320	Syag.g_02124
OG0001565	Prac.g_01120	Syag.g_00449
OG0001572	Prac.g_00911	Syag.g_00086
OG0001582	Prac.g_01077	Syag.g_00198
OG0001588	Prac.g_00435	Syag.g_02446
OG0001602	Prac.g_00670	Syag.g_00939
OG0001625	Prac.g_01673	Syag.g_02631
OG0001633	Prac.g_00214	Syag.g_01608
OG0001647	Prac.g_01658	Syag.g_02607
OG0001704	Prac.g_00920	Syag.g_02512
OG0001709	Prac.g_00260	Syag.g_02478
OG0001712	Prac.g_01123	Syag.g_00089
OG0001713	Prac.g_01873	Syag.g_01128
OG0001726	Prac.g_01126	Syag.g_00747
OG0001919	Prac.g_01134	Syag.g_00444
OG0001924	Prac.g_01585	Syag.g_00366
OG0001925	Prac.g_01586	Syag.g_00365
OG0001926	Prac.g_01587	Syag.g_00364
OG0001927	Prac.g_01588	Syag.g_00363
OG0001993	Prac.g_01583	Syag.g_00368
OG0001994	Prac.g_01584	Syag.g_00367
OG0002110	Prac.g_00641, Prac.g_00638	Syag.g_00103
OG0002156	Prac.g_01895, Prac.g_01894	Syag.g_01303
OG0002425	Prac.g_00451	Syag.g_02484
OG0002426	Prac.g_00456	Syag.g_02507
OG0002559	Prac.g_00916	Syag.g_00139
OG0002695	Prac.g_00450	Syag.g_02482
OG0002897	Prac.g_00273	Syag.g_02498
OG0003174	Prac.g_01565	Syag.g_02022
