Orthogroup	Prac	Syao
OG0001174	Prac.g_00488	Syao.g_01923
OG0001175	Prac.g_00489	Syao.g_01924
OG0001176	Prac.g_00496	Syao.g_01799
OG0001177	Prac.g_00499	Syao.g_01802
OG0001178	Prac.g_00504	Syao.g_01541
OG0001179	Prac.g_00532	Syao.g_01768
OG0001180	Prac.g_00553	Syao.g_01833
OG0001181	Prac.g_00557	Syao.g_01829
OG0001182	Prac.g_00564	Syao.g_01820
OG0001183	Prac.g_00006	Syao.g_01851
OG0001184	Prac.g_00022	Syao.g_02264
OG0001185	Prac.g_00036	Syao.g_02147
OG0001186	Prac.g_00058	Syao.g_02173
OG0001187	Prac.g_00062	Syao.g_02171
OG0001188	Prac.g_00064	Syao.g_02169
OG0001189	Prac.g_00081	Syao.g_02215
OG0001190	Prac.g_00085	Syao.g_02436
OG0001191	Prac.g_00095	Syao.g_02449
OG0001192	Prac.g_00099	Syao.g_02367
OG0001193	Prac.g_00109	Syao.g_02284
OG0001194	Prac.g_00110	Syao.g_02285
OG0001195	Prac.g_00111	Syao.g_02286
OG0001196	Prac.g_00124	Syao.g_02341
OG0001197	Prac.g_00125	Syao.g_02343
OG0001198	Prac.g_01950	Syao.g_02158
OG0001199	Prac.g_01857	Syao.g_02623
OG0001200	Prac.g_01855	Syao.g_02625
OG0001201	Prac.g_01823	Syao.g_02601
OG0001202	Prac.g_01731	Syao.g_02461
OG0001203	Prac.g_01692	Syao.g_00296, Syao.g_01705
OG0001204	Prac.g_01687	Syao.g_02117
OG0001205	Prac.g_01102	Syao.g_01620
OG0001206	Prac.g_01083	Syao.g_02701, Syao.g_02702
OG0001207	Prac.g_01067	Syao.g_00035
OG0001208	Prac.g_01062	Syao.g_00026
OG0001209	Prac.g_00837	Syao.g_01415
OG0001210	Prac.g_00832	Syao.g_00882
OG0001211	Prac.g_00822	Syao.g_00861
OG0001212	Prac.g_00776	Syao.g_01001
OG0001213	Prac.g_00742	Syao.g_01322
OG0001214	Prac.g_00734	Syao.g_00896
OG0001215	Prac.g_00681	Syao.g_00700
OG0001216	Prac.g_01558	Syao.g_00492
OG0001219	Prac.g_01487	Syao.g_00651
OG0001220	Prac.g_01424	Syao.g_00393
OG0001221	Prac.g_01373	Syao.g_01657
OG0001222	Prac.g_01335	Syao.g_00687
OG0001223	Prac.g_01309	Syao.g_00820
OG0001224	Prac.g_01260	Syao.g_00427
OG0001226	Prac.g_01232	Syao.g_02633
OG0001227	Prac.g_01213	Syao.g_01047
OG0001228	Prac.g_00940	Syao.g_02256
OG0001229	Prac.g_00215	Syao.g_00220
OG0001230	Prac.g_00419	Syao.g_01503
OG0001231	Prac.g_00315	Syao.g_02254
OG0001232	Prac.g_00602	Syao.g_01664
OG0001233	Prac.g_00582	Syao.g_01643
OG0001234	Prac.g_00491	Syao.g_02035
OG0001235	Prac.g_00501	Syao.g_01863
OG0001236	Prac.g_00019	Syao.g_02261
OG0001237	Prac.g_00023	Syao.g_02265
OG0001238	Prac.g_00096	Syao.g_02451
OG0001239	Prac.g_01860	Syao.g_02620
OG0001240	Prac.g_01838	Syao.g_02669
OG0001242	Prac.g_01812	Syao.g_02576
OG0001243	Prac.g_01806	Syao.g_02584
OG0001244	Prac.g_01790	Syao.g_02477
OG0001245	Prac.g_01153	Syao.g_00362
OG0001247	Prac.g_00688	Syao.g_00390
OG0001249	Prac.g_01498	Syao.g_01882
OG0001250	Prac.g_01435	Syao.g_00556
OG0001251	Prac.g_01400	Syao.g_00641
OG0001252	Prac.g_01265	Syao.g_00507
OG0001253	Prac.g_01212	Syao.g_01220
OG0001254	Prac.g_01016	Syao.g_01426
OG0001255	Prac.g_01001	Syao.g_00920
OG0001256	Prac.g_00322	Syao.g_01572
OG0001257	Prac.g_00316	Syao.g_00414
OG0001258	Prac.g_00628	Syao.g_01561
OG0001259	Prac.g_00584	Syao.g_01645
OG0001260	Prac.g_00568	Syao.g_01623
OG0001261	Prac.g_00540	Syao.g_01814
OG0001262	Prac.g_00079	Syao.g_02213
OG0001263	Prac.g_01803	Syao.g_02541
OG0001265	Prac.g_01813	Syao.g_02574
OG0001266	Prac.g_01727	Syao.g_02465
OG0001267	Prac.g_01651	Syao.g_02063
OG0001268	Prac.g_01195	Syao.g_01871
OG0001270	Prac.g_01113	Syao.g_01733
OG0001271	Prac.g_01072	Syao.g_02685
OG0001272	Prac.g_01058	Syao.g_00120
OG0001274	Prac.g_00668	Syao.g_02401
OG0001275	Prac.g_01300	Syao.g_00806
OG0001276	Prac.g_01281	Syao.g_00450
OG0001277	Prac.g_01223	Syao.g_01334
OG0001278	Prac.g_00935	Syao.g_00265
OG0001281	Prac.g_00180	Syao.g_01454
OG0001282	Prac.g_00218	Syao.g_00037
OG0001283	Prac.g_00237	Syao.g_02335
OG0001284	Prac.g_00341	Syao.g_01587
OG0001285	Prac.g_00599	Syao.g_01010
OG0001288	Prac.g_00051	Syao.g_02187
OG0001289	Prac.g_01844	Syao.g_02649
OG0001291	Prac.g_01796	Syao.g_02551
OG0001292	Prac.g_01682	Syao.g_02111
OG0001293	Prac.g_01670	Syao.g_02091
OG0001294	Prac.g_01155	Syao.g_00948
OG0001295	Prac.g_01078	Syao.g_00878
OG0001296	Prac.g_00862	Syao.g_00163
OG0001298	Prac.g_00796	Syao.g_01043
OG0001299	Prac.g_00705	Syao.g_00942
OG0001302	Prac.g_01489	Syao.g_02711
OG0001303	Prac.g_01296	Syao.g_00649
OG0001304	Prac.g_01271	Syao.g_00466
OG0001305	Prac.g_01252	Syao.g_00382
OG0001306	Prac.g_00999	Syao.g_00141
OG0001308	Prac.g_00401	Syao.g_01500
OG0001310	Prac.g_00613	Syao.g_01681
OG0001311	Prac.g_01279	Syao.g_00452
OG0001312	Prac.g_01346	Syao.g_00635
OG0001315	Prac.g_01869	Syao.g_01853
OG0001317	Prac.g_01696	Syao.g_01701
OG0001318	Prac.g_01675	Syao.g_02099
OG0001319	Prac.g_01659	Syao.g_02075
OG0001323	Prac.g_00853	Syao.g_01392
OG0001325	Prac.g_01555	Syao.g_00487
OG0001326	Prac.g_00647	Syao.g_02293
OG0001327	Prac.g_01240	Syao.g_00953
OG0001328	Prac.g_01214	Syao.g_00198
OG0001329	Prac.g_01024	Syao.g_00876
OG0001330	Prac.g_00153	Syao.g_01444
OG0001331	Prac.g_00223	Syao.g_00042
OG0001332	Prac.g_00368	Syao.g_01244
OG0001333	Prac.g_00588	Syao.g_01649
OG0001335	Prac.g_00010	Syao.g_01913
OG0001336	Prac.g_00121	Syao.g_02336
OG0001340	Prac.g_01603	Syao.g_01892
OG0001341	Prac.g_01523	Syao.g_00602
OG0001343	Prac.g_01403	Syao.g_01235
OG0001345	Prac.g_00966	Syao.g_00179
OG0001351	Prac.g_01093	Syao.g_00060
OG0001356	Prac.g_00900	Syao.g_00301
OG0001358	Prac.g_00751	Syao.g_01343
OG0001359	Prac.g_01402	Syao.g_01234
OG0001360	Prac.g_01211	Syao.g_00177
OG0001361	Prac.g_00969	Syao.g_00182
OG0001364	Prac.g_00012	Syao.g_01969
OG0001365	Prac.g_00089	Syao.g_02441
OG0001369	Prac.g_01839	Syao.g_02668
OG0001371	Prac.g_00692	Syao.g_02638
OG0001372	Prac.g_01515	Syao.g_00368
OG0001373	Prac.g_00646	Syao.g_02291, Syao.g_02292
OG0001374	Prac.g_00654	Syao.g_02300
OG0001375	Prac.g_01404	Syao.g_01236
OG0001376	Prac.g_01246	Syao.g_00617
OG0001377	Prac.g_01245	Syao.g_00618
OG0001378	Prac.g_01047	Syao.g_01732
OG0001380	Prac.g_00205	Syao.g_00360
OG0001382	Prac.g_00302	Syao.g_00766
OG0001385	Prac.g_00643	Syao.g_02288
OG0001386	Prac.g_00644	Syao.g_02289
OG0001387	Prac.g_00645	Syao.g_02290
OG0001388	Prac.g_00648	Syao.g_02294
OG0001389	Prac.g_00649	Syao.g_02295
OG0001390	Prac.g_00650	Syao.g_02296
OG0001391	Prac.g_00651	Syao.g_02297
OG0001392	Prac.g_00652	Syao.g_02298
OG0001393	Prac.g_00653	Syao.g_02299
OG0001395	Prac.g_01269	Syao.g_00470
OG0001399	Prac.g_00493	Syao.g_01861
OG0001403	Prac.g_01917	Syao.g_02235
OG0001405	Prac.g_01605	Syao.g_01911
OG0001406	Prac.g_01247	Syao.g_00616
OG0001407	Prac.g_01234	Syao.g_00519
OG0001408	Prac.g_01228, Prac.g_01229	Syao.g_01384
OG0001415	Prac.g_01699	Syao.g_00999
OG0001416	Prac.g_01088, Prac.g_01087	Syao.g_01223
OG0001417	Prac.g_01076, Prac.g_01075	Syao.g_00657
OG0001418	Prac.g_00687	Syao.g_00212
OG0001419	Prac.g_01233	Syao.g_00520
OG0001420	Prac.g_01038	Syao.g_01403
OG0001422	Prac.g_00297	Syao.g_00284
OG0001423	Prac.g_00634	Syao.g_00722
OG0001429	Prac.g_01486	Syao.g_00648
OG0001432	Prac.g_00328	Syao.g_01219
OG0001433	Prac.g_00899	Syao.g_00300
OG0001435	Prac.g_01388	Syao.g_00961
OG0001437	Prac.g_01700	Syao.g_00998
OG0001438	Prac.g_01638	Syao.g_02049
OG0001439	Prac.g_01624	Syao.g_02026
OG0001441	Prac.g_00851	Syao.g_01394
OG0001442	Prac.g_01530	Syao.g_00738
OG0001447	Prac.g_01805	Syao.g_02585
OG0001452	Prac.g_01398	Syao.g_02104
OG0001453	Prac.g_01306	Syao.g_00814
OG0001454	Prac.g_01218	Syao.g_01295
OG0001456	Prac.g_01008	Syao.g_00708
OG0001457	Prac.g_01007	Syao.g_00709
OG0001458	Prac.g_01006	Syao.g_00710
OG0001459	Prac.g_00134	Syao.g_00583
OG0001462	Prac.g_01912	Syao.g_02228
OG0001467	Prac.g_01497	Syao.g_01225
OG0001468	Prac.g_01242	Syao.g_00604
OG0001470	Prac.g_00239	Syao.g_02175
OG0001471	Prac.g_00326	Syao.g_02031
OG0001473	Prac.g_00059	Syao.g_00621
OG0001474	Prac.g_01194	Syao.g_01870
OG0001475	Prac.g_00241	Syao.g_02177
OG0001479	Prac.g_01197	Syao.g_01873
OG0001486	Prac.g_00987	Syao.g_00125
OG0001492	Prac.g_00938	Syao.g_00268
OG0001493	Prac.g_00930	Syao.g_00260
OG0001502	Prac.g_01502	Syao.g_00526
OG0001507	Prac.g_00278	Syao.g_00874
OG0001508	Prac.g_00238	Syao.g_02174
OG0001520	Prac.g_01141, Prac.g_01140	Syao.g_01044
OG0001522	Prac.g_01443	Syao.g_00568
OG0001526	Prac.g_00474	Syao.g_02559
OG0001528	Prac.g_00240	Syao.g_02176
OG0001546	Prac.g_00848	Syao.g_01397
OG0001553	Prac.g_00414	Syao.g_01510
OG0001554	Prac.g_00320	Syao.g_00323
OG0001566	Prac.g_00695	Syao.g_01198
OG0001572	Prac.g_00911	Syao.g_00721
OG0001584	Prac.g_01354	Syao.g_00746
OG0001587	Prac.g_00472	Syao.g_01693
OG0001588	Prac.g_00435	Syao.g_01998
OG0001605	Prac.g_01288	Syao.g_01284
OG0001613	Prac.g_00004	Syao.g_01854
OG0001625	Prac.g_01673	Syao.g_02097
OG0001627	Prac.g_01516	Syao.g_01698
OG0001647	Prac.g_01658	Syao.g_02073
OG0001701	Prac.g_00475	Syao.g_02561
OG0001712	Prac.g_01123	Syao.g_00712
OG0001775	Prac.g_01231	Syao.g_00655
OG0001924	Prac.g_01585	Syao.g_01347
OG0001925	Prac.g_01586	Syao.g_01348
OG0001926	Prac.g_01587	Syao.g_01349
OG0001927	Prac.g_01588	Syao.g_01350
OG0001993	Prac.g_01583	Syao.g_01345
OG0001994	Prac.g_01584	Syao.g_01346
OG0002111	Prac.g_00781	Syao.g_00600
OG0002156	Prac.g_01895, Prac.g_01894	Syao.g_01358
OG0002364	Prac.g_01485	Syao.g_00647
OG0002559	Prac.g_00916	Syao.g_01196
OG0002628	Prac.g_00663	Syao.g_01958
OG0002896	Prac.g_00250	Syao.g_01170
OG0003027	Prac.g_00465	Syao.g_01992
