Orthogroup	Prac	Syad
OG0001169	Prac.g_00585	Syad.g_02490
OG0001170	Prac.g_00583	Syad.g_02492
OG0001171	Prac.g_00574	Syad.g_02503
OG0001172	Prac.g_00479	Syad.g_00594
OG0001173	Prac.g_00480	Syad.g_00595
OG0001174	Prac.g_00488	Syad.g_00603
OG0001175	Prac.g_00489	Syad.g_00604
OG0001176	Prac.g_00496	Syad.g_00644
OG0001177	Prac.g_00499	Syad.g_00641
OG0001178	Prac.g_00504	Syad.g_02629
OG0001179	Prac.g_00532	Syad.g_00675
OG0001180	Prac.g_00553	Syad.g_00700
OG0001181	Prac.g_00557	Syad.g_00704
OG0001182	Prac.g_00564	Syad.g_00712
OG0001183	Prac.g_00006	Syad.g_00717
OG0001184	Prac.g_00022	Syad.g_00378
OG0001185	Prac.g_00036	Syad.g_00354
OG0001186	Prac.g_00058	Syad.g_00247
OG0001187	Prac.g_00062	Syad.g_00245
OG0001188	Prac.g_00064	Syad.g_00238
OG0001189	Prac.g_00081	Syad.g_00217
OG0001190	Prac.g_00085	Syad.g_03034
OG0001192	Prac.g_00099	Syad.g_00013
OG0001193	Prac.g_00109	Syad.g_00072
OG0001194	Prac.g_00110	Syad.g_00075
OG0001195	Prac.g_00111	Syad.g_00076
OG0001196	Prac.g_00124	Syad.g_00144
OG0001197	Prac.g_00125	Syad.g_00146
OG0001198	Prac.g_01950	Syad.g_00159
OG0001199	Prac.g_01857	Syad.g_02735
OG0001200	Prac.g_01855	Syad.g_02737
OG0001201	Prac.g_01823	Syad.g_02802
OG0001202	Prac.g_01731	Syad.g_02945
OG0001203	Prac.g_01692	Syad.g_00821
OG0001204	Prac.g_01687	Syad.g_00577
OG0001205	Prac.g_01102	Syad.g_02440
OG0001206	Prac.g_01083	Syad.g_02385
OG0001207	Prac.g_01067	Syad.g_00893
OG0001208	Prac.g_01062	Syad.g_00906
OG0001209	Prac.g_00837	Syad.g_00980
OG0001210	Prac.g_00832	Syad.g_00993
OG0001212	Prac.g_00776	Syad.g_01082
OG0001213	Prac.g_00742	Syad.g_02163
OG0001214	Prac.g_00734	Syad.g_02150
OG0001215	Prac.g_00681	Syad.g_01366
OG0001216	Prac.g_01558	Syad.g_01816
OG0001219	Prac.g_01487	Syad.g_01653
OG0001220	Prac.g_01424	Syad.g_01195
OG0001221	Prac.g_01373	Syad.g_01950
OG0001222	Prac.g_01335	Syad.g_01770
OG0001223	Prac.g_01309	Syad.g_01715
OG0001224	Prac.g_01260	Syad.g_01286
OG0001225	Prac.g_01258	Syad.g_01288
OG0001226	Prac.g_01232	Syad.g_02100
OG0001227	Prac.g_01213	Syad.g_00029
OG0001228	Prac.g_00940	Syad.g_02460
OG0001229	Prac.g_00215	Syad.g_01314
OG0001231	Prac.g_00315	Syad.g_00179
OG0001232	Prac.g_00602	Syad.g_02658
OG0001233	Prac.g_00582	Syad.g_02493
OG0001234	Prac.g_00491	Syad.g_00608
OG0001235	Prac.g_00501	Syad.g_00633
OG0001236	Prac.g_00019	Syad.g_00412
OG0001237	Prac.g_00023	Syad.g_00376
OG0001238	Prac.g_00096	Syad.g_00007
OG0001239	Prac.g_01860	Syad.g_02732
OG0001240	Prac.g_01838	Syad.g_02785
OG0001241	Prac.g_01830	Syad.g_02795
OG0001242	Prac.g_01812	Syad.g_02827
OG0001243	Prac.g_01806	Syad.g_02841
OG0001244	Prac.g_01790	Syad.g_02873
OG0001245	Prac.g_01153	Syad.g_02223
OG0001246	Prac.g_00867	Syad.g_00933
OG0001247	Prac.g_00688	Syad.g_01837
OG0001248	Prac.g_00686	Syad.g_01843
OG0001249	Prac.g_01498	Syad.g_00756
OG0001250	Prac.g_01435	Syad.g_01227
OG0001251	Prac.g_01400	Syad.g_00083
OG0001252	Prac.g_01265	Syad.g_01279
OG0001253	Prac.g_01212	Syad.g_02037
OG0001254	Prac.g_01016	Syad.g_01528
OG0001255	Prac.g_01001	Syad.g_02224
OG0001256	Prac.g_00322	Syad.g_02609
OG0001257	Prac.g_00316	Syad.g_02210
OG0001258	Prac.g_00628	Syad.g_02619
OG0001260	Prac.g_00568	Syad.g_02514
OG0001261	Prac.g_00540	Syad.g_00684
OG0001262	Prac.g_00079	Syad.g_00219
OG0001263	Prac.g_01803	Syad.g_02844
OG0001265	Prac.g_01813	Syad.g_02825
OG0001266	Prac.g_01727	Syad.g_02949
OG0001267	Prac.g_01651	Syad.g_00523
OG0001268	Prac.g_01195	Syad.g_00767
OG0001270	Prac.g_01113	Syad.g_02453
OG0001271	Prac.g_01072	Syad.g_02356
OG0001272	Prac.g_01058	Syad.g_00910
OG0001273	Prac.g_00740	Syad.g_02157
OG0001274	Prac.g_00668	Syad.g_02988
OG0001275	Prac.g_01300	Syad.g_01699
OG0001276	Prac.g_01281	Syad.g_01683
OG0001277	Prac.g_01223	Syad.g_00127
OG0001278	Prac.g_00935	Syad.g_01445
OG0001280	Prac.g_00174	Syad.g_02402
OG0001281	Prac.g_00180	Syad.g_02413
OG0001282	Prac.g_00218	Syad.g_00890
OG0001283	Prac.g_00237	Syad.g_00138
OG0001284	Prac.g_00341	Syad.g_02585
OG0001285	Prac.g_00599	Syad.g_02043
OG0001287	Prac.g_00043	Syad.g_00346
OG0001288	Prac.g_00051	Syad.g_00326
OG0001289	Prac.g_01844	Syad.g_02767
OG0001290	Prac.g_01831	Syad.g_02794
OG0001291	Prac.g_01796	Syad.g_02854
OG0001292	Prac.g_01682	Syad.g_00572
OG0001293	Prac.g_01670	Syad.g_00549
OG0001294	Prac.g_01155	Syad.g_01597
OG0001295	Prac.g_01078	Syad.g_00997
OG0001296	Prac.g_00862	Syad.g_00939
OG0001298	Prac.g_00796	Syad.g_01055
OG0001299	Prac.g_00705	Syad.g_01591
OG0001300	Prac.g_00678	Syad.g_01339
OG0001301	Prac.g_00675	Syad.g_01303
OG0001302	Prac.g_01489	Syad.g_02123
OG0001303	Prac.g_01296	Syad.g_01655
OG0001304	Prac.g_01271	Syad.g_01669
OG0001305	Prac.g_01252	Syad.g_01296
OG0001306	Prac.g_00999	Syad.g_01119
OG0001307	Prac.g_00200	Syad.g_00626
OG0001309	Prac.g_00318	Syad.g_00950
OG0001310	Prac.g_00613	Syad.g_02638
OG0001311	Prac.g_01279	Syad.g_01681
OG0001312	Prac.g_01346	Syad.g_01788
OG0001315	Prac.g_01869	Syad.g_00715
OG0001316	Prac.g_01791	Syad.g_02861
OG0001317	Prac.g_01696	Syad.g_00814
OG0001318	Prac.g_01675	Syad.g_00557
OG0001321	Prac.g_01096	Syad.g_02423
OG0001322	Prac.g_01095	Syad.g_02422
OG0001323	Prac.g_00853	Syad.g_00953
OG0001324	Prac.g_00677	Syad.g_01338
OG0001325	Prac.g_01555	Syad.g_01811
OG0001326	Prac.g_00647	Syad.g_00092
OG0001327	Prac.g_01240	Syad.g_01605
OG0001328	Prac.g_01214	Syad.g_01638
OG0001329	Prac.g_01024	Syad.g_00866
OG0001330	Prac.g_00153	Syad.g_02395
OG0001332	Prac.g_00368	Syad.g_02535
OG0001333	Prac.g_00588	Syad.g_02487
OG0001334	Prac.g_00009	Syad.g_00725
OG0001335	Prac.g_00010	Syad.g_00726
OG0001336	Prac.g_00121	Syad.g_00139
OG0001339	Prac.g_01828	Syad.g_02797
OG0001340	Prac.g_01603	Syad.g_00742
OG0001341	Prac.g_01523	Syad.g_01312
OG0001343	Prac.g_01403	Syad.g_00079
OG0001344	Prac.g_00981	Syad.g_01157
OG0001345	Prac.g_00966	Syad.g_01188
OG0001346	Prac.g_00176	Syad.g_02406
OG0001348	Prac.g_00295	Syad.g_01250
OG0001352	Prac.g_00691	Syad.g_00969
OG0001355	Prac.g_00285, Prac.g_00878	Syad.g_02116
OG0001356	Prac.g_00900	Syad.g_01251
OG0001358	Prac.g_00751	Syad.g_02179
OG0001359	Prac.g_01402	Syad.g_00078
OG0001360	Prac.g_01211	Syad.g_01191
OG0001361	Prac.g_00969	Syad.g_01185
OG0001362	Prac.g_00397	Syad.g_02294
OG0001363	Prac.g_00395	Syad.g_02296
OG0001364	Prac.g_00012	Syad.g_00431
OG0001369	Prac.g_01839	Syad.g_02784
OG0001370	Prac.g_01086	Syad.g_02045, Syad.g_02124
OG0001373	Prac.g_00646	Syad.g_00091
OG0001374	Prac.g_00654	Syad.g_00099
OG0001375	Prac.g_01404	Syad.g_00080
OG0001376	Prac.g_01246	Syad.g_00015
OG0001377	Prac.g_01245	Syad.g_00014
OG0001378	Prac.g_01047	Syad.g_02454
OG0001381	Prac.g_00211	Syad.g_01266, Syad.g_00614
OG0001385	Prac.g_00643	Syad.g_00088
OG0001386	Prac.g_00644	Syad.g_00089
OG0001387	Prac.g_00645	Syad.g_00090
OG0001388	Prac.g_00648	Syad.g_00093
OG0001389	Prac.g_00649	Syad.g_00094
OG0001390	Prac.g_00650	Syad.g_00095
OG0001391	Prac.g_00651	Syad.g_00096
OG0001392	Prac.g_00652	Syad.g_00097
OG0001393	Prac.g_00653	Syad.g_00098
OG0001395	Prac.g_01269	Syad.g_01792
OG0001397	Prac.g_00396	Syad.g_02295
OG0001399	Prac.g_00493	Syad.g_02336
OG0001400	Prac.g_00440	Syad.g_00984
OG0001403	Prac.g_01917	Syad.g_00197
OG0001404	Prac.g_01863	Syad.g_02727
OG0001405	Prac.g_01605	Syad.g_00728
OG0001407	Prac.g_01234	Syad.g_00970
OG0001408	Prac.g_01228, Prac.g_01229	Syad.g_01431
OG0001410	Prac.g_00201	Syad.g_00627
OG0001413	Prac.g_00327	Syad.g_02113
OG0001414	Prac.g_01701	Syad.g_00615
OG0001416	Prac.g_01088, Prac.g_01087	Syad.g_02410
OG0001417	Prac.g_01076, Prac.g_01075	Syad.g_01729
OG0001419	Prac.g_01233	Syad.g_00971
OG0001420	Prac.g_01038	Syad.g_00963
OG0001421	Prac.g_00321	Syad.g_02105, Syad.g_02039
OG0001423	Prac.g_00634	Syad.g_02707, Syad.g_02708
OG0001428	Prac.g_01758	Syad.g_02906
OG0001429	Prac.g_01486	Syad.g_01656
OG0001430	Prac.g_00148	Syad.g_03026
OG0001431	Prac.g_00151	Syad.g_00393
OG0001432	Prac.g_00328	Syad.g_01382
OG0001433	Prac.g_00899	Syad.g_01253, Syad.g_01252
OG0001435	Prac.g_01388	Syad.g_01612
OG0001438	Prac.g_01638	Syad.g_00507
OG0001439	Prac.g_01624	Syad.g_00476
OG0001442	Prac.g_01530	Syad.g_01906
OG0001447	Prac.g_01805	Syad.g_02842
OG0001448	Prac.g_01167	Syad.g_02723
OG0001452	Prac.g_01398	Syad.g_00563
OG0001453	Prac.g_01306	Syad.g_01709
OG0001454	Prac.g_01218	Syad.g_02101
OG0001456	Prac.g_01008	Syad.g_00101
OG0001457	Prac.g_01007	Syad.g_00102
OG0001458	Prac.g_01006	Syad.g_00103
OG0001459	Prac.g_00134	Syad.g_01550
OG0001462	Prac.g_01912	Syad.g_00204
OG0001463	Prac.g_01645	Syad.g_01264
OG0001464	Prac.g_01602	Syad.g_00743
OG0001465	Prac.g_00669	Syad.g_01830
OG0001470	Prac.g_00239	Syad.g_02462
OG0001471	Prac.g_00326	Syad.g_00484
OG0001473	Prac.g_00059	Syad.g_02127
OG0001474	Prac.g_01194	Syad.g_00768
OG0001475	Prac.g_00241	Syad.g_02464
OG0001479	Prac.g_01197	Syad.g_00765
OG0001480	Prac.g_01165	Syad.g_01194
OG0001482	Prac.g_01090	Syad.g_01719
OG0001492	Prac.g_00938	Syad.g_01448
OG0001493	Prac.g_00930	Syad.g_01439
OG0001494	Prac.g_00453	Syad.g_02673
OG0001499	Prac.g_01870	Syad.g_02081
OG0001502	Prac.g_01502	Syad.g_01202
OG0001504	Prac.g_00135	Syad.g_01535
OG0001508	Prac.g_00238	Syad.g_02461
OG0001520	Prac.g_01141, Prac.g_01140	Syad.g_01039
OG0001522	Prac.g_01443	Syad.g_01243
OG0001528	Prac.g_00240	Syad.g_02463, Syad.g_00283, Syad.g_00286
OG0001548	Prac.g_01500	Syad.g_02092
OG0001551	Prac.g_01009	Syad.g_01256
OG0001554	Prac.g_00320	Syad.g_03031
OG0001555	Prac.g_00306	Syad.g_01923
OG0001582	Prac.g_01077	Syad.g_02086
OG0001585	Prac.g_00132	Syad.g_02678
OG0001588	Prac.g_00435	Syad.g_00428
OG0001602	Prac.g_00670	Syad.g_01831
OG0001625	Prac.g_01673	Syad.g_00555
OG0001647	Prac.g_01658	Syad.g_00531
OG0001713	Prac.g_01873	Syad.g_01164
OG0001780	Prac.g_00268	Syad.g_00288
OG0001924	Prac.g_01585	Syad.g_02188
OG0001925	Prac.g_01586	Syad.g_02189
OG0001926	Prac.g_01587	Syad.g_02190
OG0001927	Prac.g_01588	Syad.g_02191
OG0001993	Prac.g_01583	Syad.g_02186
OG0001994	Prac.g_01584	Syad.g_02187
OG0002421	Prac.g_00271	Syad.g_00276
OG0002480	Prac.g_00265	Syad.g_00290
OG0002488	Prac.g_00449	Syad.g_00430
OG0002618	Prac.g_01964	Syad.g_00382
OG0003029	Prac.g_00910	Syad.g_00972
