Orthogroup	Prac	Prbh
OG0001117	Prac.g_01314	Prbh.g_01099
OG0001118	Prac.g_01313	Prbh.g_01100
OG0001119	Prac.g_01312	Prbh.g_01101
OG0001120	Prac.g_01310	Prbh.g_01102
OG0001122	Prac.g_01284	Prbh.g_01119
OG0001123	Prac.g_01280	Prbh.g_01124
OG0001124	Prac.g_01278	Prbh.g_01126
OG0001125	Prac.g_01277	Prbh.g_01128
OG0001126	Prac.g_01267	Prbh.g_01042
OG0001127	Prac.g_01266	Prbh.g_01041
OG0001128	Prac.g_01264	Prbh.g_01039
OG0001129	Prac.g_01263	Prbh.g_01038
OG0001130	Prac.g_01262	Prbh.g_01037
OG0001131	Prac.g_01225	Prbh.g_00411
OG0001132	Prac.g_01216	Prbh.g_00827
OG0001133	Prac.g_01031	Prbh.g_00008
OG0001134	Prac.g_01018	Prbh.g_01868
OG0001135	Prac.g_01015, Prac.g_01959	Prbh.g_01865
OG0001136	Prac.g_00988	Prbh.g_01286
OG0001137	Prac.g_00977	Prbh.g_01273
OG0001138	Prac.g_00959	Prbh.g_01252
OG0001139	Prac.g_00958	Prbh.g_01250
OG0001140	Prac.g_00957	Prbh.g_01249
OG0001141	Prac.g_00956	Prbh.g_01248
OG0001142	Prac.g_00955	Prbh.g_01247
OG0001143	Prac.g_00948	Prbh.g_01240
OG0001144	Prac.g_00943	Prbh.g_01235
OG0001145	Prac.g_00167	Prbh.g_01365
OG0001146	Prac.g_00179	Prbh.g_01377
OG0001147	Prac.g_00203	Prbh.g_00002
OG0001148	Prac.g_00219	Prbh.g_00011
OG0001149	Prac.g_00220	Prbh.g_00012
OG0001150	Prac.g_00221	Prbh.g_00013
OG0001151	Prac.g_00232	Prbh.g_00025
OG0001152	Prac.g_00233	Prbh.g_00026
OG0001153	Prac.g_00379	Prbh.g_00131
OG0001154	Prac.g_00378	Prbh.g_00132
OG0001155	Prac.g_00366	Prbh.g_00149
OG0001156	Prac.g_00363	Prbh.g_00152
OG0001157	Prac.g_00362	Prbh.g_00153
OG0001158	Prac.g_00361	Prbh.g_00154
OG0001159	Prac.g_00360	Prbh.g_00155
OG0001160	Prac.g_00336	Prbh.g_00181
OG0001161	Prac.g_00324	Prbh.g_01837
OG0001162	Prac.g_00313	Prbh.g_01824
OG0001163	Prac.g_00633	Prbh.g_01790
OG0001164	Prac.g_00629	Prbh.g_01787
OG0001165	Prac.g_00626	Prbh.g_01784
OG0001166	Prac.g_00606	Prbh.g_01763
OG0001167	Prac.g_00589	Prbh.g_01745
OG0001168	Prac.g_00587	Prbh.g_01743
OG0001169	Prac.g_00585	Prbh.g_01741
OG0001170	Prac.g_00583	Prbh.g_01739
OG0001171	Prac.g_00574	Prbh.g_01729
OG0001172	Prac.g_00479	Prbh.g_01714
OG0001173	Prac.g_00480	Prbh.g_01713
OG0001174	Prac.g_00488	Prbh.g_01705
OG0001175	Prac.g_00489	Prbh.g_01704
OG0001176	Prac.g_00496	Prbh.g_01696
OG0001177	Prac.g_00499	Prbh.g_01694
OG0001178	Prac.g_00504	Prbh.g_01777
OG0001179	Prac.g_00532	Prbh.g_01661
OG0001180	Prac.g_00553	Prbh.g_01638
OG0001181	Prac.g_00557	Prbh.g_01634
OG0001182	Prac.g_00564	Prbh.g_01626
OG0001183	Prac.g_00006	Prbh.g_01620
OG0001184	Prac.g_00022	Prbh.g_01602
OG0001185	Prac.g_00036	Prbh.g_01586
OG0001186	Prac.g_00058	Prbh.g_01562
OG0001187	Prac.g_00062	Prbh.g_01559
OG0001188	Prac.g_00064	Prbh.g_01557
OG0001189	Prac.g_00081	Prbh.g_01540
OG0001190	Prac.g_00085	Prbh.g_01535
OG0001191	Prac.g_00095	Prbh.g_01525
OG0001192	Prac.g_00099	Prbh.g_01520
OG0001193	Prac.g_00109	Prbh.g_01507
OG0001194	Prac.g_00110	Prbh.g_01506
OG0001195	Prac.g_00111	Prbh.g_01505
OG0001196	Prac.g_00124	Prbh.g_01488
OG0001197	Prac.g_00125	Prbh.g_01486
OG0001198	Prac.g_01950	Prbh.g_01479
OG0001199	Prac.g_01857	Prbh.g_00708
OG0001200	Prac.g_01855	Prbh.g_00706
OG0001201	Prac.g_01823	Prbh.g_00675
OG0001202	Prac.g_01731	Prbh.g_00583
OG0001203	Prac.g_01692	Prbh.g_00542
OG0001204	Prac.g_01687	Prbh.g_00536
OG0001205	Prac.g_01102	Prbh.g_00387
OG0001206	Prac.g_01083	Prbh.g_00366
OG0001207	Prac.g_01067	Prbh.g_00354
OG0001208	Prac.g_01062	Prbh.g_00349
OG0001209	Prac.g_00837	Prbh.g_00294
OG0001210	Prac.g_00832	Prbh.g_00290
OG0001211	Prac.g_00822	Prbh.g_00280
OG0001212	Prac.g_00776	Prbh.g_00234
OG0001213	Prac.g_00742	Prbh.g_01452
OG0001215	Prac.g_00681	Prbh.g_00925
OG0001216	Prac.g_01558	Prbh.g_00947
OG0001217	Prac.g_01521	Prbh.g_01875
OG0001219	Prac.g_01487	Prbh.g_01054
OG0001220	Prac.g_01424	Prbh.g_01009
OG0001221	Prac.g_01373	Prbh.g_00889
OG0001222	Prac.g_01335	Prbh.g_01131
OG0001223	Prac.g_01309	Prbh.g_01103
OG0001224	Prac.g_01260	Prbh.g_01035
OG0001225	Prac.g_01258	Prbh.g_01033
OG0001226	Prac.g_01232	Prbh.g_01444
OG0001227	Prac.g_01213	Prbh.g_01331
OG0001228	Prac.g_00940	Prbh.g_01232
OG0001229	Prac.g_00215	Prbh.g_01872
OG0001230	Prac.g_00419	Prbh.g_00089
OG0001231	Prac.g_00315	Prbh.g_00410
OG0001232	Prac.g_00602	Prbh.g_01759
OG0001233	Prac.g_00582	Prbh.g_01738
OG0001234	Prac.g_00491	Prbh.g_01702
OG0001235	Prac.g_00501	Prbh.g_01698
OG0001236	Prac.g_00019	Prbh.g_01605
OG0001237	Prac.g_00023	Prbh.g_01601
OG0001238	Prac.g_00096	Prbh.g_01524
OG0001239	Prac.g_01860	Prbh.g_00711
OG0001240	Prac.g_01838	Prbh.g_00690
OG0001241	Prac.g_01830	Prbh.g_00681
OG0001242	Prac.g_01812	Prbh.g_00662
OG0001243	Prac.g_01806	Prbh.g_00655
OG0001244	Prac.g_01790	Prbh.g_00640
OG0001245	Prac.g_01153	Prbh.g_01320
OG0001246	Prac.g_00867	Prbh.g_00824
OG0001247	Prac.g_00688	Prbh.g_00918
OG0001248	Prac.g_00686	Prbh.g_00920
OG0001249	Prac.g_01498	Prbh.g_00442
OG0001250	Prac.g_01435	Prbh.g_00995
OG0001251	Prac.g_01400	Prbh.g_00858
OG0001252	Prac.g_01265	Prbh.g_01040
OG0001253	Prac.g_01212	Prbh.g_01442
OG0001254	Prac.g_01016	Prbh.g_01866
OG0001255	Prac.g_01001	Prbh.g_01300
OG0001256	Prac.g_00322	Prbh.g_00188
OG0001258	Prac.g_00628	Prbh.g_01786
OG0001259	Prac.g_00584	Prbh.g_01740
OG0001261	Prac.g_00540	Prbh.g_01653
OG0001262	Prac.g_00079	Prbh.g_01542
OG0001263	Prac.g_01803	Prbh.g_00653
OG0001265	Prac.g_01813	Prbh.g_00663
OG0001266	Prac.g_01727	Prbh.g_00579
OG0001267	Prac.g_01651	Prbh.g_00499
OG0001268	Prac.g_01195	Prbh.g_00433
OG0001269	Prac.g_01175	Prbh.g_01008
OG0001270	Prac.g_01113	Prbh.g_00398
OG0001271	Prac.g_01072	Prbh.g_00359
OG0001272	Prac.g_01058	Prbh.g_00345
OG0001273	Prac.g_00740	Prbh.g_01222
OG0001274	Prac.g_00668	Prbh.g_00556
OG0001275	Prac.g_01300	Prbh.g_01112
OG0001276	Prac.g_01281	Prbh.g_01123
OG0001278	Prac.g_00935	Prbh.g_01228
OG0001280	Prac.g_00174	Prbh.g_01372
OG0001281	Prac.g_00180	Prbh.g_01378
OG0001282	Prac.g_00218	Prbh.g_00010
OG0001283	Prac.g_00237	Prbh.g_01492
OG0001284	Prac.g_00341	Prbh.g_00175
OG0001285	Prac.g_00599	Prbh.g_01756
OG0001287	Prac.g_00043	Prbh.g_01579
OG0001288	Prac.g_00051	Prbh.g_01569
OG0001289	Prac.g_01844	Prbh.g_00696
OG0001290	Prac.g_01831	Prbh.g_00682
OG0001291	Prac.g_01796	Prbh.g_00645
OG0001292	Prac.g_01682	Prbh.g_00531
OG0001293	Prac.g_01670	Prbh.g_00518
OG0001296	Prac.g_00862	Prbh.g_00321
OG0001298	Prac.g_00796	Prbh.g_00252
OG0001299	Prac.g_00705	Prbh.g_01186
OG0001300	Prac.g_00678	Prbh.g_00929
OG0001301	Prac.g_00675	Prbh.g_00934
OG0001302	Prac.g_01489	Prbh.g_01051
OG0001304	Prac.g_01271	Prbh.g_01136
OG0001305	Prac.g_01252	Prbh.g_01027
OG0001306	Prac.g_00999	Prbh.g_01298
OG0001307	Prac.g_00200	Prbh.g_01936
OG0001308	Prac.g_00401	Prbh.g_00109
OG0001309	Prac.g_00318	Prbh.g_00205
OG0001310	Prac.g_00613	Prbh.g_01769
OG0001311	Prac.g_01279	Prbh.g_01125
OG0001312	Prac.g_01346	Prbh.g_01063
OG0001315	Prac.g_01869	Prbh.g_01861
OG0001316	Prac.g_01791	Prbh.g_00641
OG0001317	Prac.g_01696	Prbh.g_00546
OG0001318	Prac.g_01675	Prbh.g_00522
OG0001319	Prac.g_01659	Prbh.g_00506
OG0001320	Prac.g_01151	Prbh.g_01817, Prbh.g_01945, Prbh.g_00806
OG0001321	Prac.g_01096	Prbh.g_00381
OG0001322	Prac.g_01095	Prbh.g_00380
OG0001323	Prac.g_00853	Prbh.g_00310
OG0001324	Prac.g_00677	Prbh.g_00930
OG0001325	Prac.g_01555	Prbh.g_01168
OG0001327	Prac.g_01240	Prbh.g_00867
OG0001328	Prac.g_01214	Prbh.g_01357
OG0001329	Prac.g_01024	Prbh.g_01816
OG0001330	Prac.g_00153	Prbh.g_00201
OG0001331	Prac.g_00223	Prbh.g_00015
OG0001332	Prac.g_00368	Prbh.g_00146
OG0001333	Prac.g_00588	Prbh.g_01744
OG0001334	Prac.g_00009	Prbh.g_01617
OG0001335	Prac.g_00010	Prbh.g_01616
OG0001336	Prac.g_00121	Prbh.g_01491
OG0001339	Prac.g_01828	Prbh.g_00679
OG0001340	Prac.g_01603	Prbh.g_00446
OG0001341	Prac.g_01523	Prbh.g_01881
OG0001342	Prac.g_01494	Prbh.g_01870, Prbh.g_00788
OG0001343	Prac.g_01403	Prbh.g_00855
OG0001344	Prac.g_00981	Prbh.g_01278
OG0001346	Prac.g_00176	Prbh.g_01374
OG0001348	Prac.g_00295	Prbh.g_01888
OG0001349	Prac.g_00261	Prbh.g_00076
OG0001351	Prac.g_01093	Prbh.g_00373
OG0001352	Prac.g_00691	Prbh.g_00914
OG0001355	Prac.g_00285, Prac.g_00878	Prbh.g_01146
OG0001358	Prac.g_00751	Prbh.g_01463
OG0001359	Prac.g_01402	Prbh.g_00856
OG0001361	Prac.g_00969	Prbh.g_01264
OG0001362	Prac.g_00397	Prbh.g_00113
OG0001363	Prac.g_00395	Prbh.g_00115
OG0001364	Prac.g_00012	Prbh.g_01614
OG0001365	Prac.g_00089	Prbh.g_01531
OG0001369	Prac.g_01839	Prbh.g_00691
OG0001371	Prac.g_00692	Prbh.g_00913
OG0001372	Prac.g_01515	Prbh.g_01897
OG0001375	Prac.g_01404	Prbh.g_00854
OG0001380	Prac.g_00205	Prbh.g_01341
OG0001381	Prac.g_00211	Prbh.g_01308
OG0001382	Prac.g_00302	Prbh.g_01343
OG0001397	Prac.g_00396	Prbh.g_00114
OG0001403	Prac.g_01917	Prbh.g_00750
OG0001404	Prac.g_01863	Prbh.g_00714
OG0001405	Prac.g_01605	Prbh.g_00453
OG0001407	Prac.g_01234	Prbh.g_01345
OG0001409	Prac.g_00978	Prbh.g_01274
OG0001410	Prac.g_00201	Prbh.g_01937
OG0001411	Prac.g_00259	Prbh.g_00055
OG0001414	Prac.g_01701	Prbh.g_00551
OG0001415	Prac.g_01699	Prbh.g_00549
OG0001418	Prac.g_00687	Prbh.g_00919
OG0001421	Prac.g_00321	Prbh.g_00189
OG0001423	Prac.g_00634	Prbh.g_01940
OG0001424	Prac.g_01399	Prbh.g_00825
OG0001429	Prac.g_01486	Prbh.g_01055
OG0001430	Prac.g_00148	Prbh.g_01340
OG0001431	Prac.g_00151	Prbh.g_00773, Prbh.g_01329
OG0001435	Prac.g_01388	Prbh.g_00874
OG0001437	Prac.g_01700	Prbh.g_00550
OG0001440	Prac.g_01119	Prbh.g_01827
OG0001441	Prac.g_00851	Prbh.g_00308
OG0001446	Prac.g_01852	Prbh.g_01878
OG0001448	Prac.g_01167	Prbh.g_00375
OG0001450	Prac.g_00684	Prbh.g_00922
OG0001451	Prac.g_01415	Prbh.g_01020
OG0001453	Prac.g_01306	Prbh.g_01927
OG0001463	Prac.g_01645	Prbh.g_00492
OG0001464	Prac.g_01602	Prbh.g_00445
OG0001465	Prac.g_00669	Prbh.g_00941
OG0001466	Prac.g_01531, Prac.g_01956, Prac.g_01597, Prac.g_00636	Prbh.g_00775
OG0001467	Prac.g_01497	Prbh.g_00007
OG0001468	Prac.g_01242	Prbh.g_00846
OG0001472	Prac.g_00319	Prbh.g_00802
OG0001481	Prac.g_01160	Prbh.g_01356
OG0001483	Prac.g_00276	Prbh.g_01904
OG0001485	Prac.g_00886	Prbh.g_01860
OG0001486	Prac.g_00987	Prbh.g_01285
OG0001491	Prac.g_01491	Prbh.g_01048
OG0001494	Prac.g_00453	Prbh.g_01912
OG0001500	Prac.g_01668	Prbh.g_00516
OG0001501	Prac.g_00666	Prbh.g_00864
OG0001503	Prac.g_01011	Prbh.g_00834
OG0001506	Prac.g_00370	Prbh.g_00144
OG0001521	Prac.g_01522	Prbh.g_01046
OG0001522	Prac.g_01443	Prbh.g_00986
OG0001523	Prac.g_01014	Prbh.g_01863
OG0001524	Prac.g_01013	Prbh.g_01862
OG0001526	Prac.g_00474	Prbh.g_00726
OG0001552	Prac.g_00923	Prbh.g_00191
OG0001565	Prac.g_01120	Prbh.g_01838
OG0001566	Prac.g_00695	Prbh.g_00910
OG0001569	Prac.g_01206	Prbh.g_00769
OG0001571	Prac.g_01033	Prbh.g_00792
OG0001581	Prac.g_01786	Prbh.g_01389
OG0001583	Prac.g_01492, Prac.g_01903	Prbh.g_01047
OG0001584	Prac.g_01354	Prbh.g_01175
OG0001587	Prac.g_00472	Prbh.g_01722
OG0001595	Prac.g_01864	Prbh.g_00716
OG0001596	Prac.g_01856	Prbh.g_00707
OG0001597	Prac.g_01172	Prbh.g_00140
OG0001599	Prac.g_01085	Prbh.g_00368
OG0001600	Prac.g_00860	Prbh.g_00319
OG0001601	Prac.g_00697	Prbh.g_00908
OG0001603	Prac.g_01490	Prbh.g_01050
OG0001604	Prac.g_01376	Prbh.g_00886
OG0001606	Prac.g_01226	Prbh.g_00842
OG0001607	Prac.g_01012	Prbh.g_01905
OG0001608	Prac.g_00208	Prbh.g_01139
OG0001609	Prac.g_00372	Prbh.g_00142
OG0001610	Prac.g_00369	Prbh.g_00145
OG0001611	Prac.g_00308	Prbh.g_01851
OG0001613	Prac.g_00004	Prbh.g_01622
OG0001629	Prac.g_01512	Prbh.g_00804
OG0001630	Prac.g_01395	Prbh.g_00862
OG0001631	Prac.g_01237	Prbh.g_00794
OG0001649	Prac.g_01236	Prbh.g_00839
OG0001662	Prac.g_01041	Prbh.g_01906
OG0001663	Prac.g_01002	Prbh.g_01301
OG0001664	Prac.g_00143	Prbh.g_01353
OG0001665	Prac.g_00146	Prbh.g_01309
OG0001685	Prac.g_01413	Prbh.g_01440
OG0001686	Prac.g_01289	Prbh.g_01322
OG0001687	Prac.g_01243	Prbh.g_00369
OG0001696	Prac.g_01414	Prbh.g_01021
OG0001697	Prac.g_01406	Prbh.g_01049
OG0001699	Prac.g_01577, Prac.g_00275	Prbh.g_00405
OG0001701	Prac.g_00475	Prbh.g_00725
OG0001705	Prac.g_01132	Prbh.g_01720
OG0001706	Prac.g_00915	Prbh.g_00785
OG0001707	Prac.g_01219	Prbh.g_01330
OG0001708	Prac.g_01003	Prbh.g_01302
OG0001709	Prac.g_00260	Prbh.g_00077
OG0001713	Prac.g_01873	Prbh.g_01360
OG0001722	Prac.g_01397	Prbh.g_00860
OG0001725	Prac.g_01146	Prbh.g_00772
OG0001743	Prac.g_01043	Prbh.g_01899
OG0001746	Prac.g_00907	Prbh.g_01400
OG0001778	Prac.g_00150	Prbh.g_00810
OG0001780	Prac.g_00268	Prbh.g_00056
OG0001834	Prac.g_00264	Prbh.g_00035
OG0001922	Prac.g_00190	Prbh.g_00078
OG0001987	Prac.g_00137	Prbh.g_01821
OG0001989	Prac.g_00206	Prbh.g_01348
OG0001992	Prac.g_01509	Prbh.g_01394
OG0002062	Prac.g_01969	Prbh.g_00774
OG0002097	Prac.g_00274	Prbh.g_00046
OG0002109	Prac.g_00658, Prac.g_00193	Prbh.g_00836
OG0002110	Prac.g_00641, Prac.g_00638	Prbh.g_01926
OG0002155	Prac.g_00462	Prbh.g_00048
OG0002155	Prac.g_00267	Prbh.g_00038
OG0002273	Prac.g_01872	Prbh.g_01859
OG0002274	Prac.g_00470	Prbh.g_00047
OG0002379	Prac.g_01899	Prbh.g_01832
OG0002423	Prac.g_00897	Prbh.g_01402
OG0002424	Prac.g_00291	Prbh.g_01848
OG0002425	Prac.g_00451	Prbh.g_00071
OG0002559	Prac.g_00916	Prbh.g_01428
OG0002783	Prac.g_01571	Prbh.g_01931
OG0002897	Prac.g_00273	Prbh.g_00043
OG0003025	Prac.g_00269	Prbh.g_00040
OG0003026	Prac.g_00272	Prbh.g_00053
OG0003027	Prac.g_00465	Prbh.g_01919
OG0003169	Prac.g_00877	Prbh.g_01415
OG0003352	Prac.g_00266	Prbh.g_00052
OG0003353	Prac.g_00461	Prbh.g_00049
OG0003355	Prac.g_00639	Prbh.g_01924
OG0003356	Prac.g_00640	Prbh.g_01923
OG0003646	Prac.g_00637	Prbh.g_01925
