Orthogroup	Prac	Syab
OG0001162	Prac.g_00313	Syab.g_00893
OG0001163	Prac.g_00633	Syab.g_02241
OG0001164	Prac.g_00629	Syab.g_02247
OG0001165	Prac.g_00626	Syab.g_02252
OG0001166	Prac.g_00606	Syab.g_02296
OG0001167	Prac.g_00589	Syab.g_02322
OG0001168	Prac.g_00587	Syab.g_02324
OG0001169	Prac.g_00585	Syab.g_02326
OG0001170	Prac.g_00583	Syab.g_02328
OG0001171	Prac.g_00574	Syab.g_02339
OG0001172	Prac.g_00479	Syab.g_00371
OG0001173	Prac.g_00480	Syab.g_00372
OG0001174	Prac.g_00488	Syab.g_00380
OG0001175	Prac.g_00489	Syab.g_00381
OG0001176	Prac.g_00496	Syab.g_00398
OG0001177	Prac.g_00499	Syab.g_00396
OG0001178	Prac.g_00504	Syab.g_02263
OG0001179	Prac.g_00532	Syab.g_00427
OG0001180	Prac.g_00553	Syab.g_00453
OG0001181	Prac.g_00557	Syab.g_00457
OG0001182	Prac.g_00564	Syab.g_00467
OG0001183	Prac.g_00006	Syab.g_00474
OG0001184	Prac.g_00022	Syab.g_00196
OG0001185	Prac.g_00036	Syab.g_00119
OG0001186	Prac.g_00058	Syab.g_00085
OG0001187	Prac.g_00062	Syab.g_00081
OG0001188	Prac.g_00064	Syab.g_00079
OG0001189	Prac.g_00081	Syab.g_00058
OG0001190	Prac.g_00085	Syab.g_02755
OG0001191	Prac.g_00095	Syab.g_02771
OG0001192	Prac.g_00099	Syab.g_02778
OG0001193	Prac.g_00109	Syab.g_02827
OG0001194	Prac.g_00110	Syab.g_02833
OG0001195	Prac.g_00111	Syab.g_02834
OG0001196	Prac.g_00124	Syab.g_02896
OG0001197	Prac.g_00125	Syab.g_02898
OG0001198	Prac.g_01950	Syab.g_02911
OG0001199	Prac.g_01857	Syab.g_02440
OG0001200	Prac.g_01855	Syab.g_02442
OG0001201	Prac.g_01823	Syab.g_02501
OG0001202	Prac.g_01731	Syab.g_02635
OG0001203	Prac.g_01692	Syab.g_02369
OG0001204	Prac.g_01687	Syab.g_00353
OG0001205	Prac.g_01102	Syab.g_00593
OG0001206	Prac.g_01083	Syab.g_00641
OG0001207	Prac.g_01067	Syab.g_02088
OG0001208	Prac.g_01062	Syab.g_02098
OG0001209	Prac.g_00837	Syab.g_02038
OG0001210	Prac.g_00832	Syab.g_02030
OG0001211	Prac.g_00822	Syab.g_02013
OG0001212	Prac.g_00776	Syab.g_01955
OG0001213	Prac.g_00742	Syab.g_01886
OG0001214	Prac.g_00734	Syab.g_01872
OG0001215	Prac.g_00681	Syab.g_01171
OG0001216	Prac.g_01558	Syab.g_01269
OG0001217	Prac.g_01521	Syab.g_01464
OG0001220	Prac.g_01424	Syab.g_01737
OG0001221	Prac.g_01373	Syab.g_01607
OG0001222	Prac.g_01335	Syab.g_01396
OG0001223	Prac.g_01309	Syab.g_01345
OG0001224	Prac.g_01260	Syab.g_01214
OG0001225	Prac.g_01258	Syab.g_01212
OG0001226	Prac.g_01232	Syab.g_02450
OG0001227	Prac.g_01213	Syab.g_00891
OG0001228	Prac.g_00940	Syab.g_01697
OG0001229	Prac.g_00215	Syab.g_01184
OG0001230	Prac.g_00419	Syab.g_00791
OG0001231	Prac.g_00315	Syab.g_00017
OG0001232	Prac.g_00602	Syab.g_02306
OG0001233	Prac.g_00582	Syab.g_02329
OG0001234	Prac.g_00491	Syab.g_00385
OG0001235	Prac.g_00501	Syab.g_00391
OG0001236	Prac.g_00019	Syab.g_00200
OG0001237	Prac.g_00023	Syab.g_00192
OG0001238	Prac.g_00096	Syab.g_02773
OG0001239	Prac.g_01860	Syab.g_02437
OG0001240	Prac.g_01838	Syab.g_02484
OG0001241	Prac.g_01830	Syab.g_02494
OG0001242	Prac.g_01812	Syab.g_02525
OG0001243	Prac.g_01806	Syab.g_02533
OG0001244	Prac.g_01790	Syab.g_02561
OG0001245	Prac.g_01153	Syab.g_01762
OG0001246	Prac.g_00867	Syab.g_02126
OG0001247	Prac.g_00688	Syab.g_02825
OG0001248	Prac.g_00686	Syab.g_01163
OG0001249	Prac.g_01498	Syab.g_00514
OG0001250	Prac.g_01435	Syab.g_01714
OG0001251	Prac.g_01400	Syab.g_01816
OG0001252	Prac.g_01265	Syab.g_01228
OG0001253	Prac.g_01212	Syab.g_01761
OG0001254	Prac.g_01016	Syab.g_01749
OG0001255	Prac.g_01001	Syab.g_01846
OG0001256	Prac.g_00322	Syab.g_02238
OG0001257	Prac.g_00316	Syab.g_01610
OG0001258	Prac.g_00628	Syab.g_02250
OG0001259	Prac.g_00584	Syab.g_02327
OG0001260	Prac.g_00568	Syab.g_02350
OG0001261	Prac.g_00540	Syab.g_00436
OG0001262	Prac.g_00079	Syab.g_00060
OG0001263	Prac.g_01803	Syab.g_02536
OG0001265	Prac.g_01813	Syab.g_02523
OG0001266	Prac.g_01727	Syab.g_02639
OG0001267	Prac.g_01651	Syab.g_00295
OG0001268	Prac.g_01195	Syab.g_00529
OG0001269	Prac.g_01175	Syab.g_01809
OG0001270	Prac.g_01113	Syab.g_00579
OG0001271	Prac.g_01072	Syab.g_00694
OG0001272	Prac.g_01058	Syab.g_02102
OG0001273	Prac.g_00740	Syab.g_01878
OG0001274	Prac.g_00668	Syab.g_02706
OG0001275	Prac.g_01300	Syab.g_01330
OG0001276	Prac.g_01281	Syab.g_01313
OG0001277	Prac.g_01223	Syab.g_02163
OG0001278	Prac.g_00935	Syab.g_01152
OG0001280	Prac.g_00174	Syab.g_00918
OG0001281	Prac.g_00180	Syab.g_00906
OG0001282	Prac.g_00218	Syab.g_02086
OG0001283	Prac.g_00237	Syab.g_02885
OG0001284	Prac.g_00341	Syab.g_02211
OG0001285	Prac.g_00599	Syab.g_02309
OG0001287	Prac.g_00043	Syab.g_00111
OG0001288	Prac.g_00051	Syab.g_00094
OG0001289	Prac.g_01844	Syab.g_02465
OG0001290	Prac.g_01831	Syab.g_02493
OG0001291	Prac.g_01796	Syab.g_02546
OG0001292	Prac.g_01682	Syab.g_00348
OG0001293	Prac.g_01670	Syab.g_00322
OG0001294	Prac.g_01155	Syab.g_01564
OG0001295	Prac.g_01078	Syab.g_01215
OG0001296	Prac.g_00862	Syab.g_02132
OG0001298	Prac.g_00796	Syab.g_01980
OG0001299	Prac.g_00705	Syab.g_01557
OG0001300	Prac.g_00678	Syab.g_01180
OG0001301	Prac.g_00675	Syab.g_01197
OG0001302	Prac.g_01489	Syab.g_01844
OG0001303	Prac.g_01296	Syab.g_01424
OG0001304	Prac.g_01271	Syab.g_01298
OG0001305	Prac.g_01252	Syab.g_01204
OG0001306	Prac.g_00999	Syab.g_00941
OG0001307	Prac.g_00200	Syab.g_01552
OG0001308	Prac.g_00401	Syab.g_00759
OG0001309	Prac.g_00318	Syab.g_02142
OG0001310	Prac.g_00613	Syab.g_02288
OG0001311	Prac.g_01279	Syab.g_01311
OG0001312	Prac.g_01346	Syab.g_01414
OG0001315	Prac.g_01869	Syab.g_00472
OG0001316	Prac.g_01791	Syab.g_02552
OG0001317	Prac.g_01696	Syab.g_02373
OG0001318	Prac.g_01675	Syab.g_00333
OG0001319	Prac.g_01659	Syab.g_00306
OG0001321	Prac.g_01096	Syab.g_00616
OG0001322	Prac.g_01095	Syab.g_00617
OG0001323	Prac.g_00853	Syab.g_02145
OG0001324	Prac.g_00677	Syab.g_01181
OG0001325	Prac.g_01555	Syab.g_01273
OG0001326	Prac.g_00647	Syab.g_02841
OG0001327	Prac.g_01240	Syab.g_01643
OG0001328	Prac.g_01214	Syab.g_01616
OG0001329	Prac.g_01024	Syab.g_00361
OG0001330	Prac.g_00153	Syab.g_00925
OG0001331	Prac.g_00223	Syab.g_02081
OG0001332	Prac.g_00368	Syab.g_02165
OG0001333	Prac.g_00588	Syab.g_02323
OG0001334	Prac.g_00009	Syab.g_00483
OG0001335	Prac.g_00010	Syab.g_00484
OG0001336	Prac.g_00121	Syab.g_02886
OG0001339	Prac.g_01828	Syab.g_02496
OG0001340	Prac.g_01603	Syab.g_00503
OG0001341	Prac.g_01523	Syab.g_01779
OG0001343	Prac.g_01403	Syab.g_00359
OG0001344	Prac.g_00981	Syab.g_00974
OG0001345	Prac.g_00966	Syab.g_01008
OG0001346	Prac.g_00176	Syab.g_00914
OG0001348	Prac.g_00295	Syab.g_01258
OG0001351	Prac.g_01093	Syab.g_00625
OG0001358	Prac.g_00751	Syab.g_01900
OG0001359	Prac.g_01402	Syab.g_00360
OG0001360	Prac.g_01211	Syab.g_01010
OG0001361	Prac.g_00969	Syab.g_00154, Syab.g_01005
OG0001362	Prac.g_00397	Syab.g_00754
OG0001363	Prac.g_00395	Syab.g_00752
OG0001364	Prac.g_00012	Syab.g_00211
OG0001365	Prac.g_00089	Syab.g_02760
OG0001369	Prac.g_01839	Syab.g_02483
OG0001370	Prac.g_01086	Syab.g_01831
OG0001373	Prac.g_00646	Syab.g_02840
OG0001374	Prac.g_00654	Syab.g_02848
OG0001375	Prac.g_01404	Syab.g_00358
OG0001376	Prac.g_01246	Syab.g_02782
OG0001377	Prac.g_01245	Syab.g_02781
OG0001378	Prac.g_01047	Syab.g_00578
OG0001381	Prac.g_00211	Syab.g_01937
OG0001382	Prac.g_00302	Syab.g_00393
OG0001385	Prac.g_00643	Syab.g_02837
OG0001386	Prac.g_00644	Syab.g_02838
OG0001387	Prac.g_00645	Syab.g_02839
OG0001388	Prac.g_00648	Syab.g_02842
OG0001389	Prac.g_00649	Syab.g_02843
OG0001390	Prac.g_00650	Syab.g_02844
OG0001391	Prac.g_00651	Syab.g_02845
OG0001392	Prac.g_00652	Syab.g_02846
OG0001393	Prac.g_00653	Syab.g_02847
OG0001397	Prac.g_00396	Syab.g_00753
OG0001400	Prac.g_00440	Syab.g_02557
OG0001404	Prac.g_01863	Syab.g_02433
OG0001405	Prac.g_01605	Syab.g_00486
OG0001406	Prac.g_01247	Syab.g_02783
OG0001407	Prac.g_01234	Syab.g_01158
OG0001408	Prac.g_01228, Prac.g_01229	Syab.g_01826
OG0001409	Prac.g_00978	Syab.g_00988
OG0001410	Prac.g_00201	Syab.g_01550
OG0001413	Prac.g_00327	Syab.g_01812, Syab.g_01904
OG0001414	Prac.g_01701	Syab.g_01938
OG0001415	Prac.g_01699	Syab.g_02471
OG0001416	Prac.g_01088, Prac.g_01087	Syab.g_00909
OG0001417	Prac.g_01076, Prac.g_01075	Syab.g_01359
OG0001419	Prac.g_01233	Syab.g_01159
OG0001420	Prac.g_01038	Syab.g_02155
OG0001428	Prac.g_01758	Syab.g_02594
OG0001429	Prac.g_01486	Syab.g_01423
OG0001430	Prac.g_00148	Syab.g_02743
OG0001432	Prac.g_00328	Syab.g_01818
OG0001435	Prac.g_01388	Syab.g_01637
OG0001438	Prac.g_01638	Syab.g_00280
OG0001439	Prac.g_01624	Syab.g_00248
OG0001442	Prac.g_01530	Syab.g_01583
OG0001447	Prac.g_01805	Syab.g_02534
OG0001448	Prac.g_01167	Syab.g_01789
OG0001450	Prac.g_00684	Syab.g_01081
OG0001452	Prac.g_01398	Syab.g_00338
OG0001454	Prac.g_01218	Syab.g_01808
OG0001456	Prac.g_01008	Syab.g_02850
OG0001457	Prac.g_01007	Syab.g_02851
OG0001458	Prac.g_01006	Syab.g_02852
OG0001462	Prac.g_01912	Syab.g_00042
OG0001463	Prac.g_01645	Syab.g_01104
OG0001467	Prac.g_01497	Syab.g_00805
OG0001471	Prac.g_00326	Syab.g_00253
OG0001472	Prac.g_00319	Syab.g_01800
OG0001473	Prac.g_00059	Syab.g_01813
OG0001479	Prac.g_01197	Syab.g_00527
OG0001480	Prac.g_01165	Syab.g_01836
OG0001481	Prac.g_01160	Syab.g_00621
OG0001482	Prac.g_01090	Syab.g_01349
OG0001486	Prac.g_00987	Syab.g_00967
OG0001492	Prac.g_00938	Syab.g_01155
OG0001493	Prac.g_00930	Syab.g_01147
OG0001494	Prac.g_00453	Syab.g_00173
OG0001499	Prac.g_01870	Syab.g_01112
OG0001502	Prac.g_01502	Syab.g_01733
OG0001520	Prac.g_01141, Prac.g_01140	Syab.g_01992
OG0001522	Prac.g_01443	Syab.g_01703
OG0001546	Prac.g_00848	Syab.g_02150
OG0001551	Prac.g_01009	Syab.g_01166
OG0001554	Prac.g_00320	Syab.g_02753
OG0001555	Prac.g_00306	Syab.g_02418
OG0001565	Prac.g_01120	Syab.g_01837
OG0001572	Prac.g_00911	Syab.g_02215
OG0001582	Prac.g_01077	Syab.g_01881
OG0001625	Prac.g_01673	Syab.g_00328
OG0001627	Prac.g_01516	Syab.g_02167
OG0001647	Prac.g_01658	Syab.g_00304
OG0001704	Prac.g_00920	Syab.g_02425
OG0001709	Prac.g_00260	Syab.g_00162
OG0001712	Prac.g_01123	Syab.g_01764
OG0001713	Prac.g_01873	Syab.g_00985
OG0001726	Prac.g_01126	Syab.g_01087
OG0001745	Prac.g_00329	Syab.g_01769
OG0001922	Prac.g_00190	Syab.g_00153
OG0001924	Prac.g_01585	Syab.g_01915
OG0001925	Prac.g_01586	Syab.g_01916
OG0001926	Prac.g_01587	Syab.g_01917
OG0001927	Prac.g_01588	Syab.g_01918
OG0001993	Prac.g_01583	Syab.g_01913
OG0001994	Prac.g_01584	Syab.g_01914
OG0002110	Prac.g_00641, Prac.g_00638	Syab.g_00077
OG0002111	Prac.g_00781	Syab.g_00832
OG0002156	Prac.g_01895, Prac.g_01894	Syab.g_00808
OG0002425	Prac.g_00451	Syab.g_00186
OG0002488	Prac.g_00449	Syab.g_00829
OG0002559	Prac.g_00916	Syab.g_01127
OG0002560	Prac.g_01138	Syab.g_01474
OG0002695	Prac.g_00450	Syab.g_00184
OG0003647	Prac.g_00891	Syab.g_01115, Syab.g_01429
