Orthogroup	Prac	Prbn
OG0001120	Prac.g_01310	Prbn.g_01401
OG0001122	Prac.g_01284	Prbn.g_01381
OG0001123	Prac.g_01280	Prbn.g_01375
OG0001124	Prac.g_01278	Prbn.g_01373
OG0001125	Prac.g_01277	Prbn.g_01371
OG0001126	Prac.g_01267	Prbn.g_01460
OG0001127	Prac.g_01266	Prbn.g_01461
OG0001128	Prac.g_01264	Prbn.g_01463
OG0001129	Prac.g_01263	Prbn.g_01464
OG0001130	Prac.g_01262	Prbn.g_01465
OG0001131	Prac.g_01225	Prbn.g_00692
OG0001132	Prac.g_01216	Prbn.g_01039
OG0001133	Prac.g_01031	Prbn.g_01239
OG0001134	Prac.g_01018	Prbn.g_01650
OG0001135	Prac.g_01015, Prac.g_01959	Prbn.g_01653
OG0001136	Prac.g_00988	Prbn.g_01186
OG0001137	Prac.g_00977	Prbn.g_01198
OG0001138	Prac.g_00959	Prbn.g_00392
OG0001139	Prac.g_00958	Prbn.g_00394
OG0001140	Prac.g_00957	Prbn.g_00395
OG0001141	Prac.g_00956	Prbn.g_00396
OG0001142	Prac.g_00955	Prbn.g_00397
OG0001143	Prac.g_00948	Prbn.g_00404
OG0001144	Prac.g_00943	Prbn.g_00409
OG0001145	Prac.g_00167	Prbn.g_01092
OG0001146	Prac.g_00179	Prbn.g_01080
OG0001147	Prac.g_00203	Prbn.g_01060
OG0001148	Prac.g_00219	Prbn.g_01242
OG0001149	Prac.g_00220	Prbn.g_00153
OG0001150	Prac.g_00221	Prbn.g_00154
OG0001151	Prac.g_00232	Prbn.g_00165
OG0001152	Prac.g_00233	Prbn.g_00166
OG0001153	Prac.g_00379	Prbn.g_00244
OG0001154	Prac.g_00378	Prbn.g_00245
OG0001155	Prac.g_00366	Prbn.g_00262
OG0001156	Prac.g_00363	Prbn.g_00265
OG0001157	Prac.g_00362	Prbn.g_00266
OG0001158	Prac.g_00361	Prbn.g_00267
OG0001159	Prac.g_00360	Prbn.g_00268
OG0001160	Prac.g_00336	Prbn.g_00900
OG0001161	Prac.g_00324	Prbn.g_01688
OG0001162	Prac.g_00313	Prbn.g_00134
OG0001163	Prac.g_00633	Prbn.g_01736
OG0001164	Prac.g_00629	Prbn.g_01740
OG0001165	Prac.g_00626	Prbn.g_01743
OG0001166	Prac.g_00606	Prbn.g_01764
OG0001167	Prac.g_00589	Prbn.g_01782
OG0001168	Prac.g_00587	Prbn.g_01784
OG0001169	Prac.g_00585	Prbn.g_01786
OG0001170	Prac.g_00583	Prbn.g_01788
OG0001171	Prac.g_00574	Prbn.g_01798
OG0001172	Prac.g_00479	Prbn.g_01814
OG0001173	Prac.g_00480	Prbn.g_01815
OG0001174	Prac.g_00488	Prbn.g_01823
OG0001175	Prac.g_00489	Prbn.g_01824
OG0001176	Prac.g_00496	Prbn.g_01832
OG0001177	Prac.g_00499	Prbn.g_01834
OG0001178	Prac.g_00504	Prbn.g_01750
OG0001179	Prac.g_00532	Prbn.g_01864
OG0001180	Prac.g_00553	Prbn.g_01887
OG0001181	Prac.g_00557	Prbn.g_01891
OG0001182	Prac.g_00564	Prbn.g_01899
OG0001183	Prac.g_00006	Prbn.g_01904
OG0001184	Prac.g_00022	Prbn.g_01017
OG0001185	Prac.g_00036	Prbn.g_01001
OG0001186	Prac.g_00058	Prbn.g_00977
OG0001187	Prac.g_00062	Prbn.g_00974
OG0001188	Prac.g_00064	Prbn.g_00972
OG0001189	Prac.g_00081	Prbn.g_00956
OG0001190	Prac.g_00085	Prbn.g_00951
OG0001191	Prac.g_00095	Prbn.g_00941
OG0001192	Prac.g_00099	Prbn.g_00936
OG0001193	Prac.g_00109	Prbn.g_00924
OG0001194	Prac.g_00110	Prbn.g_00923
OG0001195	Prac.g_00111	Prbn.g_00922
OG0001196	Prac.g_00124	Prbn.g_00906
OG0001198	Prac.g_01950	Prbn.g_00297
OG0001199	Prac.g_01857	Prbn.g_00703
OG0001201	Prac.g_01823	Prbn.g_01311
OG0001202	Prac.g_01731	Prbn.g_00354
OG0001203	Prac.g_01692	Prbn.g_00312
OG0001204	Prac.g_01687	Prbn.g_00306
OG0001205	Prac.g_01102	Prbn.g_00668
OG0001206	Prac.g_01083	Prbn.g_00648
OG0001207	Prac.g_01067	Prbn.g_00637
OG0001208	Prac.g_01062	Prbn.g_00632
OG0001209	Prac.g_00837	Prbn.g_00581
OG0001210	Prac.g_00832	Prbn.g_00576
OG0001211	Prac.g_00822	Prbn.g_00566
OG0001212	Prac.g_00776	Prbn.g_00519
OG0001213	Prac.g_00742	Prbn.g_00484
OG0001214	Prac.g_00734	Prbn.g_00428
OG0001215	Prac.g_00681	Prbn.g_01573
OG0001216	Prac.g_01558	Prbn.g_01552
OG0001217	Prac.g_01521	Prbn.g_01023
OG0001219	Prac.g_01487	Prbn.g_01447
OG0001220	Prac.g_01424	Prbn.g_01490
OG0001221	Prac.g_01373	Prbn.g_01610
OG0001222	Prac.g_01335	Prbn.g_01368
OG0001223	Prac.g_01309	Prbn.g_01400
OG0001224	Prac.g_01260	Prbn.g_01467
OG0001225	Prac.g_01258	Prbn.g_01469
OG0001226	Prac.g_01232	Prbn.g_00476
OG0001227	Prac.g_01213	Prbn.g_01141
OG0001228	Prac.g_00940	Prbn.g_00412
OG0001229	Prac.g_00215	Prbn.g_01127
OG0001230	Prac.g_00419	Prbn.g_00205
OG0001231	Prac.g_00315	Prbn.g_00691
OG0001233	Prac.g_00582	Prbn.g_01789
OG0001234	Prac.g_00491	Prbn.g_01826
OG0001235	Prac.g_00501	Prbn.g_01830
OG0001236	Prac.g_00019	Prbn.g_01919
OG0001237	Prac.g_00023	Prbn.g_01016
OG0001238	Prac.g_00096	Prbn.g_00940
OG0001239	Prac.g_01860	Prbn.g_00706
OG0001240	Prac.g_01838	Prbn.g_01328
OG0001241	Prac.g_01830	Prbn.g_01318
OG0001242	Prac.g_01812	Prbn.g_01298
OG0001243	Prac.g_01806	Prbn.g_01291
OG0001244	Prac.g_01790	Prbn.g_01276
OG0001245	Prac.g_01153	Prbn.g_01150
OG0001247	Prac.g_00688	Prbn.g_01580
OG0001248	Prac.g_00686	Prbn.g_01578
OG0001249	Prac.g_01498	Prbn.g_00102
OG0001250	Prac.g_01435	Prbn.g_01503
OG0001251	Prac.g_01400	Prbn.g_01929
OG0001252	Prac.g_01265	Prbn.g_01462
OG0001253	Prac.g_01212	Prbn.g_00473
OG0001254	Prac.g_01016	Prbn.g_01652
OG0001255	Prac.g_01001	Prbn.g_01171
OG0001256	Prac.g_00322	Prbn.g_00893
OG0001258	Prac.g_00628	Prbn.g_01741
OG0001259	Prac.g_00584	Prbn.g_01787
OG0001260	Prac.g_00568	Prbn.g_01804
OG0001261	Prac.g_00540	Prbn.g_01872
OG0001263	Prac.g_01803	Prbn.g_01289
OG0001265	Prac.g_01813	Prbn.g_01299
OG0001266	Prac.g_01727	Prbn.g_00350
OG0001267	Prac.g_01651	Prbn.g_00047
OG0001268	Prac.g_01195	Prbn.g_00110
OG0001269	Prac.g_01175	Prbn.g_01491
OG0001270	Prac.g_01113	Prbn.g_00679
OG0001271	Prac.g_01072	Prbn.g_00642
OG0001272	Prac.g_01058	Prbn.g_00628
OG0001273	Prac.g_00740	Prbn.g_00422
OG0001274	Prac.g_00668	Prbn.g_00326
OG0001275	Prac.g_01300	Prbn.g_01390
OG0001276	Prac.g_01281	Prbn.g_01376
OG0001277	Prac.g_01223	Prbn.g_00918
OG0001278	Prac.g_00935	Prbn.g_00416
OG0001280	Prac.g_00174	Prbn.g_01085
OG0001281	Prac.g_00180	Prbn.g_01079
OG0001282	Prac.g_00218	Prbn.g_01241
OG0001283	Prac.g_00237	Prbn.g_00909
OG0001284	Prac.g_00341	Prbn.g_00287
OG0001285	Prac.g_00599	Prbn.g_01772
OG0001287	Prac.g_00043	Prbn.g_00994
OG0001288	Prac.g_00051	Prbn.g_00984
OG0001289	Prac.g_01844	Prbn.g_01334
OG0001290	Prac.g_01831	Prbn.g_01319
OG0001291	Prac.g_01796	Prbn.g_01281
OG0001292	Prac.g_01682	Prbn.g_00014
OG0001293	Prac.g_01670	Prbn.g_00027
OG0001295	Prac.g_01078	Prbn.g_00146
OG0001296	Prac.g_00862	Prbn.g_00605
OG0001298	Prac.g_00796	Prbn.g_00539
OG0001299	Prac.g_00705	Prbn.g_00842
OG0001300	Prac.g_00678	Prbn.g_01569
OG0001301	Prac.g_00675	Prbn.g_01564
OG0001302	Prac.g_01489	Prbn.g_01451
OG0001303	Prac.g_01296	Prbn.g_01707
OG0001304	Prac.g_01271	Prbn.g_01363
OG0001305	Prac.g_01252	Prbn.g_01475
OG0001306	Prac.g_00999	Prbn.g_01174
OG0001307	Prac.g_00200	Prbn.g_01215
OG0001308	Prac.g_00401	Prbn.g_00222
OG0001309	Prac.g_00318	Prbn.g_00865
OG0001310	Prac.g_00613	Prbn.g_01758
OG0001311	Prac.g_01279	Prbn.g_01374
OG0001312	Prac.g_01346	Prbn.g_01438
OG0001315	Prac.g_01869	Prbn.g_01136
OG0001316	Prac.g_01791	Prbn.g_01277
OG0001317	Prac.g_01696	Prbn.g_00316
OG0001318	Prac.g_01675	Prbn.g_00023
OG0001319	Prac.g_01659	Prbn.g_00040
OG0001320	Prac.g_01151	Prbn.g_01673, Prbn.g_01706
OG0001321	Prac.g_01096	Prbn.g_00662
OG0001322	Prac.g_01095	Prbn.g_00661
OG0001323	Prac.g_00853	Prbn.g_00595
OG0001324	Prac.g_00677	Prbn.g_01568
OG0001325	Prac.g_01555	Prbn.g_00859
OG0001327	Prac.g_01240	Prbn.g_01633
OG0001328	Prac.g_01214	Prbn.g_01103
OG0001329	Prac.g_01024	Prbn.g_01704
OG0001330	Prac.g_00153	Prbn.g_00876
OG0001331	Prac.g_00223	Prbn.g_00156
OG0001332	Prac.g_00368	Prbn.g_00258
OG0001333	Prac.g_00588	Prbn.g_01783
OG0001334	Prac.g_00009	Prbn.g_01907
OG0001335	Prac.g_00010	Prbn.g_01908
OG0001339	Prac.g_01828	Prbn.g_01316
OG0001340	Prac.g_01603	Prbn.g_00098
OG0001341	Prac.g_01523	Prbn.g_01134
OG0001342	Prac.g_01494	Prbn.g_01727
OG0001343	Prac.g_01403	Prbn.g_01932
OG0001344	Prac.g_00981	Prbn.g_01193
OG0001345	Prac.g_00966	Prbn.g_01209
OG0001346	Prac.g_00176	Prbn.g_01083
OG0001348	Prac.g_00295	Prbn.g_00148
OG0001349	Prac.g_00261	Prbn.g_00174
OG0001351	Prac.g_01093	Prbn.g_00656
OG0001352	Prac.g_00691	Prbn.g_01584
OG0001355	Prac.g_00285, Prac.g_00878	Prbn.g_01354
OG0001356	Prac.g_00900	Prbn.g_01733
OG0001359	Prac.g_01402	Prbn.g_01931
OG0001362	Prac.g_00397	Prbn.g_00226
OG0001363	Prac.g_00395	Prbn.g_00228
OG0001364	Prac.g_00012	Prbn.g_01910
OG0001365	Prac.g_00089	Prbn.g_00947
OG0001369	Prac.g_01839	Prbn.g_01329
OG0001370	Prac.g_01086	Prbn.g_00651
OG0001371	Prac.g_00692	Prbn.g_01585
OG0001372	Prac.g_01515	Prbn.g_00475
OG0001375	Prac.g_01404	Prbn.g_01933
OG0001380	Prac.g_00205	Prbn.g_01124
OG0001381	Prac.g_00211	Prbn.g_01164
OG0001382	Prac.g_00302	Prbn.g_01121
OG0001397	Prac.g_00396	Prbn.g_00227
OG0001403	Prac.g_01917	Prbn.g_00751
OG0001404	Prac.g_01863	Prbn.g_00709
OG0001407	Prac.g_01234	Prbn.g_01117
OG0001409	Prac.g_00978	Prbn.g_01197
OG0001410	Prac.g_00201	Prbn.g_01214
OG0001414	Prac.g_01701	Prbn.g_00321
OG0001415	Prac.g_01699	Prbn.g_00319
OG0001418	Prac.g_00687	Prbn.g_01579
OG0001419	Prac.g_01233	Prbn.g_01118
OG0001421	Prac.g_00321	Prbn.g_00892
OG0001422	Prac.g_00297	Prbn.g_01114
OG0001423	Prac.g_00634	Prbn.g_00787
OG0001424	Prac.g_01399	Prbn.g_01042
OG0001428	Prac.g_01758	Prbn.g_00382
OG0001429	Prac.g_01486	Prbn.g_01446
OG0001430	Prac.g_00148	Prbn.g_01125
OG0001431	Prac.g_00151	Prbn.g_00138, Prbn.g_01143
OG0001433	Prac.g_00899	Prbn.g_01732
OG0001435	Prac.g_01388	Prbn.g_01625
OG0001437	Prac.g_01700	Prbn.g_00320
OG0001440	Prac.g_01119	Prbn.g_01709, Prbn.g_01703
OG0001446	Prac.g_01852	Prbn.g_01034
OG0001448	Prac.g_01167	Prbn.g_00658
OG0001450	Prac.g_00684	Prbn.g_01576
OG0001451	Prac.g_01415	Prbn.g_01479
OG0001463	Prac.g_01645	Prbn.g_00054
OG0001464	Prac.g_01602	Prbn.g_00099
OG0001465	Prac.g_00669	Prbn.g_01557
OG0001467	Prac.g_01497	Prbn.g_01235
OG0001468	Prac.g_01242	Prbn.g_01941
OG0001472	Prac.g_00319	Prbn.g_00467
OG0001481	Prac.g_01160	Prbn.g_01104
OG0001483	Prac.g_00276	Prbn.g_01661
OG0001485	Prac.g_00886	Prbn.g_00803
OG0001486	Prac.g_00987	Prbn.g_01187
OG0001491	Prac.g_01491	Prbn.g_01454
OG0001500	Prac.g_01668	Prbn.g_00029
OG0001501	Prac.g_00666	Prbn.g_01635
OG0001503	Prac.g_01011	Prbn.g_01028
OG0001506	Prac.g_00370	Prbn.g_00256
OG0001521	Prac.g_01522	Prbn.g_01456
OG0001522	Prac.g_01443	Prbn.g_01512
OG0001523	Prac.g_01014	Prbn.g_01655
OG0001524	Prac.g_01013	Prbn.g_01656
OG0001526	Prac.g_00474	Prbn.g_00721
OG0001550	Prac.g_01026	Prbn.g_01024
OG0001552	Prac.g_00923	Prbn.g_00889
OG0001565	Prac.g_01120	Prbn.g_00784
OG0001566	Prac.g_00695	Prbn.g_01588
OG0001569	Prac.g_01206	Prbn.g_00774
OG0001571	Prac.g_01033	Prbn.g_00813
OG0001572	Prac.g_00911	Prbn.g_00811
OG0001581	Prac.g_01786	Prbn.g_01065
OG0001583	Prac.g_01492, Prac.g_01903	Prbn.g_01455
OG0001584	Prac.g_01354	Prbn.g_00852
OG0001587	Prac.g_00472	Prbn.g_01806
OG0001588	Prac.g_00435	Prbn.g_00688
OG0001595	Prac.g_01864	Prbn.g_00711
OG0001596	Prac.g_01856	Prbn.g_00702
OG0001597	Prac.g_01172	Prbn.g_00253
OG0001599	Prac.g_01085	Prbn.g_00650
OG0001600	Prac.g_00860	Prbn.g_00603
OG0001601	Prac.g_00697	Prbn.g_01590
OG0001603	Prac.g_01490	Prbn.g_01452
OG0001604	Prac.g_01376	Prbn.g_01613
OG0001605	Prac.g_01288	Prbn.g_01029
OG0001606	Prac.g_01226	Prbn.g_01019
OG0001607	Prac.g_01012	Prbn.g_00801
OG0001608	Prac.g_00208	Prbn.g_01360
OG0001609	Prac.g_00372	Prbn.g_00254
OG0001610	Prac.g_00369	Prbn.g_00257
OG0001611	Prac.g_00308	Prbn.g_01666
OG0001626	Prac.g_01524	Prbn.g_00796
OG0001628	Prac.g_01513	Prbn.g_00477
OG0001629	Prac.g_01512	Prbn.g_00822
OG0001630	Prac.g_01395	Prbn.g_01924
OG0001631	Prac.g_01237	Prbn.g_00805
OG0001648	Prac.g_01161	Prbn.g_01681
OG0001649	Prac.g_01236	Prbn.g_01021
OG0001650	Prac.g_00196	Prbn.g_01705, Prbn.g_00141
OG0001651	Prac.g_00310	Prbn.g_01153
OG0001662	Prac.g_01041	Prbn.g_01639
OG0001663	Prac.g_01002	Prbn.g_01170
OG0001664	Prac.g_00143	Prbn.g_01643
OG0001665	Prac.g_00146	Prbn.g_01163
OG0001670	Prac.g_00889, Prac.g_00913, Prac.g_00881, Prac.g_00282	Prbn.g_00790
OG0001684	Prac.g_01965, Prac.g_00784	Prbn.g_00526
OG0001685	Prac.g_01413	Prbn.g_00472
OG0001686	Prac.g_01289	Prbn.g_01149
OG0001687	Prac.g_01243	Prbn.g_00652
OG0001697	Prac.g_01406	Prbn.g_01453
OG0001699	Prac.g_01577, Prac.g_00275	Prbn.g_01649
OG0001701	Prac.g_00475	Prbn.g_00720
OG0001705	Prac.g_01132	Prbn.g_01808
OG0001706	Prac.g_00915	Prbn.g_00128
OG0001707	Prac.g_01219	Prbn.g_01142
OG0001709	Prac.g_00260	Prbn.g_00188
OG0001710	Prac.g_00494	Prbn.g_00459
OG0001722	Prac.g_01397	Prbn.g_01926
OG0001725	Prac.g_01146	Prbn.g_00132
OG0001746	Prac.g_00907	Prbn.g_00129
OG0001780	Prac.g_00268	Prbn.g_00179
OG0001834	Prac.g_00264	Prbn.g_00176
OG0001836	Prac.g_00887	Prbn.g_01237
OG0001922	Prac.g_00190	Prbn.g_00194
OG0002109	Prac.g_00658, Prac.g_00193	Prbn.g_01026
OG0002326	Prac.g_00895	Prbn.g_01682
OG0002377	Prac.g_00888	Prbn.g_01238
OG0002379	Prac.g_01899	Prbn.g_01692
OG0002421	Prac.g_00271	Prbn.g_00181
OG0002480	Prac.g_00265	Prbn.g_00177
OG0002556	Prac.g_00436	Prbn.g_01062
OG0002557	Prac.g_00437	Prbn.g_01063
OG0002558	Prac.g_00438	Prbn.g_01064
OG0003028	Prac.g_00656	Prbn.g_00786
