Orthogroup	Prac	Syak
OG0001170	Prac.g_00583	Syak.g_02360
OG0001171	Prac.g_00574	Syak.g_02349
OG0001172	Prac.g_00479	Syak.g_01388
OG0001173	Prac.g_00480	Syak.g_01387
OG0001174	Prac.g_00488	Syak.g_01379
OG0001175	Prac.g_00489	Syak.g_01378
OG0001176	Prac.g_00496	Syak.g_01354
OG0001177	Prac.g_00499	Syak.g_01356
OG0001178	Prac.g_00504	Syak.g_02411
OG0001179	Prac.g_00532	Syak.g_01324
OG0001181	Prac.g_00557	Syak.g_01296
OG0001182	Prac.g_00564	Syak.g_01287
OG0001183	Prac.g_00006	Syak.g_01282
OG0001184	Prac.g_00022	Syak.g_01571
OG0001185	Prac.g_00036	Syak.g_01643
OG0001186	Prac.g_00058	Syak.g_01709
OG0001187	Prac.g_00062	Syak.g_01712
OG0001188	Prac.g_00064	Syak.g_01714
OG0001189	Prac.g_00081	Syak.g_01736
OG0001190	Prac.g_00085	Syak.g_01942
OG0001191	Prac.g_00095	Syak.g_01928
OG0001192	Prac.g_00099	Syak.g_01921
OG0001193	Prac.g_00109	Syak.g_01888
OG0001194	Prac.g_00110	Syak.g_01882
OG0001195	Prac.g_00111	Syak.g_01881
OG0001196	Prac.g_00124	Syak.g_01811
OG0001197	Prac.g_00125	Syak.g_01809
OG0001198	Prac.g_01950	Syak.g_01798
OG0001199	Prac.g_01857	Syak.g_02249
OG0001200	Prac.g_01855	Syak.g_02247
OG0001201	Prac.g_01823	Syak.g_02191
OG0001202	Prac.g_01731	Syak.g_02061
OG0001203	Prac.g_01692	Syak.g_02307
OG0001204	Prac.g_01687	Syak.g_01404
OG0001205	Prac.g_01102	Syak.g_01181
OG0001206	Prac.g_01083	Syak.g_01148
OG0001207	Prac.g_01067	Syak.g_02566
OG0001208	Prac.g_01062	Syak.g_02576
OG0001209	Prac.g_00837	Syak.g_02643
OG0001210	Prac.g_00832	Syak.g_02654
OG0001211	Prac.g_00822	Syak.g_02669
OG0001212	Prac.g_00776	Syak.g_02728
OG0001213	Prac.g_00742	Syak.g_00025
OG0001214	Prac.g_00734	Syak.g_00037
OG0001215	Prac.g_00681	Syak.g_00697
OG0001216	Prac.g_01558	Syak.g_00805
OG0001217	Prac.g_01521	Syak.g_00138
OG0001219	Prac.g_01487	Syak.g_00551
OG0001220	Prac.g_01424	Syak.g_00580
OG0001221	Prac.g_01373	Syak.g_00390
OG0001222	Prac.g_01335	Syak.g_00517
OG0001223	Prac.g_01309	Syak.g_00472
OG0001224	Prac.g_01260	Syak.g_00739
OG0001226	Prac.g_01232	Syak.g_02239
OG0001227	Prac.g_01213	Syak.g_00963
OG0001228	Prac.g_00940	Syak.g_00619
OG0001229	Prac.g_00215	Syak.g_00711
OG0001230	Prac.g_00419	Syak.g_01030
OG0001231	Prac.g_00315	Syak.g_01777
OG0001232	Prac.g_00602	Syak.g_02385
OG0001233	Prac.g_00582	Syak.g_02359
OG0001234	Prac.g_00491	Syak.g_01374
OG0001235	Prac.g_00501	Syak.g_01362
OG0001236	Prac.g_00019	Syak.g_01568
OG0001237	Prac.g_00023	Syak.g_01573
OG0001238	Prac.g_00096	Syak.g_01926
OG0001239	Prac.g_01860	Syak.g_02252
OG0001240	Prac.g_01838	Syak.g_02206
OG0001241	Prac.g_01830	Syak.g_02197
OG0001242	Prac.g_01812	Syak.g_02168
OG0001243	Prac.g_01806	Syak.g_02160
OG0001244	Prac.g_01790	Syak.g_02132
OG0001245	Prac.g_01153	Syak.g_00248
OG0001246	Prac.g_00867	Syak.g_02604
OG0001247	Prac.g_00688	Syak.g_00618
OG0001248	Prac.g_00686	Syak.g_00147
OG0001249	Prac.g_01498	Syak.g_01251
OG0001250	Prac.g_01435	Syak.g_00602
OG0001251	Prac.g_01400	Syak.g_01875
OG0001252	Prac.g_01265	Syak.g_00754
OG0001253	Prac.g_01212	Syak.g_00250
OG0001254	Prac.g_01016	Syak.g_00272
OG0001255	Prac.g_01001	Syak.g_00066
OG0001256	Prac.g_00322	Syak.g_02430
OG0001257	Prac.g_00316	Syak.g_02502
OG0001258	Prac.g_00628	Syak.g_02420
OG0001259	Prac.g_00584	Syak.g_02361
OG0001260	Prac.g_00568	Syak.g_02332
OG0001261	Prac.g_00540	Syak.g_01315
OG0001262	Prac.g_00079	Syak.g_01734
OG0001263	Prac.g_01803	Syak.g_02157
OG0001265	Prac.g_01813	Syak.g_02170
OG0001266	Prac.g_01727	Syak.g_02057
OG0001267	Prac.g_01651	Syak.g_01459
OG0001268	Prac.g_01195	Syak.g_01240
OG0001269	Prac.g_01175	Syak.g_02323
OG0001270	Prac.g_01113	Syak.g_01194
OG0001271	Prac.g_01072	Syak.g_01121
OG0001272	Prac.g_01058	Syak.g_02580
OG0001273	Prac.g_00740	Syak.g_00030
OG0001274	Prac.g_00668	Syak.g_01988
OG0001275	Prac.g_01300	Syak.g_00633
OG0001276	Prac.g_01281	Syak.g_00649
OG0001277	Prac.g_01223	Syak.g_01829
OG0001278	Prac.g_00935	Syak.g_00671
OG0001280	Prac.g_00174	Syak.g_00933
OG0001281	Prac.g_00180	Syak.g_00944
OG0001282	Prac.g_00218	Syak.g_02564
OG0001283	Prac.g_00237	Syak.g_01818
OG0001284	Prac.g_00341	Syak.g_02446
OG0001285	Prac.g_00599	Syak.g_02381
OG0001287	Prac.g_00043	Syak.g_01652
OG0001288	Prac.g_00051	Syak.g_01686
OG0001289	Prac.g_01844	Syak.g_02222
OG0001290	Prac.g_01831	Syak.g_02198
OG0001291	Prac.g_01796	Syak.g_02147
OG0001292	Prac.g_01682	Syak.g_01410
OG0001293	Prac.g_01670	Syak.g_01432
OG0001294	Prac.g_01155	Syak.g_00355
OG0001295	Prac.g_01078	Syak.g_00740
OG0001296	Prac.g_00862	Syak.g_02610
OG0001298	Prac.g_00796	Syak.g_02703
OG0001299	Prac.g_00705	Syak.g_00349
OG0001300	Prac.g_00678	Syak.g_00706
OG0001301	Prac.g_00675	Syak.g_00721
OG0001302	Prac.g_01489	Syak.g_00068
OG0001303	Prac.g_01296	Syak.g_00548
OG0001304	Prac.g_01271	Syak.g_00664
OG0001305	Prac.g_01252	Syak.g_00728
OG0001306	Prac.g_00999	Syak.g_00915
OG0001307	Prac.g_00200	Syak.g_00344
OG0001308	Prac.g_00401	Syak.g_01054
OG0001309	Prac.g_00318	Syak.g_02620
OG0001311	Prac.g_01279	Syak.g_00651
OG0001312	Prac.g_01346	Syak.g_00537
OG0001315	Prac.g_01869	Syak.g_01284
OG0001316	Prac.g_01791	Syak.g_02140
OG0001317	Prac.g_01696	Syak.g_02302
OG0001318	Prac.g_01675	Syak.g_01424
OG0001319	Prac.g_01659	Syak.g_01448
OG0001321	Prac.g_01096	Syak.g_01172
OG0001322	Prac.g_01095	Syak.g_01171
OG0001323	Prac.g_00853	Syak.g_02623
OG0001324	Prac.g_00677	Syak.g_00707
OG0001325	Prac.g_01555	Syak.g_00800
OG0001326	Prac.g_00647	Syak.g_01870, Syak.g_01154
OG0001327	Prac.g_01240	Syak.g_00362
OG0001328	Prac.g_01214	Syak.g_00383
OG0001329	Prac.g_01024	Syak.g_00280
OG0001330	Prac.g_00153	Syak.g_00925
OG0001331	Prac.g_00223	Syak.g_02559
OG0001332	Prac.g_00368	Syak.g_02485
OG0001333	Prac.g_00588	Syak.g_02365
OG0001334	Prac.g_00009	Syak.g_01274
OG0001335	Prac.g_00010	Syak.g_01273
OG0001336	Prac.g_00121	Syak.g_01817
OG0001340	Prac.g_01603	Syak.g_01261
OG0001343	Prac.g_01403	Syak.g_01877
OG0001344	Prac.g_00981	Syak.g_00893
OG0001345	Prac.g_00966	Syak.g_00856
OG0001346	Prac.g_00176	Syak.g_00937
OG0001348	Prac.g_00295	Syak.g_00774
OG0001351	Prac.g_01093	Syak.g_01164
OG0001352	Prac.g_00691	Syak.g_00764
OG0001355	Prac.g_00285, Prac.g_00878	Syak.g_00144
OG0001356	Prac.g_00900	Syak.g_00773
OG0001358	Prac.g_00751	Syak.g_00007
OG0001359	Prac.g_01402	Syak.g_01878
OG0001360	Prac.g_01211	Syak.g_00854
OG0001361	Prac.g_00969	Syak.g_00859
OG0001364	Prac.g_00012	Syak.g_01552
OG0001365	Prac.g_00089	Syak.g_01937
OG0001369	Prac.g_01839	Syak.g_02207
OG0001371	Prac.g_00692	Syak.g_02231
OG0001373	Prac.g_00646	Syak.g_01871
OG0001374	Prac.g_00654	Syak.g_01863
OG0001375	Prac.g_01404	Syak.g_01876
OG0001376	Prac.g_01246	Syak.g_01916
OG0001377	Prac.g_01245	Syak.g_01917
OG0001378	Prac.g_01047	Syak.g_01196
OG0001380	Prac.g_00205	Syak.g_00237
OG0001382	Prac.g_00302	Syak.g_01169
OG0001385	Prac.g_00643	Syak.g_01874
OG0001386	Prac.g_00644	Syak.g_01873
OG0001387	Prac.g_00645	Syak.g_01872
OG0001388	Prac.g_00648	Syak.g_01869
OG0001389	Prac.g_00649	Syak.g_01868
OG0001390	Prac.g_00650	Syak.g_01867
OG0001391	Prac.g_00651	Syak.g_01866
OG0001392	Prac.g_00652	Syak.g_01865
OG0001393	Prac.g_00653	Syak.g_01864
OG0001395	Prac.g_01269	Syak.g_00789
OG0001399	Prac.g_00493	Syak.g_01977, Syak.g_01103
OG0001405	Prac.g_01605	Syak.g_01271
OG0001406	Prac.g_01247	Syak.g_01915
OG0001408	Prac.g_01228, Prac.g_01229	Syak.g_00087
OG0001409	Prac.g_00978	Syak.g_00878
OG0001410	Prac.g_00201	Syak.g_00343
OG0001413	Prac.g_00327	Syak.g_00103
OG0001416	Prac.g_01088, Prac.g_01087	Syak.g_00941
OG0001417	Prac.g_01076, Prac.g_01075	Syak.g_00486
OG0001420	Prac.g_01038	Syak.g_00997, Syak.g_02635
OG0001422	Prac.g_00297	Syak.g_00928
OG0001429	Prac.g_01486	Syak.g_00547
OG0001430	Prac.g_00148	Syak.g_01949, Syak.g_00314
OG0001432	Prac.g_00328	Syak.g_00095
OG0001433	Prac.g_00899	Syak.g_00771
OG0001435	Prac.g_01388	Syak.g_00369
OG0001438	Prac.g_01638	Syak.g_01475
OG0001439	Prac.g_01624	Syak.g_01506
OG0001442	Prac.g_01530	Syak.g_00415
OG0001447	Prac.g_01805	Syak.g_02159
OG0001448	Prac.g_01167	Syak.g_00121
OG0001452	Prac.g_01398	Syak.g_01419
OG0001453	Prac.g_01306	Syak.g_00465
OG0001454	Prac.g_01218	Syak.g_00249
OG0001456	Prac.g_01008	Syak.g_01855
OG0001457	Prac.g_01007	Syak.g_01854
OG0001458	Prac.g_01006	Syak.g_01853
OG0001459	Prac.g_00134	Syak.g_00311
OG0001462	Prac.g_01912	Syak.g_01750
OG0001464	Prac.g_01602	Syak.g_01260
OG0001465	Prac.g_00669	Syak.g_00775
OG0001467	Prac.g_01497	Syak.g_01022
OG0001470	Prac.g_00239	Syak.g_01592
OG0001471	Prac.g_00326	Syak.g_01501
OG0001473	Prac.g_00059	Syak.g_00102
OG0001474	Prac.g_01194	Syak.g_01239
OG0001475	Prac.g_00241	Syak.g_01594
OG0001479	Prac.g_01197	Syak.g_01242
OG0001480	Prac.g_01165	Syak.g_00084
OG0001482	Prac.g_01090	Syak.g_00476
OG0001486	Prac.g_00987	Syak.g_00900
OG0001492	Prac.g_00938	Syak.g_00668
OG0001493	Prac.g_00930	Syak.g_00676
OG0001502	Prac.g_01502	Syak.g_00586
OG0001504	Prac.g_00135	Syak.g_00310
OG0001508	Prac.g_00238	Syak.g_01591
OG0001520	Prac.g_01141, Prac.g_01140	Syak.g_02689
OG0001528	Prac.g_00240	Syak.g_01593
OG0001546	Prac.g_00848	Syak.g_02627
OG0001551	Prac.g_01009	Syak.g_00689
OG0001553	Prac.g_00414	Syak.g_01037
OG0001554	Prac.g_00320	Syak.g_01945
OG0001565	Prac.g_01120	Syak.g_00083
OG0001572	Prac.g_00911	Syak.g_00097
OG0001582	Prac.g_01077	Syak.g_00231
OG0001588	Prac.g_00435	Syak.g_01554
OG0001602	Prac.g_00670	Syak.g_00776
OG0001625	Prac.g_01673	Syak.g_01426
OG0001633	Prac.g_00214	Syak.g_00662
OG0001647	Prac.g_01658	Syak.g_01450
OG0001712	Prac.g_01123	Syak.g_00225
OG0001713	Prac.g_01873	Syak.g_00881
OG0001726	Prac.g_01126	Syak.g_00572
OG0001745	Prac.g_00329	Syak.g_00281
OG0001924	Prac.g_01585	Syak.g_02769
OG0001925	Prac.g_01586	Syak.g_02768
OG0001926	Prac.g_01587	Syak.g_02767
OG0001927	Prac.g_01588	Syak.g_02766
OG0001993	Prac.g_01583	Syak.g_02771
OG0001994	Prac.g_01584	Syak.g_02770
OG0002109	Prac.g_00658, Prac.g_00193	Syak.g_01102
OG0002111	Prac.g_00781	Syak.g_00568
OG0002156	Prac.g_01895, Prac.g_01894	Syak.g_01003
OG0002899	Prac.g_00660	Syak.g_01100
OG0004539	Prac.g_00661	Syak.g_01099
