Orthogroup	Prad	Syap
OG0001420	Prad.g_00643	Syap.g_02736
OG0001422	Prad.g_00397	Syap.g_01682
OG0001425	Prad.g_01573	Syap.g_01024
OG0001428	Prad.g_01819	Syap.g_01196
OG0001432	Prad.g_00431	Syap.g_01967
OG0001434	Prad.g_00225	Syap.g_00167
OG0001437	Prad.g_01761	Syap.g_00448
OG0001438	Prad.g_01698	Syap.g_01346, Syap.g_01630
OG0001439	Prad.g_01684	Syap.g_01674
OG0001441	Prad.g_00108	Syap.g_02749
OG0001447	Prad.g_01867	Syap.g_02218
OG0001452	Prad.g_00257	Syap.g_01590
OG0001453	Prad.g_00164	Syap.g_02687
OG0001456	Prad.g_01519	Syap.g_01828
OG0001457	Prad.g_01518	Syap.g_01826
OG0001458	Prad.g_01517	Syap.g_01825
OG0001459	Prad.g_00323	Syap.g_00351
OG0001474	Prad.g_01651	Syap.g_00562
OG0001479	Prad.g_01654	Syap.g_00565
OG0001487	Prad.g_00573	Syap.g_00699
OG0001492	Prad.g_01448	Syap.g_02441
OG0001493	Prad.g_01440	Syap.g_02433
OG0001495	Prad.g_00857	Syap.g_01921
OG0001502	Prad.g_01115	Syap.g_00833
OG0001504	Prad.g_00324	Syap.g_00350
OG0001507	Prad.g_00368	Syap.g_00227
OG0001546	Prad.g_00105	Syap.g_02745
OG0001547	Prad.g_01117	Syap.g_00840, Syap.g_00839
OG0001553	Prad.g_00518	Syap.g_02121
OG0001557	Prad.g_00229	Syap.g_00162
OG0001558	Prad.g_01042	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001567	Prad.g_01116	Syap.g_00838
OG0001568	Prad.g_01118	Syap.g_00842
OG0001570	Prad.g_00646, Prad.g_01295	Syap.g_00438
OG0001584	Prad.g_00213	Syap.g_00183
OG0001587	Prad.g_00881	Syap.g_02669
OG0001613	Prad.g_00788	Syap.g_00597
OG0001632	Prad.g_00312	Syap.g_02524
OG0001647	Prad.g_01718	Syap.g_01370
OG0001652	Prad.g_01040	Syap.g_02634
OG0001690	Prad.g_00367	Syap.g_00647
OG0001745	Prad.g_00432	Syap.g_02401
OG0001748	Prad.g_01323	Syap.g_01911
OG0001919	Prad.g_00705	Syap.g_01968
OG0001924	Prad.g_01311	Syap.g_00381
OG0001925	Prad.g_01310	Syap.g_00382
OG0001926	Prad.g_01309	Syap.g_00383
OG0001927	Prad.g_01308	Syap.g_00384
OG0001994	Prad.g_01312	Syap.g_00380
OG0002026	Prad.g_00706	Syap.g_00821
OG0002098	Prad.g_00553	Syap.g_02161
OG0002699	Prad.g_00551	Syap.g_01710
OG0003033	Prad.g_00534	Syap.g_01263
