Orthogroup	Prad	Syaj
OG0001128	Prad.g_01026	Syaj.g_00417
OG0001129	Prad.g_01025	Syaj.g_00419
OG0001130	Prad.g_01024	Syaj.g_00420
OG0001131	Prad.g_00990	Syaj.g_01070
OG0001132	Prad.g_00981	Syaj.g_01166
OG0001133	Prad.g_00655	Syaj.g_01302
OG0001134	Prad.g_01989	Syaj.g_00645
OG0001136	Prad.g_01499	Syaj.g_00300
OG0001137	Prad.g_01488	Syaj.g_00318
OG0001138	Prad.g_01469	Syaj.g_00620
OG0001139	Prad.g_01468	Syaj.g_00618
OG0001140	Prad.g_01467	Syaj.g_00617
OG0001141	Prad.g_01466	Syaj.g_00616
OG0001142	Prad.g_01465	Syaj.g_00615
OG0001143	Prad.g_01458	Syaj.g_00602
OG0001144	Prad.g_01453	Syaj.g_00588
OG0001145	Prad.g_00362	Syaj.g_00276
OG0001146	Prad.g_00624	Syaj.g_01518
OG0001147	Prad.g_00608	Syaj.g_01438
OG0001148	Prad.g_00592	Syaj.g_00057
OG0001149	Prad.g_00591	Syaj.g_00056
OG0001150	Prad.g_00590	Syaj.g_00055
OG0001151	Prad.g_00579	Syaj.g_00043
OG0001152	Prad.g_00578	Syaj.g_00040
OG0001153	Prad.g_00482	Syaj.g_01425
OG0001154	Prad.g_00481	Syaj.g_01426
OG0001155	Prad.g_00469	Syaj.g_01637
OG0001156	Prad.g_00466	Syaj.g_01640
OG0001157	Prad.g_00465	Syaj.g_01641
OG0001158	Prad.g_00464	Syaj.g_01643
OG0001159	Prad.g_00463	Syaj.g_01644
OG0001160	Prad.g_00439	Syaj.g_01697
OG0001161	Prad.g_00426	Syaj.g_02148
OG0001162	Prad.g_00415	Syaj.g_00979
OG0001163	Prad.g_00949	Syaj.g_01705
OG0001164	Prad.g_00945	Syaj.g_01711
OG0001165	Prad.g_00942	Syaj.g_01716
OG0001166	Prad.g_00922	Syaj.g_01746
OG0001167	Prad.g_00905	Syaj.g_01592
OG0001168	Prad.g_00903	Syaj.g_01594
OG0001169	Prad.g_00901	Syaj.g_01596
OG0001170	Prad.g_00899	Syaj.g_01597
OG0001171	Prad.g_00889	Syaj.g_01607
OG0001172	Prad.g_00876	Syaj.g_02641
OG0001173	Prad.g_00875	Syaj.g_02642
OG0001174	Prad.g_00867	Syaj.g_02650
OG0001175	Prad.g_00866	Syaj.g_02651
OG0001176	Prad.g_00859	Syaj.g_02688
OG0001177	Prad.g_00856	Syaj.g_02685
OG0001178	Prad.g_00851	Syaj.g_01726
OG0001179	Prad.g_00823	Syaj.g_02719
OG0001180	Prad.g_00801	Syaj.g_02744
OG0001181	Prad.g_00797	Syaj.g_02748
OG0001182	Prad.g_00790	Syaj.g_02757
OG0001183	Prad.g_00786	Syaj.g_02762
OG0001184	Prad.g_00770	Syaj.g_02449
OG0001185	Prad.g_01636	Syaj.g_02423
OG0001186	Prad.g_01614	Syaj.g_02339
OG0001187	Prad.g_01610	Syaj.g_02369
OG0001188	Prad.g_01608	Syaj.g_02336
OG0001189	Prad.g_01591	Syaj.g_02318
OG0001190	Prad.g_01587	Syaj.g_02111
OG0001191	Prad.g_01577	Syaj.g_02128
OG0001192	Prad.g_01572	Syaj.g_02138
OG0001193	Prad.g_01562	Syaj.g_02178
OG0001194	Prad.g_01561	Syaj.g_02180
OG0001195	Prad.g_01560	Syaj.g_02181
OG0001196	Prad.g_01547	Syaj.g_02244
OG0001197	Prad.g_01546	Syaj.g_02246
OG0001198	Prad.g_01539	Syaj.g_02259
OG0001199	Prad.g_01919	Syaj.g_01825
OG0001200	Prad.g_01917	Syaj.g_01827
OG0001201	Prad.g_01885	Syaj.g_01888
OG0001202	Prad.g_01792	Syaj.g_02032
OG0001203	Prad.g_01753	Syaj.g_02877
OG0001204	Prad.g_01748	Syaj.g_02621
OG0001205	Prad.g_00062	Syaj.g_01545
OG0001206	Prad.g_00044	Syaj.g_01484
OG0001207	Prad.g_00030	Syaj.g_00061
OG0001208	Prad.g_00025	Syaj.g_00074
OG0001209	Prad.g_00094	Syaj.g_00147
OG0001210	Prad.g_01330	Syaj.g_00158
OG0001211	Prad.g_01340	Syaj.g_00184
OG0001212	Prad.g_01385	Syaj.g_00246
OG0001214	Prad.g_01426	Syaj.g_01281
OG0001215	Prad.g_01264	Syaj.g_00492
OG0001216	Prad.g_01051	Syaj.g_00958
OG0001218	Prad.g_01100	Syaj.g_01434
OG0001219	Prad.g_01134	Syaj.g_00782
OG0001220	Prad.g_00296	Syaj.g_00345
OG0001221	Prad.g_00234	Syaj.g_01067
OG0001222	Prad.g_00194	Syaj.g_00911
OG0001223	Prad.g_00168	Syaj.g_00844
OG0001224	Prad.g_01022	Syaj.g_00423
OG0001225	Prad.g_01020	Syaj.g_00425
OG0001227	Prad.g_00978	Syaj.g_02152
OG0001228	Prad.g_01450	Syaj.g_01565
OG0001229	Prad.g_00596	Syaj.g_00451
OG0001231	Prad.g_00417	Syaj.g_02279
OG0001232	Prad.g_00918	Syaj.g_01757
OG0001233	Prad.g_00898	Syaj.g_01598
OG0001234	Prad.g_00864	Syaj.g_02655
OG0001235	Prad.g_00854	Syaj.g_02679
OG0001236	Prad.g_00773	Syaj.g_02453
OG0001237	Prad.g_00769	Syaj.g_02447
OG0001239	Prad.g_01922	Syaj.g_01822
OG0001240	Prad.g_01900	Syaj.g_01871
OG0001242	Prad.g_01874	Syaj.g_01913
OG0001243	Prad.g_01868	Syaj.g_01926
OG0001244	Prad.g_01852	Syaj.g_01960
OG0001246	Prad.g_00125	Syaj.g_00100
OG0001247	Prad.g_01257	Syaj.g_00973
OG0001248	Prad.g_01259	Syaj.g_00978
OG0001250	Prad.g_00307	Syaj.g_00375
OG0001251	Prad.g_00259	Syaj.g_02187
OG0001252	Prad.g_01027	Syaj.g_00416
OG0001253	Prad.g_00977	Syaj.g_01165
OG0001254	Prad.g_01987	Syaj.g_00646
OG0001256	Prad.g_00424	Syaj.g_01704
OG0001257	Prad.g_00418	Syaj.g_01342
OG0001258	Prad.g_00944	Syaj.g_01714
OG0001260	Prad.g_00883	Syaj.g_01617
OG0001261	Prad.g_00815	Syaj.g_02728
OG0001262	Prad.g_01593	Syaj.g_02320
OG0001263	Prad.g_01865	Syaj.g_01929
OG0001265	Prad.g_01875	Syaj.g_01911
OG0001266	Prad.g_01788	Syaj.g_02036
OG0001267	Prad.g_01711	Syaj.g_02565
OG0001268	Prad.g_01652	Syaj.g_02811
OG0001270	Prad.g_00668	Syaj.g_01558
OG0001271	Prad.g_00035	Syaj.g_01447
OG0001272	Prad.g_00021	Syaj.g_00078
OG0001273	Prad.g_01420	Syaj.g_01288
OG0001274	Prad.g_01277	Syaj.g_02077
OG0001275	Prad.g_00158	Syaj.g_00827
OG0001276	Prad.g_00138	Syaj.g_00811
OG0001277	Prad.g_00988	Syaj.g_02227
OG0001278	Prad.g_01445	Syaj.g_00575
OG0001279	Prad.g_01216	Syaj.g_01356
OG0001280	Prad.g_00629	Syaj.g_01508
OG0001281	Prad.g_00623	Syaj.g_01519
OG0001282	Prad.g_00593	Syaj.g_00058
OG0001283	Prad.g_00574	Syaj.g_02238
OG0001284	Prad.g_00444	Syaj.g_01688
OG0001285	Prad.g_00915	Syaj.g_01170
OG0001286	Prad.g_00803	Syaj.g_02742
OG0001287	Prad.g_01629	Syaj.g_02415
OG0001288	Prad.g_01621	Syaj.g_02394
OG0001289	Prad.g_01906	Syaj.g_01845
OG0001290	Prad.g_01893	Syaj.g_01880
OG0001291	Prad.g_01858	Syaj.g_01939
OG0001292	Prad.g_01743	Syaj.g_02616
OG0001293	Prad.g_01730	Syaj.g_02594
OG0001294	Prad.g_00731	Syaj.g_00722
OG0001295	Prad.g_00039	Syaj.g_00161
OG0001296	Prad.g_00120	Syaj.g_00106
OG0001297	Prad.g_00115	Syaj.g_00110
OG0001298	Prad.g_01366	Syaj.g_00221
OG0001299	Prad.g_01240	Syaj.g_00716
OG0001300	Prad.g_01267	Syaj.g_00479
OG0001301	Prad.g_01270	Syaj.g_00440
OG0001302	Prad.g_01132	Syaj.g_01251
OG0001303	Prad.g_00154	Syaj.g_00784
OG0001304	Prad.g_01034	Syaj.g_00795
OG0001305	Prad.g_01014	Syaj.g_00433
OG0001306	Prad.g_01510	Syaj.g_00285
OG0001307	Prad.g_00611	Syaj.g_02672
OG0001309	Prad.g_00420	Syaj.g_00116
OG0001310	Prad.g_00929	Syaj.g_01735
OG0001312	Prad.g_00205	Syaj.g_00931
OG0001313	Prad.g_01045	Syaj.g_01471, Syaj.g_01472
OG0001315	Prad.g_01932	Syaj.g_02760
OG0001316	Prad.g_01853	Syaj.g_01946
OG0001317	Prad.g_01757	Syaj.g_02857
OG0001319	Prad.g_01719	Syaj.g_02576
OG0001321	Prad.g_00056	Syaj.g_01528
OG0001322	Prad.g_00055	Syaj.g_01527
OG0001323	Prad.g_00110	Syaj.g_00119
OG0001324	Prad.g_01268	Syaj.g_00478
OG0001325	Prad.g_01054	Syaj.g_00953
OG0001326	Prad.g_00271	Syaj.g_02196
OG0001327	Prad.g_01003	Syaj.g_00729
OG0001328	Prad.g_00979	Syaj.g_00764
OG0001329	Prad.g_00663	Syaj.g_00028
OG0001330	Prad.g_00340	Syaj.g_01501
OG0001332	Prad.g_00471	Syaj.g_01631
OG0001333	Prad.g_00904	Syaj.g_01593
OG0001334	Prad.g_00783	Syaj.g_02770
OG0001335	Prad.g_00782	Syaj.g_02771
OG0001336	Prad.g_01550	Syaj.g_02239
OG0001339	Prad.g_01890	Syaj.g_01883
OG0001340	Prad.g_01663	Syaj.g_02787
OG0001341	Prad.g_01090	Syaj.g_00449
OG0001343	Prad.g_00262	Syaj.g_02184
OG0001344	Prad.g_01492	Syaj.g_00307
OG0001345	Prad.g_01477	Syaj.g_00337
OG0001346	Prad.g_00627	Syaj.g_01512
OG0001347	Prad.g_01978	Syaj.g_02374
OG0001348	Prad.g_00395	Syaj.g_00393
OG0001349	Prad.g_00536	Syaj.g_01763
OG0001350	Prad.g_00965	Syaj.g_02876
OG0001351	Prad.g_00053	Syaj.g_00272
OG0001352	Prad.g_01254	Syaj.g_00136
OG0001353	Prad.g_01178	Syaj.g_00386
OG0001355	Prad.g_00384	Syaj.g_01244
OG0001358	Prad.g_01409	Syaj.g_01309
OG0001359	Prad.g_00261	Syaj.g_02183
OG0001360	Prad.g_00976	Syaj.g_00340
OG0001361	Prad.g_01480	Syaj.g_00334
OG0001362	Prad.g_00501	Syaj.g_01396
OG0001363	Prad.g_00499	Syaj.g_01398
OG0001364	Prad.g_00780	Syaj.g_02473
OG0001369	Prad.g_01901	Syaj.g_01870
OG0001370	Prad.g_00047	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001373	Prad.g_00272	Syaj.g_02195
OG0001374	Prad.g_00264	Syaj.g_02203
OG0001375	Prad.g_00263	Syaj.g_02185
OG0001376	Prad.g_01009	Syaj.g_02140
OG0001377	Prad.g_01008	Syaj.g_02139
OG0001378	Prad.g_00634	Syaj.g_01559
OG0001379	Prad.g_00364	Syaj.g_01503
OG0001381	Prad.g_00600	Syaj.g_00405, Syaj.g_02663
OG0001382	Prad.g_00403	Syaj.g_00685
OG0001385	Prad.g_00275	Syaj.g_02192
OG0001386	Prad.g_00274	Syaj.g_02193
OG0001387	Prad.g_00273	Syaj.g_02194
OG0001388	Prad.g_00270	Syaj.g_02197
OG0001389	Prad.g_00269	Syaj.g_02198
OG0001390	Prad.g_00268	Syaj.g_02199
OG0001391	Prad.g_00267	Syaj.g_02200
OG0001392	Prad.g_00266	Syaj.g_02201
OG0001393	Prad.g_00265	Syaj.g_02202
OG0001394	Prad.g_00230	Syaj.g_01059
OG0001395	Prad.g_01032	Syaj.g_00935
OG0001396	Prad.g_01977	Syaj.g_02498, Syaj.g_02372
OG0001397	Prad.g_00500	Syaj.g_01397
OG0001401	Prad.g_01046	Syaj.g_00381
OG0001403	Prad.g_01956	Syaj.g_02297
OG0001404	Prad.g_01925	Syaj.g_01817
OG0001405	Prad.g_01665	Syaj.g_02773
OG0001406	Prad.g_01010	Syaj.g_02141
OG0001407	Prad.g_00997	Syaj.g_00137
OG0001408	Prad.g_00992	Syaj.g_00561
OG0001410	Prad.g_00610	Syaj.g_02673
OG0001412	Prad.g_01979	Syaj.g_02496
OG0001413	Prad.g_00429	Syaj.g_01241
OG0001414	Prad.g_01762	Syaj.g_02664
OG0001416	Prad.g_00048	Syaj.g_01516
OG0001417	Prad.g_00037	Syaj.g_00858
OG0001419	Prad.g_00996	Syaj.g_00138
OG0001420	Prad.g_00643	Syaj.g_00131
OG0001421	Prad.g_00423	Syaj.g_01235, Syaj.g_01167
OG0001425	Prad.g_01573	Syaj.g_02137
OG0001428	Prad.g_01819	Syaj.g_01993
OG0001430	Prad.g_00334	Syaj.g_02104
OG0001432	Prad.g_00431	Syaj.g_00509
OG0001434	Prad.g_00225	Syaj.g_01054
OG0001438	Prad.g_01698	Syaj.g_02550
OG0001439	Prad.g_01684	Syaj.g_02520
OG0001446	Prad.g_01914	Syaj.g_00527
OG0001447	Prad.g_01867	Syaj.g_01927
OG0001448	Prad.g_00743	Syaj.g_01813
OG0001449	Prad.g_00702	Syaj.g_02625
OG0001452	Prad.g_00257	Syaj.g_02607
OG0001453	Prad.g_00164	Syaj.g_00838
OG0001454	Prad.g_00983	Syaj.g_01231
OG0001456	Prad.g_01519	Syaj.g_02205
OG0001457	Prad.g_01518	Syaj.g_02206
OG0001458	Prad.g_01517	Syaj.g_02207
OG0001459	Prad.g_00323	Syaj.g_00653
OG0001462	Prad.g_01952	Syaj.g_02304
OG0001463	Prad.g_01705	Syaj.g_00403
OG0001464	Prad.g_01662	Syaj.g_02788
OG0001465	Prad.g_01276	Syaj.g_00968
OG0001471	Prad.g_00428	Syaj.g_02526
OG0001473	Prad.g_01613	Syaj.g_01255
OG0001474	Prad.g_01651	Syaj.g_02812
OG0001479	Prad.g_01654	Syaj.g_02809
OG0001480	Prad.g_00741	Syaj.g_00343
OG0001482	Prad.g_00050	Syaj.g_00848
OG0001487	Prad.g_00573	Syaj.g_01433
OG0001492	Prad.g_01448	Syaj.g_00578
OG0001493	Prad.g_01440	Syaj.g_00569
OG0001499	Prad.g_01933	Syaj.g_01211
OG0001502	Prad.g_01115	Syaj.g_00351
OG0001504	Prad.g_00324	Syaj.g_00652
OG0001520	Prad.g_00710	Syaj.g_00206
OG0001522	Prad.g_01179	Syaj.g_00385
OG0001523	Prad.g_01525	Syaj.g_00673
OG0001524	Prad.g_01524	Syaj.g_00672
OG0001525	Prad.g_00412	Syaj.g_02159
OG0001546	Prad.g_00105	Syaj.g_00124
OG0001547	Prad.g_01117	Syaj.g_01106
OG0001548	Prad.g_01121	Syaj.g_01222
OG0001551	Prad.g_01520	Syaj.g_00395
OG0001554	Prad.g_00422	Syaj.g_02109
OG0001557	Prad.g_00229	Syaj.g_01058
OG0001558	Prad.g_01042	Syaj.g_02282
OG0001567	Prad.g_01116	Syaj.g_01108
OG0001568	Prad.g_01118	Syaj.g_01104
OG0001570	Prad.g_00646, Prad.g_01295	Syaj.g_01124
OG0001572	Prad.g_00315	Syaj.g_00522
OG0001582	Prad.g_00038	Syaj.g_01215
OG0001585	Prad.g_00316	Syaj.g_01778
OG0001588	Prad.g_01186	Syaj.g_02467
OG0001602	Prad.g_01275	Syaj.g_00969
OG0001625	Prad.g_01733	Syaj.g_02600
OG0001627	Prad.g_01097	Syaj.g_01633
OG0001633	Prad.g_00597	Syaj.g_01347
OG0001647	Prad.g_01718	Syaj.g_02574
OG0001652	Prad.g_01040	Syaj.g_02280
OG0001671	Prad.g_01322	Syaj.g_02062
OG0001747	Prad.g_00089	Syaj.g_01958
OG0001748	Prad.g_01323	Syaj.g_02064
OG0001835	Prad.g_01209	Syaj.g_01801
OG0001837	Prad.g_01324	Syaj.g_02063
OG0001924	Prad.g_01311	Syaj.g_01318
OG0001925	Prad.g_01310	Syaj.g_01319
OG0001926	Prad.g_01309	Syaj.g_01320
OG0001927	Prad.g_01308	Syaj.g_01321
OG0001993	Prad.g_01313	Syaj.g_01316
OG0001994	Prad.g_01312	Syaj.g_01317
OG0002063	Prad.g_00694	Syaj.g_00557
OG0002112	Prad.g_00688	Syaj.g_02537
OG0002157	Prad.g_00687	Syaj.g_02536
OG0002158	Prad.g_00689	Syaj.g_02538
OG0002618	Prad.g_00692	Syaj.g_00171
