Orthogroup	Prad	Syai
OG0001174	Prad.g_00867	Syai.g_00332
OG0001175	Prad.g_00866	Syai.g_00333
OG0001176	Prad.g_00859	Syai.g_00352
OG0001177	Prad.g_00856	Syai.g_00350
OG0001178	Prad.g_00851	Syai.g_02383
OG0001179	Prad.g_00823	Syai.g_00385
OG0001180	Prad.g_00801	Syai.g_00410
OG0001181	Prad.g_00797	Syai.g_00414
OG0001182	Prad.g_00790	Syai.g_00423
OG0001183	Prad.g_00786	Syai.g_00429
OG0001184	Prad.g_00770	Syai.g_00156
OG0001185	Prad.g_01636	Syai.g_00117
OG0001186	Prad.g_01614	Syai.g_00084
OG0001187	Prad.g_01610	Syai.g_00081
OG0001188	Prad.g_01608	Syai.g_00078
OG0001189	Prad.g_01591	Syai.g_00061
OG0001190	Prad.g_01587	Syai.g_02776
OG0001191	Prad.g_01577	Syai.g_02788
OG0001192	Prad.g_01572	Syai.g_02793
OG0001193	Prad.g_01562	Syai.g_02835
OG0001194	Prad.g_01561	Syai.g_02838
OG0001195	Prad.g_01560	Syai.g_02839
OG0001196	Prad.g_01547	Syai.g_02913
OG0001197	Prad.g_01546	Syai.g_02915
OG0001198	Prad.g_01539	Syai.g_02930
OG0001199	Prad.g_01919	Syai.g_02480
OG0001200	Prad.g_01917	Syai.g_02482
OG0001202	Prad.g_01792	Syai.g_02674
OG0001203	Prad.g_01753	Syai.g_00540
OG0001204	Prad.g_01748	Syai.g_00312
OG0001205	Prad.g_00062	Syai.g_02212
OG0001206	Prad.g_00044	Syai.g_00853
OG0001207	Prad.g_00030	Syai.g_00629
OG0001208	Prad.g_00025	Syai.g_00640
OG0001209	Prad.g_00094	Syai.g_00711
OG0001210	Prad.g_01330	Syai.g_00720
OG0001211	Prad.g_01340	Syai.g_00735
OG0001212	Prad.g_01385	Syai.g_00799
OG0001213	Prad.g_01418	Syai.g_01082
OG0001214	Prad.g_01426	Syai.g_01106
OG0001215	Prad.g_01264	Syai.g_01958
OG0001216	Prad.g_01051	Syai.g_01388
OG0001217	Prad.g_01092	Syai.g_01185
OG0001218	Prad.g_01100	Syai.g_00893
OG0001219	Prad.g_01134	Syai.g_01561
OG0001220	Prad.g_00296	Syai.g_02087
OG0001221	Prad.g_00234	Syai.g_01284
OG0001222	Prad.g_00194	Syai.g_01516
OG0001223	Prad.g_00168	Syai.g_01463
OG0001224	Prad.g_01022	Syai.g_02011
OG0001225	Prad.g_01020	Syai.g_02009
OG0001226	Prad.g_00995	Syai.g_01154
OG0001227	Prad.g_00978	Syai.g_02806
OG0001228	Prad.g_01450	Syai.g_02218
OG0001229	Prad.g_00596	Syai.g_01986
OG0001230	Prad.g_00523	Syai.g_00964
OG0001231	Prad.g_00417	Syai.g_00017
OG0001232	Prad.g_00918	Syai.g_02410
OG0001233	Prad.g_00898	Syai.g_02261
OG0001234	Prad.g_00864	Syai.g_00337
OG0001235	Prad.g_00854	Syai.g_00343
OG0001236	Prad.g_00773	Syai.g_00159
OG0001237	Prad.g_00769	Syai.g_00137
OG0001238	Prad.g_01576	Syai.g_02789
OG0001239	Prad.g_01922	Syai.g_02477
OG0001240	Prad.g_01900	Syai.g_02527
OG0001241	Prad.g_01892	Syai.g_02537
OG0001242	Prad.g_01874	Syai.g_02566
OG0001243	Prad.g_01868	Syai.g_02573
OG0001244	Prad.g_01852	Syai.g_02605
OG0001245	Prad.g_00729	Syai.g_02091
OG0001246	Prad.g_00125	Syai.g_00666
OG0001247	Prad.g_01257	Syai.g_01380
OG0001248	Prad.g_01259	Syai.g_01377
OG0001249	Prad.g_01123	Syai.g_00464
OG0001250	Prad.g_00307	Syai.g_02053
OG0001251	Prad.g_00259	Syai.g_02845
OG0001252	Prad.g_01027	Syai.g_02018
OG0001254	Prad.g_01987	Syai.g_01744
OG0001255	Prad.g_01512	Syai.g_01915
OG0001256	Prad.g_00424	Syai.g_02362
OG0001257	Prad.g_00418	Syai.g_00848
OG0001258	Prad.g_00944	Syai.g_02372
OG0001259	Prad.g_00900	Syai.g_02259
OG0001260	Prad.g_00883	Syai.g_02281
OG0001261	Prad.g_00815	Syai.g_00394
OG0001262	Prad.g_01593	Syai.g_00063
OG0001263	Prad.g_01865	Syai.g_02576
OG0001265	Prad.g_01875	Syai.g_02563
OG0001266	Prad.g_01788	Syai.g_02679
OG0001267	Prad.g_01711	Syai.g_00259
OG0001268	Prad.g_01652	Syai.g_00492
OG0001269	Prad.g_00752	Syai.g_01699
OG0001270	Prad.g_00668	Syai.g_02231
OG0001271	Prad.g_00035	Syai.g_00862
OG0001272	Prad.g_00021	Syai.g_00644
OG0001273	Prad.g_01420	Syai.g_01099
OG0001274	Prad.g_01277	Syai.g_02706
OG0001275	Prad.g_00158	Syai.g_01447
OG0001276	Prad.g_00138	Syai.g_01431
OG0001277	Prad.g_00988	Syai.g_02899
OG0001278	Prad.g_01445	Syai.g_01799
OG0001279	Prad.g_01216	Syai.g_00991
OG0001280	Prad.g_00629	Syai.g_02176
OG0001281	Prad.g_00623	Syai.g_02186
OG0001282	Prad.g_00593	Syai.g_00627
OG0001283	Prad.g_00574	Syai.g_02908
OG0001284	Prad.g_00444	Syai.g_02338
OG0001285	Prad.g_00915	Syai.g_02866
OG0001286	Prad.g_00803	Syai.g_00408
OG0001287	Prad.g_01629	Syai.g_00109
OG0001289	Prad.g_01906	Syai.g_02504
OG0001290	Prad.g_01893	Syai.g_02536
OG0001291	Prad.g_01858	Syai.g_02587
OG0001292	Prad.g_01743	Syai.g_00306
OG0001293	Prad.g_01730	Syai.g_00285
OG0001294	Prad.g_00731	Syai.g_01242
OG0001295	Prad.g_00039	Syai.g_00722
OG0001296	Prad.g_00120	Syai.g_00672
OG0001297	Prad.g_00115	Syai.g_00676
OG0001298	Prad.g_01366	Syai.g_00773
OG0001299	Prad.g_01240	Syai.g_01236
OG0001300	Prad.g_01267	Syai.g_01982
OG0001301	Prad.g_01270	Syai.g_01995
OG0001302	Prad.g_01132	Syai.g_01142
OG0001303	Prad.g_00154	Syai.g_01559
OG0001304	Prad.g_01034	Syai.g_01418
OG0001305	Prad.g_01014	Syai.g_02001
OG0001306	Prad.g_01510	Syai.g_02160
OG0001307	Prad.g_00611	Syai.g_01717
OG0001308	Prad.g_00505	Syai.g_00943
OG0001309	Prad.g_00420	Syai.g_00682
OG0001312	Prad.g_00205	Syai.g_01549
OG0001315	Prad.g_01932	Syai.g_00427
OG0001316	Prad.g_01853	Syai.g_02593
OG0001317	Prad.g_01757	Syai.g_00534
OG0001318	Prad.g_01735	Syai.g_00293
OG0001319	Prad.g_01719	Syai.g_00270
OG0001321	Prad.g_00056	Syai.g_02195
OG0001322	Prad.g_00055	Syai.g_02194
OG0001323	Prad.g_00110	Syai.g_00685
OG0001324	Prad.g_01268	Syai.g_01983
OG0001325	Prad.g_01054	Syai.g_01392
OG0001326	Prad.g_00271	Syai.g_02856
OG0001327	Prad.g_01003	Syai.g_01250
OG0001328	Prad.g_00979	Syai.g_01278
OG0001330	Prad.g_00340	Syai.g_02167
OG0001331	Prad.g_00588	Syai.g_00622
OG0001332	Prad.g_00471	Syai.g_02293
OG0001333	Prad.g_00904	Syai.g_02255
OG0001334	Prad.g_00783	Syai.g_00438
OG0001335	Prad.g_00782	Syai.g_00439
OG0001336	Prad.g_01550	Syai.g_02909
OG0001339	Prad.g_01890	Syai.g_02539
OG0001340	Prad.g_01663	Syai.g_00453
OG0001343	Prad.g_00262	Syai.g_02842
OG0001344	Prad.g_01492	Syai.g_02139
OG0001345	Prad.g_01477	Syai.g_02110
OG0001346	Prad.g_00627	Syai.g_02180
OG0001348	Prad.g_00395	Syai.g_02033
OG0001349	Prad.g_00536	Syai.g_02417
OG0001350	Prad.g_00965	Syai.g_00539
OG0001351	Prad.g_00053	Syai.g_00843
OG0001352	Prad.g_01254	Syai.g_00700
OG0001353	Prad.g_01178	Syai.g_02042
OG0001355	Prad.g_00384	Syai.g_01698
OG0001359	Prad.g_00261	Syai.g_02841
OG0001360	Prad.g_00976	Syai.g_02107
OG0001361	Prad.g_01480	Syai.g_02113
OG0001362	Prad.g_00501	Syai.g_00938
OG0001363	Prad.g_00499	Syai.g_00936
OG0001364	Prad.g_00780	Syai.g_00173
OG0001370	Prad.g_00047	Syai.g_02317
OG0001373	Prad.g_00272	Syai.g_02855
OG0001374	Prad.g_00264	Syai.g_02863
OG0001375	Prad.g_00263	Syai.g_02843
OG0001376	Prad.g_01009	Syai.g_02795
OG0001377	Prad.g_01008	Syai.g_02794
OG0001378	Prad.g_00634	Syai.g_02232
OG0001379	Prad.g_00364	Syai.g_02169
OG0001380	Prad.g_00606	Syai.g_01168
OG0001381	Prad.g_00600	Syai.g_02819, Syai.g_01723
OG0001385	Prad.g_00275	Syai.g_02852
OG0001386	Prad.g_00274	Syai.g_02853
OG0001387	Prad.g_00273	Syai.g_02854
OG0001388	Prad.g_00270	Syai.g_02857
OG0001389	Prad.g_00269	Syai.g_02858
OG0001390	Prad.g_00268	Syai.g_02859
OG0001391	Prad.g_00267	Syai.g_02860
OG0001392	Prad.g_00266	Syai.g_02861
OG0001393	Prad.g_00265	Syai.g_02862
OG0001394	Prad.g_00230	Syai.g_01290
OG0001395	Prad.g_01032	Syai.g_01410
OG0001396	Prad.g_01977	Syai.g_02765
OG0001397	Prad.g_00500	Syai.g_00937
OG0001401	Prad.g_01046	Syai.g_02046, Syai.g_02047
OG0001404	Prad.g_01925	Syai.g_02473
OG0001405	Prad.g_01665	Syai.g_00441
OG0001406	Prad.g_01010	Syai.g_02796
OG0001407	Prad.g_00997	Syai.g_00701
OG0001408	Prad.g_00992	Syai.g_01831
OG0001412	Prad.g_01979	Syai.g_02767
OG0001413	Prad.g_00429	Syai.g_01148
OG0001414	Prad.g_01762	Syai.g_01722
OG0001416	Prad.g_00048	Syai.g_02183
OG0001417	Prad.g_00037	Syai.g_01478
OG0001419	Prad.g_00996	Syai.g_00702
OG0001420	Prad.g_00643	Syai.g_00697
OG0001421	Prad.g_00423	Syai.g_01621
OG0001422	Prad.g_00397	Syai.g_02171
OG0001423	Prad.g_00546	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prad.g_01573	Syai.g_02792
OG0001428	Prad.g_01819	Syai.g_02637
OG0001430	Prad.g_00334	Syai.g_02768
OG0001432	Prad.g_00431	Syai.g_01943
OG0001438	Prad.g_01698	Syai.g_00244
OG0001439	Prad.g_01684	Syai.g_00219
OG0001441	Prad.g_00108	Syai.g_00687
OG0001442	Prad.g_01081	Syai.g_01305
OG0001446	Prad.g_01914	Syai.g_00832
OG0001447	Prad.g_01867	Syai.g_02574
OG0001448	Prad.g_00743	Syai.g_02808
OG0001449	Prad.g_00702	Syai.g_00315
OG0001452	Prad.g_00257	Syai.g_00298
OG0001453	Prad.g_00164	Syai.g_01455
OG0001454	Prad.g_00983	Syai.g_01153
OG0001456	Prad.g_01519	Syai.g_02873
OG0001457	Prad.g_01518	Syai.g_02874
OG0001458	Prad.g_01517	Syai.g_02875
OG0001459	Prad.g_00323	Syai.g_01712
OG0001462	Prad.g_01952	Syai.g_00045
OG0001465	Prad.g_01276	Syai.g_01384
OG0001467	Prad.g_01124	Syai.g_01141
OG0001468	Prad.g_01005	Syai.g_01144
OG0001471	Prad.g_00428	Syai.g_00224
OG0001472	Prad.g_00421	Syai.g_01931
OG0001473	Prad.g_01613	Syai.g_01130
OG0001474	Prad.g_01651	Syai.g_00493
OG0001479	Prad.g_01654	Syai.g_00490
OG0001480	Prad.g_00741	Syai.g_02088
OG0001482	Prad.g_00050	Syai.g_01468
OG0001484	Prad.g_00348	Syai.g_02864
OG0001487	Prad.g_00573	Syai.g_00894
OG0001492	Prad.g_01448	Syai.g_01796
OG0001493	Prad.g_01440	Syai.g_01820
OG0001495	Prad.g_00857	Syai.g_00349
OG0001499	Prad.g_01933	Syai.g_00831, Syai.g_01189
OG0001502	Prad.g_01115	Syai.g_02079
OG0001504	Prad.g_00324	Syai.g_01713
OG0001507	Prad.g_00368	Syai.g_01671
OG0001520	Prad.g_00710	Syai.g_00757
OG0001546	Prad.g_00105	Syai.g_00690
OG0001547	Prad.g_01117	Syai.g_01580
OG0001548	Prad.g_01121	Syai.g_01157
OG0001551	Prad.g_01520	Syai.g_02028
OG0001552	Prad.g_00074	Syai.g_01018
OG0001554	Prad.g_00422	Syai.g_02774
OG0001555	Prad.g_00407	Syai.g_01645
OG0001557	Prad.g_00229	Syai.g_01291
OG0001558	Prad.g_01042	Syai.g_00020, Syai.g_00021
OG0001567	Prad.g_01116	Syai.g_01581
OG0001568	Prad.g_01118	Syai.g_01578
OG0001572	Prad.g_00315	Syai.g_00564
OG0001582	Prad.g_00038	Syai.g_01500
OG0001585	Prad.g_00316	Syai.g_01635
OG0001588	Prad.g_01186	Syai.g_00170
OG0001602	Prad.g_01275	Syai.g_01383
OG0001625	Prad.g_01733	Syai.g_00291
OG0001633	Prad.g_00597	Syai.g_00995
OG0001647	Prad.g_01718	Syai.g_00268
OG0001652	Prad.g_01040	Syai.g_00018
OG0001667	Prad.g_00343	Syai.g_01923
OG0001712	Prad.g_00679	Syai.g_01634
OG0001726	Prad.g_00682	Syai.g_01593, Syai.g_01594
OG0001747	Prad.g_00089	Syai.g_02600
OG0001835	Prad.g_01209	Syai.g_00585, Syai.g_01690
OG0001924	Prad.g_01311	Syai.g_01058
OG0001925	Prad.g_01310	Syai.g_01057
OG0001926	Prad.g_01309	Syai.g_01056
OG0001927	Prad.g_01308	Syai.g_01055
OG0001928	Prad.g_00538	Syai.g_01031, Syai.g_01009, Syai.g_01033, Syai.g_02348
OG0001993	Prad.g_01313	Syai.g_01060
OG0001994	Prad.g_01312	Syai.g_01059
OG0002063	Prad.g_00694	Syai.g_01856, Syai.g_01833
OG0002112	Prad.g_00688	Syai.g_00231
OG0002157	Prad.g_00687	Syai.g_00230
OG0002158	Prad.g_00689	Syai.g_00232
OG0002489	Prad.g_00686	Syai.g_00596, Syai.g_01023
OG0003181	Prad.g_01942	Syai.g_02603
