Orthogroup	Prad	Syah
OG0001180	Prad.g_00801	Syah.g_00792
OG0001181	Prad.g_00797	Syah.g_00796
OG0001182	Prad.g_00790	Syah.g_00805
OG0001183	Prad.g_00786	Syah.g_00810
OG0001184	Prad.g_00770	Syah.g_00192
OG0001185	Prad.g_01636	Syah.g_00244
OG0001186	Prad.g_01614	Syah.g_00294
OG0001187	Prad.g_01610	Syah.g_00289
OG0001188	Prad.g_01608	Syah.g_00299
OG0001189	Prad.g_01591	Syah.g_00316
OG0001190	Prad.g_01587	Syah.g_00512
OG0001191	Prad.g_01577	Syah.g_00491
OG0001192	Prad.g_01572	Syah.g_00485
OG0001193	Prad.g_01562	Syah.g_00456
OG0001194	Prad.g_01561	Syah.g_00454
OG0001195	Prad.g_01560	Syah.g_00453
OG0001196	Prad.g_01547	Syah.g_00390
OG0001197	Prad.g_01546	Syah.g_00388
OG0001198	Prad.g_01539	Syah.g_00376
OG0001199	Prad.g_01919	Syah.g_02488
OG0001200	Prad.g_01917	Syah.g_02490
OG0001201	Prad.g_01885	Syah.g_02538
OG0001202	Prad.g_01792	Syah.g_00594
OG0001203	Prad.g_01753	Syah.g_00909
OG0001204	Prad.g_01748	Syah.g_00676
OG0001205	Prad.g_00062	Syah.g_02222
OG0001206	Prad.g_00044	Syah.g_01208
OG0001207	Prad.g_00030	Syah.g_00987
OG0001208	Prad.g_00025	Syah.g_00999
OG0001209	Prad.g_00094	Syah.g_01067
OG0001210	Prad.g_01330	Syah.g_01074
OG0001211	Prad.g_01340	Syah.g_01092
OG0001212	Prad.g_01385	Syah.g_01150
OG0001213	Prad.g_01418	Syah.g_01946
OG0001214	Prad.g_01426	Syah.g_01933
OG0001215	Prad.g_01264	Syah.g_01996
OG0001216	Prad.g_01051	Syah.g_01727
OG0001217	Prad.g_01092	Syah.g_01869
OG0001218	Prad.g_01100	Syah.g_01244
OG0001219	Prad.g_01134	Syah.g_01578
OG0001220	Prad.g_00296	Syah.g_02113
OG0001221	Prad.g_00234	Syah.g_01816
OG0001223	Prad.g_00168	Syah.g_01654
OG0001224	Prad.g_01022	Syah.g_02034
OG0001225	Prad.g_01020	Syah.g_02032
OG0001226	Prad.g_00995	Syah.g_01887
OG0001227	Prad.g_00978	Syah.g_00472
OG0001228	Prad.g_01450	Syah.g_02228
OG0001229	Prad.g_00596	Syah.g_02009
OG0001230	Prad.g_00523	Syah.g_01302
OG0001231	Prad.g_00417	Syah.g_00356
OG0001232	Prad.g_00918	Syah.g_02422
OG0001233	Prad.g_00898	Syah.g_02266
OG0001234	Prad.g_00864	Syah.g_00706
OG0001236	Prad.g_00773	Syah.g_00189
OG0001237	Prad.g_00769	Syah.g_00201
OG0001238	Prad.g_01576	Syah.g_00490
OG0001240	Prad.g_01900	Syah.g_02523
OG0001241	Prad.g_01892	Syah.g_02532
OG0001242	Prad.g_01874	Syah.g_00011
OG0001243	Prad.g_01868	Syah.g_00017
OG0001244	Prad.g_01852	Syah.g_00049
OG0001245	Prad.g_00729	Syah.g_01848
OG0001246	Prad.g_00125	Syah.g_01025
OG0001247	Prad.g_01257	Syah.g_01741
OG0001248	Prad.g_01259	Syah.g_01744
OG0001249	Prad.g_01123	Syah.g_00849
OG0001250	Prad.g_00307	Syah.g_02090
OG0001251	Prad.g_00259	Syah.g_00448
OG0001252	Prad.g_01027	Syah.g_02041
OG0001253	Prad.g_00977	Syah.g_01849
OG0001254	Prad.g_01987	Syah.g_01438
OG0001255	Prad.g_01512	Syah.g_00919
OG0001256	Prad.g_00424	Syah.g_02369
OG0001257	Prad.g_00418	Syah.g_01237
OG0001258	Prad.g_00944	Syah.g_02379
OG0001259	Prad.g_00900	Syah.g_02264
OG0001260	Prad.g_00883	Syah.g_02286
OG0001262	Prad.g_01593	Syah.g_00314
OG0001263	Prad.g_01865	Syah.g_00020
OG0001265	Prad.g_01875	Syah.g_00009
OG0001266	Prad.g_01788	Syah.g_00590
OG0001267	Prad.g_01711	Syah.g_00624
OG0001268	Prad.g_01652	Syah.g_00864
OG0001269	Prad.g_00752	Syah.g_00916
OG0001270	Prad.g_00668	Syah.g_02238
OG0001271	Prad.g_00035	Syah.g_01218
OG0001272	Prad.g_00021	Syah.g_01003
OG0001273	Prad.g_01420	Syah.g_01940
OG0001274	Prad.g_01277	Syah.g_00537
OG0001275	Prad.g_00158	Syah.g_01669
OG0001276	Prad.g_00138	Syah.g_01685
OG0001277	Prad.g_00988	Syah.g_00404
OG0001278	Prad.g_01445	Syah.g_01390
OG0001279	Prad.g_01216	Syah.g_01323
OG0001280	Prad.g_00629	Syah.g_02197
OG0001281	Prad.g_00623	Syah.g_02207
OG0001282	Prad.g_00593	Syah.g_00985
OG0001283	Prad.g_00574	Syah.g_00395
OG0001284	Prad.g_00444	Syah.g_02348
OG0001286	Prad.g_00803	Syah.g_00790
OG0001287	Prad.g_01629	Syah.g_00252
OG0001288	Prad.g_01621	Syah.g_00266
OG0001289	Prad.g_01906	Syah.g_02508
OG0001291	Prad.g_01858	Syah.g_00032
OG0001292	Prad.g_01743	Syah.g_00671
OG0001293	Prad.g_01730	Syah.g_00650
OG0001294	Prad.g_00731	Syah.g_01507
OG0001295	Prad.g_00039	Syah.g_01076
OG0001296	Prad.g_00120	Syah.g_01030
OG0001297	Prad.g_00115	Syah.g_01034
OG0001298	Prad.g_01366	Syah.g_01128
OG0001299	Prad.g_01240	Syah.g_01501
OG0001300	Prad.g_01267	Syah.g_02005
OG0001301	Prad.g_01270	Syah.g_02018
OG0001302	Prad.g_01132	Syah.g_01901
OG0001303	Prad.g_00154	Syah.g_01580
OG0001304	Prad.g_01034	Syah.g_01698
OG0001305	Prad.g_01014	Syah.g_02024
OG0001306	Prad.g_01510	Syah.g_02179
OG0001307	Prad.g_00611	Syah.g_00724
OG0001309	Prad.g_00420	Syah.g_01040
OG0001310	Prad.g_00929	Syah.g_02402
OG0001312	Prad.g_00205	Syah.g_01590
OG0001313	Prad.g_01045	Syah.g_00564
OG0001315	Prad.g_01932	Syah.g_00808
OG0001316	Prad.g_01853	Syah.g_00039
OG0001317	Prad.g_01757	Syah.g_00905
OG0001318	Prad.g_01735	Syah.g_00658
OG0001319	Prad.g_01719	Syah.g_00635
OG0001321	Prad.g_00056	Syah.g_02216
OG0001322	Prad.g_00055	Syah.g_02215
OG0001323	Prad.g_00110	Syah.g_01043
OG0001324	Prad.g_01268	Syah.g_02006
OG0001325	Prad.g_01054	Syah.g_01723
OG0001326	Prad.g_00271	Syah.g_00443
OG0001327	Prad.g_01003	Syah.g_01519
OG0001328	Prad.g_00979	Syah.g_01822
OG0001329	Prad.g_00663	Syah.g_01906
OG0001330	Prad.g_00340	Syah.g_02190
OG0001332	Prad.g_00471	Syah.g_02308
OG0001333	Prad.g_00904	Syah.g_02260
OG0001334	Prad.g_00783	Syah.g_00818
OG0001335	Prad.g_00782	Syah.g_00819
OG0001336	Prad.g_01550	Syah.g_00394
OG0001340	Prad.g_01663	Syah.g_00838
OG0001341	Prad.g_01090	Syah.g_02011
OG0001343	Prad.g_00262	Syah.g_00450
OG0001344	Prad.g_01492	Syah.g_02153
OG0001345	Prad.g_01477	Syah.g_02124
OG0001346	Prad.g_00627	Syah.g_02200
OG0001347	Prad.g_01978	Syah.g_00284
OG0001348	Prad.g_00395	Syah.g_02073
OG0001349	Prad.g_00536	Syah.g_02427
OG0001352	Prad.g_01254	Syah.g_01058
OG0001353	Prad.g_01178	Syah.g_02079
OG0001355	Prad.g_00384	Syah.g_01077
OG0001358	Prad.g_01409	Syah.g_01963
OG0001359	Prad.g_00261	Syah.g_00451
OG0001360	Prad.g_00976	Syah.g_02122
OG0001361	Prad.g_01480	Syah.g_02127
OG0001362	Prad.g_00501	Syah.g_01275
OG0001363	Prad.g_00499	Syah.g_01273
OG0001364	Prad.g_00780	Syah.g_00174
OG0001370	Prad.g_00047	Syah.g_00429, Syah.g_01732
OG0001372	Prad.g_01099	Syah.g_01055
OG0001373	Prad.g_00272	Syah.g_00444
OG0001374	Prad.g_00264	Syah.g_00436
OG0001375	Prad.g_00263	Syah.g_00449
OG0001376	Prad.g_01009	Syah.g_00483
OG0001377	Prad.g_01008	Syah.g_00484
OG0001378	Prad.g_00634	Syah.g_02239
OG0001379	Prad.g_00364	Syah.g_02192
OG0001381	Prad.g_00600	Syah.g_00717
OG0001382	Prad.g_00403	Syah.g_00258
OG0001385	Prad.g_00275	Syah.g_00447
OG0001386	Prad.g_00274	Syah.g_00446
OG0001387	Prad.g_00273	Syah.g_00445
OG0001388	Prad.g_00270	Syah.g_00442
OG0001389	Prad.g_00269	Syah.g_00441
OG0001390	Prad.g_00268	Syah.g_00440
OG0001391	Prad.g_00267	Syah.g_00439
OG0001392	Prad.g_00266	Syah.g_00438
OG0001393	Prad.g_00265	Syah.g_00437
OG0001394	Prad.g_00230	Syah.g_01810
OG0001395	Prad.g_01032	Syah.g_01705
OG0001396	Prad.g_01977	Syah.g_00149, Syah.g_00286
OG0001397	Prad.g_00500	Syah.g_01274
OG0001401	Prad.g_01046	Syah.g_02084
OG0001403	Prad.g_01956	Syah.g_00341
OG0001404	Prad.g_01925	Syah.g_02482
OG0001405	Prad.g_01665	Syah.g_00821
OG0001406	Prad.g_01010	Syah.g_00482
OG0001407	Prad.g_00997	Syah.g_01059
OG0001408	Prad.g_00992	Syah.g_01378
OG0001410	Prad.g_00610	Syah.g_00725
OG0001412	Prad.g_01979	Syah.g_00151
OG0001413	Prad.g_00429	Syah.g_01894
OG0001414	Prad.g_01762	Syah.g_00718
OG0001416	Prad.g_00048	Syah.g_02204
OG0001417	Prad.g_00037	Syah.g_01640
OG0001419	Prad.g_00996	Syah.g_01060
OG0001420	Prad.g_00643	Syah.g_01053
OG0001421	Prad.g_00423	Syah.g_01851
OG0001423	Prad.g_00546	Syah.g_00965
OG0001425	Prad.g_01573	Syah.g_00486
OG0001428	Prad.g_01819	Syah.g_00081
OG0001430	Prad.g_00334	Syah.g_00518
OG0001432	Prad.g_00431	Syah.g_01348
OG0001434	Prad.g_00225	Syah.g_01805
OG0001438	Prad.g_01698	Syah.g_00102
OG0001439	Prad.g_01684	Syah.g_00128
OG0001442	Prad.g_01081	Syah.g_01795
OG0001446	Prad.g_01914	Syah.g_01731
OG0001447	Prad.g_01867	Syah.g_00018
OG0001448	Prad.g_00743	Syah.g_01540
OG0001449	Prad.g_00702	Syah.g_00679
OG0001452	Prad.g_00257	Syah.g_00663
OG0001454	Prad.g_00983	Syah.g_01888
OG0001456	Prad.g_01519	Syah.g_00434
OG0001457	Prad.g_01518	Syah.g_00433
OG0001458	Prad.g_01517	Syah.g_00432
OG0001459	Prad.g_00323	Syah.g_01456
OG0001462	Prad.g_01952	Syah.g_00335
OG0001465	Prad.g_01276	Syah.g_01737
OG0001468	Prad.g_01005	Syah.g_01899
OG0001471	Prad.g_00428	Syah.g_00123
OG0001473	Prad.g_01613	Syah.g_01903
OG0001474	Prad.g_01651	Syah.g_00865
OG0001479	Prad.g_01654	Syah.g_00862
OG0001480	Prad.g_00741	Syah.g_02114
OG0001481	Prad.g_00736	Syah.g_01703
OG0001482	Prad.g_00050	Syah.g_01650
OG0001484	Prad.g_00348	Syah.g_00435
OG0001487	Prad.g_00573	Syah.g_01245
OG0001492	Prad.g_01448	Syah.g_01393
OG0001493	Prad.g_01440	Syah.g_01385
OG0001495	Prad.g_00857	Syah.g_00735
OG0001499	Prad.g_01933	Syah.g_01463, Syah.g_01462
OG0001502	Prad.g_01115	Syah.g_02109
OG0001504	Prad.g_00324	Syah.g_01455
OG0001507	Prad.g_00368	Syah.g_02464
OG0001520	Prad.g_00710	Syah.g_01115
OG0001522	Prad.g_01179	Syah.g_02080
OG0001546	Prad.g_00105	Syah.g_01047
OG0001547	Prad.g_01117	Syah.g_01565
OG0001548	Prad.g_01121	Syah.g_01882
OG0001551	Prad.g_01520	Syah.g_02068
OG0001557	Prad.g_00229	Syah.g_01809
OG0001558	Prad.g_01042	Syah.g_00562
OG0001567	Prad.g_01116	Syah.g_01564
OG0001568	Prad.g_01118	Syah.g_01567
OG0001570	Prad.g_00646, Prad.g_01295	Syah.g_01553
OG0001572	Prad.g_00315	Syah.g_01333
OG0001582	Prad.g_00038	Syah.g_02442
OG0001585	Prad.g_00316	Syah.g_01840
OG0001588	Prad.g_01186	Syah.g_00177
OG0001602	Prad.g_01275	Syah.g_01738
OG0001625	Prad.g_01733	Syah.g_00656
OG0001633	Prad.g_00597	Syah.g_01551
OG0001652	Prad.g_01040	Syah.g_00560
OG0001667	Prad.g_00343	Syah.g_02458
OG0001671	Prad.g_01322	Syah.g_00550
OG0001712	Prad.g_00679	Syah.g_01847
OG0001718	Prad.g_00747	Syah.g_02043
OG0001747	Prad.g_00089	Syah.g_00044
OG0001748	Prad.g_01323	Syah.g_00549
OG0001835	Prad.g_01209	Syah.g_01363
OG0001837	Prad.g_01324	Syah.g_00555
OG0002112	Prad.g_00688	Syah.g_00115
OG0002157	Prad.g_00687	Syah.g_00116
OG0002158	Prad.g_00689	Syah.g_00114
OG0003181	Prad.g_01942	Syah.g_00046
OG0003370	Prad.g_01043	Syah.g_00563
OG0003371	Prad.g_01325	Syah.g_00556
OG0003372	Prad.g_01327	Syah.g_00558
OG0003660	Prad.g_01326	Syah.g_00557
