Orthogroup	Syab	Praw
OG0001165	Syab.g_02252	Praw.g_00514
OG0001166	Syab.g_02296	Praw.g_00534
OG0001167	Syab.g_02322	Praw.g_00551
OG0001168	Syab.g_02324	Praw.g_00553
OG0001169	Syab.g_02326	Praw.g_00555
OG0001170	Syab.g_02328	Praw.g_00557
OG0001171	Syab.g_02339	Praw.g_00567
OG0001172	Syab.g_00371	Praw.g_01914
OG0001173	Syab.g_00372	Praw.g_01913
OG0001174	Syab.g_00380	Praw.g_01905
OG0001175	Syab.g_00381	Praw.g_01904
OG0001176	Syab.g_00398	Praw.g_01897
OG0001177	Syab.g_00396	Praw.g_01895
OG0001178	Syab.g_02263	Praw.g_01890
OG0001179	Syab.g_00427	Praw.g_00112
OG0001180	Syab.g_00453	Praw.g_00090
OG0001181	Syab.g_00457	Praw.g_00086
OG0001182	Syab.g_00467	Praw.g_00079
OG0001183	Syab.g_00474	Praw.g_00075
OG0001184	Syab.g_00196	Praw.g_00059
OG0001185	Syab.g_00119	Praw.g_00045
OG0001186	Syab.g_00085	Praw.g_00021
OG0001187	Syab.g_00081	Praw.g_00017
OG0001188	Syab.g_00079	Praw.g_00015
OG0001189	Syab.g_00058	Praw.g_01191
OG0001190	Syab.g_02755	Praw.g_01187
OG0001191	Syab.g_02771	Praw.g_01177
OG0001192	Syab.g_02778	Praw.g_01172
OG0001193	Syab.g_02827	Praw.g_01162
OG0001194	Syab.g_02833	Praw.g_01161
OG0001195	Syab.g_02834	Praw.g_01160
OG0001196	Syab.g_02896	Praw.g_01147
OG0001197	Syab.g_02898	Praw.g_01146
OG0001198	Syab.g_02911	Praw.g_01139
OG0001199	Syab.g_02440	Praw.g_01360
OG0001200	Syab.g_02442	Praw.g_01358
OG0001201	Syab.g_02501	Praw.g_01327
OG0001202	Syab.g_02635	Praw.g_01236
OG0001203	Syab.g_02369	Praw.g_01197
OG0001204	Syab.g_00353	Praw.g_00890
OG0001205	Syab.g_00593	Praw.g_00702
OG0001206	Syab.g_00641	Praw.g_00685
OG0001207	Syab.g_02088	Praw.g_00670
OG0001209	Syab.g_02038	Praw.g_00613
OG0001210	Syab.g_02030	Praw.g_00608
OG0001211	Syab.g_02013	Praw.g_00598
OG0001212	Syab.g_01955	Praw.g_01942
OG0001213	Syab.g_01886	Praw.g_00165
OG0001214	Syab.g_01872	Praw.g_01885
OG0001215	Syab.g_01171	Praw.g_01832
OG0001216	Syab.g_01269	Praw.g_01807
OG0001217	Syab.g_01464	Praw.g_01759
OG0001218	Syab.g_00723	Praw.g_01751
OG0001220	Syab.g_01737	Praw.g_01647
OG0001221	Syab.g_01607	Praw.g_01586
OG0001222	Syab.g_01396	Praw.g_01547
OG0001223	Syab.g_01345	Praw.g_01521
OG0001224	Syab.g_01214	Praw.g_01471
OG0001225	Syab.g_01212	Praw.g_01469
OG0001226	Syab.g_02450	Praw.g_01443
OG0001227	Syab.g_00891	Praw.g_01424
OG0001228	Syab.g_01697	Praw.g_00279
OG0001229	Syab.g_01184	Praw.g_01014
OG0001230	Syab.g_00791	Praw.g_01091
OG0001231	Syab.g_00017	Praw.g_00432
OG0001232	Syab.g_02306	Praw.g_00538
OG0001233	Syab.g_02329	Praw.g_00558
OG0001234	Syab.g_00385	Praw.g_01902
OG0001235	Syab.g_00391	Praw.g_01893
OG0001236	Syab.g_00200	Praw.g_00062
OG0001237	Syab.g_00192	Praw.g_00058
OG0001238	Syab.g_02773	Praw.g_01176
OG0001239	Syab.g_02437	Praw.g_01363
OG0001241	Syab.g_02494	Praw.g_01334
OG0001242	Syab.g_02525	Praw.g_01316
OG0001243	Syab.g_02533	Praw.g_01310
OG0001244	Syab.g_02561	Praw.g_01294
OG0001245	Syab.g_01762	Praw.g_00753
OG0001246	Syab.g_02126	Praw.g_00644
OG0001247	Syab.g_02825	Praw.g_01839
OG0001248	Syab.g_01163	Praw.g_01837
OG0001249	Syab.g_00514	Praw.g_01719
OG0001250	Syab.g_01714	Praw.g_01658
OG0001251	Syab.g_01816	Praw.g_01610
OG0001252	Syab.g_01228	Praw.g_01476
OG0001253	Syab.g_01761	Praw.g_01423
OG0001254	Syab.g_01749	Praw.g_00203
OG0001255	Syab.g_01846	Praw.g_00218
OG0001256	Syab.g_02238	Praw.g_00425
OG0001257	Syab.g_01610	Praw.g_00431
OG0001258	Syab.g_02250	Praw.g_00512
OG0001259	Syab.g_02327	Praw.g_00556
OG0001260	Syab.g_02350	Praw.g_00573
OG0001261	Syab.g_00436	Praw.g_00104
OG0001262	Syab.g_00060	Praw.g_01193
OG0001263	Syab.g_02536	Praw.g_01307
OG0001265	Syab.g_02523	Praw.g_01317
OG0001266	Syab.g_02639	Praw.g_01232
OG0001267	Syab.g_00295	Praw.g_00854
OG0001268	Syab.g_00529	Praw.g_00791
OG0001269	Syab.g_01809	Praw.g_00773
OG0001270	Syab.g_00579	Praw.g_00713
OG0001271	Syab.g_00694	Praw.g_00675
OG0001272	Syab.g_02102	Praw.g_00662
OG0001273	Syab.g_01878	Praw.g_00167
OG0001274	Syab.g_02706	Praw.g_01819
OG0001275	Syab.g_01330	Praw.g_01511
OG0001276	Syab.g_01313	Praw.g_01492
OG0001277	Syab.g_02163	Praw.g_01435
OG0001278	Syab.g_01152	Praw.g_00284
OG0001279	Syab.g_01807	Praw.g_00930
OG0001280	Syab.g_00918	Praw.g_00980
OG0001281	Syab.g_00906	Praw.g_00986
OG0001282	Syab.g_02086	Praw.g_01017
OG0001284	Syab.g_02211	Praw.g_00407
OG0001285	Syab.g_02309	Praw.g_00541
OG0001286	Syab.g_00451	Praw.g_00092
OG0001287	Syab.g_00111	Praw.g_00037
OG0001288	Syab.g_00094	Praw.g_00028
OG0001289	Syab.g_02465	Praw.g_01347
OG0001290	Syab.g_02493	Praw.g_01335
OG0001291	Syab.g_02546	Praw.g_01300
OG0001292	Syab.g_00348	Praw.g_00885
OG0001293	Syab.g_00322	Praw.g_00873
OG0001294	Syab.g_01564	Praw.g_00755
OG0001295	Syab.g_01215	Praw.g_00680
OG0001296	Syab.g_02132	Praw.g_00639
OG0001297	Syab.g_02136	Praw.g_00634
OG0001298	Syab.g_01980	Praw.g_01924
OG0001299	Syab.g_01557	Praw.g_01856
OG0001300	Syab.g_01180	Praw.g_01829
OG0001301	Syab.g_01197	Praw.g_01826
OG0001302	Syab.g_01844	Praw.g_01710
OG0001303	Syab.g_01424	Praw.g_01507
OG0001304	Syab.g_01298	Praw.g_01482
OG0001305	Syab.g_01204	Praw.g_01463
OG0001306	Syab.g_00941	Praw.g_00220
OG0001307	Syab.g_01552	Praw.g_00998
OG0001308	Syab.g_00759	Praw.g_00347
OG0001309	Syab.g_02142	Praw.g_00429
OG0001310	Syab.g_02288	Praw.g_00527
OG0001311	Syab.g_01311	Praw.g_01490
OG0001312	Syab.g_01414	Praw.g_01558
OG0001313	Syab.g_00652, Syab.g_00660, Syab.g_00651, Syab.g_00659	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001315	Syab.g_00472	Praw.g_01373
OG0001316	Syab.g_02552	Praw.g_01295
OG0001317	Syab.g_02373	Praw.g_01201
OG0001318	Syab.g_00333	Praw.g_00877
OG0001319	Syab.g_00306	Praw.g_00862
OG0001321	Syab.g_00616	Praw.g_00696
OG0001322	Syab.g_00617	Praw.g_00695
OG0001323	Syab.g_02145	Praw.g_00629
OG0001324	Syab.g_01181	Praw.g_01828
OG0001325	Syab.g_01273	Praw.g_01804
OG0001326	Syab.g_02841	Praw.g_01622
OG0001327	Syab.g_01643	Praw.g_01452
OG0001328	Syab.g_01616	Praw.g_01425
OG0001329	Syab.g_00361	Praw.g_00194
OG0001330	Syab.g_00925	Praw.g_00953
OG0001331	Syab.g_02081	Praw.g_01022
OG0001332	Syab.g_02165	Praw.g_00380
OG0001333	Syab.g_02323	Praw.g_00552
OG0001334	Syab.g_00483	Praw.g_00072
OG0001335	Syab.g_00484	Praw.g_00071
OG0001336	Syab.g_02886	Praw.g_01150
OG0001339	Syab.g_02496	Praw.g_01332
OG0001340	Syab.g_00503	Praw.g_00806
OG0001341	Syab.g_01779	Praw.g_01761
OG0001343	Syab.g_00359	Praw.g_01613
OG0001344	Syab.g_00974	Praw.g_00238
OG0001345	Syab.g_01008	Praw.g_00253
OG0001346	Syab.g_00914	Praw.g_00982
OG0001348	Syab.g_01258	Praw.g_00453
OG0001351	Syab.g_00625	Praw.g_00693
OG0001353	Syab.g_01702	Praw.g_01666
OG0001354	Syab.g_01358	Praw.g_01529
OG0001358	Syab.g_01900	Praw.g_00156
OG0001359	Syab.g_00360	Praw.g_01612
OG0001360	Syab.g_01010	Praw.g_01422
OG0001361	Syab.g_00154, Syab.g_01005	Praw.g_00250
OG0001362	Syab.g_00754	Praw.g_00351
OG0001363	Syab.g_00752	Praw.g_00353
OG0001364	Syab.g_00211	Praw.g_00069
OG0001365	Syab.g_02760	Praw.g_01183
OG0001369	Syab.g_02483	Praw.g_01342
OG0001373	Syab.g_02840	Praw.g_01623
OG0001374	Syab.g_02848	Praw.g_01615
OG0001375	Syab.g_00358	Praw.g_01614
OG0001376	Syab.g_02782	Praw.g_01458
OG0001377	Syab.g_02781	Praw.g_01457
OG0001378	Syab.g_00578	Praw.g_00171
OG0001379	Syab.g_00923	Praw.g_00975
OG0001381	Syab.g_01937	Praw.g_01010
OG0001382	Syab.g_00393	Praw.g_00445
OG0001385	Syab.g_02837	Praw.g_01626
OG0001386	Syab.g_02838	Praw.g_01625
OG0001387	Syab.g_02839	Praw.g_01624
OG0001388	Syab.g_02842	Praw.g_01621
OG0001389	Syab.g_02843	Praw.g_01620
OG0001390	Syab.g_02844	Praw.g_01619
OG0001391	Syab.g_02845	Praw.g_01618
OG0001392	Syab.g_02846	Praw.g_01617
OG0001393	Syab.g_02847	Praw.g_01616
OG0001396	Syab.g_02831	Praw.g_00341
OG0001397	Syab.g_00753	Praw.g_00352
OG0001398	Syab.g_02457	Praw.g_00459
OG0001401	Syab.g_01708	Praw.g_00908
OG0001402	Syab.g_01896	Praw.g_01744
OG0001404	Syab.g_02433	Praw.g_01366
OG0001405	Syab.g_00486	Praw.g_00808
OG0001406	Syab.g_02783	Praw.g_01459
OG0001407	Syab.g_01158	Praw.g_01445
OG0001408	Syab.g_01826	Praw.g_01440
OG0001409	Syab.g_00988	Praw.g_00241
OG0001410	Syab.g_01550	Praw.g_00999
OG0001413	Syab.g_01812, Syab.g_01904	Praw.g_00421
OG0001414	Syab.g_01938	Praw.g_01206
OG0001415	Syab.g_02471	Praw.g_01204
OG0001416	Syab.g_00909	Praw.g_00688
OG0001417	Syab.g_01359	Praw.g_00678
OG0001419	Syab.g_01159	Praw.g_01444
OG0001420	Syab.g_02155	Praw.g_00179
OG0001425	Syab.g_02777	Praw.g_01173
OG0001428	Syab.g_02594	Praw.g_01263
OG0001429	Syab.g_01423	Praw.g_01707
OG0001430	Syab.g_02743	Praw.g_00948
OG0001432	Syab.g_01818	Praw.g_00420
OG0001434	Syab.g_01594	Praw.g_01578
OG0001438	Syab.g_00280	Praw.g_00841
OG0001439	Syab.g_00248	Praw.g_00827
OG0001442	Syab.g_01583	Praw.g_01770
OG0001443	Syab.g_02794	Praw.g_00498
OG0001447	Syab.g_02534	Praw.g_01309
OG0001448	Syab.g_01789	Praw.g_00765
OG0001449	Syab.g_00357	Praw.g_00738
OG0001450	Syab.g_01081	Praw.g_01835
OG0001452	Syab.g_00338	Praw.g_01609
OG0001454	Syab.g_01808	Praw.g_01429
OG0001456	Syab.g_02850	Praw.g_00211
OG0001457	Syab.g_02851	Praw.g_00212
OG0001458	Syab.g_02852	Praw.g_00213
OG0001462	Syab.g_00042	Praw.g_01394
OG0001463	Syab.g_01104	Praw.g_00848
OG0001467	Syab.g_00805	Praw.g_01718
OG0001471	Syab.g_00253	Praw.g_00422
OG0001472	Syab.g_01800	Praw.g_00428
OG0001473	Syab.g_01813	Praw.g_00020
OG0001477	Syab.g_01191	Praw.g_00320
OG0001479	Syab.g_00527	Praw.g_00793
OG0001480	Syab.g_01836	Praw.g_00763
OG0001481	Syab.g_00621	Praw.g_00759
OG0001482	Syab.g_01349	Praw.g_00690
OG0001486	Syab.g_00967	Praw.g_00232
OG0001492	Syab.g_01155	Praw.g_00281
OG0001493	Syab.g_01147	Praw.g_00289
OG0001494	Syab.g_00173	Praw.g_01111
OG0001496	Syab.g_01188	Praw.g_00318
OG0001497	Syab.g_01190	Praw.g_00319
OG0001499	Syab.g_01112	Praw.g_01374
OG0001502	Syab.g_01733	Praw.g_01727
OG0001514	Syab.g_01187	Praw.g_00317
OG0001525	Syab.g_01823	Praw.g_00436
OG0001546	Syab.g_02150	Praw.g_00624
OG0001547	Syab.g_01440	Praw.g_01725
OG0001551	Syab.g_01166	Praw.g_00210
OG0001554	Syab.g_02753	Praw.g_00427
OG0001555	Syab.g_02418	Praw.g_00441
OG0001558	Syab.g_00021	Praw.g_00911
OG0001564	Syab.g_00177	Praw.g_01062
OG0001565	Syab.g_01837	Praw.g_00731
OG0001567	Syab.g_01441	Praw.g_01726
OG0001568	Syab.g_01439	Praw.g_01724
OG0001582	Syab.g_01881	Praw.g_00679
OG0001586	Syab.g_00181, Syab.g_00169	Praw.g_01108
OG0001627	Syab.g_02167	Praw.g_01754
OG0001635	Syab.g_00090	Praw.g_00480
OG0001647	Syab.g_00304	Praw.g_00861
OG0001652	Syab.g_00019	Praw.g_00909
OG0001666	Syab.g_01471	Praw.g_00938
OG0001671	Syab.g_02691	Praw.g_00916
OG0001709	Syab.g_00162	Praw.g_01102
OG0001745	Syab.g_01769	Praw.g_00419
OG0001792	Syab.g_01053	Praw.g_01068
OG0002291	Syab.g_02556	Praw.g_00927
OG0002425	Syab.g_00186	Praw.g_01105
