Orthogroup	Syab	Praa
OG0001163	Syab.g_02241	Praa.g_01627
OG0001164	Syab.g_02247	Praa.g_01631
OG0001165	Syab.g_02252	Praa.g_01634
OG0001166	Syab.g_02296	Praa.g_01654
OG0001167	Syab.g_02322	Praa.g_01672
OG0001168	Syab.g_02324	Praa.g_01674
OG0001169	Syab.g_02326	Praa.g_01676
OG0001170	Syab.g_02328	Praa.g_01678
OG0001171	Syab.g_02339	Praa.g_01688
OG0001172	Syab.g_00371	Praa.g_01702
OG0001173	Syab.g_00372	Praa.g_01703
OG0001174	Syab.g_00380	Praa.g_01711
OG0001175	Syab.g_00381	Praa.g_01712
OG0001176	Syab.g_00398	Praa.g_01719
OG0001177	Syab.g_00396	Praa.g_01722
OG0001178	Syab.g_02263	Praa.g_01727
OG0001179	Syab.g_00427	Praa.g_01759
OG0001180	Syab.g_00453	Praa.g_01781
OG0001181	Syab.g_00457	Praa.g_01785
OG0001182	Syab.g_00467	Praa.g_01792
OG0001183	Syab.g_00474	Praa.g_01797
OG0001184	Syab.g_00196	Praa.g_01813
OG0001185	Syab.g_00119	Praa.g_01827
OG0001186	Syab.g_00085	Praa.g_01850
OG0001187	Syab.g_00081	Praa.g_01854
OG0001188	Syab.g_00079	Praa.g_01857
OG0001189	Syab.g_00058	Praa.g_01874
OG0001190	Syab.g_02755	Praa.g_01878
OG0001191	Syab.g_02771	Praa.g_01888
OG0001192	Syab.g_02778	Praa.g_01892
OG0001193	Syab.g_02827	Praa.g_01902
OG0001194	Syab.g_02833	Praa.g_01903
OG0001195	Syab.g_02834	Praa.g_01904
OG0001196	Syab.g_02896	Praa.g_01917
OG0001197	Syab.g_02898	Praa.g_01918
OG0001198	Syab.g_02911	Praa.g_01925
OG0001199	Syab.g_02440	Praa.g_00074
OG0001200	Syab.g_02442	Praa.g_00076
OG0001201	Syab.g_02501	Praa.g_00108
OG0001202	Syab.g_02635	Praa.g_00199
OG0001203	Syab.g_02369	Praa.g_00238
OG0001204	Syab.g_00353	Praa.g_00243
OG0001205	Syab.g_00593	Praa.g_00444
OG0001206	Syab.g_00641	Praa.g_00462
OG0001207	Syab.g_02088	Praa.g_00477
OG0001208	Syab.g_02098	Praa.g_00482
OG0001209	Syab.g_02038	Praa.g_00535
OG0001210	Syab.g_02030	Praa.g_00540
OG0001211	Syab.g_02013	Praa.g_00551
OG0001212	Syab.g_01955	Praa.g_00596
OG0001213	Syab.g_01886	Praa.g_00629
OG0001214	Syab.g_01872	Praa.g_00637
OG0001215	Syab.g_01171	Praa.g_00690
OG0001216	Syab.g_01269	Praa.g_00713
OG0001217	Syab.g_01464	Praa.g_00751
OG0001218	Syab.g_00723	Praa.g_00758
OG0001220	Syab.g_01737	Praa.g_00856
OG0001221	Syab.g_01607	Praa.g_00918
OG0001222	Syab.g_01396	Praa.g_00956
OG0001223	Syab.g_01345	Praa.g_00982
OG0001224	Syab.g_01214	Praa.g_01035
OG0001225	Syab.g_01212	Praa.g_01037
OG0001226	Syab.g_02450	Praa.g_01064
OG0001227	Syab.g_00891	Praa.g_01083
OG0001228	Syab.g_01697	Praa.g_01204
OG0001229	Syab.g_01184	Praa.g_01364
OG0001230	Syab.g_00791	Praa.g_01468
OG0001231	Syab.g_00017	Praa.g_01574
OG0001232	Syab.g_02306	Praa.g_01658
OG0001233	Syab.g_02329	Praa.g_01679
OG0001234	Syab.g_00385	Praa.g_01714
OG0001235	Syab.g_00391	Praa.g_01724
OG0001236	Syab.g_00200	Praa.g_01810
OG0001237	Syab.g_00192	Praa.g_01814
OG0001238	Syab.g_02773	Praa.g_01889
OG0001239	Syab.g_02437	Praa.g_00071
OG0001240	Syab.g_02484	Praa.g_00093
OG0001241	Syab.g_02494	Praa.g_00101
OG0001242	Syab.g_02525	Praa.g_00119
OG0001243	Syab.g_02533	Praa.g_00125
OG0001244	Syab.g_02561	Praa.g_00141
OG0001245	Syab.g_01762	Praa.g_00379
OG0001246	Syab.g_02126	Praa.g_00504
OG0001247	Syab.g_02825	Praa.g_00683
OG0001248	Syab.g_01163	Praa.g_00685
OG0001249	Syab.g_00514	Praa.g_00780
OG0001250	Syab.g_01714	Praa.g_00845
OG0001251	Syab.g_01816	Praa.g_00893
OG0001252	Syab.g_01228	Praa.g_01030
OG0001253	Syab.g_01761	Praa.g_01084
OG0001254	Syab.g_01749	Praa.g_01129
OG0001255	Syab.g_01846	Praa.g_01144
OG0001256	Syab.g_02238	Praa.g_01567
OG0001257	Syab.g_01610	Praa.g_01573
OG0001258	Syab.g_02250	Praa.g_01632
OG0001259	Syab.g_02327	Praa.g_01677
OG0001260	Syab.g_02350	Praa.g_01694
OG0001261	Syab.g_00436	Praa.g_01767
OG0001262	Syab.g_00060	Praa.g_01872
OG0001265	Syab.g_02523	Praa.g_00118
OG0001266	Syab.g_02639	Praa.g_00203
OG0001267	Syab.g_00295	Praa.g_00280
OG0001268	Syab.g_00529	Praa.g_00339
OG0001269	Syab.g_01809	Praa.g_00358
OG0001270	Syab.g_00579	Praa.g_00434
OG0001271	Syab.g_00694	Praa.g_00472
OG0001272	Syab.g_02102	Praa.g_00486
OG0001273	Syab.g_01878	Praa.g_00631
OG0001274	Syab.g_02706	Praa.g_00703
OG0001275	Syab.g_01330	Praa.g_00992
OG0001276	Syab.g_01313	Praa.g_01014
OG0001277	Syab.g_02163	Praa.g_01072
OG0001278	Syab.g_01152	Praa.g_01209
OG0001279	Syab.g_01807	Praa.g_01257
OG0001280	Syab.g_00918	Praa.g_01317
OG0001281	Syab.g_00906	Praa.g_01323
OG0001282	Syab.g_02086	Praa.g_01367
OG0001283	Syab.g_02885	Praa.g_01386
OG0001284	Syab.g_02211	Praa.g_01547
OG0001285	Syab.g_02309	Praa.g_01661
OG0001286	Syab.g_00451	Praa.g_01779
OG0001287	Syab.g_00111	Praa.g_01834
OG0001288	Syab.g_00094	Praa.g_01843
OG0001289	Syab.g_02465	Praa.g_00087
OG0001290	Syab.g_02493	Praa.g_00100
OG0001291	Syab.g_02546	Praa.g_00135
OG0001292	Syab.g_00348	Praa.g_00248
OG0001293	Syab.g_00322	Praa.g_00261
OG0001294	Syab.g_01564	Praa.g_00377
OG0001295	Syab.g_01215	Praa.g_00467
OG0001296	Syab.g_02132	Praa.g_00509
OG0001297	Syab.g_02136	Praa.g_00514
OG0001298	Syab.g_01980	Praa.g_00577
OG0001299	Syab.g_01557	Praa.g_00666
OG0001300	Syab.g_01180	Praa.g_00693
OG0001301	Syab.g_01197	Praa.g_00696
OG0001302	Syab.g_01844	Praa.g_00789
OG0001303	Syab.g_01424	Praa.g_00996
OG0001304	Syab.g_01298	Praa.g_01024
OG0001305	Syab.g_01204	Praa.g_01043
OG0001306	Syab.g_00941	Praa.g_01146
OG0001307	Syab.g_01552	Praa.g_01349
OG0001308	Syab.g_00759	Praa.g_01486
OG0001309	Syab.g_02142	Praa.g_01571
OG0001310	Syab.g_02288	Praa.g_01647
OG0001315	Syab.g_00472	Praa.g_00062
OG0001316	Syab.g_02552	Praa.g_00140
OG0001317	Syab.g_02373	Praa.g_00234
OG0001318	Syab.g_00333	Praa.g_00256
OG0001319	Syab.g_00306	Praa.g_00272
OG0001321	Syab.g_00616	Praa.g_00450
OG0001322	Syab.g_00617	Praa.g_00451
OG0001323	Syab.g_02145	Praa.g_00519
OG0001324	Syab.g_01181	Praa.g_00694
OG0001325	Syab.g_01273	Praa.g_00716
OG0001326	Syab.g_02841	Praa.g_00881
OG0001327	Syab.g_01643	Praa.g_01055
OG0001328	Syab.g_01616	Praa.g_01082
OG0001329	Syab.g_00361	Praa.g_01123
OG0001330	Syab.g_00925	Praa.g_01289
OG0001331	Syab.g_02081	Praa.g_01372
OG0001332	Syab.g_02165	Praa.g_01519
OG0001333	Syab.g_02323	Praa.g_01673
OG0001334	Syab.g_00483	Praa.g_01800
OG0001335	Syab.g_00484	Praa.g_01801
OG0001336	Syab.g_02886	Praa.g_01914
OG0001339	Syab.g_02496	Praa.g_00103
OG0001340	Syab.g_00503	Praa.g_00328
OG0001341	Syab.g_01779	Praa.g_00749
OG0001343	Syab.g_00359	Praa.g_00890
OG0001344	Syab.g_00974	Praa.g_01163
OG0001345	Syab.g_01008	Praa.g_01178
OG0001346	Syab.g_00914	Praa.g_01319
OG0001347	Syab.g_02830	Praa.g_01429
OG0001348	Syab.g_01258	Praa.g_01595
OG0001351	Syab.g_00625	Praa.g_00453
OG0001353	Syab.g_01702	Praa.g_00836
OG0001354	Syab.g_01358	Praa.g_00974
OG0001358	Syab.g_01900	Praa.g_00620
OG0001359	Syab.g_00360	Praa.g_00891
OG0001360	Syab.g_01010	Praa.g_01085
OG0001361	Syab.g_00154, Syab.g_01005	Praa.g_01175
OG0001362	Syab.g_00754	Praa.g_01490
OG0001363	Syab.g_00752	Praa.g_01492
OG0001364	Syab.g_00211	Praa.g_01803
OG0001365	Syab.g_02760	Praa.g_01882
OG0001369	Syab.g_02483	Praa.g_00092
OG0001370	Syab.g_01831	Praa.g_00459
OG0001373	Syab.g_02840	Praa.g_00880
OG0001374	Syab.g_02848	Praa.g_00888
OG0001375	Syab.g_00358	Praa.g_00889
OG0001376	Syab.g_02782	Praa.g_01049
OG0001377	Syab.g_02781	Praa.g_01050
OG0001378	Syab.g_00578	Praa.g_01094
OG0001379	Syab.g_00923	Praa.g_01312
OG0001381	Syab.g_01937	Praa.g_01360
OG0001382	Syab.g_00393	Praa.g_01587
OG0001385	Syab.g_02837	Praa.g_00877
OG0001386	Syab.g_02838	Praa.g_00878
OG0001387	Syab.g_02839	Praa.g_00879
OG0001388	Syab.g_02842	Praa.g_00882
OG0001389	Syab.g_02843	Praa.g_00883
OG0001390	Syab.g_02844	Praa.g_00884
OG0001391	Syab.g_02845	Praa.g_00885
OG0001392	Syab.g_02846	Praa.g_00886
OG0001393	Syab.g_02847	Praa.g_00887
OG0001394	Syab.g_01599	Praa.g_00922
OG0001396	Syab.g_02831	Praa.g_01430
OG0001397	Syab.g_00753	Praa.g_01491
OG0001398	Syab.g_02457	Praa.g_01601
OG0001404	Syab.g_02433	Praa.g_00068
OG0001405	Syab.g_00486	Praa.g_00326
OG0001406	Syab.g_02783	Praa.g_01048
OG0001407	Syab.g_01158	Praa.g_01062
OG0001408	Syab.g_01826	Praa.g_01067
OG0001409	Syab.g_00988	Praa.g_01166
OG0001410	Syab.g_01550	Praa.g_01350
OG0001412	Syab.g_02829	Praa.g_01428
OG0001413	Syab.g_01812, Syab.g_01904	Praa.g_01562
OG0001414	Syab.g_01938	Praa.g_00229
OG0001415	Syab.g_02471	Praa.g_00231
OG0001416	Syab.g_00909	Praa.g_00458
OG0001417	Syab.g_01359	Praa.g_00469
OG0001419	Syab.g_01159	Praa.g_01063
OG0001420	Syab.g_02155	Praa.g_01103
OG0001428	Syab.g_02594	Praa.g_00172
OG0001429	Syab.g_01423	Praa.g_00792
OG0001430	Syab.g_02743	Praa.g_01284
OG0001432	Syab.g_01818	Praa.g_01560
OG0001438	Syab.g_00280	Praa.g_00293
OG0001439	Syab.g_00248	Praa.g_00307
OG0001442	Syab.g_01583	Praa.g_00741
OG0001447	Syab.g_02534	Praa.g_00126
OG0001448	Syab.g_01789	Praa.g_00366
OG0001449	Syab.g_00357	Praa.g_00393
OG0001450	Syab.g_01081	Praa.g_00687
OG0001452	Syab.g_00338	Praa.g_00894
OG0001454	Syab.g_01808	Praa.g_01078
OG0001456	Syab.g_02850	Praa.g_01137
OG0001457	Syab.g_02851	Praa.g_01138
OG0001458	Syab.g_02852	Praa.g_01139
OG0001462	Syab.g_00042	Praa.g_00034
OG0001463	Syab.g_01104	Praa.g_00286
OG0001467	Syab.g_00805	Praa.g_00781
OG0001471	Syab.g_00253	Praa.g_01563
OG0001472	Syab.g_01800	Praa.g_01570
OG0001473	Syab.g_01813	Praa.g_01851
OG0001479	Syab.g_00527	Praa.g_00337
OG0001480	Syab.g_01836	Praa.g_00368
OG0001481	Syab.g_00621	Praa.g_00372
OG0001482	Syab.g_01349	Praa.g_00456
OG0001484	Syab.g_02849	Praa.g_01296
OG0001492	Syab.g_01155	Praa.g_01206
OG0001493	Syab.g_01147	Praa.g_01214
OG0001494	Syab.g_00180	Praa.g_01422
OG0001499	Syab.g_01112	Praa.g_00061
OG0001502	Syab.g_01733	Praa.g_00772
OG0001520	Syab.g_01992	Praa.g_00388
OG0001522	Syab.g_01703	Praa.g_00837
OG0001525	Syab.g_01823	Praa.g_01579
OG0001546	Syab.g_02150	Praa.g_00524
OG0001547	Syab.g_01440	Praa.g_00774
OG0001551	Syab.g_01166	Praa.g_01136
OG0001554	Syab.g_02753	Praa.g_01569
OG0001555	Syab.g_02418	Praa.g_01583
OG0001565	Syab.g_01837	Praa.g_00416
OG0001567	Syab.g_01441	Praa.g_00773
OG0001568	Syab.g_01439	Praa.g_00775
OG0001570	Syab.g_01443	Praa.g_01106
OG0001572	Syab.g_02215	Praa.g_01251
OG0001582	Syab.g_01881	Praa.g_00468
OG0001586	Syab.g_00181	Praa.g_01336
OG0001625	Syab.g_00328	Praa.g_00258
OG0001627	Syab.g_02167	Praa.g_00755
OG0001647	Syab.g_00304	Praa.g_00273
OG0001666	Syab.g_01471	Praa.g_01272
OG0001709	Syab.g_00162	Praa.g_01398
OG0001745	Syab.g_01769	Praa.g_01559
OG0001922	Syab.g_00153	Praa.g_01333
OG0002092	Syab.g_02904	Praa.g_01227
OG0002622	Syab.g_01473	Praa.g_01449
OG0003335	Syab.g_00143	Praa.g_00384
