Orthogroup	Syab	Pral
OG0001160	Syab.g_02231	Pral.g_01076
OG0001161	Syab.g_02797	Pral.g_00045
OG0001163	Syab.g_02241	Pral.g_00098
OG0001164	Syab.g_02247	Pral.g_00102
OG0001165	Syab.g_02252	Pral.g_00105
OG0001166	Syab.g_02296	Pral.g_00126
OG0001167	Syab.g_02322	Pral.g_00143
OG0001168	Syab.g_02324	Pral.g_00145
OG0001169	Syab.g_02326	Pral.g_00147
OG0001170	Syab.g_02328	Pral.g_00149
OG0001171	Syab.g_02339	Pral.g_00160
OG0001172	Syab.g_00371	Pral.g_00175
OG0001173	Syab.g_00372	Pral.g_00176
OG0001174	Syab.g_00380	Pral.g_00184
OG0001175	Syab.g_00381	Pral.g_00185
OG0001176	Syab.g_00398	Pral.g_00194
OG0001177	Syab.g_00396	Pral.g_00196
OG0001178	Syab.g_02263	Pral.g_00112
OG0001179	Syab.g_00427	Pral.g_00226
OG0001180	Syab.g_00453	Pral.g_00249
OG0001181	Syab.g_00457	Pral.g_00253
OG0001182	Syab.g_00467	Pral.g_00261
OG0001183	Syab.g_00474	Pral.g_00267
OG0001184	Syab.g_00196	Pral.g_00284
OG0001185	Syab.g_00119	Pral.g_00300
OG0001186	Syab.g_00085	Pral.g_00324
OG0001187	Syab.g_00081	Pral.g_00327
OG0001188	Syab.g_00079	Pral.g_00329
OG0001189	Syab.g_00058	Pral.g_00346
OG0001190	Syab.g_02755	Pral.g_00351
OG0001191	Syab.g_02771	Pral.g_00361
OG0001192	Syab.g_02778	Pral.g_00366
OG0001193	Syab.g_02827	Pral.g_00380
OG0001194	Syab.g_02833	Pral.g_00381
OG0001195	Syab.g_02834	Pral.g_00382
OG0001196	Syab.g_02896	Pral.g_00398
OG0001197	Syab.g_02898	Pral.g_00400
OG0001198	Syab.g_02911	Pral.g_00407
OG0001200	Syab.g_02442	Pral.g_00971
OG0001201	Syab.g_02501	Pral.g_00939
OG0001203	Syab.g_02369	Pral.g_00802
OG0001205	Syab.g_00593	Pral.g_00648
OG0001206	Syab.g_00641	Pral.g_00626
OG0001207	Syab.g_02088	Pral.g_00615
OG0001208	Syab.g_02098	Pral.g_00609
OG0001209	Syab.g_02038	Pral.g_00555
OG0001210	Syab.g_02030	Pral.g_00550
OG0001211	Syab.g_02013	Pral.g_00540
OG0001212	Syab.g_01955	Pral.g_00493
OG0001213	Syab.g_01886	Pral.g_00458
OG0001214	Syab.g_01872	Pral.g_01438
OG0001215	Syab.g_01171	Pral.g_01751
OG0001216	Syab.g_01269	Pral.g_01727
OG0001217	Syab.g_01464	Pral.g_00023
OG0001218	Syab.g_00723	Pral.g_01308
OG0001220	Syab.g_01737	Pral.g_01542
OG0001221	Syab.g_01607	Pral.g_01788
OG0001222	Syab.g_01396	Pral.g_01605
OG0001223	Syab.g_01345	Pral.g_01610
OG0001224	Syab.g_01214	Pral.g_01565
OG0001225	Syab.g_01212	Pral.g_01563
OG0001226	Syab.g_02450	Pral.g_01320, Pral.g_00967
OG0001227	Syab.g_00891	Pral.g_01327
OG0001228	Syab.g_01697	Pral.g_01421
OG0001229	Syab.g_01184	Pral.g_01299
OG0001230	Syab.g_00791	Pral.g_01174
OG0001232	Syab.g_02306	Pral.g_00130
OG0001233	Syab.g_02329	Pral.g_00150
OG0001234	Syab.g_00385	Pral.g_00188
OG0001235	Syab.g_00391	Pral.g_00192
OG0001236	Syab.g_00200	Pral.g_00281
OG0001237	Syab.g_00192	Pral.g_00285
OG0001238	Syab.g_02773	Pral.g_00362
OG0001239	Syab.g_02437	Pral.g_00976
OG0001240	Syab.g_02484	Pral.g_00954
OG0001241	Syab.g_02494	Pral.g_00945
OG0001242	Syab.g_02525	Pral.g_00926
OG0001243	Syab.g_02533	Pral.g_00919
OG0001244	Syab.g_02561	Pral.g_00904
OG0001245	Syab.g_01762	Pral.g_01840
OG0001246	Syab.g_02126	Pral.g_00016, Pral.g_00586
OG0001247	Syab.g_02825	Pral.g_01758
OG0001248	Syab.g_01163	Pral.g_01756
OG0001249	Syab.g_00514	Pral.g_00701
OG0001250	Syab.g_01714	Pral.g_01529
OG0001251	Syab.g_01816	Pral.g_01819
OG0001253	Syab.g_01761	Pral.g_01032
OG0001254	Syab.g_01749	Pral.g_00076
OG0001256	Syab.g_02238	Pral.g_01069
OG0001258	Syab.g_02250	Pral.g_00103
OG0001259	Syab.g_02327	Pral.g_00148
OG0001260	Syab.g_02350	Pral.g_00166
OG0001261	Syab.g_00436	Pral.g_00234
OG0001262	Syab.g_00060	Pral.g_00344
OG0001263	Syab.g_02536	Pral.g_00917
OG0001265	Syab.g_02523	Pral.g_00927
OG0001266	Syab.g_02639	Pral.g_00841
OG0001267	Syab.g_00295	Pral.g_00759
OG0001268	Syab.g_00529	Pral.g_00693
OG0001269	Syab.g_01809	Pral.g_01541
OG0001270	Syab.g_00579	Pral.g_00660
OG0001271	Syab.g_00694	Pral.g_00620
OG0001272	Syab.g_02102	Pral.g_00605
OG0001273	Syab.g_01878	Pral.g_01432
OG0001274	Syab.g_02706	Pral.g_00818
OG0001275	Syab.g_01330	Pral.g_01585
OG0001276	Syab.g_01313	Pral.g_01597
OG0001277	Syab.g_02163	Pral.g_01703
OG0001278	Syab.g_01152	Pral.g_01425
OG0001279	Syab.g_01807	Pral.g_00024
OG0001280	Syab.g_00918	Pral.g_01282
OG0001281	Syab.g_00906	Pral.g_01276
OG0001282	Syab.g_02086	Pral.g_01221
OG0001283	Syab.g_02885	Pral.g_00394
OG0001284	Syab.g_02211	Pral.g_01082
OG0001285	Syab.g_02309	Pral.g_00133
OG0001286	Syab.g_00451	Pral.g_00247
OG0001287	Syab.g_00111	Pral.g_00307
OG0001288	Syab.g_00094	Pral.g_00317
OG0001289	Syab.g_02465	Pral.g_00960
OG0001290	Syab.g_02493	Pral.g_00946
OG0001291	Syab.g_02546	Pral.g_00909
OG0001292	Syab.g_00348	Pral.g_00791
OG0001293	Syab.g_00322	Pral.g_00778
OG0001294	Syab.g_01564	Pral.g_00025
OG0001296	Syab.g_02132	Pral.g_00581
OG0001297	Syab.g_02136	Pral.g_00576
OG0001298	Syab.g_01980	Pral.g_00511
OG0001299	Syab.g_01557	Pral.g_01468
OG0001300	Syab.g_01180	Pral.g_01747
OG0001301	Syab.g_01197	Pral.g_01742
OG0001302	Syab.g_01844	Pral.g_01663
OG0001304	Syab.g_01298	Pral.g_01577
OG0001305	Syab.g_01204	Pral.g_01557
OG0001306	Syab.g_00941	Pral.g_01352
OG0001307	Syab.g_01552	Pral.g_01238
OG0001308	Syab.g_00759	Pral.g_01151
OG0001309	Syab.g_02142	Pral.g_00572
OG0001310	Syab.g_02288	Pral.g_00120
OG0001311	Syab.g_01311	Pral.g_01599
OG0001312	Syab.g_01414	Pral.g_01651
OG0001313	Syab.g_00652, Syab.g_00660, Syab.g_00651, Syab.g_00659	Pral.g_01673
OG0001315	Syab.g_00472	Pral.g_01326
OG0001316	Syab.g_02552	Pral.g_00905
OG0001317	Syab.g_02373	Pral.g_00806
OG0001318	Syab.g_00333	Pral.g_00782
OG0001319	Syab.g_00306	Pral.g_00766
OG0001321	Syab.g_00616	Pral.g_00642
OG0001322	Syab.g_00617	Pral.g_00641
OG0001323	Syab.g_02145	Pral.g_00570
OG0001324	Syab.g_01181	Pral.g_01746
OG0001325	Syab.g_01273	Pral.g_01724
OG0001327	Syab.g_01643	Pral.g_01810
OG0001330	Syab.g_00925	Pral.g_01047
OG0001331	Syab.g_02081	Pral.g_01216
OG0001332	Syab.g_02165	Pral.g_01112
OG0001333	Syab.g_02323	Pral.g_00144
OG0001334	Syab.g_00483	Pral.g_00270
OG0001335	Syab.g_00484	Pral.g_00271
OG0001336	Syab.g_02886	Pral.g_00395
OG0001337	Syab.g_00480, Syab.g_00502	Pral.g_00707
OG0001338	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505	Pral.g_00704
OG0001339	Syab.g_02496	Pral.g_00943
OG0001340	Syab.g_00503	Pral.g_00706
OG0001341	Syab.g_01779	Pral.g_01304
OG0001343	Syab.g_00359	Pral.g_01822
OG0001344	Syab.g_00974	Pral.g_01371
OG0001345	Syab.g_01008	Pral.g_01389
OG0001346	Syab.g_00914	Pral.g_01280
OG0001348	Syab.g_01258	Pral.g_01303
OG0001351	Syab.g_00625	Pral.g_00634
OG0001353	Syab.g_01702	Pral.g_01520
OG0001354	Syab.g_01358	Pral.g_01617
OG0001358	Syab.g_01900	Pral.g_00467
OG0001359	Syab.g_00360	Pral.g_01821
OG0001361	Syab.g_00154, Syab.g_01005	Pral.g_01386
OG0001362	Syab.g_00754	Pral.g_01147
OG0001363	Syab.g_00752	Pral.g_01145
OG0001364	Syab.g_00211	Pral.g_00273
OG0001365	Syab.g_02760	Pral.g_00355
OG0001369	Syab.g_02483	Pral.g_00955
OG0001375	Syab.g_00358	Pral.g_01823
OG0001379	Syab.g_00923	Pral.g_01287
OG0001381	Syab.g_01937	Pral.g_01343
OG0001394	Syab.g_01599	Pral.g_01784
OG0001397	Syab.g_00753	Pral.g_01146
OG0001398	Syab.g_02457	Pral.g_01710
OG0001401	Syab.g_01708	Pral.g_01672
OG0001402	Syab.g_01896	Pral.g_00463
OG0001404	Syab.g_02433	Pral.g_00979
OG0001405	Syab.g_00486	Pral.g_00713
OG0001407	Syab.g_01158	Pral.g_00051
OG0001409	Syab.g_00988	Pral.g_01376
OG0001410	Syab.g_01550	Pral.g_01237
OG0001414	Syab.g_01938	Pral.g_00812
OG0001415	Syab.g_02471	Pral.g_00810
OG0001419	Syab.g_01159	Pral.g_00052
OG0001425	Syab.g_02777	Pral.g_00365
OG0001429	Syab.g_01423	Pral.g_01659
OG0001430	Syab.g_02743	Pral.g_01309
OG0001434	Syab.g_01594	Pral.g_01779
OG0001435	Syab.g_01637	Pral.g_01803
OG0001438	Syab.g_00280	Pral.g_00745
OG0001443	Syab.g_02794	Pral.g_01300
OG0001448	Syab.g_01789	Pral.g_01851
OG0001450	Syab.g_01081	Pral.g_01754
OG0001452	Syab.g_00338	Pral.g_01817
OG0001461	Syab.g_01754	Pral.g_00457
OG0001463	Syab.g_01104	Pral.g_00752
OG0001467	Syab.g_00805	Pral.g_01223
OG0001476	Syab.g_00984	Pral.g_01374
OG0001481	Syab.g_00621	Pral.g_00671
OG0001484	Syab.g_02849	Pral.g_01053
OG0001486	Syab.g_00967	Pral.g_01365
OG0001489	Syab.g_00462	Pral.g_00258
OG0001494	Syab.g_00180	Pral.g_01252
OG0001498	Syab.g_00552	Pral.g_00675
OG0001499	Syab.g_01112	Pral.g_01846
OG0001510	Syab.g_00103	Pral.g_00311
OG0001511	Syab.g_02509	Pral.g_00935
OG0001512	Syab.g_02368	Pral.g_01297
OG0001515	Syab.g_01176	Pral.g_01749
OG0001516	Syab.g_01554	Pral.g_01465
OG0001517	Syab.g_00524	Pral.g_00697
OG0001518	Syab.g_02775	Pral.g_00364
OG0001519	Syab.g_02796	Pral.g_00369
OG0001522	Syab.g_01703	Pral.g_01521
OG0001527	Syab.g_01998	Pral.g_00526
OG0001529	Syab.g_00051	Pral.g_01004
OG0001530	Syab.g_02507	Pral.g_00936
OG0001531	Syab.g_02367	Pral.g_00801
OG0001532	Syab.g_01024	Pral.g_01402
OG0001534	Syab.g_01297	Pral.g_01576
OG0001535	Syab.g_01316	Pral.g_01596
OG0001536	Syab.g_01388	Pral.g_01631
OG0001537	Syab.g_01606	Pral.g_01787
OG0001538	Syab.g_01278	Pral.g_01493
OG0001539	Syab.g_01641	Pral.g_01808
OG0001540	Syab.g_02538	Pral.g_00915
OG0001541	Syab.g_02603	Pral.g_00864
OG0001542	Syab.g_02614	Pral.g_00858
OG0001543	Syab.g_02686	Pral.g_01305
OG0001544	Syab.g_02795	Pral.g_00368
OG0001545	Syab.g_02874	Pral.g_00385
OG0001557	Syab.g_01598	Pral.g_01783
OG0001558	Syab.g_00021	Pral.g_00667
OG0001559	Syab.g_02506	Pral.g_00937
OG0001560	Syab.g_02492	Pral.g_00947
OG0001561	Syab.g_01309	Pral.g_01601
OG0001562	Syab.g_01324	Pral.g_01589
OG0001565	Syab.g_01837	Pral.g_01872
OG0001574	Syab.g_02000	Pral.g_00528
OG0001575	Syab.g_01995	Pral.g_00523
OG0001576	Syab.g_00896	Pral.g_01268
OG0001577	Syab.g_00964	Pral.g_01362
OG0001579	Syab.g_00489, Syab.g_00494	Pral.g_00709
OG0001580	Syab.g_02740	Pral.g_00997
OG0001586	Syab.g_00181	Pral.g_01260
OG0001589	Syab.g_02331	Pral.g_00153
OG0001591	Syab.g_01566	Pral.g_01770
OG0001592	Syab.g_02741	Pral.g_00998
OG0001614	Syab.g_00121	Pral.g_00299
OG0001616	Syab.g_01013	Pral.g_01392
OG0001617	Syab.g_01183	Pral.g_01745
OG0001619	Syab.g_01399	Pral.g_01641
OG0001620	Syab.g_00535	Pral.g_00689
OG0001621	Syab.g_00337	Pral.g_00786
OG0001622	Syab.g_02884	Pral.g_00393
OG0001636	Syab.g_00041	Pral.g_01010
OG0001638	Syab.g_02270	Pral.g_00118
OG0001639	Syab.g_02170	Pral.g_01109
OG0001640	Syab.g_01233	Pral.g_01572
OG0001642	Syab.g_02027	Pral.g_01540
OG0001644	Syab.g_01672	Pral.g_01714
OG0001652	Syab.g_00019	Pral.g_01678
OG0001654	Syab.g_02168	Pral.g_01111
OG0001655	Syab.g_02056, Syab.g_02672	Pral.g_01302
OG0001656	Syab.g_00493	Pral.g_00710
OG0001657	Syab.g_02575	Pral.g_00889
OG0001658	Syab.g_02754	Pral.g_01002
OG0001659	Syab.g_01020	Pral.g_00433
OG0001671	Syab.g_02691	Pral.g_01685
OG0001673	Syab.g_02375	Pral.g_00808
OG0001676	Syab.g_00492	Pral.g_00708
OG0001678	Syab.g_00370	Pral.g_00174
OG0001679	Syab.g_02475, Syab.g_01425	Pral.g_00703
OG0001692	Syab.g_00782	Pral.g_01170
OG0001694	Syab.g_00293	Pral.g_00757
OG0001703	Syab.g_02089	Pral.g_00614
OG0001713	Syab.g_00985	Pral.g_01375
OG0001717	Syab.g_02588	Pral.g_00876
OG0001729	Syab.g_02362	Pral.g_00798
OG0001731	Syab.g_02188	Pral.g_01096
OG0001737	Syab.g_00274	Pral.g_01686
OG0001748	Syab.g_02693	Pral.g_01684
OG0001761	Syab.g_01920	Pral.g_00473
OG0001770	Syab.g_01743	Pral.g_00001, Pral.g_00027, Pral.g_00028
OG0001803	Syab.g_00589	Pral.g_00652
OG0001813	Syab.g_02810	Pral.g_00372
OG0001816	Syab.g_01644	Pral.g_01811
OG0001837	Syab.g_02692	Pral.g_01683
OG0001936	Syab.g_01467	Pral.g_00069
OG0001974	Syab.g_02750	Pral.g_00014
OG0002111	Syab.g_00832	Pral.g_01869
OG0002177	Syab.g_01480	Pral.g_00453
OG0002237	Syab.g_01880	Pral.g_01431
OG0002246	Syab.g_00563	Pral.g_00081
OG0002434	Syab.g_02004	Pral.g_00531
OG0002490	Syab.g_01118	Pral.g_00640
OG0002700	Syab.g_01069	Pral.g_01319
