Orthogroup	Syab	Pras
OG0001158	Syab.g_02176	Pras.g_00402
OG0001160	Syab.g_02231	Pras.g_00428
OG0001161	Syab.g_02797	Pras.g_00441
OG0001162	Syab.g_00893	Pras.g_00452
OG0001163	Syab.g_02241	Pras.g_00542
OG0001164	Syab.g_02247	Pras.g_00546
OG0001165	Syab.g_02252	Pras.g_00549
OG0001166	Syab.g_02296	Pras.g_00569
OG0001167	Syab.g_02322	Pras.g_00586
OG0001168	Syab.g_02324	Pras.g_00588
OG0001169	Syab.g_02326	Pras.g_00590
OG0001170	Syab.g_02328	Pras.g_00592
OG0001171	Syab.g_02339	Pras.g_00602
OG0001172	Syab.g_00371	Pras.g_00616
OG0001173	Syab.g_00372	Pras.g_00617
OG0001174	Syab.g_00380	Pras.g_00625
OG0001175	Syab.g_00381	Pras.g_00626
OG0001176	Syab.g_00398	Pras.g_00633
OG0001177	Syab.g_00396	Pras.g_00636
OG0001178	Syab.g_02263	Pras.g_00641
OG0001179	Syab.g_00427	Pras.g_00671
OG0001180	Syab.g_00453	Pras.g_00693
OG0001181	Syab.g_00457	Pras.g_00697
OG0001182	Syab.g_00467	Pras.g_00704
OG0001183	Syab.g_00474	Pras.g_00708
OG0001184	Syab.g_00196	Pras.g_00724
OG0001185	Syab.g_00119	Pras.g_00738
OG0001186	Syab.g_00085	Pras.g_00762
OG0001187	Syab.g_00081	Pras.g_00766
OG0001188	Syab.g_00079	Pras.g_00769
OG0001189	Syab.g_00058	Pras.g_00786
OG0001190	Syab.g_02755	Pras.g_00790
OG0001191	Syab.g_02771	Pras.g_00800
OG0001192	Syab.g_02778	Pras.g_00804
OG0001193	Syab.g_02827	Pras.g_00815
OG0001194	Syab.g_02833	Pras.g_00816
OG0001195	Syab.g_02834	Pras.g_00817
OG0001196	Syab.g_02896	Pras.g_00830
OG0001197	Syab.g_02898	Pras.g_00831
OG0001198	Syab.g_02911	Pras.g_00839
OG0001199	Syab.g_02440	Pras.g_00925
OG0001200	Syab.g_02442	Pras.g_00927
OG0001201	Syab.g_02501	Pras.g_00959
OG0001202	Syab.g_02635	Pras.g_01050
OG0001203	Syab.g_02369	Pras.g_01090
OG0001204	Syab.g_00353	Pras.g_01095
OG0001205	Syab.g_00593	Pras.g_01323
OG0001206	Syab.g_00641	Pras.g_01340
OG0001207	Syab.g_02088	Pras.g_01355
OG0001208	Syab.g_02098	Pras.g_01360
OG0001209	Syab.g_02038	Pras.g_01412
OG0001210	Syab.g_02030	Pras.g_01417
OG0001211	Syab.g_02013	Pras.g_01427
OG0001212	Syab.g_01955	Pras.g_01472
OG0001213	Syab.g_01886	Pras.g_01505
OG0001214	Syab.g_01872	Pras.g_01513
OG0001215	Syab.g_01171	Pras.g_01566
OG0001216	Syab.g_01269	Pras.g_01608
OG0001217	Syab.g_01464	Pras.g_01649
OG0001218	Syab.g_00723	Pras.g_01657
OG0001220	Syab.g_01737	Pras.g_01752
OG0001221	Syab.g_01607	Pras.g_01812
OG0001222	Syab.g_01396	Pras.g_01851
OG0001223	Syab.g_01345	Pras.g_01877
OG0001224	Syab.g_01214	Pras.g_01930
OG0001225	Syab.g_01212	Pras.g_01932
OG0001226	Syab.g_02450	Pras.g_01958
OG0001227	Syab.g_00891	Pras.g_01976
OG0001228	Syab.g_01697	Pras.g_00102
OG0001229	Syab.g_01184	Pras.g_00248
OG0001230	Syab.g_00791	Pras.g_00342
OG0001231	Syab.g_00017	Pras.g_00450
OG0001232	Syab.g_02306	Pras.g_00573
OG0001233	Syab.g_02329	Pras.g_00593
OG0001234	Syab.g_00385	Pras.g_00628
OG0001235	Syab.g_00391	Pras.g_00638
OG0001236	Syab.g_00200	Pras.g_00721
OG0001237	Syab.g_00192	Pras.g_00725
OG0001238	Syab.g_02773	Pras.g_00801
OG0001240	Syab.g_02484	Pras.g_00944
OG0001241	Syab.g_02494	Pras.g_00952
OG0001242	Syab.g_02525	Pras.g_00970
OG0001243	Syab.g_02533	Pras.g_00976
OG0001244	Syab.g_02561	Pras.g_00992
OG0001245	Syab.g_01762	Pras.g_01233
OG0001246	Syab.g_02126	Pras.g_01382
OG0001247	Syab.g_02825	Pras.g_01559
OG0001248	Syab.g_01163	Pras.g_01561
OG0001249	Syab.g_00514	Pras.g_01679
OG0001250	Syab.g_01714	Pras.g_01741
OG0001251	Syab.g_01816	Pras.g_01789
OG0001252	Syab.g_01228	Pras.g_01925
OG0001253	Syab.g_01761	Pras.g_01977
OG0001254	Syab.g_01749	Pras.g_00025
OG0001255	Syab.g_01846	Pras.g_00040
OG0001256	Syab.g_02238	Pras.g_00443
OG0001257	Syab.g_01610	Pras.g_00449
OG0001258	Syab.g_02250	Pras.g_00547
OG0001259	Syab.g_02327	Pras.g_00591
OG0001260	Syab.g_02350	Pras.g_00608
OG0001261	Syab.g_00436	Pras.g_00679
OG0001262	Syab.g_00060	Pras.g_00784
OG0001263	Syab.g_02536	Pras.g_00979
OG0001265	Syab.g_02523	Pras.g_00969
OG0001266	Syab.g_02639	Pras.g_01054
OG0001267	Syab.g_00295	Pras.g_01132
OG0001268	Syab.g_00529	Pras.g_01192
OG0001269	Syab.g_01809	Pras.g_01212
OG0001270	Syab.g_00579	Pras.g_01312
OG0001271	Syab.g_00694	Pras.g_01350
OG0001272	Syab.g_02102	Pras.g_01364
OG0001273	Syab.g_01878	Pras.g_01507
OG0001274	Syab.g_02706	Pras.g_01579
OG0001275	Syab.g_01330	Pras.g_01888
OG0001276	Syab.g_01313	Pras.g_01909
OG0001277	Syab.g_02163	Pras.g_01966
OG0001278	Syab.g_01152	Pras.g_00107
OG0001279	Syab.g_01807	Pras.g_00152
OG0001280	Syab.g_00918	Pras.g_00208
OG0001282	Syab.g_02086	Pras.g_00251
OG0001283	Syab.g_02885	Pras.g_00270
OG0001284	Syab.g_02211	Pras.g_00423
OG0001285	Syab.g_02309	Pras.g_00576
OG0001286	Syab.g_00451	Pras.g_00691
OG0001287	Syab.g_00111	Pras.g_00745
OG0001288	Syab.g_00094	Pras.g_00754
OG0001289	Syab.g_02465	Pras.g_00938
OG0001290	Syab.g_02493	Pras.g_00951
OG0001291	Syab.g_02546	Pras.g_00986
OG0001292	Syab.g_00348	Pras.g_01100
OG0001293	Syab.g_00322	Pras.g_01113
OG0001294	Syab.g_01564	Pras.g_01231
OG0001295	Syab.g_01215	Pras.g_01345
OG0001296	Syab.g_02132	Pras.g_01387
OG0001297	Syab.g_02136	Pras.g_01392
OG0001298	Syab.g_01980	Pras.g_01453
OG0001299	Syab.g_01557	Pras.g_01542
OG0001300	Syab.g_01180	Pras.g_01569
OG0001301	Syab.g_01197	Pras.g_01572
OG0001302	Syab.g_01844	Pras.g_01688
OG0001303	Syab.g_01424	Pras.g_01892
OG0001304	Syab.g_01298	Pras.g_01919
OG0001305	Syab.g_01204	Pras.g_01938
OG0001306	Syab.g_00941	Pras.g_00042
OG0001307	Syab.g_01552	Pras.g_00233
OG0001308	Syab.g_00759	Pras.g_00360
OG0001309	Syab.g_02142	Pras.g_00447
OG0001310	Syab.g_02288	Pras.g_00562
OG0001311	Syab.g_01311	Pras.g_01911
OG0001315	Syab.g_00472	Pras.g_00913
OG0001316	Syab.g_02552	Pras.g_00991
OG0001317	Syab.g_02373	Pras.g_01086
OG0001318	Syab.g_00333	Pras.g_01108
OG0001319	Syab.g_00306	Pras.g_01124
OG0001321	Syab.g_00616	Pras.g_01329
OG0001322	Syab.g_00617	Pras.g_01330
OG0001323	Syab.g_02145	Pras.g_01397
OG0001324	Syab.g_01181	Pras.g_01570
OG0001325	Syab.g_01273	Pras.g_01611
OG0001326	Syab.g_02841	Pras.g_01777
OG0001327	Syab.g_01643	Pras.g_01950
OG0001328	Syab.g_01616	Pras.g_01975
OG0001329	Syab.g_00361	Pras.g_00017
OG0001330	Syab.g_00925	Pras.g_00177
OG0001331	Syab.g_02081	Pras.g_00256
OG0001332	Syab.g_02165	Pras.g_00394
OG0001333	Syab.g_02323	Pras.g_00587
OG0001334	Syab.g_00483	Pras.g_00711
OG0001335	Syab.g_00484	Pras.g_00712
OG0001336	Syab.g_02886	Pras.g_00827
OG0001339	Syab.g_02496	Pras.g_00954
OG0001340	Syab.g_00503	Pras.g_01180
OG0001341	Syab.g_01779	Pras.g_01647
OG0001343	Syab.g_00359	Pras.g_01786
OG0001344	Syab.g_00974	Pras.g_00060
OG0001345	Syab.g_01008	Pras.g_00075
OG0001346	Syab.g_00914	Pras.g_00210
OG0001358	Syab.g_01900	Pras.g_01496
OG0001359	Syab.g_00360	Pras.g_01787
OG0001360	Syab.g_01010	Pras.g_01978
OG0001361	Syab.g_00154, Syab.g_01005	Pras.g_00072
OG0001362	Syab.g_00754	Pras.g_00364
OG0001363	Syab.g_00752	Pras.g_00366
OG0001364	Syab.g_00211	Pras.g_00714
OG0001365	Syab.g_02760	Pras.g_00794
OG0001369	Syab.g_02483	Pras.g_00943
OG0001370	Syab.g_01831	Pras.g_01337
OG0001373	Syab.g_02840	Pras.g_01776
OG0001374	Syab.g_02848	Pras.g_01784
OG0001375	Syab.g_00358	Pras.g_01785
OG0001376	Syab.g_02782	Pras.g_01944
OG0001377	Syab.g_02781	Pras.g_01945
OG0001378	Syab.g_00578	Pras.g_01987
OG0001381	Syab.g_01937	Pras.g_00244
OG0001382	Syab.g_00393	Pras.g_00462
OG0001385	Syab.g_02837	Pras.g_01773
OG0001386	Syab.g_02838	Pras.g_01774
OG0001387	Syab.g_02839	Pras.g_01775
OG0001388	Syab.g_02842	Pras.g_01778
OG0001389	Syab.g_02843	Pras.g_01779
OG0001390	Syab.g_02844	Pras.g_01780
OG0001391	Syab.g_02845	Pras.g_01781
OG0001392	Syab.g_02846	Pras.g_01782
OG0001393	Syab.g_02847	Pras.g_01783
OG0001394	Syab.g_01599	Pras.g_01816
OG0001397	Syab.g_00753	Pras.g_00365
OG0001404	Syab.g_02433	Pras.g_00920
OG0001405	Syab.g_00486	Pras.g_01178
OG0001406	Syab.g_02783	Pras.g_01943
OG0001407	Syab.g_01158	Pras.g_01956
OG0001408	Syab.g_01826	Pras.g_01961
OG0001409	Syab.g_00988	Pras.g_00063
OG0001410	Syab.g_01550	Pras.g_00234
OG0001413	Syab.g_01812, Syab.g_01904	Pras.g_00438
OG0001414	Syab.g_01938	Pras.g_01081
OG0001415	Syab.g_02471	Pras.g_01083
OG0001416	Syab.g_00909	Pras.g_01336
OG0001417	Syab.g_01359	Pras.g_01347
OG0001419	Syab.g_01159	Pras.g_01957
OG0001420	Syab.g_02155	Pras.g_01996
OG0001428	Syab.g_02594	Pras.g_01023
OG0001429	Syab.g_01423	Pras.g_01691
OG0001430	Syab.g_02743	Pras.g_00172
OG0001432	Syab.g_01818	Pras.g_00436
OG0001435	Syab.g_01637	Pras.g_01797
OG0001439	Syab.g_00248	Pras.g_01159
OG0001442	Syab.g_01583	Pras.g_01637
OG0001447	Syab.g_02534	Pras.g_00977
OG0001448	Syab.g_01789	Pras.g_01220
OG0001449	Syab.g_00357	Pras.g_01254, Pras.g_01253
OG0001450	Syab.g_01081	Pras.g_01563
OG0001454	Syab.g_01808	Pras.g_01971
OG0001456	Syab.g_02850	Pras.g_00033
OG0001457	Syab.g_02851	Pras.g_00034
OG0001458	Syab.g_02852	Pras.g_00035
OG0001462	Syab.g_00042	Pras.g_00876
OG0001463	Syab.g_01104	Pras.g_01138
OG0001471	Syab.g_00253	Pras.g_00439
OG0001472	Syab.g_01800	Pras.g_00446
OG0001473	Syab.g_01813	Pras.g_00763
OG0001479	Syab.g_00527	Pras.g_01190
OG0001480	Syab.g_01836	Pras.g_01222
OG0001481	Syab.g_00621	Pras.g_01226
OG0001482	Syab.g_01349	Pras.g_01334
OG0001484	Syab.g_02849	Pras.g_00535
OG0001486	Syab.g_00967	Pras.g_00054
OG0001492	Syab.g_01155	Pras.g_00104
OG0001493	Syab.g_01147	Pras.g_00112
OG0001499	Syab.g_01112	Pras.g_00912
OG0001502	Syab.g_01733	Pras.g_01671
OG0001520	Syab.g_01992	Pras.g_01246
OG0001522	Syab.g_01703	Pras.g_01733
OG0001525	Syab.g_01823	Pras.g_00455
OG0001547	Syab.g_01440	Pras.g_01673
OG0001551	Syab.g_01166	Pras.g_00032
OG0001554	Syab.g_02753	Pras.g_00445
OG0001555	Syab.g_02418	Pras.g_00459
OG0001557	Syab.g_01598	Pras.g_01817
OG0001564	Syab.g_00177	Pras.g_00320, Pras.g_00300
OG0001565	Syab.g_01837	Pras.g_01295
OG0001567	Syab.g_01441	Pras.g_01672
OG0001568	Syab.g_01439	Pras.g_01674
OG0001572	Syab.g_02215	Pras.g_00143
OG0001582	Syab.g_01881	Pras.g_01346
OG0001586	Syab.g_00181, Syab.g_00169	Pras.g_00313
OG0001625	Syab.g_00328	Pras.g_01110
OG0001627	Syab.g_02167	Pras.g_01654
OG0001647	Syab.g_00304	Pras.g_01125
OG0001704	Syab.g_02425	Pras.g_00906
OG0001709	Syab.g_00162	Pras.g_00293
OG0001712	Syab.g_01764	Pras.g_01267
OG0001713	Syab.g_00985	Pras.g_00908
OG0001726	Syab.g_01087	Pras.g_01264
OG0001745	Syab.g_01769	Pras.g_00435
OG0001755	Syab.g_02141	Pras.g_00305
OG0001922	Syab.g_00153	Pras.g_00225
OG0001924	Syab.g_01915	Pras.g_00517
OG0001925	Syab.g_01916	Pras.g_00518
OG0001926	Syab.g_01917	Pras.g_00519
OG0001927	Syab.g_01918	Pras.g_00520
OG0001993	Syab.g_01913	Pras.g_00515
OG0001994	Syab.g_01914	Pras.g_00516
OG0002112	Syab.g_00267	Pras.g_01258
OG0002156	Syab.g_00808	Pras.g_00891
OG0002157	Syab.g_00266	Pras.g_01259
OG0002158	Syab.g_00268	Pras.g_01257
OG0002560	Syab.g_01474	Pras.g_01248
