Orthogroup	Prbk	Syap
OG0001323	Prbk.g_01062	Syap.g_00757
OG0001326	Prbk.g_02231	Syap.g_02646
OG0001332	Prbk.g_02016	Syap.g_01548
OG0001333	Prbk.g_01416	Syap.g_01373
OG0001336	Prbk.g_02257	Syap.g_02602
OG0001337	Prbk.g_00859	Syap.g_00576
OG0001347	Prbk.g_01542	Syap.g_02536
OG0001348	Prbk.g_00671	Syap.g_00938
OG0001351	Prbk.g_00300	Syap.g_01996
OG0001353	Prbk.g_02529	Syap.g_01849
OG0001358	Prbk.g_02607	Syap.g_00942
OG0001360	Prbk.g_00123	Syap.g_01881, Syap.g_02778
OG0001361	Prbk.g_00102	Syap.g_01792
OG0001365	Prbk.g_02165	Syap.g_00138
OG0001366	Prbk.g_01435	Syap.g_01399
OG0001371	Prbk.g_01361	Syap.g_02544, Syap.g_02545
OG0001373	Prbk.g_02230	Syap.g_02647
OG0001374	Prbk.g_02238	Syap.g_01829, Syap.g_01830
OG0001376	Prbk.g_02183	Syap.g_01991
OG0001377	Prbk.g_02182	Syap.g_01992
OG0001378	Prbk.g_00337	Syap.g_02055
OG0001379	Prbk.g_01191	Syap.g_01474
OG0001382	Prbk.g_00623	Syap.g_00677
OG0001383	Prbk.g_01513	Syap.g_02665
OG0001385	Prbk.g_02227	Syap.g_02650
OG0001386	Prbk.g_02228	Syap.g_02649
OG0001387	Prbk.g_02229	Syap.g_02648
OG0001388	Prbk.g_02232	Syap.g_02645
OG0001389	Prbk.g_02233	Syap.g_02644
OG0001390	Prbk.g_02234	Syap.g_02643
OG0001391	Prbk.g_02235	Syap.g_01833
OG0001392	Prbk.g_02236	Syap.g_01832
OG0001393	Prbk.g_02237	Syap.g_01831
OG0001394	Prbk.g_02437	Syap.g_00159
OG0001395	Prbk.g_00600	Syap.g_00531
OG0001396	Prbk.g_01543	Syap.g_02537
OG0001398	Prbk.g_01694	Syap.g_02356
OG0001401	Prbk.g_02533	Syap.g_01844
OG0001406	Prbk.g_02184	Syap.g_01989
OG0001412	Prbk.g_01541	Syap.g_02535
OG0001415	Prbk.g_01135	Syap.g_00447, Syap.g_00446
OG0001418	Prbk.g_01925	Syap.g_00221
OG0001422	Prbk.g_02082	Syap.g_01682
OG0001425	Prbk.g_02177	Syap.g_01024
OG0001434	Prbk.g_02441	Syap.g_00167
OG0001435	Prbk.g_02392	Syap.g_01259
OG0001436	Prbk.g_00496, Prbk.g_00497	Syap.g_01711
OG0001437	Prbk.g_01136	Syap.g_00448
OG0001438	Prbk.g_00432	Syap.g_01346, Syap.g_01630
OG0001441	Prbk.g_01064	Syap.g_02749
OG0001443	Prbk.g_00922	Syap.g_01006
OG0001444	Prbk.g_00033, Prbk.g_01493	Syap.g_00761
OG0001461	Prbk.g_00296	Syap.g_02707
OG0001470	Prbk.g_01566	Syap.g_01138, Syap.g_00709
OG0001474	Prbk.g_00878	Syap.g_00562
OG0001475	Prbk.g_01564	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Prbk.g_02104, Prbk.g_01288	Syap.g_01790
OG0001479	Prbk.g_00875	Syap.g_00565
OG0001487	Prbk.g_01206, Prbk.g_01207, Prbk.g_01208	Syap.g_00699
OG0001488	Prbk.g_00159	Syap.g_00209
OG0001489	Prbk.g_00813	Syap.g_00603
OG0001495	Prbk.g_00994	Syap.g_01921
OG0001498	Prbk.g_00363	Syap.g_02044, Syap.g_02043
OG0001508	Prbk.g_01567	Syap.g_01139
OG0001510	Prbk.g_01485	Syap.g_01117
OG0001511	Prbk.g_00003	Syap.g_02629, Syap.g_02676
OG0001512	Prbk.g_01517	Syap.g_01151, Syap.g_01152
OG0001515	Prbk.g_01809	Syap.g_00906
OG0001516	Prbk.g_00716	Syap.g_01964
OG0001517	Prbk.g_00872	Syap.g_00568
OG0001518	Prbk.g_02176	Syap.g_01026
OG0001519	Prbk.g_02187	Syap.g_02079
OG0001527	Prbk.g_01878	Syap.g_00287, Syap.g_00292
OG0001528	Prbk.g_01570	Syap.g_00806
OG0001529	Prbk.g_01605	Syap.g_01809
OG0001530	Prbk.g_00005	Syap.g_02627
OG0001531	Prbk.g_01516	Syap.g_01150
OG0001533	Prbk.g_01687	Syap.g_02326
OG0001534	Prbk.g_00597	Syap.g_00534
OG0001535	Prbk.g_00585	Syap.g_01875
OG0001536	Prbk.g_02328	Syap.g_02018
OG0001537	Prbk.g_02428	Syap.g_00153
OG0001538	Prbk.g_02473	Syap.g_00199
OG0001539	Prbk.g_02579	Syap.g_02370
OG0001540	Prbk.g_00545	Syap.g_02214
OG0001541	Prbk.g_00787	Syap.g_01187
OG0001542	Prbk.g_01276	Syap.g_01177
OG0001543	Prbk.g_00673	Syap.g_01417, Syap.g_01416
OG0001553	Prbk.g_00256	Syap.g_02121
OG0001558	Prbk.g_01634	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Prbk.g_00577	Syap.g_02700
OG0001563	Prbk.g_00945	Syap.g_00473
OG0001574	Prbk.g_01880	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbk.g_01023	Syap.g_00232
OG0001580	Prbk.g_02149	Syap.g_01340, Syap.g_01341
OG0001590	Prbk.g_02557	Syap.g_00889
OG0001592	Prbk.g_02150	Syap.g_01342
OG0001614	Prbk.g_00229	Syap.g_01101
OG0001615	Prbk.g_02685	Syap.g_01937
OG0001616	Prbk.g_01500	Syap.g_01884
OG0001618	Prbk.g_00609	Syap.g_00518, Syap.g_02409
OG0001619	Prbk.g_02338	Syap.g_01752
OG0001620	Prbk.g_00886	Syap.g_00557
OG0001621	Prbk.g_00370	Syap.g_01592
OG0001622	Prbk.g_02255	Syap.g_02601
OG0001634	Prbk.g_00710	Syap.g_01956
OG0001635	Prbk.g_02658	Syap.g_01127
OG0001636	Prbk.g_01612	Syap.g_01797
OG0001637	Prbk.g_01392	Syap.g_01945, Syap.g_01946
OG0001638	Prbk.g_01446	Syap.g_01778
OG0001639	Prbk.g_02005	Syap.g_00751
OG0001641	Prbk.g_02294	Syap.g_02685
OG0001642	Prbk.g_02555	Syap.g_00530
OG0001643	Prbk.g_02636	Syap.g_00902
OG0001652	Prbk.g_01636	Syap.g_02634
OG0001654	Prbk.g_02007	Syap.g_00753
OG0001657	Prbk.g_00762	Syap.g_02175
OG0001658	Prbk.g_02159	Syap.g_00131
OG0001672	Prbk.g_01306	Syap.g_02553, Syap.g_02554
OG0001673	Prbk.g_01367	Syap.g_01163
OG0001675	Prbk.g_00574, Prbk.g_00576	Syap.g_02698
OG0001677	Prbk.g_00846	Syap.g_00592
OG0001692	Prbk.g_00254	Syap.g_02120
OG0001694	Prbk.g_00419	Syap.g_01358
OG0001714	Prbk.g_01555	Syap.g_01040
OG0001715	Prbk.g_01712	Syap.g_00665
OG0001729	Prbk.g_01511	Syap.g_02666
OG0001730	Prbk.g_01377	Syap.g_00770
OG0001731	Prbk.g_01992	Syap.g_00029
OG0001732	Prbk.g_01507	Syap.g_02315
OG0001735	Prbk.g_00724	Syap.g_00095
OG0001737	Prbk.g_00437	Syap.g_01637
OG0001738	Prbk.g_00470	Syap.g_01657
OG0001748	Prbk.g_00664	Syap.g_01911
OG0001749	Prbk.g_00487	Syap.g_02067
OG0001750	Prbk.g_00032	Syap.g_00764
OG0001751	Prbk.g_01366	Syap.g_01164
OG0001752	Prbk.g_01380	Syap.g_02670
OG0001753	Prbk.g_01386	Syap.g_02534
OG0001754	Prbk.g_01389	Syap.g_01949, Syap.g_01948
OG0001755	Prbk.g_01058	Syap.g_00250
OG0001760	Prbk.g_02382	Syap.g_02651
OG0001762	Prbk.g_00567	Syap.g_02692
OG0001764	Prbk.g_02374	Syap.g_02336
OG0001766	Prbk.g_00447	Syap.g_01328
OG0001767	Prbk.g_00495	Syap.g_01036, Syap.g_00863
OG0001768	Prbk.g_01269	Syap.g_00610, Syap.g_02273, Syap.g_02275
OG0001783	Prbk.g_00234	Syap.g_01108, Syap.g_01471
OG0001786	Prbk.g_01976	Syap.g_00311, Syap.g_01210
OG0001787	Prbk.g_01079	Syap.g_01454
OG0001788	Prbk.g_01082	Syap.g_01449
OG0001789	Prbk.g_01184	Syap.g_01482, Syap.g_01481
OG0001790	Prbk.g_01030	Syap.g_00238
OG0001796	Prbk.g_00579	Syap.g_01850, Syap.g_01852
OG0001797	Prbk.g_02345	Syap.g_00947
OG0001798	Prbk.g_02614	Syap.g_01291
OG0001799	Prbk.g_02653	Syap.g_00638
OG0001800	Prbk.g_01936	Syap.g_00771
OG0001801	Prbk.g_00245	Syap.g_02110
OG0001804	Prbk.g_00362	Syap.g_02045, Syap.g_02046
OG0001806	Prbk.g_00408	Syap.g_02337
OG0001808	Prbk.g_00509	Syap.g_01055
OG0001809	Prbk.g_00556	Syap.g_00322, Syap.g_01685
OG0001811	Prbk.g_01279	Syap.g_01180
OG0001812	Prbk.g_02151	Syap.g_01343
OG0001813	Prbk.g_02206	Syap.g_02086
OG0001814	Prbk.g_02264	Syap.g_01166, Syap.g_00125
OG0001815	Prbk.g_02273	Syap.g_01801
OG0001838	Prbk.g_02286	Syap.g_00064, Syap.g_00537
OG0001839	Prbk.g_01616	Syap.g_01794
OG0001840	Prbk.g_01599	Syap.g_00978
OG0001841	Prbk.g_01591	Syap.g_00987
OG0001842	Prbk.g_01491	Syap.g_00147, Syap.g_00146
OG0001843	Prbk.g_00228	Syap.g_01100
OG0001844	Prbk.g_00227	Syap.g_01099
OG0001845	Prbk.g_00221	Syap.g_01094
OG0001846	Prbk.g_00201	Syap.g_02228, Syap.g_02226
OG0001847	Prbk.g_00199	Syap.g_02230
OG0001848	Prbk.g_00195	Syap.g_02236
OG0001849	Prbk.g_01298	Syap.g_02364
OG0001850	Prbk.g_01305	Syap.g_02550
OG0001851	Prbk.g_01310	Syap.g_01700
OG0001852	Prbk.g_01311	Syap.g_01699
OG0001853	Prbk.g_01318	Syap.g_01691
OG0001854	Prbk.g_01370	Syap.g_01157
OG0001855	Prbk.g_00265	Syap.g_01986
OG0001856	Prbk.g_00935	Syap.g_01216
OG0001857	Prbk.g_00938	Syap.g_01212
OG0001858	Prbk.g_01995	Syap.g_00025
OG0001859	Prbk.g_02043	Syap.g_02516
OG0001860	Prbk.g_02055	Syap.g_02262
OG0001861	Prbk.g_02068	Syap.g_02248
OG0001862	Prbk.g_02080	Syap.g_00276
OG0001863	Prbk.g_01864	Syap.g_00272
OG0001864	Prbk.g_01093	Syap.g_01974
OG0001865	Prbk.g_01127	Syap.g_00651
OG0001866	Prbk.g_01152	Syap.g_01522
OG0001867	Prbk.g_01162	Syap.g_01524
OG0001868	Prbk.g_01181	Syap.g_01495
OG0001869	Prbk.g_01024	Syap.g_00233
OG0001870	Prbk.g_01016	Syap.g_00224
OG0001871	Prbk.g_00145	Syap.g_00217
OG0001872	Prbk.g_00180	Syap.g_02442
OG0001873	Prbk.g_01499	Syap.g_01885
OG0001874	Prbk.g_00124	Syap.g_01882
OG0001877	Prbk.g_01808	Syap.g_00905
OG0001878	Prbk.g_00571	Syap.g_02695
OG0001879	Prbk.g_00563	Syap.g_02690
OG0001883	Prbk.g_02347	Syap.g_01741
OG0001884	Prbk.g_02356	Syap.g_01733
OG0001885	Prbk.g_02369	Syap.g_02792
OG0001886	Prbk.g_02373	Syap.g_02335
OG0001887	Prbk.g_02412	Syap.g_01245
OG0001888	Prbk.g_02454	Syap.g_00168
OG0001889	Prbk.g_02482	Syap.g_02724
OG0001890	Prbk.g_02545	Syap.g_00825
OG0001891	Prbk.g_02549	Syap.g_00832
OG0001893	Prbk.g_02615	Syap.g_01290
OG0001894	Prbk.g_02630	Syap.g_00893
OG0001895	Prbk.g_01939	Syap.g_02658
OG0001896	Prbk.g_00340	Syap.g_02053
OG0001897	Prbk.g_00880	Syap.g_00559
OG0001898	Prbk.g_00863	Syap.g_00577
OG0001899	Prbk.g_00955	Syap.g_00484
OG0001900	Prbk.g_00382	Syap.g_02355
OG0001901	Prbk.g_00383	Syap.g_02354
OG0001902	Prbk.g_00424	Syap.g_01354
OG0001903	Prbk.g_00433	Syap.g_01631
OG0001904	Prbk.g_00501	Syap.g_02063
OG0001905	Prbk.g_00511	Syap.g_01060
OG0001906	Prbk.g_00546	Syap.g_02213
OG0001908	Prbk.g_00788	Syap.g_01185
OG0001909	Prbk.g_01271	Syap.g_02279
OG0001910	Prbk.g_00660	Syap.g_01907
OG0001911	Prbk.g_01336	Syap.g_00845
OG0001912	Prbk.g_02170	Syap.g_01042
OG0001913	Prbk.g_02172	Syap.g_01032
OG0001929	Prbk.g_01584	Syap.g_00994
OG0001930	Prbk.g_01490	Syap.g_00148
OG0001931	Prbk.g_01489	Syap.g_00149
OG0001932	Prbk.g_00230	Syap.g_01102
OG0001935	Prbk.g_01313	Syap.g_01697
OG0001937	Prbk.g_01984	Syap.g_00037
OG0001938	Prbk.g_02057	Syap.g_00731, Syap.g_02259
OG0001943	Prbk.g_00151	Syap.g_00645
OG0001944	Prbk.g_01669	Syap.g_02662
OG0001946	Prbk.g_01803	Syap.g_01058
OG0001947	Prbk.g_00071	Syap.g_01412
OG0001956	Prbk.g_02569	Syap.g_01978
OG0001970	Prbk.g_00548	Syap.g_02212
OG0001973	Prbk.g_02131	Syap.g_01332
OG0001977	Prbk.g_02212	Syap.g_02094
OG0001998	Prbk.g_01395	Syap.g_00747, Syap.g_00748
OG0001999	Prbk.g_01418	Syap.g_01375
OG0002002	Prbk.g_00181	Syap.g_02443
OG0002005	Prbk.g_01830	Syap.g_02284, Syap.g_02283
OG0002006	Prbk.g_00072	Syap.g_01384, Syap.g_01413
OG0002009	Prbk.g_02431	Syap.g_00155
OG0002010	Prbk.g_01224	Syap.g_00002
OG0002011	Prbk.g_00359	Syap.g_02399
OG0002013	Prbk.g_00474	Syap.g_02542
OG0002015	Prbk.g_00490	Syap.g_02069
OG0002016	Prbk.g_00667	Syap.g_00102
OG0002017	Prbk.g_02215	Syap.g_02099
OG0002039	Prbk.g_00160	Syap.g_00208
OG0002046	Prbk.g_02103	Syap.g_02164
OG0002047	Prbk.g_00366	Syap.g_02039, Syap.g_02154, Syap.g_02153
OG0002048	Prbk.g_00843	Syap.g_00598
OG0002053	Prbk.g_02194	Syap.g_00836, Syap.g_00835
OG0002110	Prbk.g_02409	Syap.g_00363
OG0002113	Prbk.g_01615	Syap.g_01795
OG0002114	Prbk.g_01396	Syap.g_01982
OG0002122	Prbk.g_01814	Syap.g_01294
OG0002130	Prbk.g_01185	Syap.g_01480
OG0002160	Prbk.g_01356	Syap.g_01501
OG0002161	Prbk.g_01394	Syap.g_01463, Syap.g_00649
OG0002167	Prbk.g_01833	Syap.g_01318
OG0002168	Prbk.g_00070	Syap.g_01411
OG0002169	Prbk.g_00367	Syap.g_02038, Syap.g_02152
OG0002170	Prbk.g_00868	Syap.g_00573
OG0002171	Prbk.g_00484	Syap.g_02070
OG0002172	Prbk.g_00663	Syap.g_01910
OG0002173	Prbk.g_00681	Syap.g_01420
OG0002174	Prbk.g_02216	Syap.g_02100
OG0002229	Prbk.g_01560	Syap.g_00858, Syap.g_01002
OG0002235	Prbk.g_02446	Syap.g_00176
OG0002236	Prbk.g_02566	Syap.g_02346
OG0002238	Prbk.g_00736	Syap.g_02235, Syap.g_02000
OG0002241	Prbk.g_02102	Syap.g_02165
OG0002242	Prbk.g_00485	Syap.g_02068
OG0002277	Prbk.g_01581	Syap.g_00997
OG0002292	Prbk.g_01262	Syap.g_02266
OG0002335	Prbk.g_00269	Syap.g_01161
OG0002343	Prbk.g_01009	Syap.g_01581
OG0002382	Prbk.g_02070	Syap.g_02246
OG0002390	Prbk.g_01268	Syap.g_02274
OG0002391	Prbk.g_01348	Syap.g_02223
OG0002394	Prbk.g_02134	Syap.g_01329, Syap.g_02490
OG0002431	Prbk.g_01073	Syap.g_02126
OG0002432	Prbk.g_02137	Syap.g_01335
OG0002440	Prbk.g_00586	Syap.g_01874
OG0002444	Prbk.g_00262	Syap.g_01983
OG0002492	Prbk.g_02135	Syap.g_01333
OG0002495	Prbk.g_01734	Syap.g_00398
OG0002570	Prbk.g_02504	Syap.g_02566
OG0002573	Prbk.g_00263	Syap.g_01984
OG0002580	Prbk.g_02223	Syap.g_02394, Syap.g_02538
OG0002593	Prbk.g_02696	Syap.g_00754
OG0002628	Prbk.g_00532	Syap.g_01081
OG0002632	Prbk.g_02136	Syap.g_01334
OG0002634	Prbk.g_01518	Syap.g_01153
OG0002635	Prbk.g_01027	Syap.g_00937
OG0002638	Prbk.g_01956	Syap.g_00768, Syap.g_00769
OG0002643	Prbk.g_02512	Syap.g_00320
OG0002645	Prbk.g_02641	Syap.g_01443
OG0002648	Prbk.g_02152	Syap.g_01456
OG0002649	Prbk.g_02153	Syap.g_01457
OG0002650	Prbk.g_02154	Syap.g_01458
OG0002668	Prbk.g_00445	Syap.g_01445
OG0002714	Prbk.g_00704	Syap.g_01624
OG0002720	Prbk.g_02442	Syap.g_00156
OG0002797	Prbk.g_00903	Syap.g_01788
OG0002800	Prbk.g_01679	Syap.g_00658
OG0002837	Prbk.g_01867	Syap.g_01172
OG0002842	Prbk.g_02140	Syap.g_01336
OG0002844	Prbk.g_01562	Syap.g_01000, Syap.g_00861
OG0002940	Prbk.g_00678	Syap.g_00368, Syap.g_00369
OG0003090	Prbk.g_00347	Syap.g_01712
OG0003091	Prbk.g_00679	Syap.g_00367
OG0003196	Prbk.g_01839	Syap.g_00348
OG0003201	Prbk.g_02086	Syap.g_01241
OG0003252	Prbk.g_01561	Syap.g_01704, Syap.g_01001
OG0003506	Prbk.g_01558	Syap.g_01004
OG0003507	Prbk.g_01552	Syap.g_00631
OG0003828	Prbk.g_00535	Syap.g_01085, Syap.g_02077
