Orthogroup	Prbc	Prbd
OG0001069	Prbc.g_00939	Prbd.g_01458
OG0001070	Prbc.g_00940	Prbd.g_01457
OG0001071	Prbc.g_00941	Prbd.g_01456
OG0001072	Prbc.g_00942	Prbd.g_01455
OG0001073	Prbc.g_00943	Prbd.g_01454
OG0001074	Prbc.g_00944	Prbd.g_01453
OG0001075	Prbc.g_00945	Prbd.g_01452
OG0001076	Prbc.g_00946	Prbd.g_01451
OG0001077	Prbc.g_00947	Prbd.g_01450
OG0001078	Prbc.g_00948	Prbd.g_01449
OG0001079	Prbc.g_00949	Prbd.g_01448
OG0001080	Prbc.g_00950	Prbd.g_01447
OG0001081	Prbc.g_00960	Prbd.g_01444
OG0001082	Prbc.g_00959	Prbd.g_01443
OG0001083	Prbc.g_00955	Prbd.g_01442
OG0001084	Prbc.g_00957	Prbd.g_01440
OG0001085	Prbc.g_00958	Prbd.g_01439
OG0001086	Prbc.g_00953	Prbd.g_01438
OG0001087	Prbc.g_00952	Prbd.g_01437
OG0001088	Prbc.g_00951	Prbd.g_01436
OG0001089	Prbc.g_00327	Prbd.g_01433
OG0001090	Prbc.g_00325	Prbd.g_01431
OG0001091	Prbc.g_00324	Prbd.g_01430
OG0001092	Prbc.g_00323	Prbd.g_01429
OG0001093	Prbc.g_00322	Prbd.g_01428
OG0001094	Prbc.g_00321	Prbd.g_01427
OG0001095	Prbc.g_00320	Prbd.g_01426
OG0001096	Prbc.g_00319	Prbd.g_01425
OG0001097	Prbc.g_00318	Prbd.g_01424
OG0001098	Prbc.g_00317	Prbd.g_01423
OG0001099	Prbc.g_00316	Prbd.g_01422
OG0001100	Prbc.g_00315	Prbd.g_01421
OG0001101	Prbc.g_00314	Prbd.g_01420
OG0001102	Prbc.g_00313	Prbd.g_01419
OG0001103	Prbc.g_00312	Prbd.g_01418
OG0001104	Prbc.g_00311	Prbd.g_01417
OG0001105	Prbc.g_00310	Prbd.g_01416
OG0001106	Prbc.g_00309	Prbd.g_01415
OG0001107	Prbc.g_00308	Prbd.g_01414
OG0001108	Prbc.g_00307	Prbd.g_01413
OG0001109	Prbc.g_00306	Prbd.g_01412
OG0001110	Prbc.g_00305	Prbd.g_01411
OG0001111	Prbc.g_00304	Prbd.g_01410
OG0001112	Prbc.g_00303	Prbd.g_01409
OG0001113	Prbc.g_00302	Prbd.g_01408
OG0001114	Prbc.g_00301	Prbd.g_01407
OG0001115	Prbc.g_00300	Prbd.g_01406
OG0001116	Prbc.g_00299	Prbd.g_01405
OG0001117	Prbc.g_00298	Prbd.g_01404
OG0001118	Prbc.g_00297	Prbd.g_01403
OG0001119	Prbc.g_00296	Prbd.g_01402
OG0001120	Prbc.g_00295	Prbd.g_01401
OG0001121	Prbc.g_00293	Prbd.g_01399
OG0001122	Prbc.g_00292	Prbd.g_01398
OG0001123	Prbc.g_00291	Prbd.g_01397
OG0001124	Prbc.g_00289	Prbd.g_01395
OG0001125	Prbc.g_00287	Prbd.g_01393
OG0001126	Prbc.g_00286	Prbd.g_01392
OG0001127	Prbc.g_00283	Prbd.g_01390
OG0001128	Prbc.g_00282	Prbd.g_01389
OG0001129	Prbc.g_00281	Prbd.g_01388
OG0001130	Prbc.g_00278	Prbd.g_01385
OG0001131	Prbc.g_00277	Prbd.g_01384
OG0001132	Prbc.g_00276	Prbd.g_01383
OG0001133	Prbc.g_00275	Prbd.g_01382
OG0001134	Prbc.g_00274	Prbd.g_01381
OG0001135	Prbc.g_00273	Prbd.g_01380
OG0001136	Prbc.g_00272	Prbd.g_01379
OG0001137	Prbc.g_00271	Prbd.g_01378
OG0001138	Prbc.g_00270	Prbd.g_01377
OG0001139	Prbc.g_00268	Prbd.g_01376
OG0001140	Prbc.g_00267	Prbd.g_01375
OG0001141	Prbc.g_00266	Prbd.g_01374
OG0001142	Prbc.g_00248	Prbd.g_01371
OG0001143	Prbc.g_00247	Prbd.g_01370
OG0001144	Prbc.g_00246	Prbd.g_01369
OG0001145	Prbc.g_00245	Prbd.g_01368
OG0001146	Prbc.g_00244	Prbd.g_01367
OG0001147	Prbc.g_00243	Prbd.g_01366
OG0001148	Prbc.g_00242	Prbd.g_01365
OG0001149	Prbc.g_00241	Prbd.g_01363
OG0001150	Prbc.g_00240	Prbd.g_01362
OG0001151	Prbc.g_00237	Prbd.g_01360
OG0001152	Prbc.g_00236	Prbd.g_01359
OG0001153	Prbc.g_00235	Prbd.g_01358
OG0001154	Prbc.g_00233	Prbd.g_01356
OG0001155	Prbc.g_00231	Prbd.g_01354
OG0001156	Prbc.g_00229	Prbd.g_01352
OG0001157	Prbc.g_00227	Prbd.g_01351
OG0001158	Prbc.g_00225	Prbd.g_01349
OG0001159	Prbc.g_00224	Prbd.g_01348
OG0001160	Prbc.g_00223	Prbd.g_01347
OG0001161	Prbc.g_00222	Prbd.g_01346
OG0001162	Prbc.g_00221	Prbd.g_01345
OG0001163	Prbc.g_00220	Prbd.g_01344
OG0001164	Prbc.g_00219	Prbd.g_01343
OG0001165	Prbc.g_00218	Prbd.g_01342
OG0001166	Prbc.g_00217	Prbd.g_01341
OG0001167	Prbc.g_00216	Prbd.g_01340
OG0001168	Prbc.g_00215	Prbd.g_01339
OG0001169	Prbc.g_00214	Prbd.g_01338
OG0001170	Prbc.g_00213	Prbd.g_01337
OG0001171	Prbc.g_00212	Prbd.g_01336
OG0001172	Prbc.g_00210	Prbd.g_01334
OG0001173	Prbc.g_00208	Prbd.g_01332
OG0001174	Prbc.g_00207	Prbd.g_01331
OG0001175	Prbc.g_00206	Prbd.g_01330
OG0001176	Prbc.g_00204	Prbd.g_01329
OG0001177	Prbc.g_00202	Prbd.g_01327
OG0001178	Prbc.g_00198	Prbd.g_01324
OG0001179	Prbc.g_00197	Prbd.g_01323
OG0001180	Prbc.g_00196	Prbd.g_01321
OG0001181	Prbc.g_00195	Prbd.g_01320
OG0001182	Prbc.g_00194	Prbd.g_01319
OG0001183	Prbc.g_00193	Prbd.g_01318
OG0001184	Prbc.g_00189	Prbd.g_01316
OG0001185	Prbc.g_00965	Prbd.g_01312
OG0001186	Prbc.g_00966	Prbd.g_01311
OG0001187	Prbc.g_00967	Prbd.g_01310
OG0001188	Prbc.g_00968	Prbd.g_01309
OG0001189	Prbc.g_00969	Prbd.g_01308
OG0001190	Prbc.g_00970	Prbd.g_01307
OG0001191	Prbc.g_00971	Prbd.g_01306
OG0001192	Prbc.g_00972	Prbd.g_01305
OG0001193	Prbc.g_00973	Prbd.g_01304
OG0001194	Prbc.g_00974	Prbd.g_01303
OG0001195	Prbc.g_00975	Prbd.g_01302
OG0001196	Prbc.g_00976	Prbd.g_01301
OG0001197	Prbc.g_00977	Prbd.g_01300
OG0001198	Prbc.g_00978	Prbd.g_01299
OG0001199	Prbc.g_00979	Prbd.g_01298
OG0001200	Prbc.g_00980	Prbd.g_01297
OG0001201	Prbc.g_00981	Prbd.g_01296
OG0001202	Prbc.g_00982	Prbd.g_01295
OG0001203	Prbc.g_00984	Prbd.g_01293
OG0001204	Prbc.g_00986	Prbd.g_01291
OG0001205	Prbc.g_00988	Prbd.g_01290
OG0001206	Prbc.g_00989	Prbd.g_01289
OG0001207	Prbc.g_00990	Prbd.g_01288
OG0001208	Prbc.g_00991	Prbd.g_01287
OG0001209	Prbc.g_00992	Prbd.g_01286
OG0001210	Prbc.g_00993	Prbd.g_01285
OG0001211	Prbc.g_00994	Prbd.g_01284
OG0001212	Prbc.g_00995	Prbd.g_01283
OG0001213	Prbc.g_00996	Prbd.g_01282
OG0001214	Prbc.g_00998	Prbd.g_01280
OG0001215	Prbc.g_00999	Prbd.g_01279
OG0001216	Prbc.g_01000	Prbd.g_01278
OG0001217	Prbc.g_01001	Prbd.g_01277
OG0001218	Prbc.g_01002	Prbd.g_01276
OG0001219	Prbc.g_01005	Prbd.g_01274
OG0001220	Prbc.g_01006	Prbd.g_01273
OG0001221	Prbc.g_01011	Prbd.g_01270
OG0001222	Prbc.g_01012	Prbd.g_01269
OG0001223	Prbc.g_01013	Prbd.g_01268
OG0001224	Prbc.g_01015	Prbd.g_01267
OG0001225	Prbc.g_01016	Prbd.g_01266
OG0001226	Prbc.g_01017	Prbd.g_01265
OG0001227	Prbc.g_01018	Prbd.g_01264
OG0001228	Prbc.g_01019	Prbd.g_01263
OG0001229	Prbc.g_01020	Prbd.g_01262
OG0001230	Prbc.g_01021	Prbd.g_01261
OG0001231	Prbc.g_01022	Prbd.g_01260
OG0001232	Prbc.g_01043	Prbd.g_01259
OG0001233	Prbc.g_01044	Prbd.g_01258
OG0001234	Prbc.g_01045	Prbd.g_01257
OG0001235	Prbc.g_01046	Prbd.g_01256
OG0001236	Prbc.g_01048	Prbd.g_01254
OG0001237	Prbc.g_01049	Prbd.g_01253
OG0001238	Prbc.g_01052	Prbd.g_01251
OG0001239	Prbc.g_01053	Prbd.g_01250
OG0001240	Prbc.g_01054	Prbd.g_01249
OG0001241	Prbc.g_01057	Prbd.g_01247
OG0001242	Prbc.g_01060	Prbd.g_01245
OG0001243	Prbc.g_01061	Prbd.g_01244
OG0001244	Prbc.g_01062	Prbd.g_01243
OG0001245	Prbc.g_01063	Prbd.g_01242
OG0001246	Prbc.g_01065	Prbd.g_01241
OG0001247	Prbc.g_01066	Prbd.g_01240
OG0001248	Prbc.g_01067	Prbd.g_01239
OG0001249	Prbc.g_01068	Prbd.g_01238
OG0001250	Prbc.g_01069	Prbd.g_01237
OG0001251	Prbc.g_00481	Prbd.g_01152
OG0001252	Prbc.g_00433	Prbd.g_01105
OG0001253	Prbc.g_00421	Prbd.g_01090
OG0001254	Prbc.g_01173	Prbd.g_00958
OG0001255	Prbc.g_01245	Prbd.g_00906
OG0001256	Prbc.g_00164	Prbd.g_00836
OG0001257	Prbc.g_01542	Prbd.g_00760
OG0001258	Prbc.g_01557	Prbd.g_00744
OG0001259	Prbc.g_01666	Prbd.g_00654
OG0001260	Prbc.g_02071, Prbc.g_01377	Prbd.g_00048
OG0001261	Prbc.g_01894	Prbd.g_00137
OG0001262	Prbc.g_00068	Prbd.g_00153
OG0001263	Prbc.g_01953	Prbd.g_00174
OG0001264	Prbc.g_01976	Prbd.g_00205
OG0001265	Prbc.g_02086	Prbd.g_00316
OG0001266	Prbc.g_00930	Prbd.g_00364
OG0001267	Prbc.g_01463	Prbd.g_00452
OG0001268	Prbc.g_01449	Prbd.g_00465
OG0001269	Prbc.g_00586	Prbd.g_01781
OG0001270	Prbc.g_00750	Prbd.g_01649
OG0001271	Prbc.g_00762	Prbd.g_01638
OG0001272	Prbc.g_01940, Prbc.g_00069	Prbd.g_01595
OG0001273	Prbc.g_01598	Prbd.g_01594
OG0001274	Prbc.g_00799	Prbd.g_01589
OG0001275	Prbc.g_02129	Prbd.g_01572
OG0001277	Prbc.g_00811, Prbc.g_00909	Prbd.g_01550
OG0001278	Prbc.g_00825	Prbd.g_01533
OG0001279	Prbc.g_00829	Prbd.g_01529
OG0001280	Prbc.g_00831	Prbd.g_01526
OG0001281	Prbc.g_00937	Prbd.g_01460
OG0001282	Prbc.g_01309	Prbd.g_01435
OG0001283	Prbc.g_00230	Prbd.g_01353
OG0001284	Prbc.g_00199	Prbd.g_01325
OG0001285	Prbc.g_00985	Prbd.g_01292
OG0001286	Prbc.g_01056	Prbd.g_01248
OG0001288	Prbc.g_01498	Prbd.g_00805
OG0001290	Prbc.g_01100	Prbd.g_01207
OG0001291	Prbc.g_00502	Prbd.g_01173
OG0001292	Prbc.g_00499	Prbd.g_01170
OG0001293	Prbc.g_00497	Prbd.g_01168
OG0001294	Prbc.g_00480	Prbd.g_01151
OG0001295	Prbc.g_00452	Prbd.g_01124
OG0001296	Prbc.g_00445	Prbd.g_01118
OG0001297	Prbc.g_00372	Prbd.g_01041
OG0001298	Prbc.g_01141	Prbd.g_00996
OG0001299	Prbc.g_01148	Prbd.g_00987
OG0001300	Prbc.g_02120	Prbd.g_00865
OG0001301	Prbc.g_01714	Prbd.g_00607
OG0001303	Prbc.g_01829	Prbd.g_00056
OG0001304	Prbc.g_02104	Prbd.g_00331
OG0001305	Prbc.g_02109	Prbd.g_00336
OG0001306	Prbc.g_01042	Prbd.g_00372
OG0001307	Prbc.g_01985	Prbd.g_00382
OG0001308	Prbc.g_02114	Prbd.g_00406
OG0001309	Prbc.g_00987	Prbd.g_00408
OG0001310	Prbc.g_01277	Prbd.g_00418
OG0001311	Prbc.g_01413	Prbd.g_00496
OG0001312	Prbc.g_00587	Prbd.g_01780
OG0001313	Prbc.g_01833	Prbd.g_01591
OG0001314	Prbc.g_00853	Prbd.g_01502
OG0001315	Prbc.g_00888	Prbd.g_01467
OG0001316	Prbc.g_00234	Prbd.g_01357
OG0001318	Prbc.g_00429	Prbd.g_01101
OG0001319	Prbc.g_00332	Prbd.g_01001
OG0001320	Prbc.g_01471	Prbd.g_00775
OG0001322	Prbc.g_01822	Prbd.g_00083
OG0001323	Prbc.g_01966	Prbd.g_00356
OG0001324	Prbc.g_00041	Prbd.g_00390
OG0001325	Prbc.g_01348, Prbc.g_02182	Prbd.g_00412
OG0001326	Prbc.g_00143	Prbd.g_01860
OG0001329	Prbc.g_01050	Prbd.g_01744
OG0001330	Prbc.g_00795	Prbd.g_01598
OG0001332	Prbc.g_00877	Prbd.g_01478
OG0001333	Prbc.g_00280	Prbd.g_01387
OG0001334	Prbc.g_00209	Prbd.g_01333
OG0001335	Prbc.g_00983	Prbd.g_01294
OG0001336	Prbc.g_00442	Prbd.g_01115
OG0001338	Prbc.g_02147	Prbd.g_01096
OG0001344	Prbc.g_01483, Prbc.g_00646	Prbd.g_00860
OG0001348	Prbc.g_01584	Prbd.g_00738
OG0001349	Prbc.g_01589	Prbd.g_00733
OG0001350	Prbc.g_01594	Prbd.g_00728
OG0001352	Prbc.g_01763	Prbd.g_00562
OG0001356	Prbc.g_01956, Prbc.g_01957	Prbd.g_00188
OG0001359	Prbc.g_00901	Prbd.g_00431
OG0001360	Prbc.g_00902	Prbd.g_00432
OG0001362	Prbc.g_00133	Prbd.g_01893
OG0001364	Prbc.g_00781	Prbd.g_01618, Prbd.g_01619
OG0001368	Prbc.g_00200	Prbd.g_01326
OG0001369	Prbc.g_02087	Prbd.g_00317
OG0001371	Prbc.g_00506	Prbd.g_01177
OG0001372	Prbc.g_00505	Prbd.g_01176
OG0001373	Prbc.g_00498	Prbd.g_01169
OG0001374	Prbc.g_00486	Prbd.g_01157
OG0001376	Prbc.g_00336	Prbd.g_01005
OG0001377	Prbc.g_01152	Prbd.g_00983
OG0001379	Prbc.g_00748	Prbd.g_00877
OG0001380	Prbc.g_02116	Prbd.g_00835
OG0001381	Prbc.g_01515	Prbd.g_00788
OG0001382	Prbc.g_01523	Prbd.g_00782
OG0001383	Prbc.g_01591	Prbd.g_00731
OG0001385	Prbc.g_01744	Prbd.g_00578
OG0001386	Prbc.g_01754	Prbd.g_00570
OG0001387	Prbc.g_01756	Prbd.g_00568
OG0001388	Prbc.g_01768	Prbd.g_00558
OG0001389	Prbc.g_01792	Prbd.g_00012
OG0001390	Prbc.g_00539	Prbd.g_00047
OG0001391	Prbc.g_02002	Prbd.g_00088
OG0001392	Prbc.g_01955	Prbd.g_00187
OG0001393	Prbc.g_01958	Prbd.g_00189
OG0001394	Prbc.g_01982	Prbd.g_00211
OG0001395	Prbc.g_01986	Prbd.g_00214
OG0001396	Prbc.g_00092	Prbd.g_00296
OG0001397	Prbc.g_02095	Prbd.g_00325
OG0001398	Prbc.g_01931	Prbd.g_00344
OG0001399	Prbc.g_01954	Prbd.g_00354
OG0001400	Prbc.g_01947	Prbd.g_00362
OG0001401	Prbc.g_00615	Prbd.g_00369
OG0001402	Prbc.g_01461	Prbd.g_00454
OG0001403	Prbc.g_00567	Prbd.g_01800
OG0001404	Prbc.g_02160	Prbd.g_01773
OG0001405	Prbc.g_00658	Prbd.g_01763
OG0001406	Prbc.g_00749	Prbd.g_01650
OG0001407	Prbc.g_00753	Prbd.g_01647
OG0001408	Prbc.g_00796	Prbd.g_01597
OG0001409	Prbc.g_00613	Prbd.g_01584
OG0001410	Prbc.g_02169	Prbd.g_01570
OG0001411	Prbc.g_02194, Prbc.g_01365	Prbd.g_01927
OG0001411	Prbc.g_00176	Prbd.g_01900
OG0001412	Prbc.g_02014	Prbd.g_00245
OG0001414	Prbc.g_00249	Prbd.g_01182
OG0001415	Prbc.g_01218	Prbd.g_00913
OG0001416	Prbc.g_01601	Prbd.g_00721
OG0001417	Prbc.g_01755	Prbd.g_00569
OG0001418	Prbc.g_00115	Prbd.g_00059
OG0001419	Prbc.g_02006	Prbd.g_00092
OG0001420	Prbc.g_00923	Prbd.g_00191
OG0001421	Prbc.g_01963	Prbd.g_00195
OG0001422	Prbc.g_01814	Prbd.g_00359
OG0001423	Prbc.g_00158	Prbd.g_00433
OG0001424	Prbc.g_00904	Prbd.g_01922
OG0001426	Prbc.g_01051	Prbd.g_01252
OG0001427	Prbc.g_00816	Prbd.g_00866
OG0001428	Prbc.g_00679	Prbd.g_01731
OG0001429	Prbc.g_02046	Prbd.g_00274
OG0001430	Prbc.g_02144	Prbd.g_00308
OG0001431	Prbc.g_01946	Prbd.g_00360
OG0001432	Prbc.g_01825	Prbd.g_00363
OG0001433	Prbc.g_00123	Prbd.g_01890
OG0001434	Prbc.g_00040, Prbc.g_01300	Prbd.g_01784
OG0001435	Prbc.g_02157	Prbd.g_01585
OG0001436	Prbc.g_00603	Prbd.g_00830
OG0001438	Prbc.g_01697	Prbd.g_00624
OG0001441	Prbc.g_00063	Prbd.g_00400
OG0001442	Prbc.g_00803	Prbd.g_00421
OG0001443	Prbc.g_01464	Prbd.g_00451
OG0001444	Prbc.g_01425	Prbd.g_00487
OG0001445	Prbc.g_00652	Prbd.g_01866
OG0001446	Prbc.g_00653	Prbd.g_01864
OG0001447	Prbc.g_00654	Prbd.g_01863
OG0001448	Prbc.g_01806	Prbd.g_01565
OG0001458	Prbc.g_00048, Prbc.g_01302	Prbd.g_00046
OG0001459	Prbc.g_00514	Prbd.g_00081
OG0001461	Prbc.g_01848	Prbd.g_00237
OG0001464	Prbc.g_01379, Prbc.g_02066	Prbd.g_00358
OG0001466	Prbc.g_01278	Prbd.g_01837
OG0001467	Prbc.g_00706	Prbd.g_01692
OG0001469	Prbc.g_01448	Prbd.g_00466
OG0001472	Prbc.g_01925	Prbd.g_00164
OG0001473	Prbc.g_02001	Prbd.g_00173
OG0001474	Prbc.g_00911	Prbd.g_00175
OG0001475	Prbc.g_01942	Prbd.g_00349
OG0001476	Prbc.g_01943	Prbd.g_00350
OG0001477	Prbc.g_01944	Prbd.g_00351
OG0001478	Prbc.g_00678	Prbd.g_00357
OG0001479	Prbc.g_01423	Prbd.g_00385
OG0001480	Prbc.g_01495	Prbd.g_00394
OG0001482	Prbc.g_01520	Prbd.g_01912
OG0001486	Prbc.g_01998	Prbd.g_00225
OG0001487	Prbc.g_01701	Prbd.g_00063
OG0001491	Prbc.g_02149	Prbd.g_00078
OG0001492	Prbc.g_01892	Prbd.g_00135
OG0001493	Prbc.g_00912	Prbd.g_00176
OG0001494	Prbc.g_00913	Prbd.g_00177
OG0001495	Prbc.g_00914	Prbd.g_00178
OG0001496	Prbc.g_00915	Prbd.g_00179
OG0001497	Prbc.g_00916	Prbd.g_00180
OG0001498	Prbc.g_00917	Prbd.g_00181
OG0001499	Prbc.g_00918	Prbd.g_00182
OG0001500	Prbc.g_00919	Prbd.g_00183
OG0001501	Prbc.g_00920	Prbd.g_00184
OG0001502	Prbc.g_00921	Prbd.g_00185
OG0001503	Prbc.g_00922	Prbd.g_00186
OG0001504	Prbc.g_01993	Prbd.g_00221
OG0001505	Prbc.g_00527, Prbc.g_01311	Prbd.g_01901
OG0001507	Prbc.g_01465	Prbd.g_00450
OG0001509	Prbc.g_01135	Prbd.g_01445
OG0001510	Prbc.g_00250	Prbd.g_01372
OG0001515	Prbc.g_00809, Prbc.g_00526	Prbd.g_00050
OG0001516	Prbc.g_02056	Prbd.g_00286
OG0001517	Prbc.g_02187	Prbd.g_00367
OG0001519	Prbc.g_00078	Prbd.g_00850
OG0001520	Prbc.g_00602	Prbd.g_00829
OG0001523	Prbc.g_00519	Prbd.g_01183
OG0001524	Prbc.g_01279	Prbd.g_00862
OG0001527	Prbc.g_01342	Prbd.g_00398
OG0001528	Prbc.g_00813	Prbd.g_01892
OG0001529	Prbc.g_01334	Prbd.g_01889
OG0001530	Prbc.g_00601	Prbd.g_00828
OG0001533	Prbc.g_01280	Prbd.g_00839
OG0001535	Prbc.g_01922	Prbd.g_00161
OG0001536	Prbc.g_02140	Prbd.g_00396
OG0001538	Prbc.g_00581	Prbd.g_01861
OG0001539	Prbc.g_01291	Prbd.g_01829
OG0001543	Prbc.g_01287	Prbd.g_01571
OG0001545	Prbc.g_01973	Prbd.g_00202
OG0001549	Prbc.g_00444	Prbd.g_01117
OG0001550	Prbc.g_01199	Prbd.g_00932
OG0001551	Prbc.g_01115, Prbc.g_00528	Prbd.g_00908
OG0001552	Prbc.g_00151	Prbd.g_00870
OG0001553	Prbc.g_01297	Prbd.g_00848
OG0001554	Prbc.g_02123	Prbd.g_00847
OG0001555	Prbc.g_02132	Prbd.g_00785
OG0001556	Prbc.g_01482	Prbd.g_00773
OG0001557	Prbc.g_01757	Prbd.g_00567
OG0001558	Prbc.g_00155	Prbd.g_01896, Prbd.g_00041
OG0001559	Prbc.g_00128	Prbd.g_00051
OG0001560	Prbc.g_02072	Prbd.g_00070
OG0001561	Prbc.g_00624	Prbd.g_00166
OG0001562	Prbc.g_01818	Prbd.g_00306
OG0001563	Prbc.g_00520	Prbd.g_00365
OG0001564	Prbc.g_02117	Prbd.g_00366
OG0001565	Prbc.g_01826	Prbd.g_00368
OG0001566	Prbc.g_02131	Prbd.g_00371
OG0001567	Prbc.g_01310	Prbd.g_00378
OG0001568	Prbc.g_02186	Prbd.g_00393
OG0001569	Prbc.g_00114	Prbd.g_00397
OG0001570	Prbc.g_00119	Prbd.g_00403
OG0001571	Prbc.g_00150	Prbd.g_00415
OG0001572	Prbc.g_01288	Prbd.g_00423
OG0001573	Prbc.g_02146	Prbd.g_00426
OG0001574	Prbc.g_00019, Prbc.g_00096	Prbd.g_00003
OG0001575	Prbc.g_00627	Prbd.g_01869
OG0001576	Prbc.g_00142	Prbd.g_01857
OG0001577	Prbc.g_00931	Prbd.g_01767
OG0001578	Prbc.g_00656	Prbd.g_01765
OG0001582	Prbc.g_02076	Prbd.g_01605
OG0001583	Prbc.g_01834	Prbd.g_01603
OG0001584	Prbc.g_01484	Prbd.g_01602
OG0001585	Prbc.g_00800	Prbd.g_01592
OG0001586	Prbc.g_00642	Prbd.g_01315
OG0001587	Prbc.g_00014	Prbd.g_00823
OG0001591	Prbc.g_00614	Prbd.g_00876
OG0001594	Prbc.g_01480	Prbd.g_00774
OG0001595	Prbc.g_01314	Prbd.g_00538
OG0001597	Prbc.g_00099	Prbd.g_00168
OG0001599	Prbc.g_00908	Prbd.g_00444
OG0001600	Prbc.g_01489	Prbd.g_00445
OG0001601	Prbc.g_01488	Prbd.g_00446
OG0001602	Prbc.g_01487	Prbd.g_00447
OG0001603	Prbc.g_00117	Prbd.g_01549
OG0001604	Prbc.g_00098	Prbd.g_01512
OG0001605	Prbc.g_00956	Prbd.g_01441
OG0001606	Prbc.g_01251	Prbd.g_00899
OG0001609	Prbc.g_00815	Prbd.g_00871
OG0001612	Prbc.g_01830	Prbd.g_00079
OG0001616	Prbc.g_00049	Prbd.g_01874
OG0001618	Prbc.g_00147	Prbd.g_01785
OG0001628	Prbc.g_02197	Prbd.g_01563
OG0001637	Prbc.g_01137	Prbd.g_00039
OG0001683	Prbc.g_00181	Prbd.g_01815
OG0001699	Prbc.g_01325	Prbd.g_00537
OG0001705	Prbc.g_00639	Prbd.g_00405
OG0001792	Prbc.g_00182	Prbd.g_01816
OG0001793	Prbc.g_00180	Prbd.g_01814
OG0001798	Prbc.g_01361	Prbd.g_00532
OG0001819	Prbc.g_00649	Prbd.g_01917
OG0001827	Prbc.g_01282	Prbd.g_01839
OG0001847	Prbc.g_00903	Prbd.g_01577
OG0001866	Prbc.g_00135	Prbd.g_01891
OG0001882	Prbc.g_01559	Prbd.g_01545
OG0001957	Prbc.g_00600	Prbd.g_00831
OG0001960	Prbc.g_01110, Prbc.g_00263	Prbd.g_01193
OG0002005	Prbc.g_01024	Prbd.g_01854
OG0002006	Prbc.g_01026	Prbd.g_01853
OG0002033	Prbc.g_00024	Prbd.g_00533
OG0002140	Prbc.g_01274	Prbd.g_00298
OG0002182	Prbc.g_00535	Prbd.g_00438
OG0002188	Prbc.g_01356	Prbd.g_00441
OG0002197	Prbc.g_00039	Prbd.g_00837
OG0003366	Prbc.g_01028	Prbd.g_01852
OG0003367	Prbc.g_01029	Prbd.g_01851
OG0003368	Prbc.g_01030	Prbd.g_01850
OG0003369	Prbc.g_01031	Prbd.g_01849
OG0003370	Prbc.g_01032	Prbd.g_01848
OG0003371	Prbc.g_01033	Prbd.g_01847
OG0003372	Prbc.g_01034	Prbd.g_01844
OG0003373	Prbc.g_01035	Prbd.g_01843
OG0003374	Prbc.g_01036	Prbd.g_01842
OG0003375	Prbc.g_01038	Prbd.g_01841
OG0003376	Prbc.g_01039	Prbd.g_01845
OG0003377	Prbc.g_01040	Prbd.g_01846
