Orthogroup	Prbc	Praz
OG0001107	Prbc.g_00308	Praz.g_00286
OG0001108	Prbc.g_00307	Praz.g_00285
OG0001109	Prbc.g_00306	Praz.g_00284
OG0001110	Prbc.g_00305	Praz.g_00283
OG0001111	Prbc.g_00304	Praz.g_00282
OG0001112	Prbc.g_00303	Praz.g_00281
OG0001113	Prbc.g_00302	Praz.g_00280
OG0001114	Prbc.g_00301	Praz.g_00279
OG0001115	Prbc.g_00300	Praz.g_00278
OG0001116	Prbc.g_00299	Praz.g_00277
OG0001117	Prbc.g_00298	Praz.g_00276
OG0001118	Prbc.g_00297	Praz.g_00275
OG0001119	Prbc.g_00296	Praz.g_00274
OG0001120	Prbc.g_00295	Praz.g_00273
OG0001121	Prbc.g_00293	Praz.g_00271
OG0001122	Prbc.g_00292	Praz.g_00270
OG0001123	Prbc.g_00291	Praz.g_00269
OG0001124	Prbc.g_00289	Praz.g_00267
OG0001125	Prbc.g_00287	Praz.g_00265
OG0001126	Prbc.g_00286	Praz.g_00264
OG0001127	Prbc.g_00283	Praz.g_00262
OG0001128	Prbc.g_00282	Praz.g_00261
OG0001129	Prbc.g_00281	Praz.g_00260
OG0001130	Prbc.g_00278	Praz.g_00257
OG0001131	Prbc.g_00277	Praz.g_00256
OG0001132	Prbc.g_00276	Praz.g_00255
OG0001133	Prbc.g_00275	Praz.g_00254
OG0001134	Prbc.g_00274	Praz.g_00253
OG0001135	Prbc.g_00273	Praz.g_00252
OG0001136	Prbc.g_00272	Praz.g_00251
OG0001137	Prbc.g_00271	Praz.g_00250
OG0001138	Prbc.g_00270	Praz.g_00249
OG0001139	Prbc.g_00268	Praz.g_00248
OG0001140	Prbc.g_00267	Praz.g_00247
OG0001141	Prbc.g_00266	Praz.g_00246
OG0001142	Prbc.g_00248	Praz.g_00242
OG0001143	Prbc.g_00247	Praz.g_00241
OG0001144	Prbc.g_00246	Praz.g_00240
OG0001145	Prbc.g_00245	Praz.g_00239
OG0001146	Prbc.g_00244	Praz.g_00238
OG0001147	Prbc.g_00243	Praz.g_00237
OG0001148	Prbc.g_00242	Praz.g_00236
OG0001149	Prbc.g_00241	Praz.g_00234
OG0001150	Prbc.g_00240	Praz.g_00233
OG0001151	Prbc.g_00237	Praz.g_00231
OG0001152	Prbc.g_00236	Praz.g_00230
OG0001153	Prbc.g_00235	Praz.g_00229
OG0001154	Prbc.g_00233	Praz.g_00227
OG0001155	Prbc.g_00231	Praz.g_00225
OG0001156	Prbc.g_00229	Praz.g_00223
OG0001157	Prbc.g_00227	Praz.g_00222
OG0001158	Prbc.g_00225	Praz.g_00220
OG0001159	Prbc.g_00224	Praz.g_00219
OG0001160	Prbc.g_00223	Praz.g_00218
OG0001161	Prbc.g_00222	Praz.g_00217
OG0001162	Prbc.g_00221	Praz.g_00216
OG0001163	Prbc.g_00220	Praz.g_00215
OG0001164	Prbc.g_00219	Praz.g_00214
OG0001165	Prbc.g_00218	Praz.g_00213
OG0001166	Prbc.g_00217	Praz.g_00212
OG0001167	Prbc.g_00216	Praz.g_00211
OG0001168	Prbc.g_00215	Praz.g_00210
OG0001169	Prbc.g_00214	Praz.g_00209
OG0001170	Prbc.g_00213	Praz.g_00207
OG0001171	Prbc.g_00212	Praz.g_00206
OG0001172	Prbc.g_00210	Praz.g_00204
OG0001173	Prbc.g_00208	Praz.g_00202
OG0001174	Prbc.g_00207	Praz.g_00201
OG0001175	Prbc.g_00206	Praz.g_00200
OG0001176	Prbc.g_00204	Praz.g_00199
OG0001177	Prbc.g_00202	Praz.g_00197
OG0001178	Prbc.g_00198	Praz.g_00194
OG0001179	Prbc.g_00197	Praz.g_00193
OG0001180	Prbc.g_00196	Praz.g_00192
OG0001181	Prbc.g_00195	Praz.g_00191
OG0001182	Prbc.g_00194	Praz.g_00190
OG0001183	Prbc.g_00193	Praz.g_00189
OG0001184	Prbc.g_00189	Praz.g_00187
OG0001185	Prbc.g_00965	Praz.g_00184
OG0001186	Prbc.g_00966	Praz.g_00183
OG0001187	Prbc.g_00967	Praz.g_00181
OG0001188	Prbc.g_00968	Praz.g_00180
OG0001189	Prbc.g_00969	Praz.g_00179
OG0001190	Prbc.g_00970	Praz.g_00178
OG0001191	Prbc.g_00971	Praz.g_00177
OG0001192	Prbc.g_00972	Praz.g_00176
OG0001193	Prbc.g_00973	Praz.g_00175
OG0001194	Prbc.g_00974	Praz.g_00174
OG0001195	Prbc.g_00975	Praz.g_00173
OG0001196	Prbc.g_00976	Praz.g_00172
OG0001197	Prbc.g_00977	Praz.g_00171
OG0001198	Prbc.g_00978	Praz.g_00170
OG0001199	Prbc.g_00979	Praz.g_00169
OG0001200	Prbc.g_00980	Praz.g_00168
OG0001201	Prbc.g_00981	Praz.g_00167
OG0001202	Prbc.g_00982	Praz.g_00166
OG0001203	Prbc.g_00984	Praz.g_00164
OG0001204	Prbc.g_00986	Praz.g_00162
OG0001205	Prbc.g_00988	Praz.g_00161
OG0001206	Prbc.g_00989	Praz.g_00160
OG0001207	Prbc.g_00990	Praz.g_00159
OG0001208	Prbc.g_00991	Praz.g_00158
OG0001209	Prbc.g_00992	Praz.g_00157
OG0001210	Prbc.g_00993	Praz.g_00156
OG0001211	Prbc.g_00994	Praz.g_00155
OG0001212	Prbc.g_00995	Praz.g_00154
OG0001213	Prbc.g_00996	Praz.g_00153
OG0001214	Prbc.g_00998	Praz.g_00151
OG0001215	Prbc.g_00999	Praz.g_00150
OG0001216	Prbc.g_01000	Praz.g_00149
OG0001217	Prbc.g_01001	Praz.g_00148
OG0001218	Prbc.g_01002	Praz.g_00147
OG0001219	Prbc.g_01005	Praz.g_00144
OG0001220	Prbc.g_01006	Praz.g_00143
OG0001221	Prbc.g_01011	Praz.g_00140
OG0001222	Prbc.g_01012	Praz.g_00139
OG0001223	Prbc.g_01013	Praz.g_00138
OG0001224	Prbc.g_01015	Praz.g_00137
OG0001225	Prbc.g_01016	Praz.g_00136
OG0001226	Prbc.g_01017	Praz.g_00135
OG0001227	Prbc.g_01018	Praz.g_00134
OG0001228	Prbc.g_01019	Praz.g_00133
OG0001229	Prbc.g_01020	Praz.g_00132
OG0001230	Prbc.g_01021	Praz.g_00131
OG0001231	Prbc.g_01022	Praz.g_00130
OG0001232	Prbc.g_01043	Praz.g_00129
OG0001233	Prbc.g_01044	Praz.g_00128
OG0001234	Prbc.g_01045	Praz.g_00127
OG0001235	Prbc.g_01046	Praz.g_00126
OG0001236	Prbc.g_01048	Praz.g_00124
OG0001237	Prbc.g_01049	Praz.g_00123
OG0001238	Prbc.g_01052	Praz.g_00121
OG0001239	Prbc.g_01053	Praz.g_00120
OG0001240	Prbc.g_01054	Praz.g_00119
OG0001241	Prbc.g_01057	Praz.g_00117
OG0001242	Prbc.g_01060	Praz.g_00357
OG0001243	Prbc.g_01061	Praz.g_00358
OG0001244	Prbc.g_01062	Praz.g_00359
OG0001245	Prbc.g_01063	Praz.g_00360
OG0001246	Prbc.g_01065	Praz.g_00361
OG0001247	Prbc.g_01066	Praz.g_00362
OG0001248	Prbc.g_01067	Praz.g_00363
OG0001249	Prbc.g_01068	Praz.g_00364
OG0001250	Prbc.g_01069	Praz.g_00365
OG0001251	Prbc.g_00481	Praz.g_00452
OG0001252	Prbc.g_00433	Praz.g_00498
OG0001253	Prbc.g_00421	Praz.g_00510
OG0001254	Prbc.g_01173	Praz.g_00639
OG0001255	Prbc.g_01245	Praz.g_00690
OG0001257	Prbc.g_01542	Praz.g_01846
OG0001258	Prbc.g_01557	Praz.g_01830
OG0001259	Prbc.g_01666	Praz.g_01740
OG0001260	Prbc.g_02071, Prbc.g_01377	Praz.g_01568
OG0001261	Prbc.g_01894	Praz.g_01477
OG0001262	Prbc.g_00068	Praz.g_01461
OG0001263	Prbc.g_01953	Praz.g_01440
OG0001264	Prbc.g_01976	Praz.g_01409
OG0001265	Prbc.g_02086	Praz.g_01301
OG0001266	Prbc.g_00930	Praz.g_00090
OG0001267	Prbc.g_01463	Praz.g_00008
OG0001268	Prbc.g_01449	Praz.g_00758
OG0001269	Prbc.g_00586	Praz.g_01156
OG0001270	Prbc.g_00750	Praz.g_01001
OG0001271	Prbc.g_00762	Praz.g_00990
OG0001272	Prbc.g_01940, Prbc.g_00069	Praz.g_00948
OG0001273	Prbc.g_01598	Praz.g_00947
OG0001274	Prbc.g_00799	Praz.g_00942
OG0001275	Prbc.g_02129	Praz.g_00924, Praz.g_00925
OG0001276	Prbc.g_00802	Praz.g_00914
OG0001277	Prbc.g_00811, Prbc.g_00909	Praz.g_00903
OG0001278	Prbc.g_00825	Praz.g_00885
OG0001279	Prbc.g_00829	Praz.g_00881
OG0001280	Prbc.g_00831	Praz.g_00878
OG0001281	Prbc.g_00937	Praz.g_00332
OG0001282	Prbc.g_01309	Praz.g_00307
OG0001283	Prbc.g_00230	Praz.g_00224
OG0001284	Prbc.g_00199	Praz.g_00195
OG0001285	Prbc.g_00985	Praz.g_00163
OG0001286	Prbc.g_01056	Praz.g_00118
OG0001288	Prbc.g_01498	Praz.g_01891
OG0001290	Prbc.g_01100	Praz.g_00395
OG0001291	Prbc.g_00502	Praz.g_00431
OG0001292	Prbc.g_00499	Praz.g_00434
OG0001293	Prbc.g_00497	Praz.g_00436
OG0001294	Prbc.g_00480	Praz.g_00453
OG0001295	Prbc.g_00452	Praz.g_00479
OG0001296	Prbc.g_00445	Praz.g_00485
OG0001297	Prbc.g_00372	Praz.g_00559
OG0001298	Prbc.g_01141	Praz.g_00603
OG0001299	Prbc.g_01148	Praz.g_00612
OG0001300	Prbc.g_02120	Praz.g_00801
OG0001301	Prbc.g_01714	Praz.g_01693
OG0001303	Prbc.g_01829	Praz.g_01560
OG0001304	Prbc.g_02104	Praz.g_01285
OG0001305	Prbc.g_02109	Praz.g_01280
OG0001306	Prbc.g_01042	Praz.g_00098
OG0001307	Prbc.g_01985	Praz.g_00107
OG0001308	Prbc.g_02114	Praz.g_00048
OG0001309	Prbc.g_00987	Praz.g_00046
OG0001310	Prbc.g_01277	Praz.g_00035
OG0001311	Prbc.g_01413	Praz.g_00726
OG0001312	Prbc.g_00587	Praz.g_01155
OG0001313	Prbc.g_01833	Praz.g_00944
OG0001314	Prbc.g_00853	Praz.g_00854
OG0001315	Prbc.g_00888	Praz.g_00820
OG0001316	Prbc.g_00234	Praz.g_00228
OG0001318	Prbc.g_00429	Praz.g_00501
OG0001319	Prbc.g_00332	Praz.g_00598
OG0001320	Prbc.g_01471	Praz.g_01861
OG0001322	Prbc.g_01822	Praz.g_01531
OG0001323	Prbc.g_01966	Praz.g_00082
OG0001324	Prbc.g_00041	Praz.g_00115
OG0001325	Prbc.g_01348, Prbc.g_02182	Praz.g_00042
OG0001326	Prbc.g_00143	Praz.g_01208
OG0001327	Prbc.g_00559	Praz.g_01206
OG0001329	Prbc.g_01050	Praz.g_01119
OG0001330	Prbc.g_00795	Praz.g_00951
OG0001333	Prbc.g_00280	Praz.g_00259
OG0001334	Prbc.g_00209	Praz.g_00203
OG0001335	Prbc.g_00983	Praz.g_00165
OG0001336	Prbc.g_00442	Praz.g_00488
OG0001338	Prbc.g_02147	Praz.g_00504
OG0001344	Prbc.g_01483, Prbc.g_00646	Praz.g_00796
OG0001348	Prbc.g_01584	Praz.g_01824
OG0001349	Prbc.g_01589	Praz.g_01819
OG0001350	Prbc.g_01594	Praz.g_01814
OG0001352	Prbc.g_01763	Praz.g_01648
OG0001356	Prbc.g_01956, Prbc.g_01957	Praz.g_01426
OG0001359	Prbc.g_00901	Praz.g_00021
OG0001360	Prbc.g_00902	Praz.g_00020
OG0001362	Prbc.g_00133	Praz.g_01236
OG0001364	Prbc.g_00781	Praz.g_00971
OG0001365	Prbc.g_02000	Praz.g_00337
OG0001368	Prbc.g_00200	Praz.g_00196
OG0001369	Prbc.g_02087	Praz.g_01300
OG0001371	Prbc.g_00506	Praz.g_00427
OG0001372	Prbc.g_00505	Praz.g_00428
OG0001373	Prbc.g_00498	Praz.g_00435
OG0001374	Prbc.g_00486	Praz.g_00447
OG0001376	Prbc.g_00336	Praz.g_00594
OG0001377	Prbc.g_01152	Praz.g_00616
OG0001379	Prbc.g_00748	Praz.g_00813
OG0001381	Prbc.g_01515	Praz.g_01874
OG0001382	Prbc.g_01523	Praz.g_01868
OG0001383	Prbc.g_01591	Praz.g_01817
OG0001385	Prbc.g_01744	Praz.g_01664
OG0001386	Prbc.g_01754	Praz.g_01656
OG0001387	Prbc.g_01756	Praz.g_01654
OG0001388	Prbc.g_01768	Praz.g_01644
OG0001389	Prbc.g_01792	Praz.g_01602
OG0001390	Prbc.g_00539	Praz.g_01569
OG0001391	Prbc.g_02002	Praz.g_01526
OG0001392	Prbc.g_01955	Praz.g_01427
OG0001393	Prbc.g_01958	Praz.g_01425
OG0001394	Prbc.g_01982	Praz.g_01403
OG0001395	Prbc.g_01986	Praz.g_01400
OG0001396	Prbc.g_00092	Praz.g_01318
OG0001397	Prbc.g_02095	Praz.g_01291
OG0001398	Prbc.g_01931	Praz.g_00070
OG0001399	Prbc.g_01954	Praz.g_00080
OG0001400	Prbc.g_01947	Praz.g_00088
OG0001401	Prbc.g_00615	Praz.g_00095
OG0001402	Prbc.g_01461	Praz.g_00006
OG0001403	Prbc.g_00567	Praz.g_01179
OG0001404	Prbc.g_02160	Praz.g_01148
OG0001405	Prbc.g_00658	Praz.g_01138
OG0001406	Prbc.g_00749	Praz.g_01002
OG0001407	Prbc.g_00753	Praz.g_00999
OG0001408	Prbc.g_00796	Praz.g_00950
OG0001409	Prbc.g_00613	Praz.g_00936
OG0001411	Prbc.g_00176	Praz.g_00911
OG0001412	Prbc.g_02014	Praz.g_01369
OG0001413	Prbc.g_00533	Praz.g_00693
OG0001414	Prbc.g_00249	Praz.g_00422
OG0001415	Prbc.g_01218	Praz.g_00683
OG0001416	Prbc.g_01601	Praz.g_01807
OG0001417	Prbc.g_01755	Praz.g_01655
OG0001418	Prbc.g_00115	Praz.g_01557
OG0001419	Prbc.g_02006	Praz.g_01522
OG0001420	Prbc.g_00923	Praz.g_01423
OG0001421	Prbc.g_01963	Praz.g_01419
OG0001422	Prbc.g_01814	Praz.g_00085
OG0001423	Prbc.g_00158	Praz.g_00019
OG0001424	Prbc.g_00904	Praz.g_01938
OG0001426	Prbc.g_01051	Praz.g_00122
OG0001427	Prbc.g_00816	Praz.g_00802
OG0001429	Prbc.g_02046	Praz.g_01340
OG0001430	Prbc.g_02144	Praz.g_01309
OG0001431	Prbc.g_01946	Praz.g_00086
OG0001432	Prbc.g_01825	Praz.g_00089
OG0001433	Prbc.g_00123	Praz.g_01233
OG0001435	Prbc.g_02157	Praz.g_00938
OG0001436	Prbc.g_00603	Praz.g_01548
OG0001438	Prbc.g_01697	Praz.g_01710
OG0001441	Prbc.g_00063	Praz.g_00055
OG0001442	Prbc.g_00803	Praz.g_00032
OG0001443	Prbc.g_01464	Praz.g_00009
OG0001444	Prbc.g_01425	Praz.g_00735
OG0001445	Prbc.g_00652	Praz.g_01248
OG0001446	Prbc.g_00653	Praz.g_01246
OG0001447	Prbc.g_00654	Praz.g_01245
OG0001448	Prbc.g_01806	Praz.g_00917
OG0001452	Prbc.g_01004	Praz.g_00145
OG0001453	Prbc.g_00052	Praz.g_00906
OG0001455	Prbc.g_02156	Praz.g_01913
OG0001458	Prbc.g_00048, Prbc.g_01302	Praz.g_01570
OG0001459	Prbc.g_00514	Praz.g_01533
OG0001461	Prbc.g_01848	Praz.g_01377
OG0001464	Prbc.g_01379, Prbc.g_02066	Praz.g_00084
OG0001465	Prbc.g_01945	Praz.g_01211
OG0001467	Prbc.g_00706	Praz.g_01044
OG0001469	Prbc.g_01448	Praz.g_00757
OG0001472	Prbc.g_01925	Praz.g_01450
OG0001473	Prbc.g_02001	Praz.g_01441
OG0001474	Prbc.g_00911	Praz.g_01439
OG0001475	Prbc.g_01942	Praz.g_00075
OG0001476	Prbc.g_01943	Praz.g_00076
OG0001477	Prbc.g_01944	Praz.g_00077
OG0001478	Prbc.g_00678	Praz.g_00083
OG0001479	Prbc.g_01423	Praz.g_00110
OG0001480	Prbc.g_01495	Praz.g_00061
OG0001482	Prbc.g_01520	Praz.g_00892
OG0001486	Prbc.g_01998	Praz.g_01389
OG0001487	Prbc.g_01701	Praz.g_01553
OG0001491	Prbc.g_02149	Praz.g_01536
OG0001492	Prbc.g_01892	Praz.g_01479
OG0001493	Prbc.g_00912	Praz.g_01438
OG0001494	Prbc.g_00913	Praz.g_01437
OG0001495	Prbc.g_00914	Praz.g_01436
OG0001496	Prbc.g_00915	Praz.g_01435
OG0001497	Prbc.g_00916	Praz.g_01434
OG0001498	Prbc.g_00917	Praz.g_01433
OG0001499	Prbc.g_00918	Praz.g_01432
OG0001500	Prbc.g_00919	Praz.g_01431
OG0001501	Prbc.g_00920	Praz.g_01430
OG0001502	Prbc.g_00921	Praz.g_01429
OG0001503	Prbc.g_00922	Praz.g_01428
OG0001507	Prbc.g_01465	Praz.g_00010
OG0001509	Prbc.g_01135	Praz.g_00317
OG0001510	Prbc.g_00250	Praz.g_00243
OG0001512	Prbc.g_01352, Prbc.g_00621, Prbc.g_00016, Prbc.g_00002, Prbc.g_01367	Praz.g_01255
OG0001515	Prbc.g_00809, Prbc.g_00526	Praz.g_01566
OG0001516	Prbc.g_02056	Praz.g_01328
OG0001517	Prbc.g_02187	Praz.g_00093
OG0001518	Prbc.g_01347, Prbc.g_01330, Prbc.g_01332, Prbc.g_01326	Praz.g_00897
OG0001519	Prbc.g_00078	Praz.g_00785
OG0001520	Prbc.g_00602	Praz.g_01549
OG0001523	Prbc.g_00519	Praz.g_00421
OG0001524	Prbc.g_01279	Praz.g_00798
OG0001527	Prbc.g_01342	Praz.g_00057
OG0001528	Prbc.g_00813	Praz.g_01235
OG0001529	Prbc.g_01334	Praz.g_01232
OG0001530	Prbc.g_00601	Praz.g_01550
OG0001533	Prbc.g_01280	Praz.g_00770
OG0001535	Prbc.g_01922	Praz.g_01453
OG0001536	Prbc.g_02140	Praz.g_00059
OG0001538	Prbc.g_00581	Praz.g_01209
OG0001539	Prbc.g_01291	Praz.g_01194
OG0001543	Prbc.g_01287	Praz.g_00923
OG0001549	Prbc.g_00444	Praz.g_00486
OG0001550	Prbc.g_01199	Praz.g_00664
OG0001551	Prbc.g_01115, Prbc.g_00528	Praz.g_00688
OG0001552	Prbc.g_00151	Praz.g_00806
OG0001553	Prbc.g_01297	Praz.g_00783
OG0001554	Prbc.g_02123	Praz.g_00782
OG0001555	Prbc.g_02132	Praz.g_01871
OG0001556	Prbc.g_01482	Praz.g_01859
OG0001557	Prbc.g_01757	Praz.g_01653
OG0001559	Prbc.g_00128	Praz.g_01565
OG0001560	Prbc.g_02072	Praz.g_01544
OG0001561	Prbc.g_00624	Praz.g_01448
OG0001562	Prbc.g_01818	Praz.g_01311
OG0001563	Prbc.g_00520	Praz.g_00091
OG0001564	Prbc.g_02117	Praz.g_00092
OG0001565	Prbc.g_01826	Praz.g_00094
OG0001566	Prbc.g_02131	Praz.g_00097
OG0001567	Prbc.g_01310	Praz.g_00103
OG0001568	Prbc.g_02186	Praz.g_00062
OG0001569	Prbc.g_00114	Praz.g_00058
OG0001570	Prbc.g_00119	Praz.g_00052
OG0001571	Prbc.g_00150	Praz.g_00039
OG0001572	Prbc.g_01288	Praz.g_00029
OG0001573	Prbc.g_02146	Praz.g_00026
OG0001575	Prbc.g_00627	Praz.g_01214
OG0001576	Prbc.g_00142	Praz.g_01203
OG0001577	Prbc.g_00931	Praz.g_01142
OG0001578	Prbc.g_00656	Praz.g_01140
OG0001582	Prbc.g_02076	Praz.g_00958
OG0001583	Prbc.g_01834	Praz.g_00956
OG0001584	Prbc.g_01484	Praz.g_00955
OG0001585	Prbc.g_00800	Praz.g_00945
OG0001586	Prbc.g_00642	Praz.g_00186
OG0001591	Prbc.g_00614	Praz.g_00812
OG0001594	Prbc.g_01480	Praz.g_01860
OG0001595	Prbc.g_01314	Praz.g_01624
OG0001597	Prbc.g_00099	Praz.g_01446
OG0001599	Prbc.g_00908	Praz.g_00016
OG0001600	Prbc.g_01489	Praz.g_00015
OG0001601	Prbc.g_01488	Praz.g_00014
OG0001602	Prbc.g_01487	Praz.g_00013
OG0001603	Prbc.g_00117	Praz.g_00902
OG0001604	Prbc.g_00098	Praz.g_00864
OG0001606	Prbc.g_01251	Praz.g_00342
OG0001609	Prbc.g_00815	Praz.g_00807
OG0001612	Prbc.g_01830	Praz.g_01535
OG0001616	Prbc.g_00049	Praz.g_01217
OG0001618	Prbc.g_00147	Praz.g_01163
OG0001628	Prbc.g_02197	Praz.g_00915
OG0001629	Prbc.g_00531	Praz.g_01161
OG0001637	Prbc.g_01137	Praz.g_01575
OG0001638	Prbc.g_01131	Praz.g_00420
OG0001638	Prbc.g_01369	Praz.g_00419
OG0001646	Prbc.g_01305	Praz.g_01267
OG0001695	Prbc.g_00185	Praz.g_01105
OG0001699	Prbc.g_01325	Praz.g_01623
OG0001705	Prbc.g_00639	Praz.g_00049
OG0001713	Prbc.g_00188	Praz.g_01117
OG0001819	Prbc.g_00649	Praz.g_01922
OG0001829	Prbc.g_00631	Praz.g_00912
OG0001866	Prbc.g_00135	Praz.g_01234
OG0001877	Prbc.g_01371	Praz.g_00779
OG0001882	Prbc.g_01559	Praz.g_00895
OG0001960	Prbc.g_01110, Prbc.g_00263	Praz.g_00244
OG0002019	Prbc.g_00620	Praz.g_00889
OG0002199	Prbc.g_00814	Praz.g_00900
