Orthogroup	Prbc	Prax
OG0001113	Prbc.g_00302	Prax.g_01321
OG0001114	Prbc.g_00301	Prax.g_01322
OG0001115	Prbc.g_00300	Prax.g_01323
OG0001116	Prbc.g_00299	Prax.g_01324
OG0001117	Prbc.g_00298	Prax.g_01325
OG0001118	Prbc.g_00297	Prax.g_01326
OG0001119	Prbc.g_00296	Prax.g_01327
OG0001120	Prbc.g_00295	Prax.g_01328
OG0001121	Prbc.g_00293	Prax.g_01330
OG0001122	Prbc.g_00292	Prax.g_01331
OG0001123	Prbc.g_00291	Prax.g_01332
OG0001124	Prbc.g_00289	Prax.g_01334
OG0001125	Prbc.g_00287	Prax.g_01336
OG0001126	Prbc.g_00286	Prax.g_01337
OG0001127	Prbc.g_00283	Prax.g_01339
OG0001128	Prbc.g_00282	Prax.g_01340
OG0001129	Prbc.g_00281	Prax.g_01341
OG0001130	Prbc.g_00278	Prax.g_01344
OG0001131	Prbc.g_00277	Prax.g_01345
OG0001132	Prbc.g_00276	Prax.g_01346
OG0001133	Prbc.g_00275	Prax.g_01347
OG0001134	Prbc.g_00274	Prax.g_01348
OG0001135	Prbc.g_00273	Prax.g_01349
OG0001136	Prbc.g_00272	Prax.g_01350
OG0001137	Prbc.g_00271	Prax.g_01351
OG0001138	Prbc.g_00270	Prax.g_01352
OG0001139	Prbc.g_00268	Prax.g_01353
OG0001140	Prbc.g_00267	Prax.g_01354
OG0001141	Prbc.g_00266	Prax.g_01355
OG0001142	Prbc.g_00248	Prax.g_01358
OG0001143	Prbc.g_00247	Prax.g_01359
OG0001144	Prbc.g_00246	Prax.g_01360
OG0001145	Prbc.g_00245	Prax.g_01361
OG0001146	Prbc.g_00244	Prax.g_01362
OG0001147	Prbc.g_00243	Prax.g_01363
OG0001148	Prbc.g_00242	Prax.g_01364
OG0001149	Prbc.g_00241	Prax.g_01366
OG0001150	Prbc.g_00240	Prax.g_01367
OG0001151	Prbc.g_00237	Prax.g_01369
OG0001152	Prbc.g_00236	Prax.g_01370
OG0001153	Prbc.g_00235	Prax.g_01371
OG0001154	Prbc.g_00233	Prax.g_01373
OG0001155	Prbc.g_00231	Prax.g_01375
OG0001156	Prbc.g_00229	Prax.g_01377
OG0001157	Prbc.g_00227	Prax.g_01378
OG0001158	Prbc.g_00225	Prax.g_01380
OG0001159	Prbc.g_00224	Prax.g_01381
OG0001160	Prbc.g_00223	Prax.g_01382
OG0001161	Prbc.g_00222	Prax.g_01383
OG0001162	Prbc.g_00221	Prax.g_01384
OG0001163	Prbc.g_00220	Prax.g_01385
OG0001164	Prbc.g_00219	Prax.g_01386
OG0001165	Prbc.g_00218	Prax.g_01387
OG0001166	Prbc.g_00217	Prax.g_01388
OG0001167	Prbc.g_00216	Prax.g_01389
OG0001168	Prbc.g_00215	Prax.g_01390
OG0001169	Prbc.g_00214	Prax.g_01391
OG0001170	Prbc.g_00213	Prax.g_01392
OG0001171	Prbc.g_00212	Prax.g_01393
OG0001172	Prbc.g_00210	Prax.g_01395
OG0001173	Prbc.g_00208	Prax.g_01397
OG0001174	Prbc.g_00207	Prax.g_01398
OG0001175	Prbc.g_00206	Prax.g_01399
OG0001176	Prbc.g_00204	Prax.g_01400
OG0001177	Prbc.g_00202	Prax.g_01402
OG0001178	Prbc.g_00198	Prax.g_01405
OG0001179	Prbc.g_00197	Prax.g_01406
OG0001180	Prbc.g_00196	Prax.g_01407
OG0001181	Prbc.g_00195	Prax.g_01408
OG0001182	Prbc.g_00194	Prax.g_01409
OG0001183	Prbc.g_00193	Prax.g_01410
OG0001184	Prbc.g_00189	Prax.g_01412
OG0001185	Prbc.g_00965	Prax.g_01415
OG0001186	Prbc.g_00966	Prax.g_01416
OG0001187	Prbc.g_00967	Prax.g_01418
OG0001188	Prbc.g_00968	Prax.g_01419
OG0001189	Prbc.g_00969	Prax.g_01420
OG0001190	Prbc.g_00970	Prax.g_01421
OG0001191	Prbc.g_00971	Prax.g_01422
OG0001192	Prbc.g_00972	Prax.g_01423
OG0001193	Prbc.g_00973	Prax.g_01424
OG0001194	Prbc.g_00974	Prax.g_01425
OG0001195	Prbc.g_00975	Prax.g_01426
OG0001196	Prbc.g_00976	Prax.g_01427
OG0001197	Prbc.g_00977	Prax.g_01428
OG0001198	Prbc.g_00978	Prax.g_01429
OG0001199	Prbc.g_00979	Prax.g_01430
OG0001200	Prbc.g_00980	Prax.g_01431
OG0001201	Prbc.g_00981	Prax.g_01432
OG0001202	Prbc.g_00982	Prax.g_01433
OG0001203	Prbc.g_00984	Prax.g_01435
OG0001204	Prbc.g_00986	Prax.g_01437
OG0001205	Prbc.g_00988	Prax.g_01438
OG0001206	Prbc.g_00989	Prax.g_01439
OG0001207	Prbc.g_00990	Prax.g_01440
OG0001208	Prbc.g_00991	Prax.g_01441
OG0001209	Prbc.g_00992	Prax.g_01442
OG0001210	Prbc.g_00993	Prax.g_01443
OG0001211	Prbc.g_00994	Prax.g_01444
OG0001212	Prbc.g_00995	Prax.g_01445
OG0001213	Prbc.g_00996	Prax.g_01446
OG0001214	Prbc.g_00998	Prax.g_01448
OG0001215	Prbc.g_00999	Prax.g_01449
OG0001216	Prbc.g_01000	Prax.g_01450
OG0001217	Prbc.g_01001	Prax.g_01451
OG0001218	Prbc.g_01002	Prax.g_01452
OG0001219	Prbc.g_01005	Prax.g_01454
OG0001220	Prbc.g_01006	Prax.g_01455
OG0001221	Prbc.g_01011	Prax.g_01458
OG0001222	Prbc.g_01012	Prax.g_01459
OG0001223	Prbc.g_01013	Prax.g_01460
OG0001224	Prbc.g_01015	Prax.g_01461
OG0001225	Prbc.g_01016	Prax.g_01462
OG0001226	Prbc.g_01017	Prax.g_01463
OG0001227	Prbc.g_01018	Prax.g_01464
OG0001228	Prbc.g_01019	Prax.g_01465
OG0001229	Prbc.g_01020	Prax.g_01466
OG0001230	Prbc.g_01021	Prax.g_01467
OG0001231	Prbc.g_01022	Prax.g_01468
OG0001232	Prbc.g_01043	Prax.g_01469
OG0001233	Prbc.g_01044	Prax.g_01470
OG0001234	Prbc.g_01045	Prax.g_01471
OG0001235	Prbc.g_01046	Prax.g_01472
OG0001236	Prbc.g_01048	Prax.g_01474
OG0001237	Prbc.g_01049	Prax.g_01475
OG0001238	Prbc.g_01052	Prax.g_01477
OG0001239	Prbc.g_01053	Prax.g_01478
OG0001240	Prbc.g_01054	Prax.g_01479
OG0001241	Prbc.g_01057	Prax.g_01481
OG0001242	Prbc.g_01060	Prax.g_01482
OG0001243	Prbc.g_01061	Prax.g_01483
OG0001244	Prbc.g_01062	Prax.g_01484
OG0001245	Prbc.g_01063	Prax.g_01485
OG0001246	Prbc.g_01065	Prax.g_01486
OG0001247	Prbc.g_01066	Prax.g_01487
OG0001248	Prbc.g_01067	Prax.g_01488
OG0001249	Prbc.g_01068	Prax.g_01489
OG0001250	Prbc.g_01069	Prax.g_01490
OG0001251	Prbc.g_00481	Prax.g_01126
OG0001252	Prbc.g_00433	Prax.g_01080
OG0001253	Prbc.g_00421	Prax.g_01068
OG0001254	Prbc.g_01173	Prax.g_00894
OG0001255	Prbc.g_01245	Prax.g_00840
OG0001256	Prbc.g_00164	Prax.g_00776
OG0001257	Prbc.g_01542	Prax.g_00720
OG0001258	Prbc.g_01557	Prax.g_00703
OG0001259	Prbc.g_01666	Prax.g_00049
OG0001260	Prbc.g_02071, Prbc.g_01377	Prax.g_00429
OG0001261	Prbc.g_01894	Prax.g_00338
OG0001262	Prbc.g_00068	Prax.g_00322
OG0001263	Prbc.g_01953	Prax.g_00301, Prax.g_00501, Prax.g_00530
OG0001264	Prbc.g_01976	Prax.g_00560
OG0001265	Prbc.g_02086	Prax.g_01180
OG0001266	Prbc.g_00930	Prax.g_01229
OG0001267	Prbc.g_01463	Prax.g_00184
OG0001268	Prbc.g_01449	Prax.g_00197
OG0001269	Prbc.g_00586	Prax.g_01880
OG0001270	Prbc.g_00750	Prax.g_01688
OG0001271	Prbc.g_00762	Prax.g_01677
OG0001272	Prbc.g_01940, Prbc.g_00069	Prax.g_01635
OG0001273	Prbc.g_01598	Prax.g_01634
OG0001274	Prbc.g_00799	Prax.g_01629
OG0001275	Prbc.g_02129	Prax.g_01613
OG0001277	Prbc.g_00811, Prbc.g_00909	Prax.g_01591
OG0001278	Prbc.g_00825	Prax.g_01567
OG0001279	Prbc.g_00829	Prax.g_01563
OG0001280	Prbc.g_00831	Prax.g_01560
OG0001281	Prbc.g_00937	Prax.g_01265
OG0001282	Prbc.g_01309	Prax.g_01290
OG0001283	Prbc.g_00230	Prax.g_01376
OG0001284	Prbc.g_00199	Prax.g_01404
OG0001285	Prbc.g_00985	Prax.g_01436
OG0001286	Prbc.g_01056	Prax.g_01480
OG0001288	Prbc.g_01498	Prax.g_00763
OG0001290	Prbc.g_01100	Prax.g_00283
OG0001291	Prbc.g_00502	Prax.g_00642
OG0001292	Prbc.g_00499	Prax.g_00645
OG0001293	Prbc.g_00497	Prax.g_00647
OG0001294	Prbc.g_00480	Prax.g_01125
OG0001295	Prbc.g_00452	Prax.g_01099
OG0001296	Prbc.g_00445	Prax.g_01093
OG0001297	Prbc.g_00372	Prax.g_01019
OG0001298	Prbc.g_01141	Prax.g_00932
OG0001299	Prbc.g_01148	Prax.g_00923
OG0001300	Prbc.g_02120	Prax.g_00800
OG0001301	Prbc.g_01714	Prax.g_00096
OG0001303	Prbc.g_01829	Prax.g_00420
OG0001304	Prbc.g_02104	Prax.g_01195
OG0001305	Prbc.g_02109	Prax.g_01200
OG0001306	Prbc.g_01042	Prax.g_01237
OG0001307	Prbc.g_01985	Prax.g_01247
OG0001308	Prbc.g_02114	Prax.g_00138
OG0001309	Prbc.g_00987	Prax.g_00140
OG0001310	Prbc.g_01277	Prax.g_00151
OG0001311	Prbc.g_01413	Prax.g_00228
OG0001312	Prbc.g_00587	Prax.g_01879
OG0001313	Prbc.g_01833	Prax.g_01631
OG0001314	Prbc.g_00853	Prax.g_01536
OG0001315	Prbc.g_00888	Prax.g_01501
OG0001316	Prbc.g_00234	Prax.g_01372
OG0001318	Prbc.g_00429	Prax.g_01077
OG0001319	Prbc.g_00332	Prax.g_00980
OG0001320	Prbc.g_01471	Prax.g_00734
OG0001322	Prbc.g_01822	Prax.g_00392
OG0001323	Prbc.g_01966	Prax.g_01221
OG0001324	Prbc.g_00041	Prax.g_01255
OG0001325	Prbc.g_01348, Prbc.g_02182	Prax.g_00144
OG0001326	Prbc.g_00143	Prax.g_01931
OG0001327	Prbc.g_00559	Prax.g_01929
OG0001329	Prbc.g_01050	Prax.g_01843
OG0001330	Prbc.g_00795	Prax.g_01638
OG0001332	Prbc.g_00877	Prax.g_01512
OG0001333	Prbc.g_00280	Prax.g_01342
OG0001334	Prbc.g_00209	Prax.g_01396
OG0001335	Prbc.g_00983	Prax.g_01434
OG0001336	Prbc.g_00442	Prax.g_01090
OG0001338	Prbc.g_02147	Prax.g_01074
OG0001344	Prbc.g_01483, Prbc.g_00646	Prax.g_00796
OG0001348	Prbc.g_01584	Prax.g_00697
OG0001349	Prbc.g_01589	Prax.g_00692
OG0001350	Prbc.g_01594	Prax.g_00687
OG0001352	Prbc.g_01763	Prax.g_00960
OG0001356	Prbc.g_01956, Prbc.g_01957	Prax.g_00544
OG0001359	Prbc.g_00901	Prax.g_00165
OG0001360	Prbc.g_00902	Prax.g_00166
OG0001362	Prbc.g_00133	Prax.g_01957
OG0001364	Prbc.g_00781	Prax.g_01658
OG0001365	Prbc.g_02000	Prax.g_01260
OG0001368	Prbc.g_00200	Prax.g_01403
OG0001369	Prbc.g_02087	Prax.g_01181
OG0001371	Prbc.g_00506	Prax.g_00638
OG0001372	Prbc.g_00505	Prax.g_00639
OG0001373	Prbc.g_00498	Prax.g_00646
OG0001374	Prbc.g_00486	Prax.g_00658
OG0001376	Prbc.g_00336	Prax.g_00984
OG0001377	Prbc.g_01152	Prax.g_00919
OG0001379	Prbc.g_00748	Prax.g_00811
OG0001380	Prbc.g_02116	Prax.g_00775, Prax.g_00507
OG0001382	Prbc.g_01523	Prax.g_00741
OG0001383	Prbc.g_01591	Prax.g_00690
OG0001385	Prbc.g_01744	Prax.g_00976
OG0001386	Prbc.g_01754	Prax.g_00968
OG0001387	Prbc.g_01756	Prax.g_00966
OG0001388	Prbc.g_01768	Prax.g_00956
OG0001389	Prbc.g_01792	Prax.g_00480
OG0001390	Prbc.g_00539	Prax.g_00430
OG0001391	Prbc.g_02002	Prax.g_00387
OG0001392	Prbc.g_01955	Prax.g_00543
OG0001393	Prbc.g_01958	Prax.g_00545
OG0001394	Prbc.g_01982	Prax.g_00566
OG0001395	Prbc.g_01986	Prax.g_00569
OG0001396	Prbc.g_00092	Prax.g_01161
OG0001397	Prbc.g_02095	Prax.g_01189
OG0001398	Prbc.g_01931	Prax.g_01208
OG0001399	Prbc.g_01954	Prax.g_01218
OG0001400	Prbc.g_01947	Prax.g_01227
OG0001401	Prbc.g_00615	Prax.g_01234
OG0001402	Prbc.g_01461	Prax.g_00186
OG0001403	Prbc.g_00567	Prax.g_01898
OG0001404	Prbc.g_02160	Prax.g_01872
OG0001405	Prbc.g_00658	Prax.g_01862
OG0001406	Prbc.g_00749	Prax.g_01689
OG0001407	Prbc.g_00753	Prax.g_01686
OG0001408	Prbc.g_00796	Prax.g_01637
OG0001409	Prbc.g_00613	Prax.g_01624
OG0001410	Prbc.g_02169	Prax.g_01610, Prax.g_01611
OG0001411	Prbc.g_00176	Prax.g_01599
OG0001412	Prbc.g_02014	Prax.g_00601
OG0001414	Prbc.g_00249	Prax.g_00633
OG0001415	Prbc.g_01218	Prax.g_00847
OG0001416	Prbc.g_01601	Prax.g_00680
OG0001417	Prbc.g_01755	Prax.g_00967
OG0001418	Prbc.g_00115	Prax.g_00417
OG0001419	Prbc.g_02006	Prax.g_00383
OG0001420	Prbc.g_00923	Prax.g_00547
OG0001421	Prbc.g_01963	Prax.g_00551
OG0001422	Prbc.g_01814	Prax.g_01224
OG0001423	Prbc.g_00158	Prax.g_00167
OG0001426	Prbc.g_01051	Prax.g_01476
OG0001427	Prbc.g_00816	Prax.g_00801
OG0001429	Prbc.g_02046	Prax.g_01139
OG0001430	Prbc.g_02144	Prax.g_01172
OG0001431	Prbc.g_01946	Prax.g_01225
OG0001432	Prbc.g_01825	Prax.g_01228
OG0001433	Prbc.g_00123	Prax.g_01954
OG0001435	Prbc.g_02157	Prax.g_01625
OG0001436	Prbc.g_00603	Prax.g_00527
OG0001438	Prbc.g_01697	Prax.g_00079
OG0001441	Prbc.g_00063	Prax.g_00131
OG0001442	Prbc.g_00803	Prax.g_00154
OG0001443	Prbc.g_01464	Prax.g_00183
OG0001444	Prbc.g_01425	Prax.g_00219
OG0001458	Prbc.g_00048, Prbc.g_01302	Prax.g_00431
OG0001459	Prbc.g_00514	Prax.g_00394
OG0001461	Prbc.g_01848	Prax.g_00593
OG0001464	Prbc.g_01379, Prbc.g_02066	Prax.g_01223
OG0001466	Prbc.g_01278	Prax.g_01921
OG0001467	Prbc.g_00706	Prax.g_01736
OG0001469	Prbc.g_01448	Prax.g_00198
OG0001472	Prbc.g_01925	Prax.g_00311
OG0001473	Prbc.g_02001	Prax.g_00302
OG0001474	Prbc.g_00911	Prax.g_00531
OG0001475	Prbc.g_01942	Prax.g_01213
OG0001476	Prbc.g_01943	Prax.g_01214
OG0001477	Prbc.g_01944	Prax.g_01215
OG0001478	Prbc.g_00678	Prax.g_01222
OG0001479	Prbc.g_01423	Prax.g_01250
OG0001480	Prbc.g_01495	Prax.g_00125
OG0001486	Prbc.g_01998	Prax.g_00581
OG0001487	Prbc.g_01701	Prax.g_00412
OG0001491	Prbc.g_02149	Prax.g_00397
OG0001492	Prbc.g_01892	Prax.g_00340
OG0001493	Prbc.g_00912	Prax.g_00532
OG0001494	Prbc.g_00913	Prax.g_00533
OG0001495	Prbc.g_00914	Prax.g_00534
OG0001496	Prbc.g_00915	Prax.g_00535
OG0001497	Prbc.g_00916	Prax.g_00536
OG0001498	Prbc.g_00917	Prax.g_00537
OG0001499	Prbc.g_00918	Prax.g_00538
OG0001500	Prbc.g_00919	Prax.g_00539
OG0001501	Prbc.g_00920	Prax.g_00540
OG0001502	Prbc.g_00921	Prax.g_00541
OG0001503	Prbc.g_00922	Prax.g_00542
OG0001504	Prbc.g_01993	Prax.g_00576
OG0001505	Prbc.g_00527, Prbc.g_01311	Prax.g_01163
OG0001507	Prbc.g_01465	Prax.g_00182
OG0001509	Prbc.g_01135	Prax.g_01280
OG0001510	Prbc.g_00250	Prax.g_01357
OG0001511	Prbc.g_00027, Prbc.g_00637	Prax.g_01965
OG0001515	Prbc.g_00809, Prbc.g_00526	Prax.g_00427
OG0001516	Prbc.g_02056	Prax.g_01151
OG0001517	Prbc.g_02187	Prax.g_01232
OG0001518	Prbc.g_01347, Prbc.g_01330, Prbc.g_01332, Prbc.g_01326	Prax.g_01588
OG0001519	Prbc.g_00078	Prax.g_00788
OG0001520	Prbc.g_00602	Prax.g_00526
OG0001522	Prbc.g_00630	Prax.g_01578
OG0001523	Prbc.g_00519	Prax.g_00632
OG0001524	Prbc.g_01279	Prax.g_00797
OG0001526	Prbc.g_01961	Prax.g_00549
OG0001527	Prbc.g_01342	Prax.g_00129
OG0001528	Prbc.g_00813	Prax.g_01956
OG0001529	Prbc.g_01334	Prax.g_01952
OG0001530	Prbc.g_00601	Prax.g_00525
OG0001533	Prbc.g_01280	Prax.g_00777
OG0001536	Prbc.g_02140	Prax.g_00127
OG0001538	Prbc.g_00581	Prax.g_01932
OG0001539	Prbc.g_01291	Prax.g_01913
OG0001540	Prbc.g_00163	Prax.g_01912
OG0001543	Prbc.g_01287	Prax.g_01612
OG0001549	Prbc.g_00444	Prax.g_01092
OG0001550	Prbc.g_01199	Prax.g_00868
OG0001551	Prbc.g_01115, Prbc.g_00528	Prax.g_00842
OG0001552	Prbc.g_00151	Prax.g_00804
OG0001553	Prbc.g_01297	Prax.g_00786
OG0001554	Prbc.g_02123	Prax.g_00785
OG0001555	Prbc.g_02132	Prax.g_00744
OG0001556	Prbc.g_01482	Prax.g_00732
OG0001557	Prbc.g_01757	Prax.g_00965
OG0001558	Prbc.g_00155	Prax.g_01961, Prax.g_00435
OG0001559	Prbc.g_00128	Prax.g_00426
OG0001560	Prbc.g_02072	Prax.g_00405
OG0001561	Prbc.g_00624	Prax.g_00309
OG0001562	Prbc.g_01818	Prax.g_01170
OG0001563	Prbc.g_00520	Prax.g_01230
OG0001564	Prbc.g_02117	Prax.g_01231
OG0001565	Prbc.g_01826	Prax.g_01233
OG0001566	Prbc.g_02131	Prax.g_01236
OG0001567	Prbc.g_01310	Prax.g_01243
OG0001568	Prbc.g_02186	Prax.g_00124
OG0001569	Prbc.g_00114	Prax.g_00128
OG0001570	Prbc.g_00119	Prax.g_00134
OG0001571	Prbc.g_00150	Prax.g_00147
OG0001572	Prbc.g_01288	Prax.g_00157
OG0001573	Prbc.g_02146	Prax.g_00160
OG0001574	Prbc.g_00019, Prbc.g_00096	Prax.g_01964
OG0001575	Prbc.g_00627	Prax.g_01935
OG0001576	Prbc.g_00142	Prax.g_01926
OG0001577	Prbc.g_00931	Prax.g_01866
OG0001578	Prbc.g_00656	Prax.g_01864
OG0001582	Prbc.g_02076	Prax.g_01645
OG0001583	Prbc.g_01834	Prax.g_01643
OG0001584	Prbc.g_01484	Prax.g_01642
OG0001585	Prbc.g_00800	Prax.g_01632
OG0001586	Prbc.g_00642	Prax.g_01413
OG0001587	Prbc.g_00014	Prax.g_01569
OG0001591	Prbc.g_00614	Prax.g_00810
OG0001594	Prbc.g_01480	Prax.g_00733
OG0001595	Prbc.g_01314	Prax.g_00936
OG0001597	Prbc.g_00099	Prax.g_00307
OG0001599	Prbc.g_00908	Prax.g_00176
OG0001600	Prbc.g_01489	Prax.g_00177
OG0001601	Prbc.g_01488	Prax.g_00178
OG0001602	Prbc.g_01487	Prax.g_00179
OG0001603	Prbc.g_00117	Prax.g_01590
OG0001604	Prbc.g_00098	Prax.g_01546
OG0001605	Prbc.g_00956	Prax.g_01284
OG0001606	Prbc.g_01251	Prax.g_00833
OG0001609	Prbc.g_00815	Prax.g_00805
OG0001612	Prbc.g_01830	Prax.g_00396
OG0001616	Prbc.g_00049	Prax.g_01939
OG0001628	Prbc.g_02197	Prax.g_01602
OG0001646	Prbc.g_01305	Prax.g_01575
OG0001695	Prbc.g_00185	Prax.g_01839
OG0001705	Prbc.g_00639	Prax.g_00137
OG0001713	Prbc.g_00188	Prax.g_01842
OG0001730	Prbc.g_00187	Prax.g_01841
OG0001736	Prbc.g_01994	Prax.g_00577
OG0001798	Prbc.g_01361	Prax.g_01574
OG0001827	Prbc.g_01282	Prax.g_01923
OG0001830	Prbc.g_00186	Prax.g_01840
OG0001866	Prbc.g_00135	Prax.g_01955
OG0001874	Prbc.g_02161	Prax.g_00497
OG0001882	Prbc.g_01559	Prax.g_01586
OG0001957	Prbc.g_00600	Prax.g_00528
OG0001965	Prbc.g_02175	Prax.g_00630
OG0002034	Prbc.g_01319	Prax.g_00455
OG0002140	Prbc.g_01274	Prax.g_00498
OG0002182	Prbc.g_00535	Prax.g_00172
OG0002188	Prbc.g_01356	Prax.g_01570
