Orthogroup	Praw	Syan
OG0001168	Praw.g_00553	Syan.g_01456
OG0001169	Praw.g_00555	Syan.g_01458
OG0001170	Praw.g_00557	Syan.g_01460
OG0001171	Praw.g_00567	Syan.g_01470
OG0001172	Praw.g_01914	Syan.g_02110
OG0001173	Praw.g_01913	Syan.g_02111
OG0001174	Praw.g_01905	Syan.g_02119
OG0001175	Praw.g_01904	Syan.g_02120
OG0001176	Praw.g_01897	Syan.g_02253
OG0001177	Praw.g_01895	Syan.g_02256
OG0001179	Praw.g_00112	Syan.g_02218
OG0001180	Praw.g_00090	Syan.g_02191
OG0001181	Praw.g_00086	Syan.g_02187
OG0001182	Praw.g_00079	Syan.g_02179
OG0001183	Praw.g_00075	Syan.g_02166
OG0001184	Praw.g_00059	Syan.g_01929
OG0001185	Praw.g_00045	Syan.g_01902
OG0001186	Praw.g_00021	Syan.g_01864
OG0001187	Praw.g_00017	Syan.g_01811
OG0001188	Praw.g_00015	Syan.g_01806
OG0001189	Praw.g_01191	Syan.g_01723
OG0001190	Praw.g_01187	Syan.g_01565
OG0001191	Praw.g_01177	Syan.g_01578
OG0001192	Praw.g_01172	Syan.g_01585
OG0001193	Praw.g_01162	Syan.g_01626
OG0001194	Praw.g_01161	Syan.g_01627
OG0001195	Praw.g_01160	Syan.g_01628
OG0001196	Praw.g_01147	Syan.g_01693
OG0001197	Praw.g_01146	Syan.g_01695
OG0001198	Praw.g_01139	Syan.g_01793
OG0001199	Praw.g_01360	Syan.g_02913
OG0001200	Praw.g_01358	Syan.g_02915
OG0001201	Praw.g_01327	Syan.g_02975
OG0001202	Praw.g_01236	Syan.g_03084
OG0001203	Praw.g_01197	Syan.g_02426
OG0001204	Praw.g_00890	Syan.g_02097
OG0001205	Praw.g_00702	Syan.g_01337
OG0001206	Praw.g_00685	Syan.g_02880
OG0001207	Praw.g_00670	Syan.g_02772
OG0001209	Praw.g_00613	Syan.g_01163
OG0001210	Praw.g_00608	Syan.g_00830
OG0001211	Praw.g_00598	Syan.g_00852
OG0001212	Praw.g_01942	Syan.g_01002
OG0001213	Praw.g_00165	Syan.g_01141
OG0001214	Praw.g_01885	Syan.g_00814
OG0001215	Praw.g_01832	Syan.g_00539
OG0001216	Praw.g_01807	Syan.g_00319
OG0001217	Praw.g_01759	Syan.g_00617
OG0001218	Praw.g_01751	Syan.g_02837
OG0001219	Praw.g_01708	Syan.g_00477
OG0001220	Praw.g_01647	Syan.g_00203
OG0001221	Praw.g_01586	Syan.g_01446
OG0001222	Praw.g_01547	Syan.g_00552
OG0001223	Praw.g_01521	Syan.g_00599
OG0001224	Praw.g_01471	Syan.g_00294
OG0001225	Praw.g_01469	Syan.g_00292
OG0001226	Praw.g_01443	Syan.g_02922
OG0001227	Praw.g_01424	Syan.g_00940
OG0001228	Praw.g_00279	Syan.g_01938
OG0001229	Praw.g_01014	Syan.g_02631
OG0001230	Praw.g_01091	Syan.g_01288
OG0001231	Praw.g_00432	Syan.g_01764
OG0001232	Praw.g_00538	Syan.g_01439
OG0001233	Praw.g_00558	Syan.g_01461
OG0001234	Praw.g_01902	Syan.g_01995
OG0001235	Praw.g_01893	Syan.g_02130
OG0001236	Praw.g_00062	Syan.g_01933
OG0001237	Praw.g_00058	Syan.g_01928
OG0001239	Praw.g_01363	Syan.g_02910
OG0001242	Praw.g_01316	Syan.g_02297
OG0001243	Praw.g_01310	Syan.g_02289
OG0001244	Praw.g_01294	Syan.g_03004
OG0001245	Praw.g_00753	Syan.g_00179
OG0001246	Praw.g_00644	Syan.g_02734
OG0001247	Praw.g_01839	Syan.g_00199
OG0001249	Praw.g_01719	Syan.g_02150
OG0001250	Praw.g_01658	Syan.g_00382
OG0001251	Praw.g_01610	Syan.g_00490
OG0001252	Praw.g_01476	Syan.g_00304
OG0001253	Praw.g_01423	Syan.g_00099
OG0001254	Praw.g_00203	Syan.g_01148
OG0001256	Praw.g_00425	Syan.g_01384
OG0001257	Praw.g_00431	Syan.g_00925, Syan.g_00217
OG0001258	Praw.g_00512	Syan.g_01395
OG0001259	Praw.g_00556	Syan.g_01459
OG0001260	Praw.g_00573	Syan.g_01478
OG0001261	Praw.g_00104	Syan.g_02209
OG0001262	Praw.g_01193	Syan.g_01721
OG0001263	Praw.g_01307	Syan.g_02286
OG0001265	Praw.g_01317	Syan.g_02299
OG0001266	Praw.g_01232	Syan.g_03088
OG0001267	Praw.g_00854	Syan.g_02023
OG0001268	Praw.g_00791	Syan.g_02138
OG0001270	Praw.g_00713	Syan.g_02393
OG0001271	Praw.g_00675	Syan.g_02849
OG0001272	Praw.g_00662	Syan.g_02758
OG0001274	Praw.g_01819	Syan.g_01528
OG0001275	Praw.g_01511	Syan.g_00628
OG0001276	Praw.g_01492	Syan.g_00360
OG0001277	Praw.g_01435	Syan.g_00007
OG0001278	Praw.g_00284	Syan.g_02585
OG0001279	Praw.g_00930	Syan.g_01306
OG0001281	Praw.g_00986	Syan.g_01220
OG0001282	Praw.g_01017	Syan.g_02774
OG0001284	Praw.g_00407	Syan.g_01369
OG0001285	Praw.g_00541	Syan.g_00977
OG0001286	Praw.g_00092	Syan.g_02193
OG0001287	Praw.g_00037	Syan.g_01894
OG0001289	Praw.g_01347	Syan.g_02942
OG0001291	Praw.g_01300	Syan.g_02273
OG0001292	Praw.g_00885	Syan.g_02091
OG0001293	Praw.g_00873	Syan.g_02051
OG0001294	Praw.g_00755	Syan.g_00758
OG0001295	Praw.g_00680	Syan.g_00836
OG0001296	Praw.g_00639	Syan.g_02728
OG0001297	Praw.g_00634	Syan.g_02724
OG0001298	Praw.g_01924	Syan.g_00944
OG0001299	Praw.g_01856	Syan.g_00764
OG0001303	Praw.g_01507	Syan.g_00479
OG0001304	Praw.g_01482	Syan.g_00345
OG0001305	Praw.g_01463	Syan.g_00191
OG0001306	Praw.g_00220	Syan.g_02714
OG0001308	Praw.g_00347	Syan.g_01248
OG0001309	Praw.g_00429	Syan.g_01196
OG0001310	Praw.g_00527	Syan.g_01422
OG0001311	Praw.g_01490	Syan.g_00358
OG0001312	Praw.g_01558	Syan.g_00496
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Syan.g_02860
OG0001314	Praw.g_01768	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Praw.g_01373	Syan.g_02168
OG0001317	Praw.g_01201	Syan.g_02422
OG0001318	Praw.g_00877	Syan.g_02060
OG0001319	Praw.g_00862	Syan.g_02034
OG0001323	Praw.g_00629	Syan.g_01193
OG0001325	Praw.g_01804	Syan.g_00323
OG0001326	Praw.g_01622	Syan.g_01636
OG0001327	Praw.g_01452	Syan.g_00753
OG0001328	Praw.g_01425	Syan.g_02675
OG0001329	Praw.g_00194	Syan.g_00838
OG0001330	Praw.g_00953	Syan.g_01202
OG0001331	Praw.g_01022	Syan.g_02779
OG0001332	Praw.g_00380	Syan.g_00412
OG0001333	Praw.g_00552	Syan.g_01455
OG0001336	Praw.g_01150	Syan.g_01688
OG0001341	Praw.g_01761	Syan.g_00524
OG0001345	Praw.g_00253	Syan.g_02655
OG0001346	Praw.g_00982	Syan.g_01214
OG0001351	Praw.g_00693	Syan.g_02804
OG0001353	Praw.g_01666	Syan.g_00372
OG0001354	Praw.g_01529	Syan.g_00585
OG0001356	Praw.g_01734	Syan.g_00067, Syan.g_00246
OG0001358	Praw.g_00156	Syan.g_00017
OG0001360	Praw.g_01422	Syan.g_02653
OG0001361	Praw.g_00250	Syan.g_02658
OG0001364	Praw.g_00069	Syan.g_01950
OG0001365	Praw.g_01183	Syan.g_01570
OG0001369	Praw.g_01342	Syan.g_02962
OG0001371	Praw.g_01843	Syan.g_02927, Syan.g_02928
OG0001373	Praw.g_01623	Syan.g_01635
OG0001374	Praw.g_01615	Syan.g_01644
OG0001376	Praw.g_01458	Syan.g_00511
OG0001377	Praw.g_01457	Syan.g_00510
OG0001378	Praw.g_00171	Syan.g_02392
OG0001379	Praw.g_00975	Syan.g_01206
OG0001380	Praw.g_01003	Syan.g_00442
OG0001382	Praw.g_00445	Syan.g_00680
OG0001385	Praw.g_01626	Syan.g_01632
OG0001386	Praw.g_01625	Syan.g_01633
OG0001387	Praw.g_01624	Syan.g_01634
OG0001388	Praw.g_01621	Syan.g_01637
OG0001389	Praw.g_01620	Syan.g_01639
OG0001390	Praw.g_01619	Syan.g_01640
OG0001391	Praw.g_01618	Syan.g_01641
OG0001392	Praw.g_01617	Syan.g_01642
OG0001393	Praw.g_01616	Syan.g_01643
OG0001395	Praw.g_01480	Syan.g_00340
OG0001396	Praw.g_00341	Syan.g_01851
OG0001398	Praw.g_00459	Syan.g_02932
OG0001399	Praw.g_01900	Syan.g_02175
OG0001401	Praw.g_00908	Syan.g_00376
OG0001402	Praw.g_01744	Syan.g_00011
OG0001403	Praw.g_01398	Syan.g_01744
OG0001404	Praw.g_01366	Syan.g_00343
OG0001406	Praw.g_01459	Syan.g_00512
OG0001407	Praw.g_01445	Syan.g_00455
OG0001408	Praw.g_01440	Syan.g_00073
OG0001409	Praw.g_00241	Syan.g_00284
OG0001413	Praw.g_00421	Syan.g_00029
OG0001415	Praw.g_01204	Syan.g_01004
OG0001416	Praw.g_00688	Syan.g_00103
OG0001417	Praw.g_00678	Syan.g_00583
OG0001418	Praw.g_01838	Syan.g_02689
OG0001419	Praw.g_01444	Syan.g_00454
OG0001420	Praw.g_00179	Syan.g_01180
OG0001422	Praw.g_00451	Syan.g_00645
OG0001425	Praw.g_01173	Syan.g_01584
OG0001428	Praw.g_01263	Syan.g_03039
OG0001429	Praw.g_01707	Syan.g_00480
OG0001432	Praw.g_00420	Syan.g_00092
OG0001433	Praw.g_01735	Syan.g_00245
OG0001434	Praw.g_01578	Syan.g_00717
OG0001437	Praw.g_01205	Syan.g_01005
OG0001438	Praw.g_00841	Syan.g_02009
OG0001439	Praw.g_00827	Syan.g_01986
OG0001441	Praw.g_00627	Syan.g_01191
OG0001442	Praw.g_01770	Syan.g_00709
OG0001443	Praw.g_00498	Syan.g_01590
OG0001447	Praw.g_01309	Syan.g_02288
OG0001449	Praw.g_00738	Syan.g_02058
OG0001452	Praw.g_01609	Syan.g_02066
OG0001453	Praw.g_01517	Syan.g_00608
OG0001454	Praw.g_01429	Syan.g_00418
OG0001456	Praw.g_00211	Syan.g_01646
OG0001457	Praw.g_00212	Syan.g_01647
OG0001458	Praw.g_00213	Syan.g_01648
OG0001459	Praw.g_00939	Syan.g_02343
OG0001460	Praw.g_01736	Syan.g_00244
OG0001462	Praw.g_01394	Syan.g_01737
OG0001467	Praw.g_01718	Syan.g_00107
OG0001471	Praw.g_00422	Syan.g_01991
OG0001473	Praw.g_00020	Syan.g_00133
OG0001479	Praw.g_00793	Syan.g_02140
OG0001480	Praw.g_00763	Syan.g_00072
OG0001486	Praw.g_00232	Syan.g_02698
OG0001492	Praw.g_00281	Syan.g_02588
OG0001493	Praw.g_00289	Syan.g_02578
OG0001496	Praw.g_00318	Syan.g_01154
OG0001497	Praw.g_00319	Syan.g_01155
OG0001502	Praw.g_01727	Syan.g_00401
OG0001504	Praw.g_00940, Praw.g_00485	Syan.g_02344
OG0001507	Praw.g_00478	Syan.g_02695
OG0001525	Praw.g_00436	Syan.g_00831
OG0001546	Praw.g_00624	Syan.g_01188
OG0001547	Praw.g_01725	Syan.g_00462
OG0001549	Praw.g_01640	Syan.g_00077
OG0001553	Praw.g_01086	Syan.g_01282
OG0001554	Praw.g_00427	Syan.g_00282
OG0001556	Praw.g_01742	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001558	Praw.g_00911	Syan.g_01760
OG0001564	Praw.g_01062	Syan.g_00082
OG0001566	Praw.g_01846	Syan.g_01072
OG0001567	Praw.g_01726	Syan.g_00461
OG0001568	Praw.g_01724	Syan.g_00463
OG0001587	Praw.g_01920	Syan.g_01482
OG0001627	Praw.g_01754	Syan.g_02410
OG0001635	Praw.g_00480	Syan.g_01876
OG0001647	Praw.g_00861	Syan.g_02032
OG0001652	Praw.g_00909	Syan.g_01762
OG0001666	Praw.g_00938	Syan.g_02339
OG0001671	Praw.g_00916	Syan.g_01514, Syan.g_03115
OG0001700	Praw.g_01737	Syan.g_00938
OG0001774	Praw.g_01845	Syan.g_02509
OG0001782	Praw.g_00799	Syan.g_01869
OG0001792	Praw.g_01068	Syan.g_02595
OG0001919	Praw.g_00741	Syan.g_00078
OG0002227	Praw.g_01740	Syan.g_00243
OG0002244	Praw.g_00477	Syan.g_00387
OG0002291	Praw.g_00927	Syan.g_03057
OG0002486	Praw.g_00800	Syan.g_01870
OG0003157	Praw.g_00723	Syan.g_02084
OG0004593	Praw.g_01114	Syan.g_01118
