Orthogroup	Praw	Syap
OG0001386	Praw.g_01625	Syap.g_02649
OG0001387	Praw.g_01624	Syap.g_02648
OG0001388	Praw.g_01621	Syap.g_02645
OG0001389	Praw.g_01620	Syap.g_02644
OG0001390	Praw.g_01619	Syap.g_02643
OG0001391	Praw.g_01618	Syap.g_01833
OG0001392	Praw.g_01617	Syap.g_01832
OG0001393	Praw.g_01616	Syap.g_01831
OG0001395	Praw.g_01480	Syap.g_00531
OG0001396	Praw.g_00341	Syap.g_02537
OG0001398	Praw.g_00459	Syap.g_02356
OG0001401	Praw.g_00908	Syap.g_01844
OG0001406	Praw.g_01459	Syap.g_01989
OG0001408	Praw.g_01440	Syap.g_01862
OG0001415	Praw.g_01204	Syap.g_00447, Syap.g_00446
OG0001418	Praw.g_01838	Syap.g_00221
OG0001420	Praw.g_00179	Syap.g_02736
OG0001422	Praw.g_00451	Syap.g_01682
OG0001425	Praw.g_01173	Syap.g_01024
OG0001428	Praw.g_01263	Syap.g_01196
OG0001432	Praw.g_00420	Syap.g_01967
OG0001433	Praw.g_01735	Syap.g_00790
OG0001434	Praw.g_01578	Syap.g_00167
OG0001437	Praw.g_01205	Syap.g_00448
OG0001438	Praw.g_00841	Syap.g_01346, Syap.g_01630
OG0001439	Praw.g_00827	Syap.g_01674
OG0001441	Praw.g_00627	Syap.g_02749
OG0001443	Praw.g_00498	Syap.g_01006
OG0001447	Praw.g_01309	Syap.g_02218
OG0001452	Praw.g_01609	Syap.g_01590
OG0001453	Praw.g_01517	Syap.g_02687
OG0001456	Praw.g_00211	Syap.g_01828
OG0001457	Praw.g_00212	Syap.g_01826
OG0001458	Praw.g_00213	Syap.g_01825
OG0001459	Praw.g_00939	Syap.g_00351
OG0001460	Praw.g_01736	Syap.g_00789
OG0001479	Praw.g_00793	Syap.g_00565
OG0001492	Praw.g_00281	Syap.g_02441
OG0001493	Praw.g_00289	Syap.g_02433
OG0001502	Praw.g_01727	Syap.g_00833
OG0001504	Praw.g_00940, Praw.g_00485	Syap.g_00350
OG0001507	Praw.g_00478	Syap.g_00227
OG0001546	Praw.g_00624	Syap.g_02745
OG0001547	Praw.g_01725	Syap.g_00840, Syap.g_00839
OG0001553	Praw.g_01086	Syap.g_02121
OG0001556	Praw.g_01742	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001558	Praw.g_00911	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001564	Praw.g_01062	Syap.g_00876
OG0001567	Praw.g_01726	Syap.g_00838
OG0001568	Praw.g_01724	Syap.g_00842
OG0001587	Praw.g_01920	Syap.g_02669
OG0001613	Praw.g_00077	Syap.g_00597
OG0001632	Praw.g_00311, Praw.g_00471, Praw.g_00932	Syap.g_02524
OG0001635	Praw.g_00480	Syap.g_01127
OG0001647	Praw.g_00861	Syap.g_01370
OG0001652	Praw.g_00909	Syap.g_02634
OG0001700	Praw.g_01737	Syap.g_00975
OG0001745	Praw.g_00419	Syap.g_02401
OG0001919	Praw.g_00741	Syap.g_01968
OG0001959	Praw.g_00924	Syap.g_02163
OG0002026	Praw.g_00742	Syap.g_00821
OG0002227	Praw.g_01740	Syap.g_01023, Syap.g_01022
OG0002425	Praw.g_01105	Syap.g_01019
OG0002651	Praw.g_01037	Syap.g_00854
