Orthogroup	Syap	Prap
OG0001437	Syap.g_00448	Prap.g_01482
OG0001443	Syap.g_01006	Prap.g_00517
OG0001460	Syap.g_00789	Prap.g_01793
OG0001461	Syap.g_02707	Prap.g_00898
OG0001487	Syap.g_00699	Prap.g_00161
OG0001488	Syap.g_00209	Prap.g_00443
OG0001489	Syap.g_00603	Prap.g_01627
OG0001498	Syap.g_02044, Syap.g_02043	Prap.g_01348
OG0001510	Syap.g_01117	Prap.g_01574
OG0001511	Syap.g_02629, Syap.g_02676	Prap.g_01064
OG0001512	Syap.g_01151, Syap.g_01152	Prap.g_00513
OG0001515	Syap.g_00906	Prap.g_00808
OG0001516	Syap.g_01964	Prap.g_00362
OG0001517	Syap.g_00568	Prap.g_01371
OG0001518	Syap.g_01026	Prap.g_01522
OG0001519	Syap.g_02079	Prap.g_01517
OG0001527	Syap.g_00287, Syap.g_00292	Prap.g_01206
OG0001529	Syap.g_01809	Prap.g_00914
OG0001530	Syap.g_02627	Prap.g_01065
OG0001531	Syap.g_01150	Prap.g_01473
OG0001534	Syap.g_00534	Prap.g_00313
OG0001535	Syap.g_01875	Prap.g_00297
OG0001536	Syap.g_02018	Prap.g_00253
OG0001537	Syap.g_00153	Prap.g_00846
OG0001538	Syap.g_00199	Prap.g_00778
OG0001539	Syap.g_02370	Prap.g_00868
OG0001540	Syap.g_02214	Prap.g_01044
OG0001541	Syap.g_01187	Prap.g_00990
OG0001542	Syap.g_01177	Prap.g_00984
OG0001543	Syap.g_01417, Syap.g_01416	Prap.g_00547
OG0001557	Syap.g_00162	Prap.g_00842
OG0001562	Syap.g_02700	Prap.g_00290
OG0001563	Syap.g_00473	Prap.g_01643
OG0001564	Syap.g_00876	Prap.g_00895
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Prap.g_01208
OG0001577	Syap.g_00232	Prap.g_00461
OG0001580	Syap.g_01340, Syap.g_01341	Prap.g_00907
OG0001584	Syap.g_00183	Prap.g_00349
OG0001587	Syap.g_02669	Prap.g_01718
OG0001592	Syap.g_01342	Prap.g_00908
OG0001614	Syap.g_01101	Prap.g_01586
OG0001616	Syap.g_01884	Prap.g_00433
OG0001619	Syap.g_01752	Prap.g_00246
OG0001620	Syap.g_00557	Prap.g_01363
OG0001621	Syap.g_01592	Prap.g_01458
OG0001622	Syap.g_02601	Prap.g_01494
OG0001636	Syap.g_01797	Prap.g_00920
OG0001638	Syap.g_01778	Prap.g_01768
OG0001639	Syap.g_00751	Prap.g_00170
OG0001641	Syap.g_02685	Prap.g_00278
OG0001642	Syap.g_00530	Prap.g_00729
OG0001643	Syap.g_00902	Prap.g_00387
OG0001644	Syap.g_00346	Prap.g_00332
OG0001654	Syap.g_00753	Prap.g_00168
OG0001657	Syap.g_02175	Prap.g_01015
OG0001658	Syap.g_00131	Prap.g_00912
OG0001659	Syap.g_01892	Prap.g_01916
OG0001678	Syap.g_02678	Prap.g_01711
OG0001679	Syap.g_02521	Prap.g_01376
OG0001717	Syap.g_01200	Prap.g_00594
OG0001733	Syap.g_00794	Prap.g_01795
OG0001769	Syap.g_00643	Prap.g_00508
OG0001771	Syap.g_00329	Prap.g_01852
OG0001842	Syap.g_00147, Syap.g_00146	Prap.g_00022
OG0001930	Syap.g_00148	Prap.g_00023
OG0001931	Syap.g_00149	Prap.g_00024
OG0001956	Syap.g_01978	Prap.g_00722
OG0001977	Syap.g_02094	Prap.g_01512
OG0002019	Syap.g_01103	Prap.g_01913
OG0002098	Syap.g_02161	Prap.g_01935
OG0002122	Syap.g_01294	Prap.g_00027
OG0002389	Syap.g_00600	Prap.g_01623
OG0002588	Syap.g_02162	Prap.g_00100
OG0002888	Syap.g_00862	Prap.g_00091
