Orthogroup	Syap	Syah
OG0001458	Syap.g_01825	Syah.g_00432
OG0001459	Syap.g_00351	Syah.g_01456
OG0001460	Syap.g_00789	Syah.g_01512
OG0001461	Syap.g_02707	Syah.g_00711
OG0001470	Syap.g_01138, Syap.g_00709	Syah.g_02242
OG0001474	Syap.g_00562	Syah.g_00865
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Syah.g_02244
OG0001478	Syap.g_01790	Syah.g_01211
OG0001479	Syap.g_00565	Syah.g_00862
OG0001487	Syap.g_00699	Syah.g_01245
OG0001488	Syap.g_00209	Syah.g_02136
OG0001489	Syap.g_00603	Syah.g_00801
OG0001492	Syap.g_02441	Syah.g_01393
OG0001493	Syap.g_02433	Syah.g_01385
OG0001495	Syap.g_01921	Syah.g_00735
OG0001498	Syap.g_02044, Syap.g_02043	Syah.g_00889
OG0001502	Syap.g_00833	Syah.g_02109
OG0001504	Syap.g_00350	Syah.g_01455
OG0001507	Syap.g_00227	Syah.g_02464
OG0001508	Syap.g_01139	Syah.g_02241
OG0001510	Syap.g_01117	Syah.g_00256
OG0001511	Syap.g_02629, Syap.g_02676	Syah.g_02546
OG0001512	Syap.g_01151, Syap.g_01152	Syah.g_00910
OG0001515	Syap.g_00906	Syah.g_02001
OG0001516	Syap.g_01964	Syah.g_01498
OG0001517	Syap.g_00568	Syah.g_00859
OG0001518	Syap.g_01026	Syah.g_00488
OG0001519	Syap.g_02079	Syah.g_00476
OG0001527	Syap.g_00287, Syap.g_00292	Syah.g_01107
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Syah.g_02243
OG0001529	Syap.g_01809	Syah.g_00328
OG0001530	Syap.g_02627	Syah.g_02544
OG0001531	Syap.g_01150	Syah.g_00911
OG0001534	Syap.g_00534	Syah.g_01699
OG0001535	Syap.g_01875	Syah.g_01683
OG0001536	Syap.g_02018	Syah.g_01617
OG0001537	Syap.g_00153	Syah.g_01815
OG0001538	Syap.g_00199	Syah.g_01774
OG0001539	Syap.g_02370	Syah.g_01521
OG0001540	Syap.g_02214	Syah.g_00022
OG0001541	Syap.g_01187	Syah.g_00621
OG0001542	Syap.g_01177	Syah.g_00612
OG0001543	Syap.g_01417, Syap.g_01416	Syah.g_00568
OG0001547	Syap.g_00840, Syap.g_00839	Syah.g_01565
OG0001557	Syap.g_00162	Syah.g_01809
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syah.g_00562
OG0001562	Syap.g_02700	Syah.g_01675
OG0001563	Syap.g_00473	Syah.g_00784
OG0001567	Syap.g_00838	Syah.g_01564
OG0001568	Syap.g_00842	Syah.g_01567
OG0001570	Syap.g_00438	Syah.g_01553
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syah.g_01105
OG0001577	Syap.g_00232	Syah.g_02162
OG0001580	Syap.g_01340, Syap.g_01341	Syah.g_00523, Syah.g_00522
OG0001590	Syap.g_00889	Syah.g_01941
OG0001592	Syap.g_01342	Syah.g_00521
OG0001614	Syap.g_01101	Syah.g_00242
OG0001615	Syap.g_01937	Syah.g_02103
OG0001616	Syap.g_01884	Syah.g_01430
OG0001618	Syap.g_00518, Syap.g_02409	Syah.g_01717
OG0001619	Syap.g_01752	Syah.g_01607
OG0001620	Syap.g_00557	Syah.g_00871
OG0001621	Syap.g_01592	Syah.g_00662
OG0001622	Syap.g_02601	Syah.g_00396
OG0001623	Syap.g_00582, Syap.g_00585	Syah.g_00842
OG0001624	Syap.g_02494	Syah.g_00471
OG0001634	Syap.g_01956	Syah.g_01504
OG0001635	Syap.g_01127	Syah.g_00270
OG0001636	Syap.g_01797	Syah.g_00336
OG0001637	Syap.g_01945, Syap.g_01946	Syah.g_02280
OG0001638	Syap.g_01778	Syah.g_02399
OG0001639	Syap.g_00751	Syah.g_02312
OG0001641	Syap.g_02685	Syah.g_01660
OG0001643	Syap.g_00902	Syah.g_01930
OG0001644	Syap.g_00346	Syah.g_01709
OG0001645	Syap.g_00668	Syah.g_01568, Syah.g_02049
OG0001652	Syap.g_02634	Syah.g_00560
OG0001654	Syap.g_00753	Syah.g_02310
OG0001657	Syap.g_02175	Syah.g_00063
OG0001658	Syap.g_00131	Syah.g_00513
OG0001659	Syap.g_01892	Syah.g_01424
OG0001672	Syap.g_02553, Syap.g_02554	Syah.g_02497, Syah.g_02496
OG0001673	Syap.g_01163	Syah.g_00903
OG0001675	Syap.g_02698	Syah.g_01673
OG0001677	Syap.g_00592	Syah.g_00811
OG0001678	Syap.g_02678	Syah.g_00691
OG0001679	Syap.g_02521	Syah.g_01114
OG0001680	Syap.g_01772	Syah.g_02404
OG0001682	Syap.g_00516	Syah.g_02306, Syah.g_01719
OG0001692	Syap.g_02120	Syah.g_01297
OG0001694	Syap.g_01358	Syah.g_00622
OG0001713	Syap.g_00349	Syah.g_02144
OG0001714	Syap.g_01040	Syah.g_00276, Syah.g_02441
OG0001715	Syap.g_00665	Syah.g_01877
OG0001717	Syap.g_01200	Syah.g_00076
OG0001729	Syap.g_02666	Syah.g_00914
OG0001730	Syap.g_00770	Syah.g_00921
OG0001731	Syap.g_00029	Syah.g_02332
OG0001733	Syap.g_00794	Syah.g_01514
OG0001735	Syap.g_00095	Syah.g_01491
OG0001737	Syap.g_01637	Syah.g_00108
OG0001738	Syap.g_01657	Syah.g_00142
OG0001739	Syap.g_01815, Syap.g_01816	Syah.g_00411
OG0001741	Syap.g_02493	Syah.g_00938, Syah.g_02444, Syah.g_01867
OG0001748	Syap.g_01911	Syah.g_00554, Syah.g_00549
OG0001749	Syap.g_02067	Syah.g_00159
OG0001750	Syap.g_00764	Syah.g_02520
OG0001751	Syap.g_01164	Syah.g_00902
OG0001752	Syap.g_02670	Syah.g_02289
OG0001754	Syap.g_01949, Syap.g_01948	Syah.g_02282
OG0001755	Syap.g_00250	Syah.g_01039
OG0001760	Syap.g_02651	Syah.g_01861
OG0001762	Syap.g_02692	Syah.g_01666
OG0001764	Syap.g_02336	Syah.g_01571
OG0001766	Syap.g_01328	Syah.g_00119
OG0001767	Syap.g_01036, Syap.g_00863	Syah.g_00167
OG0001768	Syap.g_00610	Syah.g_00606
OG0001769	Syap.g_00643	Syah.g_01915
OG0001771	Syap.g_00329	Syah.g_02078
OG0001783	Syap.g_01108, Syap.g_01471	Syah.g_00247
OG0001786	Syap.g_00311, Syap.g_01210	Syah.g_02350
OG0001787	Syap.g_01454	Syah.g_01063
OG0001788	Syap.g_01449	Syah.g_01066
OG0001789	Syap.g_01482, Syap.g_01481	Syah.g_02198
OG0001790	Syap.g_00238	Syah.g_02171
OG0001796	Syap.g_01850, Syap.g_01852	Syah.g_01677
OG0001797	Syap.g_00947	Syah.g_01598
OG0001798	Syap.g_01291	Syah.g_01956
OG0001799	Syap.g_00638	Syah.g_01919
OG0001800	Syap.g_00771	Syah.g_01322
OG0001801	Syap.g_02110	Syah.g_01314
OG0001804	Syap.g_02045, Syap.g_02046	Syah.g_00890
OG0001806	Syap.g_02337	Syah.g_00634
OG0001809	Syap.g_00322, Syap.g_01685	Syah.g_00035
OG0001811	Syap.g_01180	Syah.g_00615
OG0001812	Syap.g_01343	Syah.g_00520
OG0001813	Syap.g_02086	Syah.g_00467
OG0001814	Syap.g_01166, Syap.g_00125	Syah.g_00387
OG0001815	Syap.g_01801	Syah.g_00378
OG0001838	Syap.g_00064, Syap.g_00537	Syah.g_00365
OG0001839	Syap.g_01794	Syah.g_00339
OG0001840	Syap.g_00978	Syah.g_00317
OG0001841	Syap.g_00987	Syah.g_00309
OG0001842	Syap.g_00147, Syap.g_00146	Syah.g_02303
OG0001843	Syap.g_01100	Syah.g_00241
OG0001844	Syap.g_01099	Syah.g_00240
OG0001845	Syap.g_01094	Syah.g_00239
OG0001847	Syap.g_02230	Syah.g_00010
OG0001848	Syap.g_02236	Syah.g_00006
OG0001849	Syap.g_02364	Syah.g_02507
OG0001850	Syap.g_02550	Syah.g_02498
OG0001851	Syap.g_01700	Syah.g_02492
OG0001852	Syap.g_01699	Syah.g_02491
OG0001853	Syap.g_01691	Syah.g_02485
OG0001854	Syap.g_01157	Syah.g_00907
OG0001856	Syap.g_01216	Syah.g_02361
OG0001857	Syap.g_01212	Syah.g_02358
OG0001858	Syap.g_00025	Syah.g_02326
OG0001859	Syap.g_02516	Syah.g_00977
OG0001860	Syap.g_02262	Syah.g_00990
OG0001861	Syap.g_02248	Syah.g_01004
OG0001862	Syap.g_00276	Syah.g_01015
OG0001863	Syap.g_00272	Syah.g_01020
OG0001864	Syap.g_01974	Syah.g_01072
OG0001865	Syap.g_00651	Syah.g_01140
OG0001866	Syap.g_01522	Syah.g_01164
OG0001867	Syap.g_01524	Syah.g_01973
OG0001868	Syap.g_01495	Syah.g_02203
OG0001869	Syap.g_00233	Syah.g_02163
OG0001870	Syap.g_00224	Syah.g_02155
OG0001871	Syap.g_00217	Syah.g_02149
OG0001872	Syap.g_02442	Syah.g_01394
OG0001873	Syap.g_01885	Syah.g_01429
OG0001874	Syap.g_01882	Syah.g_01432
OG0001877	Syap.g_00905	Syah.g_02002
OG0001878	Syap.g_02695	Syah.g_01670
OG0001879	Syap.g_02690	Syah.g_01664
OG0001883	Syap.g_01741	Syah.g_01597
OG0001884	Syap.g_01733	Syah.g_01588
OG0001885	Syap.g_02792	Syah.g_01576
OG0001886	Syap.g_02335	Syah.g_01572
OG0001887	Syap.g_01245	Syah.g_01823
OG0001888	Syap.g_00168	Syah.g_01803
OG0001889	Syap.g_02724	Syah.g_01763
OG0001890	Syap.g_00825	Syah.g_02097
OG0001891	Syap.g_00832	Syah.g_02101
OG0001893	Syap.g_01290	Syah.g_01955
OG0001894	Syap.g_00893	Syah.g_01936
OG0001895	Syap.g_02658	Syah.g_01318
OG0001896	Syap.g_02053	Syah.g_02230
OG0001897	Syap.g_00559	Syah.g_00868
OG0001898	Syap.g_00577	Syah.g_00848
OG0001899	Syap.g_00484	Syah.g_00774
OG0001900	Syap.g_02355	Syah.g_00649
OG0001901	Syap.g_02354	Syah.g_00648
OG0001902	Syap.g_01354	Syah.g_00093
OG0001903	Syap.g_01631	Syah.g_00103
OG0001904	Syap.g_02063	Syah.g_00172
OG0001905	Syap.g_01060	Syah.g_00182
OG0001906	Syap.g_02213	Syah.g_00024
OG0001908	Syap.g_01185	Syah.g_00619
OG0001909	Syap.g_02279	Syah.g_00608
OG0001910	Syap.g_01907	Syah.g_00545
OG0001912	Syap.g_01042	Syah.g_00495
OG0001913	Syap.g_01032	Syah.g_00493
OG0001915	Syap.g_02313	Syah.g_00381
OG0001929	Syap.g_00994	Syah.g_00302
OG0001930	Syap.g_00148	Syah.g_02304
OG0001931	Syap.g_00149	Syah.g_02305
OG0001932	Syap.g_01102	Syah.g_00243
OG0001935	Syap.g_01697	Syah.g_02489
OG0001937	Syap.g_00037	Syah.g_02340
OG0001938	Syap.g_00731, Syap.g_02259	Syah.g_00992
OG0001943	Syap.g_00645	Syah.g_01844
OG0001944	Syap.g_02662	Syah.g_01560
OG0001946	Syap.g_01058	Syah.g_02003
OG0001970	Syap.g_02212	Syah.g_00026
OG0001979	Syap.g_00662, Syap.g_00834	Syah.g_01999
OG0001998	Syap.g_00748	Syah.g_00502
OG0002009	Syap.g_00155	Syah.g_01813
OG0002010	Syap.g_00002	Syah.g_01261
OG0002011	Syap.g_02399	Syah.g_00896
OG0002013	Syap.g_02542	Syah.g_00886
OG0002015	Syap.g_02069	Syah.g_00163
OG0002016	Syap.g_00102	Syah.g_00551
OG0002017	Syap.g_02099	Syah.g_00458
OG0002020	Syap.g_02581	Syah.g_00413
OG0002021	Syap.g_02584	Syah.g_00415
OG0002022	Syap.g_02585	Syah.g_00417
OG0002023	Syap.g_02588	Syah.g_00418
OG0002039	Syap.g_00208	Syah.g_02135
OG0002047	Syap.g_02039, Syap.g_02154	Syah.g_00885
OG0002049	Syap.g_01926	Syah.g_00730
OG0002056	Syap.g_01633, Syap.g_01632	Syah.g_00104
OG0002114	Syap.g_01982	Syah.g_01310
OG0002116	Syap.g_00044	Syah.g_02345
OG0002129	Syap.g_02529	Syah.g_01277
OG0002131	Syap.g_02582	Syah.g_00414
OG0002134	Syap.g_01088, Syap.g_01087	Syah.g_00232
OG0002135	Syap.g_01395, Syap.g_01402	Syah.g_02419
OG0002136	Syap.g_01396, Syap.g_01403	Syah.g_02418
OG0002139	Syap.g_02429	Syah.g_01381
OG0002142	Syap.g_02112, Syap.g_02111	Syah.g_01313
OG0002143	Syap.g_02578	Syah.g_00893
OG0002144	Syap.g_00772, Syap.g_00773	Syah.g_00733
OG0002156	Syap.g_01621	Syah.g_01316
OG0002169	Syap.g_02038, Syap.g_02152	Syah.g_00884
OG0002170	Syap.g_00573	Syah.g_00854
OG0002171	Syap.g_02070	Syah.g_00156
OG0002172	Syap.g_01910	Syah.g_00548
OG0002179	Syap.g_01062	Syah.g_00185
OG0002180	Syap.g_01353	Syah.g_00094
OG0002181	Syap.g_02350	Syah.g_00646
OG0002182	Syap.g_00309	Syah.g_00664
OG0002184	Syap.g_02363	Syah.g_02506
OG0002185	Syap.g_02549	Syah.g_02499
OG0002186	Syap.g_01404	Syah.g_02417
OG0002187	Syap.g_01398	Syah.g_02415
OG0002188	Syap.g_00616	Syah.g_02378
OG0002189	Syap.g_00615	Syah.g_02377
OG0002190	Syap.g_00028	Syah.g_02331
OG0002192	Syap.g_00207	Syah.g_02132
OG0002194	Syap.g_02432	Syah.g_01384
OG0002196	Syap.g_00179	Syah.g_01792
OG0002197	Syap.g_02684	Syah.g_01659
OG0002198	Syap.g_00644, Syap.g_00405	Syah.g_01914
OG0002199	Syap.g_00637	Syah.g_01920
OG0002200	Syap.g_02466	Syah.g_01291
OG0002201	Syap.g_01520	Syah.g_01162
OG0002202	Syap.g_01519	Syah.g_01161
OG0002203	Syap.g_01518	Syah.g_01160
OG0002204	Syap.g_00440	Syah.g_01142
OG0002205	Syap.g_01315	Syah.g_01126
OG0002206	Syap.g_01301	Syah.g_01113
OG0002207	Syap.g_00297	Syah.g_01103
OG0002208	Syap.g_02263	Syah.g_00989
OG0002209	Syap.g_00561	Syah.g_00866
OG0002210	Syap.g_00588	Syah.g_00814
OG0002211	Syap.g_00480	Syah.g_00777
OG0002212	Syap.g_01338	Syah.g_00524
OG0002214	Syap.g_02604	Syah.g_00393
OG0002235	Syap.g_00176	Syah.g_01796
OG0002236	Syap.g_02346	Syah.g_00727
OG0002238	Syap.g_02235, Syap.g_02000	Syah.g_01472
OG0002242	Syap.g_02068	Syah.g_00157
OG0002247	Syap.g_01305	Syah.g_01119
OG0002257	Syap.g_00660	Syah.g_01892
OG0002260	Syap.g_02428	Syah.g_01380
OG0002277	Syap.g_00997	Syah.g_00296
OG0002301	Syap.g_00675	Syah.g_01949
OG0002302	Syap.g_02512	Syah.g_00975
OG0002306	Syap.g_02088	Syah.g_00419
OG0002309	Syap.g_01843	Syah.g_02085
OG0002349	Syap.g_01515	Syah.g_02268
OG0002353	Syap.g_02729	Syah.g_01766
OG0002355	Syap.g_02330	Syah.g_02469
OG0002357	Syap.g_01434, Syap.g_01433	Syah.g_00455
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Syah.g_00222
OG0002404	Syap.g_01585	Syah.g_01716
OG0002406	Syap.g_00435	Syah.g_01868
OG0002425	Syap.g_01019	Syah.g_00213
OG0002464	Syap.g_02552	Syah.g_01056
OG0002525	Syap.g_02158, Syap.g_01008	Syah.g_01537
OG0002527	Syap.g_02372	Syah.g_01874
OG0002528	Syap.g_02374	Syah.g_01876
OG0002543	Syap.g_01031	Syah.g_00492
OG0002601	Syap.g_02373	Syah.g_01875
OG0002678	Syap.g_00151	Syah.g_00917
OG0002744	Syap.g_00841	Syah.g_01843
OG0002753	Syap.g_00775	Syah.g_00682
OG0002767	Syap.g_02415	Syah.g_01192
OG0002872	Syap.g_02269	Syah.g_00603
OG0002935	Syap.g_00811	Syah.g_00274
OG0002997	Syap.g_00339	Syah.g_01481
OG0003045	Syap.g_00439, Syap.g_02626	Syah.g_02052
OG0003145	Syap.g_02572, Syap.g_02571	Syah.g_01468
OG0003257	Syap.g_00706, Syap.g_00728	Syah.g_00229
OG0003310	Syap.g_02573	Syah.g_01469
