Orthogroup	Syap	Prar
OG0001392	Syap.g_01832	Prar.g_01542
OG0001393	Syap.g_01831	Prar.g_01541
OG0001395	Syap.g_00531	Prar.g_01891
OG0001406	Syap.g_01989	Prar.g_01913
OG0001408	Syap.g_01862	Prar.g_01932, Prar.g_01931
OG0001415	Syap.g_00447, Syap.g_00446	Prar.g_00096
OG0001418	Syap.g_00221	Prar.g_01514
OG0001420	Syap.g_02736	Prar.g_01316
OG0001422	Syap.g_01682	Prar.g_00734
OG0001428	Syap.g_01196	Prar.g_00155
OG0001432	Syap.g_01967	Prar.g_00764
OG0001433	Syap.g_00790	Prar.g_01180
OG0001435	Syap.g_01259	Prar.g_01772
OG0001437	Syap.g_00448	Prar.g_00097
OG0001438	Syap.g_01346, Syap.g_01630	Prar.g_00294
OG0001439	Syap.g_01674	Prar.g_00280
OG0001441	Syap.g_02749	Prar.g_01351
OG0001447	Syap.g_02218	Prar.g_00202
OG0001452	Syap.g_01590	Prar.g_01762
OG0001453	Syap.g_02687	Prar.g_01854
OG0001456	Syap.g_01828	Prar.g_01286
OG0001457	Syap.g_01826	Prar.g_01285
OG0001458	Syap.g_01825	Prar.g_01284
OG0001459	Syap.g_00351	Prar.g_00996
OG0001470	Syap.g_01138, Syap.g_00709	Prar.g_00889
OG0001474	Syap.g_00562	Prar.g_00400
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prar.g_00887
OG0001479	Syap.g_00565	Prar.g_00397
OG0001492	Syap.g_02441	Prar.g_01216
OG0001493	Syap.g_02433	Prar.g_01208
OG0001502	Syap.g_00833	Prar.g_01657
OG0001504	Syap.g_00350	Prar.g_00995
OG0001507	Syap.g_00227	Prar.g_00714
OG0001508	Syap.g_01139, Syap.g_00808	Prar.g_00890
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prar.g_00888
OG0001546	Syap.g_02745	Prar.g_01354
OG0001553	Syap.g_02121	Prar.g_00342
OG0001584	Syap.g_00183	Prar.g_01806
OG0001587	Syap.g_02669	Prar.g_01118
OG0001613	Syap.g_00597	Prar.g_00616
OG0001632	Syap.g_02524	Prar.g_01000
OG0001647	Syap.g_01370	Prar.g_00314
OG0001713	Syap.g_00349	Prar.g_00560
OG0001745	Syap.g_02401	Prar.g_00765
OG0001919	Syap.g_01968	Prar.g_00461
OG0001924	Syap.g_00381	Prar.g_01574
OG0001925	Syap.g_00382	Prar.g_01573
OG0001926	Syap.g_00383	Prar.g_01572
OG0001927	Syap.g_00384	Prar.g_01571
OG0001994	Syap.g_00380	Prar.g_01575
OG0002026	Syap.g_00821	Prar.g_00460
OG0002097	Syap.g_00711	Prar.g_00854
OG0002110	Syap.g_00363	Prar.g_01553, Prar.g_01556
OG0002156	Syap.g_01621	Prar.g_00583, Prar.g_00582
OG0002274	Syap.g_00710	Prar.g_00853
OG0002425	Syap.g_01019	Prar.g_00379
OG0002628	Syap.g_01081	Prar.g_01538
OG0002771	Syap.g_00878	Prar.g_00858
